Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
98295,0.6348418,0.8174209,0.6359861,0.81799304,0.6150998,0.8075499,0.628564,0.814282,0.66472197,0.832361,0.7598716,0.8799358,0.72159255,0.8607963,0.75362235,0.87681115,0.77822036,0.8891102,0.8095362,0.9047681
98296,0.6819557,0.84097785,0.70761096,0.8538055,0.61223304,0.8061165,0.619353,0.8096765,0.7046902,0.8523451,0.7950082,0.8975041,0.7360766,0.8680383,0.7893777,0.89468884,0.79153275,0.8957664,0.82402015,0.9120101
98297,0.71492505,0.8574625,0.6890466,0.8445233,0.65774494,0.82887244,0.6765847,0.83829236,0.70023036,0.8501152,0.7663307,0.88316536,0.70729876,0.8536494,0.78447783,0.8922389,0.81540453,0.90770227,0.8186218,0.90931094
98298,0.697966,0.848983,0.67573696,0.83786845,0.6176423,0.80882114,0.7115667,0.85578334,0.69826293,0.84913146,0.7235851,0.86179256,0.7322023,0.86610115,0.7474859,0.87374294,0.7473645,0.87368226,0.7649875,0.88249373
98299,0.5537843,0.7768922,0.6191323,0.80956614,0.55336297,0.7766815,0.5897106,0.7948553,0.5794909,0.78974545,0.5780971,0.78904855,0.57611525,0.7880576,0.6511624,0.8255812,0.5953362,0.7976681,0.59015715,0.7950786
98300,0.7085476,0.8542738,0.69901353,0.84950674,0.668239,0.8341195,0.64357054,0.8217853,0.73222053,0.86611027,0.77794665,0.88897336,0.750021,0.8750105,0.81002057,0.9050103,0.75982475,0.8799124,0.8062919,0.9031459
98301,0.68911624,0.8445581,0.69786894,0.8489345,0.6373298,0.8186649,0.59863466,0.79931736,0.7148996,0.85744977,0.8486639,0.92433196,0.80290794,0.901454,0.7903992,0.8951996,0.83237046,0.91618526,0.8874353,0.94371766
98302,0.7548157,0.87740785,0.7137608,0.8568804,0.66070807,0.83035403,0.7225969,0.86129844,0.760811,0.8804055,0.8153582,0.9076791,0.7603315,0.88016576,0.81100786,0.9055039,0.8000583,0.9000292,0.84101033,0.92050517
98303,0.6746292,0.8373146,0.6359322,0.8179661,0.58865106,0.79432553,0.62646323,0.8132316,0.7062396,0.8531198,0.8234667,0.9117334,0.7363207,0.86816037,0.75554454,0.8777723,0.79039764,0.8951988,0.8298146,0.91490734
98304,0.8016788,0.9008394,0.78072846,0.8903642,0.7208425,0.86042124,0.7047335,0.85236675,0.7815317,0.89076585,0.81369495,0.9068475,0.763717,0.88185847,0.85033584,0.9251679,0.83870363,0.9193518,0.8256395,0.91281974
98305,0.7585922,0.87929606,0.7179626,0.8589813,0.6847943,0.84239715,0.71956515,0.8597826,0.7009669,0.8504834,0.8087139,0.90435696,0.7116277,0.85581386,0.8190825,0.90954125,0.7970145,0.89850724,0.8095044,0.9047522
98306,0.6548679,0.82743394,0.6458849,0.82294244,0.6214477,0.81072384,0.6311952,0.8155976,0.6657885,0.8328942,0.73796535,0.8689827,0.6699319,0.83496594,0.7474653,0.8737327,0.7371297,0.86856484,0.7497211,0.8748605
98307,0.6884251,0.84421253,0.69201064,0.8460053,0.6211066,0.8105533,0.6442467,0.82212335,0.72619075,0.8630954,0.8332226,0.9166113,0.77046657,0.8852333,0.81102264,0.9055113,0.83430475,0.9171524,0.87606,0.93803
98308,0.6442016,0.82210076,0.71749496,0.8587475,0.5925337,0.79626685,0.6136317,0.80681586,0.66619647,0.83309823,0.7623137,0.88115686,0.7145624,0.8572812,0.7736099,0.88680494,0.789996,0.894998,0.78749144,0.8937457
98309,0.62420833,0.81210417,0.65721095,0.8286055,0.5861801,0.79309005,0.60020745,0.8001037,0.6620356,0.8310178,0.7271678,0.8635839,0.71614397,0.858072,0.75370145,0.8768507,0.7897128,0.8948564,0.78002834,0.8900142
98310,0.8122151,0.90610754,0.7150365,0.85751826,0.72838795,0.864194,0.66443485,0.83221745,0.7526045,0.87630224,0.79510117,0.8975506,0.7011553,0.85057765,0.79968417,0.8998421,0.71156156,0.8557808,0.7646184,0.8823092
98311,0.70537055,0.8526853,0.6801816,0.8400908,0.61070925,0.8053546,0.62249255,0.8112463,0.6964926,0.84824634,0.7464242,0.8732121,0.71362615,0.8568131,0.7224747,0.86123735,0.748937,0.8744685,0.78046757,0.89023376
98312,0.49623144,0.7481157,0.56097484,0.7804874,0.4742787,0.73713934,0.5419859,0.770993,0.48029888,0.74014944,0.48687148,0.74343574,0.521629,0.7608145,0.59305423,0.79652715,0.546786,0.77339303,0.5388657,0.76943284
98313,0.7108877,0.85544384,0.7003268,0.8501634,0.6701436,0.8350718,0.67651224,0.8382561,0.7207448,0.8603724,0.7965272,0.8982636,0.6855922,0.8427961,0.81736827,0.90868413,0.7933296,0.8966648,0.8016145,0.90080726
98314,0.7187579,0.85937893,0.71470237,0.8573512,0.66094315,0.8304716,0.6962694,0.8481347,0.722875,0.8614375,0.7932743,0.89663714,0.71306515,0.8565326,0.80350816,0.9017541,0.7867032,0.8933516,0.8094398,0.9047199
98315,0.5572696,0.7786348,0.5838624,0.7919312,0.5539354,0.7769677,0.57046294,0.7852315,0.55590284,0.7779514,0.63984364,0.81992185,0.5943038,0.7971519,0.6274942,0.8137471,0.68491495,0.8424575,0.645044,0.82252204
98316,0.7737467,0.88687336,0.7296914,0.8648457,0.69192064,0.8459603,0.6689362,0.8344681,0.78301245,0.8915062,0.8709737,0.93548685,0.75254846,0.8762742,0.8357787,0.91788936,0.7968321,0.89841604,0.82883024,0.9144151
98317,0.6486797,0.82433987,0.6038033,0.80190164,0.536784,0.76839197,0.5570307,0.77851534,0.67272973,0.83636487,0.7914386,0.8957193,0.7422216,0.8711108,0.7380417,0.8690208,0.7211929,0.8605964,0.789585,0.8947925
98318,0.7010967,0.8505484,0.6865136,0.84325683,0.62835103,0.8141755,0.69245905,0.84622955,0.72396094,0.86198044,0.79371405,0.896857,0.751654,0.875827,0.7889278,0.8944639,0.800495,0.9002475,0.82118356,0.9105918
98319,0.6502332,0.82511663,0.63907814,0.81953907,0.604984,0.802492,0.68316805,0.841584,0.61254877,0.8062744,0.68246317,0.8412316,0.6294104,0.8147052,0.66698647,0.83349323,0.7135935,0.85679674,0.70096457,0.8504823
98320,0.735235,0.8676175,0.6755495,0.83777475,0.6526878,0.8263439,0.60105693,0.80052847,0.7533616,0.8766808,0.88856894,0.94428444,0.75485295,0.8774265,0.82531947,0.91265976,0.7982476,0.8991238,0.8611115,0.93055576
98321,0.6643836,0.8321918,0.706581,0.8532905,0.6569515,0.8284757,0.6841465,0.84207326,0.6828753,0.84143764,0.7474487,0.87372434,0.695842,0.847921,0.7546555,0.87732774,0.8018096,0.9009048,0.80357456,0.9017873
98322,0.71838474,0.8591924,0.68693465,0.84346735,0.64873815,0.8243691,0.6165866,0.80829334,0.72976184,0.8648809,0.86954474,0.9347724,0.726145,0.8630725,0.81083,0.905415,0.8090461,0.904523,0.8398578,0.9199289
98323,0.68586326,0.8429316,0.64739776,0.8236989,0.5889237,0.79446185,0.59633946,0.79816973,0.68791574,0.8439579,0.7754681,0.88773406,0.7239959,0.86199796,0.79300153,0.89650077,0.74531835,0.8726592,0.79006016,0.8950301
98324,0.7514342,0.8757171,0.71350014,0.8567501,0.671517,0.8357585,0.7091584,0.8545792,0.71431303,0.8571565,0.75833803,0.879169,0.6841419,0.84207094,0.7670774,0.8835387,0.7574029,0.87870145,0.7627952,0.8813976
98325,0.6734379,0.8367189,0.5914781,0.79573905,0.6051767,0.80258834,0.5981624,0.7990812,0.66315246,0.8315762,0.8260822,0.9130411,0.72419274,0.86209637,0.7667216,0.8833608,0.78477263,0.8923863,0.8295852,0.9147926
98326,0.6919521,0.84597605,0.6492925,0.82464623,0.6069547,0.80347735,0.6337677,0.81688386,0.6670771,0.83353853,0.7888857,0.89444286,0.66515017,0.8325751,0.7879567,0.89397836,0.7850718,0.8925359,0.7687901,0.88439506
98327,0.5135771,0.75678855,0.57980907,0.78990453,0.50297713,0.75148857,0.5188761,0.75943804,0.54098886,0.77049446,0.64003026,0.82001513,0.6019765,0.80098826,0.63414884,0.8170744,0.6986071,0.84930354,0.6911834,0.84559166
98328,0.7614214,0.8807107,0.65553087,0.82776546,0.66001225,0.8300061,0.6961572,0.8480786,0.7539717,0.87698585,0.8473327,0.92366636,0.736695,0.8683475,0.81698334,0.9084917,0.7656932,0.8828466,0.8153765,0.90768826
98329,0.68374854,0.84187424,0.692996,0.846498,0.63173175,0.8158659,0.69277024,0.8463851,0.6938263,0.84691316,0.75639474,0.8781974,0.72189313,0.86094654,0.81240916,0.9062046,0.80046284,0.9002314,0.8232423,0.91162115
98330,0.5408737,0.7704369,0.55573726,0.7778686,0.49150065,0.7457503,0.53627336,0.7681367,0.53108954,0.7655448,0.59911156,0.7995558,0.56041956,0.7802098,0.5796784,0.7898392,0.6348214,0.8174107,0.60457814,0.80228907
98331,0.63365036,0.81682515,0.60210323,0.8010516,0.5953182,0.7976591,0.64686483,0.82343245,0.6012484,0.8006242,0.66684026,0.83342016,0.5395202,0.76976013,0.66981065,0.8349053,0.70917654,0.85458827,0.6411675,0.82058376
98332,0.5947404,0.7973702,0.62877846,0.8143892,0.56136805,0.780684,0.6129106,0.8064553,0.6007638,0.8003819,0.65859866,0.82929933,0.6713573,0.83567864,0.7155959,0.857798,0.7246858,0.8623429,0.7017995,0.85089976
98333,0.52115333,0.76057667,0.51162016,0.7558101,0.48888752,0.7444438,0.5151592,0.75757957,0.50496566,0.75248283,0.60678923,0.8033946,0.5900604,0.79503024,0.58139604,0.79069805,0.6372783,0.81863916,0.63177663,0.8158883
98334,0.64900684,0.8245034,0.69811106,0.8490555,0.6677587,0.83387935,0.64791924,0.8239596,0.607224,0.803612,0.6392162,0.8196081,0.57115394,0.78557694,0.68769443,0.8438472,0.6529373,0.82646865,0.6506171,0.82530856
98335,0.672692,0.83634603,0.70825475,0.8541274,0.6515981,0.82579905,0.69710237,0.84855115,0.7126576,0.8563288,0.760483,0.8802415,0.7177526,0.8588763,0.8129332,0.9064666,0.7800775,0.8900387,0.77842176,0.8892109
98336,0.499372,0.749686,0.52395314,0.7619766,0.5074065,0.75370324,0.5197252,0.7598626,0.52029103,0.76014555,0.56442934,0.78221464,0.46096772,0.7304839,0.5744871,0.78724355,0.5761564,0.7880782,0.511457,0.7557285
98337,0.55894494,0.7794725,0.53404045,0.7670202,0.49613535,0.7480677,0.5514544,0.7757272,0.5764625,0.78823125,0.62591875,0.8129594,0.60477805,0.802389,0.57950175,0.7897509,0.64715755,0.8235788,0.6332618,0.8166309
98338,0.61195016,0.8059751,0.64840674,0.8242034,0.58115476,0.7905774,0.6053942,0.80269706,0.6018528,0.8009264,0.5517324,0.7758662,0.55423105,0.7771155,0.6409979,0.82049894,0.6425671,0.8212836,0.58677495,0.7933875
98339,0.6169417,0.80847085,0.62179136,0.8108957,0.56969273,0.78484637,0.57324034,0.78662014,0.64434254,0.8221713,0.77333796,0.886669,0.723408,0.861704,0.7555413,0.87777066,0.7724271,0.88621354,0.81885076,0.9094254
98340,0.6691281,0.8345641,0.64378434,0.82189214,0.6048304,0.8024152,0.64139235,0.8206962,0.69569486,0.84784746,0.80673987,0.9033699,0.7518217,0.8759109,0.74963564,0.87481785,0.7625676,0.88128376,0.817744,0.908872
98341,0.7184242,0.8592121,0.7331431,0.86657155,0.6763573,0.83817863,0.7157171,0.85785854,0.7478166,0.8739083,0.8199456,0.9099728,0.77265906,0.88632953,0.8357795,0.9178897,0.82109857,0.9105493,0.8532108,0.9266054
98342,0.73414505,0.8670725,0.66429436,0.8321472,0.6681072,0.83405364,0.65044594,0.82522297,0.7185689,0.85928446,0.7514292,0.8757146,0.6975775,0.84878874,0.7700149,0.88500744,0.7683425,0.88417125,0.775857,0.8879285
98343,0.49277693,0.74638844,0.48571572,0.7428579,0.44421297,0.72210646,0.4958176,0.74790883,0.52883124,0.7644156,0.6235877,0.81179386,0.56424665,0.7821233,0.60842526,0.8042126,0.6641267,0.8320633,0.66798484,0.8339924
98344,0.70326626,0.85163313,0.70585895,0.8529295,0.63040185,0.8152009,0.7143097,0.85715485,0.68879104,0.8443955,0.6954504,0.8477252,0.65371186,0.8268559,0.74829465,0.8741473,0.709057,0.8545285,0.7107863,0.8553932
98345,0.65905356,0.8295268,0.62794554,0.8139728,0.597901,0.7989505,0.5635252,0.7817626,0.70423603,0.852118,0.83878773,0.9193939,0.72874093,0.86437047,0.7679479,0.88397396,0.7236202,0.8618101,0.8235084,0.9117542
98346,0.72451067,0.86225533,0.692134,0.846067,0.6576401,0.82882005,0.6784408,0.8392204,0.7427185,0.8713592,0.8247354,0.9123677,0.7318297,0.8659148,0.8109573,0.90547866,0.7903248,0.8951624,0.8085641,0.9042821
98347,0.5629185,0.7814592,0.5476864,0.77384317,0.5550317,0.7775159,0.55441254,0.7772063,0.56631505,0.7831575,0.62163305,0.8108165,0.5760109,0.7880055,0.6056969,0.80284846,0.6947654,0.84738266,0.6253393,0.81266963
98348,0.18291143,0.5914557,0.18212101,0.5910605,0.15892194,0.579461,0.2643761,0.6321881,0.22321698,0.6116085,0.2291879,0.614594,0.19869187,0.5993459,0.2540919,0.6270459,0.32818937,0.6640947,0.23630166,0.61815083
98349,0.67523944,0.8376197,0.6859595,0.8429798,0.6104908,0.8052454,0.6440182,0.8220091,0.7056674,0.8528337,0.74192226,0.8709611,0.71640086,0.85820043,0.7842436,0.8921218,0.7704071,0.88520354,0.77182865,0.8859143
98350,0.66096246,0.83048123,0.66990423,0.8349521,0.63521844,0.8176092,0.67963636,0.8398182,0.6663729,0.83318645,0.7768642,0.8884321,0.7108755,0.85543776,0.77755004,0.888775,0.78480047,0.89240026,0.81855905,0.9092795
98351,0.61854076,0.8092704,0.6300284,0.81501424,0.5970943,0.79854715,0.5778787,0.78893936,0.6597332,0.8298666,0.73555964,0.86777985,0.6911674,0.8455837,0.70375013,0.85187507,0.7587402,0.8793701,0.7491047,0.87455237
98352,0.53156537,0.7657827,0.5219215,0.76096076,0.49055386,0.7452769,0.5276349,0.7638174,0.51849586,0.7592479,0.6682893,0.83414465,0.6116228,0.8058114,0.67779416,0.8388971,0.7211827,0.86059135,0.71789616,0.8589481
98353,0.6116301,0.80581504,0.58367383,0.7918369,0.499589,0.7497945,0.5310604,0.7655302,0.64717054,0.8235853,0.7549173,0.8774587,0.7275547,0.86377734,0.69868493,0.84934247,0.72003186,0.8600159,0.77014834,0.88507414
98354,0.41971308,0.7098565,0.5232458,0.7616229,0.4981481,0.74907404,0.46611506,0.7330575,0.47859716,0.7392986,0.40518647,0.7025932,0.4322163,0.71610814,0.47064608,0.7353231,0.44977224,0.7248861,0.39740777,0.6987039
98355,0.6093395,0.80466974,0.61815387,0.8090769,0.5638801,0.78194004,0.6265838,0.8132919,0.64292985,0.8214649,0.6261929,0.81309646,0.6392385,0.81961924,0.6431565,0.82157826,0.69943136,0.8497157,0.67901576,0.8395079
98356,0.51344943,0.7567247,0.5738175,0.78690875,0.46968117,0.7348406,0.49082297,0.7454115,0.5373235,0.76866174,0.5362723,0.76813614,0.5313641,0.76568204,0.61523765,0.80761886,0.60612,0.80306,0.5410391,0.77051955
98357,0.5833611,0.7916806,0.60864234,0.80432117,0.5640872,0.7820436,0.52283716,0.7614186,0.5662463,0.78312314,0.47653776,0.73826885,0.47755367,0.7387768,0.5206455,0.76032275,0.49614465,0.7480723,0.4465086,0.7232543
98358,0.6937175,0.84685874,0.6843411,0.84217054,0.65353495,0.82676744,0.612175,0.8060875,0.74516606,0.87258303,0.81148094,0.9057405,0.7790122,0.8895061,0.7866664,0.8933332,0.79792273,0.89896137,0.8246262,0.9123131
98359,0.6730883,0.83654416,0.59268373,0.7963419,0.5946505,0.79732525,0.5602154,0.78010774,0.6600206,0.8300103,0.77886283,0.8894314,0.6618149,0.83090746,0.7267977,0.86339885,0.7481786,0.8740893,0.75759697,0.8787985
98360,0.54700017,0.7735001,0.6498244,0.8249122,0.55479383,0.7773969,0.6580957,0.82904786,0.52408326,0.7620416,0.51043093,0.75521547,0.54278994,0.77139497,0.602224,0.801112,0.67530155,0.8376508,0.5932076,0.7966038
98361,0.7045356,0.8522678,0.74100447,0.87050223,0.6581621,0.82908106,0.7013858,0.85069287,0.7262321,0.863116,0.7671562,0.88357806,0.7540412,0.8770206,0.814726,0.907363,0.8115351,0.90576756,0.81748915,0.9087446
98362,0.56601834,0.7830092,0.58226466,0.79113233,0.54184616,0.7709231,0.55128825,0.7756441,0.6110444,0.8055222,0.6476229,0.8238114,0.67415786,0.8370789,0.6549544,0.8274772,0.6932204,0.8466102,0.6899457,0.84497285
98363,0.6836307,0.84181535,0.6932819,0.84664094,0.6490888,0.8245444,0.6401006,0.8200503,0.7505807,0.8752904,0.7731975,0.8865987,0.72031456,0.86015725,0.7882124,0.8941062,0.7569194,0.8784597,0.7849148,0.89245737
98364,0.47769317,0.7388466,0.5440754,0.77203774,0.4909029,0.74545145,0.46942133,0.7347107,0.49800712,0.7490035,0.5674125,0.78370625,0.55378544,0.7768927,0.5886296,0.7943148,0.60791785,0.8039589,0.6074431,0.80372155
98365,0.5336744,0.76683724,0.6100803,0.8050401,0.5637807,0.7818904,0.557024,0.778512,0.53963554,0.76981777,0.5364708,0.7682354,0.5204141,0.76020706,0.6042185,0.80210924,0.66581917,0.8329096,0.6188708,0.80943537
98366,0.65668875,0.82834435,0.69450563,0.84725285,0.6470998,0.82354987,0.6533429,0.8266715,0.6831753,0.84158766,0.7265294,0.8632647,0.7020502,0.8510251,0.79099065,0.8954953,0.7940326,0.8970163,0.78222585,0.8911129
98367,0.5957297,0.79786485,0.5996042,0.79980206,0.5729507,0.78647536,0.57638705,0.7881935,0.611447,0.8057235,0.73538387,0.86769193,0.6782123,0.83910614,0.688528,0.84426403,0.7463181,0.87315905,0.7487093,0.87435466
98368,0.59798515,0.7989926,0.6130911,0.80654556,0.57230496,0.7861525,0.5887039,0.79435194,0.61718786,0.8085939,0.7133549,0.8566774,0.6545403,0.82727015,0.6983247,0.84916234,0.74555117,0.87277555,0.7665669,0.88328344
98369,0.6371038,0.8185519,0.67848706,0.83924353,0.64686334,0.8234317,0.68873346,0.8443667,0.6816074,0.84080374,0.7386857,0.86934286,0.70346314,0.85173154,0.77586186,0.8879309,0.7554728,0.8777364,0.81501937,0.9075097
98370,0.68839264,0.8441963,0.7489574,0.8744787,0.68246037,0.84123015,0.6979729,0.84898645,0.7186472,0.8593236,0.7501277,0.87506384,0.7311884,0.8655942,0.8098297,0.90491486,0.7959101,0.89795506,0.7941222,0.8970611
98371,0.6751239,0.83756196,0.6793658,0.83968294,0.656244,0.828122,0.71985215,0.8599261,0.68498456,0.8424923,0.70851505,0.8542575,0.67191815,0.8359591,0.75470984,0.8773549,0.7707737,0.8853868,0.74481034,0.8724052
98372,0.70238304,0.8511915,0.6464629,0.82323146,0.61468273,0.80734134,0.6311562,0.8155781,0.68681073,0.84340537,0.79211324,0.89605665,0.7101863,0.8550931,0.79367197,0.896836,0.7457088,0.8728544,0.8036963,0.90184814
98373,0.7140091,0.8570045,0.6837904,0.8418952,0.6916361,0.84581804,0.63001394,0.815007,0.7076932,0.8538466,0.7321106,0.8660553,0.66199106,0.83099556,0.72799593,0.86399794,0.710261,0.8551305,0.740245,0.8701225
98374,0.6641792,0.8320896,0.6327849,0.8163924,0.57863176,0.7893159,0.64806664,0.8240333,0.6728686,0.8364343,0.74513793,0.87256896,0.69497144,0.8474857,0.7158803,0.85794014,0.7588664,0.8794332,0.7534983,0.87674916
98375,0.64995337,0.8249767,0.6339507,0.81697536,0.62286776,0.8114339,0.6418798,0.8209399,0.6051105,0.80255526,0.70005214,0.8500261,0.61596453,0.80798227,0.68313897,0.8415695,0.75393605,0.876968,0.7319204,0.86596024
98376,0.7013862,0.8506931,0.6430165,0.8215083,0.6115364,0.8057682,0.62570465,0.8128523,0.6551796,0.8275898,0.7962785,0.89813924,0.66980314,0.8349016,0.72503495,0.8625175,0.7639943,0.8819971,0.7726146,0.8863073
98377,0.64203894,0.8210195,0.6609582,0.8304791,0.6011701,0.80058503,0.62716115,0.8135806,0.67294204,0.836471,0.7693953,0.8846977,0.7429861,0.87149304,0.7750701,0.88753504,0.8188262,0.9094131,0.8228315,0.91141576
98378,0.73126,0.86563003,0.7189555,0.85947776,0.68201435,0.8410072,0.6867019,0.84335095,0.717675,0.8588375,0.8073826,0.9036913,0.762921,0.8814605,0.8181623,0.90908116,0.81721747,0.90860873,0.8603502,0.93017507
98379,0.6780166,0.83900833,0.59674335,0.7983717,0.5760299,0.78801495,0.6136219,0.806811,0.66528046,0.83264023,0.8200878,0.9100439,0.6888549,0.84442747,0.7314197,0.86570984,0.74780536,0.8739027,0.7771199,0.88855994
98380,0.74637216,0.8731861,0.71766293,0.85883147,0.6773556,0.83867776,0.693251,0.8466255,0.7654797,0.88273984,0.88044214,0.9402211,0.8068731,0.90343654,0.84666455,0.9233323,0.8403094,0.9201547,0.8725436,0.9362718
98381,0.47702676,0.73851335,0.5261004,0.7630502,0.4804783,0.74023914,0.45906395,0.729532,0.46456397,0.732282,0.43653268,0.71826637,0.499676,0.749838,0.48427936,0.7421397,0.5566629,0.77833146,0.54056174,0.77028084
98382,0.65668446,0.8283422,0.6864506,0.8432253,0.63943815,0.8197191,0.65154254,0.8257713,0.69091094,0.84545547,0.76923287,0.88461643,0.7523449,0.8761724,0.79168904,0.8958445,0.8061056,0.9030528,0.8447951,0.92239755
98383,0.69993865,0.8499693,0.67206836,0.8360342,0.62316173,0.8115809,0.6061084,0.8030542,0.69531786,0.84765893,0.78894967,0.89447486,0.6862297,0.84311485,0.73322403,0.866612,0.7820371,0.8910185,0.7693436,0.8846718
