Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
2582,0.7442468,0.87212336,0.7479472,0.8739736,0.7292404,0.8646202,0.6796946,0.8398473,0.712517,0.8562585,0.7221133,0.8610567,0.68367034,0.84183514,0.7558269,0.8779135,0.73411703,0.8670585,0.7226019,0.86130095
2583,0.6809212,0.8404606,0.758615,0.8793075,0.7082741,0.85413706,0.6612711,0.83063555,0.66940546,0.83470273,0.63052297,0.8152615,0.6365874,0.8182937,0.6869542,0.84347713,0.6781117,0.83905584,0.6418772,0.8209386
2584,0.6998328,0.8499164,0.6104024,0.8052012,0.614308,0.807154,0.5463897,0.77319485,0.65864205,0.829321,0.66683114,0.83341557,0.60398275,0.80199134,0.64449483,0.8222474,0.569549,0.78477454,0.6364188,0.8182094
2585,0.7147718,0.8573859,0.68730664,0.8436533,0.63506615,0.8175331,0.62906665,0.81453335,0.6737131,0.83685654,0.69909585,0.8495479,0.68958104,0.8447905,0.7053395,0.8526697,0.67515135,0.8375757,0.70892,0.85446
2586,0.73928106,0.8696405,0.7013538,0.8506769,0.6832033,0.8416016,0.65449786,0.82724893,0.6026511,0.80132556,0.65387404,0.826937,0.5579616,0.7789808,0.6748843,0.83744216,0.64572436,0.82286215,0.61943865,0.8097193
2587,0.74208117,0.8710406,0.6883473,0.84417367,0.6885371,0.84426856,0.62239873,0.81119937,0.6614654,0.8307327,0.680409,0.8402045,0.61942637,0.8097132,0.69093144,0.8454657,0.6234668,0.81173337,0.6631967,0.83159834
2588,0.80085444,0.9004272,0.74364805,0.871824,0.69141895,0.84570944,0.7135428,0.8567714,0.7002343,0.85011715,0.6961162,0.8480581,0.6271721,0.81358606,0.739568,0.869784,0.71423006,0.85711503,0.69701016,0.8485051
2589,0.77942276,0.8897114,0.7018694,0.85093474,0.7038106,0.8519053,0.63924265,0.8196213,0.70526326,0.8526316,0.7299852,0.8649926,0.6484559,0.8242279,0.70735383,0.8536769,0.6584711,0.82923555,0.7038208,0.8519104
2590,0.72792464,0.8639623,0.6938733,0.84693664,0.6791588,0.8395794,0.6772283,0.8386141,0.68773496,0.8438675,0.66886777,0.8344339,0.66128516,0.8306426,0.69207823,0.8460391,0.6221588,0.8110794,0.67282647,0.83641326
2591,0.72411734,0.86205864,0.68137807,0.84068906,0.6539748,0.8269874,0.59114575,0.7955729,0.68547577,0.8427379,0.76780725,0.8839036,0.66637826,0.83318913,0.72751784,0.8637589,0.6947607,0.84738034,0.7439846,0.8719923
2592,0.7702589,0.88512945,0.69250834,0.84625417,0.707956,0.85397804,0.6559981,0.82799906,0.6895507,0.8447753,0.6898978,0.8449489,0.6301644,0.8150822,0.68274105,0.8413705,0.6447852,0.8223926,0.6709931,0.83549654
2594,0.73489594,0.867448,0.6892779,0.84463894,0.6847407,0.8423704,0.68844813,0.8442241,0.67761576,0.8388079,0.6769166,0.8384583,0.6274686,0.8137343,0.6823862,0.8411931,0.64014935,0.8200747,0.66430974,0.83215487
2595,0.6583686,0.8291843,0.6736202,0.8368101,0.63279265,0.81639636,0.62465674,0.81232834,0.6045946,0.8022973,0.5873908,0.7936954,0.5860659,0.79303294,0.64312124,0.8215606,0.60035825,0.8001791,0.60666096,0.8033305
2597,0.7982632,0.8991316,0.69745874,0.8487294,0.75150156,0.8757508,0.623271,0.8116355,0.7303854,0.8651927,0.76282686,0.88141346,0.6402701,0.82013506,0.73134613,0.86567307,0.64911675,0.8245584,0.7029748,0.8514874
2645,0.69268405,0.846342,0.72426873,0.86213434,0.70800096,0.85400045,0.65955937,0.8297797,0.64553005,0.822765,0.6648251,0.83241254,0.62249297,0.8112465,0.68876755,0.8443838,0.67520857,0.8376043,0.6930804,0.8465402
2654,0.7344751,0.86723757,0.6914829,0.84574145,0.7128806,0.8564403,0.686347,0.8431735,0.6712564,0.8356282,0.64624953,0.82312477,0.58931696,0.7946585,0.69838446,0.84919226,0.6226558,0.81132793,0.63851887,0.8192594
2655,0.7104013,0.85520065,0.6723527,0.83617634,0.66571176,0.8328559,0.69356644,0.8467832,0.65681577,0.8284079,0.6641823,0.83209115,0.6141834,0.8070917,0.6627049,0.8313525,0.6702682,0.8351341,0.6673713,0.83368564
2656,0.72857106,0.8642855,0.7427131,0.87135655,0.71080935,0.8554047,0.6685718,0.8342859,0.6576754,0.8288377,0.6542444,0.8271222,0.61339533,0.80669767,0.6990635,0.84953177,0.70239913,0.85119957,0.6573913,0.82869565
2657,0.65316087,0.8265804,0.6168898,0.80844486,0.6036136,0.8018068,0.58478594,0.79239297,0.6474706,0.8237353,0.7097441,0.85487205,0.6114507,0.80572534,0.74483156,0.8724158,0.74861217,0.8743061,0.71071386,0.85535693
2658,0.7499598,0.8749799,0.6485392,0.8242696,0.6642981,0.832149,0.6372589,0.81862944,0.64040375,0.8202019,0.65467346,0.8273367,0.5480207,0.77401036,0.6641443,0.83207214,0.6527282,0.8263641,0.6346122,0.8173061
2659,0.6096314,0.8048157,0.6488638,0.8244319,0.57232845,0.7861642,0.58908635,0.79454315,0.6016134,0.8008067,0.58499086,0.7924954,0.6328952,0.8164476,0.623739,0.8118695,0.64897865,0.82448936,0.636394,0.818197
2660,0.60741526,0.8037076,0.59492683,0.7974634,0.55153334,0.7757667,0.54455423,0.7722771,0.5867,0.79335,0.6127124,0.8063562,0.6191756,0.80958784,0.59558016,0.79779005,0.6070205,0.80351025,0.61895907,0.80947953
2741,0.6212101,0.81060505,0.5409512,0.7704756,0.5379306,0.7689653,0.579611,0.78980553,0.5253287,0.7626643,0.49363095,0.74681544,0.45491737,0.7274587,0.50616866,0.7530843,0.5244783,0.76223916,0.49561214,0.7478061
2766,0.6939383,0.8469691,0.7744266,0.8872133,0.71579266,0.8578963,0.6461698,0.8230849,0.6476034,0.8238017,0.63407815,0.8170391,0.6015512,0.8007756,0.71667284,0.85833645,0.6744774,0.83723867,0.6503141,0.82515705
2793,0.6749125,0.8374562,0.71250284,0.8562514,0.6086902,0.80434513,0.6115606,0.8057803,0.65355456,0.8267773,0.66716605,0.833583,0.69008934,0.8450447,0.7116382,0.8558191,0.6933162,0.8466581,0.71870303,0.8593515
2810,0.70534515,0.8526726,0.70372754,0.85186374,0.6804732,0.8402366,0.6161623,0.80808115,0.61250985,0.8062549,0.5684838,0.7842419,0.49557197,0.747786,0.6717048,0.8358524,0.5971986,0.7985993,0.5312305,0.7656152
2824,0.7482529,0.87412643,0.7526295,0.87631476,0.72386885,0.8619344,0.69071996,0.84536,0.72930896,0.8646545,0.6765052,0.8382526,0.6454073,0.82270366,0.7667603,0.8833802,0.7218653,0.86093265,0.6967081,0.84835404
3002,0.78541535,0.8927077,0.7269511,0.86347556,0.70789444,0.8539472,0.6728846,0.8364423,0.7008771,0.85043854,0.6995182,0.8497591,0.6992749,0.84963745,0.69923806,0.84961903,0.6774329,0.83871645,0.71892774,0.8594639
3021,0.74680865,0.8734043,0.7187767,0.85938835,0.6565897,0.8282949,0.6550857,0.82754284,0.68462324,0.8423116,0.5969161,0.79845804,0.5935935,0.79679674,0.65766466,0.8288323,0.6347618,0.8173809,0.6053231,0.80266154
3093,0.73250884,0.86625445,0.7109912,0.8554956,0.6619147,0.83095735,0.6202326,0.8101163,0.7086626,0.8543313,0.73471975,0.8673599,0.69291306,0.8464565,0.7166246,0.8583123,0.7002359,0.8501179,0.73003995,0.86502
3105,0.7652707,0.88263535,0.7050449,0.8525225,0.6233026,0.8116513,0.60651886,0.80325943,0.7023501,0.85117507,0.71505535,0.8575277,0.6950306,0.84751534,0.7050818,0.8525409,0.68179405,0.840897,0.7171824,0.8585912
3113,0.63600355,0.81800175,0.59287965,0.7964398,0.5857538,0.7928769,0.53314745,0.7665737,0.58494985,0.7924749,0.680148,0.840074,0.5951916,0.7975958,0.62193125,0.81096566,0.60673904,0.8033695,0.6486774,0.8243387
3118,0.73269784,0.8663489,0.68174773,0.84087384,0.67359924,0.8367996,0.62622005,0.81311,0.6787431,0.83937156,0.6950716,0.8475358,0.6353377,0.81766886,0.7008146,0.8504073,0.682459,0.8412295,0.71084076,0.85542035
3120,0.680393,0.8401965,0.65458405,0.827292,0.6168152,0.8084076,0.6145431,0.80727154,0.65056115,0.82528055,0.6892624,0.8446312,0.6450243,0.82251215,0.697559,0.8487795,0.68317103,0.8415855,0.7077718,0.8538859
3122,0.74051046,0.87025523,0.7013586,0.8506793,0.69235826,0.8461791,0.60824203,0.804121,0.6587323,0.82936615,0.66968477,0.8348424,0.59243727,0.79621863,0.68526584,0.8426329,0.68271124,0.8413556,0.66746336,0.83373165
3123,0.76058793,0.88029397,0.698735,0.8493675,0.6915476,0.8457738,0.6220904,0.81104517,0.7309191,0.86545956,0.76896274,0.8844814,0.6969278,0.8484639,0.7608521,0.88042605,0.71377,0.85688496,0.7560961,0.87804806
3133,0.7685461,0.88427305,0.72494483,0.8624724,0.7278682,0.8639341,0.6990538,0.8495269,0.7006833,0.8503417,0.7026232,0.85131156,0.64649636,0.82324815,0.7550295,0.8775147,0.68852687,0.84426343,0.7157947,0.85789734
3134,0.7508726,0.8754363,0.70238966,0.85119486,0.70311636,0.8515582,0.63945186,0.81972593,0.71985674,0.85992837,0.7424827,0.87124133,0.6676154,0.8338077,0.73915124,0.8695756,0.6944066,0.8472033,0.7280532,0.8640266
3135,0.77417743,0.8870887,0.7067958,0.8533979,0.71431243,0.8571562,0.6372932,0.8186466,0.7024772,0.8512386,0.6898502,0.8449251,0.632954,0.816477,0.6862392,0.8431196,0.65865195,0.829326,0.66352344,0.8317617
3136,0.7299361,0.86496806,0.71779895,0.8588995,0.67126,0.83563,0.6528171,0.8264085,0.67902076,0.8395104,0.71697706,0.85848856,0.6674883,0.83374417,0.743285,0.8716425,0.6930439,0.846522,0.7162142,0.8581071
3137,0.7503724,0.8751862,0.6573001,0.82865006,0.6763492,0.8381746,0.6110976,0.8055488,0.66999114,0.83499557,0.70156145,0.8507807,0.59887993,0.79943997,0.7034751,0.85173756,0.6495814,0.8247907,0.679923,0.8399615
3138,0.65769994,0.82885,0.622043,0.8110215,0.61409354,0.8070468,0.58392215,0.7919611,0.60575545,0.8028777,0.60871077,0.8043554,0.5615298,0.78076494,0.62597847,0.81298923,0.6043439,0.80217195,0.611256,0.805628
3139,0.7507881,0.87539405,0.6963273,0.84816366,0.7215558,0.8607779,0.6475327,0.82376635,0.67813516,0.8390676,0.7422446,0.8711223,0.6288161,0.81440806,0.73577,0.867885,0.7108848,0.8554424,0.7427387,0.87136936
3140,0.77449536,0.8872477,0.67042494,0.83521247,0.69291717,0.84645855,0.6185007,0.80925035,0.6830789,0.84153944,0.74150026,0.8707501,0.65320003,0.8266,0.71618676,0.8580934,0.66585207,0.83292603,0.71845907,0.85922956
3141,0.74680805,0.873404,0.7386497,0.86932486,0.6820235,0.84101176,0.6288494,0.8144247,0.6849672,0.84248364,0.72768277,0.8638414,0.6351286,0.8175643,0.7105301,0.855265,0.70323133,0.85161567,0.73364556,0.8668228
3142,0.7777457,0.88887286,0.7282346,0.86411726,0.718009,0.8590045,0.6594418,0.8297209,0.7056207,0.8528104,0.7427472,0.8713736,0.6924678,0.8462339,0.73729897,0.8686495,0.720896,0.860448,0.74466515,0.8723326
3143,0.7202436,0.8601218,0.6810156,0.8405078,0.63377595,0.816888,0.5979437,0.7989719,0.65141857,0.8257093,0.69498706,0.8474935,0.657904,0.828952,0.67525405,0.83762705,0.6544765,0.82723826,0.70107746,0.85053873
3144,0.7850795,0.89253974,0.6795701,0.83978504,0.70102906,0.85051453,0.60278296,0.8013915,0.7227614,0.8613807,0.7697391,0.8848696,0.663404,0.831702,0.7454061,0.8727031,0.6734049,0.83670247,0.7156358,0.8578179
3145,0.6992339,0.84961694,0.6537298,0.8268649,0.63200974,0.8160049,0.5925455,0.79627275,0.6539167,0.82695836,0.6478566,0.8239283,0.6346811,0.81734055,0.65080297,0.8254015,0.616689,0.8083445,0.6470723,0.82353616
3146,0.749836,0.874918,0.69105136,0.8455257,0.6952925,0.84764624,0.63325804,0.81662905,0.7090031,0.85450155,0.7544602,0.8772301,0.6904018,0.8452009,0.71942127,0.85971063,0.68868804,0.844344,0.7169308,0.85846543
3147,0.7082105,0.85410523,0.6922803,0.84614015,0.6790552,0.8395276,0.6777358,0.8388679,0.677401,0.83870053,0.6864344,0.8432172,0.65637064,0.8281853,0.7165922,0.8582961,0.717276,0.858638,0.71422404,0.85711205
3148,0.7328585,0.8664292,0.6626698,0.8313349,0.65920603,0.829603,0.5854554,0.7927277,0.7083545,0.85417724,0.7583736,0.8791868,0.7190027,0.85950136,0.7155778,0.8577889,0.6826771,0.8413385,0.743274,0.871637
3149,0.73831666,0.8691583,0.6504419,0.82522094,0.64784974,0.8239249,0.6075879,0.8037939,0.6550597,0.82752985,0.70932424,0.8546621,0.6245134,0.8122567,0.65823436,0.8291172,0.64015555,0.8200778,0.6832094,0.8416047
3150,0.7484611,0.87423056,0.6296847,0.81484234,0.6854949,0.84274745,0.58226997,0.79113495,0.66282433,0.8314122,0.71899444,0.8594972,0.56578135,0.7828907,0.6836999,0.8418499,0.622717,0.8113585,0.6736553,0.83682764
3153,0.73945105,0.8697255,0.6486889,0.82434446,0.6576333,0.82881665,0.6176352,0.8088176,0.68796986,0.84398496,0.7219754,0.86098766,0.663733,0.8318665,0.69318914,0.8465946,0.6652647,0.83263236,0.7055712,0.8527856
3155,0.7099302,0.8549651,0.6545762,0.8272881,0.63745195,0.81872594,0.55767655,0.7788383,0.6612436,0.83062184,0.69140685,0.8457034,0.6277121,0.813856,0.6649909,0.83249545,0.62210155,0.8110508,0.66771764,0.83385885
3156,0.81414723,0.9070736,0.71765935,0.8588297,0.7330141,0.86650705,0.6659436,0.8329718,0.70223594,0.85111797,0.6733879,0.83669394,0.6073372,0.8036686,0.6932614,0.8466307,0.6502911,0.82514554,0.68446136,0.8422307
3157,0.7790244,0.8895122,0.69484246,0.8474212,0.72563636,0.8628182,0.64525795,0.822629,0.7371341,0.86856705,0.7571404,0.8785702,0.6703243,0.83516216,0.72988045,0.8649402,0.6908552,0.84542763,0.736235,0.8681175
3158,0.71583307,0.85791653,0.6607452,0.8303726,0.62515664,0.8125783,0.58817524,0.79408765,0.65220463,0.8261023,0.6826731,0.84133655,0.6511986,0.8255993,0.6658449,0.83292246,0.62671566,0.81335783,0.6600269,0.83001345
3159,0.7081703,0.85408515,0.61848927,0.80924463,0.6671566,0.8335783,0.5508966,0.7754483,0.680205,0.8401025,0.6952884,0.8476442,0.6217116,0.8108558,0.6901816,0.8450908,0.6109505,0.80547523,0.6712959,0.83564794
3160,0.7344222,0.8672111,0.6506425,0.82532126,0.6337489,0.81687444,0.5945487,0.79727435,0.6646681,0.83233404,0.7251047,0.86255234,0.64503247,0.8225162,0.70319045,0.8515952,0.661113,0.8305565,0.70070136,0.8503507
3161,0.81719446,0.90859723,0.76009244,0.88004625,0.7327914,0.8663957,0.66628134,0.8331407,0.7653388,0.8826694,0.7116355,0.85581774,0.63707316,0.8185366,0.7272408,0.8636204,0.65326047,0.82663023,0.7087336,0.8543668
3162,0.69220424,0.8461021,0.63258374,0.81629187,0.619561,0.8097805,0.5945737,0.79728687,0.59301233,0.79650617,0.64336085,0.8216804,0.56097037,0.78048515,0.6631907,0.83159536,0.6005039,0.80025196,0.6114379,0.80571896
3186,0.80664456,0.9033223,0.7260456,0.8630228,0.69252056,0.8462603,0.66080844,0.8304042,0.75378615,0.87689304,0.74048233,0.87024117,0.67860115,0.8393006,0.72464085,0.8623204,0.69886196,0.849431,0.75530493,0.87765247
3225,0.78379536,0.8918977,0.75749964,0.87874985,0.7243911,0.86219555,0.6780246,0.83901227,0.7117226,0.8558613,0.71198994,0.85599494,0.6402577,0.82012886,0.7425523,0.87127614,0.64480627,0.82240313,0.67592275,0.8379614
3315,0.6776246,0.8388123,0.6207218,0.8103609,0.627797,0.8138985,0.57071406,0.785357,0.62145466,0.81072736,0.70445263,0.8522263,0.61612,0.80806,0.67849565,0.8392478,0.6554701,0.82773507,0.6656335,0.8328167
3321,0.660584,0.830292,0.65111756,0.8255588,0.6191822,0.8095911,0.5919317,0.79596585,0.6147605,0.80738026,0.61965793,0.809829,0.55832815,0.7791641,0.6745727,0.83728635,0.59947515,0.7997376,0.5839698,0.7919849
3332,0.69067645,0.8453382,0.66533464,0.83266735,0.7280404,0.8640202,0.5632668,0.7816334,0.65487516,0.8274376,0.6791731,0.83958656,0.54187644,0.7709382,0.6591692,0.8295846,0.64154124,0.8207706,0.6162425,0.80812126
5877,0.660728,0.830364,0.70425063,0.8521253,0.61977935,0.8098897,0.5898416,0.7949208,0.6206901,0.81034505,0.6009053,0.80045265,0.5841228,0.7920614,0.62994826,0.8149741,0.66354966,0.83177483,0.6509831,0.82549155
5981,0.7886205,0.89431024,0.6813284,0.8406642,0.74400985,0.8720049,0.63532424,0.8176621,0.764838,0.882419,0.71781063,0.8589053,0.62939656,0.8146983,0.72571325,0.8628566,0.6662435,0.8331218,0.6994611,0.84973055
6043,0.7087563,0.85437816,0.63057077,0.8152854,0.6113248,0.8056624,0.57144874,0.7857244,0.6503937,0.82519686,0.6862689,0.84313446,0.6211234,0.81056166,0.6127877,0.80639386,0.6460669,0.82303345,0.64340585,0.82170296
6078,0.69620717,0.8481036,0.6003991,0.8001995,0.6048553,0.80242765,0.5524087,0.77620435,0.6418333,0.82091665,0.6797881,0.83989406,0.59147143,0.7957357,0.6109257,0.80546284,0.6328961,0.8164481,0.64930445,0.8246522
6081,0.78898394,0.894492,0.69886124,0.8494306,0.7029079,0.85145396,0.7188313,0.85941565,0.7226515,0.86132574,0.75968516,0.8798426,0.705722,0.852861,0.7292459,0.86462295,0.7456236,0.8728118,0.7449614,0.8724807
6082,0.7591216,0.8795608,0.6745367,0.83726835,0.68023145,0.8401157,0.64779365,0.8238968,0.7079532,0.8539766,0.7477555,0.87387776,0.7077931,0.85389656,0.71174145,0.8558707,0.7525947,0.87629735,0.7607492,0.8803746
6090,0.7077529,0.8538765,0.66288066,0.8314403,0.67057836,0.8352892,0.6393261,0.81966305,0.64972544,0.8248627,0.6611805,0.83059025,0.6390976,0.8195488,0.68988883,0.8449444,0.66765344,0.8338267,0.675841,0.8379205
6127,0.78014696,0.8900735,0.8073585,0.90367925,0.7763396,0.88816977,0.6729876,0.8364938,0.74819195,0.874096,0.76052916,0.8802646,0.70848954,0.85424477,0.7715862,0.8857931,0.718052,0.859026,0.7738335,0.88691676
6211,0.7173474,0.8586737,0.6731392,0.8365696,0.6792321,0.83961606,0.57206947,0.7860347,0.6699358,0.8349679,0.71787846,0.85893923,0.6540737,0.82703686,0.67838955,0.8391948,0.6794878,0.8397439,0.70313096,0.8515655
6213,0.75041026,0.87520516,0.63264483,0.81632245,0.60830945,0.80415475,0.5764231,0.7882116,0.6776719,0.83883595,0.69573545,0.8478677,0.61901236,0.8095062,0.64616674,0.8230834,0.65296614,0.8264831,0.6718391,0.83591956
6214,0.7099103,0.85495514,0.6542222,0.8271111,0.65648586,0.8282429,0.5735661,0.78678304,0.6250632,0.8125316,0.67259985,0.8362999,0.61664456,0.8083223,0.6414149,0.82070744,0.63318723,0.81659365,0.6628108,0.8314054
6231,0.72773266,0.8638663,0.67739487,0.83869743,0.6531905,0.82659525,0.60631406,0.80315703,0.65799433,0.82899714,0.69239163,0.8461958,0.64442825,0.8222141,0.6886649,0.84433246,0.65028346,0.8251417,0.68403655,0.84201825
6232,0.7680794,0.8840397,0.7077257,0.8538629,0.7390653,0.86953264,0.65271986,0.8263599,0.6973282,0.8486641,0.7164335,0.85821676,0.6426269,0.82131344,0.72276497,0.8613825,0.6942204,0.8471102,0.72678924,0.8633946
6233,0.76891154,0.8844558,0.747002,0.873501,0.7455311,0.87276554,0.63579863,0.81789935,0.7062132,0.8531066,0.6893331,0.84466654,0.5893154,0.7946577,0.71680534,0.85840267,0.67730534,0.8386527,0.64779675,0.8238984
6239,0.6446348,0.82231736,0.6596345,0.82981724,0.6479839,0.82399195,0.6815744,0.8407872,0.6094279,0.80471396,0.60036075,0.8001804,0.5942308,0.7971154,0.6674055,0.83370274,0.7012942,0.8506471,0.6649053,0.83245265
6240,0.74406856,0.8720343,0.66248035,0.8312402,0.6611531,0.83057654,0.59244716,0.7962236,0.67993474,0.83996737,0.7002467,0.85012335,0.6415771,0.82078856,0.6614611,0.83073056,0.669671,0.8348355,0.67992353,0.83996177
6254,0.68608296,0.8430415,0.7519055,0.8759527,0.6388769,0.81943846,0.6320626,0.81603134,0.6809143,0.84045714,0.6450868,0.8225434,0.66804135,0.8340207,0.7054347,0.85271734,0.6696783,0.8348391,0.66970456,0.8348523
6255,0.604748,0.802374,0.5862878,0.79314387,0.59557134,0.79778564,0.5187465,0.75937325,0.58852494,0.79426247,0.60695547,0.80347776,0.6141451,0.8070725,0.58522236,0.7926112,0.6316531,0.81582654,0.6237255,0.8118627
6342,0.6059004,0.8029502,0.62415797,0.81207895,0.5680872,0.7840436,0.5092215,0.7546108,0.6142419,0.8071209,0.5891199,0.79455996,0.6033581,0.801679,0.61082375,0.8054119,0.575861,0.7879305,0.5589083,0.7794541
7630,0.588815,0.7944075,0.64618325,0.8230916,0.5278512,0.7639256,0.59339285,0.7966964,0.58475614,0.79237807,0.56613505,0.7830675,0.5820892,0.7910446,0.6381651,0.81908256,0.6141845,0.80709225,0.6512649,0.82563245
7654,0.6543044,0.8271522,0.66243994,0.83122,0.62912655,0.8145633,0.5480915,0.7740457,0.6022105,0.80110526,0.6147344,0.8073672,0.5897007,0.79485035,0.59170425,0.7958521,0.6107018,0.8053509,0.61287016,0.8064351
8890,0.6630305,0.83151525,0.6227037,0.81135184,0.632246,0.816123,0.59457344,0.79728675,0.6332158,0.8166079,0.7149689,0.85748446,0.64551246,0.82275623,0.732986,0.866493,0.73252904,0.8662645,0.75420225,0.8771011
8916,0.6280023,0.81400114,0.6551597,0.82757986,0.6310785,0.81553924,0.5628567,0.78142834,0.58838326,0.7941916,0.5526726,0.7763363,0.5579466,0.77897334,0.5875093,0.79375464,0.6147326,0.8073663,0.57096744,0.7854837
9028,0.6662539,0.83312696,0.65210015,0.82605004,0.6229658,0.8114829,0.6177054,0.8088527,0.60328877,0.8016444,0.6569694,0.8284847,0.62308145,0.8115407,0.6837231,0.84186155,0.630238,0.815119,0.67961544,0.83980775
9066,0.7297722,0.8648861,0.62949944,0.8147497,0.62728375,0.8136419,0.560115,0.7800575,0.6415651,0.82078254,0.6679253,0.8339627,0.56304526,0.78152263,0.63336265,0.8166813,0.6099906,0.8049953,0.6381591,0.8190795
9445,0.69533014,0.8476651,0.6968197,0.8484099,0.64109766,0.82054883,0.66992676,0.8349634,0.63874054,0.81937027,0.65773785,0.8288689,0.63304806,0.816524,0.69562536,0.84781265,0.7005513,0.85027564,0.6941198,0.8470599
9542,0.8106892,0.9053446,0.7771318,0.8885659,0.70318365,0.8515918,0.67655283,0.8382764,0.7753348,0.8876674,0.7278029,0.86390144,0.65689325,0.8284466,0.76550007,0.88275003,0.6920413,0.84602064,0.6965363,0.84826815
9546,0.7206676,0.8603338,0.6842812,0.84214056,0.6146475,0.80732375,0.60004485,0.8000224,0.65021247,0.82510626,0.63991857,0.8199593,0.6270319,0.81351596,0.6659584,0.8329792,0.64741236,0.82370615,0.6248468,0.8124234
9547,0.54671085,0.7733554,0.524585,0.7622925,0.51276094,0.75638044,0.4947263,0.74736315,0.4739695,0.7369847,0.46773994,0.73386997,0.4470952,0.7235476,0.5069598,0.7534799,0.52965087,0.76482546,0.4924968,0.74624836
9583,0.69901514,0.8495076,0.6620209,0.83101046,0.6786723,0.83933616,0.6410564,0.8205282,0.64834386,0.8241719,0.641646,0.820823,0.6066241,0.80331206,0.66777843,0.83388925,0.6730552,0.8365276,0.6762471,0.83812356
9587,0.6339297,0.81696486,0.62044287,0.81022143,0.62365675,0.8118284,0.5449634,0.7724817,0.5484803,0.77424014,0.6216612,0.8108306,0.570408,0.785204,0.6199368,0.8099684,0.64357823,0.82178915,0.6692115,0.83460575
12037,0.7391672,0.8695836,0.7616968,0.8808484,0.71680456,0.85840225,0.65893364,0.8294668,0.7285229,0.86426145,0.75919265,0.87959635,0.7200523,0.8600261,0.77226055,0.8861303,0.75108945,0.8755447,0.7711222,0.8855611
