Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Score
98305,0.7079357,0.85396785,0.7387383,0.86936915,0.65495527,0.82747763,0.675491,0.8377455,0.68589497,0.8429475,0.70660686,0.85330343,0.69714105,0.8485705,0.75644356,0.87822175,0.7648283,0.88241416,0.70918953,0.85459477
98306,0.6870369,0.84351844,0.6725029,0.83625144,0.62462986,0.8123149,0.6286601,0.81433004,0.68707097,0.8435355,0.78881145,0.8944057,0.73267865,0.8663393,0.77133405,0.885667,0.78567404,0.89283705,0.79860365,0.8993018
98307,0.6779309,0.8389654,0.6998614,0.8499307,0.65648335,0.8282417,0.66298234,0.8314912,0.7057955,0.85289776,0.77493954,0.88746977,0.7049087,0.85245436,0.80118626,0.90059316,0.79294395,0.896472,0.7843485,0.89217424
98308,0.7029629,0.85148144,0.71344745,0.8567237,0.64207613,0.82103807,0.6658008,0.8329004,0.7166321,0.85831606,0.8016783,0.90083915,0.7961831,0.89809155,0.80648243,0.9032412,0.8115454,0.9057727,0.84299684,0.9214984
98309,0.59509444,0.7975472,0.5928567,0.7964283,0.55317986,0.77658993,0.5381652,0.7690826,0.60589886,0.8029494,0.6952921,0.84764606,0.6544171,0.8272085,0.7298863,0.86494315,0.7483801,0.8741901,0.73369163,0.86684585
98310,0.71910226,0.85955113,0.6473102,0.8236551,0.6679282,0.8339641,0.6276878,0.8138439,0.678301,0.8391505,0.71258307,0.85629153,0.65573955,0.8278698,0.721472,0.860736,0.6525414,0.8262707,0.7052282,0.8526141
98311,0.67479753,0.83739877,0.6535686,0.8267843,0.59925795,0.799629,0.6211312,0.8105656,0.69635487,0.84817743,0.7192564,0.8596282,0.7474631,0.87373155,0.6912768,0.8456384,0.76152563,0.8807628,0.7928996,0.8964498
98312,0.6830485,0.84152424,0.7040449,0.8520224,0.64085937,0.8204297,0.67357934,0.83678967,0.71438646,0.85719323,0.734401,0.8672005,0.75328875,0.8766444,0.7797657,0.88988286,0.7424439,0.87122196,0.7915305,0.89576524
98313,0.70557296,0.8527865,0.69469875,0.8473494,0.67455065,0.8372753,0.64835906,0.82417953,0.7091458,0.8545729,0.79083675,0.8954184,0.66585004,0.832925,0.8106788,0.90533936,0.7959536,0.89797676,0.8093579,0.90467894
98314,0.74747,0.873735,0.72758436,0.8637922,0.6587964,0.8293982,0.7464168,0.8732084,0.7612121,0.88060606,0.8175812,0.9087906,0.736503,0.8682515,0.82663083,0.9133154,0.77773917,0.8888696,0.8070462,0.9035231
98315,0.54163814,0.77081907,0.57710445,0.7885522,0.54743886,0.77371943,0.5546114,0.7773057,0.5675664,0.7837832,0.6534926,0.82674634,0.57702893,0.7885145,0.6244566,0.8122283,0.67972773,0.8398639,0.64200604,0.821003
98316,0.7831414,0.8915707,0.7060927,0.85304636,0.6735767,0.83678836,0.6322136,0.8161068,0.7676932,0.88384664,0.87912434,0.9395622,0.7457623,0.8728812,0.82129437,0.91064715,0.7631493,0.88157463,0.823998,0.911999
98317,0.46640164,0.7332008,0.4857778,0.7428889,0.42060608,0.71030307,0.4333982,0.7166991,0.51643217,0.7582161,0.6228604,0.8114302,0.61821187,0.80910593,0.5610151,0.78050756,0.6158854,0.8079427,0.6328191,0.8164096
98318,0.705451,0.8527255,0.6536055,0.82680273,0.6319209,0.8159604,0.65270466,0.82635236,0.7138648,0.8569324,0.7627559,0.88137794,0.6939882,0.8469941,0.7702917,0.88514584,0.7411871,0.87059355,0.7658256,0.8829128
98319,0.68406075,0.8420304,0.6843058,0.8421529,0.6359328,0.8179664,0.7032807,0.85164034,0.6478267,0.82391334,0.727804,0.863902,0.68331265,0.8416563,0.7544129,0.87720644,0.7770918,0.8885459,0.7595589,0.87977946
98320,0.69795096,0.8489755,0.6725132,0.8362566,0.6697283,0.83486414,0.6242186,0.8121093,0.7435188,0.8717594,0.83543956,0.9177198,0.7098649,0.8549324,0.8113619,0.90568095,0.74607027,0.87303513,0.7821491,0.89107454
98321,0.6989365,0.84946823,0.6798777,0.8399389,0.6751603,0.83758014,0.6858945,0.84294724,0.6742387,0.83711934,0.7851554,0.8925777,0.66393656,0.8319683,0.7570485,0.87852424,0.783693,0.89184654,0.7738327,0.88691634
98322,0.6555699,0.82778496,0.6488179,0.82440895,0.58031493,0.79015744,0.58317465,0.79158735,0.6902746,0.8451373,0.8097129,0.90485644,0.7339682,0.8669841,0.78054035,0.8902702,0.7672989,0.88364947,0.8100301,0.90501505
98323,0.74257684,0.8712884,0.6876283,0.84381413,0.630357,0.8151785,0.6202229,0.81011146,0.7367039,0.86835194,0.80610704,0.9030535,0.7368622,0.8684311,0.80691206,0.90345603,0.7548218,0.8774109,0.81504154,0.9075208
98324,0.6812625,0.84063125,0.6790812,0.8395406,0.59905016,0.7995251,0.68180746,0.84090376,0.6552098,0.8276049,0.7043847,0.85219234,0.6930009,0.84650046,0.7245472,0.8622736,0.75145185,0.8757259,0.75556767,0.87778383
98325,0.6925207,0.8462603,0.64320767,0.82160383,0.6509949,0.82549745,0.66682297,0.83341146,0.68173945,0.8408697,0.7647046,0.8823523,0.7058505,0.85292524,0.8009843,0.9004922,0.7894709,0.89473546,0.78823906,0.8941195
98326,0.56372344,0.7818617,0.5760894,0.7880447,0.5053434,0.7526717,0.5395801,0.76979005,0.5558125,0.77790624,0.667238,0.833619,0.61979973,0.80989987,0.673926,0.836963,0.7415546,0.8707773,0.68793416,0.8439671
98327,0.55532867,0.7776643,0.6014352,0.8007176,0.54107755,0.7705388,0.5291312,0.7645656,0.5853505,0.79267526,0.6763673,0.83818364,0.637127,0.81856346,0.6696891,0.8348446,0.73230153,0.86615074,0.7296939,0.86484694
98328,0.7235338,0.86176693,0.6484096,0.8242048,0.65605706,0.82802856,0.69494104,0.8474705,0.70772815,0.8538641,0.7697668,0.8848834,0.66215193,0.83107597,0.7737671,0.88688356,0.74375474,0.8718774,0.74559844,0.8727992
98329,0.6941072,0.8470536,0.6915016,0.8457508,0.6307777,0.81538886,0.70421565,0.8521078,0.6965755,0.84828776,0.74919486,0.87459743,0.7495059,0.87475294,0.79840565,0.8992028,0.80811244,0.9040562,0.8356079,0.91780394
98330,0.62591255,0.8129563,0.63419104,0.8170955,0.5831054,0.79155266,0.63630617,0.8181531,0.64094985,0.8204749,0.64708704,0.82354355,0.63182795,0.815914,0.67385185,0.8369259,0.6968603,0.84843016,0.6756164,0.8378082
98331,0.57914436,0.7895722,0.5272938,0.7636469,0.5478924,0.77394617,0.57254237,0.7862712,0.5301157,0.76505786,0.6271599,0.8135799,0.46787864,0.7339393,0.591451,0.79572546,0.61787224,0.8089361,0.55286664,0.77643335
98332,0.5457142,0.77285707,0.5403849,0.77019244,0.5249825,0.7624912,0.5452651,0.77263254,0.54438037,0.7721902,0.6702094,0.8351047,0.65530574,0.8276529,0.6701066,0.8350533,0.7082639,0.85413194,0.72277474,0.8613874
98333,0.4725143,0.73625714,0.4745707,0.7372854,0.4542212,0.7271106,0.46731794,0.73365897,0.49075127,0.74537563,0.6036987,0.80184937,0.62664825,0.8133241,0.55337054,0.77668524,0.6349715,0.81748575,0.64882886,0.82441443
98334,0.34986526,0.6749326,0.43913782,0.7195689,0.39932728,0.69966364,0.37312347,0.6865617,0.3627597,0.68137985,0.35437265,0.6771863,0.30195838,0.65097916,0.37458265,0.6872913,0.35900795,0.679504,0.37166047,0.68583024
98335,0.6798221,0.83991104,0.6866132,0.8433066,0.64512575,0.8225629,0.6927129,0.84635645,0.675699,0.8378495,0.74984324,0.8749216,0.68117845,0.8405892,0.78359574,0.8917979,0.76084995,0.880425,0.75180775,0.87590384
98336,0.56868505,0.7843425,0.5572039,0.77860194,0.5824735,0.79123676,0.56226885,0.7811344,0.55690145,0.7784507,0.6174331,0.80871654,0.48450124,0.7422506,0.6247503,0.8123752,0.6197506,0.8098753,0.55828416,0.7791421
98337,0.46150798,0.730754,0.44364613,0.7218231,0.39559585,0.6977979,0.49185818,0.7459291,0.4889659,0.74448293,0.5443064,0.7721532,0.54716974,0.77358484,0.49304077,0.7465204,0.6058667,0.80293334,0.57773983,0.7888699
98338,0.5800988,0.79004943,0.6414639,0.82073194,0.5829767,0.79148835,0.61437184,0.8071859,0.5345328,0.7672664,0.4912179,0.7456089,0.4976148,0.74880743,0.6139648,0.8069824,0.6295463,0.81477314,0.5474688,0.7737344
98339,0.48817176,0.7440859,0.48760182,0.7438009,0.47214767,0.73607385,0.46638924,0.7331946,0.5269278,0.7634639,0.667153,0.8335765,0.589315,0.79465747,0.61048794,0.80524397,0.68286747,0.84143376,0.70471585,0.8523579
98340,0.5841539,0.79207695,0.5649514,0.7824757,0.5426233,0.77131164,0.57746196,0.788731,0.6053599,0.80267996,0.7388214,0.8694107,0.69577837,0.8478892,0.66382354,0.8319118,0.7472551,0.87362754,0.7600717,0.8800359
98341,0.6747495,0.83737475,0.69898826,0.8494941,0.6307149,0.81535745,0.65767634,0.82883817,0.68454665,0.84227335,0.8031447,0.90157235,0.74883556,0.8744178,0.80687183,0.90343595,0.84124637,0.9206232,0.85308886,0.9265444
98342,0.7111633,0.85558164,0.63986254,0.81993127,0.6472614,0.8236307,0.6206684,0.8103342,0.6891399,0.8445699,0.7426343,0.87131715,0.68100107,0.84050053,0.7465661,0.873283,0.7525813,0.8762907,0.7633717,0.88168585
98343,0.42942798,0.714714,0.44957572,0.72478783,0.39322984,0.6966149,0.46217784,0.73108894,0.43448076,0.7172404,0.5111838,0.75559187,0.49983335,0.7499167,0.54037964,0.7701898,0.5771795,0.7885897,0.5868759,0.79343796
98344,0.61449885,0.8072494,0.59875464,0.7993773,0.58505505,0.79252756,0.5805059,0.7902529,0.6028485,0.80142426,0.7049048,0.8524524,0.63312066,0.8165603,0.68750644,0.8437532,0.7068728,0.8534364,0.7095245,0.85476226
98345,0.67421496,0.8371075,0.6489159,0.82445794,0.6300628,0.8150314,0.5923486,0.7961743,0.69412184,0.8470609,0.8195035,0.9097518,0.69902074,0.8495104,0.7468554,0.8734277,0.73313904,0.8665695,0.7989101,0.8994551
98346,0.49770546,0.7488527,0.51678026,0.7583901,0.49202886,0.7460144,0.53773665,0.7688683,0.5258542,0.76292706,0.60471195,0.802356,0.5448977,0.77244884,0.62981355,0.8149068,0.60542226,0.8027111,0.57416356,0.7870818
98347,0.54185605,0.770928,0.55182135,0.7759107,0.53758717,0.7687936,0.5652113,0.78260565,0.5663214,0.7831607,0.6365904,0.81829524,0.61770386,0.80885196,0.63489664,0.8174483,0.7170758,0.8585379,0.67662,0.83831
98348,0.47391713,0.73695856,0.48445952,0.74222976,0.47937328,0.7396866,0.5032119,0.751606,0.49302387,0.74651194,0.59274304,0.7963715,0.5547594,0.7773797,0.5488573,0.7744286,0.6612656,0.8306328,0.6276015,0.81380075
98349,0.660967,0.8304835,0.7081705,0.8540852,0.61969703,0.80984855,0.6483511,0.82417554,0.7007506,0.8503753,0.745929,0.8729645,0.7509458,0.8754729,0.8037418,0.9018709,0.7971466,0.8985733,0.81710184,0.9085509
98350,0.67578506,0.83789253,0.6392468,0.8196234,0.6298822,0.8149411,0.642646,0.82132304,0.6779314,0.8389657,0.79279244,0.8963962,0.68872267,0.8443613,0.765551,0.8827755,0.7545962,0.8772981,0.8114837,0.9057418
98351,0.5696327,0.7848164,0.63129044,0.8156452,0.56963944,0.7848197,0.5933435,0.79667175,0.61072403,0.805362,0.62778664,0.8138933,0.64697754,0.8234888,0.6666461,0.83332306,0.73928344,0.8696417,0.72298217,0.8614911
98352,0.49165714,0.74582857,0.48683655,0.7434183,0.4583736,0.7291868,0.51863825,0.7593191,0.47662285,0.7383114,0.6087678,0.8043839,0.5670928,0.7835464,0.6168226,0.8084113,0.70241505,0.8512075,0.684245,0.8421225
98353,0.40149277,0.7007464,0.41224352,0.70612174,0.363906,0.681953,0.3864722,0.6932361,0.41996938,0.70998466,0.5272401,0.76362,0.5317298,0.7658649,0.4952161,0.74760807,0.56299365,0.7814968,0.57509965,0.78754985
98354,0.43829447,0.7191472,0.52155817,0.7607791,0.4764281,0.738214,0.4444855,0.7222427,0.48158127,0.7407906,0.41187397,0.70593697,0.4445545,0.7222773,0.47096533,0.7354827,0.4611625,0.7305813,0.40911138,0.7045557
98355,0.630039,0.8150195,0.6111997,0.8055998,0.56389564,0.78194785,0.59326255,0.7966313,0.66303587,0.83151793,0.6185428,0.8092714,0.6329042,0.8164521,0.6438504,0.82192516,0.67202544,0.8360127,0.65535253,0.8276763
98356,0.54732776,0.7736639,0.5856076,0.79280376,0.49675763,0.7483788,0.5212151,0.76060754,0.5860499,0.79302496,0.61189353,0.80594677,0.6204703,0.81023514,0.6393732,0.8196866,0.6360816,0.8180408,0.6073854,0.8036927
98357,0.44410813,0.72205406,0.48750055,0.7437503,0.42827144,0.7141357,0.45655972,0.7282798,0.42030376,0.7101519,0.40963542,0.7048177,0.4239354,0.7119677,0.44649348,0.72324675,0.4867186,0.7433593,0.41250762,0.7062538
98358,0.6565739,0.82828695,0.673041,0.8365205,0.6017795,0.80088973,0.61025375,0.8051269,0.7041656,0.8520828,0.7784932,0.8892466,0.7921788,0.89608943,0.76589394,0.88294697,0.8055918,0.9027959,0.8169776,0.9084888
98359,0.4748971,0.7374486,0.4585935,0.72929674,0.44268608,0.72134304,0.41290903,0.7064545,0.49103054,0.7455153,0.63118416,0.81559205,0.5989705,0.7994852,0.54367805,0.771839,0.6618352,0.8309176,0.6539124,0.8269562
98360,0.40676036,0.70338017,0.4287362,0.7143681,0.40078187,0.70039093,0.5321394,0.7660697,0.34765464,0.6738273,0.3655889,0.68279445,0.35283178,0.6764159,0.43025905,0.7151295,0.46741423,0.73370713,0.40870744,0.7043537
98361,0.6815988,0.8407994,0.726027,0.8630135,0.6474329,0.82371646,0.6989893,0.84949464,0.70515645,0.8525782,0.7300408,0.8650204,0.7228151,0.8614075,0.7840027,0.8920014,0.7853704,0.8926852,0.7659076,0.88295376
98362,0.54536355,0.7726818,0.599838,0.799919,0.5551592,0.7775796,0.56577015,0.7828851,0.6221145,0.8110572,0.60827625,0.8041381,0.651548,0.825774,0.63142514,0.8157126,0.6785363,0.83926815,0.6651558,0.83257794
98363,0.6408223,0.82041115,0.63287306,0.8164365,0.59197176,0.7959859,0.6013719,0.80068594,0.6280067,0.81400335,0.6522925,0.82614625,0.572454,0.786227,0.6929157,0.84645784,0.69483006,0.84741503,0.6590313,0.82951564
98364,0.44794145,0.7239707,0.45008707,0.72504354,0.47153074,0.73576534,0.3844512,0.6922256,0.4610932,0.7305466,0.5173804,0.75869024,0.4569913,0.72849566,0.532833,0.7664165,0.4966426,0.7483213,0.4982004,0.7491002
98365,0.52341485,0.7617074,0.5948522,0.7974261,0.52650374,0.7632519,0.5281517,0.7640759,0.54073703,0.7703685,0.52548146,0.76274073,0.5235125,0.76175624,0.61483335,0.8074167,0.6279093,0.81395465,0.5959773,0.79798865
98366,0.49680033,0.74840015,0.54217446,0.7710872,0.47772068,0.73886037,0.4658143,0.7329072,0.4938926,0.74694633,0.5221315,0.7610657,0.4957673,0.7478837,0.56483865,0.7824193,0.5637399,0.78186995,0.5371193,0.7685597
98367,0.5836468,0.7918234,0.60209817,0.8010491,0.57494414,0.78747207,0.59901345,0.7995067,0.5928047,0.79640234,0.6665888,0.8332944,0.6363697,0.81818485,0.6669221,0.83346105,0.70049036,0.8502452,0.68984425,0.8449221
98368,0.5039043,0.7519522,0.5587611,0.77938056,0.48554382,0.7427719,0.51880676,0.75940335,0.52421767,0.7621088,0.58966184,0.7948309,0.5670756,0.7835378,0.5742596,0.78712976,0.66526926,0.8326346,0.6248272,0.8124136
98369,0.5305931,0.7652966,0.5197642,0.7598821,0.5346631,0.76733154,0.5018462,0.7509231,0.55597925,0.7779896,0.6300406,0.8150203,0.6002052,0.8001026,0.61570126,0.8078506,0.66802335,0.8340117,0.6786369,0.83931845
98370,0.6545675,0.82728374,0.6823611,0.84118056,0.5931033,0.79655164,0.6362542,0.8181271,0.697246,0.84862304,0.7276997,0.8638499,0.71974266,0.8598713,0.7277135,0.8638568,0.73953414,0.86976707,0.77625954,0.8881298
98371,0.7234217,0.86171085,0.69032705,0.8451635,0.6683294,0.83416474,0.7448282,0.8724141,0.6923697,0.84618485,0.7050614,0.8525307,0.6484677,0.8242339,0.73985326,0.86992663,0.7310738,0.8655369,0.7298509,0.86492544
98372,0.73363364,0.8668168,0.6936499,0.84682494,0.6576699,0.82883495,0.65587854,0.8279393,0.7337228,0.8668614,0.8253349,0.91266745,0.76021206,0.88010603,0.8342874,0.9171437,0.79651153,0.89825577,0.84772944,0.9238647
98373,0.5805496,0.7902748,0.49599087,0.74799544,0.49182832,0.74591416,0.5371802,0.7685901,0.54628706,0.77314353,0.57508236,0.78754115,0.49690884,0.74845445,0.5367246,0.7683623,0.57658273,0.78829134,0.55739427,0.77869713
98374,0.69097996,0.84549,0.5998109,0.7999054,0.596009,0.7980045,0.61934316,0.8096716,0.6551279,0.82756394,0.68101954,0.8405098,0.59119666,0.7955983,0.67525494,0.8376275,0.6870518,0.8435259,0.67842495,0.8392125
98375,0.6953231,0.84766155,0.69524777,0.8476239,0.6740277,0.83701384,0.6679901,0.83399504,0.6615317,0.83076584,0.71222734,0.8561137,0.6436566,0.8218283,0.73674333,0.86837167,0.76628673,0.88314337,0.73898184,0.8694909
98376,0.69903404,0.849517,0.7325274,0.8662637,0.63747674,0.81873834,0.7084835,0.8542417,0.6834601,0.84173006,0.71570444,0.8578522,0.68145835,0.8407292,0.7538136,0.8769068,0.7591415,0.8795707,0.7472276,0.87361383
98377,0.61202574,0.80601287,0.61416626,0.80708313,0.60676605,0.803383,0.63945407,0.81972706,0.62600744,0.8130037,0.70553017,0.8527651,0.6514213,0.82571065,0.7201351,0.86006755,0.78062916,0.8903146,0.7648735,0.88243675
98378,0.6757109,0.83785546,0.68246365,0.8412318,0.598984,0.799492,0.63587344,0.8179367,0.6932825,0.84664124,0.80945826,0.9047291,0.76684624,0.8834231,0.7947651,0.89738256,0.7984885,0.89924425,0.83355105,0.9167755
98379,0.7222879,0.86114395,0.65857685,0.8292884,0.640955,0.8204775,0.67567074,0.8378354,0.7297721,0.86488605,0.85657597,0.928288,0.75365895,0.8768295,0.7977544,0.8988772,0.7907798,0.8953899,0.84675586,0.92337793
98380,0.70926833,0.85463417,0.6849699,0.84248495,0.64028895,0.8201445,0.70665383,0.8533269,0.72906077,0.8645304,0.82006073,0.91003036,0.7364508,0.8682254,0.8116764,0.9058382,0.80284566,0.90142286,0.8134967,0.90674835
98381,0.57066804,0.785334,0.6040174,0.8020087,0.5274093,0.76370466,0.5695274,0.7847637,0.5693065,0.78465325,0.6338558,0.8169279,0.59859604,0.79929805,0.667064,0.833532,0.6468295,0.82341474,0.632769,0.8163845
98382,0.6390153,0.81950766,0.63241416,0.81620705,0.6082243,0.80411214,0.6311555,0.81557775,0.6579819,0.82899094,0.7494108,0.87470543,0.7023028,0.8511514,0.7833942,0.8916971,0.77376866,0.88688433,0.8029306,0.9014653
98383,0.64896756,0.82448375,0.6606878,0.8303439,0.6175772,0.8087886,0.6295256,0.81476283,0.65243286,0.82621646,0.71749496,0.8587475,0.63740814,0.81870407,0.7091343,0.85456717,0.7569645,0.8784822,0.7169632,0.8584816
98384,0.67951256,0.83975625,0.6776781,0.83883905,0.620765,0.8103825,0.73367965,0.8668398,0.6386682,0.8193341,0.64176995,0.82088494,0.62603325,0.81301665,0.72455275,0.8622764,0.7032423,0.85162115,0.70231086,0.8511554
98385,0.71465445,0.8573272,0.66923785,0.8346189,0.63604224,0.8180211,0.6609341,0.83046705,0.7015006,0.8507503,0.8412266,0.9206133,0.7436868,0.8718434,0.80958486,0.9047924,0.80290437,0.9014522,0.84487784,0.9224389
98386,0.6538669,0.82693344,0.685632,0.842816,0.6208346,0.8104173,0.7210183,0.86050916,0.66873014,0.83436507,0.6767596,0.8383798,0.6770922,0.8385461,0.74206936,0.8710347,0.74305683,0.8715284,0.72235745,0.86117876
98387,0.4366631,0.7183316,0.47922087,0.73961043,0.48210377,0.7410519,0.5733817,0.78669083,0.44730413,0.72365206,0.45397136,0.7269857,0.41669315,0.7083466,0.49049008,0.74524504,0.45690897,0.7284545,0.46970558,0.7348528
98388,0.7610953,0.88054764,0.7113913,0.85569566,0.6820483,0.84102416,0.730448,0.865224,0.7301558,0.8650779,0.7821255,0.89106274,0.6954193,0.84770966,0.7842107,0.89210534,0.7708195,0.8854097,0.7762883,0.88814414
98389,0.7130054,0.8565027,0.67488086,0.83744043,0.6464839,0.82324195,0.6459547,0.82297736,0.7248211,0.86241055,0.80328757,0.90164375,0.7158581,0.85792905,0.7592144,0.8796072,0.7719771,0.8859886,0.80676633,0.90338314
98390,0.629014,0.814507,0.5996882,0.7998441,0.5568963,0.77844816,0.6650216,0.8325108,0.60938436,0.80469215,0.6683904,0.8341952,0.59860426,0.7993021,0.6898109,0.84490544,0.68166924,0.8408346,0.6735892,0.8367946
98391,0.619472,0.809736,0.61111605,0.805558,0.58680195,0.793401,0.59246147,0.79623073,0.64415306,0.82207656,0.7694821,0.88474107,0.7380482,0.8690241,0.7183252,0.85916257,0.7698504,0.8849252,0.7944337,0.89721686
98392,0.48819402,0.744097,0.51024735,0.7551237,0.4695389,0.73476946,0.55750597,0.778753,0.4493003,0.72465014,0.5029169,0.7514584,0.44800252,0.7240013,0.57856905,0.7892845,0.5938748,0.7969374,0.541725,0.77086246
98393,0.64638716,0.82319355,0.6404966,0.8202483,0.5684775,0.78423876,0.5826466,0.7913233,0.64666617,0.8233331,0.75165963,0.8758298,0.71747535,0.8587377,0.7427642,0.8713821,0.7557016,0.8778508,0.77673364,0.8883668
98394,0.5632987,0.78164935,0.56404674,0.7820234,0.51693106,0.7584655,0.5111217,0.7555609,0.59041464,0.7952073,0.6944696,0.8472348,0.65465486,0.82732743,0.6713193,0.8356596,0.72927845,0.8646392,0.7431408,0.8715704
98395,0.7018477,0.85092384,0.5851836,0.7925918,0.6235987,0.81179935,0.5625645,0.78128225,0.6976985,0.84884924,0.8114403,0.9057201,0.68881595,0.844408,0.7553873,0.87769365,0.7035377,0.85176885,0.80806345,0.90403175
98396,0.58120006,0.79060006,0.5833911,0.79169554,0.55408,0.77704,0.60404015,0.8020201,0.59379673,0.79689837,0.6773243,0.83866215,0.67090774,0.83545387,0.6985631,0.84928155,0.76059353,0.88029677,0.74440175,0.87220085
