Unnamed: 0,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_doordash_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_apple_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_samsara_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_yelp_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_match_pm_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_i2c_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_adobe_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_amazon_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_rowan_ux_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Raw_Score,Modified_openai/gpt-3.5-turbo_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-3.5-turbo_google_ux_Score
12500,0.7388835,0.86944175,0.71398795,0.856994,0.6984263,0.8492131,0.6076565,0.80382824,0.7344582,0.8672291,0.7127861,0.85639304,0.72648925,0.86324465,0.7380726,0.8690363,0.6992259,0.84961295,0.71718395,0.858592
12501,0.36242145,0.68121076,0.3584751,0.67923754,0.35448697,0.6772435,0.35560232,0.67780113,0.3388607,0.6694304,0.3011338,0.65056694,0.32666004,0.66333,0.30737102,0.6536855,0.33347395,0.66673696,0.29271227,0.6463561
12502,0.60719335,0.8035967,0.63851494,0.8192575,0.6432184,0.8216092,0.57213557,0.7860678,0.62528884,0.8126444,0.56746686,0.7837334,0.5832338,0.7916169,0.64004225,0.82002115,0.6021961,0.80109805,0.5885812,0.7942906
12503,0.59389544,0.7969477,0.53926015,0.7696301,0.6094632,0.8047316,0.51783633,0.75891817,0.5440411,0.7720206,0.6289161,0.814458,0.50574195,0.752871,0.57800543,0.7890027,0.6087613,0.80438066,0.5660902,0.7830451
12504,0.6395764,0.8197882,0.61347204,0.806736,0.68002903,0.8400145,0.63502955,0.8175148,0.5859482,0.7929741,0.53614676,0.7680734,0.47325477,0.7366274,0.6528437,0.82642186,0.54239076,0.7711954,0.5055146,0.7527573
12505,0.61184716,0.8059236,0.5935626,0.7967813,0.63309836,0.8165492,0.54583514,0.77291757,0.57478416,0.7873921,0.61818117,0.8090906,0.5163028,0.7581514,0.6048512,0.8024256,0.6234193,0.81170964,0.58742476,0.7937124
12506,0.6715646,0.8357823,0.6867965,0.8433982,0.68323684,0.8416184,0.6261223,0.8130611,0.6503443,0.8251722,0.63546336,0.8177317,0.65947676,0.8297384,0.65994745,0.8299737,0.67152715,0.8357636,0.674957,0.8374785
12507,0.6132368,0.8066184,0.64593774,0.82296884,0.69380116,0.8469006,0.572055,0.7860275,0.65057284,0.8252864,0.5930346,0.7965173,0.6263387,0.81316936,0.62801564,0.8140078,0.6285033,0.81425166,0.6436688,0.8218344
12508,0.723928,0.861964,0.6287044,0.8143522,0.6531374,0.8265687,0.55404377,0.7770219,0.65028244,0.8251412,0.6410532,0.8205266,0.52923083,0.7646154,0.63195616,0.81597805,0.57259274,0.78629637,0.5829979,0.79149896
12509,0.6522107,0.82610536,0.63637495,0.8181875,0.7171742,0.8585871,0.5935185,0.79675925,0.59499204,0.797496,0.61006606,0.805033,0.5229666,0.7614833,0.647251,0.8236255,0.65949416,0.8297471,0.60603976,0.8030199
12510,0.5082502,0.7541251,0.53696406,0.768482,0.51827806,0.75913906,0.5107166,0.75535834,0.47463632,0.73731816,0.54685754,0.7734288,0.54206,0.77103,0.5398132,0.76990664,0.6035975,0.80179876,0.59214723,0.7960736
12511,0.6048902,0.8024451,0.5609625,0.7804812,0.54832375,0.7741619,0.50701624,0.7535081,0.55419075,0.7770954,0.64740175,0.8237009,0.58289564,0.7914478,0.5884526,0.7942263,0.63428706,0.81714356,0.6174517,0.80872583
12512,0.5904366,0.7952183,0.6208431,0.8104216,0.5196365,0.75981826,0.5627245,0.78136224,0.5847639,0.79238194,0.54439974,0.77219987,0.59278107,0.79639053,0.6072084,0.8036042,0.6433851,0.8216926,0.60639954,0.80319977
12513,0.68441474,0.8422074,0.6137551,0.80687755,0.6580609,0.82903045,0.577506,0.78875303,0.6184728,0.8092364,0.6747124,0.8373562,0.5646075,0.78230375,0.64940846,0.82470423,0.6479813,0.82399064,0.6426445,0.82132226
12514,0.7182753,0.85913765,0.70571864,0.8528593,0.706723,0.8533615,0.6169592,0.8084796,0.7092692,0.85463464,0.7126751,0.85633755,0.61710143,0.8085507,0.7358366,0.8679183,0.65101415,0.82550704,0.65835744,0.8291787
12515,0.72594684,0.86297345,0.72486544,0.8624327,0.7006452,0.8503226,0.64858556,0.8242928,0.7057618,0.8528809,0.6842178,0.8421089,0.65571237,0.8278562,0.75489503,0.8774475,0.72523767,0.8626188,0.6933315,0.84666574
12516,0.71345675,0.8567284,0.698473,0.8492365,0.7280636,0.8640318,0.645632,0.822816,0.7068974,0.8534487,0.6689484,0.8344742,0.66764873,0.8338244,0.714918,0.857459,0.69237584,0.84618795,0.7027858,0.85139287
12518,0.6711565,0.83557826,0.7303035,0.86515176,0.68800175,0.8440009,0.63688254,0.8184413,0.6911452,0.8455726,0.71174824,0.8558741,0.6983956,0.8491978,0.74524033,0.87262017,0.7412266,0.87061334,0.75007385,0.87503695
12519,0.60518235,0.8025912,0.6070255,0.80351275,0.63678277,0.8183914,0.52194846,0.7609742,0.5290015,0.76450074,0.49586934,0.7479347,0.45986718,0.7299336,0.5464779,0.77323896,0.5283495,0.76417476,0.49978685,0.7498934
12520,0.6733018,0.8366509,0.6420158,0.8210079,0.62106895,0.8105345,0.61475617,0.80737805,0.63149405,0.815747,0.675781,0.8378905,0.6091341,0.80456704,0.65791655,0.8289583,0.62715447,0.81357723,0.66915685,0.8345784
12521,0.70037985,0.8501899,0.6720022,0.8360011,0.6856763,0.84283817,0.6010364,0.8005182,0.66396976,0.8319849,0.6561302,0.8280651,0.63001585,0.8150079,0.68015593,0.840078,0.6515697,0.82578486,0.6768463,0.83842313
12523,0.6196182,0.8098091,0.6276965,0.81384826,0.61398095,0.8069905,0.5851091,0.79255456,0.56469584,0.7823479,0.61942506,0.8097125,0.58104515,0.7905226,0.62779415,0.8138971,0.651124,0.825562,0.64851934,0.82425964
12525,0.8286138,0.9143069,0.7374169,0.8687085,0.78846335,0.8942317,0.69661856,0.8483093,0.80150753,0.90075374,0.76392066,0.88196033,0.72786295,0.8639315,0.7859169,0.89295846,0.722966,0.861483,0.7433479,0.87167394
12526,0.76996106,0.88498056,0.69495475,0.8474774,0.7013243,0.8506621,0.66314554,0.8315728,0.7066561,0.85332805,0.7720935,0.88604677,0.69684863,0.8484243,0.7429074,0.8714537,0.71994776,0.8599739,0.7605628,0.8802814
12527,0.75103927,0.87551963,0.6924444,0.84622216,0.67224216,0.8361211,0.6137245,0.80686224,0.6903045,0.84515226,0.76729286,0.8836464,0.6442287,0.82211435,0.7357,0.86785,0.7060046,0.8530023,0.70183176,0.8509159
12528,0.6244533,0.81222665,0.5891689,0.79458445,0.65707004,0.828535,0.5333942,0.7666971,0.569286,0.784643,0.6460911,0.82304555,0.5288068,0.7644034,0.6204158,0.8102079,0.6339834,0.8169917,0.5948051,0.79740256
12529,0.76631725,0.8831586,0.64908284,0.82454145,0.6969347,0.84846735,0.5793616,0.78968084,0.7135114,0.85675573,0.7176816,0.8588408,0.6180533,0.80902666,0.70269513,0.85134757,0.5880269,0.79401344,0.6595155,0.82975775
12530,0.5038379,0.7519189,0.467673,0.73383653,0.4642433,0.73212165,0.45204553,0.7260228,0.41223133,0.70611566,0.44779444,0.7238972,0.38783187,0.69391596,0.44116345,0.7205817,0.42377156,0.7118858,0.4400084,0.7200042
12531,0.48441646,0.74220824,0.5392015,0.76960075,0.5634042,0.7817021,0.43222696,0.71611345,0.50326115,0.75163054,0.51055497,0.7552775,0.5137056,0.7568528,0.5199162,0.7599581,0.5417044,0.7708522,0.54108214,0.7705411
12532,0.719915,0.85995746,0.6265961,0.81329805,0.6580624,0.8290312,0.55780834,0.7789042,0.64954066,0.82477033,0.701921,0.8509605,0.5967137,0.7983569,0.6453199,0.82265997,0.6189188,0.8094594,0.6561793,0.82808965
12533,0.6542444,0.8271222,0.6617349,0.8308674,0.67696124,0.8384806,0.57785475,0.7889274,0.647369,0.8236845,0.67077076,0.8353854,0.68250835,0.8412542,0.69442487,0.84721243,0.6862066,0.8431033,0.6859789,0.84298944
12565,0.7278634,0.86393166,0.7115706,0.8557853,0.7124806,0.8562403,0.64286375,0.8214319,0.675959,0.8379795,0.7055632,0.8527816,0.639308,0.819654,0.730115,0.86505747,0.7046076,0.8523038,0.7148472,0.8574236
12656,0.69956905,0.8497845,0.7279778,0.8639889,0.65335834,0.82667917,0.6248231,0.81241155,0.7016658,0.85083294,0.6680571,0.83402854,0.6540475,0.82702374,0.7410851,0.8705425,0.681593,0.8407965,0.67106605,0.835533
12674,0.68690467,0.84345233,0.7005606,0.8502803,0.7131617,0.85658085,0.6307993,0.81539965,0.6703174,0.8351587,0.6875276,0.8437638,0.6410918,0.8205459,0.7074766,0.8537383,0.6781877,0.83909386,0.680654,0.840327
12687,0.65703434,0.8285172,0.66471887,0.83235943,0.5859654,0.7929827,0.61625516,0.8081276,0.62709486,0.81354743,0.64056563,0.8202828,0.6462388,0.8231194,0.65589786,0.8279489,0.66274905,0.8313745,0.6586993,0.82934964
12736,0.70395136,0.8519757,0.65239525,0.8261976,0.5933802,0.7966901,0.6366007,0.81830037,0.63825536,0.8191277,0.60385233,0.80192614,0.6374942,0.8187471,0.66348624,0.8317431,0.66595125,0.8329756,0.6447371,0.82236856
13078,0.6907461,0.84537303,0.67861384,0.83930695,0.6650046,0.8325023,0.6459305,0.82296526,0.68446076,0.8422304,0.6677296,0.8338648,0.6405057,0.82025284,0.7008755,0.85043776,0.6498951,0.82494754,0.6574837,0.82874185
13080,0.72274077,0.8613704,0.6940491,0.84702456,0.7332747,0.86663735,0.6428442,0.8214221,0.65450907,0.82725453,0.675869,0.8379345,0.5732474,0.7866237,0.72464013,0.86232007,0.6874125,0.84370625,0.6661558,0.8330779
13146,0.71342963,0.85671484,0.73997986,0.86998993,0.65299964,0.8264998,0.67906594,0.839533,0.671438,0.835719,0.65395266,0.8269763,0.6651578,0.8325789,0.70601153,0.85300577,0.77087784,0.8854389,0.7414498,0.8707249
13147,0.7265646,0.8632823,0.6946236,0.8473118,0.6568364,0.8284182,0.6490412,0.8245206,0.6817934,0.8408967,0.5991298,0.7995649,0.62264085,0.8113204,0.6610706,0.8305353,0.6558993,0.82794964,0.64880246,0.82440126
13148,0.7055998,0.8527999,0.6106329,0.80531645,0.6789696,0.8394848,0.5798297,0.78991485,0.6678965,0.83394825,0.6009228,0.8004614,0.52555823,0.7627791,0.66825783,0.8341289,0.5286272,0.7643136,0.5389445,0.76947224
13149,0.69852304,0.8492615,0.69713587,0.84856796,0.6442021,0.82210106,0.62642246,0.8132112,0.7101079,0.85505396,0.6750134,0.8375067,0.68147767,0.84073883,0.6925936,0.8462968,0.7010683,0.85053414,0.7184714,0.8592357
13150,0.746817,0.8734085,0.76676667,0.88338333,0.749169,0.8745845,0.68997973,0.8449899,0.75925136,0.8796257,0.7255595,0.86277974,0.75405824,0.8770291,0.7627925,0.8813963,0.7314006,0.8657003,0.7586814,0.8793407
13196,0.589744,0.794872,0.6146324,0.8073162,0.55815804,0.779079,0.5330432,0.7665216,0.54092985,0.7704649,0.48544335,0.7427217,0.49952036,0.74976015,0.5134263,0.75671315,0.55950284,0.7797514,0.49690986,0.7484549
13382,0.6796758,0.8398379,0.67053926,0.83526963,0.66454947,0.83227473,0.61563283,0.8078164,0.6454725,0.82273626,0.6525535,0.8262768,0.6456893,0.8228446,0.6634402,0.8317201,0.6539734,0.8269867,0.6667508,0.8333754
13461,0.5756661,0.7878331,0.60540307,0.80270153,0.56810516,0.7840526,0.5449976,0.7724988,0.5625777,0.78128886,0.54815054,0.77407527,0.61015606,0.805078,0.57674474,0.7883724,0.608009,0.8040045,0.58866256,0.7943313
13475,0.6871081,0.843554,0.68788373,0.84394187,0.6653155,0.83265775,0.591818,0.795909,0.6545001,0.82725006,0.64521277,0.8226064,0.62995195,0.814976,0.6805594,0.8402797,0.64291644,0.8214582,0.661041,0.8305205
13477,0.7512894,0.8756447,0.65197015,0.8259851,0.7002473,0.85012364,0.6009773,0.80048865,0.7024294,0.8512147,0.75659,0.878295,0.6618483,0.83092415,0.72050166,0.86025083,0.62017953,0.81008977,0.70607996,0.85304
13537,0.7261992,0.8630996,0.7049365,0.85246825,0.7475692,0.8737846,0.68743336,0.8437167,0.66854143,0.8342707,0.64901847,0.82450926,0.6102357,0.80511785,0.6960362,0.8480181,0.63566804,0.817834,0.66037285,0.8301864
13893,0.5964953,0.79824764,0.58474684,0.7923734,0.59438217,0.7971911,0.58269227,0.79134613,0.56872183,0.7843609,0.45633692,0.7281685,0.4213174,0.71065867,0.5492135,0.77460676,0.46494335,0.7324717,0.43543956,0.7177198
13897,0.6010373,0.80051863,0.55831575,0.7791579,0.5344401,0.76722,0.53799695,0.7689985,0.5153637,0.75768185,0.44560546,0.72280276,0.43908554,0.71954274,0.53371924,0.76685965,0.54559016,0.7727951,0.44377488,0.72188747
14744,0.70369303,0.8518465,0.61833173,0.80916584,0.6482301,0.82411504,0.6255908,0.8127954,0.5874038,0.7937019,0.64921063,0.82460535,0.55394137,0.7769707,0.6264467,0.81322336,0.6392808,0.8196404,0.64812994,0.82406497
14862,0.7245816,0.8622908,0.67990583,0.83995295,0.68692315,0.8434616,0.6719347,0.83596736,0.69230556,0.8461528,0.64040303,0.8202015,0.59786415,0.7989321,0.71406186,0.8570309,0.64867085,0.82433546,0.63851297,0.8192565
14882,0.7825008,0.8912504,0.76379406,0.88189703,0.7319844,0.8659922,0.67539513,0.83769757,0.74806833,0.87403417,0.66676086,0.83338046,0.61679816,0.8083991,0.74729407,0.87364703,0.6755414,0.8377707,0.6601949,0.83009744
14890,0.72633535,0.86316764,0.66888714,0.83444357,0.63693273,0.81846637,0.599611,0.7998055,0.68824947,0.84412473,0.71015316,0.85507655,0.6202502,0.8101251,0.7372227,0.86861134,0.66137075,0.8306854,0.6768036,0.8384018
14906,0.5891077,0.7945539,0.56206703,0.7810335,0.5459239,0.772962,0.5763666,0.78818333,0.54070216,0.77035105,0.500586,0.750293,0.52220815,0.7611041,0.54883355,0.7744168,0.57622945,0.7881147,0.5442826,0.77214134
14907,0.5796269,0.78981346,0.62045944,0.8102297,0.5665419,0.78327096,0.5456813,0.7728406,0.62376845,0.8118842,0.6316284,0.8158142,0.64972264,0.8248613,0.65961665,0.82980835,0.66212213,0.83106107,0.68319917,0.8415996
14914,0.6233157,0.81165785,0.54977703,0.7748885,0.51978534,0.7598927,0.5109261,0.75546306,0.5632489,0.78162444,0.52513134,0.7625657,0.4612894,0.7306447,0.54107106,0.7705355,0.48928374,0.7446419,0.47084674,0.7354234
14916,0.65198827,0.82599413,0.7058131,0.8529066,0.6246238,0.8123119,0.6258476,0.8129238,0.6336285,0.81681424,0.5773567,0.78867835,0.6201452,0.8100726,0.6492423,0.82462114,0.65418077,0.8270904,0.6287385,0.81436926
14930,0.76341414,0.8817071,0.69434583,0.8471729,0.7218264,0.86091316,0.61547035,0.8077352,0.7362383,0.8681191,0.77223724,0.88611865,0.68432975,0.8421649,0.7446805,0.87234026,0.7058965,0.85294825,0.72538996,0.862695
14932,0.58071816,0.7903591,0.6261347,0.8130673,0.614079,0.8070395,0.5097052,0.7548526,0.57155955,0.7857798,0.58346677,0.7917334,0.5458417,0.77292085,0.6197047,0.80985236,0.6336756,0.8168378,0.6000593,0.80002964
14939,0.64338875,0.8216944,0.61522055,0.8076103,0.6329318,0.8164659,0.53180104,0.7659005,0.6384008,0.8192004,0.7086345,0.85431725,0.66646075,0.8332304,0.65601456,0.8280073,0.6525827,0.8262913,0.7059607,0.8529804
14947,0.695588,0.847794,0.6620112,0.8310056,0.64623904,0.8231195,0.6003264,0.8001632,0.6517906,0.8258953,0.6743802,0.8371901,0.6151446,0.8075723,0.66203576,0.83101785,0.6645862,0.8322931,0.6677392,0.8338696
15180,0.6193216,0.8096608,0.5820787,0.79103935,0.6306498,0.8153249,0.5849874,0.7924937,0.54149103,0.7707455,0.53634787,0.76817393,0.4620257,0.7310128,0.53336257,0.7666813,0.5706308,0.7853154,0.52772486,0.76386243
15240,0.6549407,0.82747036,0.61723995,0.80862,0.59213334,0.79606664,0.5547937,0.77739686,0.6534356,0.8267178,0.62633705,0.8131685,0.6366993,0.81834966,0.6298963,0.81494814,0.61476886,0.80738443,0.6879181,0.8439591
15339,0.4933579,0.74667895,0.5970732,0.7985366,0.53044915,0.7652246,0.507187,0.7535935,0.4830064,0.7415032,0.43579265,0.71789634,0.4342212,0.71711063,0.560076,0.780038,0.48541832,0.74270916,0.46490026,0.7324501
15419,0.75682926,0.87841463,0.690594,0.845297,0.7355267,0.86776334,0.63692904,0.8184645,0.66857743,0.8342887,0.68613994,0.84307,0.62228036,0.8111402,0.7003268,0.8501634,0.6521189,0.82605946,0.7081155,0.8540578
15425,0.73352706,0.86676353,0.6873919,0.84369594,0.6410783,0.8205391,0.63970464,0.81985235,0.71351326,0.8567566,0.72632945,0.8631647,0.7223623,0.86118114,0.7136582,0.8568291,0.70557034,0.85278517,0.7636709,0.88183546
15426,0.6196549,0.80982745,0.6537326,0.82686627,0.58713955,0.7935698,0.54891765,0.7744588,0.56650066,0.78325033,0.56319356,0.7815968,0.53315413,0.76657706,0.60514283,0.8025714,0.6197857,0.8098929,0.5898056,0.7949028
15474,0.6430578,0.8215289,0.6779785,0.83898926,0.6469728,0.8234864,0.6134124,0.8067062,0.60936034,0.80468017,0.5835471,0.79177356,0.51767546,0.7588377,0.63698757,0.8184938,0.5740825,0.78704125,0.60057694,0.80028844
15519,0.59347904,0.7967395,0.65980554,0.82990277,0.60313594,0.801568,0.5759962,0.7879981,0.64356947,0.82178473,0.58764184,0.7938209,0.63792384,0.8189619,0.63210464,0.8160523,0.663519,0.8317595,0.6514709,0.82573545
15524,0.62288076,0.81144035,0.62749845,0.8137492,0.5849434,0.7924717,0.5792345,0.78961724,0.5770334,0.7885167,0.59946316,0.7997316,0.55539227,0.77769613,0.6084318,0.8042159,0.62260556,0.8113028,0.6379901,0.81899506
15589,0.6812047,0.84060234,0.6673095,0.83365476,0.6465721,0.82328606,0.6009265,0.80046326,0.6231067,0.81155336,0.56731814,0.7836591,0.56731415,0.7836571,0.62365294,0.81182647,0.5959451,0.79797256,0.59522164,0.7976108
15679,0.4719337,0.73596686,0.50659573,0.75329787,0.42212752,0.71106374,0.51076937,0.7553847,0.50531435,0.7526572,0.50187385,0.7509369,0.59110147,0.7955507,0.49675718,0.7483786,0.598056,0.79902804,0.5910735,0.79553676
15743,0.6664033,0.83320165,0.7059064,0.8529532,0.5934341,0.79671705,0.56774324,0.78387165,0.6580881,0.82904404,0.5956298,0.7978149,0.66892123,0.8344606,0.63749146,0.81874573,0.63229907,0.81614953,0.6364132,0.8182066
16036,0.6882768,0.8441384,0.638497,0.8192485,0.62779295,0.8138965,0.66237664,0.8311883,0.6455547,0.8227774,0.56151706,0.7807585,0.5223247,0.76116234,0.6437658,0.8218829,0.5763993,0.78819966,0.56623244,0.7831162
16039,0.6405128,0.8202564,0.6378374,0.8189187,0.6394872,0.81974363,0.6816503,0.84082514,0.5471772,0.7735886,0.48691544,0.74345773,0.46031433,0.73015714,0.6251203,0.81256014,0.58361036,0.79180515,0.49963182,0.74981594
16064,0.8274661,0.913733,0.8133073,0.90665364,0.7544237,0.8772118,0.7417085,0.87085426,0.8113631,0.90568155,0.7500237,0.87501186,0.73208714,0.86604357,0.8368125,0.91840625,0.76254463,0.8812723,0.78837764,0.8941888
6018,0.6611862,0.8305931,0.65894616,0.8294731,0.6198125,0.80990624,0.64374125,0.8218706,0.69164574,0.8458229,0.75401545,0.8770077,0.7026719,0.85133594,0.7999313,0.89996564,0.8141299,0.9070649,0.78738934,0.89369464
6021,0.6689029,0.83445144,0.6051434,0.8025717,0.60304475,0.8015224,0.6275149,0.8137574,0.59549344,0.7977467,0.65187526,0.8259376,0.60112476,0.8005624,0.6561582,0.8280791,0.6779295,0.83896476,0.6604594,0.8302297
6026,0.60245216,0.8012261,0.6503109,0.82515544,0.5631417,0.78157085,0.6028952,0.80144763,0.6505563,0.82527816,0.71141684,0.8557084,0.6704565,0.83522826,0.74396175,0.8719809,0.76048535,0.8802427,0.7687508,0.8843754
9479,0.6802314,0.84011567,0.6390339,0.81951696,0.57022023,0.7851101,0.5857266,0.7928633,0.68502843,0.8425142,0.78589445,0.8929472,0.7505152,0.8752576,0.76149535,0.8807477,0.7515063,0.87575316,0.7784766,0.8892383
16980,0.7127925,0.85639626,0.7021614,0.85108066,0.67434084,0.8371704,0.70059824,0.8502991,0.70185894,0.8509295,0.7227944,0.8613972,0.66662157,0.8333108,0.72664106,0.8633205,0.7539396,0.8769698,0.72483146,0.86241573
17014,0.34732467,0.6736623,0.43622717,0.7181136,0.35308918,0.6765446,0.3780598,0.68902993,0.4037942,0.7018971,0.34951806,0.67475903,0.435831,0.71791553,0.40741888,0.7037094,0.5116042,0.7558021,0.45352682,0.7267634
18230,0.60177577,0.8008879,0.6138699,0.80693495,0.5198717,0.75993586,0.61088455,0.8054423,0.6178826,0.8089413,0.6462554,0.8231277,0.6698788,0.83493936,0.6599187,0.8299594,0.6656922,0.8328461,0.6754097,0.83770484
18348,0.6548277,0.82741386,0.6829207,0.84146035,0.60396147,0.80198073,0.6226587,0.81132936,0.6781194,0.8390597,0.78206295,0.8910315,0.7236239,0.86181194,0.79994386,0.89997196,0.79557645,0.8977882,0.820894,0.910447
26715,0.6016465,0.8008232,0.6566814,0.8283407,0.5294721,0.76473606,0.59909487,0.79954743,0.64023083,0.82011545,0.6086117,0.80430585,0.68071544,0.8403577,0.65361047,0.82680523,0.7133194,0.8566597,0.64062643,0.8203132
26747,0.81108946,0.90554476,0.7233714,0.8616857,0.71719885,0.8585994,0.70329845,0.8516492,0.79335535,0.8966777,0.8414378,0.9207189,0.7450868,0.8725434,0.83009696,0.9150485,0.75095105,0.8754755,0.8211273,0.91056365
29788,0.66459084,0.8322954,0.6702157,0.83510786,0.5961278,0.7980639,0.61788,0.80894,0.6948756,0.8474378,0.7673565,0.88367826,0.7577225,0.87886125,0.7459502,0.8729751,0.7438121,0.87190604,0.784161,0.8920805
29835,0.6795067,0.8397534,0.6956921,0.84784603,0.60655427,0.80327713,0.64833623,0.8241681,0.65574014,0.8278701,0.760245,0.88012254,0.7367898,0.8683949,0.78127897,0.8906395,0.8030354,0.9015177,0.803704,0.901852
30606,0.50316244,0.7515812,0.47758383,0.73879194,0.48476058,0.74238026,0.49892402,0.749462,0.52935886,0.76467943,0.6384795,0.81923974,0.53425467,0.76712734,0.5701047,0.78505236,0.6574572,0.82872856,0.63115394,0.815577
30845,0.69378483,0.8468924,0.6728337,0.83641684,0.62741435,0.8137072,0.66966105,0.8348305,0.7170754,0.8585377,0.8183807,0.90919036,0.7458199,0.87290996,0.8137535,0.90687674,0.8185847,0.90929234,0.8342312,0.91711557
32072,0.7591342,0.8795671,0.7358713,0.86793566,0.7652521,0.88262606,0.69952226,0.8497611,0.71067846,0.8553392,0.7664211,0.88321054,0.70538986,0.8526949,0.81208813,0.90604407,0.78105146,0.8905257,0.77838933,0.88919467
46443,0.6876706,0.8438353,0.7482939,0.87414694,0.6833068,0.8416534,0.68388206,0.841941,0.7311703,0.86558515,0.73247385,0.8662369,0.72894204,0.864471,0.8091261,0.90456307,0.79807055,0.8990353,0.79211265,0.8960563
46506,0.40396577,0.70198286,0.4723279,0.736164,0.41048485,0.7052424,0.41928533,0.70964265,0.43127686,0.7156384,0.46784055,0.7339203,0.4459678,0.7229839,0.5321572,0.7660786,0.6148418,0.8074209,0.55717367,0.77858686
50300,0.7479646,0.8739823,0.75655866,0.8782793,0.75101924,0.8755096,0.7042841,0.85214204,0.74938226,0.8746911,0.7303647,0.86518234,0.66739035,0.8336952,0.7986969,0.89934844,0.7530169,0.8765085,0.76400304,0.8820015
51419,0.56977457,0.7848873,0.5889254,0.7944627,0.52742815,0.7637141,0.5557003,0.77785015,0.58224,0.79112,0.65911734,0.8295587,0.6824718,0.8412359,0.67354846,0.83677423,0.69870317,0.8493516,0.7163782,0.8581891
53971,0.5183067,0.75915337,0.52620614,0.76310307,0.45845088,0.72922546,0.4645405,0.73227024,0.5629053,0.78145266,0.5837599,0.79187995,0.6276884,0.8138442,0.585891,0.7929455,0.6217134,0.8108567,0.6110724,0.8055362
53972,0.58630526,0.79315263,0.607053,0.8035265,0.54745483,0.7737274,0.5584934,0.7792467,0.60903424,0.80451715,0.665593,0.8327965,0.6550419,0.82752097,0.654409,0.82720447,0.6707493,0.83537465,0.66952044,0.8347602
