Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Score
98338,0.54997474,0.77498734,0.6096307,0.80481535,0.53767383,0.7688369,0.55346775,0.7767339,0.5281657,0.76408285,0.46627572,0.73313785,0.47446653,0.7372333,0.58335114,0.79167557,0.591141,0.7955705,0.5042936,0.75214684
98339,0.52638805,0.763194,0.52866703,0.7643335,0.514068,0.757034,0.50472164,0.7523608,0.55488837,0.7774442,0.72345096,0.86172545,0.656005,0.8280025,0.6620477,0.8310238,0.73556256,0.8677813,0.77107304,0.88553655
98340,0.65253425,0.8262671,0.5926091,0.7963046,0.5645208,0.7822604,0.59635824,0.79817915,0.66020894,0.8301045,0.8100815,0.90504074,0.75531995,0.87766,0.7214538,0.8607269,0.76376253,0.88188124,0.8192518,0.9096259
98341,0.6908422,0.8454211,0.6942799,0.84713995,0.65140235,0.8257012,0.67221254,0.8361063,0.68011975,0.8400599,0.7859204,0.8929602,0.7121271,0.85606354,0.7944941,0.8972471,0.8051285,0.9025643,0.80890197,0.904451
98342,0.7417619,0.87088096,0.67092097,0.8354605,0.6761533,0.83807665,0.666286,0.833143,0.7032102,0.85160506,0.7314391,0.86571956,0.67205685,0.83602846,0.75750023,0.8787501,0.76274216,0.8813711,0.7808515,0.89042574
98343,0.5076565,0.7538283,0.5137362,0.7568681,0.46372712,0.73186356,0.50499266,0.75249636,0.5262653,0.7631327,0.6301391,0.81506956,0.5850768,0.7925384,0.6064391,0.80321956,0.69814134,0.84907067,0.69903076,0.8495154
98344,0.7578741,0.878937,0.731027,0.8655135,0.69034743,0.8451737,0.7503382,0.8751691,0.73454875,0.8672744,0.7882978,0.8941489,0.7351475,0.86757374,0.81059015,0.9052951,0.7801053,0.8900527,0.81321454,0.9066073
98345,0.6884314,0.8442157,0.6664316,0.83321583,0.6304725,0.8152362,0.59959537,0.79979765,0.7118036,0.85590184,0.8317795,0.91588974,0.72558063,0.86279035,0.7721392,0.8860696,0.74464464,0.8723223,0.82501346,0.9125067
98346,0.58198595,0.790993,0.578989,0.7894945,0.5536945,0.77684724,0.58073604,0.790368,0.62736857,0.8136843,0.7076466,0.8538233,0.65098774,0.8254939,0.7286872,0.86434364,0.712057,0.8560285,0.7141667,0.8570833
98347,0.5829295,0.79146475,0.5799525,0.78997624,0.56763065,0.7838153,0.5474071,0.7737036,0.58371377,0.7918569,0.66783977,0.8339199,0.62838995,0.814195,0.6396862,0.8198431,0.7251612,0.8625806,0.69701755,0.8485088
98348,0.45693323,0.72846663,0.4830558,0.7415279,0.45142365,0.7257118,0.5232575,0.76162875,0.49381143,0.7469057,0.548558,0.774279,0.52492917,0.7624646,0.55129385,0.7756469,0.6435787,0.8217894,0.5937252,0.7968626
98349,0.69992614,0.84996307,0.677486,0.838743,0.6126622,0.8063311,0.62485373,0.81242687,0.6632646,0.83163226,0.758732,0.87936604,0.6557019,0.82785094,0.77794975,0.8889749,0.7674284,0.8837142,0.7509366,0.8754683
98350,0.664011,0.8320055,0.6439141,0.82195705,0.62624454,0.8131223,0.66837454,0.83418727,0.67560303,0.8378015,0.7735068,0.88675344,0.66331494,0.83165747,0.77675825,0.8883791,0.7844397,0.89221984,0.7990694,0.8995347
98351,0.5647824,0.7823912,0.60776335,0.80388165,0.55095863,0.7754793,0.5524874,0.7762437,0.6277453,0.81387264,0.6548109,0.82740545,0.67191255,0.8359563,0.63974893,0.81987447,0.721862,0.86093104,0.7043998,0.8521999
98352,0.54170406,0.770852,0.5317789,0.7658894,0.5344688,0.76723444,0.5478376,0.7739188,0.5453265,0.77266324,0.67840815,0.8392041,0.6376538,0.8188269,0.6816895,0.84084475,0.7390604,0.8695302,0.7484079,0.8742039
98353,0.40468952,0.7023448,0.43101543,0.71550775,0.3722918,0.6861459,0.3877775,0.6938888,0.4466077,0.72330385,0.5301341,0.76506704,0.56590325,0.7829516,0.48865426,0.7443271,0.56994617,0.7849731,0.5648401,0.78242004
98354,0.4851129,0.74255645,0.5585564,0.77927816,0.5203629,0.7601814,0.47747916,0.7387396,0.49616992,0.74808496,0.4411331,0.7205666,0.4705051,0.73525256,0.50852776,0.7542639,0.48909944,0.74454975,0.4417485,0.72087425
98355,0.6930027,0.84650135,0.6989182,0.8494591,0.64754033,0.82377017,0.6786835,0.83934176,0.7061966,0.8530983,0.70531094,0.8526555,0.6918766,0.8459383,0.74359703,0.8717985,0.7337245,0.86686224,0.7330333,0.86651665
98356,0.54032123,0.7701606,0.59292305,0.7964615,0.488997,0.7444985,0.5161671,0.7580836,0.57897043,0.7894852,0.59764546,0.79882276,0.6115847,0.80579233,0.62871695,0.8143585,0.6299169,0.81495845,0.59794945,0.79897475
98357,0.55331004,0.776655,0.5959841,0.79799205,0.52823484,0.7641174,0.5105144,0.7552572,0.52469695,0.7623485,0.44812244,0.72406125,0.47875133,0.73937565,0.49462807,0.74731404,0.51653624,0.7582681,0.46953997,0.73477
98358,0.7039455,0.85197276,0.7117527,0.8558763,0.6854303,0.84271514,0.66364944,0.8318247,0.7676861,0.88384306,0.8187255,0.9093628,0.7942368,0.8971184,0.821421,0.9107105,0.8313645,0.91568226,0.8510289,0.92551446
98359,0.5751592,0.7875796,0.4662512,0.73312557,0.5256854,0.7628427,0.4748838,0.7374419,0.5523806,0.7761903,0.65736526,0.82868266,0.5785544,0.7892772,0.60877526,0.8043876,0.63999975,0.8199999,0.6957103,0.84785515
98360,0.48648572,0.74324286,0.5412502,0.7706251,0.5056883,0.75284415,0.6137711,0.80688554,0.45841566,0.7292078,0.44954228,0.72477114,0.4523491,0.72617453,0.5372734,0.7686367,0.5960585,0.79802924,0.5274174,0.7637087
98361,0.6800777,0.84003884,0.69832706,0.84916353,0.6374304,0.8187152,0.6925874,0.8462937,0.6705338,0.8352669,0.7054497,0.85272485,0.67983663,0.8399183,0.7931969,0.89659846,0.7812654,0.8906327,0.7835196,0.8917598
98362,0.59784025,0.79892015,0.60308665,0.80154335,0.5751779,0.78758895,0.56640863,0.7832043,0.6662863,0.8331431,0.69457746,0.8472887,0.71758735,0.8587937,0.6884494,0.8442247,0.70941764,0.8547088,0.71513754,0.85756874
98363,0.64008915,0.8200446,0.62999684,0.8149984,0.58934605,0.794673,0.5928184,0.7964092,0.63787484,0.8189374,0.6910926,0.8455463,0.61823684,0.8091184,0.71774554,0.8588728,0.72419554,0.86209774,0.7142426,0.8571213
98364,0.4634471,0.73172355,0.451996,0.725998,0.48064083,0.74032044,0.37846375,0.6892319,0.45227456,0.7261373,0.53631157,0.7681558,0.47455952,0.7372798,0.5532451,0.77662253,0.5191577,0.7595788,0.5217897,0.7608949
98365,0.60510445,0.8025522,0.6249467,0.81247336,0.5888421,0.7944211,0.5606786,0.7803393,0.6060107,0.80300534,0.6825065,0.8412533,0.6346602,0.8173301,0.71024597,0.855123,0.73414445,0.8670722,0.7364309,0.86821544
98366,0.5557229,0.7778615,0.59353733,0.79676867,0.54314226,0.77157116,0.5156685,0.75783426,0.5367247,0.76836234,0.54418886,0.7720944,0.5166359,0.75831795,0.6021967,0.80109835,0.5820513,0.79102564,0.55374837,0.7768742
98367,0.6530762,0.8265381,0.66145134,0.83072567,0.65182805,0.825914,0.61739206,0.80869603,0.67305416,0.8365271,0.76670575,0.8833529,0.68778104,0.84389055,0.73512113,0.86756057,0.76943254,0.8847163,0.773674,0.886837
98368,0.5229816,0.7614908,0.580003,0.7900015,0.51137793,0.75568897,0.5473106,0.7736553,0.527519,0.7637595,0.6046983,0.80234915,0.5691962,0.7845981,0.605165,0.8025825,0.66325045,0.8316252,0.62070143,0.8103507
98369,0.5838865,0.79194325,0.59495884,0.7974794,0.5644826,0.78224134,0.57294524,0.7864726,0.6701696,0.8350848,0.8122698,0.9061349,0.74757063,0.8737853,0.77444375,0.8872219,0.7418971,0.87094855,0.8349725,0.91748625
98370,0.70693815,0.8534691,0.71166325,0.8558316,0.6388385,0.81941926,0.6873905,0.8436953,0.73158514,0.8657926,0.83610773,0.91805387,0.7862495,0.89312476,0.81927335,0.9096367,0.8402022,0.9201011,0.88699937,0.9434997
98371,0.70253205,0.851266,0.69825155,0.84912574,0.6441911,0.8220955,0.72819436,0.8640972,0.72059023,0.8602951,0.7769306,0.8884653,0.72744405,0.863722,0.8133114,0.90665567,0.76747835,0.8837392,0.8154422,0.9077211
98372,0.7444583,0.87222916,0.7122442,0.85612214,0.6662289,0.83311445,0.688511,0.8442555,0.7424433,0.87122166,0.82589686,0.9129484,0.7696361,0.8848181,0.832864,0.916432,0.7880428,0.8940214,0.839313,0.9196565
98373,0.6957705,0.84788525,0.656458,0.828229,0.6020057,0.80100286,0.7013191,0.85065955,0.6439469,0.82197344,0.6916246,0.8458123,0.6046977,0.80234885,0.7218653,0.86093265,0.7229383,0.86146915,0.70430756,0.8521538
98374,0.72533965,0.8626698,0.67518127,0.83759063,0.65650564,0.8282528,0.7048966,0.85244834,0.7313638,0.8656819,0.7999419,0.89997095,0.71635056,0.8581753,0.8048098,0.9024049,0.7804503,0.8902252,0.80802095,0.9040105
98375,0.7079113,0.8539556,0.74091816,0.8704591,0.7053374,0.8526687,0.705457,0.8527285,0.6926253,0.84631264,0.753013,0.8765065,0.7061594,0.8530797,0.78034306,0.8901715,0.823735,0.9118675,0.8064748,0.9032374
98376,0.73206735,0.8660337,0.68576217,0.8428811,0.63411564,0.81705785,0.6134234,0.8067117,0.73638105,0.8681905,0.8399648,0.91998243,0.7466576,0.8733288,0.7776227,0.88881135,0.7700062,0.8850031,0.81707275,0.9085364
98377,0.6888554,0.8444277,0.6944326,0.8472163,0.6536908,0.8268454,0.6903918,0.8451959,0.72702974,0.8635149,0.7861676,0.8930838,0.7591876,0.8795938,0.8201494,0.9100747,0.83413255,0.9170663,0.8563833,0.92819166
98378,0.73354405,0.86677206,0.68680495,0.8434025,0.6321702,0.8160851,0.6566738,0.8283369,0.71133935,0.8556697,0.7993041,0.89965206,0.7377649,0.8688824,0.79131734,0.8956587,0.7535777,0.87678885,0.7905259,0.89526296
98379,0.69070464,0.8453523,0.6610522,0.8305261,0.6073581,0.80367905,0.6447816,0.8223908,0.68847114,0.84423554,0.81662834,0.90831417,0.7274237,0.86371183,0.7737873,0.88689363,0.7465308,0.8732654,0.8136539,0.906827
98380,0.6763213,0.83816063,0.6447182,0.8223591,0.5990132,0.7995066,0.6588825,0.82944125,0.69308317,0.8465416,0.8185077,0.90925384,0.7504182,0.8752091,0.78393376,0.8919669,0.78996223,0.89498115,0.827425,0.9137125
98381,0.58619285,0.7930964,0.61080396,0.805402,0.54343307,0.77171654,0.5712669,0.78563344,0.5791073,0.78955364,0.6558401,0.8279201,0.6066555,0.80332774,0.6763,0.83815,0.6647073,0.83235365,0.6373613,0.81868064
98382,0.66755915,0.8337796,0.6462722,0.8231361,0.60778785,0.8038939,0.652755,0.8263775,0.68862295,0.8443115,0.7751967,0.88759834,0.7149532,0.8574766,0.7954157,0.8977078,0.7647114,0.8823557,0.80346394,0.90173197
98383,0.63746893,0.81873447,0.62850803,0.81425405,0.56894195,0.784471,0.6184044,0.8092022,0.6354016,0.8177008,0.7093512,0.8546756,0.644276,0.822138,0.6945563,0.8472781,0.72286725,0.8614336,0.7100152,0.8550076
98384,0.64609617,0.8230481,0.5781779,0.78908896,0.571528,0.785764,0.70377195,0.851886,0.5894023,0.79470116,0.66736406,0.83368206,0.5806792,0.7903396,0.70199764,0.8509988,0.70085406,0.85042703,0.6917777,0.84588885
98385,0.6323533,0.81617665,0.60691965,0.8034598,0.5530243,0.77651215,0.5869752,0.7934876,0.6360614,0.8180307,0.78797,0.89398503,0.697412,0.848706,0.7515132,0.8757566,0.7529293,0.8764646,0.8065909,0.90329546
98386,0.6433729,0.82168645,0.6671418,0.8335709,0.61107075,0.8055354,0.68195486,0.84097743,0.66422105,0.8321105,0.6651411,0.83257055,0.65814835,0.82907414,0.734094,0.867047,0.73868304,0.8693415,0.70646274,0.8532314
98387,0.64253473,0.82126737,0.67913496,0.8395675,0.6212375,0.81061876,0.69433427,0.84716713,0.67559636,0.8377982,0.7093848,0.8546924,0.65805984,0.8290299,0.7101525,0.85507625,0.67729187,0.83864594,0.71365315,0.85682654
98388,0.75936306,0.8796815,0.7428342,0.8714171,0.70284665,0.8514233,0.73060465,0.8653023,0.7569866,0.8784933,0.81463647,0.90731823,0.74416614,0.87208307,0.8172082,0.9086041,0.8204737,0.91023684,0.83370733,0.91685367
98389,0.7444934,0.87224674,0.7111866,0.8555933,0.6792982,0.8396491,0.6741666,0.83708334,0.7684939,0.88424695,0.849244,0.924622,0.7770615,0.88853073,0.8211281,0.91056406,0.8043791,0.90218955,0.8455786,0.92278934
98390,0.6354697,0.81773484,0.59760606,0.79880303,0.5723503,0.78617513,0.7037791,0.85188955,0.6368663,0.81843317,0.7171226,0.8585613,0.63626313,0.81813157,0.7087268,0.85436344,0.6915144,0.8457572,0.7180943,0.8590472
98391,0.6116104,0.8058052,0.5589035,0.7794517,0.55429244,0.7771462,0.5244812,0.7622406,0.658684,0.829342,0.8124757,0.90623784,0.7560096,0.8780048,0.70674586,0.85337293,0.74014795,0.870074,0.822618,0.911309
98392,0.61706495,0.8085325,0.6229329,0.81146646,0.58583045,0.7929152,0.6401626,0.8200813,0.61184657,0.8059233,0.6974387,0.84871936,0.636537,0.81826854,0.7587717,0.8793858,0.74997807,0.87498903,0.7744489,0.88722444
98393,0.4970948,0.74854743,0.53794235,0.7689712,0.43576342,0.7178817,0.5028209,0.7514105,0.5228562,0.7614281,0.60137343,0.8006867,0.605116,0.802558,0.61250424,0.8062521,0.6424337,0.8212168,0.63667476,0.8183374
98394,0.54985,0.774925,0.57048786,0.7852439,0.5240382,0.7620191,0.5269463,0.76347315,0.60618675,0.8030934,0.6814761,0.84073806,0.6746027,0.8373014,0.6786091,0.83930457,0.7184204,0.8592102,0.7319591,0.86597955
98395,0.76842237,0.8842112,0.70169175,0.8508459,0.6699402,0.8349701,0.6377782,0.81888914,0.8034159,0.90170795,0.8881295,0.94406474,0.788048,0.894024,0.8469256,0.9234628,0.77736914,0.8886846,0.8603287,0.93016434
98396,0.6465941,0.823297,0.64480096,0.82240045,0.60930526,0.80465263,0.6731862,0.8365931,0.67582667,0.83791333,0.757319,0.8786595,0.72192144,0.8609607,0.7585585,0.87927926,0.82495534,0.9124777,0.81551963,0.9077598
98397,0.6368773,0.81843865,0.6312081,0.8156041,0.59740704,0.79870355,0.5867288,0.7933644,0.68399227,0.84199613,0.7495798,0.8747899,0.7240746,0.8620373,0.7619448,0.8809724,0.79076755,0.8953838,0.82386625,0.9119331
98398,0.69732547,0.84866273,0.679701,0.8398505,0.6358417,0.81792086,0.602797,0.8013985,0.7518287,0.87591434,0.81276083,0.9063804,0.76357365,0.8817868,0.7805707,0.8902854,0.7848935,0.89244676,0.8242312,0.9121156
98399,0.4933599,0.74667996,0.49530244,0.7476512,0.45794162,0.7289708,0.45258087,0.72629046,0.5323169,0.76615846,0.5717893,0.78589463,0.5589933,0.77949667,0.576365,0.7881825,0.57888985,0.7894449,0.5649928,0.7824964
98400,0.5604867,0.78024334,0.54930085,0.77465045,0.48182002,0.74091,0.5747483,0.78737414,0.5638246,0.7819123,0.60009956,0.8000498,0.60944545,0.8047227,0.61195827,0.80597913,0.68383944,0.8419197,0.640162,0.820081
98401,0.6177393,0.80886966,0.6301782,0.8150891,0.544167,0.7720835,0.5626687,0.78133434,0.5939802,0.7969901,0.6733577,0.83667886,0.63097656,0.8154883,0.74159276,0.8707964,0.7048893,0.85244465,0.70431286,0.8521564
98402,0.75953466,0.8797673,0.71702754,0.8585138,0.68267846,0.84133923,0.6527463,0.82637316,0.76466215,0.8823311,0.8487886,0.9243943,0.768224,0.884112,0.7965833,0.89829165,0.7872523,0.89362615,0.83897704,0.91948855
1747,0.7120602,0.8560301,0.64014006,0.82007,0.65010417,0.8250521,0.66348106,0.8317405,0.65292203,0.826461,0.71685195,0.858426,0.6528317,0.82641584,0.6942749,0.84713745,0.7293267,0.86466336,0.72523415,0.8626171
1784,0.6426313,0.82131565,0.6371097,0.8185549,0.5641271,0.78206354,0.5756638,0.7878319,0.70388055,0.8519403,0.70104194,0.85052097,0.7430733,0.8715366,0.6927608,0.8463804,0.7386483,0.86932415,0.6921649,0.84608245
2476,0.8057254,0.90286267,0.74182045,0.8709102,0.75556123,0.8777806,0.674451,0.8372255,0.7774963,0.88874817,0.7861757,0.89308786,0.7181508,0.8590754,0.79472446,0.89736223,0.7153334,0.85766673,0.76972157,0.88486075
2515,0.73770267,0.8688513,0.7339901,0.86699504,0.7425387,0.87126935,0.6687975,0.83439875,0.72612727,0.86306363,0.69525695,0.8476285,0.6824672,0.8412336,0.7345418,0.8672709,0.71437985,0.8571899,0.7215656,0.8607828
2517,0.7586498,0.8793249,0.70567024,0.8528351,0.71024907,0.85512453,0.6235509,0.81177545,0.7124067,0.8562033,0.63871485,0.8193574,0.5617404,0.7808702,0.67827445,0.8391372,0.6199087,0.80995435,0.6114205,0.80571026
2529,0.7368089,0.86840445,0.669976,0.834988,0.66749346,0.83374673,0.62308025,0.8115401,0.712199,0.8560995,0.64529794,0.822649,0.67129064,0.8356453,0.67714185,0.83857095,0.62677324,0.8133866,0.6700551,0.8350276
2538,0.7141101,0.85705507,0.6487961,0.82439804,0.65822935,0.8291147,0.6323681,0.81618404,0.64702594,0.823513,0.64060545,0.8203027,0.5786302,0.7893151,0.66713464,0.8335673,0.63941014,0.81970507,0.6264594,0.8132297
2551,0.7709729,0.8854865,0.7064377,0.85321885,0.70112634,0.85056317,0.60077804,0.80038905,0.7123606,0.8561803,0.7356182,0.86780906,0.66011214,0.8300561,0.70917404,0.854587,0.691452,0.845726,0.69953036,0.8497652
2553,0.79126847,0.89563423,0.70684063,0.8534203,0.7034464,0.8517232,0.6259145,0.8129573,0.747275,0.8736375,0.74379176,0.8718959,0.703866,0.851933,0.736945,0.86847246,0.7017917,0.8508959,0.74519795,0.872599
2554,0.71000195,0.855001,0.70749295,0.8537465,0.6531031,0.82655156,0.66177994,0.83088994,0.70898837,0.8544942,0.7803339,0.89016694,0.72639155,0.8631958,0.7796235,0.88981175,0.7880625,0.8940313,0.8109022,0.90545106
2555,0.6789088,0.8394544,0.67491376,0.8374569,0.6531718,0.8265859,0.65188503,0.8259425,0.6409252,0.8204626,0.661496,0.83074796,0.6380453,0.81902266,0.6788157,0.83940786,0.6968304,0.8484152,0.68276536,0.8413827
2556,0.5966494,0.7983247,0.6757139,0.83785695,0.66132224,0.8306611,0.5989039,0.79945195,0.5709286,0.7854643,0.548555,0.7742775,0.49630728,0.7481536,0.65206534,0.82603264,0.5854802,0.7927401,0.53394973,0.76697487
2577,0.7765658,0.8882829,0.7165426,0.8582713,0.6786066,0.8393033,0.65456724,0.8272836,0.72161317,0.8608066,0.7634345,0.88171726,0.70606506,0.8530325,0.74723697,0.8736185,0.69309723,0.8465486,0.73644656,0.8682233
2582,0.7487333,0.87436664,0.70286787,0.85143393,0.7178632,0.8589316,0.62266964,0.81133485,0.7038747,0.85193735,0.72884554,0.8644228,0.6305754,0.8152877,0.74872684,0.8743634,0.6568451,0.82842255,0.6802579,0.84012896
2583,0.6625602,0.8312801,0.69972724,0.84986365,0.7084064,0.8542032,0.622064,0.811032,0.64693,0.823465,0.63371944,0.8168597,0.58180165,0.7909008,0.6648063,0.8324032,0.643076,0.821538,0.6188357,0.80941784
2584,0.75940025,0.8797001,0.67900765,0.8395038,0.688869,0.8444345,0.60569024,0.8028451,0.7080662,0.8540331,0.7098114,0.8549057,0.62636435,0.8131822,0.7289605,0.86448026,0.62292325,0.8114616,0.67539436,0.83769715
2585,0.73461396,0.86730695,0.74031866,0.8701593,0.68929565,0.8446478,0.6780659,0.83903295,0.70762753,0.85381377,0.6806328,0.8403164,0.68508375,0.8425419,0.7315844,0.8657922,0.7133138,0.8566569,0.70372456,0.8518623
2586,0.7342107,0.86710536,0.7046426,0.85232127,0.6749878,0.8374939,0.65938854,0.8296943,0.6522243,0.82611215,0.6704817,0.83524084,0.59316206,0.79658103,0.69550323,0.8477516,0.66877055,0.8343853,0.6456982,0.8228491
2587,0.58942926,0.7947146,0.5660795,0.78303975,0.60418344,0.8020917,0.53124344,0.7656217,0.507854,0.753927,0.51253563,0.7562678,0.45571232,0.72785616,0.55869657,0.77934825,0.51580125,0.7579006,0.48817423,0.7440871
2588,0.70569515,0.8528476,0.6563115,0.82815576,0.6184751,0.80923754,0.6565819,0.82829094,0.5976815,0.79884076,0.602579,0.8012895,0.54826975,0.7741349,0.65031683,0.8251584,0.64016795,0.820084,0.6080443,0.8040222
2589,0.77916795,0.88958395,0.7445849,0.87229246,0.72629845,0.8631492,0.6732719,0.83663595,0.7236605,0.86183023,0.7024952,0.8512476,0.6793583,0.8396791,0.7340495,0.8670248,0.66912234,0.83456117,0.69203794,0.84601897
2590,0.7274911,0.86374557,0.7084011,0.85420054,0.7138629,0.85693145,0.65985835,0.8299292,0.69196,0.84598,0.68158567,0.84079283,0.66293764,0.8314688,0.71712375,0.8585619,0.62967885,0.8148394,0.6827843,0.84139216
2591,0.74168575,0.8708429,0.6918089,0.84590447,0.69151473,0.84575737,0.62007475,0.8100374,0.69377285,0.8468864,0.735847,0.8679235,0.64625245,0.8231262,0.7316135,0.86580676,0.67694515,0.8384726,0.72048074,0.86024034
2592,0.7360436,0.8680218,0.66675884,0.8333794,0.6732721,0.83663607,0.656109,0.8280545,0.6869237,0.8434619,0.6322926,0.8161463,0.5653384,0.7826692,0.66032463,0.8301623,0.5790473,0.78952366,0.60003513,0.8000176
2594,0.71715516,0.8585776,0.6431351,0.82156754,0.67151356,0.8357568,0.67090416,0.8354521,0.66545546,0.83272773,0.6554151,0.8277075,0.58809185,0.7940459,0.6784265,0.83921325,0.6178814,0.8089407,0.63390803,0.816954
2595,0.5792314,0.7896157,0.65157926,0.82578963,0.5965556,0.7982778,0.57124734,0.78562367,0.56603205,0.783016,0.5404213,0.7702106,0.56449986,0.7822499,0.60296667,0.80148333,0.56471384,0.7823569,0.57853687,0.78926843
2597,0.79651546,0.89825773,0.70016646,0.85008323,0.73943114,0.8697156,0.62374043,0.8118702,0.7532163,0.87660813,0.78183985,0.8909199,0.66460824,0.8323041,0.75083745,0.8754187,0.678522,0.839261,0.71541834,0.85770917
2645,0.6382359,0.81911796,0.6636715,0.83183575,0.6756164,0.8378082,0.6128217,0.80641085,0.6258509,0.81292546,0.6401477,0.82007384,0.61662036,0.80831015,0.66470563,0.8323528,0.678378,0.839189,0.66423094,0.8321155
2654,0.7213727,0.86068636,0.68228525,0.84114265,0.6951949,0.8475975,0.672,0.83599997,0.6549658,0.82748294,0.62237644,0.8111882,0.5729842,0.7864921,0.6796534,0.8398267,0.61854243,0.8092712,0.6287205,0.81436026
2655,0.6897446,0.8448723,0.6785142,0.8392571,0.6431132,0.82155657,0.6360016,0.8180008,0.6442393,0.82211965,0.661991,0.8309955,0.62359667,0.81179833,0.6524968,0.8262484,0.64546186,0.8227309,0.6587579,0.82937896
2656,0.68459094,0.84229547,0.67595434,0.8379772,0.6570314,0.8285157,0.59514153,0.79757077,0.6251743,0.81258714,0.64154273,0.82077134,0.5608167,0.7804084,0.6888068,0.8444034,0.6118443,0.80592215,0.6132591,0.80662954
2657,0.6240525,0.81202626,0.6540087,0.8270043,0.6070467,0.80352336,0.5937964,0.7968982,0.64083636,0.8204182,0.6973738,0.84868693,0.66054744,0.83027375,0.75191295,0.8759565,0.7652689,0.88263446,0.74038863,0.8701943
2658,0.6663109,0.83315545,0.6290217,0.8145108,0.61217654,0.80608827,0.5879618,0.7939809,0.59113497,0.7955675,0.55639935,0.7781997,0.46803772,0.73401886,0.61956406,0.809782,0.5906552,0.7953276,0.53110456,0.7655523
2659,0.6322552,0.8161276,0.65293705,0.8264685,0.5957111,0.79785556,0.60105777,0.8005289,0.63065886,0.81532943,0.62259614,0.8112981,0.67043316,0.8352166,0.6539668,0.8269834,0.6835089,0.84175444,0.676149,0.8380745
2660,0.7023571,0.8511785,0.68121517,0.8406076,0.6346438,0.8173219,0.59445596,0.797228,0.7003106,0.8501553,0.7326763,0.86633813,0.7284012,0.8642006,0.7054597,0.85272986,0.7079785,0.85398924,0.7352197,0.86760986
2741,0.69374466,0.8468723,0.6083571,0.80417854,0.5862331,0.79311657,0.62559086,0.8127954,0.59385794,0.796929,0.5714513,0.78572565,0.51771414,0.7588571,0.55679834,0.77839917,0.55654657,0.7782733,0.55471444,0.7773572
2766,0.74323666,0.87161833,0.794549,0.8972745,0.7006625,0.85033125,0.6131333,0.80656666,0.7396378,0.8698189,0.7483568,0.8741784,0.6890489,0.84452444,0.79172105,0.89586055,0.70988643,0.8549432,0.7028715,0.8514358
2793,0.77392507,0.88696253,0.785483,0.8927415,0.70647573,0.85323787,0.6641326,0.8320663,0.73794746,0.86897373,0.7608335,0.88041675,0.7525134,0.8762567,0.8078251,0.90391254,0.7492559,0.87462795,0.79008794,0.89504397
