Unnamed: 0,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_google_ux_Score
98347,0.61363256,0.8068163,0.6059426,0.8029713,0.5486288,0.7743144,0.5741466,0.7870733,0.62664825,0.8133241,0.72047794,0.86023897,0.6627749,0.83138746,0.6918287,0.84591436,0.7534839,0.87674195,0.72891104,0.8644555
98348,0.5920373,0.79601866,0.6071589,0.80357945,0.6025352,0.8012676,0.6150956,0.8075478,0.5859611,0.79298055,0.6686541,0.83432704,0.634795,0.8173975,0.6913998,0.8456999,0.76820475,0.88410234,0.74849284,0.8742464
98349,0.7060294,0.8530147,0.6952594,0.84762967,0.6244275,0.8122138,0.6707041,0.83535206,0.6999799,0.84998995,0.78203845,0.8910192,0.7021638,0.8510819,0.79868746,0.8993437,0.78382015,0.8919101,0.78720754,0.8936038
98350,0.64670897,0.8233545,0.6318524,0.8159262,0.58276105,0.7913805,0.6327522,0.8163761,0.67331386,0.8366569,0.80377793,0.90188897,0.7232431,0.86162156,0.7559976,0.8779988,0.767746,0.883873,0.81726855,0.9086343
98351,0.6082487,0.80412436,0.62010497,0.8100525,0.5372989,0.76864946,0.5644615,0.78223073,0.65432465,0.8271623,0.74731994,0.87365997,0.7101555,0.85507774,0.73072326,0.86536163,0.74008954,0.87004477,0.77837557,0.8891878
98352,0.5499909,0.77499545,0.5346215,0.76731074,0.49077398,0.74538696,0.54006857,0.7700343,0.53089964,0.7654498,0.68199384,0.8409969,0.6402932,0.82014656,0.66379297,0.8318965,0.72626936,0.8631347,0.741063,0.8705315
98353,0.49835443,0.7491772,0.5005478,0.75027394,0.43796965,0.71898484,0.4601506,0.7300753,0.49783802,0.748919,0.5902344,0.7951172,0.58733404,0.793667,0.5746372,0.7873186,0.6168375,0.80841875,0.6315429,0.81577146
98354,0.5831736,0.79158676,0.6385317,0.81926584,0.5785949,0.78929746,0.5446198,0.7723099,0.56856096,0.7842805,0.5433874,0.7716937,0.5598482,0.7799241,0.59853977,0.7992699,0.5808089,0.79040444,0.56461596,0.782308
98355,0.71068716,0.8553436,0.71949244,0.8597462,0.6691325,0.83456624,0.6880845,0.84404224,0.72740555,0.8637028,0.74028647,0.87014323,0.7389189,0.86945945,0.7374896,0.8687448,0.7680916,0.88404584,0.8056358,0.9028179
98356,0.5612744,0.7806372,0.60365117,0.8018256,0.5047878,0.7523939,0.53743577,0.7687179,0.6088457,0.80442286,0.6224983,0.81124914,0.644757,0.8223785,0.65453994,0.82727,0.6548722,0.8274361,0.63015234,0.8150762
98357,0.67815256,0.8390763,0.70822525,0.8541126,0.65706646,0.82853323,0.6491533,0.8245766,0.66568303,0.8328415,0.59186935,0.7959347,0.60601705,0.80300856,0.6647147,0.83235735,0.64177716,0.8208886,0.61308146,0.8065407
98358,0.67166156,0.8358308,0.6695539,0.83477694,0.6388804,0.8194402,0.63791776,0.8189589,0.68789005,0.843945,0.78193086,0.89096546,0.7135514,0.8567757,0.7828361,0.89141804,0.7930509,0.89652544,0.8169458,0.9084729
98359,0.6248355,0.81241775,0.5561689,0.77808446,0.5237485,0.76187426,0.5356444,0.7678222,0.59569687,0.79784846,0.71306205,0.856531,0.64386165,0.8219308,0.6608243,0.83041215,0.72682047,0.86341023,0.72750217,0.86375105
98360,0.49475214,0.7473761,0.5393126,0.7696563,0.49492043,0.74746025,0.61444855,0.8072243,0.41941005,0.709705,0.3989942,0.6994971,0.38742676,0.69371337,0.5083756,0.7541878,0.53412473,0.76706237,0.4552228,0.7276114
98361,0.72442144,0.86221075,0.7157402,0.8578701,0.6676416,0.8338208,0.6732644,0.8366322,0.70829535,0.8541477,0.780364,0.890182,0.73747975,0.86873984,0.8085374,0.90426874,0.7980027,0.89900136,0.83237374,0.91618687
98362,0.60413176,0.80206585,0.59547615,0.7977381,0.574828,0.787414,0.54054,0.77027,0.6361868,0.8180934,0.70907545,0.8545377,0.6988549,0.84942746,0.67991877,0.8399594,0.7270348,0.8635174,0.7412182,0.8706091
98363,0.6549698,0.8274849,0.6454318,0.8227159,0.6118815,0.80594075,0.6074133,0.80370665,0.67820734,0.8391037,0.73377955,0.8668898,0.6580523,0.82902616,0.7396557,0.86982787,0.7368963,0.86844814,0.74595475,0.8729774
98364,0.6046057,0.80230284,0.59514874,0.7975744,0.59572184,0.7978609,0.5192255,0.75961274,0.59623975,0.7981199,0.6596577,0.82982886,0.61551595,0.807758,0.68525976,0.8426299,0.6491511,0.82457554,0.6938842,0.84694207
98365,0.5793866,0.7896933,0.621143,0.8105715,0.55366373,0.77683187,0.5538497,0.77692485,0.56161296,0.7808065,0.5819433,0.79097164,0.54715383,0.7735769,0.6565078,0.82825387,0.64488924,0.8224446,0.6172432,0.8086216
98366,0.55209434,0.77604717,0.6035601,0.80178005,0.53618205,0.768091,0.53900075,0.7695004,0.5709896,0.7854948,0.56300074,0.78150034,0.5604756,0.7802378,0.6114329,0.80571645,0.6097181,0.80485904,0.5833055,0.79165274
98367,0.56456834,0.78228414,0.5472704,0.7736352,0.5293852,0.7646926,0.5474277,0.7737138,0.5667225,0.78336126,0.68516284,0.8425814,0.60031426,0.8001571,0.6195412,0.8097706,0.6776948,0.8388474,0.68014026,0.8400701
98368,0.61261475,0.8063074,0.62744886,0.8137244,0.5931177,0.79655886,0.61516166,0.8075808,0.6026515,0.80132574,0.6745287,0.83726436,0.6393498,0.8196749,0.67359954,0.83679974,0.7226455,0.86132276,0.7342088,0.8671044
98369,0.62689817,0.8134491,0.61993194,0.80996597,0.5802158,0.7901079,0.59288526,0.7964426,0.69750404,0.848752,0.81678,0.90839,0.75655675,0.8782784,0.7756579,0.88782895,0.7577592,0.8788796,0.8280435,0.91402173
98370,0.6299523,0.81497616,0.6394418,0.81972086,0.5691392,0.7845696,0.6129019,0.80645096,0.65986896,0.8299345,0.7987482,0.8993741,0.7441733,0.87208664,0.7669618,0.8834809,0.7936326,0.8968163,0.8248381,0.9124191
98371,0.7159929,0.85799646,0.7142949,0.85714746,0.6738621,0.83693105,0.7353822,0.8676911,0.7130158,0.8565079,0.76641846,0.8832092,0.7254821,0.86274105,0.79084694,0.8954235,0.7862052,0.8931026,0.7929732,0.89648664
98372,0.75845534,0.87922764,0.70109904,0.8505495,0.64098454,0.82049227,0.6492201,0.82461005,0.7531414,0.8765707,0.8505503,0.92527515,0.7644116,0.88220584,0.834365,0.9171825,0.80416405,0.902082,0.85304075,0.92652035
98373,0.7551173,0.87755865,0.66281366,0.83140683,0.63525414,0.8176271,0.7070476,0.8535238,0.68429565,0.8421478,0.7424884,0.8712442,0.6444068,0.8222034,0.718824,0.859412,0.73981345,0.8699067,0.7318721,0.86593604
98374,0.69783866,0.84891933,0.6554167,0.82770836,0.6175895,0.80879474,0.6775701,0.83878505,0.6715737,0.8357868,0.74350274,0.87175137,0.6529063,0.82645315,0.7472147,0.87360734,0.7494428,0.8747214,0.7267585,0.86337924
98375,0.6810646,0.8405323,0.68970805,0.844854,0.669965,0.8349825,0.6832783,0.84163916,0.65310717,0.8265536,0.7635376,0.8817688,0.6950991,0.84754956,0.7514026,0.8757013,0.80042344,0.9002117,0.8121393,0.90606964
98376,0.71543443,0.8577172,0.68589777,0.8429489,0.66510963,0.8325548,0.7054275,0.85271376,0.66770434,0.8338522,0.74319106,0.8715955,0.6496143,0.82480717,0.7470678,0.8735339,0.75223964,0.87611985,0.72970665,0.8648533
98377,0.698452,0.849226,0.66447663,0.8322383,0.6206388,0.8103194,0.6425854,0.8212927,0.69543433,0.84771717,0.8213433,0.91067165,0.7729038,0.8864519,0.8030381,0.90151906,0.8235823,0.91179115,0.8600559,0.93002796
98378,0.73989946,0.8699497,0.6959427,0.8479713,0.6239969,0.8119985,0.65078473,0.82539237,0.7244092,0.8622046,0.8516462,0.9258231,0.78373706,0.89186853,0.8096384,0.9048192,0.790199,0.8950995,0.8494143,0.9247072
98379,0.7449029,0.8724514,0.63769424,0.8188471,0.6374241,0.81871206,0.6714324,0.8357162,0.6943282,0.8471641,0.81955814,0.9097791,0.6789664,0.8394832,0.75944847,0.87972426,0.742208,0.871104,0.7955551,0.89777756
98380,0.6590508,0.8295254,0.6393345,0.8196672,0.5787717,0.78938586,0.650856,0.825428,0.670913,0.8354565,0.7626183,0.88130915,0.71259135,0.8562957,0.7425568,0.8712784,0.7729084,0.8864542,0.7854594,0.8927297
98381,0.5960884,0.7980442,0.63998747,0.81999373,0.5545005,0.7772503,0.60654825,0.80327415,0.5885185,0.79425925,0.64576817,0.8228841,0.6258984,0.8129492,0.704426,0.852213,0.68560576,0.8428029,0.6608225,0.83041126
98382,0.62437767,0.81218886,0.62917626,0.8145881,0.55835843,0.7791792,0.61658645,0.8082932,0.64534384,0.8226719,0.7299249,0.86496246,0.6961129,0.84805644,0.7413193,0.87065965,0.75738657,0.8786933,0.7817627,0.89088136
98383,0.7056248,0.8528124,0.7116935,0.85584676,0.66820157,0.8341008,0.6582182,0.8291091,0.7077891,0.8538946,0.7598579,0.87992895,0.68487084,0.8424354,0.74785995,0.87393,0.7802988,0.8901494,0.76875,0.884375
98384,0.6886456,0.8443228,0.6706836,0.8353418,0.6043887,0.80219436,0.7127944,0.8563972,0.6459847,0.8229923,0.69259024,0.8462951,0.6418406,0.8209203,0.7333125,0.86665624,0.72933376,0.8646669,0.732182,0.866091
98385,0.6577152,0.8288576,0.62043875,0.8102194,0.57536775,0.78768384,0.6052524,0.8026262,0.6596806,0.8298403,0.7969119,0.898456,0.71441805,0.857209,0.76068175,0.8803409,0.7746397,0.88731986,0.82212347,0.91106176
98386,0.6813029,0.84065145,0.6727295,0.83636475,0.6221278,0.8110639,0.6962521,0.84812605,0.6893074,0.8446537,0.72049886,0.8602494,0.6786933,0.83934665,0.7550217,0.87751085,0.7507572,0.8753786,0.7542075,0.87710375
98387,0.6854094,0.8427047,0.69884294,0.8494215,0.6280996,0.81404984,0.70345426,0.8517271,0.7002083,0.85010415,0.7740233,0.88701165,0.72389084,0.8619454,0.7945056,0.8972528,0.7360243,0.8680122,0.76994264,0.8849713
98388,0.7081852,0.8540926,0.6848518,0.84242594,0.6204996,0.8102498,0.7008278,0.8504139,0.69605964,0.84802985,0.753409,0.8767045,0.7006148,0.8503074,0.7645081,0.88225406,0.75838196,0.879191,0.77961564,0.8898078
98389,0.68396807,0.84198403,0.6379849,0.81899244,0.62129545,0.8106477,0.6489941,0.82449704,0.6495372,0.8247686,0.76964515,0.8848226,0.67221445,0.83610725,0.7412714,0.8706357,0.74550545,0.8727527,0.79155934,0.89577967
98390,0.61442506,0.80721253,0.5710264,0.78551316,0.54369986,0.77184993,0.6793697,0.83968484,0.5911406,0.7955703,0.68234086,0.84117043,0.5862634,0.7931317,0.66257495,0.8312875,0.6775421,0.83877105,0.6960658,0.8480329
98391,0.5655066,0.7827533,0.53335416,0.7666771,0.48862284,0.74431145,0.49955028,0.7497752,0.59733665,0.7986683,0.7444023,0.87220114,0.69357896,0.8467895,0.6845403,0.84227014,0.71390057,0.8569503,0.76620424,0.8831021
98392,0.6064334,0.8032167,0.6398147,0.8199073,0.58489525,0.7924476,0.66125834,0.83062917,0.5667786,0.78338933,0.5881281,0.79406404,0.5614244,0.7807122,0.68134916,0.8406746,0.70388925,0.8519446,0.6621307,0.83106536
98393,0.6163845,0.80819225,0.6134152,0.8067076,0.5389826,0.7694913,0.56955147,0.78477573,0.6119766,0.8059883,0.7308316,0.8654158,0.6699792,0.8349896,0.7161948,0.85809743,0.7345928,0.8672964,0.7465991,0.87329954
98394,0.5555111,0.77775556,0.5681311,0.78406554,0.5131456,0.75657284,0.5090863,0.7545432,0.60274076,0.8013704,0.697387,0.8486935,0.6794144,0.8397072,0.67195547,0.83597773,0.73137504,0.8656875,0.75605696,0.8780285
98395,0.74471354,0.8723568,0.68326896,0.8416345,0.63821435,0.8191072,0.6361034,0.8180517,0.7721147,0.8860574,0.884271,0.9421355,0.78570837,0.8928542,0.8337933,0.91689664,0.8031672,0.9015836,0.868419,0.93420947
98396,0.6684345,0.83421725,0.64430285,0.8221514,0.59943855,0.7997193,0.63858986,0.8192949,0.6997074,0.8498537,0.7912199,0.89561,0.7576145,0.87880725,0.7696717,0.88483584,0.7952359,0.89761794,0.83626175,0.9181309
98397,0.5825074,0.7912537,0.5728582,0.7864291,0.51351476,0.7567574,0.53053707,0.76526856,0.6333846,0.8166923,0.73734766,0.8686738,0.6957902,0.8478951,0.70077354,0.85038674,0.7435498,0.8717749,0.78264594,0.891323
98398,0.66871846,0.8343592,0.5976609,0.79883045,0.58367467,0.79183733,0.564131,0.7820655,0.67851037,0.8392552,0.8113644,0.9056822,0.6971351,0.84856755,0.7402097,0.87010485,0.7521951,0.87609756,0.78722477,0.8936124
98399,0.5923039,0.79615194,0.5991473,0.79957366,0.55308366,0.7765418,0.55638087,0.77819043,0.6183315,0.8091657,0.6601664,0.8300832,0.67357457,0.8367873,0.66224706,0.83112353,0.67491376,0.8374569,0.7022776,0.85113883
98400,0.51418006,0.75709003,0.53423595,0.767118,0.44519126,0.72259563,0.54026234,0.7701312,0.52462703,0.7623135,0.5219295,0.76096475,0.5375496,0.7687748,0.53898656,0.7694933,0.62551224,0.8127561,0.55711514,0.77855754
98401,0.66027266,0.8301363,0.7032169,0.85160846,0.6189849,0.80949247,0.6398506,0.8199253,0.6333425,0.81667125,0.6915785,0.84578925,0.67073894,0.83536947,0.76343197,0.881716,0.7767539,0.88837695,0.76398736,0.88199365
98402,0.7687043,0.88435215,0.71538913,0.85769457,0.6790179,0.83950895,0.6740964,0.8370482,0.7552842,0.8776421,0.8376208,0.91881037,0.74766874,0.8738344,0.8189461,0.90947306,0.7955501,0.89777505,0.84415114,0.92207557
1747,0.6973171,0.84865856,0.6328614,0.8164307,0.61364335,0.8068217,0.6737165,0.8368583,0.63272953,0.81636477,0.65278375,0.8263919,0.62663174,0.81331587,0.66613466,0.8330673,0.69150984,0.8457549,0.6600007,0.83000034
1784,0.6758379,0.83791894,0.6812299,0.8406149,0.60939336,0.8046967,0.61725783,0.8086289,0.7075201,0.85376006,0.69150525,0.8457526,0.72307956,0.8615398,0.71345234,0.85672617,0.7425437,0.87127185,0.68836856,0.8441843
2476,0.779026,0.889513,0.70770144,0.8538507,0.7285794,0.8642897,0.6252339,0.81261694,0.73505974,0.86752987,0.77107275,0.8855364,0.699635,0.8498175,0.7576772,0.8788386,0.69950604,0.849753,0.7666998,0.8833499
2515,0.74836797,0.874184,0.6748332,0.8374166,0.6763613,0.83818066,0.6152543,0.80762714,0.6766535,0.83832675,0.7227075,0.86135375,0.63307816,0.81653905,0.6766332,0.83831656,0.67958575,0.83979285,0.72491187,0.86245596
2517,0.7204615,0.86023074,0.701867,0.8509335,0.707259,0.85362947,0.61391187,0.80695593,0.706846,0.853423,0.6113229,0.80566144,0.55629426,0.7781471,0.67178065,0.8358903,0.6258797,0.8129399,0.60146606,0.80073303
2529,0.67826223,0.8391311,0.6365334,0.8182667,0.5809814,0.7904907,0.57338536,0.7866927,0.6519696,0.82598484,0.6010833,0.80054164,0.64204013,0.82102007,0.6083938,0.8041969,0.59854496,0.7992725,0.62983,0.814915
2538,0.744314,0.872157,0.66641074,0.83320534,0.6339257,0.81696284,0.62162375,0.8108119,0.7054843,0.85274214,0.7030945,0.85154724,0.66552997,0.832765,0.68560636,0.8428032,0.64714223,0.8235711,0.6770159,0.83850795
2551,0.78649575,0.89324784,0.7108935,0.85544676,0.66623557,0.8331178,0.60298324,0.8014916,0.70728993,0.85364497,0.72836196,0.864181,0.6593804,0.8296902,0.7016823,0.85084116,0.7025393,0.85126966,0.70687234,0.8534362
2553,0.76908565,0.8845428,0.6958827,0.84794134,0.7030331,0.85151654,0.6387378,0.8193689,0.6924137,0.84620684,0.7268714,0.8634357,0.674093,0.8370465,0.7168478,0.8584239,0.6859648,0.8429824,0.73181653,0.86590827
2554,0.6459384,0.8229692,0.6500572,0.8250286,0.58725846,0.7936292,0.6220683,0.81103414,0.63744307,0.81872153,0.68774164,0.8438708,0.6370989,0.81854945,0.68252766,0.84126383,0.70393354,0.85196674,0.7207413,0.86037064
2555,0.61242855,0.8062143,0.6317136,0.8158568,0.5906663,0.79533315,0.59039044,0.7951952,0.5542838,0.7771419,0.55594206,0.777971,0.5571108,0.7785554,0.60693586,0.8034679,0.6422084,0.82110417,0.5989244,0.7994622
2556,0.690513,0.8452565,0.76111627,0.88055813,0.7396934,0.8698467,0.69095737,0.84547865,0.6665855,0.8332927,0.62731814,0.8136591,0.5892074,0.7946037,0.7169342,0.8584671,0.68076205,0.840381,0.64304847,0.82152426
2577,0.7874249,0.89371246,0.740262,0.870131,0.70049095,0.8502455,0.69361883,0.8468094,0.6948365,0.84741825,0.7192938,0.8596469,0.6647854,0.8323927,0.7338127,0.86690634,0.71824336,0.8591217,0.7246275,0.86231375
2582,0.7338029,0.86690146,0.67905205,0.83952606,0.69647634,0.84823817,0.6056132,0.8028066,0.6802356,0.8401178,0.72982407,0.86491203,0.6516188,0.82580936,0.7058957,0.85294783,0.6797862,0.8398931,0.70234996,0.85117495
2583,0.632933,0.8164665,0.6860134,0.84300673,0.6753864,0.8376932,0.6110456,0.8055228,0.6202265,0.81011325,0.5965878,0.7982939,0.57394457,0.7869723,0.6305672,0.8152836,0.63205355,0.8160268,0.6001916,0.8000958
2584,0.7591322,0.8795661,0.6590048,0.8295024,0.67178726,0.83589363,0.5909967,0.7954984,0.7193953,0.85969764,0.7163731,0.85818654,0.6267952,0.8133976,0.70651245,0.8532562,0.5964496,0.7982248,0.6608779,0.830439
2585,0.7058477,0.85292387,0.68106097,0.8405305,0.62768066,0.8138403,0.6223142,0.8111571,0.66583896,0.8329195,0.6896466,0.8448233,0.6837282,0.8418641,0.69763637,0.8488182,0.66916776,0.8345839,0.70397615,0.8519881
2586,0.74080074,0.87040037,0.7511523,0.87557614,0.7062662,0.8531331,0.68341804,0.841709,0.6377768,0.8188884,0.6542772,0.8271386,0.6004684,0.8002342,0.7109188,0.8554594,0.7085378,0.8542689,0.6714028,0.8357014
2587,0.64887226,0.8244361,0.59999824,0.7999991,0.5944666,0.79723334,0.5711611,0.7855805,0.55501294,0.7775065,0.5907529,0.7953764,0.52738297,0.7636915,0.59722376,0.7986119,0.57016826,0.7850841,0.57961214,0.78980607
2588,0.74844706,0.87422353,0.6990315,0.84951574,0.6730751,0.83653754,0.66984737,0.8349237,0.6155053,0.8077526,0.62722045,0.8136102,0.55021596,0.775108,0.67646945,0.8382347,0.6726363,0.83631814,0.62664586,0.8133229
2589,0.7507603,0.87538016,0.6585283,0.82926416,0.6676837,0.83384186,0.5905062,0.7952531,0.66591537,0.8329577,0.6974647,0.84873235,0.59671426,0.7983571,0.670732,0.835366,0.6104672,0.8052336,0.65196997,0.82598495
2590,0.72792464,0.8639623,0.6938733,0.84693664,0.6791588,0.8395794,0.6772283,0.8386141,0.68773496,0.8438675,0.66886777,0.8344339,0.66128516,0.8306426,0.69207823,0.8460391,0.6221588,0.8110794,0.67282647,0.83641326
2591,0.7258175,0.8629087,0.6766566,0.8383283,0.65017736,0.8250887,0.5972406,0.79862034,0.67596424,0.8379821,0.7582311,0.8791156,0.6601356,0.8300678,0.7231017,0.8615508,0.69223857,0.8461193,0.74254227,0.87127113
2592,0.7723886,0.8861943,0.69501495,0.8475075,0.72164667,0.86082333,0.6590397,0.82951987,0.7056133,0.8528067,0.68386006,0.84193003,0.6176028,0.8088014,0.6745068,0.8372534,0.6459187,0.82295936,0.6762783,0.8381392
2594,0.6853473,0.84267366,0.63994956,0.8199748,0.64950466,0.82475233,0.67187494,0.8359375,0.6427338,0.8213669,0.6382814,0.8191407,0.5968429,0.79842144,0.63824546,0.81912273,0.620278,0.810139,0.6211357,0.81056786
2595,0.7057322,0.8528661,0.69942105,0.8497105,0.67265624,0.83632815,0.64695543,0.82347775,0.64440215,0.8222011,0.66576326,0.8328816,0.6386621,0.81933105,0.6933834,0.8466917,0.6714089,0.83570445,0.70079,0.85039496
2597,0.7982632,0.8991316,0.69745874,0.8487294,0.75150156,0.8757508,0.623271,0.8116355,0.7303854,0.8651927,0.76282686,0.88141346,0.6402701,0.82013506,0.73134613,0.86567307,0.64911675,0.8245584,0.7029748,0.8514874
2645,0.6660455,0.8330227,0.66489244,0.8324462,0.7000118,0.85000587,0.62149215,0.8107461,0.6104949,0.8052474,0.6462426,0.8231213,0.59875524,0.7993776,0.6511602,0.8255801,0.6827153,0.84135765,0.6760638,0.8380319
2654,0.7205208,0.86026037,0.6928084,0.8464042,0.69405216,0.8470261,0.68576956,0.8428848,0.6563122,0.8281561,0.62516165,0.8125808,0.58735144,0.7936757,0.6855407,0.84277034,0.6186869,0.80934346,0.6308584,0.8154292
2655,0.6760036,0.8380018,0.64923316,0.82461655,0.63462627,0.81731313,0.68242383,0.8412119,0.62957394,0.814787,0.63420415,0.8171021,0.59835464,0.7991773,0.6333461,0.81667304,0.6563045,0.82815224,0.6400572,0.8200286
2656,0.728874,0.864437,0.71277916,0.8563896,0.668967,0.8344835,0.63995945,0.8199797,0.6424953,0.82124764,0.66099894,0.8304995,0.6022818,0.8011409,0.71433663,0.8571683,0.661551,0.8307755,0.6349616,0.8174808
2657,0.65316087,0.8265804,0.6168898,0.80844486,0.6036136,0.8018068,0.58478594,0.79239297,0.6474706,0.8237353,0.7097441,0.85487205,0.6114507,0.80572534,0.74483156,0.8724158,0.74861217,0.8743061,0.71071386,0.85535693
2658,0.6969105,0.84845525,0.64538264,0.8226913,0.63067496,0.8153375,0.6072655,0.80363274,0.61157405,0.805787,0.6046923,0.8023461,0.5047405,0.75237024,0.6480154,0.8240077,0.63477516,0.8173876,0.591745,0.7958725
2659,0.63674784,0.8183739,0.65030026,0.82515013,0.6022792,0.8011396,0.61572945,0.8078647,0.61991835,0.8099592,0.5920386,0.7960193,0.6174772,0.8087386,0.64350164,0.8217508,0.6427257,0.82136285,0.62811315,0.8140566
2660,0.60683227,0.80341613,0.59766304,0.7988315,0.5561481,0.778074,0.5490562,0.7745281,0.59088135,0.7954407,0.608265,0.80413246,0.6192516,0.8096258,0.5963531,0.7981765,0.6101167,0.80505836,0.6195143,0.8097571
2741,0.6212101,0.81060505,0.5409512,0.7704756,0.5379306,0.7689653,0.579611,0.78980553,0.5253287,0.7626643,0.49363095,0.74681544,0.45491737,0.7274587,0.50616866,0.7530843,0.5244783,0.76223916,0.49561214,0.7478061
2766,0.69278693,0.84639347,0.7987498,0.8993749,0.7093757,0.8546878,0.6603246,0.8301623,0.66229725,0.8311486,0.65465546,0.8273277,0.627938,0.813969,0.744979,0.8724895,0.6992166,0.8496083,0.6674012,0.8337006
2793,0.6749125,0.8374562,0.71250284,0.8562514,0.6086902,0.80434513,0.6115606,0.8057803,0.65355456,0.8267773,0.66716605,0.833583,0.69008934,0.8450447,0.7116382,0.8558191,0.6933162,0.8466581,0.71870303,0.8593515
2810,0.70534515,0.8526726,0.70372754,0.85186374,0.6804732,0.8402366,0.6161623,0.80808115,0.61250985,0.8062549,0.5684838,0.7842419,0.49557197,0.747786,0.6717048,0.8358524,0.5971986,0.7985993,0.5312305,0.7656152
2824,0.7482529,0.87412643,0.7526295,0.87631476,0.72386885,0.8619344,0.69071996,0.84536,0.72930896,0.8646545,0.6765052,0.8382526,0.6454073,0.82270366,0.7667603,0.8833802,0.7218653,0.86093265,0.6967081,0.84835404
3002,0.7604935,0.88024676,0.70907724,0.8545386,0.71217227,0.85608613,0.67393255,0.8369663,0.6876424,0.84382117,0.6689191,0.83445954,0.6859635,0.84298176,0.69131577,0.8456579,0.6667398,0.8333699,0.6848074,0.8424037
3021,0.72579277,0.8628964,0.7143769,0.85718846,0.64569587,0.82284796,0.6520206,0.8260103,0.6722368,0.8361184,0.5866727,0.7933364,0.5876594,0.7938297,0.6467159,0.82335794,0.6390865,0.81954324,0.6032197,0.8016099
3093,0.78735447,0.89367723,0.7749796,0.8874898,0.7170365,0.85851824,0.69290316,0.8464516,0.79272205,0.896361,0.7784143,0.8892071,0.7960197,0.89800984,0.77991045,0.8899552,0.77164465,0.8858223,0.80372584,0.9018629
3105,0.81441295,0.9072065,0.76374245,0.8818712,0.75717425,0.8785871,0.68051374,0.84025687,0.7613841,0.88069206,0.7008354,0.85041773,0.68430424,0.8421521,0.73487264,0.8674363,0.7120149,0.85600746,0.73484445,0.8674222
3113,0.63600355,0.81800175,0.59287965,0.7964398,0.5857538,0.7928769,0.53314745,0.7665737,0.58494985,0.7924749,0.680148,0.840074,0.5951916,0.7975958,0.62193125,0.81096566,0.60673904,0.8033695,0.6486774,0.8243387
3118,0.73269784,0.8663489,0.68174773,0.84087384,0.67359924,0.8367996,0.62622005,0.81311,0.6787431,0.83937156,0.6950716,0.8475358,0.6353377,0.81766886,0.7008146,0.8504073,0.682459,0.8412295,0.71084076,0.85542035
3120,0.680393,0.8401965,0.65458405,0.827292,0.6168152,0.8084076,0.6145431,0.80727154,0.65056115,0.82528055,0.6892624,0.8446312,0.6450243,0.82251215,0.697559,0.8487795,0.68317103,0.8415855,0.7077718,0.8538859
3122,0.74051046,0.87025523,0.7013586,0.8506793,0.69235826,0.8461791,0.60824203,0.804121,0.6587323,0.82936615,0.66968477,0.8348424,0.59243727,0.79621863,0.68526584,0.8426329,0.68271124,0.8413556,0.66746336,0.83373165
3123,0.76058793,0.88029397,0.698735,0.8493675,0.6915476,0.8457738,0.6220904,0.81104517,0.7309191,0.86545956,0.76896274,0.8844814,0.6969278,0.8484639,0.7608521,0.88042605,0.71377,0.85688496,0.7560961,0.87804806
3133,0.7685461,0.88427305,0.72494483,0.8624724,0.7278682,0.8639341,0.6990538,0.8495269,0.7006833,0.8503417,0.7026232,0.85131156,0.64649636,0.82324815,0.7550295,0.8775147,0.68852687,0.84426343,0.7157947,0.85789734
