,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98331,0.6062863,0.80314314,0.548149,0.7740745,0.53969646,0.7698482,0.6079942,0.8039971,0.5788896,0.7894448,0.68579483,0.8428974,0.54426503,0.7721325,0.6292287,0.81461436,0.68094957,0.8404748,0.6216099,0.81080496
98332,0.5937799,0.79688996,0.6146007,0.8073003,0.5433732,0.7716866,0.611483,0.8057415,0.60449356,0.8022468,0.66767967,0.83383983,0.6843802,0.8421901,0.7197565,0.85987824,0.71481454,0.8574073,0.70051694,0.85025847
98333,0.5755503,0.78777516,0.5442175,0.7721088,0.51526207,0.75763106,0.557112,0.778556,0.5610522,0.7805261,0.6904424,0.84522116,0.65655565,0.8282778,0.644336,0.822168,0.70437914,0.85218954,0.71291983,0.8564599
98334,0.7106111,0.85530555,0.68512034,0.8425602,0.66574323,0.8328716,0.67265546,0.83632773,0.64830494,0.82415247,0.6435765,0.82178825,0.5919329,0.79596645,0.6827458,0.8413729,0.6512227,0.82561135,0.6393055,0.81965274
98335,0.70227104,0.8511355,0.6981925,0.84909624,0.6546351,0.82731754,0.70264894,0.85132444,0.6884717,0.84423584,0.7708565,0.88542825,0.7069013,0.85345066,0.8020791,0.90103954,0.76416147,0.88208073,0.7823093,0.89115465
98336,0.59890234,0.7994512,0.58021295,0.7901065,0.58797574,0.7939879,0.58365244,0.79182625,0.6298158,0.8149079,0.72470903,0.8623545,0.6038618,0.8019309,0.70119536,0.8505977,0.6720896,0.8360448,0.6718211,0.83591056
98337,0.4851588,0.7425794,0.46853763,0.7342688,0.42255843,0.7112792,0.50558746,0.7527937,0.5092145,0.75460726,0.6006634,0.8003317,0.5939373,0.79696864,0.5509645,0.77548224,0.6237999,0.81189996,0.6087003,0.80435014
98338,0.58386844,0.79193425,0.6319046,0.8159523,0.56243527,0.78121763,0.5854946,0.79274726,0.5664122,0.7832061,0.5177715,0.75888574,0.5281917,0.76409584,0.6035153,0.8017577,0.6356297,0.8178148,0.5614442,0.78072214
98339,0.533779,0.7668895,0.5376612,0.7688306,0.50721896,0.7536095,0.5364467,0.76822335,0.5599205,0.7799603,0.67185736,0.8359287,0.6227237,0.81136185,0.67271304,0.8363565,0.6861161,0.84305805,0.71349514,0.85674757
98340,0.61460614,0.8073031,0.6113625,0.8056812,0.5382084,0.76910424,0.60428023,0.8021401,0.66053385,0.83026695,0.76242805,0.881214,0.72297573,0.86148787,0.7222914,0.86114573,0.7407546,0.8703773,0.7680633,0.88403165
98341,0.64816475,0.8240824,0.64900434,0.82450217,0.58710194,0.79355097,0.6531622,0.8265811,0.662406,0.831203,0.7744162,0.8872081,0.7178861,0.85894305,0.7800105,0.89000523,0.7399992,0.8699996,0.77247334,0.88623667
98342,0.75115335,0.8755767,0.67792356,0.8389618,0.63503075,0.8175154,0.62045425,0.81022716,0.7436302,0.8718151,0.8183687,0.90918434,0.7251146,0.8625573,0.79138935,0.8956947,0.7671311,0.88356555,0.79604113,0.89802057
98343,0.53018296,0.7650915,0.50472534,0.75236267,0.4544621,0.727231,0.5086919,0.75434595,0.57672083,0.7883604,0.66633916,0.8331696,0.6172762,0.8086381,0.63677317,0.81838655,0.675724,0.837862,0.6659159,0.832958
98344,0.7490882,0.87454414,0.6987039,0.84935194,0.6534499,0.82672495,0.67311835,0.8365592,0.73599005,0.867995,0.83877283,0.9193864,0.73896486,0.8694824,0.80136573,0.90068287,0.7878332,0.8939166,0.8422634,0.92113173
98345,0.6724962,0.8362481,0.65150666,0.82575333,0.6142906,0.8071453,0.61626065,0.8081303,0.70044225,0.85022116,0.82063603,0.910318,0.733317,0.8666585,0.77316964,0.8865848,0.74343956,0.8717198,0.80824053,0.90412027
98346,0.6215764,0.8107882,0.6184236,0.8092118,0.57070035,0.7853502,0.6037122,0.8018561,0.6593363,0.82966816,0.7373056,0.8686528,0.6587508,0.8293754,0.74817216,0.8740861,0.7061576,0.85307884,0.7169777,0.85848886
98347,0.5821373,0.7910687,0.5689016,0.78445077,0.54023015,0.7701151,0.55992556,0.7799628,0.568068,0.784034,0.6679226,0.8339613,0.6026708,0.8013354,0.65426004,0.82713,0.7133031,0.85665154,0.688511,0.8442555
98348,0.5790422,0.7895211,0.5746806,0.7873403,0.52654874,0.7632744,0.5627595,0.78137976,0.60764205,0.803821,0.7158402,0.8579201,0.67075646,0.8353782,0.69187427,0.84593713,0.7485684,0.8742842,0.7513655,0.8756827
98349,0.7550013,0.87750065,0.7137445,0.85687226,0.63451624,0.8172581,0.64025104,0.8201255,0.76158106,0.88079053,0.8347787,0.9173894,0.72752684,0.86376345,0.8236322,0.9118161,0.7789362,0.8894681,0.81265616,0.9063281
98350,0.69509065,0.8475453,0.6576469,0.82882345,0.601261,0.8006305,0.6451804,0.82259023,0.7193173,0.85965866,0.8334404,0.9167202,0.7511097,0.87555486,0.7911541,0.8955771,0.779961,0.8899805,0.82766783,0.9138339
98351,0.68186283,0.8409314,0.643101,0.8215505,0.60769653,0.80384827,0.5951493,0.79757464,0.68430936,0.8421547,0.7951937,0.89759684,0.72755474,0.8637774,0.73270655,0.8663533,0.74330103,0.8716505,0.7924,0.8962
98352,0.5171768,0.75858843,0.52795446,0.7639772,0.43530118,0.7176506,0.52869207,0.764346,0.5449618,0.7724809,0.6857928,0.8428964,0.6626495,0.83132476,0.6649624,0.8324812,0.7245543,0.86227715,0.73618007,0.86809003
98353,0.5341875,0.7670938,0.52377474,0.7618874,0.47004965,0.7350248,0.47185242,0.7359262,0.58144784,0.7907239,0.68381476,0.8419074,0.69280016,0.8464001,0.64178157,0.8208908,0.648121,0.8240605,0.6959496,0.8479748
98354,0.52287155,0.76143575,0.60328686,0.80164343,0.54619694,0.77309847,0.50223505,0.7511175,0.542488,0.771244,0.46648926,0.73324466,0.5068831,0.7534416,0.5364102,0.7682051,0.50836444,0.7541822,0.46390617,0.7319531
98355,0.65981334,0.8299067,0.65006506,0.82503253,0.6303214,0.8151607,0.6243384,0.8121692,0.6688005,0.83440024,0.7145289,0.85726446,0.7174474,0.8587237,0.70546937,0.8527347,0.7448622,0.8724311,0.76910377,0.8845519
98356,0.6288017,0.81440085,0.6245123,0.81225616,0.55365723,0.77682865,0.5765516,0.78827584,0.6434248,0.8217124,0.721571,0.8607855,0.6931666,0.8465833,0.7135614,0.8567807,0.71120644,0.8556032,0.7227528,0.8613764
98357,0.65886617,0.8294331,0.71838105,0.8591905,0.6364603,0.81823015,0.63076174,0.8153809,0.64703596,0.823518,0.5655663,0.78278315,0.5888778,0.7944389,0.6331573,0.8165786,0.6201328,0.8100664,0.5683636,0.78418183
98358,0.709005,0.8545025,0.6941786,0.8470893,0.6650964,0.8325482,0.62898016,0.8144901,0.7601689,0.88008446,0.8420578,0.9210289,0.79412246,0.8970612,0.8341783,0.91708916,0.8345209,0.9172604,0.8516325,0.92581624
98359,0.5970957,0.79854786,0.55995053,0.7799753,0.53574777,0.7678739,0.54046094,0.7702305,0.61000025,0.8050001,0.7116457,0.85582286,0.6649968,0.83249843,0.66115165,0.8305758,0.7332935,0.86664677,0.72946846,0.86473423
98360,0.45669955,0.7283498,0.5091144,0.7545572,0.4446116,0.7223058,0.5842383,0.79211915,0.40450287,0.70225143,0.4029187,0.70145935,0.40379396,0.70189697,0.49197865,0.7459893,0.5340893,0.76704466,0.442365,0.72118247
98361,0.68716645,0.8435832,0.70725185,0.8536259,0.6335218,0.8167609,0.6906431,0.84532154,0.71000314,0.85500157,0.7610506,0.8805253,0.70721143,0.85360575,0.8083774,0.9041887,0.7846723,0.89233613,0.7953161,0.89765805
98362,0.56479675,0.78239834,0.57631123,0.7881556,0.5247557,0.76237786,0.5388706,0.7694353,0.59131634,0.7956582,0.66327566,0.83163786,0.6746366,0.8373183,0.63910115,0.8195506,0.6589438,0.8294719,0.6768185,0.83840925
98363,0.68162894,0.8408145,0.65903175,0.8295159,0.6206177,0.8103088,0.6359627,0.81798136,0.65224576,0.8261229,0.6799662,0.8399831,0.6044022,0.8022011,0.7214692,0.8607346,0.71411324,0.8570566,0.6998769,0.84993845
98364,0.5900858,0.7950429,0.626091,0.8130455,0.6250453,0.81252265,0.5680685,0.78403425,0.6355103,0.81775516,0.7315328,0.8657664,0.65728587,0.82864296,0.74228406,0.871142,0.68574166,0.84287083,0.71359956,0.8567998
98365,0.6039283,0.80196416,0.6625312,0.83126557,0.5920702,0.7960351,0.6073678,0.8036839,0.58114034,0.79057014,0.61043984,0.8052199,0.582456,0.791228,0.69958377,0.8497919,0.688396,0.844198,0.64954436,0.8247722
98366,0.5640191,0.78200954,0.5999589,0.79997945,0.52739286,0.76369643,0.5182259,0.75911295,0.57458663,0.7872933,0.5770178,0.7885089,0.5712467,0.7856233,0.6326561,0.81632805,0.61573577,0.8078679,0.58632064,0.7931603
98367,0.663913,0.8319565,0.6277494,0.8138747,0.62070835,0.8103542,0.62351567,0.8117578,0.665393,0.8326965,0.75525385,0.8776269,0.6579163,0.82895815,0.7138944,0.8569472,0.73794997,0.868975,0.7297416,0.8648708
98368,0.5502392,0.7751196,0.56626445,0.7831322,0.5199486,0.7599743,0.5341102,0.7670551,0.5686662,0.7843331,0.6855332,0.84276664,0.61464536,0.8073227,0.62592745,0.8129637,0.66792905,0.8339645,0.69009495,0.8450475
98369,0.5497061,0.77485305,0.5546768,0.7773384,0.5177016,0.7588508,0.5297614,0.76488066,0.62239444,0.8111972,0.7623649,0.88118243,0.699193,0.8495965,0.7310406,0.8655203,0.70557797,0.852789,0.7741689,0.8870845
98370,0.65658617,0.8282931,0.63542926,0.81771463,0.5496389,0.7748195,0.6080527,0.80402637,0.67160547,0.83580273,0.81013787,0.90506893,0.7453134,0.8726567,0.76502645,0.8825132,0.746207,0.8731035,0.79959977,0.8997999
98371,0.682155,0.8410775,0.6554351,0.82771754,0.6223303,0.81116515,0.69560313,0.84780157,0.6347177,0.81735885,0.74861693,0.87430847,0.6632379,0.83161896,0.7441973,0.8720987,0.7521384,0.8760692,0.7526351,0.87631756
98372,0.676226,0.838113,0.61451167,0.80725586,0.5388892,0.7694446,0.63362527,0.81681263,0.62497866,0.81248933,0.733268,0.866634,0.6582035,0.82910174,0.7532863,0.8766432,0.6954891,0.8477446,0.74374235,0.8718712
98373,0.69179523,0.8458976,0.6738933,0.8369466,0.6073283,0.80366415,0.6916256,0.8458128,0.664907,0.8324535,0.7239256,0.8619628,0.65559316,0.8277966,0.7106718,0.8553359,0.7226932,0.8613466,0.72062266,0.8603113
98374,0.736745,0.8683725,0.71425897,0.85712945,0.6546899,0.82734495,0.7123165,0.85615826,0.7284932,0.8642466,0.775211,0.8876055,0.7011888,0.8505944,0.7861618,0.8930809,0.7483672,0.8741836,0.7473154,0.8736577
98375,0.6828258,0.8414129,0.7023792,0.8511896,0.6635891,0.83179456,0.69699615,0.8484981,0.67390615,0.83695304,0.72019684,0.8600984,0.66825926,0.83412963,0.731758,0.865879,0.7480842,0.8740421,0.74111503,0.87055755
98376,0.7246864,0.8623432,0.66547346,0.83273673,0.5920944,0.7960472,0.63118684,0.8155934,0.7254145,0.86270726,0.83915293,0.91957647,0.724187,0.8620935,0.76802117,0.88401055,0.76542544,0.8827127,0.8000151,0.90000755
98377,0.65098715,0.8254936,0.6328087,0.81640434,0.5956572,0.7978286,0.62886417,0.8144321,0.65751624,0.8287581,0.7760693,0.88803464,0.71356004,0.85678005,0.7919425,0.89597124,0.7871692,0.8935846,0.81587505,0.9079375
98378,0.7179524,0.8589762,0.6866273,0.8433137,0.59595823,0.7979791,0.61222327,0.80611163,0.74714625,0.8735731,0.8483312,0.9241656,0.78910315,0.8945516,0.82559013,0.91279507,0.7667639,0.88338196,0.8561905,0.9280952
98379,0.6278341,0.81391704,0.5803252,0.79016256,0.54774857,0.7738743,0.5604254,0.7802127,0.6691869,0.8345934,0.8156097,0.90780485,0.71855485,0.8592774,0.727369,0.86368454,0.72223383,0.8611169,0.80456245,0.9022812
98380,0.7282982,0.8641491,0.7099402,0.8549701,0.63973224,0.8198661,0.72398674,0.8619934,0.727674,0.863837,0.82150054,0.91075027,0.7648585,0.88242924,0.82057345,0.9102867,0.8175869,0.90879345,0.8224167,0.9112084
98381,0.5378506,0.7689253,0.5706705,0.78533524,0.47834304,0.7391715,0.56549877,0.7827494,0.5143292,0.7571646,0.5839579,0.79197896,0.56457716,0.78228855,0.6287243,0.81436217,0.61008054,0.80504024,0.5752976,0.7876488
98382,0.63431245,0.8171562,0.6238104,0.8119052,0.55294824,0.7764741,0.5884304,0.7942152,0.679623,0.8398115,0.78696555,0.8934828,0.74420047,0.87210023,0.772658,0.886329,0.7519442,0.8759721,0.8054117,0.90270585
98383,0.6941042,0.8470521,0.6826985,0.84134924,0.61707807,0.80853903,0.61039895,0.8051995,0.72054225,0.8602711,0.76190436,0.8809522,0.6775765,0.8387883,0.7340001,0.86700004,0.74400854,0.8720043,0.726777,0.86338854
98384,0.6713444,0.8356722,0.68205595,0.841028,0.61458933,0.80729467,0.69030845,0.8451542,0.6423538,0.8211769,0.67172897,0.8358645,0.6440687,0.82203436,0.699996,0.849998,0.7228185,0.86140925,0.70578957,0.8528948
98385,0.6313061,0.8156531,0.6417986,0.8208993,0.5695652,0.7847826,0.62146515,0.8107326,0.65065026,0.82532513,0.7483698,0.8741849,0.6947049,0.84735245,0.76091087,0.88045543,0.75622565,0.8781128,0.77529943,0.8876497
98386,0.69854134,0.8492707,0.70027006,0.850135,0.6372038,0.8186019,0.70326865,0.8516343,0.72709656,0.8635483,0.7978417,0.8989209,0.7653947,0.88269734,0.8167558,0.9083779,0.8132019,0.90660095,0.8299405,0.9149703
98387,0.67004144,0.8350207,0.6905397,0.84526986,0.6117135,0.80585676,0.67811716,0.8390586,0.7280623,0.86403114,0.76365185,0.8818259,0.7107525,0.85537624,0.7806988,0.8903494,0.72141767,0.86070883,0.7645123,0.88225615
98388,0.70549923,0.8527496,0.6940042,0.8470021,0.6000749,0.80003744,0.6846355,0.84231776,0.7061695,0.85308474,0.79120314,0.8956016,0.73500454,0.8675023,0.7877706,0.8938853,0.75514543,0.8775727,0.7936176,0.8968088
98389,0.71475464,0.8573773,0.67099684,0.83549845,0.627511,0.8137555,0.63695455,0.8184773,0.7243555,0.8621777,0.8422541,0.9211271,0.76107615,0.8805381,0.79504,0.89752,0.78614247,0.89307123,0.8455147,0.9227574
98390,0.5899513,0.79497564,0.58157283,0.7907864,0.5248245,0.76241225,0.6990621,0.84953105,0.5837534,0.7918767,0.65400964,0.8270048,0.59062135,0.7953107,0.6451407,0.8225703,0.6544598,0.82722986,0.6619979,0.83099896
98391,0.6297996,0.8148998,0.5779676,0.7889838,0.55728066,0.77864033,0.5389953,0.76949763,0.684074,0.84203696,0.8352601,0.9176301,0.75828004,0.87914,0.73114973,0.86557484,0.749929,0.8749645,0.81454694,0.9072735
98392,0.5705763,0.78528816,0.5397037,0.76985186,0.51096755,0.75548375,0.6077774,0.8038887,0.5245487,0.7622744,0.57069623,0.7853481,0.53116417,0.7655821,0.6207527,0.81037635,0.606139,0.8030695,0.5921873,0.79609364
98393,0.6148944,0.8074472,0.59393406,0.796967,0.53014684,0.7650734,0.590199,0.7950995,0.60722876,0.8036144,0.70085424,0.85042715,0.65689087,0.82844543,0.68835425,0.8441771,0.72135615,0.8606781,0.70828146,0.85414076
98394,0.58752185,0.7937609,0.5570867,0.77854335,0.50395167,0.75197583,0.5311006,0.76555026,0.63706636,0.8185332,0.740688,0.87034404,0.71475494,0.85737747,0.7134974,0.8567487,0.7439797,0.87198985,0.7714685,0.88573426
98395,0.7426584,0.8713292,0.67986685,0.8399334,0.6623965,0.8311982,0.6128136,0.8064068,0.7810961,0.89054805,0.88540494,0.9427025,0.75620395,0.87810194,0.8294455,0.91472274,0.76146686,0.88073343,0.8306679,0.915334
98396,0.5833061,0.79165304,0.58037406,0.790187,0.5006943,0.75034714,0.6166997,0.80834985,0.6154532,0.8077266,0.69477266,0.84738636,0.67979676,0.83989835,0.7130485,0.8565242,0.7194567,0.85972834,0.7325809,0.86629045
98397,0.67849225,0.83924615,0.63399553,0.81699777,0.5641606,0.7820803,0.5799529,0.7899765,0.71272093,0.85636044,0.8132297,0.90661484,0.77021253,0.88510627,0.7524667,0.87623334,0.7873481,0.893674,0.8164183,0.90820915
98398,0.7108455,0.85542274,0.63409483,0.8170474,0.6035801,0.80179006,0.5802523,0.79012614,0.7405729,0.87028646,0.8716109,0.93580544,0.744224,0.87211204,0.7886228,0.8943114,0.756449,0.8782245,0.8138547,0.90692735
98399,0.55522525,0.7776126,0.54947746,0.7747387,0.4638229,0.7319114,0.5011356,0.7505678,0.57489073,0.78744537,0.63279283,0.8163964,0.63223624,0.8161181,0.6134998,0.80674994,0.6367873,0.81839365,0.6220237,0.81101185
98400,0.6003046,0.8001523,0.56033564,0.7801678,0.5207746,0.7603873,0.58278024,0.7913901,0.5754663,0.78773314,0.6531657,0.82658285,0.61222017,0.8061101,0.6366535,0.8183267,0.714436,0.857218,0.67933774,0.83966887
98401,0.629387,0.8146935,0.6694709,0.83473545,0.5783664,0.7891832,0.576364,0.788182,0.61937803,0.80968904,0.66446817,0.8322341,0.66101044,0.83050525,0.7294922,0.8647461,0.72567534,0.8628377,0.70427716,0.8521386
98402,0.7732658,0.8866329,0.7105752,0.8552876,0.695651,0.8478255,0.6507685,0.82538426,0.7562126,0.8781063,0.855596,0.92779803,0.73095465,0.8654773,0.8377969,0.91889846,0.76957613,0.88478804,0.82345355,0.9117268
1747,0.6970227,0.84851134,0.6190778,0.8095389,0.59623545,0.79811776,0.64753914,0.82376957,0.64608514,0.8230426,0.6531811,0.82659054,0.61553514,0.80776757,0.66645527,0.83322763,0.6808775,0.8404387,0.65248203,0.826241
1784,0.5798472,0.7899236,0.61573374,0.8078669,0.535105,0.7675525,0.5617223,0.78086114,0.61729914,0.80864954,0.5585561,0.77927804,0.6072475,0.80362374,0.6164651,0.80823255,0.6502739,0.82513696,0.5477481,0.77387404
2476,0.73854095,0.86927044,0.6613454,0.83067274,0.66255724,0.8312786,0.6001664,0.80008316,0.69986665,0.8499333,0.7306464,0.8653232,0.6598427,0.82992136,0.7163671,0.85818356,0.62790436,0.8139522,0.6754639,0.83773196
2515,0.74102414,0.87051207,0.7126364,0.85631824,0.6821241,0.84106207,0.6290433,0.8145217,0.6970325,0.8485162,0.6645772,0.8322886,0.6198883,0.80994415,0.6797663,0.83988315,0.65457773,0.82728887,0.6657413,0.83287066
2517,0.7432695,0.8716347,0.66935253,0.83467627,0.678252,0.839126,0.63086563,0.8154328,0.6522738,0.8261369,0.6357497,0.81787485,0.54429924,0.7721496,0.65881383,0.8294069,0.5960227,0.79801136,0.5948013,0.79740065
2529,0.73589575,0.8679479,0.643571,0.8217855,0.6321576,0.8160788,0.5839251,0.79196256,0.7022766,0.8511383,0.70255554,0.85127777,0.6703025,0.83515126,0.6834787,0.84173936,0.61646926,0.80823463,0.67266464,0.8363323
2538,0.7393453,0.86967266,0.6951256,0.8475628,0.6590602,0.8295301,0.6503784,0.82518923,0.6729566,0.8364783,0.6776362,0.8388181,0.62805724,0.8140286,0.6982853,0.8491427,0.6597063,0.8298532,0.65286416,0.8264321
2551,0.7110374,0.8555187,0.6880567,0.84402835,0.621593,0.8107965,0.54998624,0.7749931,0.68262637,0.8413132,0.7129106,0.8564553,0.64646363,0.8232318,0.6856171,0.84280854,0.66172993,0.83086497,0.68624943,0.84312475
2553,0.73871684,0.8693584,0.67520833,0.83760417,0.66520786,0.83260393,0.64076793,0.82038397,0.6731616,0.8365808,0.68708193,0.84354097,0.6472869,0.82364345,0.6947793,0.84738964,0.67273605,0.836368,0.6795577,0.83977884
2554,0.6715125,0.83575624,0.67492545,0.8374627,0.5963683,0.79818416,0.62560815,0.8128041,0.669361,0.8346805,0.7324143,0.8662071,0.6676723,0.83383614,0.72835815,0.8641791,0.68537736,0.8426887,0.723237,0.8616185
2555,0.5980069,0.7990035,0.6061158,0.8030579,0.55607617,0.7780381,0.57794976,0.7889749,0.53840923,0.7692046,0.5587766,0.7793883,0.5404829,0.77024144,0.5902556,0.7951278,0.63407886,0.81703943,0.58450645,0.79225326
2556,0.670758,0.835379,0.71966743,0.8598337,0.69043744,0.8452187,0.65720505,0.82860255,0.6352135,0.81760675,0.61381894,0.80690944,0.5680101,0.78400505,0.7034875,0.85174376,0.65476835,0.8273842,0.6110487,0.80552435
2577,0.74905956,0.8745298,0.7275753,0.86378765,0.6635339,0.83176696,0.62716687,0.81358343,0.6813396,0.8406698,0.7111566,0.8555783,0.6805142,0.8402571,0.6992531,0.84962654,0.69082594,0.84541297,0.69761693,0.84880847
2582,0.7239255,0.86196274,0.68818426,0.84409213,0.68054867,0.84027433,0.5979227,0.79896134,0.6971127,0.84855634,0.72694826,0.86347413,0.6735281,0.83676404,0.73072225,0.8653611,0.67449164,0.8372458,0.6984992,0.8492496
2583,0.67876124,0.8393806,0.71993595,0.85996795,0.68315864,0.8415793,0.6205251,0.81026256,0.6596424,0.8298212,0.6624873,0.83124363,0.6127138,0.8063569,0.67908734,0.8395437,0.6556482,0.8278241,0.63427055,0.8171353
2584,0.774529,0.8872645,0.66227514,0.83113754,0.6646671,0.83233356,0.59234154,0.7961708,0.70625675,0.8531284,0.73075217,0.8653761,0.62299526,0.8114976,0.7173593,0.85867965,0.6081458,0.80407286,0.66678333,0.83339167
2585,0.6985661,0.84928304,0.6667605,0.8333802,0.6243393,0.8121697,0.5710974,0.7855487,0.6669377,0.83346885,0.7002013,0.85010064,0.64329445,0.8216472,0.6947235,0.84736174,0.6508003,0.8254001,0.6730424,0.8365212
2586,0.72967744,0.8648387,0.69005555,0.8450278,0.6610622,0.8305311,0.6539272,0.8269636,0.6350924,0.8175462,0.68621033,0.8431052,0.59238213,0.7961911,0.6814647,0.84073234,0.67454046,0.83727026,0.64743084,0.82371545
2587,0.6461499,0.82307494,0.62923044,0.81461525,0.65406317,0.8270316,0.5793277,0.78966385,0.5808597,0.79042983,0.5950291,0.79751456,0.5457221,0.77286106,0.62897485,0.81448746,0.6045768,0.8022884,0.56248355,0.7812418
2588,0.73804295,0.8690215,0.6952643,0.84763217,0.63272774,0.8163639,0.6485015,0.82425076,0.6343831,0.81719154,0.6336693,0.8168347,0.58244383,0.7912219,0.6954586,0.8477293,0.6609484,0.8304742,0.6279044,0.8139522
2589,0.76180565,0.8809028,0.6800722,0.8400361,0.696385,0.8481925,0.60022783,0.8001139,0.7097034,0.8548517,0.74077046,0.8703852,0.630008,0.815004,0.7322265,0.86611325,0.6322799,0.81613994,0.6904293,0.8452146
2590,0.7259058,0.8629529,0.6941186,0.8470593,0.6648863,0.8324431,0.64837795,0.82418895,0.66528475,0.8326424,0.70688295,0.8534415,0.65479124,0.8273956,0.7031243,0.85156214,0.6414516,0.8207258,0.68569237,0.84284616
2591,0.74096394,0.87048197,0.64592254,0.8229613,0.63332695,0.8166635,0.5287951,0.76439756,0.7116599,0.85582995,0.75655234,0.87827617,0.6429742,0.82148707,0.70129657,0.8506483,0.6067138,0.8033569,0.6913936,0.8456968
2592,0.78389835,0.8919492,0.71873313,0.85936654,0.7125354,0.8562677,0.6666335,0.83331674,0.7549377,0.8774688,0.7123211,0.8561605,0.63917184,0.8195859,0.7190388,0.85951936,0.62620366,0.8131018,0.6826868,0.8413434
2594,0.7141934,0.8570967,0.6588191,0.82940954,0.6461966,0.8230983,0.6503928,0.8251964,0.68567544,0.8428377,0.70471513,0.85235757,0.64046466,0.82023233,0.6818466,0.8409233,0.64093304,0.8204665,0.65137553,0.82568777
2595,0.6477822,0.8238911,0.6585865,0.82929325,0.6170011,0.8085005,0.61175716,0.8058786,0.598541,0.7992705,0.60075194,0.80037594,0.5907203,0.79536015,0.64612854,0.82306427,0.61942434,0.8097122,0.61590415,0.80795205
2597,0.79946923,0.8997346,0.6864872,0.8432436,0.74951434,0.8747572,0.6228904,0.81144524,0.7424265,0.87121326,0.7841628,0.8920814,0.6517292,0.8258646,0.73832124,0.86916065,0.6430022,0.82150114,0.6998135,0.84990674
2645,0.6684947,0.83424735,0.682966,0.841483,0.70737195,0.853686,0.62622166,0.8131108,0.6258974,0.8129487,0.6388254,0.8194127,0.6111078,0.8055539,0.66247076,0.8312354,0.66732055,0.83366024,0.66474986,0.83237493
2654,0.7167202,0.8583601,0.679968,0.839984,0.63365704,0.8168285,0.6776248,0.8388124,0.6693713,0.8346857,0.6643263,0.83216316,0.6318121,0.81590605,0.6809162,0.8404581,0.64153564,0.8207678,0.64652604,0.82326305
