Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
98398,0.69773066,0.84886533,0.6272074,0.8136037,0.6011857,0.80059284,0.57910496,0.78955245,0.6969038,0.8484519,0.82142466,0.91071236,0.716515,0.85825753,0.7497747,0.87488735,0.7757784,0.8878892,0.8129922,0.9064961
98399,0.537444,0.768722,0.55311275,0.7765564,0.48138687,0.74069345,0.47605228,0.73802614,0.5768132,0.7884066,0.6043767,0.80218834,0.623013,0.8115065,0.5912919,0.79564595,0.61563224,0.80781615,0.6043416,0.8021708
98400,0.5907767,0.79538834,0.6410701,0.82053506,0.54473203,0.77236605,0.6173587,0.80867934,0.5927547,0.79637736,0.59607273,0.79803634,0.63015425,0.8150771,0.64068943,0.8203447,0.73132926,0.8656646,0.6771778,0.8385889
98401,0.6611526,0.8305763,0.683378,0.841689,0.62731385,0.8136569,0.63033926,0.81516963,0.6483383,0.82416916,0.7332779,0.86663896,0.6651207,0.83256036,0.7836187,0.89180934,0.7619646,0.8809823,0.75156134,0.8757807
98402,0.7821039,0.89105195,0.7414222,0.8707111,0.7159767,0.85798836,0.67789006,0.83894503,0.7681246,0.8840623,0.8425362,0.9212681,0.7307987,0.86539936,0.8423838,0.92119193,0.8029425,0.90147126,0.8253179,0.91265893
1747,0.69437635,0.8471882,0.6287844,0.8143922,0.61137456,0.8056873,0.6659943,0.83299714,0.63167965,0.8158398,0.6550822,0.8275411,0.62957036,0.8147852,0.6645365,0.83226824,0.69195354,0.84597677,0.66395545,0.8319777
1784,0.68930113,0.84465057,0.66660094,0.8333005,0.6140667,0.80703336,0.61681795,0.808409,0.7120325,0.8560163,0.72781575,0.8639079,0.73014987,0.86507493,0.7283021,0.86415106,0.74659216,0.8732961,0.7125654,0.8562827
2476,0.7975087,0.89875436,0.736573,0.8682865,0.71319604,0.856598,0.6262982,0.8131491,0.7743322,0.88716614,0.7869152,0.8934576,0.7334199,0.86670995,0.75885713,0.87942857,0.7149918,0.8574959,0.7747658,0.88738286
2515,0.7989422,0.8994711,0.72978485,0.8648924,0.71623886,0.8581194,0.6515885,0.8257942,0.7379229,0.86896145,0.7518447,0.8759223,0.68244433,0.84122217,0.73523843,0.8676192,0.7033966,0.8516983,0.7500044,0.8750022
2517,0.7038252,0.8519126,0.65782785,0.8289139,0.660674,0.830337,0.5585252,0.7792626,0.6819471,0.84097356,0.6106525,0.8053262,0.54622495,0.7731125,0.63568413,0.81784207,0.6132157,0.80660784,0.58646506,0.79323256
2529,0.7012621,0.85063106,0.6445702,0.82228506,0.56297565,0.7814878,0.5677606,0.7838803,0.6408509,0.82042545,0.60703826,0.8035191,0.62894076,0.8144704,0.5935101,0.7967551,0.6092825,0.80464125,0.64205945,0.8210297
2538,0.7375387,0.86876935,0.65690386,0.82845193,0.62285227,0.81142616,0.61810994,0.809055,0.7001836,0.8500918,0.7033725,0.85168624,0.66954315,0.8347716,0.6792872,0.8396436,0.6529496,0.8264748,0.6823449,0.84117246
2551,0.78512,0.89256,0.70699006,0.853495,0.6625114,0.8312557,0.60099685,0.8004984,0.70551634,0.85275817,0.72899234,0.8644962,0.6579813,0.82899064,0.6992769,0.84963846,0.70125985,0.8506299,0.70704824,0.8535241
2553,0.78051424,0.8902571,0.71286106,0.85643053,0.6844854,0.8422427,0.6371988,0.8185994,0.7308582,0.8654291,0.73564863,0.8678243,0.69637525,0.8481876,0.72644234,0.86322117,0.6773124,0.8386562,0.7169785,0.8584893
2554,0.67740047,0.83870023,0.70734465,0.8536723,0.6122042,0.8061021,0.64886487,0.82443243,0.66989505,0.8349475,0.7082793,0.8541397,0.68167055,0.8408353,0.73719025,0.8685951,0.70999753,0.85499877,0.73384976,0.8669249
2555,0.61242855,0.8062143,0.6317136,0.8158568,0.5906663,0.79533315,0.59039044,0.7951952,0.5542838,0.7771419,0.55594206,0.777971,0.5571108,0.7785554,0.60693586,0.8034679,0.6422084,0.82110417,0.5989244,0.7994622
2556,0.70954597,0.854773,0.757424,0.878712,0.74579334,0.8728967,0.67123365,0.8356168,0.683094,0.841547,0.6611072,0.8305536,0.5959315,0.79796576,0.7386373,0.86931866,0.69173884,0.8458694,0.6775955,0.83879775
2577,0.7714913,0.88574564,0.7246305,0.86231524,0.69571316,0.8478566,0.6599641,0.82998204,0.6706556,0.8353278,0.7254619,0.862731,0.64616597,0.823083,0.70760596,0.853803,0.72446597,0.862233,0.7269786,0.8634893
2582,0.7878046,0.8939023,0.73904,0.86952,0.73970187,0.86985093,0.6650959,0.83254796,0.731437,0.8657185,0.7563162,0.8781581,0.6785219,0.83926094,0.75410867,0.87705433,0.7166624,0.8583312,0.72698647,0.8634932
2583,0.6834177,0.84170884,0.75949466,0.87974733,0.7111443,0.85557216,0.6640613,0.83203065,0.67240787,0.83620393,0.6325432,0.8162716,0.63671446,0.8183572,0.6881096,0.8440548,0.68095315,0.8404766,0.6442534,0.8221267
2584,0.6998328,0.8499164,0.6104024,0.8052012,0.614308,0.807154,0.5463897,0.77319485,0.65864205,0.829321,0.66683114,0.83341557,0.60398275,0.80199134,0.64449483,0.8222474,0.569549,0.78477454,0.6364188,0.8182094
2585,0.7147718,0.8573859,0.68730664,0.8436533,0.63506615,0.8175331,0.62906665,0.81453335,0.6737131,0.83685654,0.69909585,0.8495479,0.68958104,0.8447905,0.7053395,0.8526697,0.67515135,0.8375757,0.70892,0.85446
2586,0.73928106,0.8696405,0.7013538,0.8506769,0.6832033,0.8416016,0.65449786,0.82724893,0.6026511,0.80132556,0.65387404,0.826937,0.5579616,0.7789808,0.6748843,0.83744216,0.64572436,0.82286215,0.61943865,0.8097193
2587,0.74208117,0.8710406,0.6883473,0.84417367,0.6885371,0.84426856,0.62239873,0.81119937,0.6614654,0.8307327,0.680409,0.8402045,0.61942637,0.8097132,0.69093144,0.8454657,0.6234668,0.81173337,0.6631967,0.83159834
2588,0.80085444,0.9004272,0.74364805,0.871824,0.69141895,0.84570944,0.7135428,0.8567714,0.7002343,0.85011715,0.6961162,0.8480581,0.6271721,0.81358606,0.739568,0.869784,0.71423006,0.85711503,0.69701016,0.8485051
2589,0.7689189,0.88445944,0.70289576,0.8514479,0.7003027,0.85015136,0.64856887,0.82428443,0.6812049,0.84060246,0.72121894,0.8606095,0.66226435,0.8311322,0.70614326,0.85307163,0.67830944,0.8391547,0.7387116,0.8693558
2590,0.77717936,0.8885897,0.72512376,0.8625619,0.693007,0.8465035,0.661586,0.830793,0.7124833,0.85624164,0.7387213,0.8693607,0.6836592,0.8418296,0.7441714,0.8720857,0.66846085,0.8342304,0.7223202,0.8611601
2591,0.7527423,0.87637115,0.72544783,0.86272395,0.68343234,0.8417162,0.6126583,0.80632913,0.72279024,0.8613951,0.762358,0.881179,0.66879404,0.834397,0.7429658,0.8714829,0.6929128,0.8464564,0.74486804,0.872434
2592,0.7702589,0.88512945,0.69250834,0.84625417,0.707956,0.85397804,0.6559981,0.82799906,0.6895507,0.8447753,0.6898978,0.8449489,0.6301644,0.8150822,0.68274105,0.8413705,0.6447852,0.8223926,0.6709931,0.83549654
2594,0.7041582,0.8520791,0.64609385,0.8230469,0.6477635,0.82388175,0.6688738,0.8344369,0.63244367,0.81622183,0.625396,0.812698,0.57522744,0.78761375,0.63449496,0.8172475,0.59877217,0.7993861,0.59431803,0.797159
2595,0.71724856,0.8586243,0.6889556,0.8444778,0.6698879,0.83494395,0.64473516,0.82236755,0.6634247,0.83171237,0.6449039,0.82245195,0.6094214,0.8047107,0.6793015,0.83965075,0.6309931,0.81549656,0.6403904,0.8201952
2597,0.7982632,0.8991316,0.69745874,0.8487294,0.75150156,0.8757508,0.623271,0.8116355,0.7303854,0.8651927,0.76282686,0.88141346,0.6402701,0.82013506,0.73134613,0.86567307,0.64911675,0.8245584,0.7029748,0.8514874
2645,0.70303136,0.85151565,0.7135869,0.85679346,0.72052,0.86026,0.6421143,0.82105714,0.6532935,0.82664675,0.67903703,0.83951855,0.61031926,0.8051596,0.6861429,0.84307146,0.6708087,0.83540434,0.68163586,0.8408179
2654,0.75677013,0.87838507,0.72362816,0.8618141,0.7161226,0.8580613,0.71545357,0.8577268,0.7075759,0.85378796,0.6871216,0.8435608,0.61568594,0.80784297,0.74019897,0.8700995,0.64583194,0.822916,0.6691522,0.83457613
2655,0.79305696,0.8965285,0.75137067,0.87568533,0.72816575,0.8640829,0.7007916,0.8503958,0.74162287,0.87081146,0.75645906,0.8782295,0.7119895,0.85599476,0.7478228,0.8739114,0.7270721,0.86353606,0.76773965,0.8838698
2656,0.74226123,0.8711306,0.7618083,0.88090414,0.7081437,0.85407186,0.64772016,0.82386005,0.67898357,0.8394918,0.69644475,0.8482224,0.6173867,0.80869335,0.741514,0.870757,0.7097498,0.8548749,0.66559076,0.8327954
2657,0.6632174,0.8316087,0.63818777,0.8190939,0.6047399,0.80236995,0.58927774,0.7946389,0.6670021,0.83350104,0.7403141,0.87015706,0.64299005,0.82149506,0.7652676,0.8826338,0.76526034,0.88263017,0.74517834,0.8725892
2658,0.7499598,0.8749799,0.6485392,0.8242696,0.6642981,0.832149,0.6372589,0.81862944,0.64040375,0.8202019,0.65467346,0.8273367,0.5480207,0.77401036,0.6641443,0.83207214,0.6527282,0.8263641,0.6346122,0.8173061
2659,0.6813286,0.84066427,0.68499875,0.8424994,0.63461626,0.8173081,0.6395533,0.81977665,0.6368973,0.81844866,0.6457758,0.8228879,0.6538216,0.8269108,0.6757523,0.83787614,0.69304967,0.84652483,0.72160417,0.86080205
2660,0.60741526,0.8037076,0.59492683,0.7974634,0.55153334,0.7757667,0.54455423,0.7722771,0.5867,0.79335,0.6127124,0.8063562,0.6191756,0.80958784,0.59558016,0.79779005,0.6070205,0.80351025,0.61895907,0.80947953
2741,0.631014,0.815507,0.5651319,0.78256595,0.5478892,0.7739446,0.56960285,0.7848014,0.5479226,0.7739613,0.50193167,0.75096583,0.47273904,0.7363695,0.52440023,0.7622001,0.53526115,0.7676306,0.5029497,0.75147486
2766,0.68309766,0.8415488,0.7585061,0.87925303,0.6906488,0.8453244,0.62705314,0.8135266,0.6357679,0.81788397,0.63117075,0.8155854,0.5659858,0.7829929,0.7164564,0.8582282,0.6389214,0.8194607,0.60378665,0.80189335
2793,0.6681819,0.83409095,0.6947845,0.84739226,0.58792377,0.7939619,0.60080457,0.8004023,0.6397878,0.8198939,0.6458472,0.8229236,0.6653359,0.83266795,0.68777335,0.8438867,0.67504,0.83752,0.6856065,0.84280324
2810,0.70534515,0.8526726,0.70372754,0.85186374,0.6804732,0.8402366,0.6161623,0.80808115,0.61250985,0.8062549,0.5684838,0.7842419,0.49557197,0.747786,0.6717048,0.8358524,0.5971986,0.7985993,0.5312305,0.7656152
2824,0.7482529,0.87412643,0.7526295,0.87631476,0.72386885,0.8619344,0.69071996,0.84536,0.72930896,0.8646545,0.6765052,0.8382526,0.6454073,0.82270366,0.7667603,0.8833802,0.7218653,0.86093265,0.6967081,0.84835404
3002,0.76890314,0.88445157,0.7185005,0.85925025,0.70037264,0.85018635,0.6671286,0.8335643,0.69917905,0.8495895,0.69160223,0.8458011,0.70864207,0.854321,0.69996786,0.84998393,0.6741878,0.8370939,0.71039313,0.8551966
3021,0.77676773,0.88838387,0.7360729,0.86803645,0.67692554,0.83846277,0.6488167,0.82440835,0.7201929,0.86009645,0.6319233,0.81596166,0.622429,0.8112145,0.67723334,0.83861667,0.66331166,0.83165586,0.6482009,0.8241005
3093,0.73250884,0.86625445,0.7109912,0.8554956,0.6619147,0.83095735,0.6202326,0.8101163,0.7086626,0.8543313,0.73471975,0.8673599,0.69291306,0.8464565,0.7166246,0.8583123,0.7002359,0.8501179,0.73003995,0.86502
3105,0.7776662,0.8888331,0.6968111,0.84840554,0.64663005,0.823315,0.5992652,0.7996326,0.70284307,0.85142154,0.76103425,0.8805171,0.72021484,0.8601074,0.70851344,0.85425675,0.6900604,0.8450302,0.74925184,0.8746259
3113,0.63600355,0.81800175,0.59287965,0.7964398,0.5857538,0.7928769,0.53314745,0.7665737,0.58494985,0.7924749,0.680148,0.840074,0.5951916,0.7975958,0.62193125,0.81096566,0.60673904,0.8033695,0.6486774,0.8243387
3118,0.73485,0.86742496,0.68227684,0.8411384,0.6621567,0.83107835,0.62558854,0.81279427,0.68078375,0.8403919,0.6947217,0.84736085,0.65168244,0.8258412,0.69701207,0.84850603,0.68307734,0.84153867,0.7093879,0.85469395
3120,0.7313572,0.8656786,0.68065655,0.8403283,0.6438104,0.8219052,0.6376731,0.81883657,0.692381,0.8461905,0.73371154,0.86685574,0.68106174,0.8405309,0.7285199,0.86425996,0.7144903,0.85724515,0.75745463,0.8787273
3122,0.74630105,0.8731505,0.7091224,0.8545612,0.6985748,0.8492874,0.61483526,0.80741763,0.66173875,0.8308694,0.6634135,0.83170676,0.5920172,0.7960086,0.68610346,0.84305173,0.67788005,0.83894,0.66830516,0.8341526
3123,0.76058793,0.88029397,0.698735,0.8493675,0.6915476,0.8457738,0.6220904,0.81104517,0.7309191,0.86545956,0.76896274,0.8844814,0.6969278,0.8484639,0.7608521,0.88042605,0.71377,0.85688496,0.7560961,0.87804806
3133,0.7685461,0.88427305,0.72494483,0.8624724,0.7278682,0.8639341,0.6990538,0.8495269,0.7006833,0.8503417,0.7026232,0.85131156,0.64649636,0.82324815,0.7550295,0.8775147,0.68852687,0.84426343,0.7157947,0.85789734
3134,0.7508726,0.8754363,0.70238966,0.85119486,0.70311636,0.8515582,0.63945186,0.81972593,0.71985674,0.85992837,0.7424827,0.87124133,0.6676154,0.8338077,0.73915124,0.8695756,0.6944066,0.8472033,0.7280532,0.8640266
3135,0.7760571,0.88802856,0.70856214,0.85428107,0.71418834,0.85709417,0.62945724,0.8147286,0.70338356,0.8516918,0.6937939,0.84689695,0.628698,0.814349,0.6810434,0.8405217,0.65440243,0.82720125,0.6703236,0.8351618
3136,0.7299361,0.86496806,0.71779895,0.8588995,0.67126,0.83563,0.6528171,0.8264085,0.67902076,0.8395104,0.71697706,0.85848856,0.6674883,0.83374417,0.743285,0.8716425,0.6930439,0.846522,0.7162142,0.8581071
3137,0.7395915,0.86979574,0.6435339,0.821767,0.668993,0.8344965,0.6023148,0.80115736,0.65619445,0.8280972,0.6911838,0.8455919,0.5880494,0.7940247,0.690331,0.8451655,0.63795245,0.8189762,0.6713562,0.8356781
3138,0.6685113,0.83425564,0.62409616,0.8120481,0.6184716,0.8092358,0.5820453,0.79102266,0.6029334,0.8014667,0.59716505,0.79858255,0.54685134,0.7734257,0.6196611,0.80983055,0.58283293,0.79141647,0.59693336,0.7984667
3139,0.7594513,0.8797257,0.68614244,0.8430712,0.7126628,0.8563314,0.63521564,0.8176078,0.6903801,0.84519005,0.74639875,0.87319934,0.6226332,0.8113166,0.72181016,0.86090505,0.6889711,0.8444855,0.7178948,0.8589474
3140,0.77449536,0.8872477,0.67042494,0.83521247,0.69291717,0.84645855,0.6185007,0.80925035,0.6830789,0.84153944,0.74150026,0.8707501,0.65320003,0.8266,0.71618676,0.8580934,0.66585207,0.83292603,0.71845907,0.85922956
3141,0.7518388,0.8759194,0.7293532,0.8646766,0.683602,0.841801,0.6316989,0.8158494,0.6736209,0.83681047,0.7297355,0.86486775,0.6314261,0.81571305,0.70272654,0.8513633,0.69433665,0.8471683,0.72592306,0.86296153
3142,0.81942797,0.909714,0.7541345,0.8770672,0.7462261,0.87311304,0.67037785,0.8351889,0.74176073,0.87088037,0.7950756,0.8975378,0.7140392,0.8570196,0.79132414,0.89566207,0.744442,0.872221,0.7924957,0.89624786
3143,0.7202437,0.86012185,0.68101573,0.84050786,0.63377607,0.81688803,0.5979438,0.7989719,0.65141845,0.8257092,0.6949871,0.8474935,0.6579039,0.82895195,0.6752541,0.83762705,0.6544765,0.82723826,0.70107746,0.85053873
3144,0.7837746,0.8918873,0.67601216,0.8380061,0.6980937,0.8490468,0.5998685,0.79993427,0.7209767,0.86048836,0.77027833,0.88513917,0.6623156,0.8311578,0.7437749,0.87188745,0.6714765,0.83573824,0.71513486,0.8575674
3145,0.7016255,0.8508128,0.6597744,0.8298872,0.63442385,0.8172119,0.5826892,0.79134464,0.65378106,0.8268905,0.68223625,0.8411181,0.65105164,0.8255258,0.65489024,0.82744515,0.6376953,0.81884766,0.670115,0.8350575
3146,0.7495212,0.8747606,0.69055414,0.8452771,0.6963328,0.8481664,0.6335083,0.81675416,0.7085361,0.8542681,0.7538029,0.87690145,0.68978375,0.8448919,0.71905124,0.8595256,0.6884957,0.8442478,0.71721417,0.85860705
3147,0.7272415,0.86362076,0.6935549,0.84677744,0.691234,0.845617,0.6803851,0.84019256,0.6869278,0.8434639,0.6901009,0.84505045,0.6384321,0.819216,0.722496,0.861248,0.6959574,0.8479787,0.68813556,0.8440678
3148,0.7328585,0.8664292,0.6626698,0.8313349,0.65920603,0.829603,0.5854554,0.7927277,0.7083545,0.85417724,0.7583736,0.8791868,0.7190027,0.85950136,0.7155778,0.8577889,0.6826771,0.8413385,0.743274,0.871637
3149,0.73831666,0.8691583,0.6504419,0.82522094,0.64784974,0.8239249,0.6075879,0.8037939,0.6550597,0.82752985,0.70932424,0.8546621,0.6245134,0.8122567,0.65823436,0.8291172,0.64015555,0.8200778,0.6832094,0.8416047
3150,0.74794424,0.8739721,0.63750803,0.818754,0.6835897,0.84179485,0.5744611,0.78723055,0.66672456,0.8333623,0.7184268,0.8592134,0.5671166,0.7835583,0.6817075,0.84085375,0.6224742,0.8112371,0.6737671,0.83688354
3153,0.7364831,0.86824155,0.64650345,0.8232517,0.64423084,0.8221154,0.60149133,0.80074567,0.68978965,0.8448948,0.7289802,0.8644901,0.66076046,0.8303802,0.68202704,0.84101355,0.65156573,0.8257829,0.6969701,0.84848505
3155,0.70787406,0.85393703,0.6699816,0.8349908,0.6574539,0.82872695,0.5734298,0.7867149,0.6665071,0.83325356,0.69225454,0.8461273,0.63325,0.816625,0.67216456,0.8360823,0.6333983,0.81669915,0.6822994,0.8411497
3156,0.7911606,0.8955803,0.70033467,0.85016733,0.69863707,0.8493185,0.6473969,0.82369846,0.6772129,0.8386065,0.6505903,0.82529515,0.59375083,0.7968754,0.6675324,0.8337662,0.6442885,0.82214427,0.66502964,0.8325148
3157,0.7790244,0.8895122,0.69484246,0.8474212,0.72563636,0.8628182,0.64525795,0.822629,0.7371341,0.86856705,0.7571404,0.8785702,0.6703243,0.83516216,0.72988045,0.8649402,0.6908552,0.84542763,0.736235,0.8681175
3158,0.71583307,0.85791653,0.6607452,0.8303726,0.62515664,0.8125783,0.58817524,0.79408765,0.65220463,0.8261023,0.6826731,0.84133655,0.6511986,0.8255993,0.6658449,0.83292246,0.62671566,0.81335783,0.6600269,0.83001345
3159,0.70790565,0.8539528,0.6235094,0.8117547,0.6660718,0.8330359,0.5563196,0.7781598,0.6804781,0.84023905,0.699564,0.849782,0.6341717,0.81708586,0.68957293,0.84478647,0.62435275,0.81217635,0.6803264,0.84016323
3160,0.7266544,0.8633272,0.6473347,0.82366735,0.63389766,0.81694883,0.58974093,0.7948705,0.6685436,0.8342718,0.73351765,0.8667588,0.6631652,0.8315826,0.7091933,0.8545966,0.68521106,0.84260553,0.73427284,0.8671364
3161,0.81719446,0.90859723,0.76009244,0.88004625,0.7327914,0.8663957,0.66628134,0.8331407,0.7653388,0.8826694,0.7116355,0.85581774,0.63707316,0.8185366,0.7272408,0.8636204,0.65326047,0.82663023,0.7087336,0.8543668
3162,0.69220424,0.8461021,0.63258374,0.81629187,0.619561,0.8097805,0.5945737,0.79728687,0.59301233,0.79650617,0.64336085,0.8216804,0.56097037,0.78048515,0.6631907,0.83159536,0.6005039,0.80025196,0.6114379,0.80571896
3186,0.80664456,0.9033223,0.7260456,0.8630228,0.69252056,0.8462603,0.66080844,0.8304042,0.75378615,0.87689304,0.74048233,0.87024117,0.67860115,0.8393006,0.72464085,0.8623204,0.69886196,0.849431,0.75530493,0.87765247
3225,0.79996854,0.89998424,0.784899,0.8924495,0.7344437,0.86722183,0.6949916,0.8474958,0.7343391,0.86716956,0.72826946,0.8641347,0.664649,0.8323245,0.7655967,0.8827983,0.6778091,0.83890456,0.70055974,0.85027987
3315,0.6776246,0.8388123,0.6207218,0.8103609,0.627797,0.8138985,0.57071406,0.785357,0.62145466,0.81072736,0.70445263,0.8522263,0.61612,0.80806,0.67849565,0.8392478,0.6554701,0.82773507,0.6656335,0.8328167
3321,0.70642287,0.8532114,0.6689812,0.8344906,0.633178,0.816589,0.6393335,0.81966674,0.67043597,0.83521795,0.7076138,0.8538069,0.6592133,0.82960665,0.73054266,0.86527133,0.6540977,0.82704884,0.6962739,0.84813696
3332,0.72656465,0.8632823,0.7284751,0.86423755,0.7780789,0.88903946,0.63592666,0.81796336,0.684993,0.8424965,0.68249226,0.8412461,0.58127415,0.7906371,0.71476847,0.8573842,0.7038218,0.8519109,0.6820196,0.8410098
5877,0.61787343,0.8089367,0.65770924,0.8288546,0.6022607,0.80113035,0.5678521,0.783926,0.5852461,0.79262304,0.55997425,0.7799871,0.54427886,0.77213943,0.5627396,0.7813698,0.5843355,0.7921678,0.59862846,0.79931426
5981,0.7886205,0.89431024,0.6813284,0.8406642,0.74400985,0.8720049,0.63532424,0.8176621,0.764838,0.882419,0.71781063,0.8589053,0.62939656,0.8146983,0.72571325,0.8628566,0.6662435,0.8331218,0.6994611,0.84973055
6043,0.709337,0.8546685,0.6317749,0.81588745,0.6133534,0.8066767,0.5749222,0.7874611,0.65390253,0.82695127,0.68636674,0.8431834,0.6279432,0.81397164,0.6152705,0.80763525,0.6509743,0.82548714,0.6501734,0.8250867
6078,0.69620717,0.8481036,0.6003991,0.8001995,0.6048553,0.80242765,0.5524087,0.77620435,0.6418333,0.82091665,0.6797881,0.83989406,0.59147143,0.7957357,0.6109257,0.80546284,0.6328961,0.8164481,0.64930445,0.8246522
6081,0.78898394,0.894492,0.69886124,0.8494306,0.7029079,0.85145396,0.7188313,0.85941565,0.7226515,0.86132574,0.75968516,0.8798426,0.705722,0.852861,0.7292459,0.86462295,0.7456236,0.8728118,0.7449614,0.8724807
6082,0.7591216,0.8795608,0.6745367,0.83726835,0.68023145,0.8401157,0.64779365,0.8238968,0.7079532,0.8539766,0.7477555,0.87387776,0.7077931,0.85389656,0.71174145,0.8558707,0.7525947,0.87629735,0.7607492,0.8803746
6090,0.7077529,0.8538765,0.66288066,0.8314403,0.67057836,0.8352892,0.6393261,0.81966305,0.64972544,0.8248627,0.6611805,0.83059025,0.6390976,0.8195488,0.68988883,0.8449444,0.66765344,0.8338267,0.675841,0.8379205
6127,0.7426331,0.87131655,0.78538316,0.8926916,0.76525366,0.88262683,0.6732342,0.8366171,0.7132325,0.85661626,0.7452857,0.8726429,0.69290745,0.8464537,0.76002556,0.88001275,0.7273141,0.86365706,0.7734548,0.8867274
