Unnamed: 0,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_doordash_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_doordash_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_apple_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_apple_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_samsara_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_samsara_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_yelp_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_yelp_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_match_pm_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_match_pm_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_i2c_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_i2c_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_adobe_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_adobe_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_amazon_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_amazon_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_rowan_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_rowan_ux_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_google_ux_Raw_Score,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini_google_ux_Score
12486,0.7452785,0.87263924,0.7029835,0.85149175,0.69362867,0.84681433,0.58692056,0.79346025,0.7147906,0.8573953,0.7534932,0.8767466,0.6736612,0.8368306,0.7449626,0.8724813,0.69455874,0.84727937,0.70974976,0.85487485
12487,0.76928604,0.884643,0.7291042,0.86455214,0.72771823,0.8638591,0.6031536,0.8015768,0.6947459,0.84737295,0.7439646,0.87198234,0.65996116,0.8299806,0.73602265,0.86801136,0.70351505,0.8517575,0.7136842,0.8568421
12488,0.6433647,0.82168233,0.6851022,0.8425511,0.6807682,0.8403841,0.59636253,0.7981813,0.6546538,0.8273269,0.69365036,0.8468252,0.62899154,0.8144958,0.70181596,0.850908,0.7131783,0.85658914,0.71573186,0.8578659
12489,0.57296824,0.7864841,0.57300115,0.7865006,0.5951489,0.79757446,0.50065356,0.75032675,0.54182005,0.77091,0.5823157,0.79115784,0.5575551,0.77877754,0.60248613,0.80124307,0.55895215,0.77947605,0.5534977,0.77674884
12490,0.60496694,0.80248344,0.56478477,0.7823924,0.5659722,0.7829861,0.5401899,0.770095,0.5545007,0.77725035,0.5803251,0.79016256,0.54217285,0.77108645,0.5536235,0.7768117,0.5870757,0.79353786,0.57215667,0.78607833
12491,0.7127546,0.8563773,0.67900556,0.8395028,0.6617658,0.8308829,0.6033519,0.8016759,0.6439673,0.82198364,0.6697806,0.8348903,0.64306325,0.82153165,0.67983866,0.8399193,0.6543628,0.8271814,0.67452043,0.83726025
12492,0.61297977,0.8064899,0.62595886,0.81297946,0.5999858,0.7999929,0.57449114,0.7872456,0.593469,0.7967345,0.5934149,0.79670745,0.55849016,0.7792451,0.63471067,0.81735533,0.6212796,0.8106398,0.5600296,0.7800148
12493,0.710451,0.8552255,0.651737,0.8258685,0.6706935,0.83534676,0.60415494,0.8020775,0.6441678,0.8220839,0.7314538,0.8657269,0.64859354,0.8242968,0.70372546,0.8518627,0.69655573,0.84827787,0.70974195,0.854871
12494,0.6307855,0.81539273,0.62783957,0.8139198,0.61443925,0.8072196,0.56853807,0.78426903,0.59595174,0.7979759,0.63906735,0.8195337,0.6298027,0.81490135,0.6275317,0.8137659,0.6940165,0.8470082,0.6727879,0.83639395
12495,0.7022286,0.8511143,0.69276583,0.8463829,0.67627966,0.83813983,0.63172865,0.8158643,0.6767802,0.8383901,0.7510252,0.8755126,0.6657501,0.832875,0.74784136,0.8739207,0.7548004,0.87740016,0.7492408,0.87462044
12496,0.7689902,0.88449514,0.70563614,0.8528181,0.7263576,0.8631788,0.6194197,0.80970985,0.7215949,0.86079746,0.80310476,0.9015524,0.70379186,0.8518959,0.77538574,0.88769287,0.770978,0.885489,0.78904474,0.89452237
12497,0.6934526,0.8467263,0.66077745,0.8303887,0.69686335,0.8484317,0.6140571,0.80702853,0.6754947,0.83774734,0.7162427,0.85812134,0.64137286,0.82068646,0.71142066,0.8557103,0.6713941,0.83569705,0.70099616,0.8504981
12498,0.76840687,0.88420343,0.7585568,0.8792784,0.6757344,0.8378672,0.63847953,0.81923974,0.71398675,0.8569934,0.71448183,0.8572409,0.66190857,0.8309543,0.7328776,0.8664388,0.66364384,0.8318219,0.6846844,0.8423422
12499,0.75192714,0.87596357,0.6976399,0.84882,0.7023126,0.8511563,0.5837591,0.79187953,0.7370365,0.86851823,0.7446889,0.8723445,0.6747885,0.83739424,0.72494245,0.8624712,0.64098,0.82049,0.7116128,0.8558064
12500,0.7205734,0.8602867,0.68761563,0.8438078,0.6560055,0.82800275,0.58017695,0.7900885,0.7012672,0.8506336,0.7038969,0.85194844,0.6858494,0.8429247,0.6887822,0.8443911,0.64244556,0.8212228,0.6915599,0.84577996
12501,0.50196636,0.7509832,0.5066059,0.75330293,0.52360976,0.7618049,0.46632856,0.7331643,0.4764877,0.7382438,0.44957516,0.7247876,0.4365773,0.71828866,0.45792836,0.7289642,0.47737586,0.73868793,0.43409702,0.7170485
12502,0.745877,0.8729385,0.72149146,0.8607457,0.69587636,0.8479382,0.62011635,0.8100582,0.7320978,0.86604893,0.6973191,0.8486595,0.6726162,0.8363081,0.7280636,0.8640318,0.64881974,0.82440984,0.6782234,0.8391117
12503,0.7191055,0.85955274,0.65399665,0.82699835,0.65252554,0.8262628,0.5835706,0.7917853,0.65387446,0.8269372,0.7250632,0.8625316,0.65012825,0.8250641,0.67614555,0.8380728,0.66897804,0.834489,0.6834541,0.841727
12504,0.7884541,0.894227,0.7383596,0.8691798,0.74945164,0.8747258,0.66510195,0.832551,0.7127915,0.8563957,0.7106192,0.8553096,0.6409159,0.82045794,0.75990736,0.8799537,0.6665065,0.83325326,0.6775062,0.8387531
12505,0.69394606,0.84697306,0.6479274,0.8239637,0.68232185,0.8411609,0.5929097,0.79645485,0.6314181,0.81570905,0.6859486,0.8429743,0.5843755,0.79218775,0.6634692,0.8317346,0.686023,0.8430115,0.6687664,0.8343832
12506,0.6994615,0.84973073,0.7223168,0.8611584,0.66138554,0.83069277,0.6318894,0.8159447,0.66964054,0.8348203,0.6513717,0.82568586,0.6639403,0.83197016,0.676249,0.8381245,0.64637053,0.82318527,0.670895,0.8354475
12507,0.6481208,0.82406044,0.63308895,0.8165445,0.6227934,0.8113967,0.5636184,0.7818092,0.62693727,0.81346864,0.66944027,0.83472013,0.6593068,0.8296534,0.64468205,0.822341,0.6491405,0.82457024,0.68907785,0.8445389
12508,0.7561251,0.87806255,0.697484,0.848742,0.6797836,0.8398918,0.6033256,0.8016628,0.7015165,0.85075825,0.71515363,0.85757685,0.6748183,0.83740914,0.6992514,0.8496257,0.67020035,0.8351002,0.7010127,0.8505063
12509,0.69595945,0.8479797,0.65189886,0.82594943,0.71689594,0.85844797,0.60163087,0.80081546,0.64310306,0.82155156,0.7252573,0.86262864,0.5981339,0.79906696,0.71072686,0.8553634,0.6997247,0.84986234,0.70136,0.85068
12510,0.71432287,0.8571614,0.70108116,0.8505406,0.66989124,0.8349456,0.6033926,0.8016963,0.6584954,0.8292477,0.6890474,0.84452367,0.64478636,0.8223932,0.6887586,0.8443793,0.6259614,0.8129807,0.67004275,0.8350214
12511,0.60699713,0.80349857,0.5881871,0.79409355,0.54750615,0.77375305,0.5276444,0.7638222,0.56273204,0.781366,0.6519097,0.82595485,0.5972463,0.79862314,0.6018595,0.8009298,0.6476829,0.82384145,0.6354259,0.81771296
12512,0.59355086,0.79677546,0.6247806,0.8123903,0.5327034,0.7663517,0.5635436,0.7817718,0.5825712,0.79128563,0.5252311,0.76261556,0.5821491,0.7910745,0.57384396,0.786922,0.6408746,0.8204373,0.5786012,0.78930056
12513,0.65563595,0.827818,0.5735915,0.78679574,0.5809601,0.79048,0.5303602,0.7651801,0.56493795,0.782469,0.6373244,0.81866217,0.5417247,0.77086234,0.60652816,0.8032641,0.5835543,0.79177713,0.6050598,0.80252993
12514,0.71675456,0.8583773,0.7070753,0.8535377,0.69153345,0.8457667,0.62740326,0.8137016,0.72102815,0.86051404,0.71067077,0.85533535,0.6620854,0.8310427,0.75270295,0.8763515,0.6794318,0.8397159,0.6887207,0.84436035
12515,0.74467933,0.87233967,0.7049204,0.8524602,0.6846503,0.84232515,0.61027515,0.8051376,0.67760456,0.8388023,0.70874965,0.8543748,0.6272856,0.8136428,0.7183798,0.85918987,0.6892732,0.84463656,0.6992067,0.84960335
12516,0.7455549,0.87277746,0.74290365,0.87145185,0.77005863,0.8850293,0.6801962,0.84009814,0.73027205,0.865136,0.66022503,0.8301125,0.6794033,0.83970165,0.7368364,0.8684182,0.6976006,0.8488003,0.6953834,0.8476917
12518,0.6704996,0.8352498,0.7268753,0.86343765,0.7094952,0.8547476,0.641642,0.820821,0.72178304,0.8608915,0.69293237,0.8464662,0.7384989,0.86924946,0.75445855,0.8772293,0.7233863,0.86169314,0.7142592,0.8571296
12519,0.75659794,0.878299,0.7280899,0.86404496,0.6753967,0.83769834,0.60346305,0.8017315,0.68879235,0.8443962,0.6726579,0.836329,0.6469547,0.8234774,0.68550664,0.8427533,0.6562561,0.82812804,0.68010736,0.8400537
12520,0.68692255,0.8434613,0.6615442,0.8307721,0.66469306,0.83234656,0.5722814,0.7861407,0.6376069,0.8188034,0.6591302,0.8295651,0.58275276,0.79137635,0.64662266,0.8233113,0.61124146,0.80562073,0.65071964,0.8253598
12521,0.7358955,0.86794776,0.6423218,0.8211609,0.66146946,0.8307347,0.57226276,0.7861314,0.6804385,0.84021926,0.73967266,0.86983633,0.6502634,0.8251317,0.68196285,0.8409814,0.6216209,0.81081045,0.7019689,0.85098445
12523,0.67008424,0.8350421,0.65565276,0.8278264,0.6359143,0.81795716,0.62418437,0.8120922,0.61176705,0.8058835,0.6297566,0.81487834,0.58458304,0.7922915,0.6526132,0.8263066,0.6228235,0.81141174,0.6500262,0.8250131
12525,0.8217831,0.91089153,0.7829974,0.8914987,0.7693299,0.88466495,0.6963841,0.84819204,0.80882525,0.9044126,0.7756276,0.8878138,0.74399495,0.8719975,0.7970005,0.89850026,0.73081386,0.86540693,0.7450608,0.8725304
12526,0.79471016,0.8973551,0.7036077,0.85180384,0.7228308,0.8614154,0.6631079,0.83155394,0.7069706,0.8534853,0.7426766,0.8713383,0.6579969,0.82899845,0.7317343,0.86586714,0.6906244,0.84531224,0.7184045,0.85920227
12527,0.75829315,0.8791466,0.7122774,0.8561387,0.7052849,0.8526424,0.6547799,0.82738996,0.6811586,0.8405793,0.71700776,0.8585039,0.63987464,0.81993735,0.7028677,0.8514339,0.67504483,0.8375224,0.6906178,0.8453089
12528,0.67205995,0.83603,0.6541891,0.82709455,0.67496085,0.8374804,0.558075,0.7790375,0.63600206,0.81800103,0.69030774,0.84515387,0.5797714,0.7898857,0.6851623,0.84258115,0.6644495,0.8322247,0.6400942,0.82004714
12529,0.78170955,0.8908548,0.68341124,0.8417056,0.7057015,0.85285074,0.60140234,0.80070114,0.7150918,0.8575459,0.7270785,0.8635392,0.64402485,0.8220124,0.7104397,0.85521984,0.60982925,0.8049146,0.6563185,0.8281592
12530,0.50660825,0.7533041,0.45826817,0.7291341,0.46295586,0.7314779,0.44220018,0.7211001,0.40239024,0.7011951,0.43056977,0.7152849,0.37528893,0.6876445,0.4238028,0.7119014,0.41826886,0.70913446,0.42936838,0.7146842
12531,0.56776893,0.78388447,0.6291238,0.8145619,0.57665133,0.78832567,0.5122112,0.7561056,0.5637307,0.78186536,0.5581819,0.77909094,0.59083486,0.7954174,0.56316555,0.7815828,0.5829885,0.79149425,0.5837027,0.79185134
12532,0.7455315,0.8727658,0.6882427,0.84412134,0.6820631,0.84103155,0.60583115,0.8029156,0.6876371,0.84381855,0.6734961,0.83674806,0.6311679,0.81558394,0.6782499,0.8391249,0.63026315,0.81513155,0.64344466,0.8217223
12533,0.741247,0.87062347,0.67026484,0.8351324,0.68138623,0.8406931,0.59721893,0.7986095,0.67151845,0.8357592,0.6957263,0.84786314,0.63849175,0.8192459,0.69179255,0.84589624,0.64276767,0.82138383,0.679955,0.8399775
12565,0.8014244,0.9007122,0.71425974,0.8571299,0.71656895,0.8582845,0.63551,0.817755,0.7175481,0.85877407,0.7338679,0.86693394,0.62113976,0.8105699,0.72378933,0.86189467,0.65144825,0.8257241,0.69451374,0.8472569
12656,0.6568459,0.82842296,0.684324,0.842162,0.60235983,0.8011799,0.5703663,0.7851832,0.6577997,0.82889986,0.6356337,0.81781685,0.6325656,0.8162828,0.6877463,0.84387314,0.6408272,0.8204136,0.6729113,0.83645564
12674,0.7524886,0.8762443,0.70974743,0.8548737,0.6982492,0.8491246,0.5922824,0.7961412,0.68663216,0.8433161,0.7254167,0.86270833,0.62499297,0.8124965,0.70747536,0.8537377,0.6660799,0.83303994,0.6875075,0.84375376
12687,0.6214849,0.81074244,0.63795364,0.8189768,0.5366244,0.7683122,0.5471207,0.77356035,0.6367096,0.8183548,0.63654387,0.81827193,0.6684413,0.83422065,0.6770797,0.83853984,0.6580046,0.82900226,0.66120577,0.8306029
12736,0.7031744,0.8515872,0.68087983,0.8404399,0.5984435,0.79922175,0.68698907,0.84349453,0.66177046,0.83088523,0.5731,0.78655,0.63984454,0.81992227,0.6563798,0.8281899,0.68535995,0.84268,0.63295114,0.8164756
13078,0.70457613,0.85228807,0.6549779,0.82748896,0.62932956,0.8146648,0.6032682,0.8016341,0.6847942,0.8423971,0.7178744,0.8589372,0.676843,0.83842146,0.6991,0.84955,0.64833814,0.82416904,0.68171424,0.84085715
13080,0.7400665,0.87003326,0.7210467,0.86052334,0.6903354,0.8451677,0.6262403,0.8131201,0.6739111,0.83695555,0.6848976,0.84244883,0.62987477,0.81493735,0.699705,0.8498525,0.69143647,0.84571826,0.7051262,0.85256314
13146,0.76031005,0.880155,0.74549115,0.8727456,0.67486984,0.8374349,0.699875,0.8499375,0.7085826,0.8542913,0.71420187,0.85710096,0.69772875,0.8488644,0.7373575,0.86867875,0.8000879,0.90004396,0.7818129,0.89090645
13147,0.72755563,0.8637778,0.655602,0.827801,0.62318575,0.8115929,0.6084862,0.8042431,0.6787086,0.8393543,0.6575105,0.82875526,0.6199429,0.80997145,0.6248012,0.8124006,0.63119006,0.81559503,0.64489925,0.8224496
13148,0.6657035,0.83285177,0.6271348,0.8135674,0.616013,0.8080065,0.5837026,0.7918513,0.65979946,0.8298997,0.5432194,0.77160966,0.52820957,0.7641048,0.62724006,0.81362003,0.52884257,0.7644213,0.5156012,0.7578006
13149,0.6682321,0.83411604,0.62933373,0.81466687,0.57009614,0.78504807,0.52213144,0.7610657,0.61563826,0.8078191,0.5684329,0.78421646,0.5103252,0.7551626,0.5760015,0.78800076,0.56087303,0.7804365,0.5539205,0.77696025
13150,0.7571607,0.87858033,0.7492801,0.87464005,0.7045241,0.852262,0.6470655,0.82353276,0.73800576,0.8690029,0.7223804,0.8611902,0.6983294,0.8491647,0.753894,0.876947,0.7106088,0.85530436,0.72246367,0.8612318
13196,0.7166296,0.8583148,0.7034741,0.851737,0.6464124,0.8232062,0.6116493,0.80582464,0.606763,0.8033815,0.59734124,0.79867065,0.5805018,0.7902509,0.63748395,0.818742,0.6244563,0.81222814,0.61484885,0.8074244
13382,0.6960028,0.84800136,0.69806176,0.84903085,0.66891146,0.8344557,0.63455284,0.8172764,0.64533734,0.8226687,0.6322105,0.81610525,0.62247056,0.8112353,0.65771866,0.8288593,0.62053823,0.8102691,0.66460097,0.8323005
13461,0.6051359,0.80256796,0.6095544,0.8047772,0.59157145,0.7957857,0.5570898,0.7785449,0.54664266,0.77332133,0.5287378,0.7643689,0.5260065,0.76300323,0.56809103,0.7840455,0.5304642,0.7652321,0.5391197,0.76955986
13475,0.6994357,0.84971786,0.7188909,0.85944545,0.6430396,0.8215198,0.59225404,0.796127,0.6707561,0.83537805,0.6334944,0.8167472,0.6598649,0.82993245,0.6877488,0.8438744,0.6349094,0.8174547,0.6446512,0.8223256
13477,0.72595596,0.862978,0.6631406,0.83157027,0.678463,0.8392315,0.62007755,0.8100388,0.6658534,0.8329267,0.6518012,0.8259006,0.61608076,0.8080404,0.67824376,0.8391219,0.5955272,0.7977636,0.6628759,0.83143795
13537,0.79496145,0.8974807,0.7159864,0.8579932,0.73851085,0.8692554,0.6832726,0.8416363,0.7160549,0.85802746,0.70657885,0.8532894,0.65943915,0.82971954,0.721901,0.86095047,0.6639905,0.83199525,0.6924142,0.84620714
13893,0.7641969,0.88209844,0.7126875,0.85634375,0.6953736,0.84768677,0.6477196,0.8238598,0.7096884,0.8548442,0.69789755,0.8489488,0.6473834,0.8236917,0.7042978,0.8521489,0.64096856,0.8204843,0.6882343,0.84411716
13897,0.6868775,0.84343874,0.66182756,0.8309138,0.6065829,0.80329144,0.6156331,0.8078165,0.6064795,0.80323976,0.57082176,0.7854109,0.57338583,0.7866929,0.61975014,0.8098751,0.61037195,0.805186,0.573509,0.7867545
14744,0.6967214,0.84836066,0.6569774,0.8284887,0.675405,0.8377025,0.6278825,0.81394124,0.61447585,0.8072379,0.6180278,0.8090139,0.60476804,0.802384,0.62863946,0.81431973,0.62968504,0.8148425,0.61990213,0.80995107
14862,0.7357459,0.86787295,0.63751304,0.8187565,0.6497177,0.82485884,0.64345455,0.8217273,0.6836519,0.84182596,0.63479745,0.8173987,0.62065136,0.8103257,0.6898097,0.84490484,0.60198474,0.80099237,0.62298864,0.81149435
14882,0.715497,0.8577485,0.75557524,0.8777876,0.6976383,0.84881914,0.64953023,0.8247651,0.73404723,0.8670236,0.67321384,0.8366069,0.64443916,0.8222196,0.7455367,0.87276834,0.66764325,0.83382165,0.665822,0.832911
14890,0.7457382,0.87286913,0.6833118,0.8416559,0.6417499,0.8208749,0.60860777,0.8043039,0.675961,0.8379805,0.72023964,0.8601198,0.60906625,0.8045331,0.74993074,0.87496537,0.65350294,0.8267515,0.6752919,0.83764595
14906,0.71212006,0.85606,0.6621617,0.83108085,0.6404103,0.82020515,0.5949365,0.79746825,0.6548764,0.82743824,0.586177,0.7930885,0.5427879,0.77139395,0.6320145,0.81600726,0.56693876,0.7834694,0.57201886,0.78600943
14907,0.50193167,0.75096583,0.57498765,0.7874938,0.47961602,0.739808,0.4697985,0.7348993,0.56278443,0.7813922,0.48596662,0.74298334,0.5529555,0.77647775,0.57620084,0.7881004,0.513626,0.756813,0.5012363,0.75061816
14914,0.6911228,0.8455614,0.59673643,0.7983682,0.56995946,0.7849797,0.55542314,0.7777116,0.60702837,0.8035142,0.61277443,0.8063872,0.52356243,0.7617812,0.58898604,0.794493,0.573128,0.786564,0.5622571,0.7811285
14916,0.23293406,0.616467,0.27410638,0.6370532,0.18492576,0.5924629,0.28425196,0.64212596,0.19171816,0.59585905,0.19302282,0.5965114,0.25722152,0.62861073,0.22134256,0.6106713,0.26648176,0.6332409,0.21375303,0.6068765
14930,0.75326097,0.8766305,0.69367516,0.8468376,0.68789816,0.8439491,0.6253855,0.81269276,0.7193302,0.8596651,0.725724,0.862862,0.66270995,0.831355,0.71802056,0.8590103,0.68514776,0.8425739,0.72026193,0.86013097
14932,0.6778832,0.8389416,0.66175157,0.83087575,0.63411784,0.8170589,0.5503899,0.77519494,0.6243357,0.8121679,0.66067046,0.83033526,0.6238879,0.81194395,0.64372456,0.8218623,0.66154337,0.8307717,0.65450823,0.8272541
14939,0.7343199,0.86715996,0.70530486,0.85265243,0.6897104,0.8448552,0.6160799,0.80803996,0.69676304,0.8483815,0.7457298,0.8728649,0.6903286,0.8451643,0.71728456,0.8586423,0.6834661,0.84173304,0.74616945,0.8730847
14947,0.6780907,0.83904535,0.6881857,0.84409285,0.62427735,0.8121387,0.6247036,0.8123518,0.6106601,0.80533004,0.63032013,0.81516004,0.5999765,0.79998827,0.6549163,0.82745814,0.66860175,0.8343009,0.64900196,0.824501
15180,0.7485533,0.87427664,0.69583297,0.8479165,0.69182813,0.84591407,0.6672951,0.83364755,0.68038857,0.8401943,0.7032084,0.8516042,0.636729,0.8183645,0.6684183,0.83420914,0.6673862,0.8336931,0.68606067,0.84303033
15240,0.5699818,0.7849909,0.5689678,0.7844839,0.52873325,0.7643666,0.5178772,0.7589386,0.58925164,0.7946258,0.57767963,0.7888398,0.6242585,0.81212926,0.5794376,0.7897188,0.55501276,0.77750635,0.6311654,0.8155827
15339,0.6876893,0.84384465,0.74826324,0.8741316,0.6687691,0.83438456,0.6251533,0.81257665,0.62646985,0.8132349,0.5976502,0.7988251,0.57419753,0.78709877,0.6962087,0.84810436,0.5889423,0.79447114,0.62087196,0.810436
15419,0.77188754,0.8859438,0.6885891,0.84429455,0.7419194,0.8709597,0.6305923,0.8152962,0.68172765,0.8408638,0.6976273,0.84881365,0.6007685,0.8003843,0.70326245,0.8516312,0.6448623,0.82243115,0.6949585,0.8474792
15425,0.74537337,0.8726867,0.6942797,0.84713984,0.6773824,0.83869123,0.66879034,0.8343952,0.7246617,0.86233085,0.7157581,0.85787904,0.6786409,0.8393204,0.70723003,0.85361505,0.7160471,0.8580235,0.7399033,0.8699516
15426,0.7114146,0.8557073,0.69014525,0.8450726,0.6295956,0.81479776,0.597721,0.7988605,0.62627476,0.8131374,0.5829271,0.79146355,0.5452895,0.77264476,0.64990175,0.8249509,0.5904888,0.7952444,0.5704328,0.7852164
15474,0.69585776,0.8479289,0.7086663,0.85433316,0.665222,0.83261096,0.6227002,0.8113501,0.64280784,0.8214039,0.62503755,0.8125188,0.59789234,0.79894614,0.6504381,0.82521904,0.6232469,0.81162345,0.64734447,0.82367224
15519,0.6815659,0.84078294,0.6988409,0.8494204,0.6034753,0.80173767,0.58757925,0.7937896,0.64462155,0.8223108,0.63538957,0.8176948,0.6602814,0.8301407,0.6488978,0.82444894,0.6532063,0.8266032,0.6516143,0.82580715
15524,0.7014228,0.8507114,0.70517474,0.85258734,0.67345583,0.8367279,0.62199926,0.81099963,0.6768925,0.83844626,0.701556,0.850778,0.6658859,0.83294296,0.7110401,0.85552,0.7250478,0.8625239,0.7520357,0.8760178
15589,0.7164788,0.8582394,0.7024305,0.85121524,0.66450626,0.8322531,0.629384,0.814692,0.6622989,0.83114946,0.6514205,0.82571024,0.6369498,0.8184749,0.6516992,0.8258496,0.6719103,0.83595514,0.6807903,0.84039515
15679,0.54151297,0.7707565,0.53199303,0.7659965,0.47170544,0.7358527,0.5590241,0.77951205,0.5534682,0.7767341,0.5471895,0.77359474,0.60157216,0.8007861,0.55521894,0.77760947,0.6000957,0.8000479,0.5674938,0.7837469
15743,0.7689805,0.88449025,0.73882425,0.8694121,0.66735315,0.8336766,0.6363544,0.8181772,0.7149722,0.8574861,0.7283195,0.86415976,0.7215231,0.8607615,0.7391343,0.86956716,0.68732977,0.8436649,0.734377,0.8671885
16036,0.73280215,0.8664011,0.7264768,0.8632384,0.64079285,0.8203964,0.69916815,0.8495841,0.7005867,0.85029334,0.6351423,0.81757116,0.65121615,0.8256081,0.7001833,0.85009164,0.6637844,0.8318922,0.6619483,0.83097416
16039,0.67777765,0.8388888,0.66520584,0.8326029,0.6532706,0.8266353,0.6694844,0.8347422,0.5830997,0.79154986,0.5513164,0.7756582,0.51159716,0.7557986,0.6370039,0.81850195,0.602726,0.801363,0.5406575,0.77032876
16064,0.78025067,0.89012533,0.80424905,0.9021245,0.7053405,0.85267025,0.71167827,0.85583913,0.76670754,0.88335377,0.70190775,0.8509539,0.6999434,0.8499717,0.77645105,0.88822556,0.72946584,0.8647329,0.7338922,0.8669461
6018,0.6077958,0.80389786,0.63821006,0.819105,0.558989,0.7794945,0.62589276,0.8129464,0.62905467,0.81452733,0.706511,0.8532555,0.67535794,0.83767897,0.74450177,0.8722509,0.74685013,0.87342507,0.75952196,0.879761
6021,0.67263263,0.83631635,0.60027945,0.8001397,0.5866501,0.79332507,0.60246146,0.8012307,0.58207035,0.7910352,0.6855612,0.8427806,0.6065695,0.80328476,0.66208583,0.8310429,0.67864025,0.8393201,0.66514903,0.8325745
