Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
98341,0.68785644,0.8439282,0.73150337,0.8657517,0.6644359,0.83221793,0.69149625,0.8457481,0.7218894,0.8609447,0.8014785,0.90073925,0.76628315,0.8831416,0.8320892,0.9160446,0.8330846,0.9165423,0.8628668,0.93143344
98342,0.7079603,0.8539802,0.64614123,0.82307065,0.6354065,0.81770325,0.6179909,0.8089955,0.68785775,0.8439289,0.6998622,0.8499311,0.6551457,0.8275728,0.72570926,0.8628546,0.7247144,0.8623572,0.71776354,0.8588818
98343,0.45747158,0.7287358,0.4697626,0.7348813,0.40932745,0.70466375,0.47453898,0.7372695,0.48874563,0.74437284,0.57482266,0.78741133,0.5434005,0.77170026,0.56963193,0.78481597,0.6296652,0.81483257,0.63988876,0.8199444
98344,0.6716598,0.8358299,0.6952911,0.8476455,0.61199945,0.80599976,0.70394933,0.85197467,0.6499721,0.82498604,0.6671426,0.8335713,0.655912,0.82795596,0.7081429,0.85407144,0.7193689,0.85968447,0.72071457,0.8603573
98345,0.6899682,0.8449841,0.65378416,0.8268921,0.6462386,0.8231193,0.58896303,0.7944815,0.67133534,0.83566767,0.7742826,0.8871413,0.6730124,0.8365062,0.7134017,0.85670084,0.7211658,0.8605829,0.76797277,0.88398635
98346,0.57904273,0.78952134,0.5668295,0.7834147,0.56469077,0.7823454,0.6151453,0.80757266,0.5921298,0.7960649,0.65419376,0.8270969,0.5916469,0.79582345,0.6915288,0.8457644,0.6730426,0.83652127,0.6560223,0.82801116
98347,0.5599015,0.77995074,0.55413175,0.7770659,0.5552858,0.7776429,0.5356983,0.76784915,0.54340553,0.77170277,0.6275712,0.8137856,0.5890784,0.7945392,0.5975205,0.79876024,0.7127159,0.85635793,0.65941644,0.8297082
98348,0.5435742,0.7717871,0.55458176,0.7772909,0.5443567,0.77217835,0.5464144,0.7732072,0.5790963,0.78954816,0.6567328,0.8283664,0.67745084,0.83872545,0.62254727,0.81127363,0.74562347,0.87281173,0.7340164,0.8670082
98349,0.68564576,0.8428229,0.664258,0.832129,0.61148167,0.80574083,0.65739214,0.8286961,0.6591626,0.82958126,0.73047674,0.86523837,0.6449363,0.82246816,0.7735543,0.88677716,0.72750056,0.8637503,0.7266996,0.8633498
98350,0.63606083,0.8180304,0.6383063,0.8191532,0.6192645,0.80963224,0.6358154,0.8179077,0.65989304,0.8299465,0.75957906,0.87978953,0.69005555,0.8450278,0.7511903,0.87559515,0.75792015,0.8789601,0.8028933,0.90144664
98351,0.6402792,0.8201396,0.6521343,0.82606715,0.6117064,0.8058532,0.6005183,0.8002591,0.6757448,0.8378724,0.7504787,0.8752394,0.70550823,0.8527541,0.73296946,0.86648476,0.79752827,0.89876413,0.7828773,0.89143866
98352,0.5475621,0.77378106,0.53764766,0.76882386,0.51573926,0.7578696,0.53235364,0.7661768,0.55275774,0.77637887,0.6891322,0.8445661,0.6518687,0.82593435,0.69112813,0.84556407,0.73674184,0.8683709,0.75928265,0.8796413
98353,0.65348357,0.8267418,0.60956746,0.8047837,0.5465354,0.7732677,0.55101585,0.7755079,0.68433297,0.8421665,0.80567026,0.90283513,0.75548816,0.8777441,0.7216571,0.8608285,0.736876,0.868438,0.800463,0.9002315
98354,0.5236727,0.76183635,0.6134556,0.80672777,0.5693331,0.78466654,0.52749246,0.76374626,0.57098395,0.78549194,0.49383777,0.7469189,0.5214029,0.7607014,0.5587919,0.77939594,0.5227555,0.76137775,0.4890053,0.74450266
98355,0.5973376,0.7986688,0.58600295,0.7930015,0.54710734,0.77355367,0.60938406,0.80469203,0.614136,0.807068,0.6183256,0.8091628,0.6132444,0.8066222,0.62710905,0.8135545,0.6837567,0.84187835,0.6685877,0.83429384
98356,0.5404274,0.7702137,0.5746141,0.787307,0.47789636,0.73894817,0.5084546,0.7542273,0.5802852,0.7901426,0.60422575,0.8021129,0.616663,0.8083315,0.6291827,0.81459135,0.6278459,0.81392294,0.59542596,0.797713
98357,0.58242404,0.791212,0.6214959,0.810748,0.56300545,0.7815027,0.5214808,0.7607404,0.5684817,0.78424084,0.48609537,0.7430477,0.49555835,0.7477792,0.5302386,0.7651193,0.5183526,0.7591763,0.46840146,0.7342007
98358,0.676808,0.838404,0.6676173,0.83380866,0.6315373,0.81576866,0.6002523,0.80012614,0.7306641,0.865332,0.8047942,0.9023971,0.76749444,0.8837472,0.76693976,0.8834699,0.79307985,0.8965399,0.821573,0.9107865
98359,0.5869037,0.79345185,0.4614348,0.7307174,0.5019859,0.75099295,0.45774043,0.7288702,0.52920705,0.7646035,0.6851541,0.84257704,0.590682,0.795341,0.5968667,0.79843336,0.63944197,0.819721,0.69664395,0.848322
98360,0.4678965,0.73394823,0.5332469,0.76662344,0.44918454,0.72459227,0.63601106,0.81800556,0.41438594,0.70719296,0.40168878,0.7008444,0.4197335,0.70986676,0.50825685,0.75412846,0.54259086,0.7712954,0.45433325,0.72716665
98361,0.6355115,0.81775576,0.67730397,0.838652,0.61142755,0.8057138,0.6555396,0.82776976,0.64914036,0.8245702,0.68193746,0.8409687,0.67844,0.83922,0.74203753,0.87101877,0.74532676,0.8726634,0.75719106,0.87859553
98362,0.57190084,0.7859504,0.6080785,0.80403924,0.5584359,0.77921796,0.568979,0.7844895,0.6353779,0.81768894,0.6295312,0.8147656,0.68617594,0.843088,0.65353024,0.8267651,0.6961572,0.8480786,0.706639,0.8533195
98363,0.68337095,0.8416855,0.699795,0.8498975,0.6655119,0.8327559,0.66271394,0.831357,0.6535684,0.8267842,0.68261564,0.8413078,0.6627816,0.8313908,0.7372391,0.86861956,0.76274157,0.8813708,0.7610369,0.88051844
98364,0.51489276,0.7574464,0.5554942,0.7777471,0.49815077,0.7490754,0.452029,0.7260145,0.51059175,0.7552959,0.5675721,0.78378606,0.54783034,0.7739152,0.5824897,0.79124486,0.60873246,0.80436623,0.59983736,0.79991865
98365,0.56450796,0.782254,0.6156149,0.80780745,0.5634861,0.78174305,0.57474226,0.78737116,0.55526483,0.7776324,0.55140114,0.77570057,0.55362916,0.7768146,0.6395111,0.81975555,0.67775273,0.83887637,0.6629959,0.8314979
98366,0.40618905,0.70309454,0.4700337,0.7350168,0.37396005,0.68698,0.44088483,0.7204424,0.4451344,0.7225672,0.4041906,0.70209527,0.43228358,0.7161418,0.5123343,0.7561672,0.5359065,0.7679533,0.46886575,0.7344329
98367,0.5696652,0.7848326,0.5560367,0.77801836,0.54206455,0.7710323,0.56032026,0.7801601,0.5966052,0.7983026,0.70441234,0.8522062,0.6449796,0.8224898,0.65483785,0.8274189,0.7156615,0.85783076,0.70720476,0.8536024
98368,0.5786089,0.78930444,0.6346336,0.8173168,0.58739936,0.7936997,0.60530216,0.80265105,0.61570275,0.8078514,0.6900668,0.8450334,0.63979834,0.8198992,0.7128805,0.85644025,0.7610578,0.8805289,0.7297822,0.8648911
98369,0.6314517,0.81572586,0.67421657,0.83710825,0.648324,0.824162,0.65783536,0.8289177,0.6968615,0.84843075,0.76300955,0.8815048,0.72693765,0.8634688,0.8014959,0.90074795,0.78109336,0.8905467,0.83466434,0.9173322
98370,0.6512667,0.82563335,0.715693,0.8578465,0.60821027,0.80410516,0.6750562,0.8375281,0.6869483,0.84347415,0.70718384,0.8535919,0.7318572,0.8659286,0.76503265,0.8825163,0.7870691,0.89353454,0.7746212,0.8873106
98371,0.7148972,0.8574486,0.7245566,0.86227834,0.6834576,0.8417288,0.7299879,0.86499393,0.71542525,0.8577126,0.7162643,0.8581321,0.69518644,0.8475932,0.7707689,0.88538444,0.78886414,0.89443207,0.77256346,0.8862817
98372,0.72625554,0.86312777,0.7054484,0.8527242,0.659933,0.8299665,0.66990125,0.8349506,0.6953864,0.8476932,0.75134635,0.8756732,0.7068323,0.85341614,0.79057276,0.8952864,0.7600341,0.88001704,0.76945764,0.8847288
98373,0.60938776,0.8046939,0.587479,0.7937395,0.51348376,0.7567419,0.54869545,0.7743477,0.56634855,0.7831743,0.5670078,0.7835039,0.548421,0.7742105,0.5511783,0.7755891,0.5832473,0.79162365,0.58901656,0.7945083
98374,0.66447765,0.8322388,0.6463513,0.82317567,0.5979647,0.7989824,0.65428686,0.82714343,0.63367593,0.81683797,0.6890327,0.84451634,0.6503761,0.82518804,0.7128258,0.8564129,0.7641022,0.8820511,0.7388657,0.8694328
98375,0.65802735,0.8290137,0.64285576,0.8214279,0.6218252,0.8109126,0.6495557,0.82477784,0.61393285,0.8069664,0.70246804,0.851234,0.6241817,0.8120909,0.6911944,0.8455972,0.765532,0.882766,0.7369174,0.8684587
98376,0.6741071,0.83705354,0.6447288,0.8223644,0.6271502,0.8135751,0.67228985,0.8361449,0.6179359,0.80896795,0.72411513,0.86205757,0.6228334,0.8114167,0.7036414,0.8518207,0.7437494,0.8718747,0.71731627,0.85865813
98377,0.6676502,0.8338251,0.68370545,0.8418527,0.6343368,0.8171684,0.66273475,0.8313674,0.65864277,0.8293214,0.7470304,0.8735152,0.72600853,0.86300427,0.7787388,0.88936937,0.7995219,0.89976096,0.8268931,0.91344655
98378,0.7240761,0.862038,0.6856334,0.8428167,0.65638757,0.8281938,0.68579364,0.8428968,0.67684543,0.8384227,0.75791717,0.8789586,0.6980945,0.84904724,0.7906563,0.89532816,0.7912038,0.89560187,0.8028377,0.90141886
98379,0.7089838,0.8544919,0.64380306,0.82190156,0.62917733,0.81458867,0.6510928,0.8255464,0.7143638,0.8571819,0.83794725,0.9189736,0.70911294,0.85455644,0.7828543,0.89142716,0.7791709,0.88958544,0.80470353,0.90235174
98380,0.7371228,0.8685614,0.7088723,0.85443616,0.6585753,0.82928765,0.68920106,0.84460056,0.761595,0.8807975,0.86359084,0.9317954,0.80385184,0.9019259,0.83874387,0.91937196,0.83108526,0.9155426,0.86551166,0.9327558
98381,0.6100311,0.80501556,0.62279034,0.81139517,0.5623702,0.7811851,0.5821774,0.7910887,0.6040156,0.8020078,0.6713546,0.83567727,0.6306148,0.8153074,0.6818396,0.8409198,0.70086086,0.8504304,0.6909497,0.84547484
98382,0.6251017,0.81255084,0.64006853,0.82003427,0.59946835,0.7997342,0.6152952,0.8076476,0.6177696,0.8088848,0.70132685,0.8506634,0.6809285,0.84046423,0.7480475,0.87402374,0.7454267,0.8727133,0.79742146,0.8987107
98383,0.7076857,0.85384285,0.6785968,0.83929837,0.6519084,0.8259542,0.6360297,0.81801486,0.7072617,0.85363084,0.79091907,0.89545953,0.6985405,0.8492702,0.75514007,0.87757003,0.79536605,0.897683,0.78619725,0.8930986
98384,0.6851232,0.8425616,0.6800847,0.84004235,0.60359573,0.80179787,0.72703135,0.8635157,0.6580784,0.8290392,0.6888652,0.8444326,0.69105744,0.8455287,0.7237309,0.86186546,0.7437319,0.871866,0.7453042,0.8726521
98385,0.60180175,0.8009009,0.59552467,0.79776233,0.5193216,0.75966084,0.5763736,0.7881868,0.60713625,0.8035681,0.73539007,0.86769503,0.6617773,0.8308886,0.71640503,0.8582025,0.7265538,0.8632769,0.7675793,0.88378966
98386,0.6797166,0.8398583,0.6939666,0.8469833,0.6396609,0.8198304,0.73025894,0.8651295,0.66526115,0.8326306,0.66281986,0.83140993,0.6633534,0.8316767,0.7503973,0.87519866,0.7389318,0.8694659,0.70362025,0.8518101
98387,0.7401418,0.87007093,0.71669036,0.85834515,0.65790606,0.828953,0.72433895,0.8621695,0.7391386,0.8695693,0.80064297,0.9003215,0.7234239,0.861712,0.7815152,0.89075756,0.73845005,0.869225,0.7906003,0.89530015
98388,0.72151643,0.8607582,0.6834136,0.8417068,0.6692579,0.83462894,0.7014502,0.8507251,0.6821581,0.84107906,0.75342584,0.8767129,0.6834065,0.84170324,0.7666866,0.88334334,0.7710332,0.88551664,0.7765316,0.8882658
98389,0.6946058,0.8473029,0.6892618,0.8446309,0.6424097,0.82120484,0.6788579,0.83942896,0.70084846,0.85042423,0.7819843,0.89099216,0.7569507,0.8784753,0.765844,0.882922,0.77634346,0.88817173,0.8121745,0.9060873
98390,0.6914654,0.8457327,0.64183223,0.8209161,0.5912643,0.7956321,0.7110373,0.85551864,0.65058976,0.82529485,0.7293055,0.86465275,0.66182256,0.8309113,0.70964396,0.854822,0.7374764,0.8687382,0.7564909,0.8782455
98391,0.62555635,0.8127782,0.5943851,0.7971926,0.6059755,0.80298775,0.5989171,0.79945856,0.64457345,0.8222867,0.75859475,0.8792974,0.7209934,0.8604967,0.73000526,0.86500263,0.7621757,0.88108784,0.8105426,0.9052713
98392,0.58066064,0.7903303,0.61138695,0.8056935,0.58205104,0.7910255,0.6236576,0.8118288,0.55009246,0.7750462,0.5988133,0.79940665,0.5916331,0.79581654,0.68106985,0.8405349,0.7345735,0.86728674,0.7047244,0.85236216
98393,0.66053087,0.8302654,0.6316239,0.815812,0.5900333,0.79501665,0.59654695,0.79827344,0.6440135,0.82200676,0.7692454,0.8846227,0.69197005,0.84598505,0.7563946,0.8781973,0.78424716,0.8921236,0.7856319,0.89281595
98394,0.5615639,0.780782,0.5706265,0.78531325,0.5263658,0.7631829,0.5248903,0.76244515,0.5968482,0.7984241,0.6969571,0.84847856,0.6702807,0.83514035,0.67807686,0.83903843,0.733172,0.86658597,0.7434083,0.87170416
98395,0.7204454,0.8602227,0.68282485,0.8414124,0.6788293,0.83941466,0.65417796,0.82708895,0.7574718,0.8787359,0.85514605,0.927573,0.7713302,0.88566506,0.8570984,0.9285492,0.80415785,0.9020789,0.86757183,0.9337859
98396,0.6428567,0.82142836,0.6699965,0.83499825,0.61962193,0.809811,0.65740645,0.8287032,0.6749642,0.8374821,0.74423367,0.8721168,0.7335971,0.8667985,0.7533462,0.8766731,0.8280673,0.91403365,0.8303647,0.91518235
98397,0.6042737,0.80213684,0.61453587,0.8072679,0.5737622,0.7868811,0.5771911,0.78859556,0.65138596,0.825693,0.711138,0.855569,0.684749,0.8423745,0.73461604,0.867308,0.78273195,0.891366,0.78044736,0.8902237
98398,0.69939303,0.8496965,0.6632832,0.8316416,0.62858117,0.8142906,0.59746444,0.7987322,0.7312497,0.86562485,0.7876408,0.8938204,0.7344561,0.86722803,0.758371,0.8791855,0.78532636,0.8926632,0.7851052,0.8925526
98399,0.3625577,0.6812788,0.39465114,0.6973256,0.29864362,0.6493218,0.3302966,0.6651483,0.39681154,0.69840574,0.39282012,0.69641006,0.46444738,0.7322237,0.38691628,0.69345814,0.40211573,0.70105785,0.38472825,0.6923641
98400,0.7161871,0.85809356,0.6581301,0.8290651,0.6071408,0.8035704,0.70606047,0.8530302,0.68297243,0.8414862,0.6632035,0.83160174,0.6084273,0.80421364,0.69654727,0.84827363,0.7211272,0.86056364,0.6764099,0.838205
98401,0.60443103,0.8022155,0.62897366,0.81448686,0.5373001,0.76865005,0.57127494,0.7856375,0.58847296,0.7942365,0.6203182,0.8101591,0.6057049,0.80285245,0.7102998,0.85514987,0.6755936,0.8377968,0.6423127,0.8211564
98402,0.75002384,0.8750119,0.73072124,0.8653606,0.6862606,0.8431303,0.6760522,0.8380261,0.74033415,0.8701671,0.81724316,0.90862155,0.75807893,0.87903947,0.8160112,0.9080056,0.7869447,0.8934723,0.852424,0.926212
1747,0.6756719,0.8378359,0.6335368,0.8167684,0.6263441,0.81317204,0.6352776,0.8176388,0.6423251,0.8211626,0.699914,0.849957,0.6737623,0.83688116,0.6930183,0.84650916,0.76662505,0.8833125,0.7383877,0.86919385
1784,0.65025103,0.8251255,0.6739739,0.83698696,0.58651644,0.7932582,0.5990516,0.7995258,0.7281316,0.86406577,0.70732677,0.8536634,0.749823,0.8749115,0.715535,0.85776746,0.7558918,0.8779459,0.7064172,0.8532086
2476,0.47612232,0.7380612,0.511127,0.7555635,0.51294076,0.7564704,0.51036805,0.75518405,0.44772482,0.7238624,0.40154332,0.7007717,0.3947351,0.69736755,0.4512865,0.7256433,0.40701538,0.70350766,0.4201905,0.7100953
2515,0.7201596,0.86007977,0.71147555,0.8557378,0.722633,0.8613165,0.6524397,0.82621986,0.6769819,0.83849096,0.6603286,0.8301643,0.6592291,0.8296145,0.702577,0.8512885,0.7247623,0.86238116,0.73787785,0.8689389
2517,0.7053054,0.85265267,0.67167,0.835835,0.7110969,0.85554844,0.59836614,0.7991831,0.6757982,0.8378991,0.6015469,0.80077344,0.5303072,0.7651536,0.6614932,0.8307466,0.5999456,0.7999728,0.5846865,0.79234326
2529,0.75112784,0.8755639,0.6839315,0.8419658,0.68509316,0.8425466,0.630126,0.815063,0.6913397,0.84566987,0.66242504,0.8312125,0.66929305,0.8346465,0.69402087,0.84701043,0.668934,0.834467,0.69164515,0.8458226
2538,0.7702026,0.8851013,0.6814986,0.84074926,0.6917455,0.84587276,0.6685473,0.83427364,0.7124493,0.85622466,0.6869198,0.8434599,0.6340599,0.81702995,0.7190088,0.8595044,0.6855601,0.84278005,0.70619667,0.85309833
2551,0.7756609,0.88783044,0.71189284,0.8559464,0.69388515,0.84694254,0.6451143,0.82255715,0.7030872,0.8515436,0.7132678,0.8566339,0.66639334,0.83319664,0.70410097,0.8520505,0.7179328,0.8589664,0.70463145,0.8523157
2553,0.7463119,0.87315595,0.70147073,0.85073537,0.70594925,0.85297465,0.66944873,0.83472437,0.67692435,0.8384622,0.67274,0.83637,0.64327544,0.82163775,0.7013291,0.85066456,0.7010412,0.8505206,0.6941097,0.84705484
2554,0.6283617,0.81418085,0.6719902,0.8359951,0.6114874,0.8057437,0.6348054,0.8174027,0.6249616,0.8124808,0.65682685,0.8284134,0.6435683,0.82178414,0.7087322,0.85436606,0.66735053,0.83367527,0.71076334,0.85538167
2555,0.6283988,0.8141994,0.6670402,0.8335201,0.6528617,0.82643086,0.6333223,0.8166611,0.58476436,0.7923822,0.55165064,0.7758253,0.5665804,0.7832902,0.61876404,0.809382,0.64451706,0.82225853,0.60408616,0.8020431
2556,0.5934292,0.7967146,0.662347,0.83117354,0.6363938,0.8181969,0.59916496,0.7995825,0.54601336,0.7730067,0.5097466,0.7548733,0.4757402,0.7378701,0.6136248,0.8068124,0.5660355,0.78301775,0.50052893,0.75026447
2577,0.7420498,0.8710249,0.71365535,0.8568277,0.64991367,0.82495683,0.6442922,0.82214606,0.65486616,0.8274331,0.6813262,0.8406631,0.65938133,0.8296907,0.67368734,0.83684367,0.66618276,0.8330914,0.6668035,0.83340174
2582,0.2967952,0.64839756,0.3576211,0.67881054,0.31088573,0.65544283,0.27665204,0.63832605,0.28846133,0.64423066,0.27156594,0.63578296,0.32124567,0.66062284,0.3272469,0.66362345,0.28941166,0.64470583,0.331361,0.6656805
2583,0.64665127,0.82332563,0.7062769,0.85313845,0.6921377,0.84606886,0.630208,0.815104,0.6266525,0.81332624,0.59133554,0.79566777,0.5648606,0.7824303,0.6481862,0.8240931,0.63522285,0.81761146,0.59508383,0.7975419
2584,0.6913212,0.84566057,0.5956794,0.7978397,0.6491939,0.82459694,0.55376244,0.7768812,0.656631,0.8283155,0.63100934,0.81550467,0.57199746,0.7859987,0.64687383,0.8234369,0.55383027,0.77691513,0.59041864,0.7952093
2585,0.64726955,0.82363474,0.6489754,0.8244877,0.58419263,0.7920963,0.5973692,0.7986846,0.6076509,0.80382544,0.619667,0.8098335,0.6433991,0.82169956,0.6500001,0.82500005,0.6557797,0.82788986,0.6611155,0.83055776
2586,0.71292824,0.85646415,0.6803564,0.8401782,0.6662651,0.8331325,0.6511916,0.8255958,0.58919907,0.79459953,0.6191082,0.8095541,0.5418591,0.7709296,0.64843905,0.8242195,0.6277782,0.8138891,0.5960125,0.79800624
2587,0.63958967,0.81979483,0.646891,0.8234455,0.65375113,0.82687557,0.61352575,0.8067629,0.57411706,0.78705853,0.56681633,0.78340816,0.5569539,0.77847695,0.6347686,0.8173843,0.61352164,0.8067608,0.57107705,0.78553855
2588,0.689905,0.84495246,0.70033973,0.8501699,0.64406353,0.82203174,0.6794244,0.8397122,0.59461033,0.79730517,0.5908842,0.7954421,0.5813376,0.7906688,0.6774826,0.8387413,0.68435824,0.8421791,0.6481478,0.8240739
2589,0.762141,0.8810705,0.7177721,0.85888606,0.70892036,0.8544602,0.6519146,0.8259573,0.68425024,0.8421251,0.6563201,0.82816005,0.6143272,0.8071636,0.7063834,0.85319173,0.6504626,0.8252313,0.63919234,0.8195962
2590,0.6838453,0.84192264,0.6545205,0.82726026,0.68734074,0.84367037,0.64860225,0.8243011,0.62778413,0.81389207,0.59733593,0.79866797,0.5925254,0.79626274,0.660928,0.830464,0.58787,0.793935,0.6206306,0.8103153
2591,0.6801622,0.8400811,0.6933304,0.8466652,0.6686085,0.8343042,0.6308881,0.81544405,0.6547279,0.82736397,0.67642885,0.8382144,0.6796775,0.83983874,0.69423854,0.8471193,0.70144945,0.8507247,0.71247625,0.8562381
2592,0.7723598,0.8861799,0.7292615,0.86463076,0.7198073,0.8599037,0.67466676,0.8373334,0.74564767,0.87282383,0.7081818,0.8540909,0.6764621,0.8382311,0.71065927,0.85532963,0.655048,0.827524,0.7138752,0.8569376
2594,0.43323714,0.71661854,0.4248502,0.7124251,0.45750064,0.72875035,0.49706337,0.7485317,0.37221712,0.6861086,0.35957214,0.6797861,0.29980618,0.64990306,0.41062206,0.70531106,0.37918437,0.6895922,0.31619942,0.6580997
2595,0.5728956,0.78644776,0.594643,0.7973215,0.58303106,0.7915155,0.54909754,0.77454877,0.50293875,0.7514694,0.5296893,0.76484466,0.521003,0.7605015,0.5785017,0.78925085,0.54297924,0.7714896,0.5406923,0.77034616
2597,0.56935203,0.784676,0.55393004,0.776965,0.5829708,0.7914854,0.55142796,0.775714,0.49788535,0.7489427,0.43010256,0.7150513,0.36933327,0.68466663,0.50598645,0.7529932,0.44541842,0.7227092,0.37319154,0.6865958
2645,0.6417396,0.8208698,0.673873,0.8369365,0.67243385,0.8362169,0.6187229,0.80936146,0.6121268,0.8060634,0.62098134,0.81049067,0.6096579,0.80482894,0.65094227,0.82547116,0.6600474,0.8300237,0.6519486,0.8259743
2654,0.6934167,0.84670836,0.68722725,0.8436136,0.668707,0.8343535,0.6664616,0.8332308,0.6382595,0.8191297,0.62307763,0.8115388,0.59623444,0.7981172,0.6874063,0.84370315,0.6145598,0.80727994,0.63722503,0.8186125
2655,0.73089695,0.8654485,0.67060506,0.83530253,0.67250854,0.83625424,0.62887233,0.8144362,0.6780107,0.83900535,0.69994986,0.84997493,0.6338489,0.81692445,0.6689252,0.83446264,0.66322863,0.8316143,0.688397,0.84419847
2656,0.6084211,0.80421054,0.6688402,0.8344201,0.6030313,0.80151564,0.5735963,0.7867981,0.56561977,0.78280985,0.53029937,0.7651497,0.5286182,0.7643091,0.6109256,0.80546284,0.5965956,0.79829776,0.5308473,0.76542366
2657,0.5712577,0.78562886,0.6106394,0.80531967,0.5887897,0.79439485,0.55992746,0.77996373,0.60527134,0.80263567,0.67658055,0.8382903,0.6245731,0.81228656,0.7200939,0.860047,0.78578293,0.89289147,0.7304982,0.8652491
2658,0.6487586,0.8243793,0.620623,0.8103115,0.6158282,0.80791414,0.6023191,0.80115956,0.5847757,0.79238784,0.5260639,0.76303196,0.44950044,0.7247502,0.61143446,0.80571723,0.5663743,0.78318715,0.5055318,0.7527659
2659,0.63887906,0.81943953,0.65445524,0.8272276,0.6049347,0.80246735,0.6152042,0.8076021,0.6278347,0.81391734,0.6062925,0.80314624,0.6443306,0.8221653,0.6508099,0.82540494,0.67027104,0.8351355,0.64339775,0.8216989
2660,0.6382452,0.8191226,0.6271267,0.81356335,0.6155578,0.8077789,0.6085431,0.8042716,0.5912478,0.7956239,0.59908235,0.7995412,0.6158866,0.80794334,0.6346329,0.8173164,0.6461624,0.8230812,0.6425766,0.8212883
2741,0.6440927,0.82204634,0.57214755,0.7860738,0.5574665,0.77873325,0.590326,0.79516304,0.5630195,0.78150976,0.52433133,0.76216567,0.5073433,0.75367165,0.5450056,0.7725028,0.5622052,0.7811026,0.531546,0.765773
2766,0.70563996,0.85282,0.79768884,0.8988444,0.7176285,0.85881424,0.65573263,0.8278663,0.67337656,0.8366883,0.6495102,0.8247551,0.6380559,0.81902796,0.7560978,0.8780489,0.69369507,0.84684753,0.6687113,0.83435565
2793,0.70247185,0.8512359,0.7361199,0.86806,0.64002866,0.82001436,0.63147575,0.81573784,0.6840372,0.8420186,0.6795369,0.8397684,0.6974296,0.8487148,0.7321504,0.86607516,0.6983321,0.84916604,0.7354014,0.8677007
2810,0.6277517,0.81387585,0.64959574,0.82479787,0.6175843,0.8087921,0.5755874,0.7877937,0.55437577,0.7771879,0.5260562,0.7630281,0.49364066,0.74682033,0.608788,0.804394,0.58561766,0.79280883,0.5094318,0.7547159
2824,0.71446776,0.8572339,0.7389205,0.8694602,0.72823894,0.86411947,0.6729474,0.8364737,0.7104949,0.85524744,0.64342976,0.8217149,0.614976,0.80748796,0.7647991,0.88239956,0.6957699,0.84788495,0.67749363,0.8387468
3002,0.66663575,0.8333179,0.6440076,0.82200384,0.6679496,0.83397484,0.6146587,0.80732936,0.6070501,0.8035251,0.5975354,0.7987677,0.60214263,0.8010713,0.62686884,0.8134344,0.6341935,0.8170967,0.64786434,0.8239322
3021,0.65012455,0.8250623,0.66102874,0.8305144,0.60208166,0.8010408,0.5691429,0.7845714,0.5863732,0.7931866,0.52766585,0.7638329,0.5193504,0.7596752,0.58812493,0.7940625,0.5991558,0.7995779,0.5684706,0.7842353
