Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Score
12495,0.7215526,0.8607763,0.72673607,0.86336803,0.6704852,0.8352426,0.6402627,0.82013136,0.6983665,0.84918326,0.73588836,0.8679442,0.68149483,0.8407474,0.7412614,0.87063074,0.7393136,0.8696568,0.7424259,0.87121296
12496,0.75000083,0.8750004,0.70171463,0.8508573,0.7203032,0.8601516,0.62493736,0.81246865,0.71206725,0.8560336,0.77383727,0.88691866,0.6787991,0.8393996,0.75861245,0.8793062,0.7691026,0.8845513,0.76013815,0.8800691
12497,0.64424944,0.8221247,0.6461394,0.8230697,0.653124,0.826562,0.591956,0.795978,0.6404694,0.82023466,0.6193393,0.8096696,0.6087433,0.80437165,0.6620145,0.83100724,0.600242,0.800121,0.61904824,0.8095241
12498,0.7793889,0.88969445,0.7816739,0.89083695,0.7189579,0.85947895,0.69517124,0.8475856,0.7244995,0.86224973,0.7125114,0.8562557,0.6951328,0.84756637,0.7697284,0.8848642,0.71071386,0.85535693,0.71399355,0.8569968
12499,0.70540446,0.85270226,0.6671496,0.8335748,0.69918627,0.84959316,0.57328784,0.7866439,0.7000705,0.85003525,0.68820846,0.84410423,0.6588774,0.8294387,0.70573986,0.8528699,0.619138,0.809569,0.6663315,0.83316576
12500,0.7365869,0.86829346,0.72191983,0.8609599,0.69562244,0.8478112,0.6186099,0.80930495,0.7364857,0.86824286,0.6978851,0.8489425,0.7277387,0.8638693,0.7467717,0.87338585,0.70555973,0.85277987,0.7089169,0.85445845
12501,0.60637474,0.8031874,0.604038,0.802019,0.58005667,0.79002833,0.56726235,0.7836312,0.5585631,0.77928156,0.5485111,0.7742555,0.5534295,0.77671474,0.55500513,0.77750254,0.5767908,0.7883954,0.5711546,0.7855773
12502,0.735831,0.8679155,0.7415879,0.87079394,0.7122519,0.85612595,0.63597745,0.81798875,0.74871093,0.87435544,0.6902713,0.8451357,0.6835599,0.84177995,0.7317667,0.86588335,0.6544217,0.82721084,0.6699345,0.83496726
12503,0.67377126,0.83688563,0.6055504,0.8027752,0.62143844,0.81071925,0.53261423,0.7663071,0.5885364,0.7942682,0.71581924,0.8579096,0.5909755,0.79548776,0.6525829,0.82629144,0.6696937,0.83484685,0.6642878,0.8321439
12504,0.8051492,0.9025746,0.78924036,0.8946202,0.7782213,0.8891107,0.706738,0.853369,0.73982906,0.86991453,0.7364085,0.86820424,0.6840523,0.8420261,0.79564893,0.89782447,0.6931006,0.8465503,0.70944923,0.85472465
12505,0.6700716,0.8350358,0.64452314,0.8222616,0.66408706,0.8320435,0.58096427,0.79048216,0.6314944,0.8157472,0.6874695,0.84373474,0.59535086,0.79767543,0.65617704,0.8280885,0.68498224,0.84249115,0.6727076,0.8363538
12506,0.6813315,0.84066576,0.6780046,0.8390023,0.6616703,0.83083516,0.5916315,0.7958157,0.6512067,0.82560337,0.65238845,0.8261942,0.6374286,0.81871426,0.66812754,0.83406377,0.6338893,0.81694466,0.65586936,0.8279347
12507,0.5963838,0.7981919,0.57480705,0.7874035,0.5611243,0.78056216,0.53664434,0.76832217,0.58113563,0.7905678,0.58757484,0.7937874,0.6025491,0.80127454,0.60710776,0.8035539,0.6123778,0.80618894,0.633021,0.8165105
12508,0.73646605,0.868233,0.6840374,0.8420187,0.68806326,0.84403163,0.55739844,0.7786992,0.72258604,0.861293,0.75867623,0.87933815,0.67184913,0.83592457,0.7261275,0.86306375,0.66295964,0.8314798,0.7115122,0.8557561
12509,0.71637464,0.8581873,0.6770364,0.8385182,0.7272366,0.8636183,0.6096903,0.80484515,0.65266055,0.8263303,0.70122814,0.8506141,0.60898054,0.80449027,0.68529737,0.8426487,0.6746436,0.83732176,0.69067216,0.8453361
12510,0.67169785,0.8358489,0.67490834,0.8374542,0.63484514,0.81742257,0.6100279,0.80501395,0.63992274,0.81996137,0.6716789,0.83583945,0.65959334,0.8297967,0.68815494,0.84407747,0.6570948,0.82854736,0.6875663,0.84378314
12511,0.5268422,0.76342106,0.514035,0.7570175,0.4937687,0.74688435,0.49102807,0.74551404,0.44498432,0.72249216,0.5238614,0.7619307,0.46866524,0.7343326,0.50395155,0.7519758,0.5478077,0.77390385,0.5205817,0.76029086
12512,0.62253344,0.8112667,0.63252306,0.81626153,0.54828465,0.7741423,0.56362367,0.78181183,0.6078886,0.8039443,0.5648792,0.7824396,0.6046277,0.80231386,0.58961475,0.7948074,0.6412957,0.82064784,0.59468305,0.7973415
12513,0.72691697,0.8634585,0.66492474,0.8324624,0.6701238,0.8350619,0.61007047,0.80503523,0.65326846,0.8266342,0.7135012,0.8567506,0.6353345,0.81766725,0.69555736,0.8477787,0.68875885,0.8443794,0.707893,0.8539465
12514,0.72590196,0.862951,0.7170487,0.8585243,0.6947862,0.8473931,0.6229254,0.8114627,0.7135159,0.85675794,0.6998855,0.84994274,0.6496618,0.8248309,0.73276305,0.8663815,0.68409604,0.84204805,0.68278,0.84139
12515,0.7674664,0.8837332,0.7319201,0.86596006,0.6914205,0.8457103,0.62223375,0.8111169,0.71697783,0.8584889,0.75479424,0.8773971,0.6959535,0.84797674,0.7527151,0.87635756,0.7329342,0.8664671,0.74528474,0.8726424
12516,0.66018295,0.8300915,0.6473633,0.82368165,0.6240618,0.8120309,0.60510635,0.8025532,0.6623119,0.83115596,0.6202775,0.81013876,0.6525093,0.8262546,0.6513355,0.82566774,0.63389426,0.8169471,0.6502363,0.8251182
12518,0.685926,0.842963,0.74095464,0.8704773,0.70727754,0.85363877,0.63773584,0.8188679,0.73553014,0.86776507,0.71695983,0.8584799,0.7535889,0.87679446,0.7680479,0.88402396,0.7393446,0.8696723,0.74155027,0.8707751
12519,0.7502513,0.87512565,0.7065385,0.8532692,0.686711,0.84335554,0.6011088,0.8005544,0.66427785,0.8321389,0.6395029,0.81975144,0.59973645,0.7998682,0.6593092,0.8296546,0.62173665,0.8108683,0.6403134,0.8201567
12520,0.68411577,0.8420579,0.6522571,0.82612854,0.6603276,0.83016384,0.53467596,0.767338,0.6424457,0.82122284,0.68317413,0.84158707,0.587797,0.79389846,0.648083,0.8240415,0.6047767,0.8023883,0.6506661,0.82533306
12521,0.7278727,0.86393636,0.6575767,0.82878834,0.6667557,0.83337784,0.56690127,0.7834506,0.6616013,0.83080065,0.7271364,0.8635682,0.65999687,0.82999843,0.7057116,0.8528558,0.624001,0.8120005,0.707597,0.8537985
12523,0.6910118,0.8455059,0.66343045,0.8317152,0.65697,0.828485,0.62969685,0.8148484,0.6265034,0.81325173,0.6928123,0.84640616,0.62737095,0.8136855,0.69138545,0.84569275,0.67726725,0.83863366,0.68176436,0.8408822
12525,0.83330935,0.9166547,0.77097785,0.8854889,0.7645985,0.88229924,0.6727488,0.8363744,0.8177602,0.9088801,0.7946359,0.89731795,0.7429557,0.87147784,0.79964113,0.89982057,0.7291327,0.8645663,0.76144636,0.8807232
12526,0.7480226,0.8740113,0.7049979,0.85249895,0.6968317,0.84841585,0.6435076,0.8217538,0.7032099,0.85160494,0.7491542,0.8745771,0.7033181,0.85165906,0.73053074,0.86526537,0.69656396,0.848282,0.734653,0.8673265
12527,0.75278866,0.87639433,0.69869924,0.8493496,0.7059039,0.85295194,0.6274156,0.8137078,0.6858492,0.8429246,0.7790344,0.8895172,0.6531329,0.82656646,0.733055,0.8665275,0.7051945,0.85259724,0.71878076,0.8593904
12528,0.65060115,0.8253006,0.6246654,0.8123327,0.6785911,0.8392955,0.5520432,0.7760216,0.5983557,0.7991779,0.6389265,0.81946325,0.55250233,0.7762512,0.6136959,0.80684793,0.61250246,0.8062512,0.59216297,0.7960815
12529,0.7641436,0.8820718,0.69567394,0.847837,0.70144963,0.8507248,0.60328555,0.8016428,0.7172358,0.8586179,0.719221,0.8596105,0.6616913,0.83084565,0.71332216,0.8566611,0.62060064,0.81030035,0.6637239,0.831862
12530,0.5267278,0.7633639,0.5150291,0.75751454,0.49112493,0.74556243,0.4649294,0.7324647,0.44279623,0.7213981,0.45901757,0.72950876,0.4406821,0.7203411,0.46251565,0.7312578,0.44521827,0.72260916,0.4736209,0.73681045
12531,0.5930433,0.79652166,0.6340244,0.8170122,0.5884775,0.79423875,0.5141406,0.7570703,0.59498024,0.7974901,0.6114595,0.80572975,0.65063655,0.8253183,0.6069897,0.8034948,0.6120775,0.80603874,0.6455152,0.8227576
12532,0.7390127,0.86950636,0.65978444,0.8298922,0.6911795,0.84558976,0.5989173,0.7994586,0.6619257,0.83096284,0.6891572,0.8445786,0.60852075,0.8042604,0.67891806,0.83945906,0.60612035,0.8030602,0.6491597,0.82457983
12533,0.7294899,0.86474496,0.69909155,0.8495458,0.68181574,0.8409079,0.6154811,0.80774057,0.6791531,0.83957654,0.6805913,0.8402957,0.6556685,0.82783425,0.7013202,0.8506601,0.6724341,0.83621705,0.6861784,0.8430892
12565,0.7941711,0.89708555,0.72721964,0.8636098,0.73573005,0.867865,0.66208076,0.8310404,0.7298658,0.8649329,0.75550205,0.877751,0.6573101,0.82865506,0.7651025,0.88255125,0.68429995,0.84215,0.72041607,0.86020803
12656,0.6661061,0.83305305,0.7204026,0.8602013,0.6037585,0.8018793,0.59699047,0.79849523,0.6541549,0.82707745,0.60917246,0.80458623,0.6355787,0.8177893,0.6809152,0.84045756,0.63626754,0.8181338,0.66198385,0.8309919
12674,0.72615784,0.86307895,0.6759572,0.8379786,0.67937577,0.8396879,0.5776235,0.78881174,0.67182505,0.8359125,0.71681607,0.85840803,0.6407467,0.82037336,0.6899289,0.84496444,0.65955323,0.82977664,0.6732106,0.8366053
12687,0.60753036,0.8037652,0.63589644,0.8179482,0.5649785,0.78248924,0.5747386,0.7873693,0.5988549,0.79942745,0.61654896,0.8082745,0.65560424,0.8278021,0.6311097,0.81555486,0.66544676,0.8327234,0.6495122,0.8247561
12736,0.76310134,0.88155067,0.6746996,0.8373498,0.64782715,0.8239136,0.68579423,0.8428971,0.70036125,0.8501806,0.6322855,0.81614274,0.6218076,0.8109038,0.6810843,0.84054214,0.6637855,0.8318927,0.64749783,0.82374895
13078,0.7414632,0.8707316,0.6956473,0.8478236,0.6789713,0.83948565,0.6462848,0.8231424,0.72467107,0.86233556,0.73926795,0.869634,0.71030176,0.8551509,0.73844576,0.8692229,0.663406,0.831703,0.70843494,0.85421747
13080,0.7584411,0.87922055,0.7239818,0.8619909,0.6868388,0.84341943,0.6380525,0.81902623,0.6924025,0.84620124,0.7057618,0.8528809,0.66006815,0.8300341,0.7133453,0.85667264,0.71203315,0.8560166,0.7176503,0.85882515
13146,0.7497678,0.8748839,0.6743149,0.8371575,0.6242213,0.81211066,0.61978614,0.8098931,0.6588092,0.8294046,0.66575474,0.8328774,0.6452781,0.82263905,0.6732735,0.8366368,0.6562748,0.8281374,0.6621072,0.8310536
13147,0.7466401,0.87332004,0.6814767,0.84073836,0.64251363,0.8212568,0.6213751,0.81068754,0.7023114,0.8511557,0.6726577,0.83632886,0.6558241,0.8279121,0.66283405,0.831417,0.6667679,0.8333839,0.6837244,0.8418622
13148,0.7024025,0.85120124,0.6413067,0.8206533,0.6464281,0.82321405,0.5873162,0.79365814,0.67880285,0.8394014,0.5957799,0.79788995,0.5553711,0.7776855,0.6622782,0.8311391,0.54931384,0.7746569,0.5447494,0.7723747
13149,0.6628456,0.8314228,0.611261,0.8056305,0.5496081,0.77480406,0.5275868,0.7637934,0.62218,0.81109,0.5865095,0.79325473,0.5382215,0.76911074,0.5710139,0.78550696,0.5933603,0.79668015,0.6035497,0.80177486
13150,0.7614242,0.8807121,0.7644469,0.8822235,0.71831906,0.8591595,0.6519736,0.8259868,0.75510305,0.87755156,0.7336216,0.8668108,0.70323664,0.8516183,0.76430404,0.882152,0.72224766,0.8611238,0.7332432,0.8666216
13196,0.72005314,0.8600266,0.7166445,0.85832226,0.64379084,0.8218954,0.6214526,0.8107263,0.63823915,0.8191196,0.612149,0.8060745,0.61659956,0.8082998,0.6450265,0.8225132,0.63420916,0.8171046,0.6169429,0.80847144
13382,0.694517,0.8472585,0.66342735,0.8317137,0.6639447,0.83197236,0.57908934,0.7895447,0.65509665,0.8275483,0.697312,0.848656,0.64858294,0.82429147,0.66466886,0.8323344,0.63731277,0.8186564,0.6954663,0.84773314
13461,0.70201343,0.85100675,0.66693556,0.8334678,0.6884959,0.84424794,0.58476174,0.79238087,0.64553434,0.82276714,0.6807784,0.8403892,0.6094289,0.80471444,0.6780164,0.8390082,0.6400821,0.82004106,0.65548337,0.8277417
13475,0.74542487,0.87271243,0.6958602,0.8479301,0.6752498,0.8376249,0.6046966,0.80234826,0.6922101,0.84610504,0.71305126,0.85652566,0.64983517,0.82491755,0.7209457,0.86047286,0.67292494,0.8364625,0.7080021,0.85400105
13477,0.7458111,0.87290555,0.6823843,0.8411921,0.6922239,0.84611195,0.6368692,0.8184346,0.6893462,0.8446731,0.6731789,0.83658946,0.6363585,0.81817925,0.7043605,0.85218024,0.6085364,0.80426824,0.6843082,0.8421541
13537,0.77740896,0.8887045,0.73577404,0.867887,0.7345035,0.86725175,0.68661916,0.8433096,0.7279237,0.8639618,0.7152176,0.8576088,0.68771046,0.84385526,0.728518,0.864259,0.6606347,0.8303174,0.7107433,0.85537165
13893,0.7455373,0.87276864,0.74155426,0.87077713,0.69478023,0.8473901,0.64588344,0.8229417,0.7123562,0.8561781,0.68075657,0.8403783,0.67740756,0.83870375,0.70278215,0.8513911,0.6655973,0.83279866,0.69504696,0.84752345
13897,0.6287503,0.81437516,0.59149945,0.7957497,0.5632756,0.7816378,0.5528286,0.7764143,0.54866654,0.77433324,0.45594874,0.72797436,0.43331042,0.7166552,0.56234074,0.78117037,0.52158844,0.7607942,0.44695973,0.72347987
14744,0.726599,0.8632995,0.6416846,0.82084227,0.6719553,0.8359777,0.5853822,0.7926911,0.6507374,0.8253687,0.7152173,0.8576087,0.64158833,0.82079417,0.66583836,0.8329192,0.6784016,0.8392008,0.7022897,0.85114485
14862,0.72827953,0.8641398,0.7039695,0.85198474,0.6747357,0.8373679,0.6527178,0.8263589,0.7191094,0.8595547,0.6601453,0.83007264,0.67363536,0.8368177,0.7186813,0.85934067,0.6500243,0.82501215,0.656095,0.8280475
14882,0.7621572,0.8810786,0.78679085,0.8933954,0.7288266,0.86441326,0.678586,0.839293,0.7623807,0.88119036,0.73037654,0.86518824,0.67601264,0.8380063,0.8136869,0.9068434,0.7203045,0.86015224,0.7059331,0.85296655
14890,0.76695704,0.8834785,0.6994417,0.84972084,0.70287967,0.85143983,0.6248424,0.8124212,0.718495,0.8592475,0.7543943,0.87719715,0.66716564,0.8335828,0.75161767,0.87580884,0.68746233,0.84373116,0.72345483,0.8617274
14906,0.7054652,0.8527326,0.63960934,0.81980467,0.61132973,0.8056649,0.62956774,0.8147839,0.6378505,0.81892526,0.5812973,0.79064864,0.58361894,0.79180944,0.6189267,0.8094634,0.60641706,0.80320853,0.60363615,0.8018181
14907,0.57055926,0.78527963,0.62109184,0.8105459,0.5235905,0.7617953,0.50762343,0.7538117,0.60188174,0.8009409,0.5355561,0.76777804,0.59523594,0.797618,0.62451416,0.81225705,0.5671628,0.7835814,0.5519862,0.7759931
14914,0.76186717,0.8809336,0.64611137,0.8230557,0.64735043,0.8236752,0.6123245,0.80616224,0.6724298,0.8362149,0.6474095,0.8237047,0.58251804,0.79125905,0.6536219,0.82681096,0.6104939,0.80524695,0.613171,0.8065855
14916,0.70967007,0.85483503,0.7093815,0.8546908,0.63022125,0.8151106,0.650393,0.8251965,0.63300973,0.81650484,0.62502897,0.8125145,0.6228459,0.81142294,0.664761,0.83238053,0.65578204,0.827891,0.6491723,0.82458615
14930,0.77686846,0.88843423,0.67035323,0.8351766,0.6859927,0.84299636,0.6151264,0.8075632,0.7195308,0.8597654,0.7399924,0.8699962,0.64627385,0.8231369,0.7100616,0.8550308,0.6470635,0.82353175,0.70052814,0.8502641
14932,0.6166476,0.8083238,0.6297149,0.8148575,0.6012293,0.80061466,0.5169339,0.75846696,0.60813665,0.8040683,0.6580887,0.82904434,0.64940953,0.82470477,0.64545643,0.8227282,0.68369323,0.8418466,0.68724096,0.8436205
14939,0.72448146,0.86224073,0.6495008,0.8247504,0.6656238,0.8328119,0.5725906,0.7862953,0.68410695,0.8420535,0.75880015,0.8794001,0.6730305,0.83651525,0.69799614,0.84899807,0.67007726,0.83503866,0.74367297,0.8718365
14947,0.6960039,0.84800196,0.66962373,0.83481187,0.644368,0.82218397,0.5830411,0.79152054,0.6449069,0.82245344,0.68543065,0.8427153,0.6193758,0.8096879,0.6651076,0.8325538,0.68085575,0.8404279,0.6863601,0.84318006
15180,0.7125704,0.8562852,0.6802452,0.8401226,0.68969226,0.8448461,0.6454704,0.8227352,0.64408314,0.8220416,0.6936465,0.8468232,0.6073438,0.8036719,0.6386534,0.8193267,0.6442561,0.82212806,0.65684193,0.828421
15240,0.6344183,0.8172091,0.62723744,0.8136187,0.5691514,0.7845757,0.5514722,0.7757361,0.61336714,0.80668354,0.5790285,0.78951424,0.6129632,0.8064816,0.60993385,0.8049669,0.577415,0.7887075,0.6316607,0.81583035
15339,0.61076033,0.80538017,0.71204555,0.8560228,0.60151285,0.80075645,0.6013039,0.8006519,0.59374833,0.79687417,0.5312131,0.7656065,0.5430752,0.7715376,0.6587651,0.82938254,0.55805755,0.7790288,0.5702379,0.78511894
15419,0.7951161,0.8975581,0.7208245,0.86041224,0.7576611,0.87883055,0.6571769,0.8285885,0.7130687,0.85653436,0.71721953,0.8586098,0.63615257,0.81807625,0.7343051,0.8671526,0.67275274,0.83637637,0.71676695,0.8583835
15425,0.79146326,0.8957316,0.7049589,0.85247946,0.7113184,0.8556592,0.6804043,0.84020215,0.73266184,0.8663309,0.7408774,0.8704387,0.6617919,0.83089596,0.7251152,0.8625576,0.7148402,0.8574201,0.7364941,0.86824703
15426,0.74550724,0.8727536,0.7521269,0.87606347,0.7039057,0.85195285,0.6235918,0.8117959,0.69249904,0.8462495,0.675475,0.8377375,0.65758026,0.8287901,0.70477355,0.8523868,0.6676456,0.8338228,0.67332447,0.83666223
15474,0.6579814,0.8289907,0.7290814,0.8645407,0.6258772,0.8129386,0.6288718,0.8144359,0.6568733,0.8284366,0.6262692,0.8131346,0.646936,0.82346797,0.6708271,0.8354136,0.691911,0.8459555,0.70490354,0.8524518
15519,0.7164955,0.85824776,0.7190142,0.8595071,0.63490236,0.8174512,0.5863558,0.7931779,0.69298136,0.8464907,0.69208705,0.8460435,0.706193,0.8530965,0.6735368,0.8367684,0.65720135,0.82860065,0.6941736,0.8470868
15524,0.6553297,0.82766485,0.6909643,0.8454821,0.6025801,0.80129004,0.61611676,0.8080584,0.62800694,0.81400347,0.6303812,0.8151906,0.6510205,0.82551026,0.678077,0.8390385,0.6844344,0.8422172,0.6939413,0.8469707
15589,0.72759473,0.86379737,0.7175196,0.85875976,0.6497806,0.82489026,0.61870235,0.8093512,0.6808034,0.8404017,0.6381134,0.8190567,0.64718413,0.82359207,0.6749593,0.83747965,0.644379,0.8221895,0.6641545,0.83207726
15679,0.5905587,0.7952794,0.5701209,0.7850604,0.46742713,0.73371357,0.5670601,0.78353006,0.61358917,0.8067946,0.648349,0.8241745,0.6931572,0.8465786,0.59968793,0.79984397,0.6685356,0.8342678,0.6868119,0.84340596
15743,0.794458,0.89722896,0.7306428,0.8653214,0.6540586,0.8270293,0.64347273,0.82173634,0.7240292,0.8620146,0.73498684,0.8674934,0.71584505,0.85792255,0.7476504,0.8738252,0.6949732,0.8474866,0.7336402,0.8668201
16036,0.75607324,0.8780366,0.73840684,0.86920345,0.66260195,0.831301,0.71750486,0.8587524,0.70798266,0.8539913,0.632355,0.8161775,0.624373,0.8121865,0.6980084,0.8490042,0.6507828,0.8253914,0.64713746,0.8235687
16039,0.6642293,0.83211464,0.6736728,0.8368364,0.6491536,0.8245768,0.63310206,0.816551,0.5921212,0.79606056,0.5558827,0.77794135,0.5432812,0.7716406,0.6555811,0.82779056,0.62878716,0.8143936,0.5634666,0.7817333
16064,0.8146633,0.90733165,0.79241645,0.8962082,0.72249365,0.8612468,0.72681284,0.8634064,0.79424536,0.8971227,0.74244684,0.87122345,0.7220243,0.86101216,0.8066984,0.90334916,0.7401825,0.87009126,0.7526988,0.8763494
6018,0.67350525,0.83675265,0.69425035,0.8471252,0.60933965,0.80466986,0.68201077,0.8410054,0.6855277,0.84276384,0.75516355,0.8775818,0.72696185,0.8634809,0.79903257,0.8995163,0.78520817,0.8926041,0.7849304,0.89246523
6021,0.7209095,0.86045474,0.73617077,0.8680854,0.6643373,0.83216864,0.6639823,0.83199114,0.6971946,0.8485973,0.73452604,0.867263,0.73698074,0.86849034,0.7562685,0.87813425,0.7795466,0.8897733,0.8067509,0.90337545
6026,0.6155324,0.8077662,0.6232681,0.81163406,0.5163722,0.7581861,0.5825231,0.79126155,0.646457,0.8232285,0.70319307,0.85159653,0.69812435,0.8490622,0.71735084,0.8586754,0.6552113,0.82760566,0.7046162,0.8523081
9479,0.66497517,0.8324876,0.64269686,0.8213484,0.56975365,0.7848768,0.6031512,0.8015756,0.6772015,0.83860075,0.77079636,0.88539815,0.7629106,0.8814553,0.73740506,0.86870253,0.76942706,0.88471353,0.787313,0.8936565
16980,0.745461,0.8727305,0.7388201,0.86941004,0.70522547,0.85261273,0.7313198,0.8656599,0.7273053,0.86365265,0.7513213,0.87566066,0.6927153,0.84635764,0.77002025,0.8850101,0.782055,0.8910275,0.7706998,0.88534987
17014,0.4361828,0.71809137,0.51251274,0.75625634,0.39566052,0.69783026,0.45062655,0.7253133,0.48175585,0.7408779,0.41645315,0.70822656,0.5036746,0.7518373,0.4917462,0.7458731,0.5333159,0.76665795,0.5071892,0.75359464
18230,0.65565956,0.8278298,0.6466727,0.82333636,0.56019235,0.7800962,0.6283827,0.81419134,0.6542839,0.82714194,0.70989937,0.8549497,0.6776517,0.8388258,0.7173995,0.85869974,0.694164,0.847082,0.7287195,0.86435974
18348,0.6578026,0.8289013,0.6739512,0.8369756,0.5812602,0.7906301,0.59556013,0.79778004,0.7109395,0.85546976,0.81225353,0.90612674,0.7815831,0.89079154,0.7952993,0.89764965,0.79433346,0.8971667,0.8536346,0.9268173
26715,0.71410674,0.8570534,0.7374387,0.86871934,0.62044805,0.81022406,0.674566,0.837283,0.73981905,0.8699095,0.6931051,0.84655255,0.74824816,0.87412405,0.752647,0.87632346,0.7725204,0.8862602,0.7296017,0.8648008
26747,0.8055345,0.90276724,0.7189358,0.85946786,0.70414627,0.85207313,0.68277425,0.84138715,0.7950847,0.89754236,0.84881127,0.92440563,0.75316834,0.8765842,0.8366389,0.91831946,0.7502409,0.87512046,0.8216909,0.91084546
29788,0.60969126,0.80484563,0.58723986,0.79361993,0.5171939,0.75859696,0.5514087,0.7757044,0.6630604,0.8315302,0.7731689,0.88658446,0.7398509,0.86992544,0.70449585,0.85224795,0.72546357,0.8627318,0.78539777,0.8926989
29835,0.6062578,0.8031289,0.6421528,0.8210764,0.5089755,0.75448775,0.56846094,0.7842305,0.6070306,0.8035153,0.71759,0.858795,0.72903776,0.8645189,0.7290733,0.86453664,0.74254966,0.8712748,0.7897525,0.89487624
30606,0.6654922,0.8327461,0.58844805,0.794224,0.5477105,0.7738552,0.56809205,0.78404605,0.6624756,0.8312378,0.79829776,0.8991489,0.6874273,0.84371364,0.7067512,0.8533756,0.72956115,0.86478055,0.7714737,0.8857368
30845,0.7265469,0.86327344,0.69932103,0.8496605,0.6494263,0.8247131,0.70549136,0.85274565,0.7164576,0.8582288,0.8201579,0.91007894,0.72396314,0.8619816,0.82916164,0.9145808,0.8175569,0.9087784,0.82126164,0.9106308
