Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_doordash_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_apple_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_samsara_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_yelp_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_match_pm_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_i2c_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_adobe_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_amazon_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_rowan_ux_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Raw_Score,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct_google_ux_Score
98319,0.6646241,0.83231205,0.6519682,0.8259841,0.62799066,0.81399536,0.685036,0.842518,0.62283075,0.8114154,0.6961752,0.8480876,0.6498176,0.8249088,0.6822852,0.8411426,0.73307914,0.8665396,0.72983223,0.8649161
98320,0.7405032,0.8702516,0.68482524,0.8424126,0.66040385,0.8302019,0.609563,0.8047815,0.7545238,0.8772619,0.8899624,0.9449812,0.7574259,0.87871295,0.8325302,0.91626513,0.8097395,0.90486974,0.86471903,0.9323595
98321,0.6490805,0.82454026,0.690927,0.8454635,0.6274024,0.8137012,0.6795222,0.83976114,0.6645516,0.8322758,0.7251942,0.8625971,0.68211114,0.8410556,0.7311635,0.86558175,0.7881181,0.89405906,0.771244,0.885622
98322,0.7189262,0.8594631,0.69015026,0.84507513,0.64925134,0.8246257,0.62673295,0.8133665,0.73345375,0.8667269,0.86994046,0.93497026,0.73357743,0.86678874,0.81512475,0.9075624,0.8119133,0.9059566,0.84767437,0.9238372
98323,0.6866959,0.8433479,0.639842,0.819921,0.57940865,0.7897043,0.5902785,0.79513925,0.6831474,0.8415737,0.7679978,0.8839989,0.7041267,0.85206336,0.78561354,0.89280677,0.7348339,0.867417,0.7777134,0.8888567
98324,0.7125503,0.85627514,0.6627697,0.83138484,0.64359665,0.8217983,0.6966909,0.84834546,0.681815,0.8409075,0.76603925,0.8830196,0.67648876,0.8382444,0.77331954,0.88665974,0.78211427,0.89105713,0.7836522,0.8918261
98325,0.6876031,0.84380156,0.6061397,0.80306983,0.62415063,0.8120753,0.60918486,0.80459243,0.6698656,0.8349328,0.8388542,0.9194271,0.73963153,0.86981577,0.7706255,0.88531274,0.7982898,0.8991449,0.84695494,0.9234775
98326,0.6740875,0.83704376,0.64145017,0.8207251,0.5953243,0.79766214,0.63525915,0.8176296,0.6486197,0.8243098,0.77385104,0.8869255,0.6492342,0.8246171,0.77004683,0.8850234,0.7762525,0.88812625,0.75743854,0.8787193
98327,0.5221131,0.76105654,0.5883328,0.7941664,0.5051305,0.75256526,0.52183473,0.76091737,0.55030274,0.7751514,0.6366874,0.8183437,0.603632,0.801816,0.63985664,0.8199283,0.69040763,0.8452038,0.6884068,0.8442034
98328,0.768186,0.884093,0.6662886,0.8331443,0.6716797,0.83583987,0.7069359,0.85346794,0.75859964,0.8792998,0.8481463,0.92407316,0.74094063,0.8704703,0.823306,0.91165304,0.7751227,0.8875613,0.8189359,0.90946794
98329,0.6383829,0.81919146,0.66203356,0.8310168,0.5996748,0.7998374,0.66816765,0.8340838,0.6280894,0.8140447,0.6932639,0.84663194,0.6820421,0.84102106,0.7605291,0.8802645,0.77474314,0.88737154,0.7656398,0.8828199
98330,0.5623764,0.7811882,0.59725034,0.7986252,0.51333046,0.7566652,0.5680544,0.7840272,0.56295073,0.78147537,0.6025356,0.8012678,0.5994026,0.79970133,0.6223881,0.81119406,0.6551441,0.82757205,0.6298908,0.8149454
98331,0.6383301,0.81916505,0.61103547,0.80551773,0.60638833,0.80319417,0.6520491,0.82602453,0.6066731,0.80333656,0.6782404,0.8391202,0.54899216,0.7744961,0.68536806,0.84268403,0.71775895,0.85887945,0.6516726,0.8258363
98332,0.69201297,0.8460065,0.71127766,0.85563886,0.6464301,0.823215,0.6998762,0.8499381,0.7084789,0.85423946,0.7189946,0.8594973,0.74750787,0.8737539,0.800966,0.900483,0.78614736,0.8930737,0.77130246,0.88565123
98333,0.49395332,0.7469767,0.48175886,0.7408794,0.4714455,0.7357228,0.4952475,0.74762374,0.49390966,0.7469548,0.5917436,0.7958718,0.5832528,0.7916264,0.5568347,0.77841735,0.62327933,0.81163967,0.6270524,0.8135262
98334,0.6242886,0.8121443,0.6748252,0.8374126,0.64977145,0.8248857,0.6249151,0.81245756,0.5865595,0.79327977,0.61098796,0.80549395,0.553287,0.7766435,0.665048,0.832524,0.62687474,0.81343734,0.614522,0.807261
98335,0.6908943,0.8454472,0.72043395,0.860217,0.6649082,0.8324541,0.71485245,0.8574262,0.7163788,0.8581894,0.7496025,0.8748013,0.70996326,0.85498166,0.80934864,0.9046743,0.7762395,0.88811976,0.76163244,0.8808162
98336,0.52364266,0.7618213,0.53735393,0.768677,0.5510813,0.77554065,0.5438582,0.7719291,0.53023416,0.76511705,0.5883644,0.7941822,0.462393,0.7311965,0.5955661,0.797783,0.5903121,0.79515606,0.5292698,0.7646349
98337,0.54143745,0.7707187,0.5276637,0.76383185,0.48660314,0.7433016,0.550647,0.7753235,0.5601239,0.78006196,0.6065395,0.80326974,0.6058184,0.8029092,0.58399886,0.79199946,0.63947964,0.8197398,0.6326785,0.81633925
98338,0.61260176,0.8063009,0.6538961,0.82694805,0.5907701,0.79538506,0.61753786,0.8087689,0.59461796,0.797309,0.5444048,0.7722024,0.5548874,0.7774437,0.6443597,0.82217985,0.63943166,0.81971586,0.5821153,0.79105765
98339,0.6022333,0.80111665,0.61251885,0.8062594,0.56543756,0.7827188,0.56402063,0.7820103,0.62103117,0.8105156,0.74942815,0.8747141,0.69948995,0.849745,0.7424649,0.87123245,0.76230955,0.8811548,0.8006002,0.9003001
98340,0.64245296,0.8212265,0.6254538,0.8127269,0.5801204,0.79006016,0.6262765,0.81313825,0.6388905,0.81944525,0.7229501,0.86147505,0.6957066,0.8478533,0.691831,0.8459155,0.74167144,0.8708357,0.74636286,0.87318146
98341,0.6947136,0.8473568,0.7297932,0.8648966,0.65421003,0.82710505,0.72348964,0.8617448,0.70102715,0.8505136,0.7598569,0.87992847,0.7303258,0.8651629,0.80005646,0.9000282,0.81270456,0.9063523,0.8119775,0.90598875
98342,0.7263031,0.86315155,0.6537918,0.8268959,0.6611867,0.83059335,0.6338388,0.8169194,0.70689046,0.85344523,0.7358031,0.86790156,0.6841165,0.84205824,0.755425,0.8777125,0.7536085,0.87680423,0.76168805,0.880844
98343,0.4922955,0.74614775,0.5027277,0.7513639,0.45104736,0.7255237,0.50606525,0.7530326,0.52557945,0.7627897,0.62372166,0.8118608,0.5774297,0.7887149,0.61915505,0.8095775,0.6598122,0.8299061,0.6710985,0.83554924
98344,0.70326626,0.85163313,0.70585895,0.8529295,0.6304019,0.8152009,0.71430963,0.85715485,0.6887911,0.8443955,0.6954505,0.8477253,0.65371186,0.8268559,0.7482948,0.8741474,0.709057,0.8545285,0.71078634,0.8553932
98345,0.66693246,0.83346623,0.6291686,0.8145843,0.61565125,0.8078256,0.56860405,0.784302,0.66669977,0.8333499,0.7826251,0.89131254,0.66923183,0.83461595,0.7132911,0.8566456,0.7024449,0.85122246,0.7698865,0.88494325
98346,0.5390388,0.7695194,0.55099034,0.7754952,0.53632206,0.76816106,0.60349405,0.801747,0.58050835,0.7902542,0.644225,0.8221125,0.5863745,0.79318726,0.68405485,0.8420274,0.65968454,0.82984227,0.6483871,0.82419354
98347,0.5631124,0.7815562,0.54843,0.774215,0.5602392,0.7801196,0.55064464,0.7753223,0.54769397,0.773847,0.6276454,0.8138227,0.5539692,0.7769846,0.6083274,0.8041637,0.6918343,0.8459171,0.6155542,0.8077771
98348,0.50955224,0.7547761,0.52358186,0.76179093,0.49856448,0.74928224,0.5232443,0.7616222,0.5775442,0.7887721,0.6890846,0.84454226,0.65503263,0.8275163,0.6104509,0.8052255,0.73632646,0.8681632,0.7301974,0.8650987
98349,0.6196559,0.8098279,0.66958845,0.8347942,0.5877533,0.79387665,0.63390625,0.8169531,0.6516551,0.82582754,0.6724547,0.83622736,0.6842038,0.84210193,0.74033153,0.87016577,0.7241585,0.86207926,0.7556188,0.8778094
98350,0.6334732,0.8167366,0.6348939,0.81744695,0.59014326,0.7950716,0.6422689,0.82113445,0.6616216,0.8308108,0.7770815,0.88854074,0.7106694,0.8553347,0.7587659,0.87938297,0.7575946,0.8787973,0.8014234,0.90071166
98351,0.62773514,0.81386757,0.6307486,0.8153743,0.59213823,0.79606915,0.58636624,0.7931831,0.6583892,0.8291946,0.731766,0.865883,0.6854856,0.8427428,0.70858586,0.8542929,0.76105845,0.8805292,0.75242114,0.8762106
98352,0.5827414,0.7913707,0.5753705,0.7876853,0.5346658,0.7673329,0.55464435,0.7773222,0.5745409,0.7872704,0.7077197,0.85385984,0.67293525,0.8364676,0.7054382,0.85271907,0.76072204,0.880361,0.76857257,0.8842863
98353,0.6007978,0.8003989,0.5672113,0.78360564,0.48623073,0.74311537,0.5144906,0.7572453,0.6362852,0.8181426,0.7576973,0.8788487,0.7328097,0.8664049,0.682423,0.8412115,0.7120774,0.8560387,0.7650111,0.88250554
98354,0.509269,0.7546345,0.603705,0.80185246,0.56525725,0.78262866,0.51774526,0.7588726,0.5692488,0.7846244,0.48526037,0.7426302,0.50823605,0.754118,0.5484498,0.7742249,0.51864046,0.75932026,0.47692603,0.73846304
98355,0.5920487,0.7960243,0.59569275,0.7978464,0.5456952,0.7728476,0.6195969,0.8097985,0.6124555,0.80622774,0.6049357,0.8024678,0.6112835,0.8056418,0.6196379,0.809819,0.6813854,0.8406927,0.6619892,0.8309946
98356,0.64234227,0.82117116,0.62083435,0.8104172,0.56873363,0.78436685,0.572678,0.78633904,0.65406716,0.8270336,0.75034046,0.87517023,0.6966878,0.8483439,0.74795467,0.8739773,0.75130785,0.8756539,0.7489917,0.87449586
98357,0.57863307,0.78931653,0.60703,0.80351496,0.5495941,0.7747971,0.5138457,0.75692284,0.5644809,0.78224045,0.47754893,0.7387745,0.49082217,0.7454111,0.5114562,0.7557281,0.5005078,0.7502539,0.45897767,0.72948885
98358,0.6790063,0.83950317,0.6733583,0.83667916,0.6347678,0.8173839,0.5984417,0.79922086,0.7317119,0.86585593,0.80415475,0.9020774,0.7678013,0.88390064,0.7684032,0.8842016,0.7937336,0.8968668,0.82054853,0.91027427
98359,0.7076261,0.85381305,0.62140524,0.8107026,0.617175,0.8085875,0.58240134,0.79120064,0.68498766,0.84249383,0.8051697,0.90258485,0.6994748,0.8497374,0.75361633,0.87680817,0.7683302,0.8841651,0.783008,0.891504
98360,0.56056994,0.780285,0.63924634,0.8196232,0.55654216,0.7782711,0.6725008,0.8362504,0.5177747,0.75888735,0.49460304,0.7473015,0.528448,0.764224,0.6006299,0.80031496,0.65974486,0.8298724,0.5804198,0.7902099
98361,0.7239013,0.86195064,0.7560228,0.8780114,0.679739,0.8398695,0.6971058,0.84855294,0.7422666,0.8711333,0.79242575,0.8962129,0.77121556,0.8856078,0.8293848,0.9146924,0.82783747,0.91391873,0.8438878,0.9219439
98362,0.5791669,0.78958344,0.5947142,0.7973571,0.5519235,0.77596176,0.5554196,0.77770984,0.62963754,0.81481874,0.65531373,0.82765687,0.68675065,0.8433753,0.6701987,0.83509934,0.6976409,0.84882045,0.6908001,0.84540004
98363,0.67030585,0.8351529,0.7058607,0.8529303,0.6541229,0.8270614,0.63684845,0.8184242,0.73329425,0.8666471,0.750286,0.875143,0.70772076,0.8538604,0.7718531,0.88592654,0.75602126,0.87801063,0.75727,0.878635
98364,0.49189132,0.7459457,0.5370126,0.7685063,0.4861614,0.74308074,0.4421059,0.72105294,0.4931168,0.7465584,0.54460543,0.77230275,0.5217781,0.76088905,0.5633651,0.78168255,0.58695114,0.79347557,0.57290184,0.7864509
98365,0.56389403,0.781947,0.6380303,0.81901515,0.58780277,0.7939014,0.565447,0.7827235,0.55486244,0.77743125,0.54182875,0.7709144,0.5278777,0.76393884,0.6234609,0.81173044,0.6588202,0.8294101,0.6162267,0.80811334
98366,0.6278186,0.8139093,0.6741717,0.83708584,0.63202786,0.81601393,0.64964706,0.8248235,0.6513183,0.82565916,0.6964961,0.84824806,0.6832156,0.8416078,0.7722219,0.88611096,0.77468026,0.8873401,0.75778127,0.87889063
98367,0.558266,0.77913296,0.5558872,0.7779436,0.528818,0.764409,0.5567622,0.7783811,0.5604757,0.78023785,0.6854918,0.8427459,0.6269263,0.81346315,0.6406292,0.8203146,0.7116282,0.8558141,0.700163,0.8500815
98368,0.5452021,0.772601,0.6149613,0.8074807,0.5576552,0.7788276,0.5876255,0.79381275,0.59111476,0.7955574,0.6548273,0.8274137,0.62264234,0.81132114,0.6913439,0.84567195,0.7324289,0.86621445,0.7074317,0.85371584
98369,0.64326894,0.8216345,0.68727565,0.8436378,0.6589841,0.8294921,0.6904255,0.84521276,0.6972263,0.84861314,0.7588184,0.8794092,0.7170472,0.8585236,0.796132,0.89806604,0.76825154,0.88412577,0.8283819,0.91419095
98370,0.6766826,0.8383413,0.72926605,0.864633,0.66264856,0.8313243,0.6865655,0.84328276,0.7030437,0.85152185,0.7481173,0.87405866,0.72962403,0.864812,0.80551744,0.9027587,0.7981448,0.8990724,0.78980255,0.8949013
98371,0.632408,0.816204,0.65424037,0.8271202,0.63225055,0.8161253,0.7072354,0.85361767,0.6381035,0.81905174,0.651562,0.825781,0.6367291,0.81836456,0.69463587,0.84731793,0.7274927,0.86374635,0.7009797,0.85048985
98372,0.6969979,0.84849894,0.67481774,0.8374089,0.62894535,0.8144727,0.6552959,0.8276479,0.6729108,0.8364554,0.7374027,0.86870134,0.68954015,0.8447701,0.7827951,0.89139754,0.74571407,0.87285703,0.76106304,0.88053155
98373,0.65116286,0.82558143,0.61342585,0.8067129,0.6444526,0.8222263,0.5912384,0.7956192,0.6311592,0.8155796,0.67687666,0.83843833,0.57669276,0.7883464,0.6471029,0.8235514,0.6646067,0.83230335,0.6793374,0.8396687
98374,0.6382283,0.81911415,0.6347914,0.8173957,0.58081543,0.7904077,0.65416604,0.827083,0.6430037,0.82150185,0.66150224,0.8307511,0.63085437,0.8154272,0.69573724,0.8478686,0.71971506,0.85985756,0.68323946,0.84161973
98375,0.6554997,0.82774985,0.643008,0.821504,0.62570953,0.81285477,0.6508262,0.8254131,0.61682576,0.8084129,0.70554805,0.852774,0.62880385,0.8144019,0.69513315,0.8475666,0.7617904,0.8808952,0.74054974,0.8702749
98376,0.6734898,0.8367449,0.62272894,0.8113645,0.5799333,0.78996664,0.6175566,0.8087783,0.6329661,0.816483,0.77435696,0.8871785,0.6487142,0.8243571,0.70789427,0.85394716,0.7427014,0.8713507,0.7656119,0.88280594
98377,0.66577667,0.83288836,0.6987742,0.8493871,0.632214,0.81610703,0.68190265,0.8409513,0.6567745,0.82838726,0.74652696,0.8732635,0.7437215,0.87186074,0.7862716,0.8931358,0.8193176,0.9096588,0.83715427,0.91857713
98378,0.6765932,0.8382966,0.676543,0.8382715,0.6305809,0.81529045,0.67185414,0.83592707,0.64536154,0.8226808,0.7323178,0.8661589,0.68370324,0.8418516,0.7773546,0.8886773,0.7739562,0.8869781,0.80341005,0.901705
98379,0.6823911,0.8411956,0.59931356,0.79965675,0.5807706,0.7903853,0.6145619,0.80728096,0.6668398,0.8334199,0.82462853,0.9123143,0.69173396,0.845867,0.7376946,0.8688473,0.7490158,0.8745079,0.78039026,0.89019513
98380,0.7432282,0.8716141,0.71668154,0.85834074,0.6647474,0.83237374,0.69571984,0.8478599,0.7663963,0.88319814,0.8659817,0.93299085,0.8080147,0.9040073,0.84293926,0.9214696,0.83601797,0.918009,0.86942035,0.93471014
98381,0.6123606,0.8061803,0.6509156,0.8254578,0.54167867,0.77083933,0.5867532,0.79337656,0.6247946,0.8123973,0.67200416,0.8360021,0.66146934,0.83073467,0.69515216,0.8475761,0.70095354,0.85047674,0.6819315,0.84096575
98382,0.63586724,0.8179336,0.67806387,0.83903193,0.60890275,0.80445135,0.6395121,0.81975603,0.6587717,0.8293859,0.7119998,0.8559999,0.7154056,0.8577028,0.766298,0.883149,0.7792764,0.8896382,0.7950727,0.89753634
98383,0.69813,0.849065,0.6605642,0.8302821,0.63722897,0.8186145,0.6168789,0.8084395,0.68484277,0.8424214,0.78380704,0.8919035,0.6772865,0.83864325,0.7338203,0.86691016,0.7781652,0.8890826,0.773582,0.886791
98384,0.62227786,0.8111389,0.6332878,0.8166439,0.56321526,0.7816076,0.6898613,0.84493065,0.5992403,0.79962015,0.61874294,0.8093715,0.6061171,0.80305856,0.6772037,0.8386018,0.69984746,0.84992373,0.68539953,0.84269977
98385,0.6093216,0.8046608,0.58239436,0.7911972,0.52085817,0.7604291,0.5739202,0.7869601,0.6046576,0.8023288,0.73427665,0.8671383,0.6566833,0.82834166,0.7135333,0.85676664,0.7211716,0.8605858,0.7698059,0.88490295
98386,0.66218764,0.8310938,0.68781,0.843905,0.6271265,0.8135632,0.7249096,0.8624548,0.66386735,0.8319337,0.6690675,0.83453375,0.67133284,0.8356664,0.7462603,0.87313014,0.746752,0.873376,0.71363986,0.8568199
98387,0.50657797,0.753289,0.5578888,0.7789444,0.51918864,0.7595943,0.61703014,0.8085151,0.5103276,0.7551638,0.5185318,0.7592659,0.45923898,0.7296195,0.57157385,0.7857869,0.5299725,0.7649863,0.537513,0.7687565
98388,0.7188734,0.8594367,0.6797397,0.83986986,0.6505826,0.8252913,0.7027083,0.8513541,0.6847136,0.8423568,0.7502721,0.875136,0.68638235,0.84319115,0.760112,0.880056,0.7651224,0.8825612,0.7595006,0.8797503
98389,0.6822627,0.8411313,0.68324673,0.84162337,0.6036141,0.80180705,0.63343346,0.81671673,0.7232086,0.86160433,0.7998712,0.8999356,0.7775924,0.8887962,0.76270276,0.88135135,0.78772914,0.8938646,0.8190302,0.90951514
98390,0.6965512,0.8482756,0.640791,0.82039547,0.5972477,0.79862386,0.71196014,0.85598004,0.66163355,0.83081675,0.74704856,0.8735243,0.6838136,0.8419068,0.7301191,0.86505955,0.7471077,0.8735539,0.78637636,0.8931882
98391,0.6210387,0.81051934,0.591805,0.7959025,0.5783378,0.7891689,0.59120333,0.79560167,0.6397017,0.81985086,0.7517607,0.87588036,0.7081579,0.85407895,0.7170211,0.85851055,0.7435534,0.8717767,0.78375,0.891875
98392,0.5902077,0.79510385,0.59717274,0.79858637,0.56391644,0.7819582,0.5996969,0.79984844,0.5737614,0.78688073,0.6322614,0.8161307,0.5991851,0.79959255,0.6901959,0.84509796,0.7213767,0.8606883,0.70139664,0.85069835
98393,0.65575665,0.82787836,0.63051105,0.8152555,0.5811616,0.7905808,0.5977223,0.79886115,0.6353991,0.81769955,0.7691313,0.88456565,0.6782892,0.8391446,0.75219107,0.87609553,0.7763968,0.8881984,0.7737061,0.88685304
98394,0.567904,0.783952,0.5721619,0.78608096,0.5297014,0.76485074,0.52953404,0.76476705,0.6045345,0.80226725,0.69691384,0.8484569,0.66901374,0.83450687,0.68201303,0.8410065,0.7365045,0.8682523,0.7344059,0.86720294
98395,0.7288333,0.86441666,0.6719646,0.8359823,0.6705926,0.8352963,0.63616735,0.81808364,0.7734579,0.88672894,0.8845113,0.9422556,0.78074634,0.8903732,0.85378987,0.9268949,0.80012083,0.9000604,0.89040357,0.94520175
98396,0.6465403,0.82327014,0.66182864,0.8309143,0.6151297,0.80756485,0.65915143,0.8295757,0.67455065,0.8372753,0.7641286,0.88206434,0.73327595,0.86663795,0.7597487,0.87987435,0.83331203,0.916656,0.8277983,0.9138992
98397,0.5762855,0.78814274,0.5806238,0.79031193,0.5396682,0.7698341,0.5389186,0.7694593,0.6199348,0.8099674,0.69186676,0.8459334,0.66172636,0.8308632,0.6950189,0.84750944,0.7493239,0.8746619,0.75201344,0.8760067
98398,0.6631804,0.8315902,0.62448514,0.81224257,0.5852085,0.7926042,0.5581858,0.7790929,0.70048964,0.8502448,0.7644104,0.8822052,0.71016115,0.8550806,0.71686524,0.85843265,0.7423065,0.87115324,0.75537395,0.877687
98399,0.47003064,0.73501533,0.48466098,0.7423305,0.4078583,0.7039292,0.39203578,0.69601786,0.5054088,0.7527044,0.52175945,0.76087976,0.5644002,0.7822001,0.490162,0.745081,0.50440466,0.75220233,0.49839735,0.7491987
98400,0.71389246,0.85694623,0.664564,0.832282,0.60857356,0.8042868,0.7021041,0.85105205,0.68434,0.84217,0.67517173,0.83758587,0.61866665,0.8093333,0.6981971,0.84909856,0.7304458,0.86522293,0.69034076,0.8451704
98401,0.59345794,0.79672897,0.62016857,0.8100843,0.5253177,0.76265883,0.5595434,0.7797717,0.5790881,0.78954405,0.62437034,0.81218517,0.60837895,0.80418944,0.70360965,0.85180485,0.6753173,0.83765864,0.64612234,0.82306117
98402,0.788126,0.894063,0.7553078,0.8776539,0.714422,0.857211,0.6847954,0.8423977,0.78502834,0.89251417,0.8497546,0.9248773,0.78036845,0.8901842,0.8597154,0.92985773,0.807899,0.9039495,0.8562201,0.92811006
1747,0.68196946,0.8409847,0.6213548,0.8106774,0.61229306,0.8061465,0.64693457,0.82346725,0.63397455,0.8169873,0.68253005,0.841265,0.64484346,0.8224217,0.66361237,0.8318062,0.74324715,0.8716236,0.69401586,0.84700793
1784,0.634405,0.8172025,0.6692781,0.8346391,0.57085335,0.7854267,0.5913986,0.7956993,0.720183,0.8600915,0.6897242,0.8448621,0.73099977,0.86549985,0.70814085,0.8540704,0.7422415,0.87112075,0.68370795,0.841854
2476,0.6063527,0.80317634,0.64096594,0.82048297,0.65382564,0.8269128,0.6366981,0.81834906,0.58795065,0.79397535,0.58557177,0.7927859,0.5812166,0.7906083,0.6290526,0.8145263,0.6185317,0.80926585,0.6381738,0.8190869
2515,0.7320957,0.86604786,0.7158176,0.8579088,0.70931697,0.8546585,0.65578884,0.82789445,0.6976837,0.84884185,0.6671715,0.83358574,0.6464663,0.8232331,0.6993071,0.84965354,0.7201795,0.8600898,0.70285934,0.8514297
2517,0.68998003,0.84499,0.64015007,0.82007504,0.7070178,0.8535089,0.5953299,0.79766494,0.6256768,0.81283844,0.5594212,0.7797106,0.47293997,0.73647,0.6326983,0.81634915,0.57782114,0.78891057,0.54932034,0.77466017
2529,0.7394519,0.86972594,0.6531935,0.82659674,0.6587974,0.8293987,0.58866453,0.79433227,0.70377743,0.8518887,0.6346191,0.81730956,0.63279295,0.8163965,0.654917,0.8274585,0.60787296,0.8039365,0.62986267,0.81493133
2538,0.72802365,0.8640118,0.66142595,0.830713,0.6743579,0.83717895,0.651224,0.825612,0.67159605,0.835798,0.6170194,0.8085097,0.57854956,0.7892748,0.6790892,0.8395446,0.6222464,0.8111232,0.61186266,0.8059313
2551,0.7588212,0.8794106,0.71102595,0.855513,0.68811846,0.8440592,0.6174484,0.80872416,0.6870116,0.8435058,0.7321006,0.8660503,0.67147636,0.8357382,0.70573926,0.85286963,0.7308459,0.86542296,0.722757,0.8613785
2553,0.7552694,0.8776347,0.69853985,0.8492699,0.7102211,0.8551105,0.6887034,0.8443517,0.66185427,0.83092713,0.6621597,0.83107984,0.6173569,0.80867845,0.70262223,0.8513111,0.6989076,0.8494538,0.6908089,0.84540445
2554,0.5913074,0.7956537,0.6419376,0.8209688,0.5676675,0.78383374,0.6158321,0.80791605,0.58677477,0.7933874,0.6207962,0.8103981,0.6041277,0.8020638,0.6779531,0.83897656,0.654123,0.82706153,0.6790023,0.83950114
2555,0.6463102,0.8231551,0.6738744,0.8369372,0.664063,0.8320315,0.640646,0.820323,0.6011997,0.8005998,0.5617469,0.7808734,0.565292,0.782646,0.62831324,0.81415665,0.642272,0.821136,0.60135615,0.8006781
2556,0.60604274,0.8030214,0.669853,0.8349265,0.6473118,0.8236559,0.62339485,0.8116974,0.5581702,0.7790851,0.5196314,0.7598157,0.4951741,0.7475871,0.6287246,0.8143623,0.58861834,0.79430914,0.5213442,0.7606721
2577,0.78502125,0.89251065,0.71845555,0.8592278,0.6615931,0.83079654,0.679031,0.8395155,0.693041,0.84652054,0.716382,0.858191,0.65093124,0.8254656,0.7215925,0.8607962,0.6895751,0.84478754,0.7018335,0.85091674
