,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview
3105,"**SUMMARY OF QUALIFICATIONS**

Senior IT Management professional with 10+ years of experience in management and technology roles within IT outsource and outstaff environments. Proven history of leading international, cross-functional, and distributed engineering teams to deliver strategic initiatives that improve systems, processes, and bottom-line results. Expert in establishing and improving PMO structures and managing delivery for teams of 50+ employees. Skilled in conceptualizing and executing program vision from start to finish, managing complex milestones, and adapting to shifting priorities.

**CORE COMPETENCIES**

*   **Management:** PMO Establishment & Improvement, Delivery Management (50+ employees), Cross-Functional Leadership, People Management.
*   **Financial:** Budgeting, Cost-Controlling, Forecasting, Cost Savings.
*   **Operational:** Risk Management, Quality Management, Process Improvement, Compliance.
*   **Methodologies:** Lean Agile, Rolling Wave Planning.
*   **Business Development:** Pre-sales, Client Relationship Management (National & International).

**PROFESSIONAL EXPERIENCE HIGHLIGHTS**

*   **Program & Delivery Management:** Conceptualize and execute program vision from start to finish, effectively managing complex milestones while adapting to changes. Managed delivery operations for teams of over 50 employees.
*   **Performance Improvement:** Successfully strengthened compliance and improved processes, elevating output, quality, customer satisfaction, and employee morale to all-time bests.
*   **Financial Oversight:** Highly effective at managing stringent budgets, fueling cost savings, improving delivery, and forecasting for additional needs.
*   **Global Leadership:** Led international and distributed engineering teams in delivering strategic initiatives.
*   **Client Relations:** Maintained close working relationships with clients both nationally and internationally.

**ADDITIONAL INFORMATION**

*   Ability to travel."
3113,"**IT PROJECT MANAGER & AGILE COACH**

**PROFESSIONAL SUMMARY**
Highly credentialed IT professional with over 10 years of experience in Project Management, Product Ownership, and Agile Coaching. Proven track record of delivering web and mobile projects across Healthcare, Education, Social Media, and Insurance industries. Expert in bridging the gap between traditional methodologies (Waterfall, RUP) and Agile frameworks (Scrum, Kanban, SAFe, Scrum at Scale). Skilled in Business Analysis, facilitation, and technical team leadership.

**CERTIFICATIONS & PROFESSIONAL MEMBERSHIPS**

**Project Management & Agile Leadership**
*   **PMP:** Project Management Professional (PMI)
*   **ICP-ACC:** Certified Agile Coach (ICAgile)
*   **Certified Trainer:** ICAgile
*   **Member:** International Association of Facilitators (IAF)

**Scrum & Scaling Frameworks**
*   **CSM:** Certified Scrum Master (Scrum Alliance)
*   **CSPO:** Certified Product Owner (Scrum Alliance)
*   **SASM:** Certified SAFe Advanced Scrum Master
*   **RPOAS:** Registered Product Owner at Scale (Scrum at Scale)
*   **RSASF:** Registered Scrum at Scale Fundamentals (Scrum at Scale)

**Kanban**
*   **KSD (KMP1):** Kanban System Design (Kanban University)
*   **Training:** Kanban Maturity Model (Kanban University)
*   **Training:** Kanban Coaching Practices (Kanban University)

**CORE COMPETENCIES**
*   **Methodologies:** Agile, Waterfall, RUP, Scrum, Kanban, SAFe, Scrum at Scale.
*   **Functional Roles:** Project Management, Product Management, Scrum Master, Agile Coach, Business Analysis (BA).
*   **Domains:** Healthcare, Education, Social Media, Insurance.
*   **Project Types:** Web and Mobile Application Development.

**TECHNICAL SKILLS & TOOLS**

**Project Management & Collaboration**
*   **Jira:** Advanced proficiency including Administration.
*   **Azure DevOps (TFS)**
*   **Confluence**
*   **MS Project**
*   **Asana**
*   **PivotalTracker**

**Business Analysis & Visualization**
*   **Miro**
*   **Microsoft Power BI**
*   **BPMN & UML** (Base level)
*   **Balsamiq Mockups**
*   **draw.io**
*   **Xmind** (Mind-mapping)

**Data & Development Utilities**
*   **SQL**
*   **Postman**
*   **MS Office Suite:** Excel, Word, PowerPoint, Outlook.

**LANGUAGES**
*   **English:** Upper-Intermediate"
3118,"**PROFESSIONAL EXPERIENCE**

**Tech Lead, Project Manager Department** (1 year, 3 months)
**Project Manager** (1 year)
**Single Point of Contact** (2 months)
**Front-end Developer** (4 months)

*Key Projects & Achievements:*
*   **Fortune 500 Collaboration:** Managed projects for a major website listed in the Fortune 500, collaborating closely with stakeholders based in the USA.
*   **Project Expansion:** Successfully executed the launch of 8 new domains, significantly exceeding the original project scope of a single domain.
*   **Industry Thought Leadership:** Selected as a speaker for 3 annual conferences. Delivered lectures on Project Management methodologies, strategic planning, approval processes, and customer analysis.
*   **Team & Client Management:** Specialized in transforming customer desires into tangible projects while fostering a friendly and productive team atmosphere.

**EDUCATION**

**Warsaw University of Technology (WUT)**
*Faculty of Computer Science*
*   **Duration:** 1 year, 6 months
*   **Distinction:** Awarded a study grant based on merit.
*   **Curriculum:** Completed coursework entirely in English."
3120,"**CORE COMPETENCIES**

*   **Project Management:** Time & Material Projects, Fixed Price Projects, Risk Management, Time Management, Cost Management, Scheduling
*   **Methodologies:** Agile, Scrum, Kanban
*   **Key Skills:** Leadership, Communication, Negotiation

**INDUSTRY EXPERTISE**

*   Enterprise Development
*   E-commerce
*   Financial Development
*   Big Data

**TECHNICAL TOOLS**

*   **Project Management & Collaboration:** Jira, Confluence, Trello, Redmine, VSTS
*   **Business Platforms:** Salesforce, Kimble"
3122,"**PROFESSIONAL SUMMARY**

Versatile Agile Delivery Manager and Team Lead with extensive experience in project management, business analysis, and process optimization. Proven track record of establishing delivery processes from scratch, managing CI/CD pipelines, and leading cross-functional teams to deliver value. Skilled in bridging the gap between technical teams, UI/UX designers, and stakeholders. Committed to continuous learning and seeking a challenging role in a meaningful domain (excluding betting, gambling, banking, and dating) to contribute to positive global impact.

**CORE COMPETENCIES**

*   **Agile & Scrum:** Scrum Event Facilitation, Artifact Management, Agile Delivery Management.
*   **DevOps & Cloud:** Jenkins, GitHub Actions, Azure, AWS (Dev & Production environments).
*   **Project Management:** Roadmapping, Resource Planning, Project Charters, Risk Mitigation, Reporting.
*   **Business Analysis:** Requirements Gathering, User & Job Stories, Domain Research.
*   **Team Leadership:** Mentoring, Conflict Resolution, Performance Management (1:1s), Skills Development.
*   **Operations:** Process Implementation, Pre-sales, Estimation, Stakeholder Management.

**PROFESSIONAL EXPERIENCE**

**Delivery Management & DevOps**
*   Managed Agile delivery lifecycles, including version planning and build execution using Jenkins and GitHub Actions.
*   Executed deployments to Azure and AWS environments across development and production stages.
*   Established and streamlined end-to-end delivery and release processes from scratch to ensure operational efficiency.

**Project Management & Scrum Leadership**
*   Facilitated all Scrum events (Stand-ups, Retrospectives, Planning) and maintained Scrum artifacts.
*   Developed project charters, roadmaps, and resource plans, focusing on the regular and timely delivery of value.
*    identified and mitigated project risks while generating comprehensive progress reports.
*   Collaborated closely with the CTO to establish company-wide processes, define role descriptions, and interview stakeholders.

**Team Leadership & Collaboration**
*   Led cross-functional teams, conducting daily stand-ups, 1:1 meetings, and retrospectives to foster communication and growth.
*   Managed task distribution, oversaw team skills development, and resolved internal issues.
*   Created supporting documentation to assist team operations and knowledge transfer.
*   Maintained close collaboration with developers, UI/UX teams, and stakeholders to drive project development.
*   Demonstrated a strong ability to tackle complex challenges through teamwork and effective problem-solving.

**Business Analysis & Pre-Sales**
*   Authored Business Requirements, User Stories, and Job Stories based on in-depth domain research and investigation.
*   Participated in pre-sales activities, including client meetings, proposal preparation, and project estimation."
3123,"**PROFESSIONAL SUMMARY**

Certified Agile Project Manager and Scrum Master with a powerful technical background and extensive experience leading long-term products and startups. Proven track record of successfully delivering dozens of projects across medical, business, and educational sectors. Skilled in managing large-scale teams of up to 80+ members, including remote staff. Comprehensive expertise covering the full project lifecycle, from hiring developers and creating IT projects from scratch to implementing business analysis and discovering new markets.

**CERTIFICATIONS**

*   Certified Agile Project Manager
*   Certified Scrum Master

**CORE COMPETENCIES & TECHNICAL SKILLS**

*   **Methodologies:** Agile, Scrum, Kanban, DSDM.
*   **Project Management:** Scope Clarification and Prioritization, Change & Risk Management, Remote Team Management, Team Leadership, Delegation.
*   **Business & Sales:** Business Analysis, Business Development, Sales & Account Management, Advanced Business English, Market Discovery (Western Markets).
*   **Technical Tools & Platforms:** Jira, Redmine, Axure, Mindmap, iOS, Android, PHP, Drupal.
*   **Additional Disciplines:** UI/UX, Prototyping, Quality Assurance (QA).

**PROFESSIONAL EXPERIENCE & KEY ACHIEVEMENTS**

**Project & Product Management**
*   Managed projects with team sizes exceeding 80 members, overseeing both on-site and remote team management.
*   Led long-term product development and successfully finished dozens of projects, fulfilling roles in Project Management, UX, Business Analysis, and QA.
*   Executed end-to-end creation of IT projects from scratch.
*   Facilitated the growth of startups through strategic management and hiring of developers.
*   Managed diverse project portfolios including medical, business, and educational products.

**Business Development & Client Relations**
*   Identified and expanded business into new Western markets.
*   Implemented business analysis stages specifically for customer relations management.
*   Engaged directly with clients regarding complex technology discussions and scope requirements.
*   Utilized influencing and negotiation skills to manage sales and account relationships.

**Technical & Operational Leadership**
*   Applied powerful technical background to guide development teams in PHP, Drupal, iOS, and Android environments.
*   Oversaw UI/UX prototyping using tools such as Axure and Mindmap.
*   Implemented risk and change management protocols to ensure project stability."
3133,"**PROFESSIONAL SUMMARY**

Project Manager, Business Analyst, and Scrum Master with 8 years of experience in both outsourcing and product environments. Expertise in managing multiple development teams and projects within Web, E-commerce, and Gaming domains. Dedicated to ensuring transparency in communications and simplicity in processes while driving organizational growth through Agile adoption and process optimization.

**CORE COMPETENCIES**

*   **Methodologies:** Agile Project Management, Scrum, XP, Kanban.
*   **Technical Practices:** MVP Strategy, Continuous Integration (CI), Pair Programming (PP), Test-Driven Development (TDD), Code Review (CR), Feedback Loops.
*   **Management:** Solution Design, Estimation, Hiring, Onboarding, Performance Feedback.
*   **Soft Skills:** 1:1 Coaching (Certified Coach), Group Facilitation.

**PROFESSIONAL EXPERIENCE**

**Project Management & Agile Leadership**
*   Manage multiple development teams (3-9 members per team) across simultaneous projects.
*   Capacity to lead 1-3 simultaneous projects/teams, or 1-2 projects combined with presale involvement.
*   Facilitate the adoption of Agile mindsets for both internal teams and customers.
*   Implement context-appropriate Agile practices, including MVP definition, feedback loops, CI, TDD, and Pair Programming.

**Business Analysis & Presales**
*   Provide Product and Business Analysis expertise to define requirements and project scope.
*   Lead presale activities, focusing on solution design and the estimation process.

**Organizational Development & Coaching**
*   Develop and refine organization-wide processes including Presale, Hiring, Onboarding, and Feedback systems.
*   Utilize Certified Coach status to provide 1:1 coaching and group facilitation.

**INDUSTRY EXPERTISE**

*   Web
*   E-commerce
*   Gaming"
3134,"**PROJECT MANAGER / SCRUM MASTER**

**PROFESSIONAL EXPERIENCE**

**SENSORAMA LAB** | Kiev
**Project Manager / Scrum Master** | 07/2018 – Present
*VR, AR, MR, and AI development company*

*   Implement Agile methodologies and principles across the organization; manage sprint planning, stand-ups, reviews, and retrospectives with the team and Product Owner.
*   Collaborate with the Product Owner to define, document, maintain, and communicate the product roadmap across the organization.
*   Translate discussions into detailed user stories, epics, and tasks; manage story writing, prioritization, tracking, and acceptance of the product backlog.
*   Manage the release scope and schedule while focusing on the regular and timely delivery of value.
*   Prepare, maintain, and communicate schedules, project documentation, and status updates.
*   Ensure the product backlog is prioritized, groomed, and refined to avoid ambiguity in specifications.
*   Partner with management and leadership to continually identify and implement team process and workflow improvements.
*   Define and refine Agile metrics and reporting to understand and communicate team performance.
*   Create Project Briefs, Estimations, and Project Plans.

**BITBAY.MARKET** | Kharkiv
**Project Manager** | 01/2018 – 06/2018
*Blockchain Project*

*   Managed a suite of free-to-use, multi-platform applications, including the world’s first fully functional Decentralized Marketplace.
*   Successfully delivered the MVP two weeks ahead of schedule.
*   Facilitated project success contributing to the client receiving a large investment (over $1 million) following the MVP launch.
*   Utilized Agile (Scrum, Kanban, Lean, XP) and Waterfall methodologies.
*   Oversaw PMO functions including Briefs, Estimation, Project Plans, Reports, and Gantt Charts.
*   Conducted Risk Management and Resource Management.

**MAYBE.WORKS** | Kharkiv
**Project Manager** | 01/2017 – 06/2018
*Outsourcing IT Company*

*   Led a team of developers, designers, 3D artists, and QA testers through the entire project lifecycle using Agile development methodologies.
*   Acted as the main client contact for all project-related communication, building strong relationships.
*   Created and managed schedules, user stories, risk mitigation plans, scope, and budget tracking to ensure the team met delivery and launch milestones.
*   Sourced and managed external partners, ensuring a clear transfer of project requirements and timelines while tracking progress for out-of-office teams.
*   Reviewed contracts and authored change orders.

**SKILLS & METHODOLOGIES**

*   **Methodologies:** Agile (Scrum, Kanban, Lean, XP), Waterfall, PMO.
*   **Documentation & Planning:** Project Briefs, Estimation, Project Plans, Reports, Gantt Charts, User Stories, Epics.
*   **Management:** Risk Management, Resource Management, Sprint Planning, Backlog Grooming, Scope Management, Budget Tracking.
*   **Other:** Touch Typing."
3135,"**AGILE / TECHNICAL PROJECT MANAGER**

**PROFESSIONAL EXPERIENCE**

**Endava** | Agile Project Manager
*December 2021 — Present*

*FinTech & Banking Project*
*   Delivered the primary components of the Product’s Annual Roadmap on time and within budget.
*   Mitigated scope creep and managed dependencies with third-party vendors.
*   Established a trustworthy and transparent environment through effective stakeholder management, communication, and reporting.

*Data Centre to AWS Migration Project*
*   Developed the roadmap for Discovery and Migration Strategy.
*   Facilitated the Discovery process, including the creation of communication plans and workshop planning.
*   Managed resources, including team ramp-up and the onboarding process.

**Key IVR** | Technical Project Manager
*March 2020 — November 2021*

*   Delivered 15+ projects on time and within budget.
*   Conducted high-level technical reviews of specifications.
*   Leveraged proficient knowledge of major International Gateways, including Barclays EPDQ, WorldPay, and Global Payments.

**Zeroqode** | Project / Product Manager
*March 2019 — March 2020*

*   Increased conversion rates by 10% and reduced CPA by implementing data tracking metrics on a new product landing page.
*   Executed a growth-hacking campaign that generated a 15% increase in new clients across various subscription plans.
*   Improved Backlog Health Status and estimation accuracy by introducing Definition of Ready (DoR) and Definition of Done (DoD).
*   Conducted Customer Development through direct communication and surveys.

**EBS Integrator** | Project Manager
*September 2018 — December 2019*

*   Developed a comprehensive project plan for a Fixed Price project, covering Scope, Time, Cost, Quality, HR, Communication, and RAID management.
*   Facilitated and led demo sessions while providing weekly reporting for the client.
*   Tracked and monitored major project metrics.

**Enticon.app** | Project Manager
*December 2018 — February 2019*

*   Configured the workflow for the first Kanban development team.
*   Decomposed technical assignments into estimable tasks.
*   Created and managed the onboarding process for new team members.
*   Provided reporting for C-Level management.

**GoSocial** | Project Manager
*February 2018 — September 2018*

*   Delivered 2 Web Projects within budget and timeline constraints.
*   Managed both on-site and outsourced development teams.
*   Collaborated with internal Design and SMM departments to achieve post-launch goals.

**CERTIFICATIONS & TRAINING**

*   **Certified SAFe® 5 Agilist**
*   **Product Owner Mentoring Program** (Hosted by Pentalog)"
3136,"[Name]
[Address] | [Phone Number] | [Email Address]

**PROFESSIONAL SUMMARY**

IT professional with experience dating back to 2009, transitioning from Web Development to Project Management four years ago. Proven ability to build successful teams under difficult circumstances. Experienced in managing groups ranging from 2 to 24 developers across web, data-driven, and mobile projects. Strong focus on people management and Scrum processes. Seeking a position managing mid-sized teams (approximately 18 people) on exciting projects with global utility and opportunities for growth.

**CORE COMPETENCIES**

*   Project Management
*   Scrum Process & Methodology
*   People Management
*   Team Building
*   Web Development Background
*   Mobile & Data-Driven Projects

**PROFESSIONAL EXPERIENCE**

**Project Manager**
*Dates: [4 Years Ago] – Present*

*   Manage diverse IT projects including web, data-driven, and mobile applications.
*   Lead and coordinate teams ranging in size from 2 to 24 developers.
*   Successfully built and maintained a great team under difficult circumstances.
*   Apply strong Scrum process knowledge to optimize workflows and delivery.
*   Focus on effective people management to ensure project success.

**Web Developer**
*Dates: 2009 – [4 Years Ago]*

*   Worked in the IT sector as a developer starting in 2009.
*   Contributed to various technical projects prior to transitioning into management roles."
3137,"**AGILE PROJECT MANAGER**

**PROFESSIONAL SUMMARY**
Experienced Agile Project Manager, Product Owner, and Scrum Master with a proven track record across Fintech, Health, E-commerce, Social Networks, and Education sectors. Dedicated to enhancing development process quality, speed, and transparency within a healthy product company environment. Seeking a role with flexible working arrangements (remote/hybrid) to utilize extensive experience in process creation, decision-making, and team leadership.

**CORE COMPETENCIES**
*   **Methodologies:** Scrum, Kanban, Nexus, SAFe (familiar).
*   **Management:** Scope, Release, People, Risk, Quality, and Stakeholder Management.
*   **Process Improvement:** End-to-End Cycle (Idea to Release), Culture Development, Crisis Management.
*   **Team Building:** Interviewing, Onboarding, Cross-functional Coordination (Design & Development).

**PROFESSIONAL EXPERIENCE**

**Agile Project Manager / Scrum Master / Product Owner**
*   **Agile Implementation:** Built and adhered to best Agile practices across 14 teams; successfully set up Scrum from scratch in 5 teams and maintained Scrum in multiple teams simultaneously.
*   **Project Delivery:** Managed live projects resulting in more than 100 successful production releases.
*   **Crisis Management:** Acted as Crisis Manager for underperforming teams, guiding them from zero releases to achieving regular monthly releases.
*   **Process Architecture:** Built comprehensive processes spanning from ideation to development, testing, and final release.
*   **Departmental Growth:** actively involved in building the PM department, including establishing process standards, approaches, and culture development.
*   **Team Management:** Responsible for the successful delivery of teams, coordinating work between design and development departments.
*   **Recruitment:** Conducted Project Management interviews and assessed technical specialists to ensure alignment with team dynamics and company values.

**INDUSTRY EXPERIENCE**
*   Fintech
*   Health
*   E-commerce
*   Social Networks
*   Education"
3138,"**Karine**
Project Manager

**PROFESSIONAL SUMMARY**

Project Manager with 3 years of experience working closely with software development teams. Dedicated to minimizing wasted effort and aligning team focus with specific client goals. Skilled in configuring management platforms and coaching leadership on the implementation of Agile and Scrum methodologies.

**PROFESSIONAL EXPERIENCE**

**Project Manager** | [Last 3 Years]

*   Manage projects within a software development environment, ensuring alignment between team efforts and client objectives.
*   Minimize operational waste by strictly focusing resources on actual project goals.
*   Coach upper management on best practices for implementing Scrum and Agile principles across the company.
*   Define and optimize the Jira environment, specifically configuring components and swimlanes to streamline workflows and facilitate ease of use for developers.

**SKILLS**

*   Project Management
*   Agile & Scrum Methodologies
*   Jira Administration (Components & Swimlanes)
*   Process Improvement
*   Team Leadership & Coaching

**AVAILABILITY**

*   Monday – Friday
*   Time Zone: GMT+4"
3139,"**PROFESSIONAL SUMMARY**

Dedicated Project Manager and Scrum Master with experience managing full web development lifecycles and leading remote teams of up to 19 members. Proven track record of launching Scrum processes from scratch and managing multiple concurrent projects. Committed to delivering high-quality releases, maintaining budgets, and fostering team growth. Seeking a position with interesting projects and a friendly team that offers opportunities for professional self-development.

**PROFESSIONAL EXPERIENCE**

**Project Manager / Scrum Master**
*   Manage the full project lifecycle for web development initiatives, including project discovery and budget maintenance.
*   Lead a remote team of 19 members; responsible for maintaining the working environment, reviewing performance, and developing personal growth opportunities for staff.
*   Facilitate Scrum ceremonies, including team stand-ups, retrospectives, estimations, and sprint planning meetings.
*   Plan sprints in Jira and Confluence, including creating tasks and tracking time.
*   Coordinate and deliver high-quality product releases according to agreed timelines.
*   Prepare Project Status Reports (PSRs) with expanded information regarding project progress.

*Key Achievements:*
*   Successfully completed a web solution for financial analysis while simultaneously managing two large projects and three small projects.
*   Launched IT Project Management processes in Scrum methodology from scratch.
*   Received positive feedback from clients regarding project delivery and management.

**CERTIFICATIONS & TRAINING**

*   **PMP Exam Preparation:** Course attended for applying worldwide project management practices (Recent).
*   **Scrum Certificate:** Issued by SAFe.
*   **Soft Skills and Project Management:** Issued by ITEA."
3140,"**PROFESSIONAL SUMMARY**

Results-oriented Agile Leader and Project Management professional with over 4 years of experience in the Game industry. Proven track record serving as a Scrum Master, Scrum Coach, Project Manager, and Group Manager. Expert in driving Agile adoption, scaling departments, and managing dispersed teams to deliver high-value business outcomes. Dedicated to fostering a culture of quality, continuous improvement, and self-organization to achieve exceptional results.

**CERTIFICATIONS**

*   **CSM:** Certified ScrumMaster
*   **Management 3.0:** Certificate of Attendance

**CORE COMPETENCIES**

*   Agile & Scrum Methodologies
*   Scaled Agile Frameworks
*   Cross-Functional Team Leadership
*   Remote/Distributed Team Management
*   Process Improvement & Engineering Practices
*   Risk Management & Release Planning

**PROFESSIONAL EXPERIENCE**

**Agile Leadership & Project Management** | *Game Industry*
*Duration: 4+ Years*

*   **Departmental Scaling:** Successfully grew the company department from 10 to 40 employees, managing organizational structure and capacity.
*   **Agile Transformation:** Led the successful adoption of Agile values and principles across a workforce of 40+ people.
*   **Strategic Implementation:** Drove the usage of scaled Agile best practices and tools to ensure the highest business and product value delivery at the company level.
*   **Quality Assurance:** Promoted a culture of quality across teams by implementing a ""zero defects"" approach.
*   **People Management:** Managed and professionally developed staff within a matrix organizational structure, taking ownership of individual HR processes within teams.
*   **Process Optimization:** Led continuous improvement initiatives regarding process and engineering practices at the company level.
*   **Remote Operations:** Managed day-to-day operations for dispersed teams (20+ people) across Kiev, Kharkov, and Dnipro.
*   **Team Empowerment:** Empowered teams to become self-organized Scrum units capable of executing according to plan and consistently meeting commitments.
*   **Coaching & Mentorship:** Coached and guided Scrum Masters regarding team ceremonies (Sprint Planning, Demos, Retrospectives), release planning, dependency management, risk management, and impediment resolution.
*   **Performance Metrics:** Supported development processes and implemented measures for tracking and improving team performance."
3141,"[Your Name]
[City, State, Zip Code] | [Phone Number] | [Email Address]

PROFESSIONAL SUMMARY

Agile Project Manager with over 5 years of experience leading development initiatives for iOS, Android, and Web platforms. Proven ability to collaborate effectively with distributed teammates across global locations. Dedicated to seeking new professional challenges and driving successful outcomes for complex projects.

CORE COMPETENCIES

*   Agile Project Management
*   iOS & Android Development Management
*   Web Development Management
*   Global & Remote Team Collaboration
*   Cross-Functional Team Leadership

PROFESSIONAL EXPERIENCE

Project Management
*   Managed agile projects for iOS, Android, and Web development for over 5 years.
*   Coordinated development workflows with teammates located around the world.

CAREER OBJECTIVE

Seeking to leverage extensive experience in mobile and web project management to contribute to new, interesting projects and gain further professional experiences."
3142,"**PROFESSIONAL SUMMARY**

Agile Project Manager and Scrum Master with a strong background in SDLC, cloud platforms, and web applications. Experienced in dynamic environments requiring versatility across project management, business analysis, and operations. Proven track record of managing full-cycle development, from backlog grooming and requirements elicitation to sprint execution and delivery. dedicated to fostering positive organizational cultures, empowering teams, and building strong client relationships.

**PROFESSIONAL EXPERIENCE**

**Pacto Systems, Ltd** | UK
**Scrum Master / Agile Project Manager** | 08/2017 – Present

*   **Agile Transformation & Scrum Facilitation:** Spearheaded the integration of Agile values and principles into daily operations to drive a company-wide culture shift. Facilitate all Scrum ceremonies, including daily standups, sprint planning, sprint reviews, and retrospectives.
*   **Team Management:** Organize Agile teams, track velocity, and proactively identify and remove impediments to ensure the successful pursuit of sprint goals.
*   **Business Analysis & Requirements:** Elicit, elaborate, and document requirements, producing Business Requirements Documents (BRD) based on stakeholder meetings. Ensure requirements map to business needs and meet quality standards.
*   **Product & Backlog Management:** Manage the product backlog, including grooming and updating based on change requirements identified during client discussions.
*   **Client Relations:** Facilitate and coordinate product demos with clients. Manage customer relationships and lead generation efforts while acting as a liaison between business representatives and technical teams.
*   **Process Improvement:** Analyze processes, root causes, and business impacts to identify opportunities for improvement. Evaluate products and services to ensure compliance with policies, standards, and best practices.
*   **Data & Solution Modelling:** Conduct solution modelling, investigate data discrepancies, and identify relationships between different datasets.

**Tungus, LLC** | Clermont, FL, USA
**Agile Project Manager** | 10/2015 – 10/2017

*   **Operations Setup:** Established company operations from the ground up, including the automation of processes and management of document flows.
*   **Team Leadership:** Responsible for effective team management, including coaching, motivating, and providing actionable feedback and advice to project staff. Ensured the team possessed necessary resources for healthy operations.
*   **Client Collaboration:** Managed collaboration and communication with both existing and new clients.
*   **Resource Management:** Oversaw daily operational tasks and resource allocation to ensure successful project outcomes.

**SKILLS**

*   **Methodologies:** Agile, Scrum, SDLC
*   **Project Management:** Sprint Planning, Retrospectives, Velocity Tracking, Risk Management
*   **Business Analysis:** Requirements Elicitation, BRD, Solution Modelling, Backlog Grooming, Data Analysis
*   **General:** Operations Management, Client Relationship Management, Lead Generation, Team Building & Coaching"
3143,"**Project Manager & Scrum Master**

**Professional Summary**
Agile-focused Project Manager and Scrum Master with over 5 years of experience leading and coaching teams, complemented by a strong technical background in Quality Assurance (3+ years) and Business Analysis. Expert in implementing Scrum, Kanban, and Scaled Agile Framework (SAFe) for organizations ranging from single teams to large-scale groups of up to 100 people. Dedicated to reducing bureaucracy, optimizing SDLC processes, and establishing product quality as a core organizational priority.

**Core Competencies**
*   **Methodologies:** Agile (Scrum, Kanban), Scaled Agile Framework (SAFe), SDLC.
*   **Tools:** Jira, Confluence, Jenkins, CI Tools.
*   **Domains:** Project Management, Quality Assurance, Test Automation, Business Analysis.
*   **Leadership:** People Management, Hiring & Onboarding, Personal Development Planning, Cross-team Synchronization.

**Professional Experience & Key Highlights**

*   **Agile Leadership & Coaching:** Possess 5+ years of experience leading agile teams, including the implementation of Scrum and Kanban ceremonies and the facilitation of continuous improvement.
*   **Scaling Agile:** Successfully participated in scaling agile frameworks for multiple teams (up to 100 people total), establishing effective cross-team communication, synchronization protocols, and release procedures.
*   **Process Optimization:** Strong ability to set up development and QA processes tailored to specific organizational needs, focusing on practical agility and common sense to streamline workflows.
*   **Quality Assurance:** Leveraged 3+ years of experience in QA and test automation to prioritize product quality and integrate robust testing standards into the development lifecycle.
*   **Team Management:** Experienced in full-cycle people management, including hiring strategies, onboarding new members, and defining personal development plans.
*   **Technical Proficiency:** Proficient in managing the Software Development Life Cycle (SDLC) using CI tools such as Jenkins, Jira, and Confluence."
3144,"**PROFESSIONAL EXPERIENCE**

**Agile Team Lead / Scrum Master**

*   **Agile Team Management:** Established and led an Agile team from scratch, coaching members on Scrum principles and ensuring adherence to Agile best practices.
*   **Ceremony Facilitation:** Facilitated core Scrum ceremonies, including Daily Scrums, Sprint Planning, Sprint Demos, and Retrospectives.
*   **Product Owner Support:** Collaborated with the Product Owner to prioritize and maintain the product backlog, ensuring User Stories followed established templates.
*   **Project Planning:** Led estimation sessions and managed the project planning process for complex tasks.
*   **Stakeholder Communication:** Conducted product demonstrations and presentations for clients.
*   **Risk & Impediment Management:** Proactively identified and removed impediments for the Scrum team while performing ongoing risk assessment and tracking.
*   **Analysis:** Analyzed user stories and requirements to ensure clarity and feasibility.
*   **Team Development:** Managed the onboarding process for newcomers joining during project execution and provided mentorship to new team members."
3145,"**PROFESSIONAL SUMMARY**

Forward-thinking Senior Executive and Technical Leader with over 10 years of experience in the high-tech sector. Certified Project Management Professional (TUV Rheinland) and Scrum Master capable of leading technical teams of up to 160 personnel. Proven track record in managing Fixed Price and Time & Material contracts utilizing Scrum, Kanban, and Waterfall methodologies. Dedicated Change Manager focused on continuous business improvement, revenue enhancement, operational streamlining, and profit maximization.

**PROFESSIONAL EXPERIENCE**

**Agrifinance.io** | *Chief Technology Officer (CTO)*
*   Spearheaded the creation and development of the startup, overseeing the lifecycle from initial concept to the launch of a successful product.

**MinexSystems.com** | *Head of PMO*
*   Assembled the project team and led the development of the world’s first crypto-bank.

**Prozorro.sale** | *Senior Project Manager*
*   Managed the creation and development of numerous projects within a state reform startup environment.

**CERTIFICATIONS**

*   **Certified Project Manager** | TUV Rheinland Academy (Cologne, Germany)
*   **Certified Specialist in ISO 9001** | TUV Rheinland Academy (Cologne, Germany)

**CORE COMPETENCIES**

*   **Methodologies:** Scrum, Kanban, Waterfall
*   **Contract Management:** Fixed Price, Time & Material
*   **Leadership:** Large-scale Technical Team Management (up to 160 staff)
*   **Strategic Focus:** Business Improvement, Revenue Enhancement, Operations Streamlining"
