CV DoorDash Score,Unnamed: 0,gemini_flash,Unnamed: 0,gemini_pro,Unnamed: 0,gemini_flashlite,Unnamed: 0,gemini_pro_twice,Unnamed: 0,flash_pro,Unnamed: 0,flashlite_pro,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5 DoorDash Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5 DoorDash Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5 DoorDash Score,True Label,Will Manipulate
80.384,6255,81.163,6255,80.98,6255,81.696,6255,80.599,6255,81.443,6255,81.023,80.131,80.229,81.346,79.918,80.935,80.924,1,True
80.357,6342,81.506,6342,80.972,6342,80.76,6342,81.155,6342,67.578,6342,82.116,81.705,80.7,80.25,81.259,82.127,82.666,1,True
80.044,7630,83.193,7630,82.622,7630,81.101,7630,82.779,7630,83.082,7630,80.989,79.174,80.419,80.829,79.28,80.795,80.432,1,True
79.56,7654,80.499,7654,82.185,7654,81.858,7654,80.99,7654,80.569,7654,80.352,80.199,80.662,80.53,80.035,80.916,80.767,1,True
72.057,8890,81.071,8890,79.898,8890,81.856,8890,79.735,8890,82.103,8890,79.819,78.869,78.567,82.477,79.248,81.868,78.756,1,True
76.812,8916,77.858,8916,77.872,8916,77.113,8916,78.562,8916,78.248,8916,77.96,76.378,78.161,77.426,76.647,77.149,78.825,1,True
78.622,9028,80.727,9028,80.481,9028,79.529,9028,79.79,9028,67.578,9028,80.992,80.065,79.734,78.962,79.769,78.571,79.466,1,True
77.931,9066,79.044,9066,79.975,9066,80.642,9066,81.44,9066,80.282,9066,81.457,80.81,81.33,79.999,81.548,82.685,81.944,1,True
81.801,9445,81.401,9445,80.757,9445,82.032,9445,81.736,9445,67.578,9445,82.32,82.129,81.207,81.517,82.456,81.773,81.697,1,True
79.739,9542,82.536,9542,82.351,9542,82.115,9542,82.311,9542,67.578,9542,82.566,81.331,81.466,80.742,82.262,83.356,82.34,1,True
82.295,9546,83.332,9546,82.4,9546,83.533,9546,81.937,9546,82.098,9546,83.293,83.747,82.525,82.631,83.612,82.974,82.27,1,True
80.354,9547,82.911,9547,82.482,9547,82.987,9547,83.868,9547,83.052,9547,83.539,80.883,80.867,80.744,81.698,81.103,81.152,1,True
81.023,9583,81.747,9583,83.122,9583,82.617,9583,83.101,9583,82.258,9583,82.66,80.852,81.094,81.653,83.036,82.14,81.645,1,True
76.728,9587,79.714,9587,80.557,9587,80.689,9587,80.965,9587,80.71,9587,80.763,78.091,77.035,78.006,78.202,78.525,77.035,1,True
80.739,12037,81.656,12037,82.137,12037,82.161,12037,82.09,12037,80.399,12037,82.149,82.009,81.972,81.642,82.086,80.988,81.883,1,True
76.891,12116,79.285,12116,79.648,12116,78.759,12116,80.237,12116,79.313,12116,79.411,79.436,78.276,79.937,79.79,79.842,78.519,1,True
81.708,12122,83.117,12122,83.759,12122,83.27,12122,83.861,12122,83.449,12122,83.614,82.192,82.72,82.815,83.783,83.676,84.471,1,True
80.016,12124,82.061,12124,82.747,12124,82.735,12124,83.068,12124,82.385,12124,82.725,83.123,81.089,83.07,83.258,83.676,81.951,1,True
81.284,12141,80.956,12141,82.373,12141,82.738,12141,83.292,12141,82.341,12141,83.016,79.967,82.631,80.131,80.73,82.059,81.358,1,True
78.464,12143,80.749,12143,79.972,12143,80.78,12143,80.391,12143,81.283,12143,80.284,80.274,78.993,79.065,81.48,80.529,79.0,1,True
82.387,12149,81.849,12149,82.185,12149,82.602,12149,81.934,12149,80.144,12149,82.856,81.591,81.397,83.376,82.211,84.125,83.464,1,True
75.648,12161,78.646,12161,78.635,12161,78.81,12161,82.182,12161,81.278,12161,80.069,74.709,78.413,76.1,80.181,75.116,79.007,1,True
81.65,12252,85.385,12252,85.964,12252,81.255,12252,86.02,12252,85.936,12252,84.453,82.751,85.282,81.732,83.454,83.2,84.782,1,True
78.619,12408,79.903,12408,79.994,12408,80.619,12408,80.217,12408,67.578,12408,80.557,78.675,79.051,79.14,78.669,79.465,79.682,1,True
80.564,12409,83.343,12409,82.727,12409,81.48,12409,82.808,12409,83.319,12409,83.233,81.671,82.235,82.375,82.579,82.587,83.274,1,True
81.924,12410,82.465,12410,82.358,12410,82.473,12410,80.683,12410,82.922,12410,83.448,83.82,82.565,82.156,83.501,82.101,81.855,1,True
80.887,12418,82.384,12418,83.914,12418,82.073,12418,84.418,12418,81.289,12418,81.763,81.553,81.798,84.935,81.481,84.863,81.528,1,True
81.647,12422,81.638,12422,82.57,12422,82.292,12422,81.796,12422,82.48,12422,83.486,82.059,83.029,81.683,82.821,81.771,83.164,1,True
80.205,12435,81.93,12435,81.466,12435,82.022,12435,82.128,12435,67.578,12435,83.255,81.292,80.452,80.428,81.019,81.987,81.622,1,True
77.55,12436,80.226,12436,79.621,12436,80.089,12436,80.946,12436,81.816,12436,80.289,80.252,82.022,80.795,80.731,80.235,81.806,1,True
74.847,12437,80.912,12437,80.545,12437,80.068,12437,80.909,12437,67.578,12437,80.971,79.96,80.903,78.368,80.581,78.19,81.072,1,True
80.9,12447,84.805,12447,83.145,12447,82.847,12447,83.326,12447,84.237,12447,82.567,84.35,83.645,83.655,84.662,84.317,83.582,1,True
82.373,12448,83.818,12448,84.128,12448,83.487,12448,84.053,12448,84.248,12448,84.093,84.157,82.682,83.413,83.929,83.051,82.418,1,False
81.108,12449,83.998,12449,83.511,12449,83.255,12449,83.469,12449,83.899,12449,83.436,79.501,80.969,83.01,79.689,82.964,83.333,1,False
78.652,12450,81.037,12450,81.838,12450,81.54,12450,82.248,12450,81.359,12450,82.741,80.592,81.35,81.432,81.271,81.619,81.648,1,False
80.616,12451,82.952,12451,81.748,12451,82.357,12451,82.421,12451,83.267,12451,82.736,82.774,82.575,82.164,83.416,82.985,82.901,1,False
78.411,12452,80.899,12452,82.53,12452,83.622,12452,83.508,12452,67.578,12452,83.333,80.07,81.684,80.674,83.426,83.017,83.896,1,False
81.291,12453,82.573,12453,82.649,12453,80.954,12453,82.661,12453,82.861,12453,82.348,82.205,82.072,81.08,82.773,81.248,82.393,1,False
81.058,12454,82.293,12454,83.125,12454,81.986,12454,83.465,12454,81.565,12454,82.12,80.15,81.394,81.634,80.567,81.229,82.226,1,False
84.639,12455,84.282,12455,85.196,12455,84.054,12455,85.057,12455,67.578,12455,84.04,84.177,85.009,85.398,84.728,85.731,84.576,1,False
83.603,12456,83.777,12456,83.84,12456,83.524,12456,84.562,12456,84.339,12456,84.773,82.351,83.896,85.076,85.148,84.514,83.467,1,False
81.619,12457,81.482,12457,80.714,12457,82.468,12457,82.28,12457,82.251,12457,82.309,80.703,81.303,82.357,81.387,82.048,78.899,1,False
79.287,12458,79.058,12458,80.598,12458,80.338,12458,81.522,12458,81.556,12458,83.223,83.291,80.498,84.143,83.814,84.533,84.3,1,False
79.189,12459,80.837,12459,81.199,12459,80.832,12459,81.709,12459,81.383,12459,82.238,81.774,81.495,80.793,82.285,81.131,82.333,1,False
84.031,12460,82.493,12460,83.59,12460,83.341,12460,83.169,12460,82.957,12460,83.16,85.609,84.112,82.377,85.874,82.892,84.647,1,False
76.918,12461,83.531,12461,82.051,12461,81.614,12461,82.898,12461,83.483,12461,81.387,84.312,81.506,76.437,84.223,81.869,81.283,1,False
79.285,12462,81.066,12462,81.196,12462,81.433,12462,82.292,12462,81.325,12462,81.461,80.07,80.855,80.979,80.454,82.039,81.503,1,False
74.3,12463,79.316,12463,77.459,12463,79.282,12463,79.343,12463,79.502,12463,80.163,77.561,79.254,77.483,77.672,79.334,80.216,1,False
83.39,12464,84.838,12464,84.368,12464,84.699,12464,84.905,12464,85.451,12464,84.614,86.11,84.391,81.31,87.301,85.274,85.695,1,False
80.344,12465,81.44,12465,81.642,12465,82.431,12465,82.286,12465,82.448,12465,82.764,82.371,82.806,83.015,82.626,83.42,83.34,1,False
79.429,12466,81.826,12466,81.527,12466,81.532,12466,81.361,12466,81.346,12466,81.542,79.453,80.254,80.757,80.051,80.346,80.081,1,False
82.072,12467,82.897,12467,82.693,12467,83.516,12467,83.471,12467,83.374,12467,84.496,82.422,81.939,82.982,82.764,83.299,81.841,1,False
78.341,12468,81.138,12468,80.73,12468,81.346,12468,80.89,12468,81.047,12468,82.2,78.074,80.439,80.154,79.806,79.843,80.429,1,False
74.243,12469,74.785,12469,77.841,12469,76.941,12469,78.332,12469,78.251,12469,78.279,75.777,76.105,76.347,77.705,77.445,75.622,1,False
80.991,12470,84.86,12470,86.029,12470,82.962,12470,84.293,12470,86.092,12470,82.951,86.907,84.842,83.109,86.866,83.752,84.942,1,False
84.184,12471,83.759,12471,83.622,12471,84.31,12471,85.186,12471,84.147,12471,83.569,82.723,82.072,84.811,82.61,84.619,83.335,1,False
80.53,12472,82.725,12472,83.088,12472,82.302,12472,81.933,12472,83.273,12472,81.852,81.12,81.713,82.13,81.832,83.785,82.827,1,False
82.216,12473,82.492,12473,82.675,12473,82.785,12473,83.145,12473,82.814,12473,82.713,82.089,81.746,82.41,82.572,82.445,82.169,1,False
79.462,12474,78.175,12474,79.606,12474,80.407,12474,79.794,12474,67.578,12474,78.849,78.044,78.175,78.15,78.802,80.408,79.392,1,False
82.06,12475,83.598,12475,82.63,12475,82.266,12475,82.904,12475,67.578,12475,82.848,82.816,82.587,81.759,83.27,81.841,82.475,1,False
82.204,12476,81.12,12476,81.645,12476,81.711,12476,81.281,12476,82.009,12476,82.128,81.353,81.26,81.149,82.257,81.776,81.576,1,False
82.083,12477,86.301,12477,85.783,12477,84.947,12477,86.265,12477,87.64,12477,86.88,79.421,81.282,87.6,80.482,87.605,81.771,1,False
80.015,12478,84.901,12478,83.335,12478,82.542,12478,83.051,12478,83.872,12478,83.137,82.822,81.841,83.499,82.493,83.83,81.791,1,False
78.869,12479,78.663,12479,81.192,12479,81.749,12479,81.32,12479,81.047,12479,81.095,78.156,75.855,80.326,80.489,80.915,76.585,1,False
82.038,12480,82.829,12480,82.454,12480,82.2,12480,82.53,12480,82.957,12480,82.046,82.067,81.388,81.968,82.537,82.098,82.009,1,False
80.903,12481,78.612,12481,80.252,12481,79.47,12481,80.354,12481,77.911,12481,80.951,76.195,82.727,82.711,78.451,83.206,83.289,1,False
83.031,12482,83.16,12482,83.471,12482,82.698,12482,84.642,12482,83.923,12482,83.236,82.961,83.01,82.776,82.704,83.38,83.241,1,False
81.297,12483,81.214,12483,81.713,12483,81.504,12483,82.485,12483,67.578,12483,81.726,79.594,80.502,81.474,79.844,82.16,81.303,1,False
78.232,12484,79.364,12484,79.805,12484,80.488,12484,79.589,12484,79.195,12484,79.933,81.583,80.508,77.712,80.992,79.482,80.422,1,False
81.38,12485,81.387,12485,82.857,12485,82.982,12485,83.254,12485,82.389,12485,83.748,81.376,81.629,82.061,81.891,82.395,80.99,1,False
82.114,12486,83.269,12486,82.866,12486,83.192,12486,81.256,12486,83.234,12486,83.028,83.448,83.037,83.493,83.32,84.852,82.956,1,False
84.148,12487,82.587,12487,83.188,12487,83.733,12487,82.837,12487,82.539,12487,82.13,84.853,83.553,83.558,84.393,82.97,83.67,1,False
81.203,12488,80.929,12488,80.305,12488,80.889,12488,81.314,12488,81.092,12488,81.939,79.589,79.984,80.179,79.986,80.071,81.655,1,False
77.179,12489,79.689,12489,79.655,12489,79.26,12489,79.726,12489,80.109,12489,80.67,79.139,78.489,80.022,79.422,80.156,79.17,1,False
80.169,12490,81.649,12490,81.209,12490,81.743,12490,81.607,12490,82.219,12490,81.488,79.212,79.96,80.661,79.393,81.0,80.81,1,False
80.571,12491,82.877,12491,82.707,12491,83.097,12491,82.396,12491,67.578,12491,83.377,83.803,82.046,82.973,83.391,82.635,82.805,1,False
81.785,12492,81.264,12492,81.447,12492,79.683,12492,81.564,12492,80.839,12492,80.161,81.193,82.107,82.034,83.302,83.508,82.734,1,False
77.354,12493,79.745,12493,79.221,12493,79.398,12493,80.501,12493,79.534,12493,81.667,82.378,81.007,80.456,82.529,80.617,81.24,1,False
79.893,12494,80.022,12494,80.673,12494,81.139,12494,80.366,12494,80.761,12494,80.402,80.165,80.274,81.428,80.106,80.988,79.662,1,False
83.082,12495,84.058,12495,83.871,12495,83.953,12495,84.553,12495,85.256,12495,84.771,84.022,83.144,83.014,82.357,83.596,83.518,1,False
79.886,12496,81.766,12496,81.904,12496,82.52,12496,83.593,12496,67.578,12496,83.364,80.409,82.62,82.101,80.37,81.989,82.604,1,False
82.928,12497,86.136,12497,86.555,12497,86.777,12497,86.332,12497,85.942,12497,85.962,84.069,85.746,84.983,84.972,86.363,86.055,1,False
83.737,12498,85.264,12498,84.23,12498,83.788,12498,84.654,12498,84.622,12498,83.964,82.486,83.513,84.112,83.105,83.54,84.035,1,False
80.214,12499,81.707,12499,81.45,12499,82.661,12499,82.084,12499,82.124,12499,82.203,81.253,80.779,81.566,81.128,81.566,81.058,1,False
79.336,12500,81.687,12500,81.297,12500,81.675,12500,81.524,12500,82.169,12500,81.398,80.646,79.729,80.243,81.375,81.265,80.529,1,False
73.249,12501,79.072,12501,78.658,12501,78.465,12501,78.891,12501,77.333,12501,78.558,77.628,78.875,77.341,79.423,79.357,78.368,1,False
79.626,12502,82.099,12502,81.706,12502,82.638,12502,82.615,12502,82.399,12502,83.828,81.519,83.237,82.908,82.286,82.543,81.912,1,False
76.122,12503,80.947,12503,78.812,12503,78.484,12503,79.141,12503,80.728,12503,79.942,78.074,77.288,76.672,77.655,77.201,78.066,1,False
83.023,12504,82.661,12504,81.346,12504,81.635,12504,81.849,12504,83.078,12504,81.626,81.135,82.796,83.32,81.171,83.8,82.957,1,False
76.132,12505,76.386,12505,76.532,12505,76.55,12505,77.313,12505,76.89,12505,76.043,76.899,77.314,76.253,76.67,76.162,76.976,1,False
81.809,12506,82.111,12506,83.011,12506,82.772,12506,83.781,12506,82.064,12506,83.482,81.872,81.976,83.037,82.907,82.877,82.62,1,False
81.053,12507,79.969,12507,81.038,12507,79.903,12507,81.168,12507,80.368,12507,81.235,79.674,81.189,79.221,80.103,79.194,80.308,1,False
81.937,12508,82.916,12508,81.351,12508,81.171,12508,81.225,12508,81.417,12508,79.205,82.158,82.291,82.072,80.853,82.591,82.094,1,False
79.714,12509,82.436,12509,81.471,12509,80.97,12509,81.671,12509,83.013,12509,81.258,79.909,81.009,81.392,78.597,80.973,81.968,1,False
79.411,12510,79.763,12510,82.354,12510,82.072,12510,82.205,12510,81.316,12510,81.554,81.272,81.472,80.472,81.43,81.32,82.525,1,False
80.135,12511,81.256,12511,82.053,12511,82.169,12511,82.898,12511,82.013,12511,82.639,79.616,81.701,81.354,81.229,82.048,82.923,1,False
80.673,12512,78.229,12512,80.503,12512,80.333,12512,82.006,12512,79.907,12512,81.142,80.141,79.568,79.709,79.478,79.867,79.668,1,False
79.544,12513,80.442,12513,80.316,12513,79.457,12513,81.304,12513,81.244,12513,79.788,80.646,80.118,79.689,80.456,80.162,81.157,1,False
82.236,12514,85.535,12514,85.684,12514,84.876,12514,84.339,12514,85.529,12514,85.144,85.969,83.848,85.407,86.053,85.385,84.196,1,False
81.648,12515,83.704,12515,83.466,12515,82.619,12515,83.103,12515,83.365,12515,82.738,81.707,82.304,83.269,82.448,83.23,82.285,1,False
83.058,12516,83.547,12516,81.507,12516,84.517,12516,83.42,12516,84.146,12516,84.263,83.139,84.092,84.358,83.771,84.372,84.291,1,False
81.753,12518,83.431,12518,82.473,12518,83.587,12518,84.27,12518,83.505,12518,83.6,81.943,82.549,82.195,82.45,82.196,81.898,1,False
79.677,12519,81.047,12519,81.675,12519,81.899,12519,81.386,12519,81.897,12519,81.453,80.676,80.377,81.084,80.751,81.505,81.397,1,False
84.553,12520,85.433,12520,85.028,12520,84.538,12520,85.706,12520,84.557,12520,84.252,84.664,84.403,84.183,84.037,84.216,84.546,1,False
82.633,12521,83.07,12521,83.039,12521,82.455,12521,83.523,12521,83.655,12521,82.822,82.486,82.415,82.524,84.066,82.285,82.757,1,False
78.456,12523,84.431,12523,83.962,12523,81.559,12523,84.475,12523,67.578,12523,83.429,84.714,81.261,84.377,83.653,83.953,81.646,1,False
85.303,12525,85.858,12525,84.919,12525,85.596,12525,85.528,12525,86.047,12525,85.8,86.697,86.613,86.211,86.356,86.144,85.908,1,False
82.639,12526,85.074,12526,84.515,12526,84.348,12526,84.458,12526,84.17,12526,84.696,83.336,82.776,83.751,84.156,83.201,82.579,1,False
81.905,12527,83.06,12527,82.564,12527,82.805,12527,82.173,12527,84.371,12527,82.286,82.997,82.526,82.881,83.035,83.184,83.871,1,False
79.472,12528,79.551,12528,80.042,12528,79.731,12528,80.243,12528,67.578,12528,80.341,78.788,79.302,80.128,79.291,80.343,79.616,1,False
85.004,12529,85.548,12529,86.233,12529,85.357,12529,85.666,12529,86.542,12529,85.129,83.334,84.978,84.925,83.961,84.986,84.497,1,False
79.314,12530,80.58,12530,80.465,12530,79.979,12530,81.635,12530,81.188,12530,81.792,80.128,81.339,80.0,81.364,81.399,80.807,1,False
76.728,12531,80.8,12531,79.97,12531,80.379,12531,79.874,12531,80.472,12531,80.185,79.817,80.065,78.998,79.919,80.323,81.161,1,False
79.832,12532,82.312,12532,82.78,12532,82.564,12532,82.632,12532,67.578,12532,81.399,80.308,81.979,81.106,81.707,81.465,81.771,1,False
81.969,12533,81.377,12533,82.567,12533,81.777,12533,82.701,12533,81.48,12533,82.448,81.944,81.899,81.473,82.184,81.478,81.457,1,False
84.886,12565,83.213,12565,82.928,12565,84.985,12565,82.538,12565,67.578,12565,84.267,83.826,83.62,85.023,83.064,84.69,84.136,1,False
82.681,12656,82.215,12656,82.956,12656,83.168,12656,83.158,12656,83.512,12656,82.467,80.969,83.237,81.914,80.823,81.444,83.195,1,False
81.642,12674,83.502,12674,83.695,12674,82.118,12674,83.682,12674,84.764,12674,82.274,83.083,82.515,82.88,83.173,82.544,82.073,1,False
79.369,12687,81.465,12687,79.715,12687,79.057,12687,80.051,12687,80.993,12687,78.911,79.224,80.286,79.385,78.876,79.226,80.271,1,False
82.133,12736,82.856,12736,82.932,12736,82.154,12736,83.12,12736,83.531,12736,82.269,83.167,83.376,82.797,82.205,82.881,82.797,1,False
82.662,13078,82.416,13078,81.79,13078,80.478,13078,81.792,13078,81.625,13078,81.328,80.822,81.84,82.274,81.09,83.255,82.167,1,False
82.397,13080,83.706,13080,83.479,13080,84.398,13080,83.88,13080,83.99,13080,82.993,83.395,83.792,83.375,83.532,84.474,84.013,1,False
79.198,13146,81.421,13146,83.216,13146,80.896,13146,83.696,13146,80.767,13146,83.021,81.268,82.625,80.798,82.771,80.082,83.066,1,False
81.122,13147,82.172,13147,82.689,13147,82.444,13147,82.877,13147,82.496,13147,82.427,81.923,82.288,81.058,82.917,81.299,82.519,1,False
82.124,13148,83.283,13148,83.103,13148,81.95,13148,82.953,13148,83.133,13148,82.783,83.669,81.873,83.031,83.441,85.427,82.054,1,False
80.98,13149,82.249,13149,81.251,13149,81.406,13149,81.468,13149,82.438,13149,81.469,80.504,81.016,81.678,80.962,81.198,81.794,1,False
83.228,13150,82.028,13150,82.624,13150,83.25,13150,82.714,13150,82.726,13150,81.408,82.215,81.894,82.2,82.335,82.543,82.217,1,False
82.047,13196,84.281,13196,84.483,13196,84.866,13196,85.972,13196,84.255,13196,84.208,85.619,83.994,85.725,85.649,85.594,85.142,1,False
77.717,13382,82.358,13382,82.085,13382,81.83,13382,82.134,13382,82.16,13382,81.561,82.489,81.891,81.544,81.983,81.958,82.13,1,False
77.719,13461,81.005,13461,81.164,13461,80.378,13461,80.546,13461,81.044,13461,80.802,80.37,81.02,81.057,80.362,81.805,81.078,1,False
82.804,13475,84.005,13475,84.421,13475,83.609,13475,84.615,13475,67.578,13475,84.866,84.04,83.746,84.748,84.355,84.272,84.017,1,False
80.048,13477,81.064,13477,82.066,13477,82.159,13477,83.772,13477,82.299,13477,83.566,81.223,79.248,80.4,80.58,81.136,80.125,1,False
80.83,13537,83.873,13537,84.121,13537,83.538,13537,84.826,13537,83.188,13537,83.92,83.263,83.34,83.135,83.549,83.176,83.275,1,False
82.617,13893,82.886,13893,83.736,13893,82.989,13893,84.376,13893,84.155,13893,82.726,80.854,80.833,81.777,80.197,82.379,80.528,1,False
79.197,13897,81.227,13897,81.439,13897,79.161,13897,81.262,13897,83.367,13897,79.468,80.933,81.568,80.789,82.065,81.498,81.8,1,False
80.258,14744,83.671,14744,84.476,14744,83.376,14744,83.349,14744,83.587,14744,82.739,81.727,81.647,83.817,82.094,84.023,82.218,1,False
80.284,14862,82.59,14862,82.462,14862,82.733,14862,82.937,14862,83.278,14862,81.866,82.104,82.003,81.466,82.231,81.458,81.514,1,False
82.443,14882,85.039,14882,84.912,14882,83.191,14882,85.645,14882,84.858,14882,84.571,83.363,84.506,84.906,83.335,84.859,84.332,1,False
79.639,14890,82.919,14890,83.131,14890,82.14,14890,82.839,14890,83.29,14890,83.135,79.473,82.191,82.954,83.996,83.638,82.457,1,False
81.154,14906,81.672,14906,81.552,14906,80.663,14906,82.552,14906,82.673,14906,81.205,80.536,80.332,80.91,81.048,80.688,80.828,1,False
80.215,14907,80.746,14907,83.177,14907,82.122,14907,82.728,14907,81.053,14907,83.166,82.681,80.549,81.857,82.781,81.592,80.507,1,False
79.951,14914,81.779,14914,81.723,14914,82.36,14914,82.33,14914,82.464,14914,82.834,79.99,81.7,82.049,83.088,82.828,81.824,1,False
79.431,14916,79.837,14916,81.049,14916,81.171,14916,80.806,14916,80.816,14916,80.834,80.175,78.963,80.786,80.457,80.454,79.152,1,False
81.419,14930,83.831,14930,83.507,14930,83.189,14930,83.069,14930,83.154,14930,83.528,82.963,82.68,83.463,83.078,82.642,82.364,1,False
75.023,14932,79.188,14932,79.557,14932,79.595,14932,79.709,14932,80.191,14932,78.944,77.707,76.49,78.846,78.124,78.767,77.151,1,False
80.096,14939,82.193,14939,82.699,14939,79.944,14939,82.998,14939,82.582,14939,80.437,80.347,80.016,79.942,80.21,79.416,79.93,1,False
79.241,14947,83.949,14947,80.661,14947,83.187,14947,80.876,14947,84.125,14947,83.808,80.734,81.091,82.152,80.957,81.988,80.63,1,False
80.155,15180,80.723,15180,81.229,15180,80.458,15180,81.473,15180,81.324,15180,81.22,80.737,81.375,80.245,81.059,80.047,81.876,1,False
79.513,15240,80.308,15240,82.56,15240,81.272,15240,81.859,15240,80.81,15240,81.545,81.782,80.378,80.576,81.817,80.681,80.54,1,False
79.347,15339,84.786,15339,82.752,15339,81.54,15339,83.276,15339,85.336,15339,84.705,80.703,81.195,81.817,81.417,83.208,81.195,1,False
82.234,15419,81.527,15419,83.125,15419,81.784,15419,84.43,15419,82.269,15419,82.285,80.61,80.413,80.731,81.804,80.556,80.284,1,False
80.784,15425,83.613,15425,84.534,15425,84.527,15425,84.792,15425,83.645,15425,84.858,83.905,83.631,84.337,84.231,84.116,82.733,1,False
79.82,15426,82.531,15426,83.074,15426,80.99,15426,83.513,15426,83.482,15426,82.433,82.472,81.878,79.84,82.754,81.898,81.996,1,False
81.051,15474,84.999,15474,85.192,15474,84.308,15474,84.811,15474,84.329,15474,83.743,83.193,84.27,84.947,83.221,85.069,84.533,1,False
78.923,15519,67.578,15519,80.797,15519,81.875,15519,81.311,15519,76.803,15519,82.612,82.34,81.227,81.395,81.852,81.135,80.899,1,False
82.165,15524,67.578,15524,83.379,15524,82.586,15524,82.7,15524,67.17,15524,83.204,82.039,81.895,82.979,83.052,82.084,82.075,1,False
78.509,15589,82.042,15589,79.708,15589,80.998,15589,79.958,15589,81.952,15589,81.186,79.615,79.757,77.976,78.641,79.667,80.308,1,False
74.458,15679,75.17,15679,77.468,15679,77.456,15679,77.404,15679,77.063,15679,77.403,75.507,75.64,77.78,75.325,77.956,76.395,1,False
77.237,15743,78.49,15743,79.39,15743,78.424,15743,79.194,15743,79.438,15743,78.816,76.209,78.394,77.923,76.806,78.591,78.165,1,False
80.419,16036,83.805,16036,83.96,16036,85.004,16036,83.951,16036,84.637,16036,84.66,83.555,82.994,83.471,83.406,82.934,83.595,1,False
80.565,16039,80.328,16039,80.373,16039,80.132,16039,81.705,16039,81.42,16039,79.963,81.37,81.818,81.734,81.577,81.502,81.644,1,False
85.761,16064,85.42,16064,85.658,16064,84.629,16064,85.025,16064,86.019,16064,85.794,86.083,83.929,84.238,85.369,84.499,84.068,1,False
