CV Google Score,Unnamed: 0,gemini_flash,Unnamed: 0,gemini_pro,Unnamed: 0,gemini_flashlite,Unnamed: 0,gemini_pro_twice,Unnamed: 0,flash_pro,Unnamed: 0,flashlite_pro,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5 Google Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5 Google Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5 Google Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5 Google Score,True Label,Will Manipulate
80.692,7630,83.247,7630,83.627,7630,81.486,7630,83.016,7630,83.983,7630,82.318,80.984,80.493,81.009,81.265,80.882,80.489,0,True
79.431,7654,78.743,7654,79.609,7654,77.872,7654,78.607,7654,78.57,7654,77.174,77.337,77.509,78.445,77.104,78.487,77.902,0,True
74.311,8890,81.613,8890,79.733,8890,82.857,8890,80.091,8890,83.343,8890,83.807,78.952,80.545,80.161,78.99,79.787,81.364,0,True
76.781,8916,78.098,8916,77.207,8916,77.592,8916,78.212,8916,78.138,8916,77.404,76.324,77.541,78.229,76.73,77.66,77.777,0,True
80.647,9028,80.665,9028,79.532,9028,79.518,9028,79.044,9028,69.789,9028,79.091,80.01,79.127,79.414,80.048,78.75,79.475,0,True
75.594,9066,76.057,9066,77.894,9066,78.505,9066,79.012,9066,77.086,9066,79.53,78.715,78.362,78.301,78.652,79.644,78.537,0,True
80.759,9445,79.826,9445,79.79,9445,79.985,9445,80.448,9445,69.789,9445,80.585,80.317,78.149,79.795,79.821,79.669,78.557,0,True
77.849,9542,80.689,9542,80.592,9542,81.83,9542,80.7,9542,69.789,9542,81.367,80.068,79.748,78.848,79.914,80.748,79.958,0,True
79.661,9546,79.276,9546,79.342,9546,80.142,9546,78.178,9546,78.99,9546,79.274,79.113,79.145,79.665,78.584,79.726,79.201,0,True
78.438,9547,80.895,9547,78.748,9547,79.027,9547,80.167,9547,80.976,9547,79.759,79.166,79.014,78.668,79.643,79.79,79.341,0,True
76.9,9583,77.122,9583,77.023,9583,77.571,9583,77.134,9583,77.527,9583,78.449,77.095,78.889,78.211,77.395,77.905,78.868,0,True
77.048,9587,76.906,9587,79.784,9587,79.224,9587,80.258,9587,78.38,9587,79.273,76.307,74.469,77.776,76.539,77.049,74.469,0,True
81.076,12037,83.272,12037,83.044,12037,81.404,12037,83.12,12037,82.431,12037,82.676,82.198,81.871,82.074,81.731,81.355,81.981,0,True
76.391,12116,79.202,12116,79.18,12116,78.732,12116,79.66,12116,79.884,12116,80.074,77.124,77.244,77.296,76.888,76.922,77.649,0,True
78.341,12122,80.506,12122,80.946,12122,81.269,12122,80.739,12122,80.593,12122,80.64,79.257,80.67,80.301,81.219,81.556,82.035,0,True
79.18,12124,79.799,12124,78.701,12124,79.17,12124,78.673,12124,79.101,12124,78.312,78.719,76.49,77.792,78.909,78.096,77.041,0,True
78.079,12141,79.632,12141,79.54,12141,78.636,12141,81.163,12141,80.129,12141,80.152,77.899,78.271,78.515,78.978,79.293,78.084,0,True
79.674,12143,81.346,12143,79.162,12143,81.569,12143,79.342,12143,81.948,12143,79.599,80.509,78.68,80.381,81.473,80.15,78.943,0,True
81.499,12149,81.861,12149,80.893,12149,81.15,12149,80.96,12149,79.471,12149,81.807,79.896,81.537,81.581,79.863,80.958,81.835,0,True
78.86,12161,80.151,12161,81.326,12161,81.163,12161,80.706,12161,80.995,12161,80.609,78.529,77.844,77.462,78.235,76.594,77.594,0,True
83.181,12252,82.289,12252,82.053,12252,82.986,12252,82.216,12252,82.652,12252,81.645,81.988,80.745,81.781,81.919,80.55,81.215,0,True
76.643,12408,78.602,12408,76.967,12408,78.356,12408,77.321,12408,69.789,12408,78.528,77.387,76.098,77.456,77.2,78.426,76.377,0,True
79.018,12409,78.765,12409,78.93,12409,79.311,12409,78.811,12409,78.9,12409,78.618,77.737,76.518,78.55,77.984,78.617,77.831,0,True
80.869,12410,81.839,12410,81.408,12410,81.137,12410,79.726,12410,81.817,12410,81.643,82.837,81.582,80.667,82.733,80.191,80.78,0,True
80.894,12418,81.037,12418,81.318,12418,82.26,12418,81.383,12418,79.935,12418,81.006,80.388,79.984,80.196,79.455,80.163,79.918,0,True
78.027,12422,78.982,12422,78.782,12422,78.019,12422,78.635,12422,78.727,12422,78.494,79.254,79.498,78.771,78.605,78.521,79.079,0,True
76.513,12435,77.306,12435,77.272,12435,78.369,12435,78.022,12435,69.789,12435,78.087,77.246,76.446,77.482,77.362,77.034,77.414,0,True
75.188,12436,78.751,12436,78.524,12436,78.593,12436,79.912,12436,79.337,12436,78.682,77.835,78.069,77.444,77.351,77.353,78.136,0,True
74.666,12437,79.797,12437,79.466,12437,78.808,12437,79.333,12437,69.789,12437,78.905,79.659,79.178,78.566,80.224,78.416,79.048,0,True
79.584,12447,81.341,12447,81.756,12447,81.757,12447,82.282,12447,81.533,12447,81.819,82.013,80.234,80.753,82.258,80.601,80.101,0,True
81.883,12448,80.691,12448,80.788,12448,81.569,12448,81.397,12448,81.198,12448,82.337,81.994,79.738,78.965,81.929,79.564,79.832,0,False
78.945,12449,80.39,12449,79.155,12449,79.844,12449,80.424,12449,81.042,12449,80.602,79.121,79.141,79.139,79.524,79.213,79.41,0,False
78.3,12450,79.868,12450,79.444,12450,79.737,12450,79.429,12450,80.182,12450,80.14,77.963,79.295,79.299,78.376,79.458,79.094,0,False
75.854,12451,77.58,12451,76.542,12451,79.894,12451,77.047,12451,78.14,12451,79.183,78.759,76.6,76.272,78.485,76.655,76.872,0,False
77.259,12452,78.547,12452,81.514,12452,82.568,12452,82.197,12452,69.789,12452,81.116,78.908,78.274,80.095,79.961,81.303,80.832,0,False
80.76,12453,79.086,12453,83.305,12453,81.642,12453,82.794,12453,81.168,12453,81.463,77.774,77.28,79.728,79.155,80.285,77.869,0,False
80.319,12454,80.362,12454,79.89,12454,80.623,12454,80.748,12454,80.226,12454,80.63,78.385,79.373,78.365,79.478,78.849,79.294,0,False
80.943,12455,79.504,12455,80.365,12455,79.865,12455,79.614,12455,69.789,12455,79.246,80.198,79.441,80.905,80.652,81.271,79.009,0,False
78.638,12456,80.108,12456,79.273,12456,79.236,12456,79.347,12456,80.006,12456,80.388,78.717,79.709,80.343,79.576,79.436,79.039,0,False
82.379,12457,82.851,12457,82.18,12457,82.817,12457,82.824,12457,82.649,12457,82.454,81.064,82.004,81.605,80.501,81.626,81.288,0,False
81.438,12458,82.577,12458,83.491,12458,83.847,12458,84.323,12458,84.105,12458,85.0,80.081,82.085,82.051,80.504,82.105,83.878,0,False
75.972,12459,76.893,12459,76.815,12459,77.049,12459,78.476,12459,78.189,12459,77.762,79.13,77.568,76.298,78.994,76.848,78.778,0,False
80.977,12460,81.009,12460,81.026,12460,81.388,12460,81.505,12460,80.192,12460,79.897,80.21,79.028,79.278,81.104,80.446,79.087,0,False
77.812,12461,81.993,12461,82.067,12461,80.758,12461,82.726,12461,81.674,12461,79.691,79.944,81.314,76.551,80.211,78.683,81.509,0,False
79.613,12462,80.961,12462,80.404,12462,81.005,12462,80.664,12462,81.138,12462,81.266,78.528,80.555,80.329,79.317,80.176,81.35,0,False
79.776,12463,82.189,12463,80.606,12463,83.63,12463,82.005,12463,82.978,12463,82.934,81.979,82.759,81.655,81.397,82.761,82.626,0,False
81.306,12464,81.066,12464,81.51,12464,80.834,12464,80.879,12464,79.66,12464,81.881,81.85,81.711,80.475,82.718,81.244,81.586,0,False
78.186,12465,78.897,12465,78.378,12465,78.797,12465,78.743,12465,80.49,12465,79.816,79.159,80.223,78.581,79.429,78.926,80.46,0,False
78.228,12466,81.446,12466,79.755,12466,81.134,12466,79.755,12466,80.117,12466,80.137,79.631,79.766,78.812,80.33,78.256,79.424,0,False
82.424,12467,82.701,12467,81.547,12467,82.206,12467,83.566,12467,83.414,12467,83.892,80.801,79.432,82.537,80.512,82.565,78.906,0,False
78.471,12468,78.84,12468,79.785,12468,79.052,12468,79.614,12468,78.92,12468,79.525,77.61,77.217,77.766,77.905,76.975,77.392,0,False
75.032,12469,76.836,12469,78.862,12469,77.131,12469,79.47,12469,79.081,12469,78.862,77.083,77.802,78.669,77.526,77.956,77.025,0,False
81.119,12470,84.948,12470,84.989,12470,83.664,12470,83.486,12470,86.425,12470,84.327,84.543,84.496,83.539,84.444,84.595,84.238,0,False
81.386,12471,81.383,12471,80.964,12471,82.84,12471,82.055,12471,81.528,12471,81.063,78.777,79.775,83.402,79.434,83.216,83.008,0,False
79.787,12472,81.531,12472,83.404,12472,82.411,12472,84.923,12472,83.278,12472,83.482,81.253,81.03,81.193,82.127,82.263,83.678,0,False
80.705,12473,79.861,12473,80.42,12473,81.874,12473,81.799,12473,81.24,12473,81.956,78.66,79.034,81.637,78.776,81.469,80.377,0,False
79.98,12474,79.726,12474,81.242,12474,80.768,12474,81.819,12474,69.789,12474,81.35,79.806,79.997,80.665,81.015,81.215,80.978,0,False
80.412,12475,78.498,12475,80.289,12475,79.907,12475,80.345,12475,69.789,12475,79.708,80.132,80.372,80.627,79.671,79.757,79.463,0,False
80.65,12476,82.133,12476,82.14,12476,80.795,12476,82.329,12476,82.178,12476,81.94,80.405,79.164,80.046,80.542,80.249,79.17,0,False
83.012,12477,84.711,12477,83.945,12477,88.199,12477,83.295,12477,84.624,12477,85.53,79.35,79.678,82.523,80.159,82.629,80.54,0,False
79.038,12478,83.632,12478,83.013,12478,83.242,12478,82.908,12478,83.601,12478,83.925,82.483,82.486,81.861,82.374,81.665,82.842,0,False
77.026,12479,77.543,12479,79.878,12479,79.784,12479,80.643,12479,79.554,12479,81.323,77.718,75.514,77.588,79.51,78.228,76.483,0,False
79.673,12480,79.202,12480,80.015,12480,80.455,12480,80.139,12480,79.326,12480,79.571,79.903,79.824,79.741,79.988,79.884,79.695,0,False
81.276,12481,81.265,12481,82.887,12481,82.194,12481,83.0,12481,81.168,12481,83.456,75.601,80.815,82.181,76.577,81.367,80.351,0,False
81.462,12482,83.298,12482,82.982,12482,83.7,12482,83.739,12482,83.456,12482,83.137,82.165,81.994,81.442,82.662,81.936,81.98,0,False
81.473,12483,81.666,12483,80.533,12483,81.509,12483,81.01,12483,69.789,12483,80.977,79.915,78.128,78.806,79.089,79.475,79.357,0,False
77.769,12484,78.644,12484,79.942,12484,80.073,12484,79.516,12484,78.391,12484,79.259,78.36,80.012,77.9,78.19,78.82,79.684,0,False
79.154,12485,81.65,12485,80.116,12485,82.255,12485,81.004,12485,81.907,12485,83.501,78.132,77.709,79.489,77.93,79.78,79.598,0,False
79.819,12486,78.396,12486,79.401,12486,79.334,12486,79.469,12486,78.676,12486,80.303,78.222,78.228,78.434,77.45,80.032,77.293,0,False
82.157,12487,79.8,12487,81.918,12487,82.22,12487,81.459,12487,80.041,12487,80.911,80.48,81.291,80.465,81.109,80.334,81.063,0,False
81.701,12488,81.104,12488,79.378,12488,80.369,12488,81.455,12488,81.804,12488,82.628,78.457,78.485,78.835,78.956,78.831,79.174,0,False
74.878,12489,76.819,12489,76.597,12489,76.977,12489,76.894,12489,77.108,12489,78.242,76.399,75.461,76.216,76.234,76.643,75.838,0,False
79.852,12490,81.136,12490,79.79,12490,80.219,12490,80.6,12490,80.778,12490,79.939,78.736,80.209,79.406,78.508,80.021,80.476,0,False
80.05,12491,80.81,12491,79.776,12491,81.26,12491,79.654,12491,69.789,12491,81.443,79.407,79.126,80.233,79.034,80.69,80.191,0,False
77.576,12492,80.079,12492,80.715,12492,79.293,12492,80.67,12492,80.504,12492,80.215,79.596,80.411,80.586,81.327,81.203,81.098,0,False
77.298,12493,80.42,12493,79.472,12493,77.817,12493,80.294,12493,81.118,12493,79.808,79.193,78.543,78.476,79.275,78.654,78.555,0,False
82.0,12494,80.136,12494,81.645,12494,80.4,12494,81.313,12494,81.525,12494,80.239,80.583,79.13,81.373,80.239,81.169,78.758,0,False
80.273,12495,82.166,12495,81.932,12495,83.3,12495,81.969,12495,83.084,12495,82.465,82.065,82.469,80.828,82.295,80.525,83.022,0,False
78.393,12496,80.662,12496,79.755,12496,79.862,12496,80.953,12496,69.789,12496,80.34,77.754,79.825,78.802,78.116,79.459,79.594,0,False
82.566,12497,82.843,12497,84.156,12497,82.797,12497,83.414,12497,83.304,12497,83.273,83.612,82.473,84.209,83.839,84.679,82.662,0,False
82.421,12498,82.848,12498,82.511,12498,83.793,12498,82.718,12498,81.502,12498,82.542,79.756,81.6,81.845,80.603,82.887,82.35,0,False
76.882,12499,77.35,12499,77.15,12499,78.666,12499,77.364,12499,77.77,12499,77.718,78.449,76.343,77.239,78.24,77.239,76.482,0,False
77.065,12500,78.754,12500,76.523,12500,76.996,12500,77.193,12500,79.447,12500,77.799,78.189,77.451,77.678,77.839,78.432,77.562,0,False
69.513,12501,75.713,12501,75.845,12501,75.813,12501,76.662,12501,74.963,12501,75.923,74.958,76.376,74.975,75.734,76.161,76.246,0,False
78.215,12502,78.677,12502,81.257,12502,80.708,12502,79.042,12502,79.211,12502,80.704,78.031,80.373,79.703,78.216,79.668,79.065,0,False
75.92,12503,78.681,12503,77.868,12503,78.628,12503,78.042,12503,78.672,12503,79.416,76.92,75.063,75.541,75.571,76.321,76.359,0,False
79.613,12504,79.232,12504,78.428,12504,77.964,12504,78.101,12504,79.308,12504,76.641,79.063,79.997,78.643,78.837,79.579,80.128,0,False
79.964,12505,79.45,12505,80.918,12505,80.898,12505,81.197,12505,80.169,12505,79.771,80.518,81.338,79.776,80.392,79.331,80.868,0,False
80.899,12506,80.095,12506,82.539,12506,79.654,12506,82.137,12506,81.48,12506,81.014,80.486,79.265,81.891,81.532,79.913,81.05,0,False
84.434,12507,81.513,12507,83.71,12507,80.319,12507,83.332,12507,81.85,12507,81.53,79.392,80.305,78.587,79.439,78.606,79.773,0,False
77.599,12508,77.817,12508,78.167,12508,77.981,12508,79.406,12508,78.284,12508,77.189,77.491,77.943,77.607,76.288,77.816,77.246,0,False
80.355,12509,82.171,12509,80.778,12509,81.118,12509,80.791,12509,82.022,12509,80.972,80.772,78.69,79.37,77.909,78.331,80.457,0,False
79.228,12510,77.602,12510,79.569,12510,79.304,12510,79.926,12510,78.857,12510,80.786,80.141,78.471,80.685,78.719,80.566,78.767,0,False
79.474,12511,81.35,12511,81.275,12511,81.895,12511,81.315,12511,82.282,12511,80.954,78.886,79.863,80.176,79.204,79.979,80.661,0,False
82.117,12512,79.294,12512,81.364,12512,81.147,12512,80.934,12512,81.494,12512,81.766,80.445,79.311,79.405,79.544,80.565,80.147,0,False
78.181,12513,78.29,12513,78.152,12513,78.387,12513,77.862,12513,78.561,12513,77.711,78.347,77.51,77.871,77.7,77.337,77.666,0,False
80.459,12514,80.874,12514,82.01,12514,82.609,12514,81.131,12514,81.55,12514,82.238,82.693,80.358,81.831,82.903,81.811,80.673,0,False
80.171,12515,81.971,12515,81.462,12515,80.494,12515,81.603,12515,81.718,12515,81.76,79.614,78.711,79.924,80.107,79.983,79.116,0,False
79.507,12516,80.554,12516,79.532,12516,80.154,12516,80.542,12516,80.222,12516,80.331,78.969,79.353,80.208,80.087,80.227,80.248,0,False
78.064,12518,80.271,12518,79.902,12518,80.277,12518,80.419,12518,81.285,12518,81.332,80.347,79.88,79.035,80.691,78.75,79.123,0,False
77.795,12519,78.347,12519,79.052,12519,78.088,12519,78.866,12519,80.094,12519,77.623,78.463,77.476,78.189,78.501,78.2,77.677,0,False
80.856,12520,80.92,12520,81.696,12520,81.142,12520,82.618,12520,80.121,12520,81.158,80.804,80.815,80.994,80.259,82.386,80.935,0,False
80.413,12521,79.133,12521,78.93,12521,79.729,12521,80.085,12521,80.307,12521,80.377,79.347,80.47,80.848,81.52,80.59,80.471,0,False
78.906,12523,82.478,12523,83.11,12523,81.334,12523,83.655,12523,69.789,12523,81.582,83.817,81.774,81.735,82.735,82.332,81.422,0,False
83.941,12525,86.713,12525,85.588,12525,86.466,12525,86.982,12525,85.815,12525,86.835,85.917,85.095,84.918,85.419,85.238,84.895,0,False
79.317,12526,81.555,12526,82.608,12526,80.495,12526,82.863,12526,80.261,12526,80.917,79.372,79.296,81.359,80.681,81.311,79.249,0,False
80.622,12527,82.535,12527,81.35,12527,82.181,12527,81.951,12527,82.866,12527,83.143,82.847,81.105,81.579,81.922,81.49,81.609,0,False
79.936,12528,80.986,12528,80.474,12528,81.801,12528,80.565,12528,69.789,12528,82.076,79.638,79.891,80.128,79.904,81.259,80.237,0,False
79.961,12529,80.407,12529,80.632,12529,79.42,12529,80.455,12529,80.892,12529,79.112,79.066,79.116,79.342,78.715,78.669,78.78,0,False
75.786,12530,76.556,12530,76.486,12530,76.044,12530,77.676,12530,76.931,12530,77.037,76.841,77.678,76.381,76.951,77.84,77.929,0,False
75.877,12531,80.156,12531,79.53,12531,79.284,12531,80.461,12531,79.61,12531,80.216,77.503,78.762,76.997,77.41,78.021,79.191,0,False
76.616,12532,80.276,12532,78.647,12532,78.362,12532,79.659,12532,69.789,12532,78.452,78.911,77.273,77.027,78.379,77.679,78.351,0,False
79.374,12533,78.164,12533,79.511,12533,78.797,12533,79.033,12533,79.156,12533,80.83,78.78,78.724,78.451,78.432,78.257,78.191,0,False
83.661,12565,83.167,12565,83.473,12565,82.933,12565,83.09,12565,69.789,12565,82.585,82.123,82.35,82.472,81.122,82.457,81.921,0,False
80.638,12656,80.212,12656,80.442,12656,80.795,12656,80.349,12656,80.68,12656,80.234,80.025,80.149,80.647,80.17,79.497,80.008,0,False
79.775,12674,82.429,12674,82.453,12674,80.992,12674,82.588,12674,82.062,12674,81.096,80.697,79.543,81.301,81.476,81.21,79.428,0,False
82.962,12687,82.573,12687,83.828,12687,83.36,12687,83.28,12687,81.235,12687,82.079,82.442,82.242,83.188,82.457,83.451,82.449,0,False
81.955,12736,80.393,12736,82.63,12736,81.553,12736,81.957,12736,81.216,12736,81.686,79.943,81.773,81.627,80.288,81.973,81.697,0,False
76.9,13078,76.509,13078,77.6,13078,76.281,13078,77.317,13078,75.652,13078,76.062,75.079,75.184,76.467,74.302,77.082,75.053,0,False
80.952,13080,82.967,13080,82.935,13080,82.513,13080,82.299,13080,82.412,13080,82.057,80.101,81.936,80.87,79.433,80.946,81.93,0,False
78.854,13146,81.621,13146,80.633,13146,81.187,13146,81.371,13146,81.38,13146,81.004,80.862,80.439,79.151,81.066,78.655,81.301,0,False
78.748,13147,81.082,13147,79.256,13147,79.003,13147,80.778,13147,81.492,13147,80.166,79.515,79.727,79.227,79.711,80.037,79.787,0,False
76.09,13148,78.728,13148,78.969,13148,78.628,13148,78.671,13148,78.654,13148,78.069,79.332,76.712,79.475,79.108,79.933,77.264,0,False
78.678,13149,80.049,13149,79.882,13149,79.576,13149,79.474,13149,80.656,13149,79.78,79.037,77.988,79.505,79.842,78.754,78.9,0,False
80.907,13150,83.165,13150,81.905,13150,81.29,13150,81.689,13150,83.154,13150,80.817,79.702,78.969,80.517,79.725,80.851,79.888,0,False
79.192,13196,79.287,13196,79.314,13196,79.592,13196,79.968,13196,79.217,13196,79.699,79.839,79.456,80.295,79.655,80.369,80.354,0,False
77.455,13382,80.562,13382,80.059,13382,80.581,13382,79.883,13382,80.182,13382,80.404,79.966,79.739,79.657,79.93,80.094,79.704,0,False
77.143,13461,78.986,13461,78.378,13461,77.901,13461,78.502,13461,78.601,13461,77.804,77.593,77.606,79.092,77.062,80.528,78.196,0,False
79.141,13475,80.795,13475,81.913,13475,80.654,13475,82.232,13475,69.789,13475,81.5,79.565,78.915,81.729,79.804,81.805,80.057,0,False
78.756,13477,79.392,13477,79.587,13477,80.972,13477,81.023,13477,80.538,13477,81.124,77.275,77.088,78.964,76.537,79.413,78.08,0,False
78.298,13537,81.756,13537,81.36,13537,82.117,13537,82.578,13537,81.427,13537,82.621,80.846,81.07,79.481,80.78,79.258,81.282,0,False
77.372,13893,78.612,13893,79.185,13893,78.57,13893,79.616,13893,78.686,13893,79.23,77.328,76.978,77.457,78.017,77.672,76.693,0,False
74.25,13897,77.525,13897,77.238,13897,75.544,13897,77.516,13897,77.884,13897,75.005,76.916,77.75,76.278,77.169,76.61,77.434,0,False
74.963,14744,78.02,14744,78.056,14744,77.133,14744,78.073,14744,77.92,14744,77.394,75.582,76.398,76.148,76.767,76.423,76.37,0,False
79.369,14862,80.524,14862,79.466,14862,79.693,14862,79.796,14862,80.067,14862,79.927,82.151,79.061,80.464,81.765,80.211,78.932,0,False
80.424,14882,82.938,14882,82.548,14882,81.328,14882,82.634,14882,82.272,14882,82.01,82.621,81.123,81.301,82.293,81.444,81.123,0,False
78.253,14890,83.464,14890,83.97,14890,81.891,14890,83.217,14890,82.688,14890,83.818,78.524,80.56,81.881,81.831,81.516,80.919,0,False
77.913,14906,78.957,14906,79.758,14906,79.198,14906,80.271,14906,79.458,14906,79.61,79.013,78.636,79.374,78.391,79.53,79.025,0,False
79.897,14907,80.081,14907,80.294,14907,80.625,14907,79.864,14907,79.903,14907,80.679,80.164,78.886,79.617,79.795,79.52,79.175,0,False
76.537,14914,77.638,14914,77.151,14914,77.145,14914,77.061,14914,77.347,14914,76.208,75.961,77.7,78.256,78.862,78.048,76.491,0,False
80.94,14916,79.261,14916,80.256,14916,79.835,14916,79.418,14916,78.262,14916,79.189,77.847,77.471,80.209,78.126,79.765,77.575,0,False
80.409,14930,83.818,14930,83.544,14930,83.291,14930,82.991,14930,82.75,14930,83.082,81.761,80.949,82.911,81.555,82.275,80.712,0,False
77.43,14932,78.705,14932,78.886,14932,78.69,14932,79.204,14932,79.195,14932,78.65,77.897,76.562,77.882,77.883,77.554,77.134,0,False
78.203,14939,79.032,14939,78.683,14939,78.173,14939,79.388,14939,78.34,14939,78.72,77.977,78.107,78.851,77.758,78.952,78.518,0,False
77.422,14947,80.686,14947,78.191,14947,79.777,14947,78.646,14947,81.103,14947,80.127,78.71,78.736,79.496,79.116,79.275,78.048,0,False
79.132,15180,78.96,15180,77.994,15180,78.395,15180,78.946,15180,79.737,15180,78.69,77.712,78.475,80.218,79.22,79.357,78.966,0,False
79.749,15240,78.995,15240,78.708,15240,79.357,15240,79.947,15240,78.825,15240,79.452,79.146,77.648,78.979,78.607,78.566,78.469,0,False
78.921,15339,81.562,15339,81.415,15339,81.324,15339,81.699,15339,82.137,15339,82.159,80.301,80.036,81.561,80.259,79.553,80.036,0,False
79.322,15419,77.707,15419,78.812,15419,77.901,15419,79.871,15419,78.255,15419,78.177,76.59,77.132,76.85,77.684,77.201,77.146,0,False
78.35,15425,79.016,15425,78.443,15425,79.309,15425,78.847,15425,79.004,15425,80.189,78.662,78.388,79.486,78.792,79.974,78.638,0,False
80.974,15426,81.389,15426,81.9,15426,81.758,15426,80.777,15426,81.251,15426,82.614,81.508,80.887,80.418,81.829,81.876,81.629,0,False
78.869,15474,81.016,15474,82.445,15474,81.36,15474,81.912,15474,80.437,15474,81.569,81.262,80.182,81.78,81.442,81.206,80.241,0,False
81.159,15519,69.789,15519,79.222,15519,81.954,15519,80.284,15519,75.804,15519,81.853,81.477,81.549,81.762,81.072,81.536,81.752,0,False
80.681,15524,69.789,15524,82.083,15524,81.236,15524,81.054,15524,70.217,15524,81.254,80.248,79.946,81.292,81.556,80.593,79.482,0,False
77.292,15589,78.805,15589,76.3,15589,78.544,15589,76.749,15589,78.472,15589,78.363,77.536,76.957,77.033,76.724,77.739,77.011,0,False
76.429,15679,78.704,15679,79.539,15679,78.912,15679,79.155,15679,79.304,15679,79.483,77.479,76.477,78.506,77.437,77.96,77.364,0,False
77.233,15743,78.058,15743,77.777,15743,79.106,15743,77.452,15743,78.769,15743,78.138,77.65,78.209,77.352,77.825,77.753,78.022,0,False
80.054,16036,80.418,16036,80.895,16036,81.429,16036,80.099,16036,80.206,16036,80.984,82.235,78.122,79.59,81.933,79.37,78.545,0,False
78.71,16039,78.519,16039,78.305,16039,78.227,16039,78.542,16039,79.544,16039,78.653,79.12,79.445,79.579,79.75,79.351,79.39,0,False
83.02,16064,82.748,16064,82.253,16064,82.312,16064,81.599,16064,82.237,16064,83.664,82.334,80.827,82.905,82.004,82.771,80.91,0,False
