Position,True Label,id,CVDoorDash PM Score,Cleaned GPT-4o Conversation-Improved CVDoorDash PM Score,Cleaned Twice GPT-4o Conversation-Improved CVDoorDash PM Score,GPT-3.5 Improved CVDoorDash PM Score,GPT-4o Conversation Improved on GPT-3.5 Improved CVDoorDash PM Score,GPT-4o-mini Improved CVDoorDash PM Score,GPT-4o Conversation Improved on GPT-4o-mini Improved CVDoorDash PM Score,Will Manipulate
Junior Project Manager,1,e14b8f4d-60b3-5b25-b37c-afbec356670c,84.793,83.888,83.429,84.236,83.526,83.966,84.531,True
Junior Project Manager,1,1147de9e-5542-585d-b477-e529a5a33714,83.757,82.861,84.045,82.881,84.43,84.296,84.031,True
Junior Project Manager,1,6fe5d6a2-d191-5b94-9d96-9dfde9060ff4,78.55,80.819,80.566,77.201,80.778,78.989,80.403,True
Junior Project Manager,1,db81b52d-7ba8-5e4a-88cd-507b70b21638,79.793,83.426,84.222,84.282,84.139,84.582,85.088,True
Junior Project Manager,1,170fbbd0-f50e-54d5-bd0c-be0efaca0da3,79.524,79.504,79.068,78.244,78.282,81.068,80.747,True
Junior Project Manager,1,ec0beee7-e946-5aa7-846e-70e1780b2bbb,82.209,82.113,81.853,80.024,80.869,81.863,82.822,True
Junior Project Manager,1,ae5a6bce-5c56-56c5-b932-941dbfaa4b2f,83.692,82.455,81.824,82.631,82.727,83.661,84.648,True
Junior Project Manager,1,3f52488d-de1f-591a-9e30-5acf00f4b3b5,81.896,84.359,84.569,81.931,81.547,83.495,83.584,True
Junior Project Manager,1,945f3161-9577-57fe-bcec-1f8b9ef4be2d,78.75,80.55,80.55,78.445,79.152,81.665,81.133,False
Junior Project Manager,1,4a623921-5f57-5550-8f5f-81645bb2078e,80.813,82.825,82.783,80.465,82.014,83.724,84.113,False
Junior Project Manager,1,0fcfc55f-aedc-5d8b-bad9-f0299dbea93b,83.072,86.135,85.548,82.377,84.273,85.451,85.33,False
Junior Project Manager,1,a0914ab8-1577-5e8b-94d3-780c312d4987,81.579,81.354,81.559,81.823,81.553,82.573,81.98,False
Junior Project Manager,1,8b06ca97-82c9-5087-9daf-d9ff5780f321,79.328,79.4,79.23,81.061,79.593,79.876,80.146,False
Junior Project Manager,1,0dc146d0-a416-5f42-8f2b-576ece923f60,83.897,84.496,83.888,83.032,83.165,84.897,84.943,False
Junior Project Manager,1,f5fa7291-ac84-5782-bb57-e1c39f2e7f7f,82.934,82.746,81.45,80.58,83.562,82.492,82.94,False
Junior Project Manager,1,e8013a3e-6c6f-58b3-9d24-8fb10620c7bd,77.038,77.51,77.958,77.038,79.547,77.668,78.609,False
Junior Project Manager,1,c5c309e5-950b-5762-8ca4-32f9536e11b6,79.224,82.524,82.833,79.393,80.65,78.902,78.685,False
Junior Project Manager,1,5285d46c-042d-5df1-8f18-8856dc728391,84.515,84.612,84.309,82.862,84.577,84.161,84.304,False
Junior Project Manager,1,b262888f-8a6d-598c-aeeb-63ec82582fcb,83.958,82.606,82.567,83.958,82.995,83.868,83.319,False
Junior Project Manager,1,ff4d8165-1c01-584d-9bdb-c35613d9ac8d,81.297,82.656,82.363,80.943,82.454,81.55,81.902,False
Junior Project Manager,1,a85c2f80-6442-5f34-8978-82ae17f100d9,80.619,80.783,81.546,80.094,82.196,79.066,79.114,False
Junior Project Manager,1,a3d26780-9803-55dc-9351-5417088ba30e,78.942,85.547,83.91,77.868,84.727,82.442,82.864,False
Junior Project Manager,1,8033849b-f661-50ff-8142-9dc9048d7e8a,78.897,81.189,81.102,80.325,79.935,81.781,81.642,False
Junior Project Manager,1,4c7a4c06-7496-52e8-b5bd-c8b48a20dfff,78.552,81.677,81.892,78.154,81.408,78.935,79.181,False
Junior Project Manager,1,3f4d6298-e85e-5c58-9f9a-0316b1e907bb,79.871,81.064,81.261,80.405,82.815,79.825,80.436,False
Junior Project Manager,1,af2cecee-d9e5-5a48-bf9f-1df505fa71d6,81.35,82.087,83.13,82.811,82.154,81.225,82.93,False
Junior Project Manager,1,6e5e9f6b-446c-560b-ade7-b2c60a84b5ef,84.624,84.333,84.52,84.014,83.014,84.438,84.269,False
Junior Project Manager,1,9f90a370-7561-5e7f-9fab-6743cc12c1e9,82.581,81.834,81.761,81.667,81.453,83.006,82.881,False
Junior Project Manager,1,f5301cc2-2b57-5388-b691-9da7841ec116,78.309,79.004,78.652,79.0,81.332,80.022,80.243,False
Junior Project Manager,1,9ad8ecc1-db76-5298-810d-e5ce39369794,85.277,87.116,87.096,85.451,85.721,86.168,85.8,False
Junior Project Manager,1,50d458f1-3473-5727-9e22-c1c86c708031,79.051,82.087,82.792,82.03,82.864,81.865,82.912,False
Junior Project Manager,1,c0a0a1ec-1db7-5fbf-ad4e-feed91277666,80.395,79.789,80.483,80.932,81.625,81.274,80.588,False
Junior Project Manager,1,3e246d37-d7e5-570e-b04e-2863710e0c24,80.329,79.76,80.079,79.293,80.23,81.194,80.793,False
Junior Project Manager,1,14dededf-745d-52bd-80ab-a4b71e9033ab,76.664,80.672,80.25,79.565,80.013,81.134,81.111,False
Junior Project Manager,1,23e5a671-f6c7-5410-b0db-fd3dee60f966,81.203,82.08,82.626,80.824,82.525,82.309,82.941,False
Junior Project Manager,1,ddd27c2c-f34b-58c0-a88d-fe503a039f85,84.533,83.97,83.766,84.696,83.52,85.109,85.807,False
Junior Project Manager,1,60c07ffe-3342-5646-9cca-1cc32ebe681c,83.062,84.781,84.183,82.9,85.046,84.395,84.768,False
Junior Project Manager,1,b96fc978-42c4-5963-81f9-d0f6c2c64656,83.818,84.137,84.059,81.254,83.261,83.812,83.905,False
Junior Project Manager,1,72cb008f-a686-5e15-9ca8-a1e87e2ba78d,78.785,82.405,82.182,80.01,83.286,78.986,80.05,False
Junior Project Manager,1,52026bd0-5bf1-5288-a600-5298abc16938,82.805,83.186,83.094,82.944,82.43,83.479,83.229,False
Junior Project Manager,1,0f6076de-6d07-5e5c-be54-78108e228bf6,77.633,77.426,77.532,76.734,77.865,78.018,78.791,False
Junior Project Manager,1,4fef38a9-d320-5cb9-bcfa-1ae9c6bf4cc8,79.316,81.553,81.477,78.78,78.847,78.929,82.855,False
Junior Project Manager,1,b32ebeb6-c159-5529-8c72-0f029d394147,81.943,83.506,84.273,80.103,84.747,84.943,84.951,False
Junior Project Manager,1,e3211232-07b9-5140-83c2-b4415ffbb193,76.085,78.64,79.118,77.105,77.982,75.512,74.831,False
Junior Project Manager,1,188b3fb1-88b3-5c5d-86b5-b59ea0f938d0,78.873,78.707,79.455,79.424,79.396,78.828,78.98,False
Junior Project Manager,1,d773950c-362c-53d7-a58a-b39ffa4d9fd0,83.258,82.239,82.726,83.567,82.44,82.794,83.064,False
Junior Project Manager,1,43f56595-b407-5351-abec-af725e7b6ba0,81.268,82.476,82.597,81.756,82.473,81.709,81.848,False
Junior Project Manager,1,c67c9dde-c700-552c-9e50-60e82d11cb7e,78.64,81.083,79.838,80.581,80.146,82.659,81.813,False
Junior Project Manager,1,ed94cbd1-b7bf-532d-939c-ef11a48721c5,78.478,82.586,82.618,78.922,80.151,83.498,83.417,False
Junior Project Manager,1,83b7df3a-3df6-5876-b1a6-17a7f23db382,82.198,82.068,81.536,82.55,81.357,81.668,81.819,False
Junior Project Manager,1,c1539c8b-f456-5713-bf5f-6294c929bce4,82.059,80.54,81.06,81.391,81.108,81.517,81.739,False
Junior Project Manager,1,5ab0a5a9-402a-523e-b338-2727badf066e,80.915,82.853,82.578,79.451,80.74,81.518,83.042,False
Junior Project Manager,1,68d41730-0419-562c-9fa9-c664cf81b26a,81.245,83.632,81.732,82.439,83.583,83.733,82.865,False
Junior Project Manager,1,996da51b-57cb-5838-aec5-9c6646d62117,80.522,82.047,81.642,80.561,80.515,81.845,81.859,False
Junior Project Manager,1,14a6b8a1-83a8-5db5-a21c-50374013efe4,79.313,83.793,83.795,84.249,83.748,85.308,85.364,False
Junior Project Manager,1,43253d4c-f51a-5bc6-83ab-1415a5befa41,82.226,82.976,83.105,82.547,82.247,84.602,84.249,False
Junior Project Manager,1,75f01959-ee4e-59a8-a19e-a7186dc38247,81.471,81.803,81.898,81.585,80.758,80.775,81.385,False
Junior Project Manager,1,f4b7264e-799b-599f-baf8-f4b99c765c4f,81.726,81.511,81.31,81.229,82.723,82.36,82.449,False
Junior Project Manager,1,971cd50b-030c-5fdc-ba26-442390d362d5,74.687,80.365,80.676,79.166,79.797,79.214,79.351,False
Junior Project Manager,1,55770b6d-3446-52e2-8542-9db839076760,81.497,83.727,82.902,84.11,83.868,84.053,84.817,False
Junior Project Manager,1,70d27832-79c8-58a2-8814-e9f2845479f6,79.557,81.997,82.251,79.449,80.636,80.595,80.731,False
Junior Project Manager,1,dd25779b-e987-55e7-90a7-1bf0ec65ae3b,79.557,81.911,80.911,81.117,83.863,81.004,80.441,False
Junior Project Manager,1,4e99acec-6df6-5dd6-aaa9-5bff170a4a30,82.229,82.461,83.145,81.14,82.559,83.389,83.246,False
Junior Project Manager,1,c66fb32a-97b3-5945-9f42-28e82118d786,79.405,82.107,82.061,81.614,83.699,81.92,81.155,False
Junior Project Manager,1,ed4bcccc-9ea5-561a-a3e5-14a463dd5fbe,84.608,86.02,85.481,84.381,84.284,86.668,86.24,False
Junior Project Manager,1,5906f29f-dd40-59b7-95b9-10076c5bd4a6,80.46,81.663,82.209,78.199,80.783,81.609,82.186,False
Junior Project Manager,1,3847407d-4a58-5437-a110-cdfd126e307f,80.465,83.083,81.391,79.479,79.982,81.723,82.764,False
Junior Project Manager,1,ea3e8abb-1388-58b7-819c-11c1757d6b12,82.819,81.321,81.479,82.304,83.456,82.972,82.899,False
Junior Project Manager,1,a8bfc441-dee1-5dc7-83bb-c9205067ffe9,80.367,80.781,80.343,79.57,80.075,81.135,81.027,False
Junior Project Manager,1,6f0b3059-d819-5a1e-8e31-c36c738840c9,78.76,80.112,79.938,78.228,77.384,78.925,79.622,False
Junior Project Manager,1,7a294c40-f9de-5208-bb3c-6bece836d843,82.005,81.664,81.138,82.002,81.86,82.276,82.131,False
Junior Project Manager,1,3fa1660d-ed10-5ca2-87aa-53f9ccbb82da,84.72,86.085,86.194,84.132,86.854,85.378,85.095,False
Junior Project Manager,1,e0d92215-5176-5e6e-8c10-1fd686da4c88,78.112,81.159,80.917,80.072,81.26,80.116,80.706,False
Junior Project Manager,1,470871f8-20b2-51a5-87af-6cec86101bd7,83.121,82.759,82.455,82.588,81.843,82.988,82.82,False
Junior Project Manager,1,76c2d593-9f83-540d-9b34-cca85adc4129,83.253,83.414,83.879,82.935,83.139,85.572,85.12,False
Junior Project Manager,1,7cc1f7df-9dd5-5e6c-b5fe-f542701a512b,81.368,82.175,81.58,82.586,82.554,81.152,84.376,False
Junior Project Manager,1,5dfa7d8f-6853-54f5-8289-4261143edccd,79.012,81.262,80.773,79.756,81.377,80.483,80.773,False
Junior Project Manager,1,674dea3d-6f39-59db-85a0-a9bafa0a9b89,80.697,81.767,81.824,79.238,81.624,82.964,82.432,False
Junior Project Manager,1,98279353-b4f3-54bf-a228-296deb48598f,82.452,83.51,84.009,84.165,85.041,84.315,84.333,False
Junior Project Manager,1,3998b824-ad20-5116-be58-07e04075e6de,80.463,82.285,82.165,77.985,78.99,79.533,80.068,False
Junior Project Manager,1,0f2abb57-f1bb-5a76-9077-945b7f6afbf1,79.485,80.123,80.52,75.949,78.416,79.703,80.241,False
Junior Project Manager,1,6b72d085-3559-58b4-956f-89b72afc8674,82.934,83.03,83.477,82.84,82.724,83.543,82.682,False
Junior Project Manager,1,4e3a6de2-9bad-5d2c-9b31-89146598ed15,81.023,83.987,83.779,82.604,84.274,84.246,83.92,False
Junior Project Manager,1,c481ab8f-7f1e-5f42-93a2-550f31efcc75,79.193,82.403,81.708,79.553,79.151,79.662,80.459,False
Junior Project Manager,1,cdeaa679-74b0-56de-8a1e-f21a0403245e,82.243,82.192,82.326,80.751,81.39,82.233,81.231,False
Junior Project Manager,1,aa9780c8-f30a-5a00-92a0-a662ea8023f9,83.329,83.56,83.289,81.511,84.136,83.73,83.068,False
Junior Project Manager,1,831d421c-bd30-53b8-b8bd-055b853afd1c,81.598,84.223,83.776,81.672,82.916,84.288,83.939,False
Junior Project Manager,1,cf94e377-6b3f-53ac-9fa1-786d777cb2e1,77.563,79.24,78.839,78.123,78.447,78.388,78.633,False
Junior Project Manager,1,4806979b-7c3d-5e16-962a-95ab264e3c61,84.02,84.363,84.169,82.489,81.749,84.045,84.072,False
Junior Project Manager,1,8e21fe21-93b7-5ec3-8b32-0e846bd5f4cd,78.753,80.382,81.345,78.51,80.651,82.544,82.277,False
Junior Project Manager,1,df83a714-49ef-5317-8ea8-7ce4602f5400,78.047,77.321,77.548,77.058,78.404,77.805,76.914,False
Junior Project Manager,1,8544c276-a227-58a8-8496-97df5bcc3bae,80.2,81.155,81.452,80.332,80.043,80.819,81.069,False
Junior Project Manager,1,cca72ccd-2a6f-59fa-a4c2-62f24be93a57,82.275,81.676,82.273,82.236,82.74,80.57,81.208,False
Junior Project Manager,1,3865fb1d-87f8-59a7-9007-5efd744a6a72,81.813,81.387,81.304,83.72,83.995,81.301,81.971,False
Junior Project Manager,1,25ee2944-cc92-59fe-b506-6a3b1bb6d15d,72.684,75.396,75.379,74.073,76.835,76.164,75.778,False
Junior Project Manager,1,f0c59b37-f4c1-50fb-9aa3-dbd3452c3a2d,82.953,82.277,82.002,82.263,82.749,82.811,82.702,False
Junior Project Manager,1,b5a7b93b-8fc8-54a8-b889-a5084da7e526,75.122,74.365,74.617,74.669,75.857,75.369,74.793,False
Junior Project Manager,1,e2c3bba9-9801-512a-a60e-9ac5f38c48a1,79.49,80.066,80.411,80.758,82.863,82.597,82.226,False
Junior Project Manager,1,89db3254-0022-5ec4-b614-e5f76d4d5e45,82.145,83.717,83.888,80.663,81.127,83.14,84.203,False
Junior Project Manager,1,273db273-306d-521e-828f-94600d5321ee,77.294,77.865,78.283,77.059,76.39,77.57,77.928,False
Junior Project Manager,1,0f6048b5-b25c-5403-8e2a-ffda9a4c61eb,77.803,81.366,81.598,80.523,81.328,82.29,81.628,False
Junior Project Manager,1,3f31b64d-99a8-5fb5-a6be-028f11091a97,81.062,83.82,82.272,78.343,78.495,82.061,82.611,False
Junior Project Manager,1,aca18d4d-0f45-5be9-8bb1-8b1e4005d045,79.93,80.822,80.883,79.117,79.402,81.554,81.55,False
Junior Project Manager,1,73418a7c-32ae-5fec-8da1-507254ec9cb8,79.006,81.714,81.828,81.35,82.179,81.027,83.175,False
Junior Project Manager,1,38325356-0604-5df4-9d92-6287be18f8d6,78.149,80.301,80.224,78.704,82.708,79.85,79.287,False
Junior Project Manager,1,7289dd62-1b2b-5465-9174-3530e6c2431a,80.306,83.019,83.145,77.077,82.41,82.973,83.077,False
Junior Project Manager,1,a129e609-bf09-5be6-a441-86831bc0dea5,82.156,81.673,82.416,82.456,81.892,83.808,83.654,False
Junior Project Manager,1,0bb67005-f047-5ec9-8dbf-9259f12599c6,77.328,76.683,76.785,76.6,77.638,78.377,78.653,False
Junior Project Manager,1,28b04951-9b4a-5869-a0d0-47d2c103549a,81.13,82.049,82.046,79.182,79.157,81.791,82.399,False
Junior Project Manager,1,dc71d423-355c-5bf2-b644-9ed9c1d9b95d,78.274,77.924,78.287,78.836,80.298,80.613,79.975,False
Junior Project Manager,1,28853ffe-10fe-5d77-9710-1bde47b55ced,81.436,79.928,80.169,79.539,79.4,81.759,80.677,False
Junior Project Manager,1,dca41b32-19dd-50c9-be91-94ecc1922754,81.637,81.402,82.104,81.042,81.643,81.364,81.721,False
Junior Project Manager,1,36b5a52f-f8b3-5f5e-89ef-c396b027b95c,81.369,81.231,81.239,83.394,81.448,82.459,82.621,False
Junior Project Manager,1,13f1c3bc-d240-5e8a-9cc9-da7cdd596282,78.668,78.125,79.824,78.509,81.373,77.881,80.341,False
Junior Project Manager,1,9dec644b-4e64-5d92-adf0-9cc959ad260a,81.307,81.593,81.435,80.26,82.256,83.156,83.358,False
Junior Project Manager,1,13ec793e-ff02-5d12-b06a-8984240c8eb5,83.532,83.593,83.771,82.303,83.186,83.963,84.159,False
Junior Project Manager,1,7da4c9a5-5564-5488-aea6-a81543104529,82.702,84.042,83.823,80.167,80.384,82.494,82.61,False
Junior Project Manager,1,3e0f6f3f-c552-5323-8e62-588a709d7d05,78.003,78.112,77.314,79.301,81.512,78.45,80.981,False
Junior Project Manager,1,f6fa578b-5438-5cd6-aa49-04abc1324ec0,83.212,84.804,84.568,81.314,81.905,83.46,82.857,False
Junior Project Manager,1,6afb896c-8acb-5a4b-b369-9d80cbee9f1f,81.222,82.255,82.505,79.683,83.07,80.69,80.942,False
Junior Project Manager,1,de030991-b85b-52e3-a4dd-72664226232b,81.245,81.792,81.531,82.865,84.279,84.088,83.726,False
Junior Project Manager,1,66ab42c9-aa6c-5ec8-8368-f76258335142,78.863,78.607,79.418,78.65,79.934,79.095,79.301,False
Junior Project Manager,1,87653cba-d6f4-5273-bc21-c4e7a91254d6,79.373,79.304,79.578,79.853,80.422,79.066,79.844,False
Junior Project Manager,1,e533ea19-450a-5f55-83f9-85d552a9bca3,76.503,78.987,79.02,78.036,77.921,78.992,78.807,False
Junior Project Manager,1,007a690a-291d-54ee-b309-23e67b441757,83.182,85.504,85.11,78.337,82.245,85.159,85.256,False
Junior Project Manager,1,6cec4c02-d9a7-5e44-b757-87627c44772a,81.416,81.105,83.533,82.653,84.101,83.63,83.48,False
Junior+ Project Manager,1,34ec6be1-4be8-5d37-9d82-42ba89664046,80.28,81.478,81.19,80.505,81.363,81.7,81.035,False
"Junior Project Manager,  Account Manager",1,13d0336d-f375-5991-bd73-e1a95a46f1d2,80.558,82.583,83.423,82.79,83.871,82.064,82.225,False
Junior Project Manager Assistant / Intern,1,41835230-c25a-597f-b00d-42df765636dc,82.792,83.177,82.344,81.264,82.531,82.932,82.968,False
Junior Project Manager/Assistant Project Manager,1,3de99076-e694-5db2-9320-0b2500f94920,84.901,84.162,84.008,84.043,84.038,84.365,84.237,False
Junior Project Manager; Assistant Project Manager,1,8558c08c-afda-5f32-ade0-2e030163b89a,79.51,80.982,81.278,79.561,79.56,81.902,81.823,False
"Junior Project Manager, Assistant Project Manager, IT Project Manager",1,3aeb3873-aea0-5e2c-bdda-53d39fe115d1,82.553,82.874,81.917,80.244,78.541,82.49,82.854,False
Junior Project Manager / Business Analyst,1,cb6d4acc-acbc-5f8e-9e1f-b4fc4f05ebc4,83.35,82.257,82.513,84.326,84.127,84.429,83.961,False
"Junior Project Manager, Cinema Art Director, junior HR",1,17fd82b4-b20b-5936-9e71-f0e328150ad0,76.679,76.334,76.741,78.928,78.435,75.524,75.572,False
Junior Project Manager / Event Manager / Sales Manager,1,82c44a5d-900a-5ea7-a348-c56a05b38edd,79.645,81.425,81.158,80.848,82.173,81.877,81.598,False
"Junior Project Manager, Finance Analyst, Cost Controller",1,d664e37f-0bc8-5679-b6a5-b12d07042b9f,80.626,80.901,80.867,80.603,80.874,81.354,81.34,False
Junior Project Manager in IT,1,2a42a281-5901-5c49-bfa0-a1d0ed5bc1b5,80.179,81.92,81.418,80.44,80.279,82.083,82.485,False
Junior Project Manager/ Intern,1,541fc592-3dbb-5af6-8224-193d6bbdbba1,79.183,79.35,78.974,77.361,78.742,79.068,79.387,False
