id,GPT-4o1 resumes,GPT-4o3 resumes,GPT-4o2 resumes,GPT-3.5.1 resumes,GPT-3.5.3 resumes,GPT-3.5.2 resumes,Mixtral2 resumes,Mixtral3 resumes,Mixtral1 resumes,sonnet2 resumes,sonnet resumes,Llama1 resumes,Llama3 resumes,Llama2 resumes,DS2 resumes,DS3 resumes,DS1 resumes,GPT-mini1 resumes,GPT-mini2 resumes,GPT-mini3 resumes,CV google Score,True
56633,85.958,85.927,85.498,83.754,83.754,83.66,86.164,85.448,84.556,83.374,82.802,83.455,83.455,83.455,87.218,87.708,87.218,86.129,85.66,85.632,83.571,1
56634,82.215,82.559,82.448,73.831,76.137,78.103,78.506,78.889,79.217,85.966,85.293,83.599,83.767,83.767,81.664,81.664,82.47,83.599,83.599,83.599,73.817,1
56635,86.976,88.257,88.065,84.285,85.004,85.004,82.778,83.279,86.307,84.566,84.811,85.891,85.981,85.981,87.633,87.633,87.633,87.446,87.446,87.446,83.329,1
56637,83.835,83.837,83.837,84.305,84.305,84.305,85.714,85.714,84.616,83.405,83.563,84.794,84.72,84.794,83.059,82.748,83.327,85.692,85.692,85.692,84.129,1
56638,87.501,88.866,87.818,87.834,87.834,87.834,90.813,91.352,87.61,87.72,86.138,87.182,87.028,87.028,87.086,87.779,87.086,87.709,88.782,89.307,84.674,1
56639,87.49,88.195,88.195,87.425,87.425,87.425,86.783,87.388,86.492,86.838,86.082,85.615,85.615,85.615,85.74,85.74,85.74,87.925,87.925,87.925,84.625,1
56641,83.482,83.243,82.766,80.326,79.997,79.997,80.587,82.898,78.19,81.821,82.018,83.295,83.321,83.092,82.166,82.062,82.06,82.291,82.291,82.291,80.084,1
56642,83.465,83.288,83.465,83.966,83.966,83.966,85.223,84.54,84.946,82.777,83.0,82.578,82.578,82.578,84.317,84.317,84.393,84.917,84.917,84.917,85.056,1
56643,84.184,84.039,84.184,82.173,81.974,81.974,84.804,85.576,85.034,83.296,83.101,82.663,82.663,82.663,84.604,83.618,84.269,83.528,83.649,83.649,82.836,1
56644,84.167,84.167,84.167,79.12,80.528,80.528,82.345,83.206,82.128,82.869,82.357,76.034,76.034,76.034,82.533,82.785,82.015,80.606,80.796,80.862,79.681,1
56645,86.957,87.774,86.957,84.194,85.837,86.032,86.156,86.864,84.959,86.068,85.169,85.845,85.999,85.999,88.277,86.853,88.178,84.662,84.662,84.662,84.292,1
56646,80.511,81.383,80.215,80.258,80.258,80.258,80.878,80.915,81.24,80.973,80.666,80.599,81.222,80.887,80.194,80.273,80.404,81.153,81.153,81.153,81.261,1
56647,84.659,85.183,85.183,85.262,85.487,85.487,85.096,85.418,83.235,84.529,86.24,86.052,86.213,86.213,82.997,84.443,82.997,84.301,84.301,84.301,84.961,1
56648,80.392,80.392,80.392,78.233,78.233,78.233,77.497,78.458,80.841,78.749,79.052,78.012,77.431,77.573,79.766,78.649,79.322,78.427,78.427,78.427,77.579,1
56649,84.958,84.748,85.353,83.021,83.021,83.021,82.09,82.172,82.685,82.211,81.964,82.766,75.53,73.8,82.489,82.427,83.853,85.168,85.205,85.165,82.232,1
56650,83.551,83.551,83.551,80.781,81.32,81.32,83.995,84.081,85.091,83.298,83.041,83.836,84.888,83.836,83.945,84.182,83.691,82.899,83.091,83.091,83.246,1
56651,87.941,87.976,87.909,82.085,82.085,82.085,88.819,88.732,83.006,87.301,86.182,85.523,86.026,86.026,86.227,86.227,86.227,86.905,86.905,86.905,82.117,1
56652,84.934,84.02,84.448,83.54,83.54,83.54,83.754,84.952,84.441,84.312,84.312,85.043,84.9,84.9,83.711,83.741,83.711,85.763,85.964,85.964,81.692,1
56653,82.052,82.226,82.358,80.867,80.853,80.853,80.136,79.895,79.359,82.145,81.568,79.744,79.032,80.051,80.542,80.55,80.17,83.981,83.981,83.981,78.108,1
56654,86.347,86.413,86.152,82.25,82.25,82.25,84.568,83.298,84.767,83.529,83.561,85.96,84.632,86.018,83.765,82.96,83.622,84.73,84.73,84.73,82.25,1
56656,84.561,85.627,85.402,84.274,83.787,83.787,82.897,84.685,82.96,82.867,83.196,81.563,81.34,81.34,83.16,84.556,83.684,87.12,87.12,87.12,84.56,1
56657,87.318,87.662,87.634,84.503,84.339,84.339,76.686,82.634,84.862,87.716,87.545,86.673,86.344,86.344,85.806,85.806,85.405,87.662,87.662,87.662,84.246,1
56661,84.102,84.734,84.324,81.709,81.709,81.709,87.772,89.5,86.85,86.703,85.678,86.105,86.466,86.466,86.106,85.304,86.037,83.141,85.089,85.089,83.956,1
56662,87.492,87.492,87.492,86.234,85.792,86.35,88.041,88.366,87.548,85.911,85.911,86.031,86.031,86.031,86.463,86.709,85.892,88.295,88.295,88.295,84.602,1
56725,86.855,86.521,88.089,80.974,80.974,80.974,86.392,86.984,87.014,82.367,82.35,81.717,83.132,81.648,85.15,85.302,85.15,86.383,86.461,86.446,80.974,1
56795,83.897,83.897,83.897,78.377,77.886,77.886,83.07,83.561,82.155,82.875,81.815,81.446,80.687,81.446,83.899,83.899,82.485,83.089,82.496,82.496,80.413,1
56796,87.393,87.393,87.393,84.709,85.454,85.454,87.417,87.417,87.057,85.605,85.668,86.338,86.385,86.338,86.073,86.57,84.492,84.502,84.502,84.502,85.313,1
56797,84.679,84.51,85.05,83.74,83.74,83.74,86.892,86.223,85.617,84.637,83.764,84.932,84.515,84.431,86.746,86.502,86.279,87.133,86.91,86.91,82.471,1
56798,84.179,84.367,83.989,81.08,81.08,80.71,81.424,81.061,81.777,83.478,83.374,80.328,80.591,80.591,84.156,84.128,84.156,83.084,83.084,83.084,78.463,1
56799,81.681,84.13,83.642,81.584,83.675,80.726,82.277,82.36,83.167,82.108,81.524,81.587,81.83,81.83,79.181,79.188,79.181,81.187,81.367,81.367,81.584,1
56800,84.902,84.902,84.902,82.555,82.344,82.484,81.192,81.145,81.154,82.356,81.514,83.021,83.021,83.021,81.364,81.285,81.364,83.344,83.344,83.344,82.555,1
56801,84.696,85.013,84.602,83.091,83.077,83.077,85.497,85.128,86.311,85.878,85.175,83.5,84.554,83.5,84.839,84.839,84.839,84.651,84.651,84.651,83.98,1
56802,82.885,82.862,82.311,81.727,81.293,81.702,81.298,80.762,82.119,81.965,81.043,80.311,80.175,80.175,81.959,81.988,82.546,82.559,82.296,82.296,73.889,1
56803,89.053,89.327,88.74,88.68,88.925,88.925,89.039,89.755,89.096,89.872,88.83,88.2,88.2,88.2,89.752,89.715,89.752,89.287,89.287,89.287,88.364,1
56804,87.389,87.389,87.389,87.765,88.008,88.008,88.309,88.749,88.484,88.326,88.452,87.84,87.84,87.84,89.095,88.35,89.095,89.639,89.415,89.415,86.75,1
56805,83.176,83.05,83.037,81.839,81.839,81.839,82.021,82.328,81.94,81.332,81.956,83.122,82.11,82.495,81.509,82.167,81.509,81.258,81.258,81.258,79.832,1
56807,89.392,89.374,89.412,84.475,82.253,82.584,87.327,87.272,87.665,87.153,87.799,86.874,86.785,86.907,85.522,86.124,84.422,87.17,87.17,87.17,85.502,1
56809,85.827,86.023,86.456,81.718,81.765,82.676,82.522,83.078,82.232,83.269,83.588,84.037,84.496,84.341,85.234,85.234,85.234,86.828,87.105,87.105,82.462,1
56859,82.643,81.822,81.822,82.181,82.181,82.181,84.219,83.874,82.937,82.972,83.493,83.042,83.042,83.042,82.89,82.589,82.89,83.561,83.561,83.561,82.631,1
56860,87.467,87.544,87.755,86.404,85.997,85.997,86.543,86.875,85.302,87.171,87.502,85.949,86.018,86.13,87.056,87.056,84.98,87.072,87.714,87.744,85.939,1
56861,85.385,85.646,86.272,85.52,84.142,84.142,85.85,86.992,84.207,84.635,84.256,85.015,85.222,85.222,85.933,87.23,85.3,85.926,85.926,85.926,82.061,1
56862,87.121,87.532,87.498,86.624,86.624,86.624,88.89,88.945,85.765,87.211,87.275,86.094,87.012,87.012,85.169,85.956,85.983,86.835,86.835,86.835,85.222,1
57384,89.751,90.484,90.484,89.151,89.151,89.151,87.523,83.524,87.742,88.463,88.287,86.637,88.253,88.149,87.444,87.444,87.343,89.835,89.722,89.722,88.823,1
57400,88.753,88.54,88.54,87.719,88.589,88.214,89.103,89.356,87.764,87.493,86.371,88.662,88.662,88.662,88.086,88.086,88.224,90.137,90.137,90.137,87.583,1
62042,86.56,86.305,86.551,83.581,83.63,83.528,85.362,85.288,83.127,83.546,83.333,82.539,82.35,82.35,82.764,82.764,82.764,85.975,86.749,86.749,83.225,1
63086,83.766,83.74,84.028,81.101,85.022,84.909,82.771,83.721,82.616,83.885,83.885,83.642,84.043,83.401,82.952,83.308,83.909,83.341,83.145,83.861,81.363,1
63087,84.566,84.873,85.018,79.298,80.574,80.574,85.106,84.62,84.022,85.339,85.401,82.474,82.474,82.474,81.719,82.867,83.308,84.456,85.114,84.972,82.249,1
83710,86.523,86.202,86.426,86.074,86.379,86.379,83.12,83.969,83.429,84.916,84.718,85.983,85.9,85.9,86.358,86.358,86.358,87.798,87.798,87.798,81.833,1
83711,81.051,81.131,81.039,73.955,78.325,78.297,77.325,77.594,78.102,78.438,74.561,75.048,75.071,74.84,79.104,81.69,79.255,81.651,81.651,81.651,73.533,1
86666,88.01,88.335,88.142,87.519,87.519,87.519,88.515,88.568,87.857,86.117,86.654,87.141,87.198,87.141,87.538,87.538,86.983,86.263,86.263,86.263,87.519,1
87779,82.08,81.851,82.19,76.725,76.375,76.712,73.639,80.885,80.218,79.902,78.441,77.589,77.589,77.589,77.134,77.061,77.134,83.358,83.358,83.358,76.75,1
97622,88.36,88.524,88.657,87.674,87.674,87.674,86.558,86.441,87.63,88.233,87.018,86.637,86.412,86.412,88.764,88.834,88.111,88.31,88.46,88.46,87.754,1
98134,86.678,86.442,86.406,85.077,85.077,85.077,85.95,87.109,85.79,87.086,86.02,84.805,84.797,84.589,86.657,86.657,86.57,86.409,86.409,86.409,85.555,1
98135,87.863,87.328,87.742,87.242,87.242,87.242,84.781,85.263,86.932,87.915,87.848,86.115,86.576,86.115,87.51,88.822,87.457,86.942,86.196,86.916,86.855,1
98136,86.219,86.958,85.714,85.716,85.716,85.716,84.798,85.944,84.671,86.252,85.046,84.601,84.91,84.886,85.58,85.58,84.452,84.44,84.44,84.44,83.706,1
98137,85.446,85.086,85.226,84.485,84.485,84.485,85.961,86.464,87.162,85.186,84.353,86.513,86.025,86.513,85.589,85.693,86.234,86.512,86.512,86.512,85.005,1
98138,83.111,83.111,83.111,81.791,81.791,81.791,85.772,85.322,82.934,86.823,85.843,82.977,82.544,82.544,87.223,87.223,87.223,86.68,86.088,86.088,82.49,1
98171,86.982,86.55,86.689,86.785,86.734,86.734,86.917,88.973,86.023,86.337,86.148,87.121,87.121,87.121,88.052,87.615,86.824,85.908,85.763,85.763,83.708,1
98172,84.312,84.327,84.069,81.049,81.049,81.049,86.643,85.696,86.414,83.357,82.558,83.052,83.264,83.264,83.475,85.175,83.475,82.909,82.909,82.909,82.041,1
98173,84.139,84.278,84.278,83.554,83.989,83.989,84.694,84.086,83.045,87.228,88.442,81.795,82.754,82.838,82.44,82.44,82.349,84.912,84.912,84.912,81.688,1
98245,86.475,86.49,86.49,85.706,86.146,86.146,85.67,86.637,85.401,83.668,84.277,85.163,83.558,83.558,87.189,86.991,87.189,87.611,87.611,87.611,81.223,1
98250,83.468,83.642,83.642,81.179,81.179,81.179,79.648,76.552,79.53,80.333,81.882,81.356,81.365,81.365,80.686,80.686,80.554,86.168,86.168,86.168,80.601,1
98251,83.974,84.403,84.403,80.849,80.849,80.849,83.199,84.631,83.722,83.251,82.569,81.855,81.924,81.924,83.196,83.844,84.679,84.767,84.767,84.767,80.849,1
98252,76.212,75.871,75.871,74.377,73.928,73.928,74.985,75.038,74.886,77.344,77.373,72.541,76.976,76.976,74.274,74.274,73.8,81.251,80.934,80.934,72.668,1
98253,84.192,84.304,84.606,79.01,79.211,79.211,81.744,81.694,80.039,80.747,79.75,79.596,80.25,80.511,79.326,79.326,79.214,83.528,84.081,84.081,78.467,1
98254,86.214,86.554,85.78,81.712,83.377,83.021,86.23,87.551,85.984,86.557,86.475,86.764,86.116,86.502,87.127,88.351,87.678,85.49,85.49,85.49,85.583,1
98255,87.059,87.478,87.729,81.197,79.761,80.263,83.847,84.155,84.729,86.525,86.265,85.125,86.007,86.007,85.809,85.753,85.752,86.78,86.78,86.74,83.245,1
98256,81.195,81.195,81.195,78.753,81.386,78.422,80.894,80.378,80.744,80.281,77.828,82.326,83.666,83.666,82.877,82.808,82.877,82.923,82.923,82.923,79.247,1
98257,84.044,83.85,84.612,82.638,82.638,82.638,84.452,84.39,83.506,87.784,87.372,82.92,82.92,82.92,86.762,86.849,86.845,86.234,86.268,86.268,82.03,1
98258,85.177,85.304,85.177,83.813,83.813,83.813,83.381,72.967,84.433,83.836,83.501,81.834,81.882,81.895,82.941,82.683,82.637,85.097,85.097,85.097,83.671,1
98259,81.814,81.643,81.818,80.75,80.384,80.384,82.542,82.056,82.339,86.399,85.606,80.402,83.134,83.134,82.309,83.367,81.9,83.251,83.251,83.251,79.956,1
98260,85.199,85.263,85.627,83.677,79.176,78.687,79.686,79.455,79.263,80.278,80.099,83.563,83.598,83.563,83.695,83.695,83.695,83.058,83.058,83.058,79.246,1
98261,82.947,88.033,87.587,83.255,83.255,83.255,84.329,84.157,84.411,86.26,86.467,82.535,83.585,83.585,84.904,84.882,86.629,85.599,85.599,85.642,82.727,1
98262,85.948,85.058,85.535,81.031,81.031,81.031,85.3,86.34,83.313,86.521,86.35,83.014,86.277,83.869,84.68,85.494,84.283,87.918,87.918,87.918,81.542,1
98263,86.303,86.411,86.26,79.116,78.62,78.62,80.212,81.611,80.391,80.906,80.918,83.769,84.098,84.098,81.662,81.662,82.157,86.038,86.038,86.038,79.444,1
98264,85.306,84.882,85.244,79.982,79.982,79.982,82.8,82.886,82.46,83.94,82.72,81.399,83.2,81.182,83.21,83.21,82.4,87.372,87.372,87.372,80.437,1
98265,87.462,86.973,87.026,82.069,81.533,81.535,85.998,85.929,85.445,80.864,80.453,81.612,80.794,80.794,81.545,81.545,81.638,84.873,84.162,84.162,80.49,1
98266,85.229,84.795,84.734,79.167,79.131,79.131,81.255,82.163,81.772,87.389,87.306,83.424,82.885,83.0,82.938,83.625,82.938,85.59,85.501,85.501,81.789,1
98267,83.951,83.68,83.134,77.574,77.175,77.175,79.815,80.989,78.393,80.27,80.91,76.915,78.556,78.556,77.964,78.827,77.964,82.052,82.052,82.052,78.138,1
98268,79.615,79.419,79.797,77.189,77.993,76.77,82.193,81.756,81.476,77.365,78.998,80.805,81.428,81.428,84.171,84.106,82.819,85.455,85.455,85.455,76.536,1
98269,89.247,88.807,88.835,83.241,86.853,83.241,86.197,87.202,85.394,85.717,86.222,83.908,83.908,83.908,87.375,87.88,87.375,87.611,87.51,87.51,83.241,1
98270,84.631,84.631,84.631,80.487,80.668,80.668,79.516,80.293,81.098,86.333,85.492,83.409,83.256,84.215,83.814,82.46,82.738,84.989,84.989,84.989,79.438,1
98271,85.968,86.066,85.973,85.417,85.417,85.417,86.595,88.031,86.055,84.24,84.308,84.604,83.78,84.907,84.407,84.407,84.407,84.767,84.695,84.695,84.6,1
98272,90.778,90.778,90.778,90.171,89.617,89.617,91.664,91.403,91.383,89.645,89.413,89.169,89.632,90.338,90.93,89.931,90.93,90.007,90.108,90.108,90.052,1
98273,86.205,85.918,85.918,82.496,82.496,83.143,88.084,88.351,88.536,85.633,85.009,86.175,86.175,86.175,86.713,86.24,85.738,86.987,87.091,87.091,84.736,1
98274,86.448,87.036,86.397,85.691,85.691,85.691,87.416,87.571,87.13,87.593,87.223,87.002,87.002,87.002,87.411,86.59,87.411,87.866,88.234,88.234,87.179,1
98275,85.441,85.353,85.138,83.855,83.855,83.855,87.267,87.274,85.652,85.301,85.55,84.98,84.788,84.788,86.702,86.702,86.357,85.86,86.245,86.245,84.329,1
98276,85.823,86.065,85.718,87.152,87.152,87.152,84.911,86.151,85.058,87.152,87.002,84.985,84.712,84.956,86.131,86.131,85.335,86.171,86.053,86.053,85.626,1
98277,87.935,87.855,87.855,87.086,87.086,87.086,85.86,85.034,86.269,88.026,87.259,85.335,85.599,85.599,86.351,86.161,86.351,85.909,85.909,85.909,86.282,1
98278,86.132,86.493,86.701,84.842,84.842,84.842,87.088,87.239,86.946,88.089,87.189,86.76,85.724,85.724,86.289,86.289,86.289,85.547,85.676,85.48,86.358,1
98279,86.272,86.393,86.393,80.594,80.42,80.42,86.939,87.274,87.244,87.238,86.97,85.533,85.533,85.533,88.955,88.955,88.955,86.049,86.049,86.049,83.453,1
98280,85.507,85.507,85.507,82.59,81.97,81.97,85.469,85.282,85.929,86.203,85.147,83.78,84.213,83.901,85.758,85.758,85.758,83.894,84.214,84.555,82.217,1
98281,87.731,87.636,87.761,87.209,87.87,87.627,84.884,84.279,84.891,88.056,88.119,86.751,86.954,86.662,86.952,86.952,86.952,87.602,87.602,87.602,86.529,1
98282,85.481,86.248,85.786,86.038,86.3,86.3,85.479,87.678,85.883,85.793,86.034,83.937,83.859,83.859,85.817,85.817,85.026,85.224,85.224,85.224,83.016,1
98283,87.781,87.781,87.781,87.926,87.931,87.93,85.04,85.04,84.505,87.169,87.242,86.377,86.377,86.377,86.411,88.552,88.087,88.56,88.198,88.198,85.368,1
98284,84.801,85.393,85.38,86.451,86.451,86.451,84.215,85.999,84.185,84.887,84.676,84.879,85.701,85.367,85.687,85.687,85.292,85.635,85.566,85.61,84.611,1
98285,85.459,85.576,85.459,83.656,83.656,83.656,82.47,82.159,82.882,82.852,82.793,84.091,82.756,82.999,83.467,83.467,83.434,83.186,83.186,84.887,82.442,1
98286,83.203,83.869,84.178,83.149,82.071,83.149,86.092,85.533,86.282,85.825,86.032,83.751,81.876,82.765,84.531,84.843,84.531,83.112,85.747,85.597,83.149,1
98287,88.695,88.522,88.087,88.202,88.202,88.202,87.165,87.16,86.33,87.983,87.308,86.499,86.567,86.567,86.493,86.493,88.585,88.669,88.669,88.669,87.268,1
98288,81.695,81.676,81.676,80.801,81.127,81.127,75.284,79.263,76.678,79.606,79.562,80.777,80.777,80.777,83.014,81.577,83.131,81.294,81.294,81.294,79.643,1
98289,83.768,83.499,83.499,80.333,80.333,80.333,80.991,83.32,81.15,84.172,83.583,85.725,85.277,85.395,81.137,80.586,81.137,83.411,83.411,83.411,79.699,1
98290,82.99,82.962,82.394,77.415,75.885,75.885,84.222,82.985,81.488,82.323,82.564,80.601,79.341,79.341,83.024,82.368,83.196,81.979,82.472,81.978,79.741,1
98291,87.378,87.175,87.49,84.364,82.569,82.569,85.542,87.122,86.335,86.103,86.492,87.338,86.647,87.155,86.986,85.565,86.666,85.656,85.656,85.656,83.39,1
98292,87.822,87.274,87.661,87.025,87.025,87.025,87.963,87.504,86.447,87.942,87.717,89.533,88.926,88.926,87.133,87.133,87.538,87.831,87.831,87.831,86.857,1
98293,87.323,87.788,87.699,86.667,86.667,86.667,85.135,85.353,84.876,85.677,84.719,86.329,86.803,86.809,86.008,86.008,86.008,87.212,87.212,87.717,85.508,1
98294,82.561,82.794,82.561,80.952,80.11,80.864,83.6,83.574,84.543,84.273,83.449,81.972,83.266,83.266,82.666,82.666,82.666,87.819,87.819,87.819,80.952,1
98295,87.327,87.282,87.036,85.202,85.202,85.202,86.47,86.412,85.079,86.467,86.791,85.899,86.63,86.63,85.852,86.212,85.852,88.206,88.206,88.206,85.129,1
98296,84.962,84.469,84.188,85.915,85.709,85.709,84.473,84.479,84.938,86.009,85.33,83.454,83.142,83.184,86.088,86.088,85.936,86.435,86.435,86.435,84.02,1
98297,86.939,86.417,86.812,86.704,86.704,86.704,87.11,87.138,87.485,84.17,84.532,85.554,85.435,85.335,85.527,84.911,84.741,86.81,86.81,86.81,85.132,1
98298,87.607,87.707,87.782,84.83,84.83,84.83,82.377,82.405,84.432,86.382,87.816,85.519,85.667,85.674,86.339,87.719,87.2,87.64,87.64,87.64,85.263,1
98299,87.353,88.003,88.003,81.484,81.484,81.484,80.419,81.569,87.592,87.897,87.06,83.917,84.982,84.982,86.64,86.64,86.628,87.124,88.152,88.152,83.929,1
98300,86.884,88.155,88.155,86.618,87.761,87.761,86.631,87.036,86.943,87.298,87.174,87.386,87.134,87.134,88.446,88.998,89.742,89.267,88.646,88.716,86.34,1
98301,82.994,85.44,85.38,83.805,83.805,83.805,83.601,87.7,84.22,85.258,85.063,83.209,83.333,83.333,84.413,83.132,83.319,86.875,86.875,86.875,82.621,1
98302,87.394,87.914,87.845,83.73,83.73,83.73,82.418,83.023,82.77,85.465,86.02,85.27,85.27,85.27,85.509,86.151,85.509,86.663,86.831,86.831,82.062,1
98303,87.402,87.402,87.402,84.709,84.709,84.709,84.965,84.965,84.81,86.711,86.725,85.172,85.172,85.172,86.262,86.262,85.467,86.829,86.829,86.829,83.826,1
98304,88.203,88.354,88.354,84.024,84.024,82.807,84.767,84.685,84.629,86.497,86.296,86.158,86.421,86.421,86.663,87.367,86.663,87.042,86.693,86.693,85.299,1
98305,87.827,87.586,87.628,86.174,86.174,86.174,86.015,85.769,85.711,88.084,87.857,86.396,86.396,86.396,88.114,87.109,88.208,89.231,89.231,89.231,85.22,1
98306,88.355,87.979,88.438,86.856,86.856,86.856,87.857,88.614,86.876,86.996,87.488,87.255,87.277,87.277,87.315,88.493,87.315,88.264,88.264,88.264,85.561,1
98307,84.913,88.07,88.573,85.132,85.498,85.498,83.206,88.055,87.849,86.164,86.13,87.312,87.306,87.421,84.804,85.875,85.982,86.302,86.302,85.762,83.743,1
98308,84.82,84.859,84.845,86.003,85.001,85.001,85.619,85.33,80.68,84.305,84.203,85.987,85.794,85.794,86.554,86.936,85.336,84.54,84.54,84.54,86.003,1
98309,85.282,84.365,85.26,81.556,81.556,81.556,81.299,82.991,82.823,83.304,83.254,83.082,83.082,83.082,82.467,82.544,82.467,85.409,85.409,85.409,82.188,1
98310,88.047,87.982,88.145,79.86,81.846,81.901,82.761,83.531,81.308,85.149,84.502,80.782,83.126,80.877,83.923,83.923,83.574,87.906,87.233,88.112,79.86,1
98311,85.466,85.217,85.541,81.195,81.195,81.195,85.927,87.16,86.844,86.798,87.176,85.708,85.307,85.307,85.062,85.062,85.483,86.004,86.114,86.114,85.741,1
98312,84.072,84.502,84.584,84.778,84.778,84.778,86.259,80.301,86.685,84.358,86.076,86.162,86.448,86.448,89.158,89.158,89.158,86.876,86.876,86.876,85.207,1
98313,90.081,90.114,90.465,86.969,86.757,86.757,86.976,88.744,87.027,87.442,84.836,88.177,88.242,88.177,88.696,88.67,88.696,89.447,89.447,89.447,86.491,1
98314,88.22,88.22,88.22,86.217,85.07,85.07,88.115,87.914,87.627,88.987,88.442,87.431,87.431,87.431,89.118,89.118,88.952,88.616,88.616,88.616,87.613,1
98315,87.567,87.567,87.567,81.285,81.13,81.13,83.473,84.003,83.848,86.806,84.249,84.678,84.388,84.388,87.52,87.52,87.52,86.049,86.049,86.049,85.742,1
98316,88.719,88.289,88.289,86.974,86.811,86.811,87.285,87.019,87.761,87.572,87.411,87.622,88.115,87.622,87.321,87.727,87.014,87.345,87.803,87.803,87.112,1
98317,84.53,84.917,85.218,81.804,81.804,81.804,85.32,86.096,84.379,85.88,85.768,83.687,83.865,83.865,85.21,84.782,84.687,85.008,85.474,85.474,84.956,1
98318,85.755,85.87,86.376,85.598,85.341,85.341,85.758,85.38,83.565,86.983,86.729,86.35,86.35,86.35,87.366,86.963,87.366,85.893,85.893,85.893,82.709,1
98319,86.973,87.567,86.876,83.725,86.748,86.748,87.732,87.504,85.274,85.619,85.688,86.324,86.597,86.611,85.246,85.255,85.528,87.796,87.796,87.669,83.823,1
98320,87.834,87.509,87.509,83.345,84.808,84.808,87.359,87.152,87.576,87.453,87.715,88.676,88.631,88.41,88.852,86.899,88.852,89.403,89.403,89.403,86.808,1
98321,86.587,88.058,87.611,85.521,83.986,83.986,86.622,86.165,87.134,86.607,86.065,83.293,83.667,83.293,87.807,87.807,87.985,86.546,86.546,86.546,81.653,1
98322,88.302,88.514,88.486,88.791,88.563,88.563,89.31,89.419,89.144,89.34,89.495,87.496,88.079,88.127,87.615,86.861,87.615,89.006,89.006,89.006,87.385,1
98323,89.908,89.06,89.06,87.919,87.76,87.76,85.736,86.287,86.298,88.705,87.837,87.68,87.292,87.322,88.284,87.978,88.284,87.387,87.387,87.387,87.97,1
98324,85.668,86.767,86.67,86.359,86.359,86.359,87.599,87.032,85.58,86.352,86.161,87.027,86.713,87.027,86.16,85.478,86.738,85.694,85.197,85.197,86.441,1
98325,89.623,88.206,88.693,87.08,87.08,87.08,85.428,86.122,88.06,88.635,88.04,86.14,86.979,86.979,89.853,89.868,89.868,88.982,88.982,88.982,87.08,1
98326,86.606,86.586,86.767,82.814,85.255,85.004,83.808,83.384,83.257,82.002,81.856,83.756,84.06,83.612,84.34,83.989,84.34,85.839,85.839,85.839,82.205,1
98327,82.748,82.146,82.699,82.285,82.292,82.292,82.236,82.358,81.708,82.277,82.32,82.041,81.488,82.04,83.667,83.667,83.667,84.611,84.611,84.611,77.64,1
98328,86.198,86.198,86.198,83.648,83.648,83.648,87.339,87.629,87.459,87.909,87.118,84.749,86.931,84.857,85.874,85.874,85.874,85.573,85.921,85.921,83.155,1
98329,84.361,85.297,85.297,83.947,85.028,85.028,82.473,83.18,83.491,85.452,85.635,82.292,82.702,82.382,84.082,84.253,84.082,87.216,87.216,87.216,83.17,1
98330,85.273,86.092,86.241,85.218,85.218,85.218,85.567,85.784,86.275,86.746,85.332,84.806,84.109,84.52,86.5,86.509,85.216,85.895,86.244,86.047,83.451,1
98331,80.574,80.014,80.014,80.313,79.468,79.468,80.486,80.423,79.891,81.481,79.985,79.049,80.551,80.872,79.989,80.82,79.989,87.033,87.033,87.033,78.482,1
98332,83.31,82.562,82.531,83.179,83.261,83.386,83.122,85.23,84.765,81.918,81.368,83.649,83.2,83.719,82.946,83.009,82.946,82.165,82.165,82.165,83.958,1
98333,85.958,85.931,85.752,80.033,81.187,81.187,81.738,81.926,82.824,82.757,84.341,81.138,82.324,81.138,84.292,84.292,84.281,86.359,86.359,86.359,81.24,1
98334,80.568,80.568,80.568,76.535,76.688,76.688,82.718,81.946,81.79,82.026,78.965,80.314,80.458,80.458,81.318,81.318,81.318,84.923,84.735,84.764,77.11,1
98335,84.273,84.597,84.182,81.146,82.107,82.107,81.377,80.845,81.794,81.535,81.04,83.756,84.084,84.084,82.576,82.576,82.576,84.323,84.465,84.465,79.087,1
98336,84.874,84.214,84.027,81.255,80.305,80.305,78.713,77.65,79.681,81.22,80.671,80.199,80.199,80.199,80.787,80.36,80.787,84.801,84.801,84.801,81.672,1
98337,86.072,86.655,86.14,87.383,87.069,87.039,86.025,85.069,86.336,85.985,85.926,85.387,84.902,85.387,84.7,85.561,84.616,85.968,85.968,85.968,84.542,1
98338,81.474,79.594,81.134,79.653,79.212,79.144,80.281,80.036,79.796,80.143,80.768,79.578,79.644,79.552,82.83,79.914,82.756,78.909,79.81,79.81,79.653,1
98339,86.657,87.068,87.029,84.554,85.716,86.167,85.932,86.426,86.42,83.815,84.352,84.851,84.851,84.851,87.359,86.806,86.616,87.271,87.271,87.271,85.538,1
98340,88.106,87.659,87.45,86.511,86.511,86.511,87.558,87.463,87.827,88.57,87.397,86.779,86.691,86.691,88.156,88.28,88.156,88.102,88.102,88.102,85.989,1
98341,87.516,88.212,87.434,86.915,86.915,86.915,87.429,87.645,86.868,86.57,86.974,86.106,86.106,86.106,86.715,88.631,86.715,87.373,87.373,87.373,86.918,1
98342,86.902,86.567,86.92,84.573,84.337,84.337,83.013,83.187,84.685,85.956,86.254,83.487,83.487,83.487,86.342,85.546,86.782,86.801,86.801,87.242,82.961,1
