,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score
98334,0.645619,0.82280946,0.6531811,0.82659054,0.6497111,0.82485557,0.61813045,0.8090652,0.57350576,0.7867529,0.5763731,0.78818655,0.48751777,0.7437589,0.6171833,0.80859166,0.5958611,0.79793054,0.5619259,0.78096294
98335,0.71612453,0.85806227,0.71497846,0.8574892,0.66423815,0.8321191,0.70259154,0.85129577,0.7143291,0.85716456,0.777352,0.888676,0.72147846,0.86073923,0.8001319,0.90006596,0.7790709,0.8895354,0.78766346,0.89383173
98336,0.58066905,0.7903345,0.5612271,0.78061354,0.5607047,0.78035235,0.5591316,0.7795658,0.58481747,0.7924087,0.6715503,0.83577514,0.5298021,0.76490104,0.6809637,0.8404819,0.6070012,0.8035006,0.6101974,0.8050987
98337,0.53084606,0.76542306,0.52122116,0.7606106,0.46540618,0.7327031,0.54168344,0.7708417,0.5584261,0.7792131,0.6511067,0.82555336,0.6443913,0.82219565,0.61688864,0.8084443,0.672124,0.836062,0.6719456,0.8359728
98338,0.68947625,0.8447381,0.69097245,0.8454862,0.6122756,0.8061378,0.6510203,0.82551014,0.66559017,0.8327951,0.672596,0.836298,0.66158193,0.830791,0.7378975,0.86894876,0.73128986,0.86564493,0.68890774,0.8444539
98339,0.5411607,0.77058035,0.55363476,0.7768174,0.5214455,0.76072276,0.5577222,0.7788611,0.57718134,0.78859067,0.68285894,0.8414295,0.6424927,0.8212464,0.681226,0.840613,0.69319046,0.8465952,0.72858715,0.8642936
98340,0.4878611,0.7439306,0.4843557,0.74217784,0.40488744,0.7024437,0.52180874,0.7609044,0.5195188,0.7597594,0.58164424,0.79082215,0.5808094,0.7904047,0.5396286,0.7698143,0.5839789,0.79198945,0.575035,0.7875175
98341,0.6381918,0.8190959,0.64455175,0.8222759,0.55070364,0.7753518,0.6253822,0.8126911,0.6421099,0.82105494,0.73296285,0.8664814,0.70474935,0.8523747,0.74656117,0.8732806,0.7352602,0.8676301,0.7499305,0.87496525
98342,0.7712542,0.8856271,0.6841351,0.84206754,0.63478625,0.8173931,0.6208796,0.8104398,0.75830853,0.87915426,0.8401377,0.92006886,0.7404602,0.8702301,0.79635215,0.8981761,0.7709663,0.88548315,0.80850613,0.90425307
98343,0.4800073,0.74000365,0.46201843,0.73100924,0.41578478,0.7078924,0.45705795,0.728529,0.5053221,0.75266105,0.56969965,0.7848498,0.52533454,0.7626673,0.56137097,0.7806855,0.60768366,0.8038418,0.58211106,0.79105556
98344,0.69695675,0.8484784,0.669162,0.834581,0.6146068,0.8073034,0.6490449,0.82452244,0.6643037,0.8321519,0.77707636,0.8885382,0.6888584,0.8444292,0.74492013,0.87246007,0.7413188,0.8706594,0.7766831,0.88834155
98345,0.67004895,0.8350245,0.6484546,0.82422733,0.6383894,0.8191947,0.6097717,0.80488586,0.6795702,0.8397851,0.79984766,0.8999238,0.69448996,0.847245,0.7348783,0.86743915,0.74226475,0.8711324,0.79284596,0.896423
98346,0.6699571,0.8349786,0.6270193,0.81350964,0.60197234,0.8009862,0.61815774,0.8090789,0.7043866,0.8521933,0.7744077,0.8872038,0.6703847,0.8351923,0.7674384,0.8837192,0.71715033,0.85857517,0.74642307,0.8732115
98347,0.60718334,0.80359167,0.60743415,0.8037171,0.5682117,0.78410584,0.5899428,0.7949714,0.6046823,0.80234116,0.683831,0.8419155,0.63619006,0.818095,0.6795043,0.83975214,0.7303897,0.86519486,0.7126834,0.8563417
98348,0.6087557,0.80437785,0.56373507,0.7818675,0.5494755,0.7747377,0.56658804,0.783294,0.6117158,0.8058579,0.72051686,0.86025846,0.6640225,0.8320112,0.6929159,0.84645796,0.72121656,0.8606083,0.7425523,0.87127614
98349,0.729031,0.86451554,0.7017228,0.85086143,0.618978,0.809489,0.6455127,0.82275635,0.7461959,0.87309796,0.83293617,0.9164681,0.7511343,0.87556714,0.81000507,0.90500253,0.8052249,0.90261245,0.8225341,0.91126704
98350,0.7211918,0.86059594,0.6861651,0.84308255,0.6227324,0.8113662,0.6526558,0.8263279,0.744403,0.8722015,0.8563833,0.92819166,0.7748866,0.8874433,0.81264824,0.90632415,0.7902373,0.89511865,0.84943014,0.92471504
98351,0.66876036,0.83438015,0.6650911,0.8325455,0.59955406,0.79977703,0.59026384,0.7951319,0.6937675,0.8468838,0.772432,0.88621604,0.74582756,0.8729138,0.7491243,0.87456214,0.7550393,0.8775196,0.7785262,0.8892631
98352,0.58559036,0.7927952,0.5792757,0.78963786,0.49643344,0.74821675,0.5658356,0.7829178,0.6185895,0.80929476,0.74566734,0.87283367,0.72096944,0.8604847,0.73435616,0.8671781,0.7537681,0.87688404,0.7842343,0.89211714
98353,0.6011982,0.8005991,0.57985353,0.78992677,0.53947634,0.7697382,0.5609637,0.7804818,0.63886184,0.81943095,0.75181353,0.87590677,0.73357797,0.866789,0.7145357,0.85726786,0.7146671,0.85733354,0.77179176,0.88589585
98354,0.5204881,0.760244,0.6086712,0.8043356,0.5404934,0.77024674,0.49462128,0.74731064,0.5541456,0.7770728,0.46557397,0.732787,0.4979899,0.74899495,0.52740663,0.76370335,0.50304675,0.7515234,0.45255423,0.7262771
98355,0.69759405,0.848797,0.6907767,0.84538835,0.6535193,0.82675964,0.63694525,0.8184726,0.72374815,0.8618741,0.75446117,0.8772306,0.72752887,0.8637644,0.7292707,0.86463535,0.7405038,0.8702519,0.7969679,0.898484
98356,0.6661311,0.8330655,0.6763942,0.8381971,0.58717334,0.7935867,0.6084219,0.80421096,0.69658387,0.84829193,0.7618233,0.88091165,0.73891616,0.8694581,0.74813974,0.87406987,0.77048254,0.88524127,0.7637713,0.88188565
98357,0.7312274,0.8656137,0.7573217,0.87866086,0.6720123,0.83600616,0.67746985,0.8387349,0.6937762,0.84688807,0.5961882,0.7980941,0.5986904,0.7993452,0.6777352,0.8388676,0.640252,0.820126,0.607752,0.80387604
98358,0.71320343,0.8566017,0.6939877,0.84699386,0.66074294,0.8303715,0.64104974,0.8205249,0.75675917,0.8783796,0.8454118,0.9227059,0.7771555,0.88857776,0.8266948,0.91334736,0.8210282,0.9105141,0.8359364,0.9179682
98359,0.5896318,0.7948159,0.55693865,0.7784693,0.5257898,0.76289487,0.5356567,0.76782835,0.6043091,0.80215454,0.70392066,0.8519603,0.65839696,0.8291985,0.6564915,0.82824576,0.72327846,0.86163926,0.72599685,0.8629984
98360,0.552058,0.776029,0.60800135,0.8040007,0.53515285,0.76757646,0.6732263,0.8366132,0.509336,0.754668,0.5112753,0.75563765,0.49973094,0.7498655,0.56999695,0.7849985,0.62430334,0.8121517,0.57302296,0.7865115
98361,0.6884601,0.84423006,0.7015122,0.8507561,0.6171895,0.80859476,0.67982996,0.839915,0.6906185,0.84530926,0.75031483,0.8751574,0.71083623,0.8554181,0.7962434,0.8981217,0.7746191,0.88730955,0.788134,0.894067
98362,0.622296,0.811148,0.59734654,0.7986733,0.5555346,0.7777673,0.5767584,0.7883792,0.61664367,0.80832183,0.6849433,0.84247166,0.6638527,0.83192635,0.6759542,0.8379771,0.6833408,0.8416704,0.71487594,0.85743797
98363,0.6518148,0.8259074,0.6648878,0.8324439,0.6027994,0.8013997,0.61920214,0.80960107,0.6669959,0.83349794,0.7328848,0.86644244,0.6591133,0.82955664,0.76268965,0.8813448,0.7463634,0.8731817,0.7318069,0.86590344
98364,0.67263365,0.8363168,0.68967867,0.84483933,0.68793267,0.84396636,0.6075354,0.8037677,0.7187183,0.85935915,0.7691402,0.8845701,0.6955018,0.8477509,0.7852675,0.89263374,0.7226831,0.86134154,0.7550379,0.87751895
98365,0.64913714,0.82456857,0.6946494,0.8473247,0.6063895,0.80319476,0.63469183,0.8173459,0.6520492,0.8260246,0.70975137,0.8548757,0.6570903,0.82854515,0.7627392,0.8813696,0.759344,0.879672,0.729797,0.8648985
98366,0.5375183,0.76875913,0.56157196,0.780786,0.49953598,0.749768,0.49120933,0.74560463,0.5393857,0.76969284,0.5187886,0.7593943,0.5088084,0.7544042,0.5831423,0.79157114,0.541624,0.77081203,0.5080546,0.7540273
98367,0.6782688,0.8391344,0.6264903,0.8132452,0.60814756,0.8040738,0.6272578,0.8136289,0.6539918,0.8269959,0.73784006,0.86892,0.6410569,0.82052845,0.7000912,0.85004556,0.73520505,0.8676025,0.7213111,0.86065555
98368,0.5361539,0.76807696,0.55988586,0.7799429,0.49016252,0.74508125,0.55593586,0.77796793,0.51970994,0.759855,0.613748,0.80687404,0.5669962,0.7834981,0.6015866,0.8007933,0.64808637,0.82404315,0.6516501,0.82582504
98369,0.53564537,0.7678227,0.54893386,0.77446693,0.48807302,0.7440365,0.54206073,0.77103037,0.60882777,0.8044139,0.7401607,0.87008035,0.68311656,0.8415583,0.70063394,0.850317,0.68168664,0.8408433,0.74826974,0.8741349
98370,0.6633097,0.83165485,0.6409876,0.8204938,0.56656486,0.7832824,0.6180665,0.8090333,0.6733276,0.83666384,0.7951902,0.8975951,0.72852707,0.86426353,0.75981945,0.87990975,0.7518972,0.8759486,0.78761935,0.8938097
98371,0.7495506,0.8747753,0.7289425,0.86447126,0.6759182,0.8379591,0.7380097,0.86900485,0.7309663,0.86548316,0.7791359,0.889568,0.746934,0.87346697,0.8000179,0.9000089,0.7966404,0.8983202,0.8032495,0.90162474
98372,0.7371745,0.86858726,0.6571817,0.82859087,0.5969816,0.79849076,0.65136087,0.82568043,0.68177557,0.8408878,0.7761574,0.8880787,0.7042031,0.85210156,0.77343273,0.88671637,0.7243389,0.86216944,0.7805197,0.89025986
98373,0.70501447,0.85250723,0.6431688,0.8215844,0.60886025,0.8044301,0.6838316,0.8419158,0.6379981,0.81899905,0.72301203,0.861506,0.60189646,0.80094826,0.69606876,0.8480344,0.7034644,0.8517322,0.69332385,0.8466619
98374,0.7159424,0.8579712,0.68285584,0.8414279,0.616207,0.8081035,0.6861064,0.8430532,0.6995797,0.84978986,0.7561565,0.8780782,0.67555994,0.83778,0.7611394,0.8805697,0.74244475,0.8712224,0.7309252,0.8654626
98375,0.6940739,0.84703696,0.7176596,0.8588298,0.66009444,0.83004725,0.7010593,0.8505297,0.6911495,0.84557474,0.73289895,0.8664495,0.68326354,0.84163177,0.73858106,0.86929053,0.7634245,0.88171226,0.7494411,0.8747206
98376,0.76187736,0.88093865,0.6959221,0.84796107,0.6403352,0.8201676,0.6671821,0.83359104,0.74646664,0.8732333,0.84119827,0.9205991,0.70340097,0.8517005,0.7855278,0.8927639,0.7589053,0.87945265,0.78493273,0.89246637
98377,0.6401737,0.82008684,0.6383194,0.8191597,0.5699578,0.78497887,0.6371613,0.8185806,0.639573,0.8197865,0.7437352,0.8718676,0.6973838,0.84869194,0.7709705,0.8854853,0.78505164,0.8925258,0.78409946,0.89204973
98378,0.7362046,0.8681023,0.73702586,0.8685129,0.65532184,0.8276609,0.68688804,0.843444,0.7580686,0.8790343,0.815497,0.90774846,0.77650833,0.88825417,0.84018385,0.9200919,0.80297005,0.901485,0.8389519,0.9194759
98379,0.6163659,0.80818295,0.5675039,0.78375196,0.54448605,0.772243,0.54862744,0.7743137,0.6472266,0.8236133,0.79738116,0.8986906,0.7035376,0.8517688,0.70837104,0.8541855,0.7136559,0.856828,0.78738654,0.89369327
98380,0.71552896,0.8577645,0.680271,0.8401355,0.633034,0.816517,0.67012036,0.8350602,0.701063,0.85053146,0.8144105,0.9072052,0.7391545,0.8695773,0.79647166,0.8982358,0.80726516,0.9036326,0.8129291,0.9064646
98381,0.55942637,0.77971315,0.591033,0.7955165,0.5015229,0.75076145,0.5893041,0.79465204,0.5294466,0.7647233,0.5712801,0.78564006,0.5627681,0.78138405,0.6315973,0.81579864,0.6131403,0.8065702,0.57117856,0.7855893
98382,0.66988546,0.8349427,0.6654835,0.83274174,0.5742646,0.78713226,0.61122584,0.8056129,0.7222358,0.8611179,0.8014135,0.90070677,0.7718884,0.8859442,0.79784596,0.898923,0.75747836,0.8787392,0.80873525,0.9043676
98383,0.72297,0.861485,0.69417536,0.8470877,0.6249989,0.81249946,0.63245803,0.816229,0.76782835,0.8839142,0.82518905,0.91259456,0.76501775,0.8825089,0.7723783,0.88618916,0.777753,0.8888765,0.80572236,0.9028612
98384,0.6806296,0.8403148,0.67580557,0.8379028,0.61413324,0.8070666,0.71614504,0.8580725,0.6502683,0.82513416,0.66531813,0.83265907,0.6379932,0.8189966,0.7016693,0.8508346,0.7249403,0.86247015,0.69892657,0.8494633
98385,0.62883043,0.8144152,0.6378666,0.8189333,0.548813,0.7744065,0.6267112,0.81335557,0.6418029,0.82090145,0.7298882,0.8649441,0.6913847,0.84569234,0.74623716,0.8731186,0.7391578,0.8695789,0.76657414,0.8832871
98386,0.72991276,0.8649564,0.6898645,0.84493226,0.6496272,0.8248136,0.7033797,0.8516898,0.75126183,0.8756309,0.8153211,0.90766054,0.76855445,0.8842772,0.8179846,0.9089923,0.79170775,0.8958539,0.8311062,0.9155531
98387,0.6924716,0.8462358,0.71162075,0.8558104,0.6494686,0.82473433,0.71560943,0.8578047,0.7438406,0.8719203,0.7611777,0.8805889,0.7288221,0.86441106,0.7829528,0.8914764,0.7481135,0.87405676,0.7749528,0.88747644
98388,0.7429018,0.8714509,0.7122377,0.85611886,0.65041405,0.825207,0.6951598,0.8475799,0.74021757,0.8701088,0.82287264,0.9114363,0.7543541,0.87717706,0.810789,0.9053945,0.7760408,0.8880204,0.8321409,0.91607046
98389,0.72675323,0.8633766,0.6868632,0.8434316,0.6458566,0.8229283,0.6519377,0.82596886,0.7388581,0.86942905,0.8420813,0.92104065,0.7662407,0.88312036,0.8026078,0.9013039,0.7754568,0.8877284,0.84000444,0.9200022
98390,0.63655454,0.81827724,0.61168766,0.80584383,0.54236954,0.7711848,0.7195008,0.8597504,0.63815,0.819075,0.69965816,0.8498291,0.64746237,0.8237312,0.7102921,0.85514605,0.6905618,0.8452809,0.7109046,0.8554523
98391,0.5597987,0.77989936,0.53319293,0.76659644,0.49726212,0.74863106,0.5082154,0.7541077,0.6300881,0.81504405,0.7685604,0.8842802,0.7337877,0.8668939,0.68871105,0.8443555,0.7316222,0.8658111,0.7986318,0.8993159
98392,0.62090516,0.8104526,0.5886126,0.7943063,0.54354227,0.77177113,0.6533264,0.8266632,0.5731542,0.7865771,0.5982898,0.79914486,0.55721986,0.77860993,0.65457016,0.82728505,0.63969,0.81984496,0.63326883,0.8166344
98393,0.5566579,0.77832896,0.570239,0.78511953,0.46492362,0.7324618,0.56399643,0.7819982,0.56753457,0.7837673,0.6241244,0.8120622,0.64072156,0.8203608,0.63524103,0.8176205,0.6606356,0.8303178,0.65868354,0.82934177
98394,0.6223134,0.8111567,0.60073316,0.8003666,0.5340196,0.7670098,0.55600506,0.7780025,0.66151196,0.83075595,0.7514087,0.87570435,0.7325613,0.8662807,0.7331619,0.86658096,0.7676844,0.88384223,0.7845274,0.8922637
98395,0.7015643,0.85078216,0.63660884,0.8183044,0.5941969,0.79709846,0.55286396,0.776432,0.72920775,0.8646039,0.8682096,0.9341048,0.73866093,0.86933047,0.7800437,0.89002186,0.74004245,0.8700212,0.80128986,0.9006449
98396,0.5818982,0.7909491,0.57979804,0.789899,0.5133145,0.75665724,0.6153945,0.80769724,0.61907,0.809535,0.6894018,0.84470093,0.67650914,0.8382546,0.7097269,0.85486346,0.71808267,0.85904133,0.72379214,0.86189604
98397,0.66164935,0.8308247,0.6399607,0.8199804,0.55700684,0.7785034,0.5872442,0.79362214,0.70499915,0.8524996,0.788816,0.894408,0.77042747,0.88521373,0.75090265,0.8754513,0.78484535,0.8924227,0.8119525,0.90597624
98398,0.6566192,0.8283096,0.59217876,0.7960894,0.5578924,0.77894616,0.5533122,0.7766561,0.70893764,0.8544688,0.8266803,0.91334015,0.7162781,0.85813904,0.7528719,0.87643594,0.7448462,0.8724231,0.78530914,0.89265454
98399,0.61944044,0.8097202,0.6069902,0.8034951,0.5309923,0.76549613,0.56327814,0.7816391,0.64069164,0.8203458,0.6948347,0.84741735,0.68927336,0.8446367,0.6746347,0.83731735,0.6936413,0.84682065,0.6792197,0.83960986
98400,0.60334086,0.80167043,0.5848932,0.7924466,0.512214,0.756107,0.6244236,0.8122118,0.57531893,0.78765947,0.6104164,0.8052082,0.59988946,0.79994476,0.64356995,0.821785,0.682364,0.841182,0.6567543,0.8283771
98401,0.6856917,0.84284586,0.71260977,0.8563049,0.6309446,0.8154723,0.64625674,0.82312834,0.66429365,0.8321468,0.71736026,0.8586801,0.68686384,0.84343195,0.8099335,0.9049667,0.7580892,0.8790446,0.7481774,0.8740887
98402,0.77703786,0.8885189,0.7588055,0.87940276,0.69293153,0.84646577,0.68641067,0.84320533,0.7864625,0.8932313,0.8508641,0.9254321,0.7750153,0.8875077,0.8580575,0.92902875,0.8059243,0.90296215,0.8501297,0.92506486
1747,0.7324438,0.8662219,0.6384436,0.8192218,0.6109139,0.80545694,0.6412679,0.82063395,0.6733863,0.83669317,0.7080319,0.85401595,0.6505492,0.8252746,0.69256485,0.8462824,0.7148899,0.85744494,0.71282005,0.85641
1784,0.54982376,0.7749119,0.5785249,0.7892624,0.5094632,0.7547316,0.5294851,0.76474255,0.5961436,0.7980718,0.53828174,0.76914084,0.5848923,0.79244614,0.57812804,0.78906405,0.6347444,0.8173722,0.52643067,0.7632153
2476,0.72651887,0.86325943,0.6771649,0.83858246,0.66445094,0.83222544,0.6342919,0.81714594,0.6863555,0.84317774,0.71124303,0.8556215,0.65203273,0.82601637,0.70912606,0.854563,0.63627243,0.8181362,0.6837785,0.84188926
2515,0.7351911,0.86759555,0.68551075,0.8427554,0.6649285,0.8324642,0.63850844,0.8192542,0.6785413,0.83927065,0.68069124,0.8403456,0.6178093,0.80890465,0.6673243,0.83366215,0.6641121,0.83205605,0.66854477,0.8342724
2517,0.76789474,0.8839474,0.7198795,0.85993975,0.71479726,0.8573986,0.65135264,0.8256763,0.71347046,0.8567352,0.664706,0.832353,0.6124835,0.80624175,0.69986427,0.84993213,0.6304431,0.81522155,0.63875127,0.81937563
2529,0.7158971,0.85794854,0.6207208,0.81036043,0.60727054,0.80363524,0.5518963,0.77594817,0.6900164,0.8450082,0.68105924,0.8405296,0.6587131,0.82935655,0.6583339,0.82916695,0.6136501,0.80682504,0.67458165,0.8372908
2538,0.69387877,0.8469394,0.6572794,0.8286397,0.6099504,0.8049752,0.62434036,0.81217015,0.62266904,0.8113345,0.62178206,0.81089103,0.5846776,0.7923388,0.6577256,0.8288628,0.6255108,0.8127554,0.60191596,0.800958
2551,0.7340736,0.8670368,0.7142682,0.8571341,0.6592783,0.82963914,0.56807655,0.7840383,0.7062557,0.85312784,0.7229234,0.8614617,0.6433384,0.8216692,0.71057093,0.85528547,0.667109,0.8335545,0.69220173,0.84610087
2553,0.7964903,0.89824516,0.7025573,0.85127866,0.7071572,0.85357857,0.64733315,0.8236666,0.7400022,0.8700011,0.747278,0.873639,0.6876468,0.84382343,0.73125476,0.8656274,0.6806405,0.8403202,0.71683323,0.8584166
2554,0.7465627,0.87328136,0.7250959,0.862548,0.67267305,0.8363365,0.6766905,0.8383453,0.7576548,0.8788274,0.8114753,0.90573764,0.7681658,0.8840829,0.8140302,0.9070151,0.76033354,0.88016677,0.8061106,0.9030553
2555,0.64937174,0.8246859,0.6442874,0.8221437,0.59498405,0.797492,0.6211848,0.8105924,0.5992379,0.79961896,0.60175407,0.80087703,0.57269716,0.7863486,0.6225336,0.8112668,0.6436504,0.8218252,0.60517603,0.802588
2556,0.7238077,0.86190385,0.717825,0.85891247,0.70572877,0.8528644,0.6556557,0.8278278,0.668293,0.8341465,0.6718137,0.83590686,0.58959377,0.7947969,0.69512784,0.8475639,0.6665195,0.83325976,0.6574333,0.82871664
2577,0.759312,0.87965596,0.727918,0.863959,0.66447353,0.83223677,0.6103517,0.80517584,0.6991068,0.8495534,0.7398177,0.8699088,0.7069787,0.85348934,0.7099202,0.8549601,0.7020074,0.8510037,0.7319516,0.8659758
2582,0.7371067,0.86855334,0.7075703,0.85378516,0.68730175,0.8436509,0.59084743,0.79542375,0.7314478,0.8657239,0.78855306,0.8942765,0.7089412,0.8544706,0.7665252,0.88326263,0.6942773,0.84713864,0.7402544,0.8701272
2583,0.67612517,0.8380626,0.71748763,0.8587438,0.68678,0.84339,0.6200036,0.8100018,0.6638061,0.83190304,0.68112713,0.84056354,0.62348443,0.8117422,0.68667763,0.84333885,0.67000103,0.8350005,0.66345763,0.8317288
2584,0.78955346,0.8947767,0.68321633,0.84160817,0.6796919,0.83984596,0.6025112,0.8012556,0.7084273,0.85421365,0.7343491,0.8671745,0.6521951,0.82609755,0.72378814,0.8618941,0.6188886,0.8094443,0.6777305,0.8388653
2585,0.7211107,0.86055535,0.6651572,0.8325786,0.61987346,0.80993676,0.58095324,0.7904766,0.65560377,0.8278019,0.70185906,0.8509295,0.63975513,0.81987756,0.6908021,0.84540105,0.6452582,0.8226291,0.6798909,0.83994544
2586,0.74667656,0.8733383,0.7364049,0.86820245,0.6588871,0.8294436,0.64787257,0.8239363,0.6814932,0.84074664,0.6995238,0.8497619,0.64796734,0.82398367,0.70330375,0.8516519,0.6829243,0.84146214,0.6770849,0.83854246
2587,0.7039702,0.8519851,0.6467623,0.8233812,0.67709935,0.8385497,0.5722338,0.7861169,0.6399113,0.81995565,0.63936603,0.819683,0.5692404,0.78462017,0.6382178,0.8191089,0.6031759,0.80158794,0.5993106,0.7996553
2588,0.8159381,0.90796906,0.73526525,0.8676326,0.69352067,0.84676033,0.6854092,0.8427046,0.7103219,0.85516095,0.7122509,0.8561255,0.63973236,0.8198662,0.743602,0.871801,0.69984436,0.8499222,0.6916797,0.84583986
2589,0.7706645,0.8853322,0.69336414,0.8466821,0.6934413,0.84672064,0.61308694,0.80654347,0.72594774,0.86297387,0.74228454,0.87114227,0.64756763,0.8237838,0.7264235,0.86321175,0.6389477,0.81947386,0.70517135,0.8525857
2590,0.7205367,0.86026835,0.6652761,0.832638,0.6548531,0.82742655,0.6327405,0.81637025,0.64244246,0.82122123,0.69221544,0.8461077,0.62833023,0.8141651,0.6826751,0.84133756,0.6298641,0.81493205,0.66494924,0.8324746
2591,0.766867,0.88343346,0.680148,0.840074,0.64771634,0.82385814,0.59163904,0.7958195,0.71891034,0.85945517,0.7611214,0.8805607,0.64938325,0.82469165,0.737461,0.8687305,0.65199363,0.8259968,0.7093327,0.85466635
2592,0.771018,0.885509,0.71818686,0.8590934,0.71085525,0.8554276,0.6733451,0.83667254,0.72771454,0.86385727,0.678701,0.83935046,0.59168875,0.7958444,0.6922441,0.846122,0.6194061,0.80970305,0.6536987,0.82684934
2594,0.7320235,0.86601174,0.6828956,0.84144783,0.67233545,0.8361677,0.68063855,0.8403193,0.6884538,0.8442269,0.69291705,0.84645855,0.64081424,0.82040715,0.69970953,0.84985477,0.6444704,0.8222352,0.6341053,0.81705266
2595,0.6634811,0.83174056,0.6645193,0.83225965,0.6386012,0.8193006,0.58672184,0.79336095,0.6279793,0.81398964,0.640083,0.82004154,0.6139809,0.80699044,0.67063856,0.8353193,0.62140286,0.81070143,0.6443106,0.8221553
2597,0.7956616,0.89783084,0.69059086,0.8452954,0.7468774,0.8734387,0.6302128,0.8151064,0.7286413,0.86432064,0.7818857,0.8909428,0.65501744,0.8275087,0.7375175,0.86875874,0.6536386,0.8268193,0.70380986,0.8519049
2645,0.69335616,0.8466781,0.7019051,0.8509525,0.7088914,0.8544457,0.6369333,0.81846666,0.65968394,0.829842,0.6701019,0.83505094,0.6138158,0.8069079,0.697711,0.8488555,0.6722816,0.8361408,0.6670015,0.83350074
2654,0.7366822,0.8683411,0.694391,0.8471955,0.6590945,0.8295473,0.6915009,0.84575045,0.6900366,0.84501827,0.688862,0.84443104,0.6471603,0.82358015,0.7050892,0.8525446,0.6522809,0.82614046,0.6660305,0.83301526
2655,0.74798834,0.8739942,0.6942525,0.84712625,0.67932355,0.8396618,0.5958632,0.7979316,0.705826,0.852913,0.75678504,0.8783925,0.6697601,0.83488005,0.72807014,0.86403507,0.6850908,0.8425454,0.731123,0.8655615
2656,0.7095909,0.85479546,0.7319625,0.8659812,0.67001486,0.8350074,0.6194283,0.80971414,0.65628016,0.8281401,0.67762005,0.83881,0.60618615,0.8030931,0.702507,0.8512535,0.6375291,0.81876457,0.61900234,0.8095012
2657,0.6298598,0.8149299,0.63556033,0.81778014,0.5795487,0.78977436,0.60060835,0.8003042,0.62496173,0.81248087,0.6878741,0.84393704,0.62224746,0.8111237,0.74441826,0.87220913,0.75651836,0.8782592,0.71095264,0.8554763
2658,0.75531185,0.8776559,0.6862677,0.8431338,0.6713656,0.8356828,0.6465982,0.8232991,0.66971815,0.8348591,0.6520707,0.8260354,0.54629207,0.77314603,0.69025314,0.84512657,0.6375588,0.8187794,0.6108601,0.80543005
