,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98317,0.6678636,0.8339318,0.66144377,0.83072186,0.59732956,0.7986648,0.58839166,0.79419583,0.7188016,0.8594008,0.7948721,0.897436,0.79485416,0.8974271,0.7536833,0.87684166,0.73435414,0.86717707,0.8042599,0.90212995
98318,0.72367835,0.8618392,0.7033928,0.8516964,0.6192819,0.80964094,0.6758796,0.8379398,0.74584484,0.8729224,0.8014845,0.9007423,0.76941013,0.88470507,0.787034,0.893517,0.7925363,0.8962681,0.81712437,0.9085622
98319,0.709748,0.854874,0.67076105,0.83538055,0.61713165,0.80856586,0.6747769,0.83738846,0.67594415,0.83797204,0.760232,0.880116,0.68856907,0.84428453,0.76718533,0.88359267,0.72458035,0.86229014,0.753237,0.8766185
98320,0.72660434,0.8633022,0.68623054,0.84311527,0.6525099,0.82625496,0.63419193,0.817096,0.75425315,0.8771266,0.87867224,0.9393361,0.7516194,0.87580967,0.83427453,0.91713727,0.76892734,0.88446367,0.8336903,0.91684514
98321,0.74124837,0.8706242,0.6846094,0.8423047,0.6390499,0.81952494,0.6302798,0.8151399,0.7295135,0.86475676,0.8742306,0.9371153,0.7562946,0.8781473,0.7851054,0.89255273,0.7953103,0.8976551,0.8478714,0.9239357
98322,0.67855585,0.8392779,0.6759558,0.8379779,0.5917566,0.7958783,0.6060393,0.80301964,0.73715174,0.8685759,0.8451201,0.92256004,0.7473118,0.8736559,0.8095839,0.90479195,0.79448277,0.89724135,0.84721273,0.9236064
98323,0.7165492,0.8582746,0.67279434,0.8363972,0.6102466,0.8051233,0.5960804,0.7980402,0.75417244,0.8770862,0.83589965,0.9179498,0.7963862,0.8981931,0.8130959,0.90654796,0.7302354,0.86511767,0.8134687,0.90673435
98324,0.6750494,0.8375247,0.6482776,0.82413876,0.58789515,0.7939476,0.71565163,0.8578258,0.6678004,0.8339002,0.72790724,0.8639536,0.6850824,0.8425412,0.7463876,0.8731938,0.73905116,0.86952555,0.75227046,0.87613523
98325,0.69942856,0.8497143,0.66446733,0.83223367,0.61843526,0.80921763,0.6447224,0.82236123,0.7135165,0.85675824,0.84557664,0.9227883,0.7654279,0.8827139,0.8202213,0.91011065,0.816177,0.9080885,0.84719497,0.92359746
98326,0.5774745,0.78873724,0.6030786,0.8015393,0.51115,0.755575,0.5719937,0.78599685,0.5578865,0.77894324,0.6379744,0.8189872,0.5917597,0.79587984,0.6865199,0.84325993,0.70515215,0.8525761,0.6748727,0.8374363
98327,0.626947,0.81347346,0.64970165,0.8248508,0.5585865,0.77929324,0.621995,0.8109975,0.6151791,0.80758953,0.71540403,0.857702,0.6684358,0.8342179,0.72459996,0.8623,0.74041986,0.87020993,0.7566054,0.8783027
98328,0.7334348,0.8667174,0.6517462,0.82587314,0.6268264,0.8134132,0.69630265,0.8481513,0.73180413,0.86590207,0.81021976,0.9051099,0.74463975,0.8723199,0.79057205,0.895286,0.7773668,0.88868344,0.80509156,0.9025458
98329,0.654768,0.827384,0.64235675,0.8211784,0.5743754,0.7871877,0.642923,0.8214615,0.64186144,0.8209307,0.7198183,0.8599092,0.671986,0.835993,0.7515344,0.87576723,0.7569541,0.87847704,0.76576746,0.8828837
98330,0.5392672,0.7696336,0.5847324,0.7923662,0.46698833,0.73349416,0.5366949,0.76834744,0.5556479,0.7778239,0.5937544,0.7968772,0.61881274,0.8094064,0.6054972,0.80274856,0.655126,0.827563,0.6247785,0.81238925
98331,0.6412538,0.8206269,0.621718,0.81085896,0.61290485,0.8064524,0.6357738,0.8178869,0.6335394,0.8167697,0.7187815,0.85939074,0.5813616,0.79068077,0.6881318,0.8440659,0.7360003,0.86800015,0.6833205,0.84166026
98332,0.61534965,0.8076748,0.6030328,0.8015164,0.5692302,0.7846151,0.59252906,0.7962645,0.64695305,0.82347655,0.7428642,0.87143207,0.733711,0.8668555,0.74030143,0.8701507,0.7295376,0.8647688,0.7517042,0.8758521
98333,0.5460346,0.7730173,0.49899676,0.74949837,0.45666122,0.7283306,0.5141991,0.7570995,0.5427481,0.77137405,0.6866275,0.84331375,0.65623397,0.828117,0.6166295,0.80831474,0.68392986,0.84196496,0.72364783,0.8618239
98334,0.6265661,0.8132831,0.6077977,0.8038988,0.6153096,0.8076548,0.593421,0.7967105,0.5507468,0.7753734,0.5452484,0.7726242,0.46030647,0.7301532,0.57258195,0.786291,0.5419405,0.7709702,0.52823126,0.76411563
98335,0.73575056,0.8678753,0.72106504,0.8605325,0.6739315,0.83696574,0.6719105,0.83595526,0.75240386,0.8762019,0.8450428,0.9225214,0.76996666,0.8849833,0.8404138,0.9202069,0.7908361,0.89541805,0.8371097,0.91855484
98336,0.6719861,0.83599305,0.65417093,0.8270855,0.6496855,0.82484275,0.6382867,0.81914335,0.65654236,0.82827115,0.7214771,0.8607385,0.6132982,0.8066491,0.75205797,0.876029,0.6837566,0.8418783,0.6741777,0.8370888
98337,0.4954082,0.7477041,0.47457948,0.7372897,0.39935932,0.6996797,0.53528947,0.76764476,0.5074986,0.7537493,0.5627366,0.78136826,0.56730354,0.78365177,0.52658254,0.76329124,0.5925585,0.79627925,0.5783668,0.7891834
98338,0.5938449,0.79692245,0.63175046,0.81587523,0.5686597,0.7843299,0.5762661,0.788133,0.55620384,0.7781019,0.5192138,0.7596069,0.52273154,0.7613658,0.60809416,0.8040471,0.6129986,0.8064993,0.5339174,0.7669587
98339,0.50075626,0.75037813,0.49391368,0.7469568,0.48451537,0.7422577,0.48691058,0.7434553,0.5131866,0.7565933,0.66368836,0.8318442,0.5880631,0.79403156,0.64744604,0.823723,0.66885823,0.83442914,0.70505553,0.85252774
98340,0.5900321,0.79501605,0.596254,0.798127,0.5224496,0.7612248,0.5806655,0.7903328,0.6076859,0.80384296,0.6991948,0.8495974,0.67979896,0.8398995,0.6742347,0.8371173,0.70009625,0.8500481,0.72768605,0.863843
98341,0.6602895,0.83014476,0.6512364,0.8256182,0.5889974,0.7944987,0.61532325,0.80766165,0.6540507,0.82702535,0.7917081,0.89585406,0.7012167,0.85060835,0.7731474,0.8865737,0.7785667,0.88928336,0.7940941,0.89704704
98342,0.71102613,0.8555131,0.6682111,0.83410555,0.6138172,0.8069086,0.6550834,0.8275417,0.6876892,0.8438446,0.781501,0.8907505,0.71047825,0.85523915,0.77156657,0.8857833,0.7758986,0.8879493,0.7837321,0.8918661
98343,0.43717742,0.7185887,0.45094627,0.72547317,0.37101185,0.6855059,0.43703067,0.71851534,0.49026698,0.7451335,0.5603388,0.78016937,0.5333487,0.76667434,0.5454797,0.7727399,0.60270375,0.8013519,0.5944172,0.7972086
98344,0.7098856,0.8549428,0.6688362,0.83441806,0.61819386,0.80909693,0.6585494,0.8292747,0.69042003,0.84521,0.81900024,0.9095001,0.72086,0.86043,0.7757155,0.88785774,0.7684423,0.88422114,0.802135,0.9010675
98345,0.72252846,0.8612642,0.68712944,0.84356475,0.6454661,0.82273304,0.63735235,0.8186762,0.69928193,0.84964097,0.77649593,0.88824797,0.68290365,0.8414518,0.76073515,0.8803676,0.72636545,0.8631827,0.763075,0.8815375
98346,0.63292503,0.8164625,0.6397709,0.8198855,0.5877924,0.7938962,0.6247716,0.8123858,0.6607596,0.83037984,0.71683824,0.8584191,0.65226966,0.8261348,0.7545705,0.87728524,0.71263564,0.8563178,0.71491295,0.85745645
98347,0.5724019,0.78620094,0.59021616,0.7951081,0.5569937,0.77849686,0.55889404,0.779447,0.5732449,0.78662246,0.70449066,0.85224533,0.65784216,0.8289211,0.68198836,0.8409942,0.74606407,0.87303203,0.73720384,0.8686019
98348,0.469962,0.734981,0.51551306,0.75775653,0.4869129,0.7434565,0.4974916,0.7487458,0.4915298,0.7457649,0.5529221,0.77646106,0.55425954,0.77712977,0.55207235,0.77603614,0.66094416,0.8304721,0.63083106,0.8154155
98349,0.7319356,0.8659678,0.72698146,0.8634907,0.6402508,0.8201254,0.66168,0.83084,0.7312635,0.86563176,0.8108205,0.9054103,0.7255728,0.8627864,0.8396304,0.9198152,0.7914239,0.89571196,0.79738367,0.89869183
98350,0.67664564,0.8383228,0.68550944,0.8427547,0.62109697,0.8105485,0.676198,0.838099,0.694187,0.84709346,0.7940211,0.89701056,0.74037904,0.87018955,0.7872238,0.8936119,0.79611975,0.89805984,0.8134711,0.90673554
98351,0.65160966,0.8258048,0.64977825,0.8248891,0.568398,0.784199,0.58989114,0.7949456,0.6920255,0.8460127,0.76328516,0.8816426,0.7285811,0.86429054,0.7522256,0.8761128,0.7340506,0.86702526,0.7645285,0.88226426
98352,0.5617948,0.7808974,0.5767009,0.78835046,0.4749937,0.73749685,0.5475798,0.7737899,0.6066191,0.80330956,0.70828784,0.8541439,0.7059592,0.8529796,0.71089125,0.8554456,0.732206,0.866103,0.75167036,0.8758352
98353,0.53389627,0.7669481,0.55097497,0.7754875,0.49065685,0.7453284,0.48797584,0.7439879,0.5630177,0.78150886,0.6700133,0.83500665,0.6770765,0.8385383,0.63691676,0.8184584,0.6717062,0.8358531,0.6992413,0.84962064
98354,0.5112139,0.75560695,0.5793588,0.7896794,0.5143026,0.7571513,0.5002877,0.7501439,0.53740656,0.7687033,0.47852468,0.73926234,0.5397848,0.7698924,0.542699,0.7713495,0.54571676,0.7728584,0.505142,0.752571
98355,0.75732183,0.8786609,0.7185525,0.85927624,0.66862404,0.834312,0.6804215,0.84021074,0.71633935,0.8581697,0.76305354,0.88152677,0.72631615,0.8631581,0.74954265,0.87477136,0.769448,0.884724,0.79301333,0.89650667
98356,0.5460743,0.77303714,0.5746653,0.78733265,0.4779189,0.73895943,0.52871865,0.76435935,0.58540034,0.7927002,0.61882126,0.80941063,0.6323973,0.81619865,0.6544596,0.8272298,0.6423868,0.8211934,0.6366183,0.8183092
98357,0.66614985,0.8330749,0.71333563,0.8566678,0.60768807,0.80384403,0.6344379,0.81721896,0.66474944,0.8323747,0.5642351,0.78211755,0.6155913,0.80779564,0.6375753,0.8187877,0.63627446,0.8181372,0.58505917,0.7925296
98358,0.71178806,0.855894,0.69857967,0.84928983,0.64587235,0.8229362,0.6433747,0.82168734,0.7427634,0.8713817,0.8203449,0.91017246,0.74787533,0.87393767,0.82185614,0.9109281,0.8193439,0.90967196,0.8233723,0.9116862
98359,0.6405349,0.82026744,0.6453533,0.82267666,0.5733297,0.78666484,0.5758546,0.78792727,0.68312806,0.84156406,0.76197934,0.8809897,0.7488503,0.8744252,0.7307335,0.86536676,0.7859421,0.89297104,0.8060761,0.903038
98360,0.5104184,0.7552092,0.5767914,0.7883957,0.52082646,0.7604132,0.6512195,0.82560974,0.48585087,0.7429254,0.47352746,0.7367637,0.4749907,0.73749536,0.56167364,0.7808368,0.60082555,0.8004128,0.53160596,0.765803
98361,0.77878267,0.8893913,0.7479814,0.8739907,0.67318267,0.83659136,0.69116634,0.8455832,0.7652248,0.8826124,0.8459469,0.92297345,0.7904351,0.89521754,0.8538104,0.9269052,0.80321836,0.9016092,0.8539912,0.92699564
98362,0.56931424,0.7846571,0.5795386,0.7897693,0.55411893,0.77705944,0.54062295,0.7703115,0.62406266,0.8120313,0.6355413,0.81777066,0.67570966,0.83785486,0.6298535,0.81492674,0.68172485,0.8408624,0.66416925,0.83208466
98363,0.6727706,0.8363853,0.67555475,0.8377774,0.6351514,0.8175757,0.66009426,0.83004713,0.6425264,0.8212632,0.6736748,0.8368374,0.626432,0.813216,0.7375073,0.8687537,0.7501171,0.87505853,0.71733725,0.8586686
98364,0.5136113,0.75680566,0.55094826,0.77547413,0.5179852,0.7589926,0.4664895,0.7332448,0.57732284,0.7886614,0.611188,0.80559397,0.5649617,0.78248084,0.63077426,0.8153871,0.5939699,0.7969849,0.59225017,0.79612505
98365,0.5832906,0.7916453,0.6120566,0.8060283,0.53769875,0.7688494,0.5526626,0.7763313,0.5610876,0.7805438,0.6060209,0.80301046,0.56527853,0.78263927,0.6504365,0.82521826,0.63784194,0.81892097,0.61865866,0.80932933
98366,0.567034,0.783517,0.61150104,0.8057505,0.53740185,0.76870096,0.5085924,0.7542962,0.57116103,0.7855805,0.5560386,0.7780193,0.5308017,0.7654009,0.60552454,0.80276227,0.57210326,0.78605163,0.53023267,0.76511633
98367,0.6550396,0.8275198,0.6316421,0.81582105,0.629606,0.814803,0.60700595,0.803503,0.6640513,0.83202565,0.74264705,0.8713235,0.66376114,0.83188057,0.699623,0.8498115,0.7360325,0.86801624,0.7203609,0.86018044
98368,0.51434356,0.75717175,0.5743276,0.7871638,0.5098351,0.75491756,0.542342,0.771171,0.5182748,0.7591374,0.57681966,0.7884098,0.552764,0.77638197,0.6014982,0.80074906,0.6434595,0.8217298,0.6055559,0.80277795
98369,0.53786695,0.7689335,0.5458239,0.7729119,0.51228,0.75614,0.5284661,0.76423305,0.5808747,0.79043734,0.713974,0.856987,0.6455312,0.8227656,0.6815601,0.84078,0.6830785,0.84153926,0.7299194,0.8649597
98370,0.6741667,0.83708334,0.6689558,0.8344779,0.6066397,0.8033198,0.614101,0.80705047,0.70561767,0.85280883,0.8471985,0.92359924,0.76793736,0.8839687,0.7977309,0.89886546,0.7972832,0.8986416,0.8413186,0.9206593
98371,0.7338846,0.8669423,0.6911376,0.8455688,0.647452,0.823726,0.7136217,0.8568108,0.71008897,0.8550445,0.8085832,0.9042916,0.7368866,0.8684433,0.81088746,0.9054437,0.79067194,0.895336,0.81325376,0.9066269
98372,0.7019062,0.8509531,0.6249805,0.8124902,0.5521227,0.77606136,0.6023096,0.8011548,0.67230254,0.83615124,0.79637146,0.89818573,0.705444,0.852722,0.75909615,0.8795481,0.72609633,0.8630482,0.77886343,0.8894317
98373,0.7805194,0.89025974,0.7104551,0.8552276,0.6624594,0.8312297,0.70681036,0.8534052,0.7251677,0.8625839,0.763562,0.881781,0.6633395,0.83166975,0.75231117,0.8761556,0.7392043,0.86960214,0.7359382,0.8679691
98374,0.69873774,0.8493689,0.6672164,0.8336082,0.5910461,0.79552305,0.66636693,0.83318347,0.6900475,0.84502375,0.7631097,0.88155484,0.69119275,0.8455964,0.7518475,0.87592375,0.7396103,0.86980516,0.73800147,0.86900073
98375,0.6841103,0.84205514,0.7009802,0.8504901,0.6500906,0.8250453,0.68146515,0.8407326,0.66914177,0.8345709,0.74285084,0.8714254,0.68503225,0.8425161,0.7473861,0.87369305,0.7568099,0.878405,0.7541883,0.87709415
98376,0.6752482,0.8376241,0.6166171,0.80830854,0.57812357,0.7890618,0.5933193,0.79665965,0.66604453,0.83302224,0.7837899,0.89189494,0.6737253,0.8368627,0.6883141,0.84415704,0.72539306,0.8626965,0.7557217,0.87786084
98377,0.6742635,0.83713174,0.6632184,0.8316092,0.6111306,0.8055653,0.635237,0.8176185,0.7103766,0.8551883,0.82819676,0.9140984,0.765798,0.882899,0.8148719,0.90743595,0.82076406,0.91038203,0.8577306,0.9288653
98378,0.74035347,0.87017673,0.7134348,0.8567174,0.622429,0.8112145,0.6499527,0.8249763,0.7531314,0.8765657,0.8778174,0.9389087,0.80874616,0.90437305,0.8264555,0.91322774,0.7993014,0.8996507,0.88597953,0.94298977
98379,0.6819192,0.8409596,0.613328,0.806664,0.5969485,0.79847425,0.6310349,0.8155174,0.68045783,0.8402289,0.80933934,0.90466964,0.6972648,0.8486324,0.7461342,0.87306714,0.7218616,0.8609308,0.7800489,0.8900244
98380,0.6972954,0.8486477,0.67887354,0.83943677,0.6044827,0.8022413,0.71157193,0.85578597,0.71826154,0.85913074,0.81940305,0.9097015,0.7716603,0.88583016,0.79913986,0.8995699,0.7923229,0.89616144,0.8261175,0.91305876
98381,0.5581403,0.77907014,0.56552225,0.7827611,0.47937444,0.7396872,0.5646453,0.78232265,0.53575975,0.76787984,0.60595286,0.8029764,0.58404714,0.79202354,0.64132,0.82066,0.6411379,0.8205689,0.6127534,0.8063767
98382,0.6343999,0.81719995,0.6294577,0.81472886,0.5486823,0.7743411,0.58517176,0.79258585,0.683241,0.8416205,0.80197096,0.9009855,0.7429279,0.87146395,0.7744889,0.88724446,0.76358855,0.8817943,0.8258109,0.91290545
98383,0.6567826,0.8283913,0.6555992,0.82779956,0.5876893,0.79384464,0.6099428,0.8049714,0.6623036,0.83115184,0.7362762,0.8681381,0.65651083,0.8282554,0.7085003,0.8542502,0.7308928,0.8654464,0.7291649,0.8645824
98384,0.6813868,0.8406934,0.64653826,0.8232691,0.5918025,0.79590124,0.68818283,0.8440914,0.67668605,0.838343,0.6923058,0.8461529,0.6591326,0.8295663,0.71709776,0.8585489,0.74576616,0.8728831,0.73516154,0.8675808
98385,0.61284614,0.80642307,0.5956869,0.79784346,0.5383407,0.76917034,0.596763,0.7983815,0.620462,0.810231,0.74037904,0.87018955,0.65987456,0.8299373,0.71747386,0.85873693,0.7114843,0.85574216,0.7600155,0.88000774
98386,0.7243612,0.8621806,0.7184658,0.8592329,0.6744248,0.83721244,0.7275781,0.8637891,0.72277427,0.86138713,0.75840473,0.87920237,0.73465216,0.8673261,0.80121326,0.90060663,0.7954341,0.89771706,0.8012114,0.9006057
98387,0.69552505,0.8477625,0.70834744,0.8541737,0.6445998,0.8222999,0.70113444,0.8505672,0.7507564,0.8753782,0.75840855,0.8792043,0.71757233,0.85878617,0.78763956,0.8938198,0.710256,0.855128,0.7662687,0.88313437
98388,0.73226833,0.86613417,0.6642078,0.8321039,0.64489424,0.8224471,0.6806463,0.84032315,0.6966667,0.84833336,0.82083786,0.9104189,0.7077761,0.85388803,0.78265166,0.89132583,0.7440902,0.8720451,0.79447025,0.89723516
98389,0.75043565,0.8752178,0.7085946,0.8542973,0.66205627,0.8310281,0.66203725,0.8310186,0.7726253,0.88631266,0.86644304,0.9332215,0.77561957,0.88780975,0.8256252,0.9128126,0.77810514,0.88905257,0.8516463,0.92582315
98390,0.6573743,0.8286872,0.6012646,0.8006323,0.5782939,0.78914696,0.6986327,0.84931636,0.6207293,0.81036466,0.70825624,0.8541281,0.6442981,0.82214904,0.6887399,0.84436995,0.7136668,0.8568334,0.7360779,0.86803895
98391,0.6152588,0.8076294,0.5779265,0.78896326,0.54962647,0.77481323,0.51622105,0.7581105,0.6789962,0.8394981,0.8351011,0.91755056,0.77360904,0.8868045,0.72628987,0.86314493,0.76767945,0.8838397,0.8328844,0.91644216
98392,0.6411228,0.8205614,0.63444924,0.8172246,0.5945114,0.7972557,0.6647366,0.8323683,0.59680605,0.798403,0.62682843,0.8134142,0.5718577,0.78592885,0.7072127,0.85360634,0.7076881,0.85384405,0.67799616,0.8389981
98393,0.5611333,0.7805667,0.58133435,0.7906672,0.494376,0.747188,0.56188524,0.7809426,0.5814415,0.79072076,0.660454,0.830227,0.6375847,0.81879234,0.6692589,0.8346294,0.69622076,0.8481104,0.7028743,0.85143715
98394,0.5849261,0.79246306,0.56479824,0.7823991,0.50653845,0.7532692,0.5169183,0.75845915,0.62463593,0.81231797,0.73142874,0.8657144,0.69709873,0.84854937,0.6967646,0.8483823,0.7306347,0.86531734,0.7551708,0.8775854
98395,0.7051826,0.8525913,0.6539228,0.8269614,0.6284021,0.81420106,0.59644717,0.7982236,0.7434057,0.87170285,0.863368,0.931684,0.7456182,0.8728091,0.81664217,0.9083211,0.76293975,0.88146985,0.809767,0.9048835
98396,0.5448443,0.7724222,0.5480395,0.7740197,0.48609614,0.7430481,0.5753404,0.7876702,0.5590755,0.77953774,0.644927,0.8224635,0.6204927,0.81024635,0.6511076,0.8255538,0.68383694,0.84191847,0.68678975,0.8433949
98397,0.5588052,0.7794026,0.57450503,0.78725255,0.5072173,0.75360864,0.5480057,0.77400285,0.5975858,0.7987929,0.67493,0.837465,0.65287375,0.8264369,0.68371636,0.84185815,0.70331615,0.8516581,0.74026704,0.8701335
98398,0.713792,0.85689604,0.659846,0.82992303,0.61696815,0.8084841,0.57786566,0.7889328,0.75407314,0.8770366,0.8305762,0.9152881,0.738305,0.8691525,0.7941339,0.89706695,0.75441897,0.8772095,0.7874461,0.893723
98399,0.59054434,0.7952722,0.6085008,0.80425036,0.5185995,0.75929976,0.53498554,0.7674928,0.6158083,0.8079041,0.63890755,0.8194538,0.6535815,0.82679075,0.646822,0.823411,0.6578897,0.82894486,0.6248444,0.81242216
98400,0.5621455,0.78107274,0.5623567,0.78117836,0.49333096,0.7466655,0.57450426,0.7872521,0.54859114,0.77429557,0.5743615,0.7871808,0.583194,0.791597,0.59243524,0.7962176,0.67447203,0.83723605,0.6273295,0.8136648
98401,0.5793513,0.78967565,0.63231325,0.8161566,0.5305301,0.76526505,0.5668276,0.78341377,0.5758815,0.78794074,0.602638,0.801319,0.6083286,0.8041643,0.6806775,0.8403387,0.6902709,0.84513545,0.6483448,0.8241724
98402,0.7609755,0.88048774,0.7083427,0.85417134,0.6795646,0.8397823,0.65381676,0.82690835,0.7445326,0.8722663,0.8459365,0.92296827,0.74212074,0.8710604,0.8227426,0.9113713,0.7730259,0.88651294,0.8219911,0.91099554
1747,0.7095467,0.85477334,0.644505,0.8222525,0.62367654,0.81183827,0.6504416,0.8252208,0.6621041,0.83105206,0.69557786,0.84778893,0.6537161,0.82685804,0.6943919,0.847196,0.7316112,0.8658056,0.714127,0.85706353
1784,0.74109507,0.87054753,0.72364867,0.86182433,0.66189885,0.8309494,0.5925102,0.7962551,0.7506927,0.87534636,0.7887291,0.89436454,0.7537148,0.8768574,0.7851647,0.89258236,0.76041347,0.8802067,0.75888145,0.8794407
2476,0.7516663,0.87583315,0.6566007,0.82830036,0.68592143,0.8429607,0.60785365,0.8039268,0.7204045,0.86020225,0.7309129,0.86545646,0.6489221,0.82446104,0.72078276,0.8603914,0.6269057,0.81345284,0.68035185,0.8401759
2515,0.75331306,0.87665653,0.72561896,0.8628095,0.7049103,0.85245514,0.6538193,0.82690966,0.7269919,0.86349595,0.717614,0.85880697,0.68110853,0.84055424,0.716053,0.8580265,0.71413916,0.8570696,0.7231462,0.8615731
2517,0.73607075,0.8680354,0.6820737,0.84103686,0.69201285,0.8460064,0.6351433,0.81757164,0.67819124,0.8390956,0.64623207,0.82311606,0.58176845,0.79088426,0.6903541,0.84517705,0.63754225,0.8187711,0.6147633,0.80738163
2529,0.72334456,0.8616723,0.6194217,0.80971086,0.59268034,0.79634017,0.5566236,0.7783118,0.6863596,0.8431798,0.6556009,0.82780045,0.6256139,0.81280696,0.61974925,0.80987465,0.564347,0.7821735,0.635404,0.817702
2538,0.6997602,0.8498801,0.62032926,0.81016463,0.60493565,0.8024678,0.5732738,0.7866369,0.63709784,0.8185489,0.6349601,0.8174801,0.5668889,0.78344446,0.63780785,0.8189039,0.5967623,0.79838115,0.5898908,0.79494536
2551,0.7357759,0.867888,0.6993805,0.84969026,0.6495729,0.8247864,0.56168306,0.7808415,0.69193673,0.84596837,0.7191809,0.8595904,0.6418663,0.82093316,0.6992434,0.8496217,0.6495896,0.82479477,0.68665755,0.8433288
2553,0.75185275,0.8759264,0.6914424,0.8457212,0.65837276,0.8291864,0.6134298,0.8067149,0.688954,0.844477,0.724951,0.8624755,0.65911824,0.8295591,0.69993335,0.84996665,0.66645867,0.8332293,0.6980983,0.84904915
2554,0.69367087,0.84683543,0.70273376,0.8513669,0.62520766,0.81260383,0.66193783,0.8309689,0.6905204,0.8452602,0.7365764,0.86828816,0.7046368,0.8523184,0.7514367,0.87571836,0.739166,0.869583,0.752119,0.87605953
