,CV_doordash_pm_Raw_Score,CV_doordash_pm_Score,CV_apple_pm_Raw_Score,CV_apple_pm_Score,CV_samsara_pm_Raw_Score,CV_samsara_pm_Score,CV_yelp_pm_Raw_Score,CV_yelp_pm_Score,CV_match_pm_Raw_Score,CV_match_pm_Score,CV_i2c_ux_Raw_Score,CV_i2c_ux_Score,CV_adobe_ux_Raw_Score,CV_adobe_ux_Score,CV_amazon_ux_Raw_Score,CV_amazon_ux_Score,CV_rowan_ux_Raw_Score,CV_rowan_ux_Score,CV_google_ux_Raw_Score,CV_google_ux_Score
98365,0.5655184,0.7827592,0.61541426,0.80770713,0.5647602,0.7823801,0.5642923,0.78214616,0.5566767,0.7783383,0.565526,0.782763,0.52233946,0.76116973,0.638602,0.819301,0.6539954,0.8269977,0.6063239,0.803162
98366,0.5399916,0.7699958,0.565377,0.7826885,0.5153668,0.7576834,0.50201124,0.75100565,0.54030526,0.7701526,0.54673696,0.7733685,0.5275418,0.76377094,0.6008998,0.8004499,0.5912918,0.7956459,0.56052166,0.7802608
98367,0.5778959,0.78894794,0.5833293,0.79166466,0.58783484,0.7939174,0.59858775,0.7992939,0.59719515,0.7985976,0.603094,0.801547,0.5828464,0.7914232,0.64247,0.821235,0.68955845,0.84477925,0.6465455,0.82327276
98368,0.5233181,0.761659,0.57574284,0.7878714,0.5134491,0.75672454,0.53266734,0.7663337,0.53701806,0.76850903,0.61762726,0.80881363,0.5736351,0.78681755,0.59453845,0.7972692,0.67779803,0.838899,0.64971435,0.8248572
98369,0.6136703,0.8068352,0.5896582,0.79482913,0.6250169,0.81250846,0.59399676,0.7969984,0.6558815,0.82794076,0.7098385,0.85491925,0.6617286,0.8308643,0.7248472,0.8624236,0.7526227,0.87631136,0.7629769,0.88148844
98370,0.6835097,0.84175485,0.6846383,0.84231913,0.6374208,0.8187104,0.7221855,0.86109275,0.7023022,0.8511511,0.7320631,0.8660315,0.7088498,0.8544249,0.76712966,0.88356483,0.780957,0.8904785,0.78995514,0.89497757
98371,0.68611264,0.8430563,0.64640415,0.8232021,0.6474167,0.82370836,0.7199814,0.8599907,0.6313472,0.8156736,0.6521529,0.82607645,0.58432424,0.7921621,0.67536366,0.83768183,0.68013966,0.84006983,0.6656865,0.83284324
98372,0.7303853,0.86519265,0.63789713,0.81894857,0.6407647,0.82038236,0.6381046,0.81905234,0.67613506,0.83806753,0.78927445,0.8946372,0.6780963,0.83904815,0.7793306,0.8896653,0.7642462,0.8821231,0.77019477,0.8850974
98373,0.6875873,0.84379363,0.56378853,0.78189427,0.582431,0.79121554,0.6368519,0.81842595,0.5750078,0.7875039,0.64557564,0.8227878,0.5196561,0.7598281,0.65132093,0.82566047,0.6571157,0.82855785,0.6530721,0.82653606
98374,0.6716895,0.83584476,0.6211139,0.81055695,0.5933445,0.7966722,0.636667,0.8183335,0.6285516,0.8142758,0.6793903,0.83969516,0.59435135,0.79717565,0.6832724,0.8416362,0.70316374,0.8515819,0.66822267,0.83411133
98375,0.6590072,0.8295036,0.68733025,0.8436651,0.6537322,0.8268661,0.67752635,0.8387632,0.6224594,0.8112297,0.70238614,0.8511931,0.6347972,0.8173986,0.69846225,0.8492311,0.78340876,0.8917044,0.72775745,0.8638787
98376,0.7213716,0.8606858,0.6910127,0.8455063,0.6936463,0.84682316,0.693539,0.8467695,0.69608945,0.84804475,0.7388714,0.86943567,0.64795345,0.82397676,0.7478321,0.87391603,0.7544888,0.8772444,0.7313419,0.8656709
98377,0.58572245,0.7928612,0.61492145,0.8074607,0.57605934,0.7880297,0.6676162,0.83380806,0.58573294,0.79286647,0.6510683,0.8255341,0.6308856,0.8154428,0.7316778,0.8658389,0.77286386,0.88643193,0.75051725,0.8752586
98378,0.71663654,0.85831827,0.6618184,0.8309092,0.62644315,0.8132216,0.64150035,0.8207502,0.66486436,0.83243215,0.7563783,0.87818915,0.68307614,0.8415381,0.77456605,0.887283,0.7555833,0.87779164,0.76879096,0.8843955
98379,0.7223947,0.86119735,0.639972,0.819986,0.66042185,0.8302109,0.67934704,0.8396735,0.68856364,0.8442818,0.8043002,0.9021501,0.6605537,0.83027685,0.75620914,0.87810457,0.735464,0.867732,0.774191,0.8870955
98380,0.7069068,0.8534534,0.6824504,0.8412252,0.64066684,0.8203334,0.71338904,0.8566945,0.7357097,0.86785483,0.7994015,0.89970076,0.7678895,0.88394475,0.8100692,0.9050346,0.79844105,0.8992205,0.82028466,0.9101423
98381,0.63240016,0.8162001,0.6479531,0.8239765,0.6034807,0.80174035,0.61119217,0.8055961,0.64285946,0.8214297,0.7415316,0.8707658,0.7009444,0.8504722,0.7590114,0.8795057,0.7345755,0.86728776,0.7394349,0.8697175
98382,0.64130473,0.82065237,0.61736155,0.8086808,0.58950186,0.7947509,0.64119494,0.82059747,0.64481914,0.8224096,0.73440695,0.8672035,0.67409486,0.83704746,0.76702654,0.8835133,0.7645488,0.8822744,0.8021427,0.9010713
98383,0.67185295,0.8359265,0.6918491,0.84592456,0.6576723,0.82883614,0.63757414,0.8187871,0.6857337,0.84286684,0.7316696,0.86583483,0.6784694,0.8392347,0.7361784,0.8680892,0.76709527,0.88354766,0.7376776,0.8688388
98384,0.64531016,0.8226551,0.64520454,0.8226023,0.5580297,0.7790148,0.6581173,0.82905865,0.57432544,0.7871627,0.58990705,0.7949535,0.55066085,0.7753304,0.6692594,0.8346297,0.6542281,0.82711405,0.6238171,0.81190854
98385,0.71465445,0.8573272,0.66923785,0.8346189,0.63604224,0.8180211,0.6609341,0.83046705,0.7015006,0.8507503,0.8412266,0.9206133,0.7436868,0.8718434,0.80958486,0.9047924,0.80290437,0.9014522,0.84487784,0.9224389
98386,0.668616,0.834308,0.6693912,0.8346956,0.5993356,0.79966784,0.7114113,0.8557056,0.64471495,0.8223575,0.6727974,0.8363987,0.66899836,0.8344992,0.70653814,0.8532691,0.7259846,0.8629923,0.7174529,0.85872644
98387,0.7128213,0.8564106,0.7288461,0.86442304,0.6424135,0.82120675,0.73898673,0.86949337,0.7228478,0.8614239,0.72907025,0.8645351,0.68285304,0.8414265,0.74428284,0.8721414,0.7252821,0.86264104,0.74942815,0.8747141
98388,0.69497275,0.8474864,0.6505647,0.82528234,0.67742014,0.83871007,0.7107141,0.85535705,0.63574004,0.81787,0.68398964,0.8419948,0.58411545,0.79205775,0.7048217,0.85241085,0.7077896,0.8538948,0.690869,0.8454345
98389,0.74815375,0.87407684,0.6725895,0.8362948,0.6789414,0.83947074,0.6931061,0.8465531,0.6993172,0.8496586,0.75684655,0.8784233,0.68363583,0.8418179,0.76134294,0.8806715,0.74809074,0.8740454,0.7804998,0.8902499
98390,0.5685066,0.7842533,0.49216452,0.74608225,0.51133937,0.7556697,0.64607763,0.8230388,0.50932395,0.754662,0.61285377,0.8064269,0.5001718,0.7500859,0.5709256,0.7854628,0.5969648,0.7984824,0.61153847,0.8057692
98391,0.6469319,0.82346594,0.5695735,0.78478676,0.6181406,0.8090703,0.5802057,0.79010284,0.63532436,0.8176622,0.78192306,0.8909615,0.6866374,0.8433187,0.7303717,0.86518586,0.752349,0.8761745,0.79253006,0.89626503
98392,0.573665,0.7868325,0.5689753,0.78448766,0.52376986,0.7618849,0.6304908,0.8152454,0.48990577,0.7449529,0.5682109,0.7841054,0.48192632,0.74096316,0.6150644,0.8075322,0.64732087,0.82366043,0.5996946,0.7998473
98393,0.6615597,0.83077985,0.6326487,0.81632435,0.60206926,0.8010346,0.6114179,0.80570894,0.6328406,0.8164203,0.78078294,0.89039147,0.70125186,0.85062593,0.7663176,0.8831588,0.78106487,0.89053243,0.7982326,0.8991163
98394,0.53725106,0.7686255,0.53417444,0.7670872,0.48822862,0.7441143,0.49253917,0.7462696,0.5598458,0.7799229,0.6634011,0.83170056,0.61692905,0.8084645,0.6344359,0.81721795,0.7081607,0.8540803,0.7167349,0.85836744
98395,0.707075,0.8535375,0.5974741,0.79873705,0.64729744,0.8236487,0.57229507,0.78614753,0.70010245,0.8500512,0.81119657,0.9055983,0.6901704,0.8450852,0.7713984,0.8856992,0.7151766,0.8575883,0.80645245,0.90322626
98396,0.63297665,0.8164883,0.59486747,0.79743373,0.58474016,0.7923701,0.5904415,0.79522073,0.62228966,0.8111448,0.7114077,0.85570383,0.6520771,0.82603854,0.7193314,0.8596657,0.78644407,0.89322203,0.7770253,0.8885126
98397,0.60272896,0.8013645,0.5713842,0.7856921,0.56123674,0.78061837,0.5687572,0.7843786,0.5942138,0.79710686,0.6958999,0.84795,0.62985504,0.8149275,0.71435595,0.857178,0.7470578,0.8735289,0.7491263,0.87456316
98398,0.6743077,0.83715385,0.5996587,0.79982936,0.58940583,0.7947029,0.5971819,0.79859096,0.6657028,0.8328514,0.724721,0.8623605,0.6694897,0.8347448,0.70536685,0.8526834,0.7233833,0.86169165,0.73910874,0.8695544
98399,0.47286132,0.73643064,0.46688974,0.73344487,0.40765482,0.7038274,0.4038996,0.70194983,0.52166617,0.7608331,0.55316293,0.77658147,0.5664518,0.7832259,0.5180038,0.7590019,0.5430195,0.77150977,0.557883,0.7789415
98400,0.5311513,0.76557565,0.5595745,0.77978724,0.4584182,0.72920907,0.55831075,0.7791554,0.5393908,0.7696954,0.534663,0.7673315,0.5559868,0.77799344,0.5614253,0.78071266,0.66187614,0.8309381,0.5853615,0.79268074
98401,0.62757814,0.81378907,0.64813197,0.824066,0.56260824,0.7813041,0.6009875,0.8004937,0.58708405,0.793542,0.65651274,0.82825637,0.6274389,0.81371945,0.7415472,0.8707736,0.7142246,0.8571123,0.69522846,0.8476142
98402,0.7352115,0.86760575,0.684932,0.842466,0.663604,0.831802,0.6632283,0.83161414,0.7163431,0.8581716,0.79185784,0.8959289,0.711045,0.8555225,0.78441083,0.8922054,0.782488,0.891244,0.8088707,0.90443534
1747,0.73409224,0.8670461,0.66503644,0.8325182,0.67362046,0.83681023,0.6716182,0.8358091,0.676476,0.838238,0.7241605,0.8620802,0.66514695,0.8325735,0.72154975,0.8607749,0.7627353,0.8813677,0.745488,0.87274396
1784,0.65701085,0.8285054,0.68773174,0.8438659,0.61193585,0.8059679,0.64245135,0.82122564,0.6772504,0.8386252,0.6462337,0.82311684,0.69635177,0.8481759,0.7017512,0.8508756,0.73337936,0.8666897,0.67696846,0.8384842
2476,0.7800232,0.8900116,0.72446597,0.862233,0.75297374,0.8764869,0.6715182,0.8357591,0.7313682,0.8656841,0.7222922,0.8611461,0.66069704,0.8303485,0.748137,0.8740685,0.67914367,0.83957183,0.7211617,0.86058086
2515,0.73024005,0.86512005,0.6850069,0.8425034,0.73292035,0.8664602,0.6432092,0.8216046,0.66087437,0.8304372,0.58907413,0.79453707,0.5510545,0.77552724,0.6818364,0.8409182,0.64147747,0.82073873,0.6191179,0.809559
2517,0.7023487,0.85117435,0.6621903,0.83109516,0.6898074,0.8449037,0.5874066,0.7937033,0.65417194,0.827086,0.56443065,0.78221536,0.50748754,0.75374377,0.6449962,0.8224981,0.591745,0.7958725,0.55805624,0.7790281
2529,0.66688985,0.83344495,0.63614225,0.8180711,0.58584136,0.7929207,0.5758083,0.78790414,0.7084605,0.8542303,0.5878791,0.7939396,0.6557586,0.8278793,0.60102266,0.80051136,0.5447911,0.77239555,0.6151904,0.8075952
2538,0.73291713,0.86645854,0.7058897,0.85294485,0.6893858,0.8446929,0.63881725,0.81940866,0.6863564,0.8431782,0.67777437,0.8388872,0.63152945,0.8157647,0.7109015,0.85545075,0.6925867,0.84629333,0.6776372,0.8388186
2551,0.72848356,0.8642418,0.6816698,0.84083486,0.67187726,0.83593863,0.6133106,0.8066553,0.6539499,0.826975,0.6775913,0.83879566,0.62777585,0.81388795,0.659103,0.82955146,0.66311854,0.8315593,0.6517984,0.82589924
2553,0.7132313,0.85661566,0.6821469,0.84107345,0.68198454,0.8409923,0.6508696,0.8254348,0.6883826,0.8441913,0.6653546,0.8326773,0.68541336,0.8427067,0.6915152,0.8457576,0.6756134,0.8378067,0.6863003,0.84315014
2554,0.69667125,0.8483356,0.69743776,0.8487189,0.626369,0.8131845,0.67645437,0.83822715,0.67606926,0.83803463,0.74967194,0.87483597,0.7015642,0.8507821,0.7607717,0.8803859,0.75930965,0.8796548,0.7754711,0.88773555
2555,0.59071803,0.795359,0.60965776,0.8048289,0.61021394,0.805107,0.58480287,0.79240143,0.5420092,0.77100456,0.51949865,0.7597493,0.5089978,0.7544989,0.57142437,0.7857122,0.5935853,0.7967926,0.534508,0.767254
2556,0.63917816,0.8195891,0.6941495,0.84707475,0.68924034,0.84462017,0.6370733,0.81853664,0.56893116,0.78446555,0.54077053,0.77038527,0.505985,0.7529925,0.6605365,0.83026826,0.6180347,0.80901736,0.56489706,0.78244853
2577,0.75312495,0.8765625,0.69183713,0.84591854,0.6738224,0.8369112,0.63012064,0.8150603,0.6696944,0.8348472,0.69153637,0.8457682,0.6307312,0.8153656,0.68255097,0.84127545,0.65919703,0.82959855,0.69569784,0.8478489
2582,0.6102513,0.80512565,0.6064784,0.8032392,0.5842329,0.79211646,0.5709133,0.78545666,0.5646947,0.7823473,0.62093836,0.81046915,0.59199005,0.795995,0.61505795,0.807529,0.65355736,0.82677865,0.66398895,0.8319945
2583,0.6556936,0.82784677,0.71399933,0.85699964,0.6915862,0.8457931,0.6371371,0.8185686,0.6242677,0.81213385,0.5826322,0.7913161,0.5559449,0.77797246,0.64030147,0.82015073,0.6301327,0.81506634,0.59225714,0.7961286
2584,0.76655465,0.8832773,0.6844394,0.8422197,0.68500745,0.8425037,0.6045121,0.80225605,0.7098168,0.8549084,0.6991399,0.8495699,0.614143,0.8070715,0.6955283,0.84776413,0.60447335,0.8022367,0.66170955,0.8308548
2585,0.7077172,0.8538586,0.7032529,0.85162646,0.67501086,0.83750546,0.6633204,0.8316602,0.6588507,0.82942533,0.6507269,0.82536346,0.64311475,0.8215574,0.68742514,0.84371257,0.6936356,0.8468178,0.67202115,0.8360106
2586,0.7148489,0.85742444,0.6921818,0.8460909,0.67325145,0.8366257,0.6436678,0.8218339,0.62203085,0.8110154,0.64404523,0.8220226,0.56341374,0.78170687,0.6818173,0.84090865,0.6641156,0.83205783,0.62923276,0.8146164
2587,0.6295124,0.8147562,0.6327682,0.8163841,0.6621393,0.83106965,0.6059231,0.8029616,0.57331944,0.7866597,0.54511964,0.7725598,0.5181799,0.75908995,0.60888577,0.8044429,0.58505857,0.7925293,0.5468378,0.7734189
2588,0.72050005,0.86025,0.66488194,0.832441,0.64633596,0.823168,0.6556599,0.82782996,0.58133173,0.79066586,0.59249616,0.7962481,0.5211046,0.7605523,0.6402887,0.82014436,0.6414608,0.8207304,0.590387,0.7951935
2589,0.7715727,0.88578635,0.69966054,0.84983027,0.6774478,0.8387239,0.6738167,0.83690834,0.70887846,0.85443926,0.695169,0.8475845,0.66850257,0.8342513,0.7093879,0.85469395,0.6494014,0.8247007,0.69268835,0.8463442
2590,0.6902314,0.84511566,0.6962261,0.84811306,0.70643616,0.8532181,0.72375816,0.8618791,0.66324514,0.8316226,0.5576788,0.7788394,0.60108244,0.8005412,0.6707419,0.83537096,0.5950217,0.79751086,0.60757613,0.80378807
2591,0.6694064,0.8347032,0.64674443,0.82337224,0.68562484,0.8428124,0.6211152,0.8105576,0.6187856,0.8093928,0.6155354,0.8077677,0.55224323,0.7761216,0.6558739,0.82793695,0.5965199,0.79826,0.6381567,0.8190783
2592,0.6578004,0.8289002,0.653669,0.8268345,0.6312579,0.81562895,0.59891105,0.7994555,0.6234596,0.8117298,0.58112705,0.7905635,0.5463103,0.77315515,0.61570036,0.8078502,0.571367,0.7856835,0.5886054,0.7943027
2594,0.6588464,0.8294232,0.6225804,0.8112902,0.65625393,0.82812697,0.67299783,0.8364989,0.6415812,0.8207906,0.58520377,0.7926019,0.54627573,0.77313787,0.62541616,0.8127081,0.58611584,0.7930579,0.56823343,0.78411674
2595,0.54153615,0.77076805,0.632501,0.8162505,0.5442187,0.7721094,0.5686463,0.78432316,0.5101533,0.75507665,0.48876414,0.7443821,0.54472005,0.77236,0.566195,0.7830975,0.5392364,0.7696182,0.53146946,0.76573473
2597,0.8081015,0.9040507,0.7070396,0.8535198,0.7574576,0.8787288,0.6689042,0.8344521,0.7119311,0.85596555,0.7524674,0.8762337,0.6451659,0.82258296,0.74544454,0.87272227,0.6791224,0.8395612,0.70488346,0.8524417
2645,0.6753233,0.8376616,0.6721318,0.8360659,0.6869923,0.84349614,0.6061103,0.80305517,0.64021325,0.8201066,0.6836725,0.8418362,0.6242435,0.81212175,0.6886608,0.84433043,0.70123076,0.8506154,0.713372,0.856686
2654,0.7110683,0.85553414,0.68380654,0.84190327,0.68270385,0.8413519,0.6756167,0.8378084,0.6424757,0.82123786,0.6092999,0.80464995,0.56841147,0.78420573,0.67481154,0.8374058,0.60826886,0.8041344,0.6146104,0.8073052
2655,0.7424859,0.87124294,0.6798585,0.8399292,0.71407306,0.85703653,0.6800676,0.84003377,0.70047414,0.8502371,0.70892906,0.85446453,0.64762366,0.8238118,0.715927,0.8579635,0.675524,0.837762,0.70880675,0.8544034
2656,0.6421562,0.82107806,0.6539829,0.82699144,0.60253465,0.8012673,0.5680826,0.7840413,0.57588017,0.7879401,0.54620904,0.77310455,0.49706796,0.74853396,0.6092038,0.8046019,0.5439671,0.77198356,0.5336455,0.76682276
2657,0.573094,0.786547,0.5798819,0.78994095,0.60218847,0.80109423,0.54294556,0.7714728,0.5712485,0.78562427,0.62797606,0.81398803,0.5318582,0.7659291,0.6765928,0.8382964,0.7022772,0.8511386,0.62555283,0.81277645
2658,0.6684025,0.8342012,0.624426,0.812213,0.62645984,0.8132299,0.6049658,0.8024829,0.59046555,0.7952328,0.56304896,0.7815245,0.48562586,0.74281293,0.6248479,0.81242394,0.6164571,0.80822855,0.5626253,0.78131264
2659,0.6097114,0.8048557,0.6254418,0.8127209,0.59847724,0.7992386,0.5901636,0.7950818,0.61755323,0.8087766,0.56777763,0.7838888,0.6063459,0.80317295,0.6162618,0.80813086,0.6188473,0.8094237,0.5944592,0.7972296
2660,0.62657416,0.8132871,0.63482535,0.8174127,0.61076605,0.805383,0.61211646,0.8060582,0.59739923,0.7986996,0.62282467,0.81141233,0.64760447,0.82380223,0.64489913,0.82244956,0.6934259,0.84671295,0.68746233,0.84373116
2741,0.62775314,0.81387657,0.5475905,0.77379525,0.54927254,0.77463627,0.57126164,0.7856308,0.5763645,0.78818226,0.5493596,0.7746798,0.524299,0.7621495,0.54300374,0.7715019,0.5338944,0.7669472,0.534554,0.767277
2766,0.6616291,0.83081454,0.71901083,0.8595054,0.6570024,0.8285012,0.6025486,0.8012743,0.6142721,0.80713606,0.5954566,0.7977283,0.55250883,0.7762544,0.69407797,0.847039,0.61677253,0.80838627,0.58621216,0.7931061
2793,0.73405397,0.867027,0.7351987,0.86759937,0.67443645,0.8372182,0.6486379,0.82431895,0.6741124,0.83705616,0.71173495,0.8558675,0.67703396,0.83851695,0.75918174,0.87959087,0.70599157,0.85299575,0.73668134,0.8683407
2810,0.66888237,0.8344412,0.6913595,0.84567976,0.66020834,0.8301042,0.60680306,0.8034015,0.59656405,0.798282,0.54528433,0.77264214,0.50846684,0.7542334,0.6368823,0.81844115,0.60240614,0.8012031,0.5274475,0.76372373
2824,0.6944496,0.84722483,0.72383535,0.8619177,0.70093894,0.85046947,0.6904227,0.8452114,0.6480023,0.8240012,0.60196793,0.80098397,0.55394137,0.7769707,0.7027415,0.85137075,0.66243887,0.83121943,0.61444914,0.8072246
3002,0.6330411,0.8165206,0.6196946,0.8098473,0.6729833,0.83649164,0.6091912,0.8045956,0.60957265,0.8047863,0.5316221,0.7658111,0.54232395,0.771162,0.5972434,0.7986217,0.61342764,0.8067138,0.5794976,0.7897488
3021,0.6754609,0.8377304,0.6464702,0.8232351,0.6308832,0.8154416,0.5908495,0.79542476,0.6239474,0.8119737,0.56156987,0.78078496,0.5391885,0.76959425,0.62094563,0.81047285,0.6075357,0.80376786,0.59462726,0.79731363
3093,0.724551,0.8622755,0.7824347,0.89121735,0.7187811,0.85939056,0.69492424,0.8474621,0.76918566,0.88459283,0.6701894,0.8350947,0.699407,0.8497035,0.752157,0.8760785,0.7334785,0.8667393,0.7336048,0.8668024
3105,0.80633366,0.90316683,0.760448,0.880224,0.7433122,0.87165606,0.67602134,0.83801067,0.7509919,0.8754959,0.684518,0.842259,0.6844059,0.84220296,0.72492015,0.8624601,0.70163643,0.8508182,0.71943116,0.8597156
3113,0.61235774,0.80617887,0.5954913,0.79774565,0.58000165,0.7900008,0.5535897,0.77679485,0.55718845,0.77859426,0.64449155,0.8222458,0.5747321,0.78736603,0.62654495,0.8132725,0.6082994,0.8041497,0.6343268,0.8171634
3118,0.6460283,0.82301414,0.66881394,0.834407,0.63547313,0.81773657,0.6138513,0.80692565,0.667855,0.8339275,0.6194159,0.80970794,0.62277603,0.811388,0.6788323,0.83941615,0.69092834,0.84546417,0.66944337,0.8347217
3120,0.5422436,0.7711218,0.5255659,0.76278293,0.5452719,0.77263594,0.56547594,0.782738,0.46366322,0.7318316,0.4748081,0.73740405,0.4016968,0.7008484,0.54379654,0.77189827,0.54380906,0.7719045,0.48757428,0.74378717
3122,0.7918836,0.8959418,0.7269806,0.86349034,0.72876227,0.86438113,0.6604752,0.8302376,0.7027877,0.8513938,0.7159549,0.85797745,0.6417572,0.8208786,0.74411607,0.87205803,0.7080837,0.8540418,0.70903724,0.85451865
3123,0.6456294,0.8228147,0.63276637,0.8163832,0.608654,0.804327,0.5853308,0.79266536,0.61592585,0.8079629,0.65975237,0.8298762,0.62348187,0.81174093,0.6624346,0.8312173,0.6765429,0.83827144,0.65990996,0.829955
3133,0.73859614,0.8692981,0.7014952,0.8507476,0.7154567,0.85772836,0.66770816,0.8338541,0.6677856,0.8338928,0.70560026,0.85280013,0.62828803,0.814144,0.737785,0.8688925,0.6690515,0.83452576,0.7001023,0.85005116
3134,0.7574506,0.8787253,0.7241621,0.86208105,0.72935975,0.8646799,0.6513735,0.82568675,0.7299869,0.86499345,0.7385721,0.86928606,0.66375285,0.8318764,0.7497622,0.8748811,0.6950093,0.8475046,0.70773983,0.8538699
3135,0.75743246,0.87871623,0.67110956,0.8355548,0.70315695,0.8515785,0.6099582,0.8049791,0.6831567,0.84157836,0.6838117,0.84190583,0.60351014,0.8017551,0.67960405,0.839802,0.6329297,0.81646484,0.6565658,0.8282829
3136,0.6364753,0.81823766,0.6667621,0.83338106,0.6304604,0.8152302,0.6082984,0.8041492,0.6114792,0.80573964,0.51414645,0.7570732,0.54014885,0.7700744,0.6290782,0.8145391,0.5861088,0.7930544,0.5433134,0.7716567
3137,0.7453611,0.87268054,0.69310015,0.8465501,0.69369864,0.8468493,0.6417787,0.82088935,0.6620183,0.83100915,0.6636149,0.8318075,0.5918586,0.7959293,0.69914657,0.84957325,0.6611787,0.83058935,0.67490894,0.83745444
3138,0.65271115,0.8263556,0.6080078,0.8040039,0.65244603,0.826223,0.6108558,0.8054279,0.58098865,0.7904943,0.5881013,0.7940507,0.52238923,0.7611946,0.62098837,0.8104942,0.551752,0.775876,0.5563925,0.7781962
3139,0.73454547,0.86727273,0.6685493,0.83427465,0.70905876,0.8545294,0.6414539,0.820727,0.6519703,0.8259852,0.6725316,0.8362658,0.57203656,0.78601825,0.699391,0.8496955,0.66933775,0.8346689,0.6642918,0.8321459
3140,0.7668903,0.88344514,0.6778344,0.8389172,0.68243307,0.84121656,0.6248375,0.81241876,0.68102145,0.8405107,0.74594676,0.8729734,0.6625482,0.8312741,0.72373843,0.8618692,0.6615155,0.83075774,0.71771264,0.8588563
3141,0.60881966,0.80440986,0.65759826,0.8287991,0.64111567,0.82055783,0.5556651,0.7778325,0.5994842,0.7997421,0.5847979,0.7923989,0.54239446,0.7711972,0.6317053,0.81585264,0.6100184,0.8050092,0.5974487,0.79872435
3142,0.7501248,0.8750624,0.68776834,0.84388417,0.7223289,0.86116445,0.67008346,0.83504176,0.6638657,0.83193284,0.66646814,0.8332341,0.6142634,0.8071317,0.685856,0.842928,0.6638124,0.8319062,0.6832997,0.8416499
3143,0.7535039,0.87675196,0.7035452,0.8517726,0.72719884,0.8635994,0.64177895,0.8208895,0.6847105,0.84235525,0.6768219,0.838411,0.63279045,0.8163952,0.7153812,0.8576906,0.650421,0.8252105,0.67689216,0.8384461
3144,0.61443675,0.8072184,0.569389,0.7846945,0.5878361,0.793918,0.5744631,0.78723156,0.55137444,0.7756872,0.5183773,0.75918865,0.4989562,0.7494781,0.6085036,0.8042518,0.56583977,0.7829199,0.54151547,0.77075773
3145,0.6532691,0.8266345,0.62773764,0.8138688,0.59382963,0.7969148,0.5677255,0.7838627,0.6232413,0.81162065,0.59527445,0.7976372,0.60818017,0.8040901,0.6125244,0.8062622,0.6024376,0.8012188,0.5998759,0.79993796
3146,0.74434274,0.8721714,0.68872976,0.8443649,0.6940895,0.8470447,0.62634486,0.81317246,0.7027966,0.8513983,0.72792804,0.863964,0.6951792,0.8475896,0.7123325,0.85616624,0.6394027,0.8197013,0.6733914,0.8366957
3147,0.6950729,0.84753644,0.665411,0.8327055,0.6261313,0.81306565,0.6681856,0.8340928,0.6407752,0.8203876,0.66642004,0.83321,0.65410864,0.8270543,0.71306324,0.8565316,0.6960124,0.8480062,0.6932028,0.84660137
3148,0.7062217,0.85311085,0.68230176,0.8411509,0.69274753,0.8463738,0.62550473,0.81275237,0.6927164,0.8463582,0.70580816,0.8529041,0.6903017,0.8451508,0.7222646,0.86113226,0.6921385,0.8460692,0.72302634,0.86151314
3149,0.73689526,0.86844766,0.72164273,0.86082137,0.6812895,0.8406447,0.69361025,0.8468051,0.68197864,0.84098935,0.6495737,0.82478684,0.6415471,0.82077354,0.6661279,0.83306396,0.6292763,0.81463814,0.6387155,0.81935775
3150,0.72023845,0.8601192,0.60384345,0.8019217,0.65050066,0.8252503,0.59601265,0.7980063,0.62107813,0.81053907,0.68040407,0.84020203,0.54525894,0.7726295,0.66637814,0.8331891,0.5945538,0.7972769,0.636484,0.818242
3153,0.6411421,0.82057106,0.6256632,0.81283164,0.6697656,0.8348828,0.61568564,0.80784285,0.6148683,0.80743414,0.60104704,0.8005235,0.5836846,0.79184234,0.62861615,0.81430805,0.63253754,0.8162688,0.6065118,0.8032559
3155,0.43661243,0.7183062,0.36456826,0.6822841,0.37821466,0.6891073,0.2836415,0.6418207,0.33412164,0.66706085,0.3143754,0.6571877,0.25102144,0.6255107,0.33437514,0.6671876,0.23220119,0.6161006,0.24776495,0.6238825
3156,0.7789041,0.88945204,0.64947486,0.8247374,0.7120192,0.8560096,0.61709654,0.8085483,0.66046286,0.8302314,0.67644835,0.8382242,0.56954247,0.7847712,0.67548347,0.83774173,0.59339917,0.7966996,0.64492035,0.8224602
3157,0.71527004,0.857635,0.6815442,0.8407721,0.72382444,0.86191225,0.62155664,0.8107783,0.6808787,0.8404393,0.6711745,0.83558726,0.5672964,0.7836482,0.68979716,0.8448986,0.6350864,0.8175432,0.6386704,0.8193352
3158,0.6957965,0.84789824,0.6333593,0.81667966,0.61480284,0.8074014,0.5914706,0.7957353,0.6379696,0.8189848,0.6452964,0.82264817,0.6007301,0.8003651,0.64512885,0.8225644,0.60327804,0.801639,0.61281085,0.8064054
3159,0.6464268,0.8232134,0.57465315,0.7873266,0.66234124,0.8311706,0.4934318,0.7467159,0.5978162,0.7989081,0.6370818,0.81854093,0.52569044,0.7628452,0.63125086,0.8156254,0.54789925,0.7739496,0.58454746,0.79227376
3160,0.7345129,0.86725646,0.7025064,0.8512532,0.7034129,0.85170645,0.62234867,0.81117433,0.6859237,0.84296185,0.70815235,0.85407615,0.67747796,0.838739,0.7396569,0.86982846,0.70006514,0.85003257,0.7218445,0.8609222
