,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score
98348,0.56863344,0.7843167,0.56507605,0.78253806,0.5310996,0.7655498,0.5660039,0.78300196,0.58325464,0.7916273,0.68338716,0.8416936,0.649123,0.8245615,0.6660881,0.83304405,0.7291701,0.86458504,0.73697317,0.8684866
98349,0.7325969,0.86629844,0.71804905,0.8590245,0.6327981,0.81639904,0.6615188,0.8307594,0.7545278,0.8772639,0.8051528,0.9025764,0.73698986,0.8684949,0.8132067,0.90660334,0.7970979,0.89854896,0.8028319,0.90141594
98350,0.6520325,0.82601625,0.62483793,0.81241894,0.5633964,0.7816982,0.62539977,0.8126999,0.6854558,0.8427279,0.8166965,0.90834826,0.734644,0.86732197,0.7668507,0.88342535,0.77753353,0.88876677,0.8091656,0.9045828
98351,0.65109825,0.8255491,0.67173815,0.8358691,0.6101458,0.8050729,0.5924996,0.7962498,0.6789137,0.83945686,0.7306974,0.8653487,0.7075279,0.85376394,0.7211693,0.8605846,0.74641037,0.8732052,0.74720824,0.8736041
98352,0.58385944,0.7919297,0.58849657,0.7942483,0.5139319,0.75696594,0.54379433,0.7718972,0.61712563,0.8085628,0.7542745,0.87713724,0.7385105,0.86925524,0.72456324,0.8622816,0.7772744,0.8886372,0.8021367,0.90106833
98353,0.53646684,0.7682334,0.52215743,0.7610787,0.46983117,0.7349156,0.47820258,0.7391013,0.5735386,0.7867693,0.6758045,0.83790225,0.68189806,0.84094906,0.6438867,0.82194334,0.64567643,0.8228382,0.6847285,0.84236425
98354,0.4844072,0.7422036,0.56427073,0.78213537,0.5122148,0.7561074,0.4695592,0.7347796,0.49706745,0.7485337,0.42557168,0.71278584,0.4723195,0.73615974,0.49311328,0.74655664,0.4825565,0.74127823,0.41870922,0.70935464
98355,0.6400039,0.82000196,0.6655588,0.8327794,0.6165012,0.8082506,0.6355199,0.81776,0.6569822,0.8284911,0.6902987,0.84514934,0.7008157,0.85040784,0.69451714,0.84725857,0.7314831,0.86574155,0.7501122,0.8750561
98356,0.53151244,0.76575625,0.56684697,0.7834235,0.47650602,0.738253,0.52197015,0.7609851,0.5644157,0.78220785,0.59491634,0.7974582,0.6080773,0.80403864,0.62120056,0.8106003,0.6315994,0.8157997,0.6099015,0.8049507
98357,0.6152652,0.80763257,0.65101326,0.8255066,0.5840336,0.7920168,0.58990157,0.7949508,0.58395255,0.7919763,0.49162203,0.745811,0.5063104,0.75315523,0.5622515,0.7811258,0.53922766,0.76961386,0.48312086,0.74156046
98358,0.69003487,0.84501743,0.68393695,0.8419685,0.65198225,0.82599115,0.61978,0.80989003,0.7504056,0.8752028,0.83250415,0.9162521,0.7905354,0.8952677,0.81721306,0.9086065,0.82141614,0.91070807,0.84753114,0.92376554
98359,0.5906503,0.79532516,0.55742395,0.778712,0.5295669,0.76478344,0.53874546,0.7693727,0.6072258,0.8036129,0.70114505,0.8505725,0.6582459,0.82912296,0.6559744,0.8279872,0.7234436,0.8617218,0.7217824,0.8608912
98360,0.43616492,0.7180824,0.48029903,0.7401495,0.41689575,0.7084479,0.5792854,0.7896427,0.38075843,0.6903792,0.37919483,0.6895974,0.369324,0.684662,0.46441817,0.7322091,0.5045374,0.7522687,0.42539465,0.7126973
98361,0.68716645,0.8435832,0.707252,0.853626,0.6335217,0.81676084,0.69064313,0.84532154,0.71000314,0.85500157,0.7610506,0.8805253,0.70721155,0.85360575,0.8083775,0.90418875,0.78467226,0.89233613,0.79531616,0.8976581
98362,0.55675733,0.77837867,0.5642124,0.78210616,0.51758575,0.7587929,0.5491065,0.77455324,0.5918277,0.7959138,0.6385596,0.8192798,0.65054536,0.8252727,0.6312654,0.8156327,0.6587399,0.82936996,0.6630773,0.8315387
98363,0.68162894,0.8408145,0.65903175,0.8295159,0.6206177,0.8103088,0.6359627,0.81798136,0.65224576,0.8261229,0.6799662,0.8399831,0.6044022,0.8022011,0.7214692,0.8607346,0.71411324,0.8570566,0.6998769,0.84993845
98364,0.63034725,0.8151736,0.65534663,0.8276733,0.6728263,0.83641315,0.60151124,0.8007556,0.65609443,0.8280472,0.73865217,0.8693261,0.6640035,0.83200175,0.7657856,0.8828928,0.7052065,0.85260326,0.7323867,0.86619335
98365,0.6133015,0.80665076,0.66418946,0.8320947,0.5921602,0.7960801,0.6188532,0.8094266,0.5862634,0.7931317,0.6136235,0.80681175,0.5841988,0.79209936,0.6989049,0.84945244,0.69269663,0.8463483,0.6604237,0.8302119
98366,0.5327239,0.76636195,0.5389527,0.76947635,0.48575705,0.74287856,0.4830863,0.7415432,0.5331198,0.7665599,0.53864837,0.7693242,0.5236777,0.76183885,0.58778375,0.7938919,0.5543773,0.77718866,0.5396938,0.7698469
98367,0.6666458,0.8333229,0.6334412,0.8167206,0.61093324,0.80546665,0.63031125,0.8151556,0.6519377,0.82596886,0.7299064,0.86495316,0.6575839,0.828792,0.6972942,0.8486471,0.74754393,0.87377197,0.7243356,0.86216784
98368,0.46413022,0.7320651,0.5049393,0.75246966,0.4510307,0.72551537,0.46955824,0.7347791,0.46627325,0.73313665,0.53832614,0.7691631,0.52217555,0.7610878,0.5145643,0.75728214,0.5959205,0.7979603,0.5594603,0.77973014
98369,0.51449645,0.7572482,0.5271834,0.7635917,0.49183786,0.7459189,0.5104719,0.7552359,0.584533,0.7922665,0.7189443,0.85947216,0.6555431,0.82777154,0.6934993,0.84674966,0.68277895,0.8413895,0.73687005,0.868435
98370,0.68150854,0.8407543,0.6627574,0.8313787,0.59024334,0.79512167,0.6303702,0.81518507,0.6975266,0.8487633,0.81529456,0.90764725,0.74994296,0.8749715,0.78487194,0.89243597,0.76145434,0.8807272,0.7974414,0.89872074
98371,0.7424455,0.87122273,0.73266464,0.8663323,0.68662703,0.8433135,0.7362392,0.8681196,0.7224332,0.8612166,0.7472267,0.87361336,0.7108743,0.85543716,0.7917404,0.8958702,0.7895816,0.89479077,0.76420045,0.8821002
98372,0.66926926,0.83463466,0.6131015,0.80655074,0.54000425,0.7700021,0.62269664,0.8113483,0.6137265,0.80686325,0.71665996,0.85833,0.64464974,0.8223249,0.74353385,0.8717669,0.68519694,0.84259844,0.72902423,0.8645121
98373,0.7018359,0.85091794,0.62994313,0.81497157,0.6133846,0.8066923,0.7044287,0.85221434,0.61560124,0.80780065,0.6815127,0.84075636,0.5755017,0.78775084,0.68311054,0.84155524,0.6814417,0.8407209,0.66938055,0.8346903
98374,0.6862235,0.84311175,0.6678723,0.83393615,0.6179663,0.80898315,0.68292296,0.8414615,0.6980659,0.84903294,0.75992537,0.8799627,0.6942133,0.84710664,0.7670334,0.88351667,0.7548642,0.8774321,0.7440946,0.8720473
98375,0.68893415,0.84446704,0.7105757,0.85528785,0.6654805,0.83274025,0.6998378,0.8499189,0.68334985,0.8416749,0.7303916,0.8651958,0.681415,0.84070754,0.7359055,0.86795276,0.7549181,0.87745905,0.7514251,0.8757125
98376,0.73869914,0.8693496,0.682889,0.8414445,0.6206503,0.81032515,0.6458045,0.82290226,0.7241733,0.86208665,0.8241003,0.9120501,0.69624484,0.8481224,0.7699045,0.88495225,0.76456493,0.8822825,0.7743349,0.88716745
98377,0.6313829,0.8156915,0.6309255,0.8154627,0.5874672,0.7937336,0.63118494,0.81559247,0.6475396,0.8237698,0.7446256,0.8723128,0.6984184,0.8492092,0.7723086,0.8861543,0.7805345,0.89026725,0.8023501,0.901175
98378,0.6458652,0.8229326,0.64069736,0.8203487,0.56199265,0.7809963,0.61753464,0.8087673,0.6855792,0.8427896,0.7523465,0.87617326,0.75257707,0.87628853,0.7498144,0.8749072,0.7268307,0.86341536,0.7909268,0.8954634
98379,0.6253168,0.8126584,0.5792973,0.78964865,0.5468792,0.7734396,0.56166136,0.7808307,0.6650889,0.83254445,0.8016839,0.90084195,0.71390975,0.8569549,0.7249919,0.86249596,0.7171916,0.8585958,0.79290456,0.8964523
98380,0.67946756,0.8397338,0.6561552,0.8280776,0.5905943,0.79529715,0.6975036,0.8487518,0.6960015,0.84800076,0.79464763,0.89732385,0.7484064,0.8742032,0.787248,0.893624,0.79394925,0.8969746,0.8043324,0.9021662
98381,0.5522131,0.77610654,0.5830445,0.79152226,0.49005926,0.7450296,0.585411,0.79270554,0.5238087,0.76190436,0.57961607,0.78980803,0.5671456,0.7835728,0.6342272,0.81711364,0.6161005,0.8080503,0.56983,0.784915
98382,0.60398364,0.8019918,0.58545494,0.7927275,0.50169784,0.7508489,0.57088935,0.7854447,0.6458071,0.8229035,0.76865256,0.8843263,0.7233387,0.86166936,0.7417331,0.87086654,0.72438633,0.86219317,0.7883209,0.89416045
98383,0.67570484,0.8378524,0.6690752,0.8345376,0.6043355,0.8021678,0.61971414,0.8098571,0.6967206,0.8483603,0.7353722,0.8676861,0.6708265,0.8354132,0.718791,0.8593955,0.7391867,0.8695934,0.7180686,0.8590343
98384,0.66464674,0.8323234,0.6796582,0.8398291,0.6076887,0.80384433,0.6871322,0.84356606,0.64110446,0.82055223,0.66415066,0.83207536,0.6384901,0.81924504,0.69714785,0.8485739,0.7186825,0.85934126,0.6989212,0.8494606
98385,0.62129486,0.8106474,0.62616,0.81308,0.5645888,0.7822944,0.6156573,0.80782866,0.65458024,0.8272901,0.7423736,0.8711868,0.70303863,0.85151935,0.7473722,0.8736861,0.7560247,0.87801236,0.7808228,0.8904114
98386,0.7000756,0.8500378,0.67819285,0.8390964,0.6436266,0.8218133,0.70698524,0.8534926,0.7105075,0.85525376,0.74334157,0.8716708,0.71023464,0.8551173,0.77242535,0.8862127,0.776688,0.888344,0.7810526,0.8905263
98387,0.68989766,0.8449488,0.7296847,0.86484236,0.6515088,0.8257544,0.71181476,0.8559074,0.7462574,0.8731287,0.75182265,0.87591136,0.7265172,0.8632586,0.7698107,0.88490534,0.73996836,0.86998415,0.7777991,0.88889956
98388,0.71790314,0.85895157,0.69710875,0.8485544,0.6410637,0.82053185,0.69400126,0.8470006,0.7121774,0.8560887,0.7914611,0.89573056,0.7153386,0.8576693,0.78096783,0.8904839,0.759918,0.879959,0.7933411,0.8966706
98389,0.7119262,0.8559631,0.656729,0.8283645,0.6264087,0.81320435,0.6468241,0.82341206,0.7140591,0.85702956,0.81486356,0.9074318,0.7349218,0.8674609,0.79046077,0.8952304,0.7802091,0.89010453,0.8243952,0.9121976
98390,0.5950315,0.79751575,0.5712205,0.78561026,0.52149194,0.760746,0.7045064,0.8522532,0.5913639,0.79568195,0.66676664,0.8333833,0.59195685,0.7959784,0.6474272,0.8237136,0.6516285,0.82581425,0.66835797,0.834179
98391,0.54287934,0.7714397,0.52143574,0.76071787,0.50624424,0.7531221,0.48638088,0.7431904,0.6078677,0.80393386,0.7498193,0.87490964,0.7031299,0.85156494,0.6752616,0.8376308,0.72185564,0.8609278,0.77219164,0.8860958
98392,0.52982897,0.7649145,0.5288279,0.76441395,0.47945833,0.73972917,0.5907369,0.79536843,0.47606707,0.73803353,0.492928,0.746464,0.46480215,0.7324011,0.5664991,0.78324956,0.5652416,0.7826208,0.529057,0.7645285
98393,0.58862156,0.7943108,0.5737145,0.78685725,0.49883512,0.74941754,0.5685483,0.78427416,0.5819324,0.7909662,0.67404914,0.83702457,0.6354463,0.81772316,0.6624384,0.8312192,0.6980076,0.8490038,0.68032765,0.8401638
98394,0.55027664,0.7751383,0.5665866,0.7832933,0.4886185,0.74430925,0.52113885,0.76056945,0.59758806,0.79879403,0.6547092,0.8273546,0.6729429,0.83647144,0.66191864,0.8309593,0.7119297,0.85596484,0.69895446,0.84947723
98395,0.7455631,0.8727815,0.69751716,0.8487586,0.6622338,0.8311169,0.6266901,0.8133451,0.787691,0.8938455,0.8825726,0.9412863,0.76545817,0.88272905,0.8465574,0.9232787,0.7763958,0.8881979,0.8405732,0.9202866
98396,0.5846331,0.79231656,0.5621323,0.7810662,0.5021355,0.75106776,0.58020556,0.7901028,0.6068821,0.80344105,0.6978456,0.8489228,0.68695545,0.8434777,0.70226455,0.8511323,0.7224847,0.86124235,0.72798264,0.8639913
98397,0.5989449,0.79947245,0.6004423,0.80022115,0.5143935,0.7571968,0.56647706,0.78323853,0.6417739,0.82088697,0.730347,0.86517346,0.71392226,0.85696113,0.71680796,0.858404,0.7503009,0.87515044,0.77472216,0.88736105
98398,0.6704682,0.8352341,0.6093397,0.80466986,0.5735012,0.7867506,0.55912244,0.7795612,0.71988034,0.8599402,0.8224398,0.9112199,0.7177152,0.85885763,0.76784813,0.88392407,0.7380286,0.86901426,0.7706228,0.88531137
98399,0.53943396,0.769717,0.5303378,0.7651689,0.45285618,0.7264281,0.48871356,0.74435675,0.5545995,0.77729976,0.6112306,0.8056153,0.60650945,0.8032547,0.5979229,0.79896146,0.6152456,0.8076228,0.603505,0.8017525
98400,0.6003046,0.8001523,0.56033564,0.7801678,0.5207746,0.7603873,0.58278024,0.7913901,0.5754663,0.78773314,0.6531657,0.82658285,0.61222017,0.8061101,0.6366535,0.8183267,0.714436,0.857218,0.67933774,0.83966887
98401,0.6470078,0.8235039,0.67410016,0.8370501,0.5857781,0.79288906,0.5867079,0.7933539,0.62570447,0.81285226,0.6890385,0.84451926,0.66412103,0.8320605,0.7524328,0.8762164,0.7362335,0.86811674,0.7120567,0.8560283
98402,0.77147174,0.88573587,0.71481454,0.8574073,0.6829501,0.841475,0.6580341,0.82901704,0.75705147,0.87852573,0.8488101,0.92440504,0.7422857,0.87114286,0.8215953,0.91079766,0.7652181,0.882609,0.82503235,0.9125162
1747,0.71094346,0.85547173,0.6233272,0.8116636,0.609463,0.8047315,0.6401472,0.8200736,0.64468133,0.82234067,0.69537914,0.84768957,0.6364566,0.8182283,0.67652893,0.83826447,0.707784,0.85389197,0.7034748,0.8517374
1784,0.56782806,0.783914,0.60165024,0.8008251,0.5207508,0.7603754,0.5590477,0.77952385,0.6079078,0.8039539,0.56140196,0.780701,0.60980475,0.8049024,0.60284686,0.80142343,0.6523016,0.8261508,0.5534302,0.7767151
2476,0.73854095,0.86927044,0.6613454,0.83067274,0.66255724,0.8312786,0.6001664,0.80008316,0.69986665,0.8499333,0.7306464,0.8653232,0.6598427,0.82992136,0.7163671,0.85818356,0.62790436,0.8139522,0.6754639,0.83773196
2515,0.72391814,0.8619591,0.7065133,0.85325664,0.6913828,0.84569144,0.6372442,0.8186221,0.66580397,0.83290195,0.6300578,0.8150289,0.5833349,0.79166746,0.669436,0.834718,0.64436054,0.8221803,0.6432953,0.82164764
2517,0.7415369,0.8707684,0.65920043,0.8296002,0.6806352,0.8403176,0.61484754,0.8074238,0.6502476,0.8251238,0.6362337,0.81811684,0.5337378,0.7668689,0.6637357,0.8318678,0.59058535,0.7952927,0.5890838,0.7945419
2529,0.6795316,0.8397658,0.605088,0.802544,0.603208,0.80160403,0.5477135,0.77385676,0.6635092,0.83175457,0.66942084,0.8347104,0.6550523,0.82752615,0.6528212,0.8264106,0.59435296,0.7971765,0.65183616,0.8259181
2538,0.7206837,0.86034185,0.6857854,0.8428927,0.6347835,0.81739175,0.64200455,0.82100224,0.663221,0.8316105,0.6714648,0.8357324,0.62994146,0.81497073,0.69259477,0.8462974,0.64472926,0.8223646,0.64528537,0.8226427
2551,0.7183607,0.85918033,0.7073188,0.8536594,0.64156127,0.82078063,0.56999683,0.7849984,0.6882727,0.84413636,0.7016723,0.85083616,0.6442867,0.8221433,0.6966313,0.84831566,0.6681136,0.8340568,0.6878482,0.8439241
2553,0.73255795,0.866279,0.68518543,0.8425927,0.67302763,0.8365138,0.6421092,0.8210546,0.6857727,0.8428863,0.6935229,0.84676147,0.6893096,0.8446548,0.70090926,0.8504546,0.68944407,0.84472203,0.7038506,0.8519253
2554,0.7435732,0.8717866,0.72232985,0.8611649,0.67461956,0.8373098,0.6773317,0.83866584,0.7533932,0.8766966,0.8143543,0.90717715,0.7582741,0.87913704,0.80811447,0.90405726,0.7714237,0.88571185,0.81520575,0.9076029
2555,0.5778125,0.7889062,0.6003761,0.80018806,0.55491984,0.7774599,0.5767858,0.7883929,0.5371283,0.76856416,0.5348896,0.7674448,0.53203297,0.7660165,0.5860374,0.7930187,0.6116018,0.8058009,0.5551442,0.7775721
2556,0.671031,0.8355155,0.7185191,0.85925955,0.6860305,0.84301525,0.6581882,0.8290941,0.6355696,0.8177848,0.6144335,0.80721676,0.5723021,0.78615105,0.70296353,0.8514818,0.6526682,0.8263341,0.61145234,0.8057262
2577,0.77265716,0.8863286,0.7418343,0.87091714,0.6892028,0.8446014,0.65774834,0.8288742,0.6951547,0.84757733,0.7244048,0.8622024,0.68151665,0.8407583,0.7165055,0.85825276,0.6983607,0.84918034,0.70695484,0.8534774
2582,0.7239255,0.86196274,0.68818426,0.84409213,0.68054867,0.84027433,0.5979227,0.79896134,0.6971127,0.84855634,0.72694826,0.86347413,0.6735281,0.83676404,0.73072225,0.8653611,0.67449164,0.8372458,0.6984992,0.8492496
2583,0.6561722,0.82808614,0.7122489,0.85612446,0.6828108,0.8414054,0.6212309,0.8106154,0.65436673,0.82718337,0.6492815,0.82464075,0.61492795,0.807464,0.6779921,0.83899605,0.65591633,0.82795817,0.6303617,0.81518084
2584,0.77476305,0.88738155,0.66375697,0.8318785,0.6650658,0.8325329,0.59273064,0.7963653,0.7071024,0.8535512,0.7317542,0.8658771,0.62387884,0.8119394,0.71807665,0.85903835,0.6082637,0.80413187,0.66767395,0.833837
2585,0.6978437,0.84892184,0.6452422,0.8226211,0.61712295,0.80856144,0.5585496,0.7792748,0.65034723,0.8251736,0.71964896,0.8598245,0.6405771,0.82028854,0.6802484,0.8401242,0.64501107,0.82250553,0.679008,0.839504
2586,0.74123573,0.87061787,0.7199166,0.8599583,0.6820228,0.8410114,0.66640884,0.8332044,0.6569997,0.82849985,0.676836,0.838418,0.6014718,0.8007359,0.71057,0.855285,0.69290817,0.8464541,0.6527084,0.8263542
2587,0.63249815,0.8162491,0.61682814,0.8084141,0.6467787,0.82338935,0.5597036,0.7798518,0.5782554,0.7891277,0.59538656,0.79769325,0.5433203,0.77166015,0.6240917,0.8120458,0.59979296,0.7998965,0.56189585,0.7809479
2588,0.76696366,0.88348186,0.714335,0.8571675,0.6625527,0.83127636,0.6910393,0.84551966,0.6659794,0.8329897,0.6694099,0.83470494,0.6180565,0.80902827,0.7214522,0.8607261,0.71263397,0.856317,0.6755132,0.83775663
2589,0.7568706,0.8784353,0.68169034,0.84084517,0.70013106,0.8500655,0.60171723,0.8008586,0.7070658,0.8535329,0.73123795,0.86561894,0.6279485,0.81397426,0.723578,0.861789,0.63097966,0.8154898,0.6854423,0.84272116
2590,0.7038502,0.85192513,0.6610855,0.83054274,0.6482825,0.82414126,0.64088535,0.8204427,0.63494635,0.8174732,0.6810886,0.84054434,0.6295153,0.81475765,0.68228614,0.8411431,0.6213155,0.81065774,0.6525676,0.8262838
2591,0.75698805,0.878494,0.677691,0.8388455,0.67810893,0.83905447,0.58893836,0.7944692,0.7281908,0.8640954,0.76576686,0.8828834,0.65794736,0.82897365,0.72456646,0.86228323,0.6698668,0.8349334,0.7282828,0.8641414
2592,0.70058334,0.85029167,0.65205336,0.8260267,0.6527193,0.8263596,0.6385097,0.8192549,0.6471909,0.82359546,0.63653654,0.8182683,0.5568461,0.7784231,0.6371305,0.81856525,0.5970746,0.7985373,0.6104058,0.8052029
2594,0.7281221,0.86406106,0.6621636,0.8310818,0.65441525,0.8272076,0.6535971,0.82679856,0.69133306,0.8456665,0.71179605,0.855898,0.64470935,0.8223547,0.69185245,0.8459262,0.6492939,0.82464695,0.65893805,0.829469
2595,0.6554701,0.82773507,0.665196,0.832598,0.62591213,0.8129561,0.60737664,0.8036883,0.6143955,0.80719775,0.6393875,0.81969374,0.6143702,0.8071851,0.6650781,0.8325391,0.63506556,0.8175328,0.6528957,0.82644784
2597,0.7920051,0.89600253,0.69750404,0.848752,0.7507268,0.8753634,0.6267358,0.8133679,0.7416041,0.87080204,0.7728648,0.8864324,0.65927714,0.8296386,0.74147874,0.87073934,0.6599421,0.8299711,0.6927227,0.84636134
2645,0.66462535,0.8323127,0.689116,0.844558,0.7118985,0.8559493,0.6291475,0.81457376,0.62201405,0.811007,0.6349226,0.8174613,0.60059047,0.80029523,0.6660141,0.83300704,0.6634308,0.8317154,0.65893185,0.8294659
2654,0.7167202,0.8583601,0.679968,0.839984,0.63365704,0.8168285,0.6776248,0.8388124,0.6693713,0.8346857,0.6643263,0.83216316,0.6318121,0.81590605,0.6809162,0.8404581,0.64153564,0.8207678,0.64652604,0.82326305
2655,0.72441113,0.86220556,0.6935394,0.8467697,0.6705529,0.8352765,0.58958495,0.7947925,0.68657464,0.84328735,0.74452674,0.8722634,0.65737927,0.82868963,0.72244096,0.8612205,0.6624674,0.83123374,0.71337116,0.8566856
2656,0.6479871,0.82399356,0.69630504,0.8481525,0.6255883,0.81279415,0.6120127,0.8060063,0.5893111,0.79465556,0.5749204,0.7874602,0.5517781,0.77588904,0.65120226,0.8256011,0.61800534,0.80900264,0.5518432,0.7759216
2657,0.6408889,0.82044446,0.6450934,0.8225467,0.60600084,0.80300045,0.6056498,0.8028249,0.6471921,0.82359606,0.69443834,0.84721917,0.6271836,0.81359184,0.7517521,0.87587607,0.7566478,0.8783239,0.71186554,0.8559328
2658,0.670171,0.8350855,0.61577725,0.8078886,0.6137249,0.8068625,0.5869051,0.79345256,0.5933416,0.7966708,0.5692292,0.78461456,0.45808375,0.7290419,0.6124566,0.8062283,0.581426,0.790713,0.53074926,0.76537466
2659,0.5904741,0.79523706,0.6073162,0.8036581,0.5446968,0.7723484,0.54318434,0.77159214,0.5836314,0.7918157,0.5932716,0.7966358,0.6196478,0.8098239,0.5868987,0.79344934,0.63227963,0.8161398,0.6209326,0.8104663
2660,0.6698209,0.83491045,0.6460186,0.8230093,0.62020975,0.81010485,0.6022586,0.80112934,0.6089115,0.80445576,0.6206105,0.81030524,0.6249105,0.81245524,0.640264,0.820132,0.631608,0.815804,0.634357,0.8171785
2741,0.6126733,0.80633664,0.5491713,0.77458566,0.5111295,0.75556475,0.5735239,0.78676194,0.5165729,0.7582865,0.47742113,0.7387106,0.45862746,0.72931373,0.4872117,0.74360585,0.49575692,0.74787843,0.45981455,0.7299073
2766,0.73423696,0.8671185,0.7997019,0.89985096,0.69804084,0.8490204,0.6296199,0.8148099,0.7006953,0.85034764,0.67911935,0.8395597,0.637692,0.818846,0.74791384,0.8739569,0.6829045,0.84145224,0.64570653,0.82285327
2793,0.7132975,0.85664874,0.7633356,0.8816678,0.6328742,0.8164371,0.60686326,0.80343163,0.67929775,0.83964884,0.68130505,0.8406525,0.6484388,0.8242194,0.7370366,0.8685183,0.6519455,0.82597274,0.6669049,0.83345246
2810,0.6866035,0.8433018,0.7006575,0.85032874,0.6616221,0.830811,0.6044264,0.8022132,0.6014377,0.80071884,0.576213,0.7881065,0.5072172,0.7536086,0.6779526,0.83897626,0.58981836,0.7949092,0.53062665,0.7653133
2824,0.7486541,0.87432706,0.78319645,0.8915982,0.7457157,0.8728578,0.69333124,0.8466656,0.7500887,0.87504435,0.6922915,0.84614575,0.67518663,0.8375933,0.76873744,0.8843687,0.73797584,0.8689879,0.7288352,0.8644176
3002,0.7386347,0.86931735,0.69587594,0.84793794,0.6890402,0.8445201,0.6810317,0.84051585,0.6613896,0.8306948,0.6604555,0.83022773,0.6674496,0.8337248,0.6860889,0.84304446,0.68339634,0.84169817,0.68573487,0.84286743
3021,0.65019536,0.8250977,0.63579214,0.81789607,0.5589539,0.77947694,0.5469991,0.77349955,0.5992168,0.7996084,0.5282017,0.76410085,0.4994357,0.74971783,0.5783589,0.78917944,0.55410784,0.77705395,0.5238128,0.7619064
3093,0.77217543,0.8860877,0.7209749,0.86048746,0.6798887,0.83994436,0.6527644,0.82638216,0.7350517,0.8675258,0.76609313,0.88304657,0.72095644,0.8604782,0.74438083,0.8721904,0.74246645,0.8712332,0.7544229,0.87721145
3105,0.80638945,0.9031947,0.7143198,0.8571599,0.71470296,0.8573515,0.61842245,0.80921125,0.7286596,0.8643298,0.7502265,0.87511325,0.68426573,0.84213287,0.7167763,0.8583882,0.6878722,0.8439361,0.7316296,0.8658148
3113,0.621106,0.810553,0.5716227,0.78581136,0.5775415,0.78877074,0.5379573,0.76897866,0.56480527,0.78240263,0.6435704,0.8217852,0.55699015,0.7784951,0.61745536,0.8087277,0.5944271,0.79721355,0.613514,0.806757
3118,0.6679822,0.8339911,0.65540063,0.8277003,0.58520997,0.792605,0.6153238,0.8076619,0.6128993,0.80644965,0.5978575,0.79892874,0.5797118,0.7898559,0.65239024,0.8261951,0.64780647,0.8239032,0.61665076,0.8083254
3120,0.6939162,0.8469581,0.7074033,0.85370165,0.6571934,0.8285967,0.64720595,0.823603,0.65527886,0.82763946,0.6328285,0.81641424,0.61480075,0.80740035,0.69819283,0.8490964,0.64697635,0.8234882,0.6524246,0.8262123
3122,0.79170585,0.8958529,0.72726655,0.8636333,0.7060927,0.85304636,0.63506347,0.8175317,0.7395339,0.86976695,0.72755873,0.86377937,0.65789104,0.8289455,0.7480835,0.87404174,0.69775677,0.8488784,0.70807666,0.85403836
3123,0.74020404,0.87010205,0.6954558,0.8477279,0.6900263,0.84501314,0.60361916,0.80180955,0.7286382,0.8643191,0.7787547,0.88937736,0.7112879,0.855644,0.75507945,0.87753975,0.7369778,0.8684889,0.76962924,0.8848146
3133,0.7272626,0.8636313,0.6196428,0.80982137,0.6484197,0.8242098,0.60153115,0.8007656,0.6531935,0.82659674,0.7553704,0.8776852,0.6305595,0.8152797,0.7037264,0.8518632,0.65088785,0.8254439,0.69725585,0.8486279
3134,0.80429053,0.90214527,0.73135453,0.86567724,0.7297567,0.86487836,0.64311117,0.8215556,0.75767976,0.87883985,0.7709433,0.88547164,0.6903052,0.8451526,0.75177175,0.87588584,0.7138226,0.8569113,0.7245563,0.86227816
