,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98331,0.5924403,0.7962202,0.55586565,0.7779328,0.5542199,0.77711,0.6251817,0.81259084,0.58145666,0.79072833,0.65559566,0.82779783,0.5212809,0.76064044,0.6284437,0.81422186,0.66188896,0.8309445,0.59635246,0.7981762
98332,0.5782472,0.7891236,0.6047968,0.80239844,0.53272665,0.7663633,0.6026887,0.8013444,0.59909153,0.79954576,0.674451,0.8372255,0.6819721,0.840986,0.7240578,0.8620289,0.71642125,0.8582106,0.7079832,0.8539916
98333,0.6037655,0.80188274,0.57291067,0.78645533,0.52019846,0.76009923,0.559222,0.779611,0.6175425,0.80877125,0.7383361,0.86916804,0.72293144,0.8614657,0.6792386,0.8396193,0.7476053,0.87380266,0.7821997,0.8910998
98334,0.7257189,0.8628595,0.7181617,0.85908085,0.732299,0.8661495,0.6800055,0.8400028,0.67175406,0.83587706,0.6752118,0.8376059,0.58331513,0.79165757,0.7130296,0.8565148,0.68984354,0.84492177,0.65757495,0.82878745
98335,0.6882653,0.84413266,0.68915534,0.84457767,0.65393966,0.82696986,0.6907259,0.84536296,0.698313,0.8491565,0.77086276,0.8854314,0.7056541,0.8528271,0.79688025,0.8984401,0.7616368,0.88081837,0.76680434,0.88340217
98336,0.57345587,0.7867279,0.5608265,0.78041327,0.56532073,0.78266037,0.5692054,0.7846027,0.59590447,0.79795223,0.66526544,0.8326327,0.55527043,0.7776352,0.64742935,0.8237147,0.6438446,0.8219223,0.61714786,0.80857396
98337,0.44353825,0.7217691,0.39424413,0.6971221,0.34978166,0.6748908,0.45662922,0.72831464,0.45926663,0.72963333,0.51050425,0.7552521,0.50232786,0.75116396,0.43473643,0.71736825,0.54704535,0.7735227,0.50874436,0.7543722
98338,0.53841,0.769205,0.59034383,0.7951719,0.5150895,0.75754476,0.5445437,0.7722719,0.5484219,0.77421093,0.52486223,0.76243114,0.532256,0.766128,0.6222211,0.81111056,0.6086648,0.8043324,0.55486965,0.7774348
98339,0.5887133,0.79435664,0.61652744,0.8082637,0.5417222,0.7708611,0.5828971,0.7914486,0.6418842,0.8209421,0.7342245,0.8671123,0.6899709,0.8449855,0.73109144,0.86554575,0.7275103,0.8637551,0.75666785,0.8783339
98340,0.65596986,0.8279849,0.6035079,0.80175394,0.5430468,0.77152336,0.596331,0.7981655,0.6720401,0.83602005,0.78625596,0.893128,0.74679196,0.873396,0.7178231,0.8589115,0.7226478,0.8613239,0.7662391,0.8831196
98341,0.6735184,0.8367592,0.65161866,0.82580936,0.6085292,0.8042646,0.64964736,0.8248237,0.6739655,0.8369827,0.80598754,0.9029938,0.70696664,0.8534833,0.7923207,0.89616036,0.7458372,0.8729186,0.7619078,0.8809539
98342,0.74030507,0.87015253,0.6740501,0.83702505,0.6175108,0.8087554,0.6157234,0.8078617,0.75440794,0.87720394,0.8365817,0.91829085,0.7584424,0.8792212,0.79206884,0.8960344,0.76767004,0.883835,0.8344656,0.9172328
98343,0.5238722,0.76193607,0.51495737,0.7574787,0.4701531,0.73507655,0.5186328,0.75931644,0.5283756,0.7641878,0.6314243,0.81571215,0.58441377,0.7922069,0.6224688,0.8112344,0.6773702,0.8386851,0.6759349,0.83796746
98344,0.6265931,0.81329656,0.63060427,0.81530213,0.5474262,0.7737131,0.6503043,0.82515216,0.6251883,0.8125942,0.7188589,0.8594295,0.66809845,0.8340492,0.7229171,0.86145854,0.7075635,0.85378176,0.7385044,0.8692522
98345,0.7543572,0.8771786,0.69822377,0.8491119,0.6568711,0.82843554,0.61802846,0.8090142,0.7730459,0.88652295,0.8498705,0.9249352,0.7300448,0.8650224,0.78690696,0.8934535,0.7243829,0.86219144,0.8209801,0.91049004
98346,0.57472634,0.7873632,0.6131675,0.80658376,0.5593139,0.77965695,0.5944234,0.7972117,0.6311688,0.8155844,0.7118195,0.85590976,0.65156734,0.82578367,0.7247052,0.8623526,0.72313786,0.8615689,0.72424996,0.862125
98347,0.5510342,0.7755171,0.5933523,0.79667616,0.52120954,0.76060474,0.56440115,0.7822006,0.5842413,0.79212064,0.6493614,0.8246807,0.639573,0.8197865,0.65321076,0.8266054,0.71273685,0.8563684,0.65911055,0.8295553
98348,0.6104209,0.8052105,0.57352424,0.7867621,0.54784274,0.7739214,0.5641445,0.78207225,0.62221694,0.81110847,0.7502175,0.8751087,0.6881103,0.8440552,0.701783,0.8508915,0.7566062,0.8783031,0.77745515,0.88872755
98349,0.7156869,0.85784346,0.6924623,0.84623116,0.6059013,0.8029506,0.6407734,0.8203867,0.72160995,0.860805,0.8299464,0.9149732,0.73317873,0.86658937,0.80800295,0.9040015,0.7850566,0.8925283,0.81099033,0.90549517
98350,0.64952993,0.82476497,0.6043962,0.8021981,0.5807202,0.7903601,0.6139138,0.8069569,0.6762676,0.8381338,0.8134502,0.9067251,0.7173,0.85864997,0.75669,0.878345,0.7407756,0.8703878,0.781849,0.8909245
98351,0.648388,0.824194,0.635075,0.8175375,0.5685688,0.7842844,0.5842239,0.792112,0.6772073,0.8386036,0.76887923,0.8844396,0.729676,0.864838,0.7306957,0.86534786,0.7417903,0.87089515,0.7698966,0.8849483
98352,0.5387355,0.76936775,0.55328935,0.7766447,0.46242604,0.73121303,0.5413627,0.7706814,0.5737919,0.786896,0.7016585,0.85082924,0.6781832,0.8390916,0.69479644,0.8473982,0.7365065,0.86825323,0.7439306,0.8719653
98353,0.6924828,0.8462414,0.60976815,0.8048841,0.59914356,0.79957175,0.5404675,0.77023375,0.69985914,0.8499296,0.8699133,0.93495667,0.75124764,0.8756238,0.7606003,0.88030016,0.7386769,0.86933845,0.81001997,0.90501
98354,0.5337203,0.7668601,0.5969864,0.7984932,0.5540093,0.77700466,0.4986754,0.7493377,0.569156,0.78457797,0.51383615,0.7569181,0.5343853,0.76719266,0.5566266,0.7783133,0.54155195,0.770776,0.50116587,0.75058293
98355,0.64519846,0.82259923,0.6332066,0.8166033,0.59867877,0.7993394,0.60115594,0.800578,0.64570117,0.8228506,0.7038654,0.8519327,0.7034674,0.8517337,0.6823984,0.84119916,0.7310767,0.86553836,0.7484018,0.87420094
98356,0.59590346,0.7979517,0.61039895,0.8051995,0.5317927,0.7658963,0.5665207,0.78326035,0.6094237,0.8047118,0.66883355,0.83441675,0.65664995,0.828325,0.6831051,0.84155256,0.69668233,0.84834117,0.6814787,0.84073937
98357,0.5610534,0.7805267,0.61175036,0.8058752,0.52523,0.76261497,0.5467481,0.7733741,0.53304505,0.7665225,0.46263534,0.73131764,0.5096445,0.75482225,0.51955783,0.7597789,0.53265357,0.7663268,0.47638702,0.7381935
98358,0.75460994,0.877305,0.72829974,0.86414987,0.6751337,0.83756685,0.6662885,0.83314425,0.80144024,0.9007201,0.85783976,0.9289199,0.79320776,0.8966039,0.8566797,0.92833984,0.8327429,0.91637146,0.8484551,0.92422754
98359,0.607989,0.80399454,0.57810915,0.7890546,0.5566624,0.77833116,0.54216653,0.77108324,0.6188376,0.8094188,0.7021853,0.85109264,0.6726238,0.83631194,0.67607975,0.8380399,0.72884524,0.8644226,0.72678065,0.8633903
98360,0.40381533,0.70190763,0.46038485,0.7301924,0.39133424,0.69566715,0.5519855,0.77599275,0.36792982,0.6839649,0.35331684,0.6766584,0.3737039,0.686852,0.44058776,0.7202939,0.4854073,0.7427037,0.3946293,0.6973146
98361,0.70383763,0.8519188,0.7291355,0.86456776,0.6217999,0.8109,0.67674625,0.8383731,0.7221707,0.86108536,0.794868,0.897434,0.7610804,0.8805402,0.824206,0.912103,0.7977267,0.8988633,0.82379746,0.91189873
98362,0.5370486,0.7685243,0.56424886,0.7821244,0.5209061,0.76045305,0.51995903,0.7599795,0.59090817,0.7954541,0.6080613,0.80403066,0.65236235,0.8261812,0.6066114,0.8033057,0.65044266,0.8252213,0.6475336,0.8237668
98363,0.683145,0.8415725,0.6857605,0.84288025,0.6428549,0.82142746,0.661936,0.830968,0.6783805,0.83919024,0.72905415,0.8645271,0.66079575,0.83039784,0.7666765,0.8833382,0.7740735,0.88703674,0.75050426,0.8752521
98364,0.61842096,0.8092105,0.6073189,0.80365944,0.60813546,0.80406773,0.57516503,0.7875825,0.6202475,0.81012374,0.704285,0.8521425,0.61235327,0.80617666,0.72129756,0.86064875,0.6758485,0.83792424,0.68179727,0.84089863
98365,0.5687495,0.7843747,0.610299,0.8051495,0.54055595,0.770278,0.56959987,0.78479993,0.543918,0.771959,0.59895164,0.7994758,0.5687417,0.78437084,0.67036176,0.8351809,0.6465439,0.823272,0.65960634,0.82980317
98366,0.54060495,0.7703025,0.56144106,0.78072053,0.49354863,0.7467743,0.47003087,0.73501545,0.5572364,0.7786182,0.5564492,0.7782246,0.5485359,0.7742679,0.6048878,0.80244386,0.5726942,0.7863471,0.5468087,0.77340436
98367,0.66804147,0.83402073,0.6408111,0.82040554,0.60785574,0.8039279,0.6251397,0.81256986,0.6470258,0.8235129,0.757241,0.8786205,0.6712091,0.83560455,0.71885633,0.85942817,0.755436,0.877718,0.75855815,0.8792791
98368,0.5862862,0.7931431,0.6262624,0.8131312,0.5474833,0.77374166,0.5833106,0.7916553,0.5949577,0.79747885,0.699679,0.8498395,0.636688,0.818344,0.673311,0.8366555,0.72523874,0.8626194,0.71547973,0.85773987
98369,0.54392123,0.7719606,0.55904347,0.7795217,0.49759182,0.7487959,0.5399327,0.76996636,0.62502354,0.8125118,0.7756853,0.88784266,0.7125752,0.8562876,0.736011,0.8680055,0.7045013,0.85225064,0.7832478,0.8916239
98370,0.6424246,0.8212123,0.64357036,0.8217852,0.54678357,0.7733918,0.61563003,0.807815,0.6796097,0.8398049,0.7975412,0.8987706,0.7542479,0.87712395,0.75950265,0.8797513,0.7427134,0.8713567,0.78932315,0.89466155
98371,0.70628506,0.8531425,0.6753459,0.83767295,0.6116685,0.8058343,0.727667,0.8638335,0.69044507,0.84522253,0.7697911,0.88489556,0.7215972,0.8607986,0.7650633,0.88253164,0.7603773,0.88018864,0.7759403,0.88797015
98372,0.7301036,0.8650518,0.6703318,0.83516586,0.5977447,0.79887235,0.591568,0.795784,0.75746155,0.8787308,0.84547716,0.92273855,0.7642355,0.88211775,0.79623556,0.8981178,0.74304575,0.8715229,0.81211096,0.90605545
98373,0.67171717,0.8358586,0.6438986,0.8219493,0.6040908,0.8020454,0.6891867,0.84459335,0.624024,0.81201196,0.67786443,0.8389322,0.59881973,0.79940987,0.69146514,0.84573257,0.6779294,0.8389647,0.6861242,0.8430621
98374,0.7267371,0.8633685,0.68928176,0.84464085,0.6292806,0.8146403,0.6726983,0.8363491,0.7108594,0.8554297,0.7606533,0.8803266,0.6715015,0.83575076,0.74655926,0.87327963,0.73564416,0.86782205,0.72448957,0.8622448
98375,0.72204995,0.861025,0.7377954,0.8688977,0.6925405,0.84627026,0.70734054,0.85367024,0.7196019,0.85980093,0.76070535,0.8803527,0.714959,0.8574795,0.76303804,0.881519,0.7740422,0.88702106,0.78019655,0.8900983
98376,0.7210287,0.86051434,0.69532263,0.8476613,0.6019987,0.80099934,0.6323087,0.81615436,0.72373796,0.861869,0.8083428,0.9041714,0.686658,0.843329,0.7567365,0.87836826,0.7444949,0.87224746,0.7652367,0.8826183
98377,0.66475934,0.8323797,0.6513077,0.82565385,0.598492,0.799246,0.63853514,0.8192676,0.6737945,0.83689725,0.7919325,0.8959663,0.7295868,0.8647934,0.8033031,0.90165156,0.8125768,0.9062884,0.8343675,0.91718376
98378,0.658103,0.8290515,0.6343771,0.81718856,0.54962707,0.77481353,0.6064489,0.80322444,0.64389026,0.82194513,0.76619387,0.88309693,0.6962024,0.8481012,0.7362026,0.8681013,0.71731055,0.8586553,0.73426735,0.8671337
98379,0.7012979,0.85064894,0.6582531,0.82912654,0.6181331,0.80906653,0.6268706,0.8134353,0.7362999,0.86814994,0.8395368,0.9197684,0.77413785,0.8870689,0.77248704,0.8862435,0.77156913,0.88578457,0.83060324,0.9153016
98380,0.7214383,0.86071914,0.6807592,0.8403796,0.6365577,0.81827885,0.66971797,0.834859,0.7651268,0.8825634,0.8795445,0.93977225,0.80835044,0.9041752,0.83613634,0.9180682,0.80618286,0.90309143,0.8560399,0.92801994
98381,0.6461378,0.82306886,0.6708385,0.83541924,0.5685759,0.7842879,0.63082576,0.8154129,0.6395787,0.81978935,0.69871736,0.8493587,0.66993266,0.8349663,0.7395595,0.8697797,0.743798,0.871899,0.6965667,0.84828335
98382,0.65357137,0.8267857,0.64346814,0.8217341,0.56715083,0.7835754,0.6086452,0.8043226,0.6865315,0.8432658,0.7682451,0.88412255,0.714475,0.85723746,0.7791185,0.88955927,0.7388699,0.86943495,0.79152346,0.8957617
98383,0.68967426,0.8448371,0.6928265,0.84641325,0.6068519,0.8034259,0.6368837,0.81844187,0.7098844,0.8549422,0.758481,0.8792405,0.6901401,0.84507006,0.7400986,0.8700493,0.7549868,0.8774934,0.7377745,0.86888725
98384,0.6790832,0.8395416,0.693329,0.8466645,0.61475694,0.8073785,0.7013366,0.8506683,0.6500671,0.82503355,0.66544044,0.8327202,0.6384313,0.81921566,0.7070703,0.8535352,0.71920455,0.8596023,0.6973218,0.8486609
98385,0.64550865,0.8227543,0.62623,0.813115,0.55690485,0.7784524,0.5892458,0.7946229,0.6503974,0.8251987,0.79504645,0.8975232,0.68906635,0.8445332,0.7550861,0.8775431,0.7540628,0.8770314,0.79162216,0.8958111
98386,0.69089365,0.8454468,0.7017983,0.85089916,0.6306353,0.81531763,0.6792935,0.83964676,0.72653747,0.86326873,0.74330485,0.8716524,0.7090292,0.8545146,0.75707483,0.8785374,0.757661,0.8788305,0.7619904,0.8809952
98387,0.72612786,0.86306393,0.7176869,0.85884345,0.65369385,0.82684696,0.6901108,0.8450554,0.7607813,0.88039064,0.79113793,0.89556897,0.7303436,0.8651718,0.7991874,0.8995937,0.72858834,0.8642942,0.7691157,0.88455784
98388,0.7198222,0.8599111,0.67039967,0.83519983,0.6212717,0.81063586,0.641181,0.8205905,0.7129656,0.8564828,0.8202914,0.9101457,0.7238248,0.86191237,0.7656714,0.8828357,0.7224835,0.86124176,0.7857939,0.89289695
98389,0.7266575,0.86332875,0.6858369,0.84291846,0.63933647,0.81966823,0.64821446,0.8241072,0.7438272,0.8719136,0.857476,0.928738,0.76082873,0.88041437,0.816432,0.908216,0.76238334,0.8811917,0.84686995,0.923435
98390,0.6824806,0.8412403,0.6565367,0.82826835,0.59674877,0.7983744,0.69086605,0.845433,0.6893254,0.84466267,0.79361653,0.89680827,0.71438324,0.8571916,0.76554227,0.88277113,0.75111145,0.87555575,0.7934582,0.8967291
98391,0.54703605,0.773518,0.49357772,0.74678886,0.47946218,0.7397311,0.46118343,0.7305917,0.60744166,0.80372083,0.7585261,0.87926304,0.7021201,0.85106003,0.6483039,0.824152,0.7046803,0.85234016,0.7640202,0.8820101
98392,0.61241996,0.80621,0.5732841,0.7866421,0.53515553,0.76757777,0.63026404,0.815132,0.5514948,0.7757474,0.6390568,0.8195284,0.57232875,0.7861644,0.6872568,0.8436284,0.6944556,0.8472278,0.67414105,0.8370705
98393,0.55638015,0.7781901,0.57079035,0.78539515,0.47452515,0.7372626,0.56091124,0.7804556,0.5764783,0.7882391,0.66295886,0.83147943,0.6441641,0.82208204,0.6516254,0.8258127,0.6841694,0.8420847,0.6931674,0.8465837
98394,0.5700956,0.78504777,0.55449176,0.7772459,0.4894781,0.74473906,0.515401,0.7577005,0.6088904,0.8044452,0.70571065,0.8528553,0.6889043,0.84445214,0.67758375,0.83879185,0.7267151,0.86335754,0.7442169,0.87210846
98395,0.69395876,0.8469794,0.6490096,0.8245048,0.617931,0.8089655,0.5742349,0.7871175,0.74481016,0.87240505,0.8758916,0.93794584,0.7648432,0.8824216,0.8168556,0.90842783,0.7675216,0.8837608,0.82896376,0.9144819
98396,0.62716615,0.8135831,0.6231203,0.81156015,0.5454055,0.77270275,0.61436605,0.807183,0.6725951,0.8362975,0.7537868,0.8768934,0.73441005,0.867205,0.76117915,0.8805896,0.76440054,0.88220024,0.8019248,0.9009624
98397,0.5959288,0.7979644,0.5988543,0.79942715,0.51567674,0.75783837,0.5576519,0.77882594,0.64628786,0.82314396,0.7198045,0.85990226,0.71502864,0.8575143,0.7139267,0.85696334,0.7480973,0.87404865,0.7567332,0.8783666
98398,0.6749442,0.8374721,0.6210655,0.81053275,0.5837784,0.7918892,0.5547051,0.7773526,0.721715,0.8608575,0.8039895,0.90199476,0.6965449,0.84827244,0.75376344,0.8768817,0.7314507,0.86572534,0.74475956,0.8723798
98399,0.5404228,0.7702114,0.53155565,0.7657778,0.4700512,0.7350256,0.48037982,0.7401899,0.56815135,0.7840757,0.61021256,0.8051063,0.60610616,0.8030531,0.5919082,0.7959541,0.61154354,0.80577177,0.5924131,0.7962066
98400,0.58156216,0.7907811,0.5821314,0.7910657,0.5171976,0.7585988,0.60385144,0.8019257,0.594172,0.797086,0.5979074,0.7989537,0.6011785,0.80058926,0.63221276,0.8161064,0.69674534,0.8483727,0.6381817,0.81909084
98401,0.6406837,0.8203418,0.6741277,0.83706385,0.58653945,0.79326975,0.6040338,0.8020169,0.6279717,0.8139858,0.6879784,0.8439892,0.66649055,0.8332453,0.76257205,0.881286,0.7301918,0.8650959,0.71282244,0.8564112
98402,0.7377461,0.86887306,0.6855684,0.84278417,0.6506314,0.8253157,0.6479181,0.82395905,0.715516,0.857758,0.82112455,0.9105623,0.7269168,0.8634584,0.80651337,0.90325665,0.7681905,0.88409525,0.8110577,0.90552884
1747,0.76863533,0.88431764,0.6970066,0.8485033,0.6580056,0.8290028,0.68591315,0.84295654,0.7344091,0.86720455,0.737995,0.8689975,0.7044916,0.8522458,0.75459826,0.87729913,0.7539737,0.87698686,0.74949956,0.8747498
1784,0.5618179,0.78090894,0.6101492,0.8050746,0.52243245,0.7612162,0.56273293,0.78136647,0.6097371,0.8048686,0.56158483,0.7807924,0.61876583,0.8093829,0.6073779,0.80368894,0.66351485,0.8317574,0.56067705,0.7803385
2476,0.7392477,0.86962384,0.65245646,0.82622826,0.67123383,0.83561695,0.6055504,0.8027752,0.6956955,0.84784776,0.7166732,0.85833657,0.6360036,0.8180018,0.7042196,0.8521098,0.6335895,0.81679475,0.6705048,0.8352524
2515,0.7928062,0.8964031,0.7149075,0.85745376,0.7108698,0.8554349,0.62894464,0.8144723,0.7614418,0.8807209,0.7595881,0.87979406,0.68444383,0.8422219,0.72869736,0.86434865,0.70330787,0.85165393,0.7384455,0.86922276
2517,0.7389041,0.86945206,0.6710942,0.8355471,0.6916406,0.8458203,0.5754652,0.7877326,0.71578777,0.8578939,0.6677572,0.83387864,0.58583605,0.792918,0.68979347,0.84489673,0.6217245,0.81086224,0.63360846,0.81680423
2529,0.701132,0.850566,0.60729325,0.8036466,0.60730886,0.80365443,0.54821724,0.77410865,0.66894394,0.83447194,0.6944803,0.84724015,0.6457206,0.8228603,0.66504216,0.8325211,0.586552,0.793276,0.65051526,0.82525766
2538,0.726344,0.863172,0.67443645,0.8372182,0.6437928,0.82189643,0.62448275,0.8122414,0.6586322,0.82931614,0.6594598,0.8297299,0.59729135,0.7986457,0.68466496,0.8423325,0.63035,0.815175,0.6335729,0.8167864
2551,0.70752704,0.8537635,0.6937962,0.8468981,0.6543562,0.8271781,0.56042385,0.7802119,0.6799402,0.8399701,0.70534277,0.8526714,0.63313776,0.81656885,0.6884849,0.84424245,0.6651286,0.8325643,0.6854929,0.84274644
2553,0.8009387,0.90046936,0.70188326,0.85094166,0.7000967,0.85004836,0.6479814,0.8239907,0.7382722,0.8691361,0.75900054,0.87950027,0.69134295,0.8456715,0.7311646,0.8655823,0.6820487,0.84102434,0.7164521,0.85822606
2554,0.6851128,0.84255636,0.66277933,0.83138967,0.6161045,0.80805224,0.63669634,0.81834817,0.62487686,0.8124384,0.6674571,0.83372855,0.595318,0.79765904,0.6781893,0.83909464,0.65640104,0.8282005,0.6572252,0.82861257
2555,0.6532965,0.82664824,0.61733735,0.8086687,0.5989728,0.7994864,0.58910394,0.79455197,0.591644,0.795822,0.6222538,0.8111269,0.56091905,0.7804595,0.6228503,0.81142515,0.6313815,0.81569076,0.61253774,0.8062689
2556,0.68193233,0.84096617,0.7314893,0.86574465,0.7082337,0.85411686,0.6862563,0.84312814,0.6461673,0.82308364,0.59868556,0.79934275,0.57280135,0.7864007,0.7066027,0.85330135,0.6684663,0.83423316,0.612709,0.8063545
2577,0.7655982,0.8827991,0.72928834,0.86464417,0.67821,0.839105,0.6448144,0.8224072,0.68463004,0.842315,0.71843207,0.85921603,0.6875597,0.84377986,0.70809793,0.85404897,0.6939349,0.84696746,0.70334816,0.8516741
2582,0.72992504,0.8649625,0.6814525,0.84072626,0.6844096,0.8422048,0.61622155,0.8081108,0.70558465,0.8527923,0.7437371,0.87186855,0.6739148,0.8369574,0.72224516,0.8611226,0.6895554,0.8447777,0.70975584,0.85487795
2583,0.6750673,0.83753365,0.7153984,0.85769916,0.68703794,0.843519,0.60602045,0.8030102,0.68187153,0.84093577,0.68803716,0.8440186,0.636341,0.8181705,0.6866844,0.8433422,0.66094947,0.83047473,0.6534264,0.8267132
2584,0.77816665,0.8890833,0.6772171,0.83860856,0.6690798,0.8345399,0.59641683,0.7982084,0.71488047,0.85744023,0.74442697,0.8722135,0.628003,0.8140015,0.72797996,0.86398995,0.623843,0.8119215,0.67544377,0.8377219
2585,0.6798013,0.8399006,0.66230714,0.8311536,0.61323965,0.8066198,0.5887692,0.7943846,0.64467096,0.8223355,0.6912762,0.8456381,0.6414739,0.82073694,0.691335,0.8456675,0.6572479,0.82862395,0.68433917,0.8421696
2586,0.7260822,0.8630411,0.6802902,0.8401451,0.6294028,0.81470144,0.6368733,0.8184366,0.642772,0.821386,0.67845947,0.8392297,0.58613014,0.7930651,0.6692755,0.83463776,0.67287505,0.8364375,0.6409324,0.82046616
2587,0.6597972,0.8298986,0.6497234,0.8248617,0.6388769,0.81943846,0.589555,0.7947775,0.62066686,0.81033343,0.5904312,0.7952156,0.57090175,0.7854509,0.64526457,0.8226323,0.6006843,0.80034214,0.5633894,0.7816947
2588,0.7484024,0.8742012,0.7006246,0.8503123,0.64376366,0.82188183,0.6656107,0.83280534,0.64758104,0.82379055,0.6201341,0.81006706,0.57465076,0.7873254,0.6853566,0.8426783,0.6655673,0.83278364,0.61765516,0.8088276
2589,0.7665503,0.88327515,0.69451946,0.84725976,0.6725377,0.83626884,0.58671314,0.79335654,0.72605765,0.8630288,0.76620805,0.883104,0.66720045,0.8336002,0.7327465,0.86637324,0.64810556,0.8240528,0.7196641,0.85983205
2590,0.73625773,0.8681289,0.67678654,0.8383933,0.66860676,0.8343034,0.6153309,0.80766547,0.6659578,0.8329789,0.7007059,0.85035294,0.6219576,0.8109788,0.68872684,0.84436345,0.6408291,0.82041454,0.6691397,0.8345698
2591,0.76847136,0.8842357,0.67571974,0.83785987,0.65472984,0.8273649,0.59357655,0.7967883,0.72043836,0.8602192,0.7803097,0.89015484,0.6726185,0.83630925,0.7138354,0.85691774,0.65760756,0.8288038,0.72594213,0.86297107
2592,0.70046073,0.85023034,0.65554476,0.8277724,0.65071976,0.8253599,0.6010009,0.80050045,0.6676481,0.83382404,0.64423037,0.8221152,0.5415236,0.7707618,0.6378317,0.81891584,0.55972296,0.77986145,0.60356545,0.8017827
2594,0.69270015,0.8463501,0.62484884,0.8124244,0.6343699,0.8171849,0.64812005,0.82406,0.6471471,0.8235736,0.6486273,0.82431364,0.5752063,0.78760314,0.64907753,0.82453877,0.5849312,0.79246557,0.5900562,0.7950281
2595,0.6311364,0.8155682,0.6420821,0.82104105,0.6093273,0.80466366,0.5865421,0.79327106,0.59191,0.795955,0.60819983,0.8040999,0.59324193,0.79662097,0.6468867,0.82344335,0.601035,0.8005175,0.61029124,0.8051456
2597,0.78807503,0.8940375,0.6614692,0.8307346,0.7266014,0.8633007,0.59945655,0.7997283,0.7258843,0.86294216,0.7823452,0.8911726,0.6449,0.82245004,0.72038555,0.8601928,0.640105,0.8200525,0.69944024,0.8497201
2645,0.68579555,0.8428978,0.68699956,0.8434998,0.7100408,0.8550204,0.6348025,0.8174013,0.6494702,0.8247351,0.6679199,0.83395994,0.6041864,0.8020932,0.6794754,0.8397377,0.6639209,0.83196044,0.6675633,0.83378166
2654,0.71701086,0.8585054,0.6790123,0.83950615,0.6553433,0.82767165,0.6852505,0.84262526,0.6470252,0.8235126,0.6078209,0.8039105,0.57274544,0.7863727,0.65860605,0.829303,0.6061969,0.80309844,0.60329354,0.80164677
