,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98335,0.7131691,0.85658455,0.7074167,0.8537084,0.6485231,0.82426155,0.6919862,0.8459931,0.7200549,0.86002743,0.7793479,0.88967395,0.7144102,0.8572051,0.79969966,0.89984983,0.77681375,0.8884069,0.78502303,0.8925115
98336,0.5680051,0.78400254,0.55640197,0.778201,0.5513202,0.7756601,0.57202804,0.786014,0.5551618,0.77758086,0.6592287,0.82961434,0.5084791,0.75423956,0.6482603,0.8241302,0.60243595,0.801218,0.59623814,0.79811907
98337,0.5379585,0.76897925,0.52206135,0.7610307,0.46293288,0.7314664,0.521298,0.76064897,0.5444747,0.77223736,0.6002872,0.8001436,0.61694,0.80847,0.5790558,0.7895279,0.6098629,0.80493146,0.629578,0.814789
98338,0.6728843,0.8364421,0.6724036,0.8362018,0.6142551,0.80712754,0.6337304,0.8168652,0.6461499,0.82307494,0.67318845,0.8365942,0.64340997,0.821705,0.72150433,0.86075217,0.7145993,0.8572997,0.6728825,0.8364413
98339,0.52883184,0.7644159,0.529536,0.764768,0.4873636,0.7436818,0.5086372,0.7543186,0.56309474,0.78154737,0.6637417,0.83187085,0.59490794,0.797454,0.64856994,0.824285,0.6526654,0.8263327,0.6773037,0.83865184
98340,0.5669718,0.7834859,0.5686568,0.7843284,0.47267562,0.7363378,0.5698808,0.78494036,0.60696995,0.803485,0.6839758,0.8419879,0.681617,0.8408085,0.65430284,0.8271514,0.67450494,0.8372525,0.6846774,0.8423387
98341,0.628477,0.8142385,0.63248897,0.8162445,0.55310845,0.7765542,0.62810785,0.8140539,0.6407331,0.82036656,0.7615458,0.8807729,0.7078308,0.8539154,0.7638217,0.88191086,0.73831224,0.8691561,0.7701013,0.88505065
98342,0.7599376,0.87996876,0.71565616,0.8578281,0.6516683,0.82583416,0.6463971,0.82319856,0.759931,0.87996554,0.80204433,0.9010222,0.7236662,0.8618331,0.8011842,0.9005921,0.7542177,0.8771088,0.78469694,0.89234847
98343,0.46258605,0.731293,0.46210164,0.73105085,0.41614622,0.70807314,0.462001,0.7310005,0.48697537,0.7434877,0.5592443,0.77962214,0.54289407,0.77144706,0.5621052,0.7810526,0.59169114,0.79584557,0.5875678,0.7937839
98344,0.7103274,0.8551637,0.7039567,0.85197836,0.60956657,0.8047833,0.6624308,0.8312154,0.695701,0.8478505,0.7809973,0.89049864,0.72012985,0.8600649,0.7529607,0.87648034,0.7437291,0.87186456,0.7589499,0.87947494
98345,0.69450563,0.84725285,0.63486725,0.8174336,0.6067461,0.80337304,0.60338366,0.80169183,0.6851832,0.84259164,0.83579993,0.91789997,0.6810825,0.84054124,0.767244,0.883622,0.71993065,0.8599653,0.7974045,0.89870226
98346,0.6681597,0.83407986,0.6444154,0.8222077,0.59391105,0.7969555,0.6529645,0.82648224,0.65899163,0.8294958,0.7508776,0.8754388,0.66221493,0.8311075,0.7776,0.8888,0.72048414,0.86024207,0.7356497,0.86782485
98347,0.5179899,0.75899494,0.5241931,0.7620965,0.47147077,0.7357354,0.48209184,0.74104595,0.52104306,0.76052153,0.62003505,0.8100175,0.5885152,0.79425764,0.5721719,0.78608596,0.66106015,0.83053005,0.62942916,0.81471455
98348,0.6387586,0.8193793,0.64329785,0.82164896,0.58339155,0.7916958,0.640497,0.8202485,0.6541813,0.8270906,0.70801216,0.85400605,0.6881108,0.8440554,0.7473132,0.87365663,0.755358,0.877679,0.7492132,0.8746066
98349,0.6985894,0.84929466,0.7138166,0.8569083,0.62691754,0.8134588,0.6614771,0.83073854,0.7305407,0.8652704,0.78463054,0.89231527,0.726472,0.863236,0.7948772,0.8974386,0.7867979,0.89339894,0.7780918,0.8890459
98350,0.6667532,0.8333766,0.64288986,0.8214449,0.5951867,0.79759336,0.62554055,0.81277025,0.6904506,0.84522533,0.8115716,0.9057858,0.7312868,0.8656434,0.7725017,0.88625085,0.77266335,0.8863317,0.80381113,0.90190554
98351,0.6519089,0.82595444,0.6484359,0.8242179,0.5942378,0.7971189,0.61051434,0.8052572,0.6958621,0.847931,0.78438437,0.8921922,0.7261728,0.8630864,0.74981546,0.87490773,0.7589803,0.87949014,0.7818007,0.8909004
98352,0.54817307,0.77408653,0.5567814,0.7783907,0.47140753,0.73570377,0.5570918,0.77854586,0.5883146,0.79415727,0.7248095,0.86240476,0.7038766,0.8519383,0.7015299,0.850765,0.7434293,0.87171465,0.76745963,0.8837298
98353,0.60133874,0.8006694,0.58824617,0.79412305,0.53215164,0.76607585,0.52361864,0.76180935,0.64015585,0.8200779,0.75363386,0.8768169,0.7178005,0.85890025,0.68568087,0.84284043,0.7080793,0.85403967,0.7630085,0.88150424
98354,0.53834677,0.7691734,0.61316925,0.8065846,0.5566943,0.77834713,0.5197645,0.7598822,0.5728319,0.78641593,0.480994,0.740497,0.5202922,0.76014614,0.5500154,0.7750077,0.5397155,0.76985776,0.48840964,0.7442048
98355,0.71717274,0.8585864,0.6987997,0.84939986,0.6555269,0.82776344,0.65838087,0.82919043,0.7223761,0.86118805,0.74332315,0.87166154,0.7103827,0.85519135,0.73317313,0.86658657,0.7515528,0.8757764,0.7686442,0.8843221
98356,0.7081039,0.85405195,0.67887974,0.83943987,0.6219485,0.81097424,0.62978387,0.81489193,0.72172916,0.8608646,0.7999495,0.89997476,0.7496215,0.87481076,0.7881217,0.89406085,0.77765346,0.8888267,0.79193795,0.895969
98357,0.7023244,0.8511622,0.71545565,0.8577278,0.61491656,0.8074583,0.6165036,0.8082518,0.6848916,0.8424458,0.6564258,0.82821286,0.6486759,0.82433796,0.6639531,0.83197653,0.6386264,0.81931317,0.6363252,0.81816256
98358,0.6787456,0.8393728,0.681105,0.8405525,0.6119547,0.80597734,0.6266489,0.81332445,0.7090696,0.8545348,0.79877317,0.8993866,0.7487575,0.87437874,0.78923035,0.8946152,0.8227891,0.91139454,0.81160545,0.9058027
98359,0.57215166,0.78607583,0.48888993,0.74444497,0.47573832,0.73786914,0.44461972,0.7223098,0.5926064,0.7963032,0.6901989,0.84509945,0.6527174,0.8263587,0.61149955,0.8057498,0.64489853,0.82244927,0.69566405,0.847832
98360,0.5160231,0.7580116,0.5618787,0.78093934,0.5225914,0.7612957,0.6158868,0.8079434,0.4710608,0.7355304,0.4602319,0.73011595,0.43704724,0.7185236,0.55235267,0.77617633,0.57867986,0.7893399,0.5135572,0.7567786
98361,0.7130561,0.85652804,0.7032442,0.8516221,0.63973796,0.819869,0.66101444,0.8305072,0.7118814,0.8559407,0.7650322,0.8825161,0.704052,0.852026,0.8109455,0.90547276,0.76538193,0.88269097,0.7783917,0.88919586
98362,0.6455278,0.8227639,0.6000737,0.80003685,0.53932655,0.7696633,0.5746298,0.7873149,0.6494884,0.8247442,0.72484815,0.8624241,0.7083529,0.85417646,0.67992127,0.83996063,0.6897155,0.84485775,0.7212605,0.8606303
98363,0.72099185,0.8604959,0.71085554,0.85542774,0.6501477,0.82507384,0.6515859,0.8257929,0.71063805,0.855319,0.7515633,0.87578166,0.6874851,0.84374255,0.78657234,0.89328617,0.7769164,0.8884582,0.7684729,0.88423645
98364,0.6361337,0.81806684,0.5936153,0.79680765,0.5644852,0.7822426,0.562734,0.781367,0.62685674,0.8134284,0.67679536,0.8383977,0.6040677,0.80203384,0.69295114,0.8464756,0.63515544,0.8175777,0.6492804,0.8246402
98365,0.6393267,0.81966335,0.6595128,0.8297564,0.58881104,0.7944055,0.6133805,0.8066902,0.60062915,0.80031455,0.66067344,0.8303367,0.61463386,0.8073169,0.7150762,0.8575381,0.70307034,0.8515352,0.6953937,0.84769684
98366,0.57439065,0.7871953,0.5969547,0.79847735,0.51565826,0.7578291,0.51556855,0.75778425,0.57122976,0.78561485,0.5751428,0.78757143,0.5678402,0.7839201,0.6154338,0.8077169,0.5900078,0.7950039,0.577031,0.7885155
98367,0.7002182,0.8501091,0.6370475,0.81852376,0.6211765,0.81058824,0.6243284,0.8121642,0.661813,0.8309065,0.77002054,0.88501024,0.663504,0.831752,0.7098561,0.854928,0.7529748,0.8764874,0.7405491,0.87027454
98368,0.5338625,0.76693124,0.6044055,0.80220276,0.5142237,0.75711185,0.53006023,0.76503015,0.5780506,0.7890253,0.6357887,0.81789434,0.6335559,0.81677794,0.61492,0.80746,0.68716705,0.8435835,0.6669929,0.83349645
98369,0.6094497,0.8047248,0.61951864,0.8097593,0.541335,0.7706675,0.580436,0.790218,0.6733047,0.83665234,0.7815038,0.8907519,0.7218289,0.86091447,0.7611352,0.8805676,0.7298987,0.86494935,0.7796682,0.8898341
98370,0.66617084,0.8330854,0.6646335,0.83231676,0.5505396,0.7752698,0.6302771,0.8151386,0.68098384,0.8404919,0.7963301,0.89816505,0.75692785,0.8784639,0.7701583,0.88507915,0.7768145,0.88840723,0.81917137,0.9095857
98371,0.7398615,0.86993074,0.7020156,0.8510078,0.65435684,0.8271784,0.73115283,0.8655764,0.7310883,0.86554414,0.8018942,0.9009471,0.74248815,0.8712441,0.8045601,0.9022801,0.77758616,0.8887931,0.80169725,0.9008486
98372,0.67664754,0.8383238,0.6337131,0.81685656,0.5768577,0.78842884,0.6542498,0.8271249,0.6298426,0.81492126,0.7216065,0.86080325,0.66244125,0.8312206,0.75387007,0.876935,0.72723365,0.8636168,0.7407017,0.87035084
98373,0.76540667,0.8827033,0.7225594,0.8612797,0.6477737,0.8238869,0.6861491,0.84307456,0.7498454,0.8749227,0.81738305,0.9086915,0.71414554,0.8570728,0.8052895,0.90264475,0.78403914,0.89201957,0.7855129,0.89275646
98374,0.7163267,0.85816336,0.68653697,0.8432685,0.6096246,0.8048123,0.67845625,0.83922815,0.7224364,0.8612182,0.74384034,0.87192017,0.6794135,0.8397068,0.75325096,0.8766255,0.736815,0.8684075,0.7167733,0.85838664
98375,0.681124,0.840562,0.67306036,0.8365302,0.6301081,0.81505406,0.67466843,0.8373342,0.6699679,0.83498394,0.77368784,0.8868439,0.6882003,0.8441001,0.7647439,0.88237196,0.7544756,0.8772378,0.761118,0.88055897
98376,0.7832512,0.89162564,0.6899824,0.8449912,0.6416998,0.8208499,0.6460066,0.8230033,0.74106276,0.8705314,0.8412187,0.92060935,0.7026033,0.85130167,0.76874375,0.8843719,0.758358,0.879179,0.7968029,0.89840144
98377,0.62094414,0.8104721,0.6299579,0.81497896,0.5528455,0.77642274,0.63647926,0.8182396,0.6241183,0.81205916,0.74554634,0.8727732,0.6930473,0.84652364,0.7555151,0.87775755,0.7857225,0.89286125,0.7883885,0.89419425
98378,0.6671802,0.8335901,0.64435256,0.8221763,0.54459584,0.7722979,0.5964526,0.7982263,0.69094694,0.84547347,0.81521034,0.9076052,0.7401244,0.87006223,0.746281,0.8731405,0.7490205,0.8745103,0.8109092,0.90545464
98379,0.6757691,0.83788455,0.6178202,0.80891013,0.5823941,0.79119706,0.6210891,0.81054455,0.67903864,0.8395193,0.7806041,0.89030206,0.7138916,0.8569458,0.72144026,0.86072016,0.74116445,0.8705822,0.77102923,0.8855146
98380,0.718156,0.859078,0.6983353,0.84916764,0.62696844,0.8134842,0.68047404,0.840237,0.7347405,0.86737025,0.83167815,0.9158391,0.7831499,0.891575,0.813022,0.906511,0.81555843,0.9077792,0.8427831,0.92139155
98381,0.6247778,0.8123889,0.6434148,0.82170737,0.54729265,0.77364635,0.6003835,0.80019176,0.61821896,0.80910945,0.6666615,0.83333075,0.6282048,0.8141024,0.69946456,0.8497323,0.6863097,0.84315485,0.6615491,0.83077455
98382,0.705755,0.8528775,0.6796145,0.8398073,0.6183427,0.8091713,0.64437073,0.8221854,0.7113296,0.8556648,0.78945315,0.8947266,0.720005,0.8600025,0.8159008,0.9079504,0.7593888,0.8796944,0.7885015,0.89425075
98383,0.7157191,0.85785955,0.7068397,0.85341984,0.6185919,0.80929595,0.63741934,0.8187097,0.7327089,0.86635447,0.77634835,0.8881742,0.69985306,0.84992653,0.7504685,0.87523425,0.7384623,0.86923116,0.74422115,0.8721106
98384,0.6538636,0.82693183,0.6529473,0.82647365,0.5850685,0.79253423,0.6840308,0.8420154,0.64225054,0.82112527,0.67498463,0.83749235,0.6627512,0.8313756,0.7130142,0.85650706,0.73078036,0.8653902,0.7287992,0.8643996
98385,0.6265642,0.81328213,0.6296867,0.81484336,0.53596246,0.76798123,0.5944394,0.7972197,0.6341834,0.8170917,0.7373488,0.8686744,0.6814128,0.8407064,0.730051,0.8650255,0.7409248,0.8704624,0.76311994,0.88155997
98386,0.7283228,0.8641614,0.7058507,0.85292536,0.6539184,0.8269592,0.7162293,0.85811466,0.7202792,0.8601396,0.7846482,0.8923241,0.7436303,0.87181515,0.7999233,0.89996165,0.80077964,0.9003898,0.80880225,0.9044011
98387,0.672598,0.836299,0.70766747,0.85383373,0.61841697,0.8092085,0.6781258,0.8390629,0.73558486,0.8677924,0.7675383,0.88376915,0.7150581,0.85752904,0.7684547,0.88422734,0.71354413,0.85677207,0.75577366,0.87788683
98388,0.7367594,0.8683797,0.70144194,0.850721,0.62043154,0.8102158,0.6729971,0.83649856,0.7390505,0.86952525,0.84086525,0.9204326,0.7484307,0.87421536,0.8041307,0.90206534,0.7672281,0.88361406,0.81711125,0.9085556
98389,0.6764395,0.83821976,0.6663639,0.833182,0.5909983,0.79549915,0.6271089,0.8135544,0.6819035,0.84095174,0.7765484,0.8882742,0.7142799,0.85713995,0.7585988,0.8792994,0.7408388,0.8704194,0.7878224,0.89391124
98390,0.69268453,0.84634227,0.65230584,0.8261529,0.5829818,0.7914909,0.70646715,0.8532336,0.6902851,0.84514254,0.76876044,0.8843802,0.69876516,0.8493826,0.7470379,0.87351894,0.7581437,0.87907183,0.7813271,0.89066356
98391,0.56312454,0.78156227,0.5249184,0.76245916,0.5176859,0.75884295,0.48345682,0.7417284,0.62474823,0.8123741,0.758762,0.879381,0.7004174,0.8502087,0.66003466,0.8300173,0.71263504,0.8563175,0.75930643,0.8796532
98392,0.615042,0.807521,0.5963689,0.79818445,0.5321057,0.76605284,0.6312952,0.8156476,0.58114827,0.79057413,0.62769115,0.8138456,0.5627487,0.78137434,0.68845344,0.8442267,0.6689093,0.83445466,0.6440525,0.82202625
98393,0.5692116,0.7846058,0.58509696,0.7925485,0.46571878,0.7328594,0.5713408,0.7856704,0.57554185,0.7877709,0.6321734,0.8160867,0.6477748,0.8238874,0.6422684,0.8211342,0.68924284,0.8446214,0.65554464,0.8277723
98394,0.59341097,0.7967055,0.56592596,0.782963,0.5081186,0.7540593,0.5243323,0.76216614,0.6335509,0.81677544,0.7380619,0.86903095,0.6917199,0.84585994,0.69941175,0.8497059,0.73600364,0.8680018,0.7594532,0.8797266
98395,0.7318083,0.86590415,0.6630869,0.83154345,0.6273879,0.81369394,0.5776243,0.78881216,0.7564926,0.8782463,0.8862566,0.9431283,0.75904596,0.879523,0.8041383,0.90206915,0.75339955,0.8766998,0.83318865,0.9165943
98396,0.6553481,0.82767403,0.65969956,0.8298498,0.5985154,0.7992577,0.6551005,0.8275503,0.67082334,0.83541167,0.7480382,0.8740191,0.72147715,0.8607386,0.75846916,0.87923455,0.78346705,0.8917335,0.7812667,0.89063334
98397,0.6254335,0.8127167,0.6351794,0.8175897,0.55202705,0.7760135,0.58042604,0.790213,0.6765358,0.8382679,0.7527035,0.8763517,0.73718894,0.86859447,0.7481869,0.8740934,0.7689229,0.88446146,0.79406476,0.8970324
98398,0.6857083,0.84285414,0.6101289,0.80506444,0.5580298,0.7790149,0.58251333,0.79125667,0.72448087,0.86224043,0.80231386,0.9011569,0.71227884,0.8561394,0.7681283,0.88406414,0.7318083,0.86590415,0.7677165,0.88385826
98399,0.580601,0.7903005,0.5770389,0.78851944,0.50183797,0.750919,0.5366844,0.7683422,0.5973597,0.7986798,0.6457528,0.8228764,0.657524,0.828762,0.63549423,0.8177471,0.6452618,0.8226309,0.64393795,0.821969
98400,0.6327627,0.81638134,0.6174754,0.8087377,0.53730446,0.7686522,0.641528,0.820764,0.6277847,0.81389236,0.648234,0.824117,0.6541438,0.8270719,0.670676,0.835338,0.7123387,0.85616934,0.6905716,0.8452858
98401,0.67015916,0.83507955,0.7184516,0.8592258,0.6264418,0.81322086,0.6430543,0.8215271,0.67180395,0.835902,0.7241083,0.8620541,0.70642567,0.85321283,0.8084002,0.9042001,0.7804022,0.8902011,0.7570667,0.87853336
98402,0.7743439,0.887172,0.73318565,0.8665928,0.68947977,0.8447399,0.6799981,0.8399991,0.7601488,0.8800744,0.82839376,0.91419685,0.73944944,0.86972475,0.8143642,0.9071821,0.7969623,0.89848113,0.81773007,0.90886503
1747,0.7639296,0.8819648,0.68662226,0.84331113,0.6622385,0.83111924,0.6551553,0.82757765,0.731498,0.865749,0.74312866,0.8715643,0.7117464,0.8558732,0.73308206,0.866541,0.7295971,0.86479855,0.74541354,0.8727068
1784,0.68496823,0.8424841,0.6802914,0.8401457,0.5970689,0.79853445,0.60814005,0.80407,0.73666036,0.8683302,0.70149124,0.8507456,0.7270173,0.86350864,0.7075708,0.8537854,0.71741676,0.8587084,0.6580131,0.82900655
2476,0.76107013,0.88053507,0.69981974,0.8499099,0.70724595,0.853623,0.6356254,0.8178127,0.74716425,0.8735821,0.7414038,0.8707019,0.68195635,0.84097815,0.74088746,0.8704437,0.6760783,0.83803916,0.71890825,0.85945415
2515,0.7876533,0.89382666,0.70585907,0.85292953,0.6946434,0.8473217,0.6366808,0.8183404,0.7266985,0.86334926,0.7476876,0.8738438,0.67646056,0.83823025,0.7051572,0.85257864,0.69056404,0.845282,0.72547567,0.86273783
2517,0.73285747,0.86642873,0.69224155,0.8461208,0.6922425,0.84612125,0.6078206,0.80391026,0.693173,0.84658647,0.6256387,0.81281936,0.5697927,0.7848964,0.6813421,0.84067106,0.6071181,0.80355906,0.59121203,0.795606
2529,0.7114014,0.85570073,0.64010155,0.8200508,0.60243964,0.8012198,0.5621668,0.7810834,0.693628,0.84681404,0.64556074,0.8227804,0.64032686,0.8201634,0.6375363,0.81876814,0.5918044,0.7959022,0.62803745,0.8140187
2538,0.7156324,0.8578162,0.67925894,0.8396295,0.63539684,0.8176984,0.65278363,0.8263918,0.64696527,0.82348263,0.63720727,0.81860363,0.59535694,0.7976785,0.66838306,0.83419156,0.6460595,0.82302976,0.62836874,0.81418437
2551,0.7807438,0.8903719,0.71884656,0.8594233,0.66725165,0.8336258,0.5947366,0.7973683,0.7323407,0.86617035,0.74309635,0.8715482,0.6794314,0.8397157,0.7131753,0.85658765,0.7198439,0.85992193,0.71189535,0.8559477
2553,0.7880647,0.89403236,0.7225288,0.8612644,0.6953258,0.8476629,0.6800921,0.84004605,0.7206459,0.86032295,0.71175313,0.85587656,0.68225133,0.84112567,0.7247801,0.86239004,0.68627465,0.8431373,0.6982579,0.84912896
2554,0.6134236,0.8067118,0.6478367,0.82391834,0.56051344,0.78025675,0.62640655,0.8132033,0.60499406,0.802497,0.6464512,0.8232256,0.6275575,0.81377876,0.6811557,0.84057784,0.6911751,0.84558755,0.6869676,0.8434838
2555,0.6526483,0.82632416,0.63747334,0.8187367,0.57997656,0.7899883,0.6064651,0.80323255,0.5891685,0.7945843,0.580278,0.79013896,0.5506913,0.7753457,0.5958537,0.79792684,0.6329053,0.8164526,0.59306896,0.7965345
2556,0.7301096,0.8650548,0.73284876,0.8664244,0.68255997,0.84128,0.62755716,0.8137786,0.6840279,0.84201396,0.6981257,0.84906286,0.6247417,0.81237084,0.70783126,0.85391563,0.6542486,0.8271243,0.6713588,0.8356794
2577,0.7706627,0.8853314,0.7399363,0.8699682,0.7018572,0.8509286,0.6253088,0.8126544,0.72346234,0.8617312,0.73168564,0.8658428,0.66861534,0.8343077,0.71092635,0.85546315,0.68165267,0.84082633,0.710607,0.8553035
2582,0.75336236,0.8766812,0.7172514,0.8586257,0.7165055,0.85825276,0.61907464,0.8095373,0.72437704,0.8621885,0.7635554,0.8817777,0.6794661,0.83973306,0.7457793,0.87288964,0.70392984,0.85196495,0.6992328,0.8496164
2583,0.7230436,0.86152184,0.7561344,0.8780672,0.72172153,0.86086076,0.6545518,0.8272759,0.69698423,0.84849215,0.69148576,0.8457429,0.65597636,0.82798815,0.7212777,0.86063886,0.67450833,0.83725417,0.6689935,0.83449674
2584,0.7363812,0.8681906,0.6386067,0.8193034,0.6386937,0.81934685,0.56614614,0.78307307,0.6876615,0.84383076,0.6938998,0.84694993,0.59078795,0.79539394,0.68489814,0.84244907,0.5738626,0.7869313,0.62235093,0.81117547
2585,0.65165913,0.82582957,0.6484723,0.82423615,0.5747941,0.787397,0.58877677,0.7943884,0.60769546,0.80384773,0.63743657,0.8187183,0.6154677,0.8077339,0.66399705,0.8319985,0.62429357,0.8121468,0.6467916,0.8233958
2586,0.73687875,0.8684394,0.72067666,0.86033833,0.65919816,0.8295991,0.65421546,0.8271077,0.66289574,0.83144784,0.6702938,0.8351469,0.6101289,0.80506444,0.701273,0.8506365,0.6694486,0.8347243,0.6440635,0.82203174
2587,0.6180465,0.80902326,0.6216105,0.81080526,0.6235126,0.8117563,0.5905843,0.79529214,0.55887365,0.7794368,0.5480235,0.77401173,0.53061485,0.7653074,0.6109332,0.8054666,0.578087,0.7890435,0.5335798,0.7667899
2588,0.7684537,0.88422686,0.7347989,0.86739945,0.6795218,0.8397609,0.6804438,0.8402219,0.6777393,0.8388697,0.64624846,0.82312423,0.5996634,0.7998317,0.7032317,0.85161585,0.6777067,0.83885336,0.6430914,0.8215457
2589,0.7750932,0.8875466,0.70346546,0.85173273,0.67280567,0.83640283,0.63445354,0.81722677,0.70705956,0.8535298,0.72727877,0.86363935,0.6895229,0.8447615,0.71948844,0.8597442,0.6649642,0.8324821,0.70925117,0.8546256
2590,0.7712175,0.8856088,0.6949542,0.8474771,0.68668085,0.8433404,0.63804555,0.8190228,0.6998663,0.84993315,0.72613,0.863065,0.6458697,0.82293487,0.70131,0.85065496,0.6369196,0.8184598,0.6873305,0.84366524
2591,0.7514515,0.87572575,0.69382274,0.8469114,0.65915096,0.8295755,0.5910527,0.7955264,0.72683734,0.8634187,0.77472484,0.8873624,0.6960964,0.8480482,0.7231682,0.86158407,0.67249656,0.8362483,0.7348286,0.8674143
2592,0.74218976,0.8710949,0.6836828,0.8418414,0.7003386,0.8501693,0.655295,0.8276475,0.6949959,0.84749794,0.64620095,0.82310045,0.5525118,0.7762559,0.66409504,0.8320475,0.5902558,0.79512787,0.61551815,0.80775905
2594,0.72552645,0.8627632,0.7009285,0.8504642,0.67440164,0.8372008,0.70536065,0.8526803,0.70461786,0.8523089,0.6656647,0.83283234,0.65152276,0.8257614,0.6829327,0.8414663,0.6401356,0.82006776,0.6359276,0.81796384
2595,0.61409616,0.8070481,0.63618636,0.8180932,0.57009625,0.7850481,0.58151114,0.79075557,0.57762384,0.7888119,0.5756123,0.78780615,0.58877754,0.7943888,0.61443317,0.8072166,0.5682275,0.78411376,0.5795001,0.78975004
2597,0.8102523,0.90512615,0.7107669,0.85538346,0.7325853,0.86629266,0.64011407,0.82005703,0.75532734,0.8776637,0.7773403,0.88867015,0.68126535,0.8406327,0.74802816,0.8740141,0.6739217,0.83696085,0.71897686,0.8594884
2645,0.6938025,0.84690124,0.7091919,0.85459596,0.71232104,0.8561605,0.6414925,0.82074624,0.65708196,0.828541,0.6757537,0.83787686,0.6324862,0.8162431,0.68204534,0.8410227,0.6826935,0.84134674,0.68282396,0.84141195
2654,0.7635609,0.88178045,0.695111,0.8475555,0.68617415,0.8430871,0.68003887,0.84001946,0.7327806,0.8663903,0.74083227,0.87041616,0.67139775,0.83569884,0.7279329,0.86396646,0.6506204,0.82531023,0.693947,0.84697354
2655,0.75422275,0.8771114,0.70268744,0.85134375,0.6716439,0.835822,0.65147126,0.8257356,0.7054095,0.85270476,0.7056196,0.8528098,0.6456491,0.82282454,0.69973207,0.84986603,0.64422613,0.82211304,0.66714483,0.8335724
2656,0.760885,0.8804425,0.75837225,0.87918615,0.68100953,0.84050477,0.65836895,0.8291845,0.68314433,0.84157217,0.6776613,0.83883065,0.62799335,0.8139967,0.72367847,0.86183923,0.6545601,0.82728004,0.62964165,0.8148208
2657,0.7161683,0.85808414,0.6844803,0.84224015,0.649351,0.8246755,0.6091304,0.8045652,0.6966978,0.84834886,0.77588636,0.88794315,0.66715187,0.83357596,0.77591276,0.8879564,0.7832433,0.89162165,0.7656963,0.88284814
2658,0.76614356,0.8830718,0.6613699,0.83068496,0.6559485,0.82797426,0.64217174,0.8210859,0.6840632,0.8420316,0.6869186,0.8434593,0.56005424,0.78002715,0.684174,0.84208703,0.6317255,0.8158628,0.63029885,0.8151494
2659,0.6927018,0.8463509,0.6746708,0.8373354,0.6242077,0.81210387,0.5946105,0.7973052,0.6658375,0.83291876,0.66473675,0.8323684,0.67004037,0.8350202,0.6498463,0.82492316,0.68203306,0.84101653,0.66586715,0.83293355
