,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98334,0.5492257,0.77461284,0.58276796,0.791384,0.56435776,0.7821789,0.55919564,0.7795978,0.52387094,0.7619355,0.5199414,0.75997066,0.46178633,0.73089314,0.55519444,0.7775972,0.5360787,0.76803935,0.510037,0.7550185
98335,0.71637315,0.8581866,0.70994437,0.8549722,0.66344625,0.8317231,0.67700195,0.838501,0.7219666,0.8609833,0.80817235,0.9040862,0.7369213,0.86846066,0.8133187,0.90665936,0.7760857,0.8880428,0.80543935,0.9027197
98336,0.6719861,0.83599305,0.65417093,0.8270855,0.6496855,0.82484275,0.6382867,0.81914335,0.65654236,0.82827115,0.7214771,0.8607385,0.6132982,0.8066491,0.75205797,0.876029,0.6837566,0.8418783,0.6741777,0.8370888
98337,0.46865332,0.73432666,0.45418745,0.7270937,0.37937206,0.68968606,0.48593605,0.742968,0.49478465,0.7473923,0.54182017,0.7709101,0.558927,0.7794635,0.50265837,0.7513292,0.5543822,0.7771911,0.5447353,0.77236766
98338,0.5822358,0.7911179,0.62870383,0.8143519,0.55502534,0.77751267,0.56740963,0.7837048,0.5461557,0.77307785,0.49977252,0.7498863,0.5152465,0.75762326,0.59138,0.79569,0.5997781,0.7998891,0.516752,0.758376
98339,0.502411,0.7512055,0.4894579,0.7447289,0.4840263,0.74201316,0.48263758,0.7413188,0.5063081,0.75315404,0.6696471,0.83482355,0.58403254,0.79201627,0.64887655,0.8244383,0.6732094,0.8366047,0.71188366,0.85594183
98340,0.5872034,0.7936017,0.5940187,0.79700935,0.52127683,0.7606384,0.57509637,0.7875482,0.60719275,0.8035964,0.7038622,0.8519311,0.6792073,0.83960366,0.6744398,0.8372199,0.7017883,0.85089415,0.72892094,0.86446047
98341,0.65406156,0.8270308,0.64278805,0.821394,0.5872667,0.79363334,0.6074022,0.8037011,0.6483842,0.8241921,0.7939477,0.89697385,0.7024764,0.8512382,0.76854664,0.8842733,0.7790108,0.8895054,0.7978596,0.89892983
98342,0.7138777,0.85693884,0.66647685,0.8332384,0.6180397,0.80901986,0.6555109,0.82775545,0.68835765,0.8441788,0.7833374,0.8916687,0.7078211,0.85391057,0.77515554,0.8875778,0.7731991,0.88659954,0.7829653,0.89148265
98343,0.43717742,0.7185887,0.45094627,0.72547317,0.37101167,0.68550587,0.4370306,0.7185153,0.490267,0.7451335,0.56033874,0.78016937,0.5333486,0.7666743,0.54547966,0.7727398,0.60270363,0.8013518,0.5944172,0.7972086
98344,0.695205,0.8476025,0.6676055,0.83380276,0.60077333,0.80038667,0.6513363,0.82566816,0.68010545,0.8400527,0.79387057,0.8969353,0.7052778,0.8526389,0.75912577,0.87956285,0.759066,0.879533,0.7818958,0.89094794
98345,0.7151915,0.85759574,0.67184746,0.83592373,0.64146554,0.8207328,0.62503934,0.81251967,0.70784545,0.8539227,0.7938599,0.89693,0.6902053,0.84510267,0.7628032,0.8814016,0.7370629,0.86853147,0.77739525,0.8886976
98346,0.6037194,0.80185974,0.63154566,0.81577283,0.5551344,0.7775672,0.6087044,0.80435216,0.64273894,0.82136947,0.6932374,0.8466187,0.65004337,0.8250217,0.72626466,0.86313236,0.6959623,0.84798115,0.6975994,0.8487997
98347,0.5813576,0.7906788,0.5963027,0.7981514,0.56892085,0.7844604,0.5647657,0.78238285,0.5901998,0.7950999,0.7254082,0.8627041,0.6697713,0.83488566,0.6991979,0.84959894,0.7631193,0.8815596,0.7438831,0.87194157
98348,0.4626426,0.73132133,0.5104009,0.75520045,0.47524887,0.7376244,0.49226463,0.7461323,0.4893821,0.744691,0.5541855,0.77709275,0.55817515,0.77908754,0.5504432,0.7752216,0.6610272,0.8305136,0.6337558,0.8168779
98349,0.7319356,0.8659678,0.72698146,0.8634907,0.6402508,0.8201254,0.66168,0.83084,0.7312635,0.86563176,0.8108205,0.9054103,0.7255728,0.8627864,0.8396304,0.9198152,0.7914239,0.89571196,0.79738367,0.89869183
98350,0.674698,0.837349,0.6805409,0.84027046,0.6152618,0.8076309,0.675339,0.8376695,0.6895125,0.84475625,0.7916126,0.8958063,0.7401221,0.87006104,0.78340673,0.89170337,0.79706264,0.8985313,0.8158001,0.90790004
98351,0.64874136,0.8243707,0.66016936,0.8300847,0.56939363,0.7846968,0.5995898,0.7997949,0.6950444,0.8475222,0.7508445,0.87542224,0.7322916,0.8661458,0.75049734,0.8752487,0.7379453,0.86897266,0.7569883,0.87849414
98352,0.56354105,0.7817705,0.5685953,0.78429765,0.46297508,0.7314875,0.5325154,0.7662577,0.601889,0.8009445,0.7128283,0.85641414,0.70239437,0.8511972,0.6953777,0.84768885,0.72839594,0.86419797,0.74945354,0.8747268
98353,0.53466874,0.76733434,0.548102,0.774051,0.48683813,0.74341905,0.48507786,0.7425389,0.56352305,0.7817615,0.66996384,0.8349819,0.6732378,0.8366189,0.63567233,0.81783617,0.6663741,0.83318704,0.6960354,0.8480177
98354,0.49878708,0.7493935,0.56190073,0.78095037,0.50301313,0.75150657,0.49625444,0.7481272,0.52221394,0.76110697,0.46707308,0.73353654,0.5203623,0.7601812,0.5325276,0.76626384,0.5290371,0.76451856,0.489344,0.744672
98355,0.74251044,0.8712552,0.6980294,0.8490147,0.65562856,0.8278143,0.6711862,0.8355931,0.71070814,0.8553541,0.7544941,0.87724704,0.71683913,0.85841954,0.7360351,0.86801755,0.7570838,0.8785419,0.7805681,0.89028406
98356,0.5460743,0.77303714,0.5746653,0.78733265,0.4779189,0.73895943,0.52871865,0.76435935,0.58540034,0.7927002,0.61882126,0.80941063,0.6323973,0.81619865,0.6544596,0.8272298,0.6423868,0.8211934,0.6366183,0.8183092
98357,0.63652825,0.8182641,0.69198024,0.8459901,0.5971364,0.7985682,0.6118238,0.8059119,0.6401627,0.82008135,0.5461508,0.7730754,0.5990111,0.7995056,0.6119927,0.80599636,0.6283089,0.81415445,0.57055974,0.78527987
98358,0.71402264,0.8570113,0.7028837,0.85144186,0.6520153,0.82600766,0.6539682,0.8269841,0.7664144,0.8832072,0.83500904,0.91750455,0.77058876,0.8852944,0.83194107,0.91597056,0.82503116,0.9125156,0.8436538,0.9218269
98359,0.6405349,0.82026744,0.6453533,0.82267666,0.5733297,0.78666484,0.5758546,0.78792727,0.68312806,0.84156406,0.76197934,0.8809897,0.7488503,0.8744252,0.7307335,0.86536676,0.7859421,0.89297104,0.8060761,0.903038
98360,0.51023406,0.75511706,0.5733675,0.78668374,0.52074575,0.7603729,0.6471405,0.82357025,0.48509088,0.7425454,0.47695476,0.73847735,0.47627375,0.7381369,0.5608109,0.78040546,0.60212946,0.8010647,0.53527284,0.7676364
98361,0.77878267,0.8893913,0.7479814,0.8739907,0.67318267,0.83659136,0.69116634,0.8455832,0.7652248,0.8826124,0.8459469,0.92297345,0.7904351,0.89521754,0.8538104,0.9269052,0.80321836,0.9016092,0.8539912,0.92699564
98362,0.57028353,0.78514177,0.5847262,0.7923631,0.5578835,0.77894175,0.548995,0.7744975,0.6256386,0.8128193,0.6354644,0.8177322,0.6737077,0.83685386,0.63237476,0.8161874,0.68240106,0.84120053,0.66535974,0.83267987
98363,0.68945605,0.844728,0.684604,0.84230196,0.65098083,0.8254904,0.66767395,0.833837,0.6598066,0.8299033,0.6964713,0.8482356,0.642515,0.8212575,0.7527621,0.87638104,0.76149935,0.8807497,0.7389301,0.86946505
98364,0.4969164,0.7484582,0.535999,0.76799953,0.50090754,0.75045377,0.45825738,0.7291287,0.5611726,0.7805863,0.5961287,0.79806435,0.5523702,0.7761851,0.6195092,0.8097546,0.58140886,0.7907044,0.5782143,0.78910714
98365,0.6013448,0.8006724,0.6203997,0.81019986,0.54970074,0.77485037,0.56321543,0.78160775,0.5649487,0.78247434,0.62539816,0.8126991,0.58035666,0.7901783,0.6639935,0.83199674,0.6558442,0.8279221,0.6410847,0.82054234
98366,0.56089747,0.78044873,0.6041553,0.80207765,0.53402066,0.76701033,0.50319976,0.7515999,0.5608753,0.78043765,0.5455965,0.77279824,0.51979816,0.7598991,0.59520364,0.7976018,0.56411266,0.78205633,0.51888466,0.7594423
98367,0.6551371,0.82756853,0.63274175,0.81637084,0.6279676,0.8139838,0.6057042,0.8028521,0.65998757,0.8299938,0.7436363,0.8718182,0.65401113,0.82700557,0.6943799,0.84718996,0.73782,0.86891,0.7200033,0.8600017
98368,0.4950075,0.74750376,0.54603684,0.7730184,0.4778213,0.7389107,0.51240724,0.75620365,0.51012814,0.7550641,0.58420134,0.79210067,0.567086,0.783543,0.58407617,0.7920381,0.64865994,0.82433,0.6268868,0.8134434
98369,0.55207086,0.7760354,0.55805284,0.7790264,0.52029777,0.7601489,0.5328964,0.7664482,0.594296,0.797148,0.7277496,0.8638748,0.6632048,0.8316024,0.6905997,0.84529984,0.6899191,0.84495956,0.74079347,0.87039673
98370,0.6582972,0.8291486,0.6652029,0.8326014,0.59395397,0.796977,0.6194036,0.8097018,0.6902362,0.8451181,0.825904,0.912952,0.7596732,0.87983656,0.7788454,0.8894227,0.7803786,0.8901893,0.82380766,0.91190386
98371,0.7333474,0.8666737,0.68611777,0.8430589,0.64257693,0.82128847,0.714675,0.8573375,0.70994854,0.85497427,0.8180623,0.90903115,0.7420653,0.87103266,0.8070272,0.9035136,0.7931278,0.8965639,0.8253895,0.91269475
98372,0.7019062,0.8509531,0.6249805,0.8124902,0.5521227,0.77606136,0.6023096,0.8011548,0.67230254,0.83615124,0.79637146,0.89818573,0.705444,0.852722,0.75909615,0.8795481,0.72609633,0.8630482,0.77886343,0.8894317
98373,0.7805194,0.89025974,0.7104551,0.8552276,0.6624594,0.8312297,0.70681036,0.8534052,0.7251677,0.8625839,0.763562,0.881781,0.6633395,0.83166975,0.75231117,0.8761556,0.7392043,0.86960214,0.7359382,0.8679691
98374,0.69873774,0.8493689,0.6672164,0.8336082,0.5910461,0.79552305,0.66636693,0.83318347,0.6900475,0.84502375,0.7631097,0.88155484,0.69119275,0.8455964,0.7518475,0.87592375,0.7396103,0.86980516,0.73800147,0.86900073
98375,0.6661728,0.8330864,0.67731845,0.8386592,0.63378745,0.8168937,0.67957,0.839785,0.6312748,0.8156374,0.7060715,0.85303575,0.6559056,0.8279528,0.728049,0.8640245,0.7473912,0.8736956,0.73806256,0.8690313
98376,0.6893636,0.8446818,0.6543524,0.8271762,0.5935651,0.79678255,0.620242,0.810121,0.69551986,0.84775996,0.80103576,0.9005179,0.71003044,0.8550152,0.7255605,0.8627802,0.7479991,0.87399954,0.77287376,0.8864369
98377,0.67656934,0.8382847,0.66504526,0.83252263,0.6158503,0.80792516,0.6362898,0.8181449,0.7102355,0.85511774,0.8292545,0.91462725,0.7667055,0.88335276,0.814288,0.907144,0.8252947,0.91264737,0.85974085,0.9298704
98378,0.7300868,0.8650434,0.7225307,0.86126536,0.6318289,0.81591445,0.65927124,0.8296356,0.7472062,0.8736031,0.85338503,0.9266925,0.7928697,0.89643484,0.8223347,0.9111674,0.8008379,0.90041894,0.8747315,0.9373658
98379,0.6819192,0.8409596,0.613328,0.806664,0.5969485,0.79847425,0.6310349,0.8155174,0.68045783,0.8402289,0.80933934,0.90466964,0.6972648,0.8486324,0.7461342,0.87306714,0.7218616,0.8609308,0.7800489,0.8900244
98380,0.6972954,0.8486477,0.67887354,0.83943677,0.6044827,0.8022413,0.71157193,0.85578597,0.71826154,0.85913074,0.81940305,0.9097015,0.7716603,0.88583016,0.79913986,0.8995699,0.7923229,0.89616144,0.8261175,0.91305876
98381,0.5531571,0.77657855,0.5616561,0.78082806,0.47573096,0.73786545,0.56360024,0.78180015,0.5316704,0.76583517,0.5993255,0.7996627,0.5804651,0.79023254,0.6394557,0.81972784,0.63633513,0.81816757,0.60608065,0.8030403
98382,0.6281392,0.8140696,0.6264104,0.81320524,0.5389309,0.76946545,0.57990754,0.78995377,0.68102074,0.84051037,0.79728985,0.8986449,0.7407981,0.87039906,0.76892126,0.8844606,0.76259947,0.88129973,0.82237136,0.9111857
98383,0.6567826,0.8283913,0.6555992,0.82779956,0.5876893,0.79384464,0.6099428,0.8049714,0.6623036,0.83115184,0.7362762,0.8681381,0.65651083,0.8282554,0.7085003,0.8542502,0.7308928,0.8654464,0.7291649,0.8645824
98384,0.6837295,0.84186476,0.65527654,0.82763827,0.5908115,0.79540575,0.69600165,0.8480008,0.67533,0.83766496,0.69311917,0.8465596,0.6617095,0.8308548,0.71041495,0.85520744,0.74610794,0.87305397,0.7349522,0.8674761
98385,0.6170711,0.8085356,0.61860883,0.8093044,0.5394654,0.7697327,0.6139431,0.80697155,0.6323569,0.81617844,0.73085654,0.86542827,0.67389154,0.8369458,0.72870207,0.86435103,0.7235148,0.8617574,0.7665328,0.8832664
98386,0.7127738,0.8563869,0.71609664,0.8580483,0.663658,0.831829,0.72460127,0.86230063,0.71105856,0.8555293,0.74569863,0.87284935,0.7288202,0.8644101,0.79597205,0.89798605,0.7947896,0.8973948,0.7946037,0.89730185
98387,0.6941335,0.84706676,0.706656,0.853328,0.6492242,0.82461214,0.69976604,0.849883,0.7339193,0.8669597,0.74273825,0.8713691,0.69673645,0.8483682,0.7745252,0.8872626,0.69711304,0.8485565,0.72844386,0.86422193
98388,0.73226833,0.86613417,0.6642078,0.8321039,0.64489424,0.8224471,0.6806463,0.84032315,0.6966667,0.84833336,0.82083786,0.9104189,0.7077761,0.85388803,0.78265166,0.89132583,0.7440902,0.8720451,0.79447025,0.89723516
98389,0.75613135,0.8780657,0.7088595,0.8544297,0.6742134,0.8371067,0.66327477,0.8316374,0.7752223,0.88761115,0.86716557,0.9335828,0.77190405,0.885952,0.83839047,0.91919523,0.77862024,0.8893101,0.8542725,0.92713624
98390,0.64690816,0.8234541,0.5877923,0.79389614,0.56883174,0.78441584,0.68495005,0.84247506,0.60468733,0.80234367,0.6920945,0.8460473,0.62439024,0.8121951,0.66778505,0.8338925,0.6982262,0.8491131,0.7177384,0.8588692
98391,0.6082033,0.80410165,0.56932306,0.78466153,0.54503703,0.7725185,0.51103806,0.75551903,0.662604,0.831302,0.8271169,0.9135585,0.76549697,0.8827485,0.71664655,0.8583233,0.7619618,0.8809809,0.828225,0.9141125
98392,0.639325,0.8196625,0.6333722,0.8166861,0.5933475,0.7966738,0.66521937,0.83260965,0.59589934,0.7979497,0.624323,0.8121615,0.569676,0.78483796,0.70485383,0.8524269,0.7047924,0.8523962,0.67624205,0.83812106
98393,0.5611333,0.7805667,0.58133435,0.7906672,0.494376,0.747188,0.56188524,0.7809426,0.5814415,0.79072076,0.660454,0.830227,0.6375847,0.81879234,0.6692589,0.8346294,0.69622076,0.8481104,0.7028743,0.85143715
98394,0.5811564,0.7905782,0.5660243,0.78301215,0.50903034,0.7545152,0.52068305,0.7603415,0.6229021,0.8114511,0.7212777,0.86063886,0.68639946,0.84319973,0.6926141,0.84630704,0.73034513,0.86517256,0.74649155,0.8732458
98395,0.70540667,0.85270333,0.65728015,0.8286401,0.633466,0.816733,0.6182811,0.80914056,0.73751724,0.8687586,0.847329,0.9236645,0.7312492,0.8656246,0.8183044,0.9091522,0.75981176,0.8799059,0.7995939,0.89979696
98396,0.5448444,0.7724222,0.54803956,0.7740198,0.4860962,0.7430481,0.5753405,0.78767025,0.55907553,0.7795378,0.6449271,0.8224635,0.6204927,0.81024635,0.65110767,0.82555383,0.683837,0.84191847,0.68678975,0.8433949
98397,0.5588052,0.7794026,0.574505,0.7872525,0.5072173,0.75360864,0.5480057,0.77400285,0.59758574,0.79879284,0.67493,0.837465,0.65287375,0.8264369,0.6837164,0.8418582,0.70331615,0.8516581,0.7402669,0.87013346
98398,0.7157093,0.85785466,0.65923405,0.829617,0.6163901,0.80819505,0.57548255,0.7877413,0.75438726,0.8771936,0.83412147,0.91706073,0.7398915,0.86994576,0.7937628,0.8968814,0.7583029,0.87915146,0.78897166,0.89448583
98399,0.59054434,0.7952722,0.6085008,0.80425036,0.5185995,0.75929976,0.53498554,0.7674928,0.6158083,0.8079041,0.63890755,0.8194538,0.6535815,0.82679075,0.646822,0.823411,0.6578897,0.82894486,0.6248444,0.81242216
98400,0.536613,0.7683065,0.5410373,0.77051866,0.4648733,0.73243666,0.54559815,0.7727991,0.5297165,0.76485825,0.5609486,0.7804743,0.57184434,0.78592217,0.57414967,0.7870748,0.6621115,0.83105576,0.6187721,0.809386
98401,0.5978566,0.79892826,0.64704746,0.82352376,0.5568503,0.77842516,0.56485677,0.7824284,0.6036154,0.8018077,0.6653552,0.8326776,0.6483688,0.8241844,0.72455543,0.86227775,0.73269486,0.86634743,0.70567155,0.8528358
98402,0.7609755,0.88048774,0.7083427,0.85417134,0.6795646,0.8397823,0.65381676,0.82690835,0.7445326,0.8722663,0.8459365,0.92296827,0.74212074,0.8710604,0.8227426,0.9113713,0.7730259,0.88651294,0.8219911,0.91099554
1747,0.72114867,0.86057436,0.666067,0.8330335,0.6491413,0.82457066,0.6587815,0.82939076,0.6757184,0.8378592,0.70395106,0.85197556,0.66077137,0.8303857,0.70520115,0.8526006,0.7494817,0.87474084,0.71600235,0.8580012
1784,0.72978693,0.86489344,0.72431517,0.8621576,0.6417227,0.82086134,0.5750749,0.78753746,0.7637207,0.8818604,0.7919817,0.89599085,0.76241153,0.8812058,0.7832377,0.89161885,0.7504704,0.8752352,0.75343883,0.8767194
2476,0.7516663,0.87583315,0.6566007,0.82830036,0.68592143,0.8429607,0.60785365,0.8039268,0.7204045,0.86020225,0.7309129,0.86545646,0.6489221,0.82446104,0.72078276,0.8603914,0.6269057,0.81345284,0.68035185,0.8401759
2515,0.75331306,0.87665653,0.72561896,0.8628095,0.7049103,0.85245514,0.6538193,0.82690966,0.7269919,0.86349595,0.717614,0.85880697,0.68110853,0.84055424,0.716053,0.8580265,0.71413916,0.8570696,0.7231462,0.8615731
2517,0.7400894,0.8700447,0.68420124,0.8421006,0.6890848,0.8445424,0.6293627,0.81468135,0.6826532,0.8413266,0.6496415,0.82482076,0.589036,0.794518,0.6925762,0.8462881,0.6387634,0.8193817,0.61769676,0.8088484
2529,0.7233446,0.8616723,0.6194217,0.80971086,0.59268045,0.7963402,0.5566236,0.7783118,0.68635964,0.8431798,0.655601,0.8278005,0.62561387,0.81280696,0.6197493,0.80987465,0.5643471,0.7821735,0.6354041,0.81770205
2538,0.68101484,0.8405074,0.6218197,0.81090987,0.59846914,0.79923457,0.5814549,0.79072744,0.627378,0.813689,0.6030263,0.80151314,0.5438367,0.77191836,0.6200087,0.81000435,0.5847043,0.79235214,0.570786,0.785393
2551,0.6998323,0.84991616,0.6821984,0.8410992,0.6324115,0.81620574,0.5535066,0.7767533,0.6698202,0.8349101,0.6874935,0.8437468,0.6381929,0.81909645,0.6688554,0.8344277,0.6472528,0.8236264,0.6600074,0.83000374
2553,0.75221944,0.8761097,0.6905675,0.84528375,0.66012096,0.8300605,0.61504126,0.8075206,0.68744,0.84371996,0.7237239,0.86186194,0.6573088,0.8286544,0.70203936,0.8510197,0.66482925,0.8324146,0.6980747,0.84903735
2554,0.69160986,0.8458049,0.7011982,0.8505991,0.6243111,0.81215554,0.66037536,0.8301877,0.6887206,0.8443603,0.7354357,0.86771786,0.7014782,0.8507391,0.74814725,0.8740736,0.73269284,0.8663464,0.744863,0.8724315
2555,0.6073174,0.8036587,0.59155154,0.7957758,0.55080986,0.77540493,0.5901886,0.7950943,0.5341842,0.7670921,0.53105617,0.7655281,0.5134956,0.75674784,0.557026,0.778513,0.5818262,0.7909131,0.53609216,0.7680461
2556,0.6701913,0.83509564,0.7343806,0.8671903,0.7047236,0.8523618,0.6750927,0.83754635,0.62642,0.81321,0.60104275,0.8005214,0.5721392,0.78606963,0.7030767,0.85153836,0.67984974,0.8399249,0.6348623,0.81743115
2577,0.76171505,0.8808575,0.737346,0.86867297,0.67540157,0.8377008,0.6760632,0.8380316,0.68196136,0.84098065,0.71273386,0.85636693,0.6875427,0.84377134,0.7245405,0.86227024,0.70568615,0.85284305,0.70877135,0.8543857
2582,0.70965075,0.8548254,0.64557284,0.82278645,0.6573499,0.8286749,0.5885773,0.79428864,0.65186226,0.82593113,0.6939227,0.8469614,0.6173631,0.80868155,0.66966623,0.83483315,0.6382811,0.81914055,0.6389308,0.8194654
2583,0.7365526,0.8682763,0.75807714,0.8790386,0.7537521,0.87687606,0.6717067,0.83585334,0.71808076,0.8590404,0.7005265,0.85026324,0.65225977,0.8261299,0.74329257,0.8716463,0.696224,0.848112,0.687711,0.8438555
2584,0.7734813,0.8867407,0.66649175,0.8332459,0.66717243,0.8335862,0.5754075,0.78770375,0.71212244,0.8560612,0.722396,0.861198,0.6049942,0.8024971,0.7032993,0.85164964,0.59228635,0.7961432,0.6463655,0.82318276
2585,0.66751593,0.833758,0.6409165,0.8204583,0.58693886,0.7934694,0.5887193,0.7943597,0.6153451,0.80767256,0.6588489,0.82942444,0.632174,0.816087,0.6675714,0.8337857,0.64643353,0.8232168,0.6539657,0.82698286
2586,0.73574704,0.86787355,0.72276354,0.86138177,0.6638932,0.8319466,0.6418785,0.82093924,0.6434463,0.82172316,0.67300034,0.83650017,0.6024613,0.80123067,0.70164067,0.8508203,0.6826894,0.8413447,0.6533853,0.82669264
2587,0.6746353,0.83731765,0.65531975,0.82765985,0.6768081,0.83840406,0.60164684,0.80082345,0.6167086,0.80835426,0.5960363,0.79801816,0.5340046,0.76700234,0.6488154,0.8244077,0.5926484,0.7963242,0.5830356,0.7915178
2588,0.7722882,0.8861441,0.71080875,0.8554044,0.6733582,0.8366791,0.67642486,0.83821243,0.6606139,0.83030695,0.67616224,0.8380811,0.5990497,0.79952484,0.71854705,0.85927355,0.6888684,0.8444342,0.66724765,0.8336238
2589,0.7664587,0.8832294,0.71865416,0.8593271,0.6893915,0.84469575,0.6364422,0.8182211,0.7038181,0.85190904,0.7292953,0.8646476,0.68552524,0.8427626,0.7124307,0.85621536,0.6558112,0.8279056,0.69629157,0.8481458
2590,0.743513,0.8717565,0.68108964,0.8405448,0.6860284,0.84301424,0.62543404,0.812717,0.6733773,0.83668864,0.70105886,0.85052943,0.63280416,0.8164021,0.6922568,0.8461284,0.6341716,0.8170858,0.6716672,0.8358336
2591,0.7194737,0.85973686,0.699654,0.849827,0.6419179,0.820959,0.64000183,0.8200009,0.6712607,0.83563036,0.6937753,0.84688765,0.6864183,0.84320915,0.7008457,0.85042286,0.6963377,0.84816885,0.70197016,0.85098505
2592,0.73458695,0.8672935,0.66090083,0.8304504,0.68124306,0.84062153,0.62552685,0.81276345,0.6851332,0.8425666,0.6512143,0.8256072,0.5446706,0.7723353,0.66631174,0.8331559,0.5696008,0.7848004,0.61565226,0.80782616
2594,0.69940364,0.8497018,0.67486346,0.8374317,0.6206627,0.81033134,0.6867629,0.84338146,0.6715883,0.83579415,0.6643009,0.83215046,0.63982636,0.81991315,0.6808158,0.8404079,0.64276695,0.8213835,0.64755,0.823775
2595,0.6389204,0.8194602,0.654815,0.8274075,0.6133654,0.8066827,0.590562,0.795281,0.60374737,0.8018737,0.6276362,0.8138181,0.60733044,0.8036652,0.65812206,0.82906103,0.6302031,0.81510156,0.64260286,0.82130146
2597,0.7878717,0.89393586,0.68931645,0.84465826,0.7574042,0.8787021,0.6211393,0.81056964,0.71281993,0.85640997,0.74782145,0.8739107,0.60201186,0.80100596,0.72833776,0.8641689,0.65508676,0.8275434,0.676224,0.838112
2645,0.67206955,0.8360348,0.6975669,0.8487835,0.7084466,0.8542233,0.6433748,0.8216874,0.65313566,0.8265678,0.65653217,0.8282661,0.6307429,0.81537145,0.682378,0.841189,0.6731281,0.83656406,0.6696044,0.8348022
2654,0.71055603,0.855278,0.67202747,0.83601373,0.6531372,0.8265686,0.6747614,0.8373807,0.6854251,0.8427125,0.66570556,0.8328528,0.61753976,0.8087699,0.7108977,0.85544884,0.64430654,0.8221533,0.65059924,0.8252996
2655,0.7222601,0.86113006,0.67789733,0.83894867,0.63488436,0.8174422,0.586718,0.79335904,0.67784655,0.8389233,0.72743344,0.8637167,0.64913577,0.8245679,0.6994984,0.8497492,0.63567066,0.81783533,0.69157946,0.84578973
2656,0.6737307,0.8368653,0.72172296,0.8608615,0.6561887,0.82809436,0.6258737,0.81293684,0.6173439,0.80867195,0.61664104,0.8083205,0.56888336,0.7844417,0.6791088,0.8395544,0.61271596,0.806358,0.5748476,0.7874238
2657,0.58785105,0.7939255,0.6242298,0.8121149,0.6014621,0.80073106,0.5463846,0.7731923,0.6100037,0.80500185,0.6799846,0.8399923,0.6436018,0.8218009,0.70026886,0.85013443,0.7481668,0.8740834,0.7005644,0.8502822
2658,0.6831272,0.8415636,0.66209126,0.8310456,0.640149,0.8200745,0.6122564,0.8061282,0.6335137,0.81675684,0.5889393,0.79446965,0.50378853,0.75189424,0.6590224,0.82951117,0.62157273,0.81078637,0.56446993,0.78223497
