,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98317,0.6830585,0.84152925,0.6857548,0.8428774,0.61309,0.806545,0.61523765,0.80761886,0.72925925,0.8646296,0.8255229,0.91276145,0.7691227,0.88456136,0.7942058,0.8971029,0.7500001,0.87500006,0.80806494,0.90403247
98318,0.73106277,0.8655314,0.69111097,0.8455555,0.6258037,0.81290185,0.66785884,0.8339294,0.72528815,0.8626441,0.8237835,0.91189176,0.75625545,0.8781277,0.7859726,0.8929863,0.7886086,0.8943043,0.8300367,0.9150183
98319,0.66744685,0.8337234,0.65757215,0.8287861,0.62711406,0.813557,0.681011,0.8405055,0.6297924,0.8148962,0.70966375,0.8548319,0.6524476,0.8262238,0.70317125,0.8515856,0.7398266,0.86991334,0.7056663,0.85283315
98320,0.7327596,0.8663798,0.69201446,0.8460072,0.6539439,0.82697195,0.6332618,0.8166309,0.7801943,0.89009714,0.8966,0.9483,0.78360915,0.8918046,0.8189614,0.9094807,0.77150166,0.88575083,0.84576917,0.9228846
98321,0.7602621,0.880131,0.6884021,0.8442011,0.66152656,0.8307633,0.6795622,0.8397811,0.7400379,0.87001896,0.86705714,0.93352854,0.73076785,0.8653839,0.8119847,0.9059924,0.7824102,0.8912051,0.817027,0.9085135
98322,0.7133658,0.8566829,0.66033196,0.830166,0.59021044,0.7951052,0.60278213,0.80139107,0.72816193,0.86408097,0.86089575,0.9304479,0.7348802,0.8674401,0.79872215,0.8993611,0.79026055,0.8951303,0.84386015,0.9219301
98323,0.72033,0.860165,0.6779598,0.8389799,0.6192475,0.8096237,0.6019225,0.80096126,0.7374712,0.8687356,0.81280196,0.906401,0.75712764,0.8785638,0.8021939,0.90109694,0.74617845,0.8730892,0.8022624,0.9011312
98324,0.70063746,0.85031873,0.69205993,0.84603,0.65256596,0.826283,0.679276,0.839638,0.73431337,0.8671567,0.8160686,0.9080343,0.7564424,0.8782212,0.8161551,0.90807754,0.7602706,0.8801353,0.8108564,0.9054282
98325,0.6887977,0.84439886,0.63475645,0.8173782,0.60736847,0.80368423,0.62912154,0.8145608,0.710284,0.855142,0.84313923,0.9215696,0.7512038,0.8756019,0.8083518,0.9041759,0.78632677,0.8931634,0.831404,0.915702
98326,0.6393728,0.8196864,0.65362906,0.82681453,0.5694591,0.78472954,0.6059527,0.80297637,0.61187416,0.80593705,0.711435,0.85571754,0.6185379,0.80926895,0.7450042,0.8725021,0.7343035,0.86715174,0.71115136,0.8555757
98327,0.5544039,0.77720195,0.5808564,0.79042816,0.50356513,0.75178254,0.5549897,0.77749485,0.55345654,0.7767283,0.64988804,0.824944,0.6305907,0.81529534,0.6598437,0.82992184,0.7065556,0.8532778,0.6920526,0.8460263
98328,0.69419396,0.847097,0.60925186,0.8046259,0.60494685,0.8024734,0.688221,0.8441105,0.6805366,0.8402683,0.7593063,0.87965316,0.67184055,0.8359203,0.75139266,0.8756963,0.7449012,0.8724506,0.76393676,0.8819684
98329,0.66866314,0.8343316,0.6647819,0.83239096,0.56658643,0.78329325,0.65787876,0.8289394,0.69320345,0.8466017,0.7199949,0.85999745,0.70280445,0.8514022,0.7493366,0.8746683,0.733129,0.8665645,0.74818164,0.8740908
98330,0.54701763,0.7735088,0.5853323,0.79266614,0.47607625,0.7380381,0.5472845,0.77364224,0.5545879,0.7772939,0.5865228,0.7932614,0.61100054,0.80550027,0.60274744,0.8013737,0.64901286,0.8245064,0.6253692,0.8126846
98331,0.66088927,0.83044463,0.6043633,0.80218166,0.61035466,0.80517733,0.6189115,0.80945575,0.60448694,0.8022435,0.7127729,0.8563864,0.5570971,0.77854854,0.66876584,0.8343829,0.7129791,0.85648954,0.6601584,0.8300792
98332,0.62754095,0.8137705,0.61901915,0.8095096,0.5736252,0.7868126,0.5949577,0.79747885,0.675897,0.8379485,0.7750788,0.8875394,0.7486576,0.8743288,0.76260877,0.8813044,0.7445922,0.8722961,0.7899915,0.89499575
98333,0.60285246,0.80142623,0.5992774,0.7996387,0.5591973,0.77959865,0.5657335,0.7828667,0.6039088,0.8019544,0.7457817,0.87289083,0.7031653,0.85158265,0.7072052,0.8536026,0.76004237,0.8800212,0.7834379,0.891719
98334,0.7624964,0.88124824,0.68776107,0.84388053,0.69683313,0.84841657,0.64918935,0.8245947,0.6737504,0.8368752,0.665701,0.83285046,0.5557637,0.77788186,0.6765184,0.8382592,0.6211965,0.81059825,0.6275277,0.81376386
98335,0.7352891,0.86764455,0.72964585,0.8648229,0.6704005,0.83520025,0.69339865,0.84669936,0.7314575,0.86572874,0.81156415,0.9057821,0.7656745,0.88283724,0.8321619,0.91608095,0.8097515,0.90487576,0.8200957,0.9100479
98336,0.59538555,0.7976928,0.5935523,0.7967762,0.594578,0.797289,0.60404396,0.802022,0.5977329,0.79886645,0.68063563,0.84031785,0.577139,0.7885695,0.69427866,0.84713936,0.66805613,0.83402807,0.65354055,0.8267703
98337,0.6540519,0.82702595,0.6157836,0.8078918,0.55503154,0.77751577,0.6419691,0.82098454,0.64000666,0.82000333,0.6631503,0.83157516,0.6606988,0.8303494,0.6578889,0.82894444,0.6907542,0.8453771,0.6896527,0.84482634
98338,0.62342095,0.8117105,0.66243607,0.831218,0.57343286,0.78671646,0.6086948,0.8043474,0.60683537,0.8034177,0.5591421,0.77957106,0.5718368,0.7859184,0.6543052,0.8271526,0.6440954,0.8220477,0.59040046,0.7952002
98339,0.55210674,0.77605337,0.55696356,0.7784818,0.496257,0.74812853,0.52893865,0.7644693,0.5793412,0.7896706,0.70897865,0.8544893,0.65280527,0.82640266,0.6845705,0.8422853,0.69773406,0.84886706,0.74118376,0.8705919
98340,0.59729373,0.79864687,0.59719944,0.7985997,0.514397,0.7571985,0.5847235,0.79236174,0.6284934,0.8142467,0.7088309,0.8544154,0.71174026,0.8558701,0.67064506,0.8353225,0.71564853,0.85782427,0.7403599,0.87017995
98341,0.69618964,0.8480948,0.67534727,0.83767366,0.626644,0.813322,0.64684033,0.82342017,0.6919817,0.84599084,0.8134787,0.90673935,0.72189176,0.8609459,0.8102493,0.90512466,0.784776,0.892388,0.8060045,0.90300226
98342,0.7072157,0.8536079,0.64190423,0.8209521,0.5958289,0.79791445,0.60100746,0.80050373,0.7113353,0.85566765,0.7888154,0.8944077,0.72147584,0.8607379,0.7573266,0.8786633,0.76507276,0.8825364,0.7848758,0.89243793
98343,0.5226679,0.76133394,0.54051954,0.77025974,0.4784171,0.7392086,0.51645076,0.7582254,0.56852853,0.78426427,0.64402115,0.8220106,0.632182,0.816091,0.63303447,0.81651723,0.6957706,0.8478853,0.69976264,0.8498813
98344,0.72387886,0.86193943,0.7239522,0.8619761,0.6248323,0.81241614,0.69325006,0.84662503,0.7071426,0.8535713,0.7634974,0.8817487,0.71043915,0.8552196,0.7703458,0.8851729,0.75578433,0.87789214,0.74987274,0.87493634
98345,0.6995611,0.84978056,0.6881762,0.8440881,0.6489496,0.8244748,0.64103687,0.82051843,0.6999755,0.84998775,0.76596963,0.8829848,0.6788685,0.83943427,0.7519721,0.87598604,0.74976265,0.8748813,0.7704263,0.88521314
98346,0.5319408,0.7659704,0.57023543,0.78511775,0.5072197,0.75360984,0.5818275,0.79091376,0.5649078,0.7824539,0.6426952,0.8213476,0.60060716,0.8003036,0.679122,0.839561,0.66633797,0.833169,0.6611805,0.83059025
98347,0.5965004,0.7982502,0.6108907,0.8054453,0.549204,0.774602,0.5731476,0.78657377,0.6283952,0.8141976,0.7130136,0.8565068,0.6933478,0.8466739,0.6928434,0.8464217,0.74879086,0.87439543,0.7427926,0.8713963
98348,0.50749964,0.75374985,0.56388617,0.7819431,0.5232928,0.7616464,0.53110814,0.7655541,0.5166951,0.7583475,0.57247657,0.7862383,0.5693033,0.78465164,0.6021312,0.80106556,0.6546511,0.8273256,0.6333273,0.8166636
98349,0.69788504,0.8489425,0.6626353,0.83131766,0.59252024,0.7962601,0.62137383,0.81068695,0.6687653,0.83438265,0.7777215,0.88886076,0.6776155,0.83880776,0.76511276,0.8825564,0.76246315,0.88123155,0.75088143,0.8754407
98350,0.7087612,0.8543806,0.6800983,0.84004915,0.6547566,0.8273783,0.6724911,0.83624554,0.72913754,0.86456877,0.8442552,0.9221276,0.75343287,0.87671643,0.81552035,0.90776014,0.7891304,0.8945652,0.8267995,0.91339976
98351,0.6790596,0.8395298,0.6814759,0.84073794,0.6022504,0.80112517,0.5937675,0.79688376,0.72350836,0.8617542,0.7803281,0.890164,0.74857795,0.874289,0.77320766,0.88660383,0.7545035,0.87725174,0.76649773,0.88324887
98352,0.53705347,0.76852673,0.5399351,0.76996756,0.44599497,0.7229975,0.526394,0.763197,0.56662655,0.7833133,0.71778655,0.8588933,0.67765015,0.8388251,0.68470144,0.8423507,0.733261,0.8666305,0.75658953,0.87829477
98353,0.63822746,0.81911373,0.6104611,0.80523056,0.56287515,0.7814376,0.5531005,0.7765503,0.6626048,0.8313024,0.79884267,0.89942133,0.7522056,0.8761028,0.7358563,0.86792815,0.75954217,0.8797711,0.80944604,0.90472305
98354,0.57122505,0.7856125,0.62203324,0.8110166,0.56107986,0.78053993,0.5504136,0.7752068,0.5854924,0.7927462,0.51677716,0.7583886,0.5393709,0.76968545,0.5832759,0.79163796,0.561454,0.780727,0.5149412,0.7574706
98355,0.6972179,0.848609,0.68252003,0.84126,0.64616346,0.82308173,0.64993536,0.8249677,0.70990646,0.8549532,0.7815297,0.89076483,0.7495436,0.87477183,0.74491143,0.8724557,0.7599554,0.8799777,0.8196696,0.9098348
98356,0.5458809,0.77294046,0.579252,0.789626,0.47622377,0.73811185,0.5239075,0.7619537,0.583923,0.7919615,0.61992526,0.80996263,0.6417048,0.8208524,0.64106333,0.82053167,0.658179,0.8290895,0.64705133,0.82352567
98357,0.54553527,0.77276766,0.6082226,0.8041113,0.51240104,0.75620055,0.50912195,0.75456095,0.5364474,0.7682237,0.45775226,0.7288761,0.4755112,0.7377556,0.52138746,0.7606937,0.5156656,0.75783277,0.4439388,0.72196937
98358,0.6813972,0.8406986,0.68865734,0.84432864,0.61405957,0.8070298,0.63545525,0.8177276,0.72183657,0.8609183,0.80426323,0.9021316,0.7615444,0.88077223,0.7906341,0.8953171,0.82006454,0.9100323,0.83935237,0.9196762
98359,0.59917194,0.79958594,0.5056715,0.75283575,0.5198748,0.7599374,0.50368154,0.7518408,0.5657784,0.7828892,0.6976434,0.8488217,0.63910335,0.8195517,0.62604785,0.8130239,0.6850593,0.84252965,0.7215084,0.8607542
98360,0.4592487,0.72962433,0.4950546,0.7475273,0.4571029,0.72855145,0.59562695,0.7978135,0.3907809,0.69539046,0.39650965,0.6982548,0.38024098,0.69012046,0.47938982,0.7396949,0.51604885,0.75802445,0.44524655,0.7226233
98361,0.7473854,0.8736927,0.7282586,0.8641293,0.64587665,0.8229383,0.6785419,0.83927095,0.7491786,0.8745893,0.84902483,0.9245124,0.79133797,0.895669,0.8437722,0.9218861,0.7988322,0.8994161,0.85250866,0.92625433
98362,0.59991425,0.79995716,0.6024051,0.80120254,0.56506455,0.7825323,0.543381,0.7716905,0.631924,0.81596196,0.6622513,0.8311256,0.68640614,0.84320307,0.65149903,0.8257495,0.7026619,0.85133094,0.6844531,0.84222656
98363,0.70446014,0.8522301,0.7180736,0.8590368,0.6657263,0.83286315,0.6613835,0.83069175,0.69657636,0.8482882,0.74396646,0.87198323,0.6902164,0.8451082,0.7899636,0.8949818,0.7774938,0.88874686,0.7875105,0.89375526
98364,0.5634683,0.7817341,0.56708443,0.7835422,0.55778676,0.77889335,0.48009747,0.74004877,0.55933964,0.7796698,0.6254282,0.8127141,0.5765493,0.78827465,0.63823104,0.8191155,0.62263477,0.8113174,0.63503766,0.81751883
98365,0.59712875,0.7985644,0.64035827,0.8201791,0.568485,0.7842425,0.5685794,0.7842897,0.5946895,0.79734474,0.6441705,0.82208526,0.6071869,0.80359346,0.6778793,0.83893967,0.67574584,0.8378729,0.66651714,0.83325857
98366,0.49161518,0.7458076,0.5370604,0.7685302,0.45240253,0.7262013,0.45165426,0.7258271,0.51540947,0.75770473,0.47829342,0.7391467,0.490923,0.74546146,0.5375588,0.7687794,0.5216932,0.7608466,0.47553936,0.73776966
98367,0.65238214,0.82619107,0.64720476,0.8236024,0.62445706,0.81222856,0.61304474,0.80652237,0.67149067,0.83574533,0.7310485,0.8655243,0.66409874,0.83204937,0.69998467,0.84999233,0.7394211,0.86971056,0.7183994,0.8591997
98368,0.5149387,0.75746936,0.55714107,0.77857053,0.4899875,0.74499375,0.501976,0.750988,0.53618973,0.7680949,0.6185679,0.809284,0.58922493,0.79461247,0.58594704,0.7929735,0.6499876,0.8249938,0.62440693,0.81220347
98369,0.54247904,0.7712395,0.55134153,0.77567077,0.51825833,0.75912917,0.54226875,0.7711344,0.5769367,0.78846836,0.7020068,0.8510034,0.64284146,0.8214207,0.6841084,0.8420542,0.68319285,0.8415964,0.71888065,0.8594403
98370,0.7309369,0.86546844,0.7153206,0.8576603,0.6416209,0.82081044,0.67571056,0.8378553,0.7310312,0.8655156,0.8557941,0.92789704,0.7827127,0.89135635,0.81664217,0.9083211,0.8188337,0.90941685,0.8666422,0.9333211
98371,0.73484904,0.8674245,0.69697535,0.8484877,0.66210085,0.8310504,0.71335614,0.85667807,0.7292672,0.86463356,0.8122597,0.90612984,0.7309691,0.86548454,0.81423426,0.9071171,0.7897207,0.8948604,0.82683855,0.91341925
98372,0.7247852,0.8623926,0.67280763,0.83640385,0.604858,0.80242896,0.631408,0.815704,0.7293225,0.8646612,0.8285856,0.9142928,0.7548499,0.87742496,0.8145726,0.9072863,0.75747687,0.8787384,0.81848377,0.9092419
98373,0.68560994,0.84280497,0.6052192,0.80260956,0.56542957,0.7827148,0.62659556,0.81329775,0.62115216,0.8105761,0.71071047,0.85535526,0.58948326,0.79474163,0.65591204,0.827956,0.66281176,0.8314059,0.66620165,0.8331008
98374,0.7068964,0.8534482,0.6692502,0.8346251,0.5970719,0.79853594,0.66138333,0.8306917,0.6779933,0.83899665,0.78086233,0.89043117,0.694263,0.8471315,0.7461882,0.8730941,0.71649414,0.85824704,0.7541704,0.8770852
98375,0.7072891,0.85364455,0.7183602,0.8591801,0.67486304,0.83743155,0.69058514,0.84529257,0.6819276,0.84096384,0.7571198,0.8785599,0.6911726,0.8455863,0.7625263,0.88126314,0.78328437,0.8916422,0.7932608,0.8966304
98376,0.7052752,0.8526376,0.67645323,0.8382266,0.63387954,0.8169398,0.6457717,0.8228859,0.7171486,0.8585743,0.81182307,0.90591156,0.7121712,0.8560856,0.7588109,0.87940544,0.76935494,0.88467747,0.78026927,0.89013463
98377,0.6166424,0.80832124,0.62845266,0.8142263,0.5661346,0.7830673,0.6081333,0.80406666,0.6539408,0.8269704,0.7627528,0.8813764,0.68819857,0.8440993,0.75977445,0.8798872,0.77389765,0.8869488,0.7732424,0.88662124
98378,0.71190953,0.85595477,0.69605106,0.84802556,0.60833955,0.8041698,0.63840127,0.81920063,0.74227345,0.8711367,0.8319272,0.9159636,0.7968718,0.8984359,0.808311,0.9041555,0.78917575,0.8945879,0.8571713,0.92858565
98379,0.7360473,0.86802363,0.6870735,0.84353673,0.64802134,0.82401067,0.65860915,0.8293046,0.74110734,0.8705537,0.8431256,0.9215628,0.7605783,0.88028914,0.7963686,0.8981843,0.78300625,0.8915031,0.8265283,0.91326416
98380,0.68615824,0.8430791,0.6819676,0.8409838,0.6162248,0.8081124,0.7139952,0.8569976,0.7164545,0.85822725,0.80967057,0.9048353,0.76100755,0.8805038,0.8034092,0.9017046,0.8036351,0.90181756,0.8180659,0.90903294
98381,0.5813043,0.79065216,0.59384006,0.79692006,0.49715942,0.74857974,0.5646144,0.7823072,0.5760493,0.78802466,0.6551954,0.82759774,0.634494,0.81724703,0.6637515,0.83187574,0.6790268,0.8395134,0.6585334,0.82926667
98382,0.6446532,0.8223266,0.62002707,0.81001353,0.5306935,0.76534677,0.5872719,0.79363596,0.68677926,0.84338963,0.80519587,0.9025979,0.7527797,0.87638986,0.7787849,0.88939244,0.77984166,0.88992083,0.824927,0.9124635
98383,0.6518105,0.82590526,0.64313436,0.8215672,0.5780246,0.7890123,0.61236715,0.8061836,0.66491973,0.83245987,0.7273206,0.86366034,0.6548065,0.82740325,0.70111775,0.8505589,0.7109906,0.85549533,0.7138295,0.85691476
98384,0.7059948,0.8529974,0.7015029,0.85075146,0.64598393,0.82299197,0.7186178,0.8593089,0.6891837,0.84459186,0.7072977,0.85364884,0.6751914,0.8375957,0.7427857,0.87139285,0.7584159,0.87920797,0.75752854,0.8787643
98385,0.6351899,0.81759495,0.6249703,0.81248516,0.55266654,0.7763333,0.59595454,0.79797727,0.63350976,0.8167549,0.7654704,0.8827352,0.6823349,0.84116745,0.7508461,0.8754231,0.74293447,0.87146723,0.7857709,0.89288545
98386,0.7109165,0.85545826,0.7233943,0.86169714,0.67184556,0.8359228,0.73011035,0.8650552,0.7319766,0.8659883,0.7624625,0.88123125,0.73752,0.86876,0.80530894,0.90265447,0.80434203,0.902171,0.80671954,0.9033598
98387,0.7361834,0.8680917,0.73157763,0.8657888,0.6703583,0.83517915,0.6836412,0.8418206,0.77897996,0.88949,0.8141619,0.90708095,0.7402257,0.87011284,0.8104019,0.90520096,0.7475267,0.8737633,0.79697037,0.8984852
98388,0.72968954,0.8648448,0.67445314,0.83722657,0.655982,0.827991,0.67611575,0.8380579,0.7036453,0.8518226,0.8345996,0.9172998,0.71067345,0.8553367,0.8003104,0.9001552,0.76201355,0.8810068,0.8092762,0.9046381
98389,0.7637006,0.8818503,0.719572,0.85978603,0.69371545,0.8468577,0.67702043,0.8385102,0.7773087,0.88865435,0.86587703,0.9329385,0.7872274,0.8936137,0.84150875,0.9207544,0.8074527,0.90372634,0.8648766,0.9324383
98390,0.63322043,0.8166102,0.58615863,0.7930793,0.5641623,0.7820811,0.6873586,0.8436793,0.6193056,0.8096528,0.7081711,0.85408556,0.64311934,0.82155967,0.6773827,0.83869135,0.70991826,0.85495913,0.738482,0.869241
98391,0.68107074,0.8405354,0.6270921,0.81354606,0.5999208,0.7999604,0.5943927,0.7971964,0.7249489,0.86247444,0.83960617,0.9198031,0.77010536,0.8850527,0.754671,0.8773355,0.77468014,0.88734007,0.8249301,0.91246504
98392,0.6175535,0.80877674,0.5829178,0.7914589,0.5573187,0.77865934,0.62863696,0.8143185,0.5677572,0.78387856,0.63359386,0.8167969,0.5457969,0.77289844,0.6891812,0.8445906,0.6905,0.84525,0.66881067,0.8344053
98393,0.56027806,0.780139,0.5623599,0.78117996,0.4752729,0.73763645,0.55293477,0.7764674,0.56647503,0.7832375,0.65927124,0.8296356,0.63691777,0.8184589,0.65153235,0.8257662,0.69465905,0.8473295,0.685274,0.842637
98394,0.54503983,0.77251995,0.5436828,0.7718414,0.46991822,0.7349591,0.5073713,0.75368565,0.60809374,0.80404687,0.6891624,0.8445812,0.68017733,0.84008867,0.6803181,0.84015906,0.71170557,0.8558528,0.71846056,0.8592303
98395,0.73678184,0.8683909,0.6831335,0.84156674,0.65265286,0.82632643,0.63309467,0.81654733,0.7595825,0.87979126,0.87906224,0.9395311,0.76842844,0.8842142,0.8333062,0.9166531,0.7762599,0.88812995,0.84463096,0.9223155
98396,0.5014935,0.7507467,0.5197907,0.7598953,0.4571035,0.72855175,0.5666696,0.7833348,0.52224815,0.7611241,0.5810689,0.79053444,0.5656432,0.7828216,0.625419,0.8127095,0.63441753,0.81720877,0.637487,0.81874347
98397,0.534255,0.7671275,0.53865576,0.7693279,0.47907382,0.7395369,0.52846706,0.7642335,0.5590427,0.77952135,0.66384304,0.8319215,0.6188805,0.80944026,0.65309805,0.82654905,0.6771323,0.8385662,0.71961117,0.8598056
98398,0.69900215,0.8495011,0.65167964,0.8258398,0.6149839,0.80749196,0.5769756,0.7884878,0.7329613,0.86648065,0.81701386,0.90850693,0.74554265,0.8727713,0.76634324,0.8831716,0.7592875,0.87964374,0.7934818,0.8967409
98399,0.582127,0.7910635,0.58622086,0.79311043,0.50810575,0.7540529,0.51664793,0.75832397,0.5919486,0.7959743,0.61165214,0.80582607,0.6243955,0.81219774,0.62402093,0.81201047,0.62796706,0.81398356,0.608917,0.8044585
98400,0.60319525,0.8015976,0.6114359,0.80571795,0.5479021,0.77395105,0.6206122,0.8103061,0.601408,0.800704,0.6343698,0.8171849,0.62097466,0.81048733,0.6595386,0.8297693,0.71462506,0.85731256,0.66973174,0.83486587
98401,0.6234784,0.8117392,0.66528815,0.8326441,0.5643897,0.78219485,0.58837944,0.7941897,0.6166997,0.80834985,0.6429447,0.82147235,0.6457133,0.82285666,0.72354615,0.8617731,0.7026484,0.8513242,0.68376696,0.8418835
98402,0.73805916,0.8690296,0.7167322,0.85836613,0.70626855,0.8531343,0.6581528,0.8290764,0.7173818,0.85869086,0.77411735,0.8870587,0.666284,0.83314204,0.77393144,0.88696575,0.7301488,0.8650744,0.7524295,0.87621474
1747,0.7235205,0.86176026,0.65089893,0.82544947,0.6335942,0.81679714,0.65890265,0.8294513,0.6671041,0.83355206,0.7020128,0.8510064,0.6635442,0.8317721,0.6953821,0.84769106,0.7256863,0.86284316,0.72013366,0.86006683
1784,0.72089946,0.86044973,0.7322321,0.86611605,0.66815853,0.83407927,0.62630683,0.8131534,0.73605925,0.8680296,0.741552,0.870776,0.7298192,0.8649096,0.7623083,0.8811542,0.7499693,0.8749846,0.707139,0.8535695
2476,0.7490972,0.8745486,0.6482273,0.8241136,0.6858455,0.84292275,0.60125273,0.8006264,0.7188524,0.8594262,0.7443546,0.8721773,0.6502589,0.82512945,0.71810853,0.85905427,0.6460906,0.8230453,0.6904868,0.8452434
2515,0.7644383,0.88221914,0.721552,0.860776,0.72815126,0.86407566,0.6542777,0.82713884,0.7129115,0.85645574,0.69779396,0.848897,0.6382643,0.81913215,0.72325796,0.861629,0.7023213,0.85116065,0.7097609,0.85488045
2517,0.71098566,0.85549283,0.6631919,0.83159596,0.67298305,0.8364915,0.5784595,0.78922975,0.6602962,0.8301481,0.63673735,0.8183687,0.5315784,0.7657892,0.6604341,0.83021706,0.60007054,0.80003524,0.5792242,0.7896121
2529,0.71901727,0.85950863,0.6666517,0.83332586,0.63353634,0.81676817,0.59587073,0.79793537,0.6964071,0.84820354,0.65287334,0.82643664,0.68084586,0.8404229,0.6571035,0.82855177,0.6177844,0.8088922,0.6869466,0.8434733
2538,0.7092265,0.85461324,0.6772649,0.83863246,0.6370287,0.81851435,0.6432188,0.8216094,0.65504134,0.82752067,0.6218208,0.8109104,0.59089065,0.7954453,0.6612872,0.8306436,0.64137757,0.8206888,0.6146836,0.8073418
2551,0.70219564,0.8510978,0.67037904,0.8351895,0.6400593,0.8200296,0.53042084,0.7652104,0.65317255,0.82658625,0.6879858,0.8439929,0.6095968,0.80479836,0.6585299,0.82926494,0.6410215,0.82051075,0.65409684,0.8270484
2553,0.7683817,0.88419086,0.69951,0.849755,0.67950577,0.8397529,0.6353888,0.8176944,0.6975014,0.8487507,0.6917783,0.84588915,0.65092194,0.825461,0.7042821,0.852141,0.6711526,0.8355763,0.68230295,0.8411515
2554,0.66197926,0.8309896,0.66141653,0.83070827,0.59597576,0.7979879,0.628622,0.814311,0.65198815,0.8259941,0.71282065,0.8564103,0.6638069,0.83190346,0.6958277,0.84791386,0.709127,0.8545635,0.73068565,0.86534286
