CV_google_ux_Score,gemini_flash_google_ux_Score,gemini_pro_google_ux_Score,gemini_flash_lite_google_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score,twice_gemini_flash_google_ux_Score,twice_gemini_pro_google_ux_Score,twice_gemini_flash_lite_google_ux_Score,twice_gemini_flash_pro_google_ux_Score,twice_gemini_flash_lite_pro_google_ux_Score,UX True Label,Will Manipulate
0.7943027,0.81160986,0.83894354,0.80934656,0.7918161,0.81722426,0.80817854,0.81206936,0.8184394,0.80775905,0.8195347,0.8380278,0.80934656,0.83349156,0.84010077,0,True
0.78411674,0.795361,0.80205375,0.81900823,0.8232812,0.81981254,0.7760015,0.82201874,0.79457515,0.81796384,0.8157872,0.81562114,0.81565744,0.81922376,0.79452497,0,True
0.76573473,0.7963103,0.8347206,0.78205335,0.8206753,0.7786874,0.79036933,0.84111226,0.7992967,0.78975004,0.8090929,0.8278634,0.7807779,0.83076537,0.7981387,0,True
0.8524417,0.8514836,0.87284184,0.8434019,0.838112,0.85537964,0.849878,0.8510721,0.85335135,0.8594884,0.8558649,0.86951685,0.8434019,0.84946984,0.85928196,0,True
0.856686,0.84651405,0.8402167,0.8460188,0.82556844,0.8411139,0.83993435,0.82965964,0.830177,0.84141195,0.851274,0.8550066,0.85314316,0.8324658,0.8611813,0,True
0.8073052,0.8486936,0.81668335,0.7997924,0.7847177,0.7958109,0.7962096,0.8468042,0.8330241,0.84697354,0.84461296,0.83810496,0.77996534,0.8318222,0.80814886,0,True
0.8544034,0.86845505,0.81204677,0.80767286,0.84112704,0.8110988,0.8539091,0.8340049,0.8512069,0.8335724,0.8679515,0.8475646,0.82375777,0.8657845,0.8259375,0,True
0.76682276,0.8009229,0.8294837,0.8125382,0.77329916,0.80285466,0.7980931,0.78795284,0.82362914,0.8148208,0.8388501,0.8198973,0.8086674,0.82684803,0.8235379,0,True
0.81277645,0.88210785,0.86693704,0.85017234,0.8505861,0.849393,0.86265373,0.85576993,0.8700927,0.88284814,0.88068956,0.8777657,0.85049164,0.59241855,0.8763071,0,True
0.78131264,0.7879662,0.7762387,0.77256274,0.77082956,0.7639425,0.8025615,0.82171565,0.8056147,0.8151494,0.7889613,0.7641672,0.7670834,0.5924186,0.801243,0,True
0.7972296,0.83274573,0.865305,0.78328145,0.82593906,0.83454,0.8202646,0.8280616,0.83300143,0.83293355,0.860217,0.87898594,0.78328145,0.84070003,0.8594444,0,True
0.84373116,0.8350735,0.8387623,0.8066373,0.8390842,0.8156014,0.811414,0.8585857,0.84711933,0.8241113,0.83392256,0.8436556,0.7964004,0.84542745,0.8220017,0,True
0.767277,0.7551198,0.7610508,0.7545384,0.7763585,0.75373805,0.7537011,0.7635752,0.75660646,0.76251656,0.78947675,0.75901294,0.7704846,0.7871456,0.779861,0,True
0.7931061,0.85434955,0.8335613,0.83680224,0.82555217,0.81919956,0.83362156,0.8279798,0.8533732,0.81833124,0.854722,0.8799239,0.8204408,0.86549807,0.84918123,0,True
0.8683407,0.8633716,0.8643783,0.84964633,0.8572398,0.824134,0.8067319,0.8825125,0.83406615,0.81722176,0.8857408,0.8660674,0.8540759,0.87668943,0.8776371,0,True
0.76372373,0.7836633,0.7671918,0.76141167,0.7541119,0.747166,0.73728085,0.7797195,0.78443,0.8095966,0.81052357,0.81969047,0.78507274,0.78159505,0.8269443,0,True
0.8072246,0.8313161,0.8340555,0.83348626,0.8503308,0.81992686,0.8426787,0.85469997,0.8349848,0.83465266,0.82446885,0.8344857,0.83348626,0.5924186,0.83747596,0,True
0.7897488,0.8214439,0.80441695,0.82669985,0.84745973,0.83697,0.8186867,0.86119694,0.8463392,0.83399206,0.8441403,0.81705487,0.82800937,0.8320019,0.8411044,0,True
0.79731363,0.8098636,0.8124553,0.7535647,0.7771895,0.77000666,0.7998583,0.79354984,0.81196576,0.77498394,0.8239912,0.8140179,0.7319455,0.5924186,0.8106732,0,True
0.8668024,0.87520325,0.888525,0.8673426,0.88032407,0.87597454,0.8798114,0.86740327,0.8773619,0.87536526,0.8656115,0.8693279,0.84927124,0.86296386,0.89254147,0,True
0.8597156,0.8566593,0.8487933,0.84838,0.865491,0.8753567,0.8790745,0.8681692,0.8742083,0.86814296,0.85596,0.8471977,0.8572625,0.84057736,0.8426484,0,True
0.8171634,0.84487164,0.8187971,0.80323505,0.8062887,0.8175769,0.8057534,0.8044518,0.8178453,0.81480265,0.8506746,0.8534726,0.800822,0.83542997,0.8214399,0,True
0.8347217,0.85436106,0.84466493,0.86593986,0.8345604,0.83843994,0.8195256,0.8272378,0.8197712,0.8506472,0.8709476,0.8396159,0.8540794,0.87470907,0.8471931,0,True
0.74378717,0.8025147,0.8184172,0.8393644,0.8260537,0.8122375,0.81678325,0.7875879,0.81596375,0.8295567,0.8025147,0.8225912,0.8500027,0.8062072,0.83986044,0,True
0.85451865,0.85591006,0.86912,0.84698653,0.8522845,0.8558105,0.86337036,0.8386147,0.8388488,0.85618955,0.8520454,0.8686849,0.8501288,0.84552926,0.8294219,0,True
0.829955,0.88136125,0.879457,0.85851425,0.8521199,0.866445,0.8821877,0.86211866,0.8839108,0.8605101,0.8876214,0.87595433,0.8685988,0.8767663,0.8684109,0,True
0.85005116,0.89265484,0.865469,0.83844,0.8580576,0.8347218,0.8537399,0.85269576,0.86633724,0.8492447,0.88253766,0.8630631,0.83641523,0.8716735,0.881714,0,True
0.8538699,0.85429484,0.8573796,0.8562851,0.8697418,0.8732779,0.8432275,0.8588059,0.85474473,0.8580134,0.84135807,0.85727096,0.85635173,0.8469466,0.8397116,0,True
0.8282829,0.8052603,0.81913567,0.7991785,0.8237243,0.8299001,0.82344854,0.8045816,0.82385373,0.8262452,0.81889033,0.7943759,0.8139927,0.7945741,0.7760606,0,True
0.7716567,0.8546686,0.82805157,0.8097555,0.8484427,0.84496164,0.8294842,0.8596718,0.849149,0.8536581,0.85936916,0.86526805,0.8307659,0.85498387,0.8465221,0,True
0.83745444,0.8276968,0.84115195,0.81905484,0.81219155,0.85563153,0.81582284,0.8158537,0.83088696,0.8578836,0.8403559,0.84096825,0.8208667,0.84164286,0.8483616,0,True
0.7781962,0.8464781,0.8120362,0.79427576,0.7705987,0.8214569,0.8392352,0.7947178,0.82555544,0.8139929,0.8448132,0.8551328,0.78761655,0.5924186,0.8269864,0,True
0.8321459,0.83732945,0.83824503,0.8351761,0.8075141,0.84399754,0.8083967,0.81049335,0.8259534,0.8448573,0.844386,0.8398547,0.84126955,0.82358456,0.8408065,0,True
0.8588563,0.8200013,0.8503954,0.83725464,0.84177303,0.84396374,0.83469075,0.83129424,0.84788823,0.8445668,0.83401597,0.84395903,0.8290288,0.8421216,0.8274352,0,True
0.79872435,0.84419227,0.84878397,0.8313755,0.7985863,0.8438407,0.7665056,0.81013155,0.83669716,0.83110434,0.85100436,0.84261227,0.84774995,0.8608805,0.84036505,0,True
0.8416499,0.8446999,0.8514216,0.84114885,0.85059696,0.851349,0.85642093,0.8474926,0.87112784,0.8416414,0.86498874,0.8603875,0.8444687,0.8707323,0.84675443,0,True
0.8384461,0.8439846,0.8535175,0.8419895,0.8325171,0.8498261,0.8462738,0.816345,0.8453582,0.85461974,0.8552711,0.84936154,0.83709943,0.8476113,0.84256077,0,True
0.77075773,0.8156769,0.8127933,0.8451494,0.79876125,0.8047603,0.80041677,0.7878472,0.8071821,0.8099148,0.8434111,0.8342661,0.841261,0.8289502,0.8559516,0,True
0.79993796,0.7871173,0.78269243,0.73560333,0.80661815,0.8226873,0.80949026,0.8009426,0.7991229,0.8309411,0.78711385,0.8101211,0.7188901,0.82893574,0.78140616,0,True
0.8366957,0.8398911,0.82166487,0.8212925,0.84391236,0.8300284,0.839679,0.8451058,0.8322878,0.81122625,0.8432112,0.8172628,0.83298165,0.8392236,0.8422014,0,True
0.84660137,0.85302174,0.8660384,0.85001844,0.8372321,0.8242896,0.8433964,0.83216256,0.82706285,0.8314674,0.8443768,0.85230577,0.8501074,0.86911666,0.8541844,0,True
0.86151314,0.85297537,0.86054045,0.85012174,0.83653176,0.8734801,0.87296855,0.8396046,0.8707812,0.8631044,0.8508558,0.8446317,0.85006154,0.8653669,0.86150223,0,True
0.81935775,0.83353764,0.8191512,0.8367372,0.8195379,0.8172122,0.8395197,0.82832074,0.8289379,0.81450355,0.8340764,0.8380811,0.82309175,0.83599985,0.84561306,0,True
0.818242,0.8161307,0.84658825,0.8478133,0.84058815,0.8450941,0.83075714,0.8512498,0.82857805,0.84602225,0.82653844,0.8564459,0.8473373,0.8228348,0.83991283,0,True
0.8032559,0.83854985,0.82823604,0.81710905,0.8489345,0.8389666,0.8173285,0.84212554,0.81736594,0.8197918,0.85389817,0.84719414,0.8070186,0.8317179,0.84707135,0,True
0.6238825,0.70683014,0.74076784,0.7597025,0.71338964,0.7623273,0.7105862,0.76208395,0.7488505,0.78222054,0.7211803,0.7453381,0.7308129,0.7080862,0.8044777,0,True
0.8224602,0.832214,0.82533836,0.8339168,0.8271575,0.8186321,0.79622483,0.8212163,0.83284426,0.8494671,0.83989114,0.833054,0.8103633,0.8424111,0.8406956,0,True
0.8193352,0.8455731,0.83660614,0.85771704,0.8652394,0.8392655,0.8535862,0.8700994,0.85042524,0.8520919,0.86594355,0.8441075,0.8587947,0.5924186,0.84370744,0,True
0.8064054,0.84074986,0.83332205,0.7957283,0.8161086,0.76576865,0.8139343,0.798401,0.8154621,0.7786788,0.8417069,0.82219696,0.7935862,0.80300987,0.8284413,0,True
0.79227376,0.83131427,0.8360317,0.81987786,0.8310162,0.8150934,0.85257894,0.82478666,0.8506048,0.81279385,0.8438899,0.83293927,0.8150209,0.8402339,0.8294086,0,True
0.8609222,0.8565178,0.84935737,0.8583828,0.86366904,0.8670172,0.8370659,0.854815,0.8508469,0.86716163,0.8528931,0.8646128,0.85439694,0.843729,0.85603654,0,True
0.8077696,0.8577155,0.8443807,0.8431989,0.8482843,0.84381634,0.8688998,0.8503289,0.86851746,0.8530539,0.8618367,0.86873794,0.8327652,0.8460058,0.8521073,0,True
0.8187549,0.8418641,0.85494685,0.8276639,0.84275335,0.8263169,0.8288813,0.806705,0.8331842,0.8448767,0.85083944,0.8556212,0.8276639,0.84665525,0.8507984,0,True
0.8675002,0.86525774,0.86347926,0.8567597,0.8783903,0.85322094,0.872587,0.8528004,0.86706847,0.858201,0.85290074,0.86126167,0.8761579,0.86307144,0.8570856,0,True
0.76175356,0.795625,0.7433127,0.77895355,0.7919867,0.79341745,0.7275439,0.7966846,0.7499254,0.8072934,0.81551695,0.767827,0.783738,0.77620643,0.774184,0,True
0.78799903,0.83869445,0.83569366,0.816955,0.8208349,0.82684255,0.8269088,0.81330717,0.83915985,0.83138996,0.8298362,0.84847486,0.8240907,0.873018,0.8308412,0,True
0.80485606,0.810443,0.77922356,0.7873051,0.8168483,0.7912026,0.8197508,0.84512806,0.82833827,0.7964373,0.8114482,0.826878,0.78295684,0.82158834,0.8496781,0,True
0.7653886,0.8154472,0.8122362,0.78244054,0.8040537,0.7919734,0.79480493,0.8160485,0.8462895,0.7907877,0.82011807,0.85387933,0.7772409,0.81989115,0.84461224,0,True
0.8179576,0.82692516,0.817456,0.7990231,0.8065126,0.8331574,0.79815495,0.8065917,0.78989434,0.81910837,0.81480885,0.8296799,0.8249388,0.82581496,0.7838845,0,True
0.82764477,0.85745156,0.8645109,0.83171713,0.82111835,0.82210433,0.8247715,0.8245935,0.8233772,0.823121,0.8647831,0.8684354,0.8386934,0.5924186,0.8470113,0,True
0.8268631,0.8449025,0.8450602,0.8104161,0.8485859,0.8339444,0.841706,0.8463405,0.84900945,0.84242135,0.8455259,0.85150886,0.8138835,0.59241855,0.8279063,0,True
0.7927079,0.84818923,0.82410526,0.84118044,0.817375,0.8306007,0.80557394,0.81368893,0.8448672,0.84771734,0.85895187,0.83560246,0.84525853,0.59241855,0.83019036,0,True
0.8253772,0.8914636,0.8916395,0.8999715,0.8669393,0.85430104,0.86518884,0.86550766,0.8762565,0.85958755,0.85463315,0.8925357,0.90336394,0.8759713,0.8984131,0,True
0.8522604,0.8587785,0.84922934,0.8560775,0.84594643,0.8414032,0.86156994,0.8654481,0.85844594,0.8496817,0.86000395,0.84940296,0.8658385,0.59241855,0.84612936,0,True
0.8513255,0.79982,0.80994797,0.7904889,0.81478155,0.8088239,0.80716884,0.82326216,0.81037664,0.82856953,0.86248124,0.81415087,0.7937795,0.81118166,0.8261516,0,True
0.8665751,0.8616133,0.86197543,0.8389071,0.8511437,0.85417503,0.849098,0.84648645,0.85598934,0.84543806,0.8629458,0.86929876,0.8424819,0.8668601,0.8407162,0,True
0.86351216,0.8497362,0.86246014,0.87180555,0.8469682,0.83751345,0.84911835,0.8316923,0.8452748,0.81426764,0.85045636,0.8558761,0.8708718,0.86860925,0.8502219,0,True
0.83832467,0.82872224,0.8403586,0.8183594,0.8418472,0.8172298,0.81945527,0.8044654,0.8443495,0.80222356,0.8299713,0.8606783,0.79857296,0.8331255,0.8401807,0,True
0.7846246,0.81473535,0.79387593,0.7915853,0.7677494,0.79271775,0.7998956,0.8061534,0.8196141,0.82827544,0.82272714,0.82482755,0.811887,0.82728726,0.8251068,0,True
0.8258405,0.7962444,0.79334086,0.81118846,0.7589195,0.80036,0.7862749,0.77140146,0.83438444,0.79692197,0.8274184,0.80007637,0.8273326,0.79484403,0.7962109,0,True
0.85837823,0.8654481,0.8508426,0.86386275,0.8640811,0.8575262,0.8611216,0.869319,0.86003196,0.86869895,0.8655134,0.86188066,0.8647399,0.8560361,0.8758998,0,True
0.8273622,0.81993204,0.82608914,0.8297168,0.8078895,0.8060116,0.8022318,0.81848145,0.80924857,0.8118141,0.82586765,0.8282794,0.8284693,0.59241855,0.8300134,0,True
0.8404798,0.844899,0.8395556,0.8326189,0.799777,0.814808,0.8279921,0.79658103,0.86397624,0.8320156,0.8429004,0.85007095,0.82302904,0.84429145,0.838379,0,True
0.838385,0.80475646,0.825989,0.8128712,0.80686986,0.8068879,0.82685035,0.8476512,0.834511,0.8359421,0.82803535,0.82490194,0.81438136,0.83348507,0.8010535,0,True
0.8061795,0.8606477,0.87054294,0.793791,0.81183463,0.8645044,0.8486828,0.8417021,0.8506315,0.85792893,0.88232464,0.87031424,0.79640806,0.8722646,0.858872,0,True
0.81709623,0.82612467,0.8282638,0.8246536,0.8334564,0.7999396,0.7888926,0.8272794,0.81450474,0.8362768,0.8141801,0.82594943,0.82543665,0.82427734,0.8347708,0,True
0.7909814,0.810483,0.7911124,0.7887541,0.7817625,0.7829432,0.796476,0.77230304,0.77995366,0.77997863,0.8406395,0.79823345,0.7887541,0.80512697,0.8304811,0,True
0.83453745,0.8401939,0.8370183,0.8256041,0.8526756,0.8710926,0.8707334,0.82771057,0.8625437,0.86920744,0.84507793,0.83154684,0.8239511,0.8313979,0.8613602,0,True
0.8320582,0.8438248,0.80297637,0.81584233,0.8237321,0.81357807,0.8221258,0.82568574,0.8241124,0.8196078,0.80707353,0.80296314,0.8269985,0.81149757,0.8184749,0,True
0.7789756,0.83660704,0.8210957,0.85340476,0.84870005,0.8504135,0.8095002,0.8341713,0.8218459,0.8583953,0.8536912,0.8537325,0.8475049,0.86425215,0.86117876,0,True
0.7053652,0.7788421,0.7756535,0.7899321,0.75937873,0.7438178,0.7116993,0.74721354,0.70999414,0.7403608,0.7728363,0.80737364,0.7910898,0.7676654,0.7786239,0,True
0.8357327,0.8307098,0.8251419,0.83609664,0.81300443,0.82018733,0.83096784,0.8009596,0.81992584,0.8129068,0.8305919,0.81688756,0.84868294,0.8584879,0.8236793,0,True
0.79769707,0.7984234,0.776958,0.80080426,0.78436196,0.81380814,0.781946,0.7872722,0.7858988,0.7983492,0.79480946,0.7961875,0.80858094,0.82207805,0.7807378,0,True
0.8742231,0.82870394,0.83699614,0.82109684,0.8505444,0.82038945,0.80329746,0.8346261,0.8094081,0.81440276,0.82536936,0.84507936,0.8177289,0.82869613,0.8287368,0,True
0.77940977,0.84194076,0.8282592,0.817431,0.79319113,0.8098235,0.7855726,0.8492137,0.8301306,0.8375657,0.8441455,0.8414207,0.82093185,0.84619594,0.8486183,0,True
0.8366903,0.8484421,0.8391694,0.8190991,0.785111,0.79412305,0.792557,0.83117974,0.74989426,0.82035244,0.85392356,0.81891227,0.82740474,0.8569895,0.8174169,0,True
0.74193406,0.8372121,0.8241598,0.77335423,0.7592582,0.7750454,0.7331735,0.7854085,0.78237575,0.7790056,0.8375185,0.8457507,0.77158374,0.81400186,0.8179669,0,True
0.7737558,0.8094491,0.8076861,0.80084646,0.7949734,0.7835889,0.7622212,0.83176136,0.7994354,0.82216036,0.81261843,0.821765,0.785949,0.811433,0.78696394,0,True
0.8387146,0.82020336,0.8241118,0.83411944,0.81869495,0.8169495,0.81007534,0.8310951,0.81306696,0.8291855,0.81953645,0.8630073,0.8353854,0.8175622,0.83323,0,True
0.89143896,0.8788171,0.8730616,0.83971167,0.8563496,0.84765816,0.87821686,0.8463569,0.8709613,0.83729845,0.86374956,0.8585154,0.85526806,0.880204,0.84374404,0,True
0.81545496,0.8424199,0.83405685,0.8060334,0.8349304,0.8475203,0.8162611,0.8362472,0.81857157,0.8492161,0.8397529,0.83485,0.81315386,0.83224225,0.83501846,0,True
0.81585336,0.8263836,0.8129992,0.80142605,0.8334328,0.7983765,0.79804003,0.8480715,0.8277288,0.8199441,0.8562298,0.8577447,0.81351966,0.8549589,0.8561904,0,True
0.78855205,0.85627955,0.84094274,0.7767489,0.8384007,0.8245777,0.8431064,0.84471524,0.8529702,0.8278618,0.8434932,0.835441,0.7767489,0.85254997,0.8418913,0,True
0.79752886,0.81640196,0.8333437,0.77615845,0.8505653,0.80464137,0.8438798,0.8507092,0.84197825,0.80796105,0.8142183,0.821907,0.775929,0.83177614,0.7916684,0,True
0.85167617,0.82855266,0.83518517,0.82237506,0.8357612,0.8455125,0.8348773,0.83271074,0.83557767,0.83560747,0.8206178,0.82712775,0.82478225,0.82215744,0.82950795,0,True
0.82711685,0.87288797,0.85299194,0.82492465,0.8782042,0.8355149,0.84898096,0.8593302,0.85483885,0.8297464,0.86258566,0.87217134,0.82536197,0.868026,0.8634392,0,True
0.79660296,0.8577113,0.8329568,0.7806999,0.80142903,0.79863626,0.78898144,0.8197599,0.8271597,0.8455573,0.8590518,0.84952784,0.7852814,0.86119336,0.8284496,0,True
0.8366364,0.836726,0.8602998,0.8675138,0.8086899,0.8345579,0.8632206,0.78280634,0.8646891,0.82263565,0.8408774,0.8482553,0.8676206,0.86906755,0.80972934,0,True
0.8533317,0.82433593,0.83070135,0.8017114,0.8496368,0.83030653,0.8335149,0.8495814,0.83890444,0.8108156,0.81684554,0.8428502,0.79978484,0.8326133,0.8267113,0,True
0.85049844,0.85472673,0.8321185,0.78458464,0.8032743,0.84595025,0.8542526,0.82721186,0.84931314,0.83734816,0.8444197,0.83176893,0.7816095,0.848561,0.8454248,0,True
0.8123833,0.83010554,0.85672367,0.82206386,0.85426867,0.8441193,0.8272414,0.8724811,0.8322103,0.8411838,0.8506069,0.8682738,0.8331508,0.59241855,0.84580445,0,True
0.8888532,0.83571345,0.8645245,0.8556241,0.82727224,0.8167081,0.8037614,0.81953555,0.8119553,0.8151125,0.8357984,0.856067,0.8640107,0.8369282,0.8679049,0,True
0.8247972,0.8161038,0.8037963,0.8240438,0.83789974,0.7976506,0.85267365,0.8019569,0.7919106,0.8012082,0.8222617,0.8024236,0.82459974,0.8017765,0.752393,0,True
0.7629402,0.784084,0.7783538,0.7796103,0.75136006,0.7573057,0.77455795,0.7822111,0.82146734,0.790982,0.7997973,0.7955928,0.7760794,0.8095445,0.7866505,0,True
0.8058424,0.8028859,0.80109453,0.8144341,0.8175271,0.8007452,0.7714639,0.8133778,0.78744996,0.8068538,0.8028859,0.8023256,0.80898887,0.83288926,0.8292146,0,True
0.7424794,0.8346745,0.81325436,0.7988577,0.82814693,0.8440869,0.8239262,0.8315536,0.83457804,0.8359903,0.82933074,0.8292557,0.81432223,0.8379488,0.8495716,0,True
0.82456815,0.85530263,0.84595585,0.85681844,0.84833515,0.8466111,0.830838,0.8539451,0.84189665,0.8413886,0.8784576,0.86041147,0.8591427,0.59241855,0.8506501,0,True
0.86876017,0.8889501,0.8888911,0.8851008,0.8845184,0.86967087,0.8643833,0.8741275,0.8668709,0.8729454,0.9019559,0.89702535,0.8837997,0.88703156,0.8864612,0,False
0.8346772,0.83766973,0.84014076,0.81013566,0.8191394,0.824716,0.84062606,0.8233247,0.82774264,0.83555275,0.84568816,0.8516622,0.8106299,0.59241855,0.85416144,0,False
0.7849453,0.83174485,0.8368407,0.8078358,0.81221366,0.8252105,0.8353217,0.8519814,0.8364141,0.8442636,0.8344068,0.8591651,0.8196119,0.83825517,0.8317256,0,False
0.81165004,0.8213038,0.81700486,0.8276073,0.82301015,0.7701807,0.8026198,0.8367937,0.815061,0.7817339,0.84799296,0.82141984,0.82348955,0.8373183,0.84002185,0,False
0.73011976,0.845902,0.830661,0.844489,0.82155144,0.81803,0.8233004,0.853346,0.8362946,0.81978977,0.83594424,0.8369799,0.86614704,0.59241855,0.86198854,0,False
0.8055031,0.8328445,0.8651009,0.82202435,0.83304477,0.8078982,0.8053733,0.8179024,0.82542276,0.84420323,0.8414841,0.8847646,0.8075057,0.8387723,0.8491256,0,False
0.7988582,0.8234885,0.82029164,0.8296522,0.7911136,0.85083103,0.85579044,0.8388864,0.8670865,0.86635154,0.84378564,0.86285466,0.8296522,0.8350599,0.8518944,0,False
0.8108105,0.8600578,0.8642825,0.8287715,0.8280319,0.8502806,0.8297918,0.8232066,0.86460793,0.8437598,0.8779139,0.8589322,0.8326072,0.86405915,0.8653198,0,False
0.7945707,0.8423462,0.83380514,0.81864333,0.84254205,0.85483634,0.84100986,0.83186257,0.843189,0.845882,0.8475437,0.8350451,0.8031923,0.850989,0.8415148,0,False
0.81873095,0.8413534,0.8356801,0.84077495,0.8436123,0.82975316,0.8442643,0.857652,0.8663131,0.83770245,0.8596303,0.8415886,0.83884674,0.8457888,0.85548294,0,False
0.82816607,0.84409773,0.8540509,0.854597,0.8360922,0.8237663,0.8659274,0.8739077,0.8745194,0.8324001,0.8619,0.87381756,0.8558853,0.59241855,0.89437443,0,False
0.8009814,0.8357551,0.8468771,0.76403433,0.82780766,0.80929625,0.8208518,0.867678,0.8471865,0.8329551,0.8510204,0.8451751,0.7625623,0.8551301,0.833801,0,False
0.879796,0.8707791,0.87345606,0.8347737,0.8683952,0.86104476,0.8613015,0.8598175,0.8648063,0.88193387,0.86551285,0.8711334,0.84343696,0.8668203,0.87708855,0,False
0.82957274,0.8378624,0.84535205,0.8571377,0.8376516,0.8411508,0.823605,0.84442866,0.84094965,0.84372276,0.85710394,0.8470854,0.8341654,0.8312841,0.87875885,0,False
0.8384975,0.8753839,0.88432044,0.8651176,0.8514123,0.823617,0.8337864,0.8296732,0.8280728,0.841794,0.87017155,0.87691617,0.86617124,0.8597088,0.89197665,0,False
0.80669373,0.8518241,0.848572,0.8648527,0.82907397,0.824244,0.8060914,0.83862114,0.82737535,0.8556948,0.86541134,0.8438905,0.8684127,0.8582481,0.8563782,0,False
0.8497877,0.8681109,0.85950404,0.858298,0.83999395,0.8560974,0.8476808,0.840505,0.85506594,0.8538748,0.86340714,0.8714943,0.8558185,0.84956574,0.8664968,0,False
0.80837417,0.82100564,0.8098023,0.83622295,0.83192074,0.8095561,0.8222735,0.8326998,0.8140172,0.8345008,0.8220371,0.82001513,0.79857665,0.8380374,0.83063424,0,False
0.8015171,0.8030869,0.8200894,0.8052003,0.8092414,0.78909457,0.83498645,0.8102912,0.80493146,0.8142103,0.7992358,0.81601876,0.8136084,0.80406696,0.81879544,0,False
0.8234978,0.8538041,0.8626945,0.8616124,0.8312284,0.8232953,0.8096476,0.86744076,0.8454263,0.83308977,0.8426943,0.86139107,0.853105,0.865717,0.8810169,0,False
0.80568635,0.86514366,0.8403754,0.79792106,0.8616839,0.8451134,0.8596061,0.83895576,0.8615178,0.8334013,0.86258185,0.8418274,0.79633,0.86053705,0.8214308,0,False
0.7370056,0.75891536,0.8138273,0.7902584,0.7718291,0.8374491,0.7785056,0.82789135,0.83542925,0.83655614,0.7716584,0.8179199,0.77824366,0.80798435,0.8813938,0,False
0.8195256,0.85482395,0.8502084,0.82474333,0.84537154,0.8842437,0.85159993,0.8531044,0.85248387,0.8822617,0.84484607,0.8627528,0.82067335,0.8766626,0.86294997,0,False
0.8338932,0.8719763,0.8742164,0.86297077,0.88388777,0.88793707,0.9057748,0.89272994,0.89330673,0.89421433,0.87466747,0.8797004,0.86297077,0.8684339,0.8681191,0,False
0.81001735,0.85135394,0.85052663,0.82939744,0.8339627,0.87041616,0.87300086,0.8687039,0.8976902,0.87115276,0.8434988,0.84704214,0.83935326,0.84836525,0.84798485,0,False
0.837713,0.84837323,0.8448453,0.85866994,0.853224,0.831601,0.86028844,0.84398127,0.84460485,0.8531448,0.8461061,0.8340416,0.8609022,0.8555169,0.8240384,0,False
0.7755635,0.78105474,0.8192448,0.77123386,0.7852953,0.79190683,0.82210934,0.8131124,0.8008926,0.8041277,0.796547,0.8378441,0.7769982,0.8009797,0.8237936,0,False
0.8449532,0.8613845,0.877215,0.8273038,0.849649,0.7960424,0.8435689,0.85212445,0.8270729,0.794983,0.8426979,0.8662244,0.8190279,0.86328095,0.89131874,0,False
0.82577723,0.85589015,0.84095883,0.8116399,0.8288537,0.8588008,0.8596631,0.8382026,0.8565329,0.85869896,0.8532306,0.83345926,0.81815267,0.8459396,0.84304345,0,False
0.84929353,0.86715394,0.8483779,0.8017604,0.8525911,0.8700619,0.85613847,0.86678785,0.8602791,0.8329453,0.8587002,0.8445327,0.8017604,0.8639736,0.83139724,0,False
0.77919173,0.8801635,0.86592,0.8400655,0.8648381,0.8290031,0.8723241,0.84368217,0.86849463,0.8351882,0.880159,0.8793235,0.8428788,0.8621803,0.86693716,0,False
0.78507626,0.8171515,0.8431507,0.825341,0.81348455,0.7726725,0.7991026,0.826985,0.8242139,0.8037977,0.83263576,0.8616786,0.8186792,0.8310214,0.84225667,0,False
0.84524214,0.843664,0.84182334,0.83398813,0.8301267,0.8180058,0.8286221,0.84218967,0.8441501,0.8358699,0.86037296,0.85613465,0.84883237,0.84573007,0.84047264,0,False
0.78419405,0.8531838,0.87472737,0.8379922,0.7429717,0.8434396,0.8575081,0.7519491,0.86407286,0.85905915,0.84239686,0.8834795,0.8323658,0.85097533,0.8617078,0,False
0.8136099,0.834805,0.8275063,0.8720991,0.86181265,0.85541993,0.8584918,0.84370494,0.84714055,0.869523,0.85298645,0.84293467,0.8742187,0.85093176,0.8680224,0,False
0.8653332,0.86369574,0.8568434,0.8571296,0.86514235,0.85304546,0.8583299,0.86626965,0.83314353,0.858983,0.86139244,0.85560614,0.85625154,0.85277206,0.86067075,0,False
0.78128046,0.8375826,0.78180206,0.8236644,0.80280983,0.82111275,0.77482593,0.786413,0.78573036,0.82329303,0.8445537,0.787401,0.8202647,0.8310581,0.8229215,0,False
