,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score
98350,0.60646474,0.8032324,0.5964892,0.7982446,0.52364814,0.7618241,0.6254214,0.8127107,0.6385993,0.81929964,0.72635293,0.86317647,0.67496747,0.83748376,0.7148309,0.85741544,0.7097063,0.85485315,0.74735343,0.8736767
98351,0.5792808,0.7896404,0.6225666,0.8112833,0.5445715,0.77228576,0.55570567,0.77785283,0.6432111,0.82160556,0.6815063,0.84075314,0.68105507,0.84052753,0.7029134,0.8514567,0.7069268,0.8534634,0.69064164,0.8453208
98352,0.5953636,0.7976818,0.5949358,0.7974679,0.5188638,0.7594319,0.5691166,0.7845583,0.63582456,0.8179123,0.7505368,0.8752684,0.73655295,0.8682765,0.73790467,0.86895233,0.7794894,0.8897447,0.80139184,0.9006959
98353,0.53058827,0.76529413,0.51592445,0.7579622,0.45567918,0.7278396,0.47183913,0.7359196,0.56203234,0.7810162,0.6458546,0.8229273,0.65449536,0.8272477,0.6021711,0.8010856,0.624962,0.812481,0.66294664,0.83147335
98354,0.4343603,0.71718013,0.5266312,0.76331556,0.47152722,0.7357636,0.44381425,0.72190714,0.47665268,0.7383263,0.39038944,0.6951947,0.42959458,0.71479726,0.46004632,0.73002315,0.45153213,0.72576606,0.3896254,0.6948127
98355,0.6510402,0.8255201,0.65776026,0.82888013,0.61236167,0.80618083,0.6201016,0.8100508,0.6538643,0.8269322,0.6540017,0.82700086,0.6572384,0.82861924,0.65723056,0.8286153,0.6965668,0.8482834,0.69217503,0.8460875
98356,0.581422,0.790711,0.60311437,0.8015572,0.533013,0.7665065,0.5672477,0.7836238,0.6049409,0.80247045,0.6327047,0.81635237,0.621523,0.8107615,0.66353285,0.8317664,0.6643368,0.8321684,0.6309662,0.8154831
98357,0.6772957,0.83864784,0.72248423,0.8612421,0.60033447,0.8001672,0.6235548,0.8117774,0.6763598,0.8381799,0.5802602,0.79013014,0.5908387,0.79541934,0.6397679,0.81988394,0.6290103,0.81450516,0.5748763,0.78743815
98358,0.69987667,0.84993833,0.69890386,0.8494519,0.64095235,0.8204762,0.63736475,0.8186824,0.75431025,0.8771551,0.83566594,0.917833,0.7731743,0.88658714,0.82007724,0.9100386,0.82439905,0.9121995,0.8312688,0.9156344
98359,0.6076433,0.8038217,0.57853806,0.78926903,0.53970945,0.7698547,0.53995883,0.7699794,0.631843,0.8159215,0.7044466,0.8522233,0.694033,0.8470165,0.68391895,0.8419595,0.746747,0.8733735,0.7372838,0.8686419
98360,0.5109883,0.7554941,0.559028,0.779514,0.5064744,0.7532372,0.65192497,0.8259625,0.46921533,0.7346077,0.4708195,0.73540974,0.45691848,0.72845924,0.5531486,0.7765743,0.59087735,0.79543865,0.52448875,0.76224434
98361,0.705975,0.8529875,0.7230851,0.8615426,0.6381748,0.8190874,0.69410115,0.84705055,0.7189996,0.8594998,0.7688937,0.88444686,0.7096739,0.85483694,0.8173455,0.90867275,0.7723335,0.88616675,0.78724074,0.8936204
98362,0.59083223,0.7954161,0.5939111,0.7969556,0.51603556,0.7580178,0.53644645,0.7682232,0.62567776,0.8128389,0.71360934,0.85680467,0.69731116,0.8486556,0.69573265,0.8478663,0.7079369,0.85396844,0.71064353,0.85532176
98363,0.6804626,0.8402313,0.68553424,0.8427671,0.6354569,0.81772846,0.6353799,0.81768996,0.68905234,0.8445262,0.74536836,0.8726842,0.68170357,0.8408518,0.7637534,0.8818767,0.77339566,0.8866978,0.7594572,0.87972856
98364,0.6170814,0.8085407,0.600588,0.80029404,0.57209885,0.7860494,0.5492704,0.7746352,0.63572884,0.8178644,0.68128467,0.84064233,0.6271497,0.81357485,0.70241255,0.8512063,0.64948905,0.8247445,0.65179175,0.8258959
98365,0.634697,0.8173485,0.6744209,0.8372104,0.6126957,0.80634785,0.6259771,0.8129885,0.60170186,0.8008509,0.6587516,0.8293758,0.6147967,0.8073983,0.7187792,0.8593896,0.7077681,0.85388404,0.6818907,0.84094536
98366,0.5348275,0.76741374,0.5771624,0.7885812,0.5029654,0.7514827,0.4963632,0.7481816,0.5520823,0.77604115,0.53156507,0.76578254,0.5454898,0.7727449,0.5870732,0.7935366,0.57358366,0.7867918,0.5436355,0.77181774
98367,0.6463034,0.8231517,0.61516297,0.8075815,0.6172215,0.80861074,0.61763453,0.80881727,0.63203096,0.8160155,0.7406622,0.8703311,0.64284635,0.8214232,0.68587387,0.84293693,0.7526847,0.87634236,0.72540665,0.8627033
98368,0.5592043,0.77960217,0.59892404,0.799462,0.50982803,0.75491405,0.54123557,0.7706178,0.58620733,0.7931037,0.66545045,0.8327252,0.6196015,0.80980074,0.6442803,0.82214016,0.6889717,0.8444859,0.66950685,0.8347534
98369,0.5718112,0.7859056,0.6028383,0.80141914,0.55131924,0.7756596,0.5716611,0.78583056,0.6417463,0.82087314,0.74382365,0.8719118,0.719556,0.859778,0.7370693,0.8685347,0.71004236,0.8550212,0.7517897,0.87589484
98370,0.6571163,0.82855815,0.66009134,0.8300457,0.56223667,0.78111833,0.6362417,0.81812084,0.6816766,0.8408383,0.799796,0.899898,0.7461479,0.87307394,0.7797109,0.88985544,0.78457785,0.8922889,0.8177328,0.9088664
98371,0.6680705,0.8340353,0.6405651,0.8202826,0.62497604,0.812488,0.69151217,0.84575605,0.6416258,0.82081294,0.73455304,0.86727655,0.65931404,0.829657,0.75075823,0.8753791,0.7442527,0.87212634,0.7532939,0.87664694
98372,0.700943,0.8504715,0.6670599,0.83352995,0.60549104,0.8027455,0.63266826,0.8163341,0.7154425,0.8577212,0.8042991,0.90214956,0.7572657,0.87863284,0.79207027,0.89603513,0.7589546,0.87947726,0.8057303,0.9028652
98373,0.72605634,0.86302817,0.650028,0.825014,0.61140585,0.8057029,0.6614618,0.8307309,0.6769233,0.83846164,0.75940865,0.87970436,0.61999035,0.8099952,0.7268736,0.8634368,0.7051938,0.8525969,0.6891033,0.8445517
98374,0.66903514,0.8345176,0.645398,0.822699,0.5916903,0.79584515,0.6646675,0.83233374,0.6808824,0.8404412,0.73771155,0.8688558,0.6813997,0.84069985,0.7436919,0.87184596,0.74425673,0.87212837,0.73124284,0.86562145
98375,0.68097544,0.8404877,0.67193997,0.83597,0.64168906,0.82084453,0.6745173,0.83725864,0.66746175,0.8337309,0.7269583,0.86347914,0.65790784,0.8289539,0.7420558,0.8710279,0.7275294,0.8637647,0.7155656,0.85778284
98376,0.76573265,0.8828663,0.712461,0.8562305,0.6619993,0.8309996,0.6752322,0.8376161,0.7147485,0.85737425,0.80494714,0.90247357,0.680663,0.8403315,0.75356245,0.8767812,0.7788743,0.88943714,0.76793146,0.88396573
98377,0.65514886,0.82757443,0.657349,0.8286745,0.599293,0.7996465,0.646933,0.82346654,0.685287,0.8426435,0.8055912,0.9027956,0.74495304,0.8724765,0.794621,0.8973105,0.8232652,0.9116326,0.84303045,0.9215152
98378,0.6558353,0.82791764,0.63223606,0.816118,0.5653746,0.7826873,0.6109834,0.8054917,0.68367255,0.8418363,0.7883425,0.89417124,0.7167709,0.85838544,0.7566173,0.87830865,0.72474074,0.8623704,0.78471994,0.89236
98379,0.7016305,0.85081524,0.6458111,0.82290554,0.6268952,0.8134476,0.6393484,0.8196742,0.693478,0.846739,0.8087169,0.90435845,0.7050738,0.8525369,0.7655798,0.8827899,0.7517861,0.87589306,0.7882583,0.89412916
98380,0.6926265,0.84631324,0.68553406,0.842767,0.61704767,0.80852383,0.68155384,0.8407769,0.7115375,0.85576874,0.808571,0.9042855,0.76719254,0.8835963,0.79703593,0.89851797,0.80774575,0.90387285,0.8243878,0.9121939
98381,0.60129046,0.80064523,0.6242142,0.8121071,0.5226868,0.76134336,0.59024924,0.79512465,0.59809804,0.799049,0.6515715,0.82578576,0.6291053,0.81455266,0.6956991,0.84784955,0.6606238,0.8303119,0.65616786,0.82808393
98382,0.6130485,0.8065243,0.62197715,0.81098855,0.5226522,0.7613261,0.5872151,0.7936076,0.65406734,0.82703364,0.7213149,0.86065745,0.705405,0.8527025,0.745525,0.8727625,0.7352065,0.86760324,0.75692874,0.87846434
98383,0.6813172,0.8406586,0.6694809,0.83474046,0.60044384,0.8002219,0.6265856,0.8132928,0.6935842,0.8467921,0.74497247,0.87248623,0.6554744,0.8277372,0.7292492,0.8646246,0.7369171,0.8684585,0.7114674,0.8557337
98384,0.71393764,0.8569688,0.7013216,0.8506608,0.6237294,0.81186473,0.7004309,0.85021544,0.7230216,0.8615108,0.7670369,0.88351846,0.74294883,0.8714744,0.7738191,0.88690954,0.78115726,0.8905786,0.7903588,0.8951794
98385,0.62784225,0.8139211,0.5962461,0.79812306,0.52421737,0.7621087,0.6049961,0.80249804,0.63501483,0.8175074,0.72186756,0.8609338,0.67526853,0.83763427,0.72341734,0.86170864,0.703009,0.8515045,0.75110686,0.8755534
98386,0.72650754,0.8632538,0.7278484,0.8639242,0.67678916,0.8383946,0.7247184,0.86235917,0.72909874,0.8645494,0.776282,0.88814104,0.7416892,0.8708446,0.8079094,0.90395474,0.7966645,0.89833224,0.80362713,0.90181357
98387,0.73179924,0.8658996,0.75157815,0.87578905,0.66604567,0.83302283,0.7134036,0.8567018,0.771081,0.8855405,0.7921809,0.89609045,0.77075714,0.8853786,0.80089635,0.9004482,0.7681577,0.88407886,0.81138027,0.90569013
98388,0.75153446,0.87576723,0.7039355,0.85196775,0.63791454,0.81895727,0.67246866,0.83623433,0.7455858,0.8727929,0.844002,0.922001,0.74031305,0.8701565,0.80833715,0.9041686,0.7774153,0.88870764,0.8119191,0.90595955
98389,0.71224165,0.8561208,0.6865263,0.84326315,0.60916567,0.80458283,0.6370786,0.81853926,0.7167803,0.85839015,0.8081864,0.9040932,0.7407157,0.8703579,0.78714323,0.8935716,0.77465874,0.88732934,0.8166883,0.90834415
98390,0.66107863,0.83053935,0.59329224,0.7966461,0.557839,0.77891946,0.7188724,0.8594362,0.624887,0.8124435,0.7017065,0.85085326,0.6193929,0.80969644,0.69086814,0.84543407,0.69704914,0.8485246,0.6989569,0.8494785
98391,0.5907084,0.7953542,0.5713699,0.78568494,0.54470867,0.77235436,0.5240612,0.7620306,0.6498798,0.8249399,0.77053225,0.8852661,0.72351885,0.8617594,0.6995775,0.8497888,0.7378546,0.8689273,0.77843547,0.88921773
98392,0.6290182,0.8145091,0.597746,0.798873,0.5497557,0.77487785,0.61494684,0.8074734,0.59314084,0.7965704,0.67868245,0.8393412,0.5997534,0.7998767,0.69995934,0.84997964,0.7122756,0.8561378,0.69269776,0.8463489
98393,0.54794973,0.7739749,0.5634703,0.7817352,0.4654938,0.7327469,0.54917485,0.7745874,0.5714116,0.7857058,0.64410377,0.8220519,0.6390239,0.81951195,0.6536863,0.82684314,0.66887885,0.8344394,0.6525491,0.8262745
98394,0.52346826,0.7617341,0.5362618,0.7681309,0.43854168,0.7192708,0.47506416,0.7375321,0.56687164,0.7834358,0.6454822,0.8227411,0.6515043,0.82575214,0.6331305,0.8165653,0.6834935,0.84174675,0.67149925,0.8357496
98395,0.68677783,0.8433889,0.6245276,0.8122638,0.5914117,0.79570585,0.57878363,0.7893918,0.73376095,0.8668805,0.8686182,0.9343091,0.74658597,0.873293,0.8054701,0.90273505,0.74218696,0.8710935,0.8161653,0.90808266
98396,0.62753546,0.81376773,0.6400458,0.82002294,0.5678536,0.78392684,0.65502447,0.82751226,0.65049046,0.82524526,0.7204219,0.86021096,0.7113291,0.85566455,0.74950176,0.87475085,0.77636516,0.8881826,0.77780825,0.8889041
98397,0.60152483,0.8007624,0.61279833,0.80639917,0.5474917,0.7737459,0.5790199,0.78950995,0.65482634,0.8274132,0.7222249,0.8611125,0.7108633,0.8554317,0.7413132,0.8706566,0.7414387,0.8707193,0.7810312,0.89051557
98398,0.6417165,0.82085824,0.5954733,0.79773664,0.5718934,0.7859467,0.5286852,0.7643426,0.675134,0.837567,0.769979,0.8849895,0.6833174,0.8416587,0.713597,0.8567985,0.7230624,0.8615312,0.72456837,0.8622842
98399,0.46949726,0.7347486,0.46926472,0.7346324,0.42630693,0.7131535,0.42393935,0.7119697,0.5102949,0.75514746,0.54031134,0.77015567,0.54661524,0.7733076,0.5323802,0.7661901,0.5361813,0.7680906,0.53765273,0.76882637
98400,0.58223474,0.79111737,0.5886922,0.7943461,0.49400684,0.74700344,0.59882385,0.7994119,0.59116465,0.7955823,0.6066599,0.80332994,0.62491024,0.8124551,0.62622,0.81311,0.7004101,0.85020506,0.6451906,0.8225953
98401,0.65182114,0.82591057,0.68048966,0.8402448,0.59260964,0.7963048,0.61292726,0.8064636,0.63572407,0.81786203,0.6803694,0.8401847,0.66220963,0.8311048,0.765314,0.882657,0.7290411,0.86452055,0.70348394,0.85174197
98402,0.7278652,0.8639326,0.694353,0.8471765,0.66543865,0.8327193,0.64923394,0.82461697,0.72656703,0.8632835,0.8146591,0.90732956,0.7245444,0.8622722,0.7984632,0.8992316,0.7676406,0.8838203,0.8100154,0.9050077
1747,0.670279,0.8351395,0.6395346,0.8197673,0.60191494,0.80095744,0.65056205,0.825281,0.6399211,0.8199606,0.66251194,0.831256,0.64772695,0.8238635,0.6672361,0.83361804,0.71426785,0.8571339,0.6816369,0.84081846
1784,0.5659721,0.78298604,0.59855664,0.7992783,0.51468456,0.7573423,0.5474448,0.7737224,0.6199571,0.80997854,0.5757526,0.7878763,0.6125651,0.8062825,0.6216017,0.81080085,0.65710247,0.82855123,0.55172336,0.7758617
2476,0.78938806,0.89469403,0.71223813,0.85611904,0.7235354,0.8617677,0.6571866,0.8285933,0.7613174,0.8806587,0.7651043,0.88255215,0.7106568,0.85532844,0.75827676,0.87913835,0.70710015,0.8535501,0.7442739,0.87213695
2515,0.74653554,0.87326777,0.68701136,0.8435057,0.6635678,0.8317839,0.6406398,0.8203199,0.67763066,0.83881533,0.65945065,0.8297253,0.6147202,0.8073601,0.65354586,0.8267729,0.656631,0.8283155,0.6475078,0.8237539
2517,0.7238082,0.86190414,0.6389959,0.81949794,0.66883147,0.83441573,0.5702099,0.785105,0.68040997,0.84020495,0.62751496,0.8137575,0.55504215,0.7775211,0.6529312,0.8264656,0.59361196,0.796806,0.5921412,0.7960706
2529,0.6584481,0.82922405,0.61119056,0.8055953,0.5847316,0.7923658,0.5302633,0.76513165,0.65473336,0.8273667,0.6466627,0.82333136,0.6725563,0.83627814,0.63879496,0.81939745,0.60962075,0.8048104,0.67218614,0.83609307
2538,0.73281235,0.8664062,0.67987955,0.8399398,0.6453832,0.82269156,0.63866806,0.81933403,0.66479003,0.832395,0.6463342,0.8231671,0.5958899,0.79794496,0.67495733,0.83747864,0.6159626,0.8079813,0.611853,0.8059265
2551,0.7110431,0.85552156,0.68848914,0.8442446,0.61717045,0.8085852,0.5514146,0.7757073,0.66979575,0.8348979,0.68515706,0.84257853,0.61823916,0.8091196,0.6491227,0.82456136,0.6410052,0.82050264,0.6559387,0.8279693
2553,0.7634709,0.88173544,0.7110501,0.855525,0.68411815,0.8420591,0.6462602,0.82313013,0.71017087,0.85508543,0.7133712,0.85668564,0.6918349,0.84591746,0.7006682,0.8503341,0.6987033,0.84935164,0.70505774,0.85252887
2554,0.6728812,0.83644056,0.68420076,0.8421004,0.6096633,0.8048316,0.6539296,0.8269648,0.65980935,0.8299047,0.7225338,0.8612669,0.67109597,0.835548,0.72684133,0.86342067,0.7316133,0.86580664,0.7359905,0.86799526
2555,0.58817446,0.79408723,0.5934296,0.7967148,0.53596723,0.7679836,0.5828421,0.79142106,0.5343312,0.7671656,0.53562164,0.7678108,0.5261813,0.7630906,0.5658871,0.78294355,0.59635067,0.79817533,0.5572102,0.7786051
2556,0.6756101,0.83780503,0.7292229,0.86461145,0.6865348,0.84326744,0.6486852,0.8243426,0.6203309,0.81016546,0.60281533,0.8014077,0.56326723,0.7816336,0.6660975,0.83304876,0.635245,0.81762254,0.607361,0.80368054
2577,0.7716364,0.88581824,0.73532736,0.8676637,0.68483627,0.84241813,0.63676065,0.81838036,0.6995125,0.84975624,0.7485832,0.8742916,0.69117016,0.8455851,0.72045666,0.8602283,0.7199688,0.8599844,0.73230296,0.86615145
2582,0.7461778,0.8730889,0.69393444,0.8469672,0.685284,0.842642,0.5878253,0.79391265,0.70108056,0.8505403,0.7572979,0.87864894,0.6628167,0.8314084,0.732582,0.866291,0.6837689,0.8418845,0.7078638,0.8539319
2583,0.66947937,0.8347397,0.72718644,0.8635932,0.7134237,0.85671186,0.6374296,0.8187148,0.6657163,0.83285815,0.64760906,0.8238045,0.6084657,0.80423284,0.6944016,0.8472008,0.65658605,0.828293,0.62739694,0.8136985
2584,0.7590258,0.8795129,0.6727996,0.8363998,0.66643256,0.8332163,0.59338444,0.79669225,0.68419766,0.84209883,0.70439965,0.8521998,0.5933392,0.7966696,0.70664823,0.8533241,0.58953285,0.7947664,0.6289332,0.8144666
2585,0.700153,0.8500765,0.6784636,0.8392318,0.6177249,0.80886245,0.5984746,0.7992373,0.6627629,0.83138144,0.6913627,0.8456813,0.6380538,0.8190269,0.69562906,0.84781456,0.6681392,0.8340696,0.67407656,0.8370383
2586,0.71037626,0.85518813,0.6911755,0.84558773,0.6150398,0.8075199,0.63428795,0.817144,0.6182153,0.80910766,0.6209698,0.8104849,0.590006,0.795003,0.65502197,0.82751095,0.6493964,0.8246982,0.6252817,0.81264085
2587,0.6444897,0.8222449,0.6364035,0.8182018,0.65232563,0.8261628,0.5884243,0.79421216,0.5755302,0.7877651,0.56458306,0.78229153,0.5378608,0.76893044,0.6275997,0.81379986,0.58980167,0.79490083,0.54277563,0.7713878
2588,0.7603143,0.8801571,0.70439553,0.85219777,0.65465,0.827325,0.6903038,0.8451519,0.6519367,0.8259684,0.6279074,0.8139537,0.5829389,0.79146945,0.6860467,0.84302336,0.6960816,0.8480408,0.64361596,0.821808
2589,0.76245344,0.8812267,0.6957911,0.84789556,0.6922196,0.8461098,0.63927555,0.8196378,0.7002144,0.8501072,0.7224642,0.8612321,0.6621326,0.8310663,0.7265526,0.8632763,0.65777504,0.8288875,0.6893433,0.8446716
2590,0.7015617,0.85078084,0.68455434,0.84227717,0.676757,0.8383785,0.64501345,0.8225067,0.65636414,0.8281821,0.6691461,0.83457303,0.6208342,0.81041706,0.68458533,0.84229267,0.61735475,0.8086774,0.64730144,0.8236507
2591,0.72405314,0.8620266,0.68145955,0.8407298,0.63962126,0.8198106,0.59880346,0.79940176,0.70927656,0.8546383,0.7495232,0.8747616,0.68166846,0.84083426,0.70529807,0.85264903,0.670381,0.83519053,0.7160897,0.85804486
2592,0.77862966,0.88931483,0.7151087,0.8575543,0.7251966,0.8625983,0.68509156,0.84254575,0.73368084,0.8668404,0.67835253,0.8391763,0.5915755,0.79578775,0.6931395,0.8465698,0.610489,0.8052445,0.6528444,0.8264222
2594,0.67671144,0.8383557,0.6554611,0.82773054,0.6097108,0.8048554,0.6786071,0.83930355,0.6492669,0.8246335,0.6298229,0.8149115,0.61392355,0.8069618,0.6425427,0.82127136,0.6064868,0.8032434,0.59657,0.798285
2595,0.60153234,0.80076617,0.6085331,0.8042666,0.5610051,0.78050256,0.5753461,0.78767306,0.5361174,0.76805866,0.5492039,0.77460194,0.54014075,0.7700704,0.5941613,0.79708064,0.5643061,0.782153,0.55416226,0.77708113
2597,0.78472686,0.8923634,0.69359004,0.846795,0.73176706,0.8658835,0.6346464,0.8173232,0.7261411,0.86307055,0.76741755,0.8837088,0.6659902,0.83299506,0.7364339,0.868217,0.66873884,0.8343694,0.7004094,0.8502047
2645,0.66722167,0.83361083,0.67268324,0.8363416,0.6961665,0.84808326,0.6116435,0.8058218,0.6226727,0.81133634,0.6479809,0.82399046,0.59249854,0.7962493,0.6484618,0.8242309,0.65520287,0.82760143,0.6442443,0.82212216
2654,0.76239693,0.88119847,0.7063598,0.85317993,0.7128132,0.85640657,0.7049259,0.85246295,0.7072687,0.85363436,0.6863457,0.84317285,0.6166518,0.8083259,0.7133769,0.85668844,0.6313746,0.8156873,0.6447586,0.8223793
2655,0.7390919,0.86954594,0.6765784,0.8382892,0.66704583,0.8335229,0.6600838,0.8300419,0.6621176,0.8310588,0.70550865,0.85275435,0.6130188,0.8065094,0.68537533,0.84268767,0.6419029,0.82095146,0.65640306,0.82820153
2656,0.69739294,0.8486965,0.72207654,0.86103827,0.64395493,0.8219775,0.63572675,0.81786335,0.6588111,0.82940555,0.6643647,0.83218235,0.6006955,0.80034775,0.7070948,0.8535474,0.6567739,0.82838696,0.61675495,0.8083775
2657,0.63151085,0.8157554,0.6249888,0.8124944,0.58730257,0.7936513,0.57801974,0.78900987,0.62457585,0.8122879,0.68236315,0.8411816,0.5874057,0.79370284,0.71975875,0.8598794,0.72466147,0.86233073,0.69881666,0.8494083
2658,0.71047544,0.8552377,0.6273036,0.8136518,0.62956214,0.81478107,0.6025312,0.8012656,0.61922264,0.8096113,0.6097335,0.8048668,0.48774844,0.7438742,0.65117073,0.82558537,0.5891962,0.7945981,0.5558225,0.77791125
2659,0.6217453,0.8108727,0.6318237,0.8159119,0.57478464,0.7873923,0.56887805,0.784439,0.6020235,0.80101174,0.5928252,0.7964126,0.6223397,0.81116986,0.60428554,0.80214274,0.6443651,0.82218254,0.607025,0.8035125
2660,0.6709336,0.8354668,0.6276418,0.8138209,0.5823773,0.79118866,0.55124307,0.77562153,0.6397548,0.8198774,0.6574169,0.8287084,0.63901764,0.8195088,0.6448823,0.82244116,0.63985234,0.81992614,0.6422688,0.8211344
2741,0.608037,0.8040185,0.5062809,0.75314045,0.48676318,0.7433816,0.542907,0.7714535,0.5169849,0.75849247,0.5101337,0.7550669,0.4522068,0.7261034,0.49038827,0.74519414,0.5042305,0.75211525,0.47962958,0.73981476
2766,0.7326302,0.8663151,0.80128914,0.90064454,0.7200381,0.8600191,0.64155257,0.8207763,0.698501,0.8492505,0.6815461,0.84077305,0.64223707,0.82111853,0.75294626,0.8764731,0.6956165,0.84780824,0.651271,0.8256355
2793,0.64078236,0.8203912,0.69376504,0.8468825,0.5470159,0.77350795,0.5922151,0.79610753,0.6307117,0.81535584,0.6138173,0.8069086,0.6538737,0.82693684,0.67284054,0.8364203,0.6467991,0.82339954,0.66205513,0.83102757
2810,0.6924528,0.8462264,0.7101805,0.85509026,0.66342425,0.8317121,0.60056627,0.80028313,0.6308201,0.81541,0.58177614,0.7908881,0.50682694,0.75341344,0.669906,0.834953,0.58135664,0.7906783,0.521824,0.760912
2824,0.69811827,0.8490591,0.7354878,0.8677439,0.65801024,0.8290051,0.6515192,0.8257596,0.7005159,0.850258,0.6511214,0.8255607,0.63929284,0.8196464,0.7434323,0.87171614,0.69609535,0.8480477,0.66209304,0.8310465
3002,0.7092889,0.8546444,0.6730726,0.8365363,0.66597545,0.8329877,0.60958445,0.8047922,0.675683,0.8378415,0.654161,0.8270805,0.6685487,0.83427435,0.6782395,0.8391198,0.64842284,0.8242114,0.6530107,0.82650536
3021,0.62782115,0.8139106,0.64631844,0.8231592,0.5455427,0.77277136,0.5569793,0.77848965,0.58664334,0.79332167,0.51723605,0.758618,0.50937116,0.7546856,0.5720358,0.7860179,0.56924987,0.78462493,0.51285744,0.7564287
3093,0.78683174,0.89341587,0.7477852,0.8738926,0.7078451,0.85392255,0.6543149,0.82715744,0.79518366,0.8975918,0.7744899,0.88724494,0.73039836,0.8651992,0.7630913,0.88154566,0.7189965,0.85949826,0.756371,0.8781855
3105,0.78831017,0.8941551,0.75637674,0.8781884,0.69201624,0.8460081,0.6587568,0.82937837,0.74450165,0.8722508,0.74225116,0.8711256,0.732713,0.8663565,0.7235733,0.86178666,0.71655977,0.8582799,0.7543766,0.8771883
3113,0.640641,0.8203205,0.5856769,0.79283845,0.5796465,0.7898233,0.5419397,0.77096987,0.5866231,0.79331154,0.6565318,0.8282659,0.5832477,0.79162383,0.6142546,0.8071273,0.5879131,0.7939565,0.6242052,0.81210256
3118,0.685375,0.8426875,0.66914004,0.83457005,0.5886559,0.794328,0.59936,0.79968,0.65086436,0.8254322,0.6529182,0.8264591,0.6197252,0.8098626,0.6689658,0.8344829,0.67893064,0.8394653,0.6511123,0.82555616
3120,0.63018847,0.81509423,0.6542822,0.8271411,0.5861211,0.79306054,0.60312414,0.8015621,0.59862125,0.7993106,0.614299,0.8071495,0.6054598,0.8027299,0.6462092,0.8231046,0.63694143,0.8184707,0.6265924,0.8132962
3122,0.78511345,0.8925567,0.7273569,0.86367846,0.7031392,0.8515696,0.641002,0.82050097,0.7085519,0.85427594,0.7332692,0.8666346,0.63177705,0.8158885,0.7463894,0.8731947,0.69371593,0.84685796,0.7018744,0.8509372
3123,0.6928125,0.8464062,0.635085,0.8175425,0.61847955,0.80923975,0.56531036,0.7826552,0.6585819,0.829291,0.709216,0.854608,0.6504927,0.82524633,0.6762314,0.8381157,0.67261744,0.8363087,0.674317,0.8371585
3133,0.78260684,0.8913034,0.7039491,0.85197455,0.70699346,0.85349673,0.6715272,0.8357636,0.70053446,0.85026723,0.7338626,0.8669313,0.66768384,0.8338419,0.74818474,0.87409234,0.6832285,0.84161425,0.71008307,0.8550415
3134,0.82770234,0.91385114,0.7338321,0.86691606,0.72400725,0.8620036,0.63649726,0.8182486,0.77802,0.88901,0.79262424,0.8963121,0.7118803,0.85594016,0.7552536,0.8776268,0.72116184,0.8605809,0.74971735,0.8748587
3135,0.69859505,0.8492975,0.64944565,0.8247228,0.6273074,0.8136537,0.58190763,0.7909538,0.62998736,0.8149937,0.6137495,0.80687475,0.5577386,0.7788693,0.61762357,0.8088118,0.5786503,0.7893251,0.5761148,0.7880574
3136,0.74845785,0.87422895,0.7752416,0.8876208,0.67152417,0.8357621,0.6373259,0.81866294,0.73418987,0.86709493,0.71396995,0.856985,0.6904139,0.845207,0.74885774,0.87442887,0.71715,0.858575,0.7172478,0.85862386
3137,0.734733,0.8673665,0.6162503,0.80812514,0.6191312,0.8095656,0.56871474,0.78435737,0.6445876,0.82229376,0.71047646,0.8552382,0.5867833,0.79339164,0.65863156,0.8293158,0.61651886,0.8082594,0.6563336,0.82816684
