,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98314,0.70105577,0.8505279,0.6522528,0.8261264,0.61035115,0.80517554,0.67224514,0.8361226,0.70060563,0.8503028,0.8199721,0.909986,0.6912823,0.84564114,0.77518374,0.88759184,0.75683916,0.8784196,0.7971134,0.8985567
98315,0.604928,0.802464,0.5991312,0.7995656,0.5079827,0.75399137,0.57774043,0.7888702,0.62052876,0.81026435,0.7477195,0.87385976,0.6905879,0.84529394,0.70164645,0.8508232,0.697734,0.848867,0.74875927,0.87437963
98316,0.7776164,0.8888082,0.70887315,0.8544366,0.6518948,0.8259474,0.62948847,0.81474423,0.7608648,0.88043237,0.8688251,0.93441254,0.7459655,0.87298274,0.8054025,0.90270126,0.76012397,0.880062,0.80241156,0.9012058
98317,0.71150875,0.8557544,0.6837455,0.84187275,0.60052955,0.8002648,0.6079506,0.80397534,0.7526504,0.8763252,0.8749114,0.9374557,0.8023157,0.90115786,0.8001901,0.90009505,0.77447426,0.88723713,0.8691218,0.9345609
98318,0.7073808,0.8536904,0.6769587,0.83847934,0.61835754,0.80917877,0.6914035,0.84570175,0.71035457,0.8551773,0.7777881,0.8888941,0.7371057,0.86855286,0.75959,0.879795,0.7676805,0.88384026,0.80594563,0.9029728
98319,0.6679354,0.8339677,0.6403607,0.82018036,0.5956905,0.79784524,0.66353166,0.83176583,0.63909453,0.8195473,0.7391873,0.8695936,0.6585358,0.82926786,0.7256652,0.8628326,0.7374496,0.8687248,0.73734736,0.8686737
98320,0.7296839,0.86484194,0.67310476,0.8365524,0.61689043,0.8084452,0.59999853,0.79999924,0.7562287,0.87811434,0.8852804,0.9426402,0.7729448,0.8864724,0.8081778,0.9040889,0.76425004,0.882125,0.8441117,0.92205584
98321,0.713326,0.856663,0.64364755,0.8218238,0.6196055,0.8098028,0.64810276,0.8240514,0.7118447,0.85592234,0.883646,0.941823,0.76087224,0.8804361,0.7943722,0.8971861,0.7811601,0.89058006,0.84847987,0.92423993
98322,0.7199558,0.8599779,0.65323436,0.8266172,0.5680158,0.7840079,0.57969415,0.7898471,0.75007904,0.8750395,0.87932885,0.9396644,0.77229995,0.88615,0.78758943,0.8937947,0.757558,0.878779,0.8558098,0.9279049
98323,0.7364103,0.8682052,0.6837584,0.8418792,0.6132649,0.80663246,0.60496515,0.8024826,0.7636068,0.8818034,0.8184109,0.90920544,0.757777,0.8788885,0.8054856,0.9027428,0.7413404,0.8706702,0.7998141,0.89990705
98324,0.6519042,0.8259521,0.64617354,0.82308674,0.5852903,0.79264516,0.64441514,0.82220757,0.6594145,0.82970726,0.76566845,0.8828342,0.71051013,0.85525507,0.7539618,0.8769809,0.75465506,0.87732756,0.77897245,0.8894862
98325,0.6842898,0.8421449,0.6400895,0.82004476,0.6105779,0.8052889,0.62487733,0.81243867,0.6891587,0.84457934,0.826394,0.91319704,0.7270603,0.86353016,0.8067591,0.90337956,0.78433084,0.8921654,0.80770755,0.9038538
98326,0.61844194,0.80922097,0.6353353,0.81766766,0.5291765,0.76458824,0.58555377,0.7927769,0.63035834,0.81517917,0.7473255,0.8736627,0.66967636,0.83483815,0.7574485,0.8787242,0.7672733,0.88363665,0.75769264,0.8788463
98327,0.7161039,0.85805196,0.7394217,0.86971086,0.6587148,0.8293574,0.66549814,0.83274907,0.7099463,0.85497314,0.79544634,0.8977232,0.73927176,0.8696359,0.82681036,0.9134052,0.8031124,0.9015562,0.80896354,0.90448177
98328,0.7212869,0.86064345,0.6169754,0.8084877,0.6309346,0.8154673,0.68815815,0.8440791,0.69734716,0.8486736,0.811033,0.9055165,0.71620893,0.85810447,0.7777459,0.888873,0.76615894,0.88307947,0.8120514,0.9060257
98329,0.69752,0.84876,0.69190454,0.8459523,0.61124253,0.80562127,0.67598933,0.8379947,0.7063745,0.85318726,0.7741283,0.88706416,0.75248456,0.8762423,0.78490543,0.8924527,0.7826367,0.8913183,0.8181875,0.90909374
98330,0.6206279,0.81031394,0.62658805,0.81329405,0.55160874,0.7758044,0.59542847,0.79771423,0.6305672,0.8152836,0.7125648,0.8562824,0.6614442,0.8307221,0.70569324,0.8528466,0.69982994,0.84991497,0.7089499,0.85447496
98331,0.5924403,0.7962202,0.55586565,0.7779328,0.5542199,0.77711,0.6251817,0.81259084,0.58145666,0.79072833,0.65559566,0.82779783,0.5212809,0.76064044,0.6284437,0.81422186,0.66188896,0.8309445,0.59635246,0.7981762
98332,0.5782472,0.7891236,0.6047968,0.80239844,0.53272665,0.7663633,0.6026887,0.8013444,0.59909153,0.79954576,0.674451,0.8372255,0.6819721,0.840986,0.7240578,0.8620289,0.71642125,0.8582106,0.7079832,0.8539916
98333,0.6037655,0.80188274,0.57291067,0.78645533,0.52019846,0.76009923,0.559222,0.779611,0.6175425,0.80877125,0.7383361,0.86916804,0.72293144,0.8614657,0.6792386,0.8396193,0.7476053,0.87380266,0.7821997,0.8910998
98334,0.7257189,0.8628595,0.7181617,0.85908085,0.732299,0.8661495,0.6800055,0.8400028,0.67175406,0.83587706,0.6752118,0.8376059,0.58331513,0.79165757,0.7130296,0.8565148,0.68984354,0.84492177,0.65757495,0.82878745
98335,0.6897348,0.8448674,0.69510543,0.8475527,0.6469985,0.82349926,0.68016785,0.84008396,0.6972434,0.8486217,0.76727784,0.8836389,0.7118635,0.85593176,0.7939874,0.8969937,0.7636697,0.88183486,0.7670611,0.88353056
98336,0.57996047,0.78998023,0.55728126,0.7786406,0.5661354,0.7830677,0.56366897,0.7818345,0.5999417,0.79997087,0.69369394,0.84684694,0.5640293,0.7820146,0.65660614,0.8283031,0.6541008,0.8270504,0.6374949,0.81874746
98337,0.47549602,0.737748,0.4155785,0.70778924,0.36410767,0.6820538,0.47352362,0.7367618,0.47813898,0.73906946,0.47735992,0.73867995,0.4811983,0.74059916,0.42924076,0.71462035,0.51217425,0.7560871,0.47185266,0.73592633
98338,0.6889311,0.84446555,0.7076919,0.85384595,0.60909873,0.80454934,0.6988673,0.84943366,0.6647704,0.8323852,0.6509559,0.82547796,0.6324232,0.8162116,0.7527561,0.87637806,0.72567856,0.8628393,0.6783651,0.83918256
98339,0.5700997,0.78504986,0.5968809,0.79844046,0.53396815,0.7669841,0.5819093,0.79095465,0.6150546,0.8075273,0.70743006,0.85371506,0.6716219,0.83581096,0.71019435,0.8550972,0.7165507,0.85827535,0.7395494,0.8697747
98340,0.59915686,0.7995784,0.56761515,0.7838076,0.51361877,0.75680935,0.58050865,0.79025435,0.6200199,0.81000996,0.72897613,0.86448807,0.6896162,0.8448081,0.6752712,0.83763564,0.69267905,0.8463395,0.726915,0.8634575
98341,0.66941917,0.8347096,0.6570887,0.8285444,0.58445907,0.79222953,0.6467922,0.8233961,0.67443347,0.83721673,0.7818043,0.89090216,0.71451664,0.8572583,0.77995145,0.8899757,0.7288327,0.86441636,0.7635147,0.8817574
98342,0.7417645,0.8708823,0.67231864,0.83615935,0.6184923,0.8092462,0.6191523,0.80957615,0.75376475,0.8768824,0.84095097,0.9204755,0.76036096,0.8801805,0.795723,0.8978615,0.76999676,0.8849984,0.83908916,0.9195446
98343,0.54290974,0.7714549,0.5332829,0.76664144,0.49107218,0.7455361,0.53532714,0.7676636,0.5542572,0.7771286,0.6632458,0.8316229,0.6053028,0.8026514,0.6542469,0.82712346,0.6982168,0.8491084,0.6957475,0.84787375
98344,0.64653575,0.8232679,0.6488366,0.8244183,0.56431895,0.78215945,0.6601678,0.8300839,0.6394651,0.81973255,0.713176,0.856588,0.6653869,0.83269346,0.73188555,0.8659428,0.7035346,0.8517673,0.738263,0.8691315
98345,0.7348731,0.8674365,0.67310774,0.8365539,0.642627,0.8213135,0.6023792,0.8011896,0.7486246,0.8743123,0.8499335,0.92496675,0.71529704,0.8576485,0.7653047,0.88265234,0.71893734,0.8594687,0.81784874,0.90892434
98346,0.57472634,0.7873632,0.6131675,0.80658376,0.5593139,0.77965695,0.5944234,0.7972117,0.6311688,0.8155844,0.7118195,0.85590976,0.65156734,0.82578367,0.7247052,0.8623526,0.72313786,0.8615689,0.72424996,0.862125
98347,0.5592788,0.77963936,0.60138565,0.8006928,0.520617,0.7603085,0.5582744,0.7791372,0.60579616,0.80289805,0.6825409,0.84127045,0.6545401,0.82727003,0.6828444,0.8414222,0.7266353,0.8633176,0.69165367,0.84582686
98348,0.6104209,0.8052105,0.57352424,0.7867621,0.54784274,0.7739214,0.5641445,0.78207225,0.62221694,0.81110847,0.7502175,0.8751087,0.6881103,0.8440552,0.701783,0.8508915,0.7566062,0.8783031,0.77745515,0.88872755
98349,0.7156869,0.85784346,0.6924623,0.84623116,0.6059013,0.8029506,0.6407734,0.8203867,0.72160995,0.860805,0.8299464,0.9149732,0.73317873,0.86658937,0.80800295,0.9040015,0.7850566,0.8925283,0.81099033,0.90549517
98350,0.6633623,0.83168113,0.6500457,0.8250228,0.5993451,0.79967254,0.6330234,0.8165117,0.70201194,0.851006,0.8127313,0.90636563,0.741063,0.8705315,0.76803523,0.8840176,0.7658242,0.8829121,0.8097872,0.90489364
98351,0.6741582,0.8370791,0.6367892,0.8183946,0.5983777,0.79918885,0.5893277,0.79466385,0.6896994,0.8448497,0.8054041,0.9027021,0.74256545,0.8712827,0.7537159,0.87685794,0.75483465,0.8774173,0.7976505,0.8988253
98352,0.5416729,0.7708365,0.53230476,0.7661524,0.44881177,0.7244059,0.535958,0.767979,0.56231296,0.7811565,0.7087121,0.85435605,0.673839,0.8369195,0.6796821,0.839841,0.73127913,0.86563957,0.74820167,0.8741008
98353,0.6851884,0.8425942,0.6033335,0.80166674,0.5805112,0.7902556,0.532486,0.766243,0.6905091,0.84525454,0.86357826,0.93178916,0.7425344,0.8712672,0.7479181,0.87395906,0.731153,0.8655765,0.8049381,0.90246904
98354,0.5445385,0.77226925,0.6021747,0.8010874,0.55437183,0.7771859,0.5069456,0.7534728,0.5636865,0.78184325,0.5132218,0.7566109,0.5375794,0.7687897,0.5563073,0.77815366,0.5425695,0.77128476,0.5035738,0.7517869
98355,0.6475928,0.8237964,0.635007,0.8175035,0.60260904,0.8013045,0.6032164,0.8016082,0.64698946,0.82349473,0.70703983,0.8535199,0.70840806,0.85420406,0.6847915,0.8423958,0.7316597,0.8658298,0.7513932,0.8756966
98356,0.5992454,0.7996227,0.62072587,0.81036294,0.5413513,0.77067566,0.5597601,0.77988005,0.6212112,0.8106056,0.674378,0.83718896,0.659624,0.829812,0.6767796,0.8383898,0.69690955,0.8484548,0.68118656,0.8405933
98357,0.6757964,0.8378982,0.71899605,0.859498,0.6315137,0.81575686,0.6366662,0.8183331,0.6466962,0.8233481,0.57388085,0.78694046,0.5744623,0.78723115,0.64064413,0.82032204,0.6187066,0.8093533,0.5551415,0.7775707
98358,0.73334634,0.8666732,0.6852288,0.8426144,0.62742954,0.81371474,0.62697697,0.8134885,0.772686,0.886343,0.8560425,0.92802125,0.78912795,0.894564,0.8145819,0.90729094,0.81287944,0.9064397,0.8405515,0.92027575
98359,0.607989,0.80399454,0.57810915,0.7890546,0.5566624,0.77833116,0.54216653,0.77108324,0.6188376,0.8094188,0.7021853,0.85109264,0.6726238,0.83631194,0.67607975,0.8380399,0.72884524,0.8644226,0.72678065,0.8633903
98360,0.51093173,0.75546587,0.56124866,0.78062433,0.4818921,0.74094605,0.6323291,0.81616455,0.4613978,0.7306989,0.46240735,0.7312037,0.46934754,0.73467374,0.56291366,0.7814568,0.59414965,0.7970748,0.5054467,0.75272334
98361,0.7019814,0.8509907,0.72597384,0.8629869,0.6187875,0.80939376,0.67635345,0.8381767,0.72199464,0.8609973,0.78930426,0.8946521,0.7569489,0.8784745,0.8224597,0.91122985,0.7930689,0.89653444,0.8184396,0.9092198
98362,0.53475296,0.7673765,0.5689765,0.78448826,0.5180143,0.75900716,0.5211808,0.76059043,0.593078,0.796539,0.60823786,0.80411893,0.6587566,0.8293783,0.6084441,0.80422205,0.64873075,0.8243654,0.6493305,0.82466525
98363,0.67839664,0.83919835,0.6772032,0.8386016,0.641665,0.8208325,0.6629693,0.8314847,0.66650283,0.8332514,0.7187655,0.85938275,0.6527789,0.82638943,0.76083344,0.88041675,0.76592886,0.88296443,0.74505806,0.87252903
98364,0.6177906,0.8088953,0.61191726,0.8059586,0.61761546,0.80880773,0.5724318,0.7862159,0.6326034,0.8163017,0.7131294,0.8565647,0.62638783,0.8131939,0.7252434,0.86262167,0.67965233,0.83982617,0.69332606,0.846663
98365,0.56711316,0.7835566,0.60809326,0.80404663,0.5362677,0.7681339,0.5665232,0.7832616,0.54148346,0.7707417,0.5962773,0.7981386,0.56750536,0.7837527,0.66766465,0.8338323,0.64384913,0.82192457,0.6575408,0.8287704
98366,0.5330311,0.76651555,0.5606495,0.78032476,0.49126536,0.74563265,0.460502,0.730251,0.5529544,0.7764772,0.54999995,0.775,0.54475963,0.7723798,0.5972749,0.79863745,0.56600285,0.7830014,0.5355153,0.76775765
98367,0.66602254,0.83301127,0.6411766,0.8205883,0.6074885,0.80374426,0.6268384,0.8134192,0.64752233,0.82376117,0.756861,0.8784305,0.6733286,0.8366643,0.7198425,0.8599212,0.7552725,0.87763625,0.75932574,0.8796629
98368,0.5710653,0.78553265,0.620192,0.810096,0.52892804,0.764464,0.58415747,0.79207873,0.5825182,0.7912591,0.68090516,0.84045255,0.6242018,0.8121009,0.66935086,0.83467543,0.7083616,0.8541808,0.7038547,0.85192734
98369,0.5089326,0.7544663,0.5487921,0.77439606,0.49105382,0.7455269,0.5370659,0.768533,0.59048826,0.7952441,0.7060771,0.85303855,0.6610699,0.83053493,0.6964755,0.84823775,0.6837621,0.84188104,0.721764,0.86088204
98370,0.6682663,0.83413315,0.62768245,0.8138412,0.55175114,0.77587557,0.5805898,0.7902949,0.691865,0.8459325,0.8164061,0.908203,0.7513316,0.8756658,0.7609633,0.88048166,0.74170727,0.87085366,0.80675936,0.9033797
98371,0.6553376,0.8276688,0.63841265,0.81920636,0.56475973,0.78237987,0.69851565,0.8492578,0.6181067,0.80905336,0.6999738,0.8499869,0.66217923,0.8310896,0.72422767,0.86211383,0.68814886,0.8440744,0.69943017,0.8497151
98372,0.71621484,0.85810745,0.6552783,0.82763916,0.5848108,0.79240537,0.5816678,0.7908339,0.7457227,0.8728614,0.8395728,0.9197864,0.7581884,0.87909424,0.7857971,0.89289856,0.73565155,0.86782575,0.80327904,0.9016395
98373,0.66754943,0.8337747,0.6381759,0.819088,0.6012971,0.80064857,0.6834206,0.8417103,0.62322176,0.8116109,0.68052655,0.84026325,0.598717,0.7993585,0.68441033,0.84220517,0.66877586,0.8343879,0.6862883,0.8431442
98374,0.7530457,0.87652284,0.7250607,0.86253035,0.6393471,0.81967354,0.6902738,0.8451369,0.761004,0.880502,0.8175727,0.90878636,0.7410197,0.87050986,0.8077301,0.90386504,0.77700603,0.888503,0.78716075,0.8935804
98375,0.73163325,0.8658166,0.73109806,0.865549,0.69170237,0.8458512,0.6970757,0.84853786,0.72456294,0.86228144,0.78003645,0.8900182,0.7153343,0.85766715,0.7704271,0.88521355,0.77660584,0.8883029,0.7862468,0.8931234
98376,0.7027831,0.85139155,0.6901196,0.8450598,0.58099186,0.79049593,0.6398082,0.8199041,0.70958865,0.8547943,0.782735,0.8913675,0.6727458,0.8363729,0.7348931,0.86744654,0.7279047,0.86395234,0.7490113,0.87450564
98377,0.6686505,0.83432525,0.6564113,0.82820565,0.59988755,0.7999438,0.64349663,0.8217483,0.6768153,0.83840764,0.7874918,0.8937459,0.7308353,0.86541766,0.8053423,0.90267116,0.8070936,0.9035468,0.83193254,0.9159663
98378,0.72307605,0.86153805,0.6820311,0.8410156,0.6061648,0.8030824,0.6416562,0.8208281,0.72486305,0.8624315,0.85675406,0.92837703,0.79366994,0.89683497,0.8199345,0.90996724,0.78213036,0.8910652,0.84852576,0.9242629
98379,0.70351136,0.8517557,0.6463338,0.8231669,0.61578846,0.80789423,0.623623,0.8118115,0.7399352,0.8699676,0.83706284,0.9185314,0.7485058,0.8742529,0.77302957,0.8865148,0.7577639,0.87888193,0.813692,0.906846
98380,0.7172305,0.8586153,0.68704504,0.84352255,0.62363034,0.81181514,0.68413883,0.8420694,0.74474835,0.8723742,0.8552902,0.9276451,0.7824671,0.89123356,0.82274103,0.9113705,0.80348635,0.9017432,0.8555665,0.92778325
98381,0.68731236,0.8436562,0.6893902,0.8446951,0.60513085,0.80256546,0.6516607,0.82583034,0.67689013,0.83844507,0.7527774,0.87638867,0.7069268,0.8534634,0.77218354,0.88609177,0.7741129,0.88705647,0.7450087,0.87250435
98382,0.65357137,0.8267857,0.64346814,0.8217341,0.56715083,0.7835754,0.6086452,0.8043226,0.6865315,0.8432658,0.7682451,0.88412255,0.714475,0.85723746,0.7791185,0.88955927,0.7388699,0.86943495,0.79152346,0.8957617
98383,0.6880958,0.8440479,0.6881944,0.8440972,0.6024157,0.80120784,0.629211,0.8146055,0.71133983,0.8556699,0.76306677,0.8815334,0.69730234,0.8486512,0.7436365,0.87181824,0.756722,0.878361,0.7455281,0.87276405
98384,0.672158,0.836079,0.6853993,0.84269965,0.6040602,0.8020301,0.69463825,0.8473191,0.64695156,0.8234758,0.66924715,0.8346236,0.64975744,0.8248787,0.7059963,0.85299814,0.71744764,0.8587238,0.70898056,0.8544903
98385,0.6385702,0.8192851,0.6175971,0.80879855,0.54363364,0.77181685,0.5834645,0.79173225,0.6388167,0.81940836,0.78251415,0.89125705,0.68132067,0.84066033,0.74279493,0.8713975,0.7451979,0.87259895,0.77738607,0.88869303
98386,0.6866597,0.84332985,0.6982255,0.84911275,0.6240345,0.81201726,0.6735572,0.83677864,0.7241926,0.8620963,0.74126256,0.8706313,0.7093183,0.85465914,0.75089663,0.87544835,0.75339204,0.876696,0.75855744,0.8792787
98387,0.6990876,0.8495438,0.6865724,0.84328616,0.64601773,0.8230089,0.67585015,0.8379251,0.73224807,0.86612403,0.7956148,0.89780736,0.7087114,0.8543557,0.79803157,0.8990158,0.72045046,0.8602252,0.7636286,0.8818143
98388,0.72941935,0.8647097,0.6973802,0.8486901,0.61910915,0.8095546,0.6479721,0.82398605,0.7469572,0.8734786,0.8413336,0.9206668,0.7546497,0.8773248,0.8129882,0.90649414,0.7496275,0.87481374,0.80774724,0.9038736
98389,0.7090304,0.8545152,0.6874822,0.84374106,0.63055325,0.8152766,0.6427257,0.82136285,0.7519332,0.8759666,0.8531405,0.92657024,0.7820358,0.8910179,0.8198659,0.909933,0.7730113,0.88650566,0.8608667,0.9304334
98390,0.66674113,0.83337057,0.6439943,0.82199717,0.5876764,0.7938382,0.68106455,0.8405323,0.669723,0.8348615,0.7826456,0.8913228,0.69386935,0.8469347,0.7476132,0.8738066,0.73975825,0.8698791,0.7829159,0.8914579
98391,0.51948595,0.759743,0.46931282,0.7346564,0.4508357,0.72541785,0.4341628,0.7170814,0.57067364,0.78533685,0.7224864,0.8612432,0.6732966,0.8366483,0.60947454,0.80473727,0.6644017,0.8322009,0.72630715,0.8631536
98392,0.6174437,0.80872184,0.58229464,0.79114735,0.5415858,0.7707929,0.6382747,0.81913733,0.5600275,0.78001374,0.64820653,0.82410324,0.579471,0.7897355,0.6946559,0.84732795,0.7048838,0.8524419,0.6882027,0.8441013
98393,0.5405653,0.7702826,0.5525173,0.77625865,0.46023887,0.73011947,0.5346585,0.7673292,0.5586923,0.7793461,0.6502516,0.8251258,0.6337857,0.81689286,0.6324391,0.81621957,0.6655154,0.8327577,0.6734232,0.8367116
98394,0.5726681,0.78633404,0.54861194,0.77430594,0.4909327,0.74546635,0.50890654,0.7544533,0.6165632,0.8082816,0.70787203,0.853936,0.6913643,0.84568214,0.67687213,0.83843607,0.7214949,0.86074746,0.7429415,0.87147075
98395,0.69859517,0.8492976,0.6480316,0.8240158,0.6208782,0.8104391,0.57492876,0.7874644,0.74643564,0.8732178,0.8780817,0.93904084,0.76100564,0.8805028,0.81866944,0.9093347,0.76581866,0.8829093,0.8269153,0.91345763
98396,0.64296234,0.82148117,0.65537393,0.82768697,0.5931169,0.79655844,0.6519629,0.82598144,0.69689107,0.84844553,0.7633367,0.8816683,0.74786365,0.8739318,0.78735316,0.8936766,0.77745736,0.8887287,0.8024807,0.90124035
98397,0.63226056,0.8161303,0.6217421,0.81087106,0.5412945,0.7706473,0.56761134,0.78380567,0.6748619,0.83743095,0.7677485,0.88387424,0.74721503,0.8736075,0.7339452,0.86697257,0.7662421,0.883121,0.79395795,0.896979
98398,0.6794437,0.83972186,0.6236408,0.8118204,0.58607334,0.7930367,0.5467099,0.77335495,0.72655475,0.8632774,0.829352,0.914676,0.7219669,0.8609835,0.76286113,0.88143057,0.7463498,0.8731749,0.7727028,0.8863514
98399,0.5405199,0.77026,0.5241792,0.7620896,0.46004167,0.7300208,0.48378778,0.7418939,0.5565598,0.7782799,0.5999885,0.79999423,0.591959,0.7959795,0.58530617,0.7926531,0.60180473,0.80090237,0.586138,0.793069
98400,0.58156216,0.7907811,0.5821314,0.7910657,0.5171976,0.7585988,0.60385144,0.8019257,0.594172,0.797086,0.5979074,0.7989537,0.6011785,0.80058926,0.63221276,0.8161064,0.69674534,0.8483727,0.6381817,0.81909084
98401,0.63834,0.81917,0.6741859,0.83709294,0.58139443,0.7906972,0.60102534,0.8005127,0.62623835,0.8131192,0.68603677,0.8430184,0.66504514,0.8325226,0.7617738,0.8808869,0.7267591,0.86337954,0.7102049,0.8551024
98402,0.73401356,0.8670068,0.7030299,0.85151494,0.6554866,0.8277433,0.65786254,0.8289313,0.72672874,0.86336434,0.8153447,0.90767235,0.7353747,0.86768734,0.8036264,0.9018132,0.7835495,0.8917748,0.8235501,0.91177505
1747,0.76834893,0.88417447,0.6929201,0.84646004,0.6476547,0.8238274,0.677198,0.83859897,0.7285356,0.8642678,0.73926514,0.8696326,0.7035085,0.85175425,0.7464255,0.87321275,0.75241214,0.87620604,0.7469187,0.87345934
1784,0.5618179,0.78090894,0.6101492,0.8050746,0.52243245,0.7612162,0.56273293,0.78136647,0.6097371,0.8048686,0.56158483,0.7807924,0.61876583,0.8093829,0.6073779,0.80368894,0.66351485,0.8317574,0.56067705,0.7803385
2476,0.7496581,0.87482905,0.6568136,0.8284068,0.6685749,0.83428746,0.5982504,0.7991252,0.7121845,0.8560922,0.72549504,0.86274755,0.64011693,0.82005847,0.70207626,0.8510381,0.62426287,0.8121314,0.6729377,0.8364688
2515,0.7864025,0.89320123,0.70340574,0.85170287,0.69785655,0.8489283,0.6210562,0.8105281,0.74285156,0.87142575,0.74541295,0.8727065,0.6613196,0.8306598,0.719556,0.859778,0.688442,0.844221,0.71573186,0.8578659
2517,0.74096525,0.8704826,0.66040313,0.83020157,0.6871089,0.84355444,0.57692635,0.7884632,0.68314075,0.8415704,0.6377506,0.8188753,0.5489825,0.77449125,0.666074,0.833037,0.61597824,0.8079891,0.61385065,0.8069253
2529,0.771688,0.885844,0.6591048,0.8295524,0.6603332,0.8301666,0.5877718,0.7938859,0.72088027,0.86044014,0.73265946,0.8663297,0.6717377,0.83586884,0.70880413,0.85440207,0.6286041,0.8143021,0.6930598,0.8465299
