,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_google_ux_Score
98333,0.60460204,0.80230105,0.5576238,0.77881193,0.5167196,0.7583598,0.57486236,0.7874312,0.60186493,0.80093247,0.72571564,0.8628578,0.70188624,0.8509431,0.67416906,0.83708453,0.7201288,0.8600644,0.7614263,0.88071316
98334,0.6613566,0.83067834,0.6572829,0.8286414,0.6825999,0.84129995,0.6306092,0.81530464,0.60759604,0.803798,0.61086965,0.8054348,0.5113307,0.75566536,0.6411208,0.8205604,0.61999166,0.80999583,0.59257674,0.7962884
98335,0.7123265,0.85616326,0.70805466,0.85402733,0.6620163,0.83100814,0.69297063,0.8464853,0.69858193,0.84929097,0.7661046,0.8830523,0.70922047,0.8546102,0.7979027,0.89895135,0.7603555,0.88017774,0.76543605,0.882718
98336,0.63198507,0.81599253,0.60886496,0.8044325,0.60002637,0.8000132,0.5927402,0.7963701,0.63286483,0.8164324,0.7098918,0.8549459,0.5715785,0.78578925,0.7335048,0.8667524,0.63471794,0.817359,0.63083684,0.8154184
98337,0.47755224,0.7387761,0.4557119,0.7278559,0.3936209,0.6968105,0.49162602,0.745813,0.5053544,0.7526772,0.5582777,0.77913886,0.56655645,0.7832782,0.50990045,0.7549502,0.58919394,0.79459697,0.5654793,0.78273964
98338,0.68398595,0.841993,0.70525813,0.85262907,0.6205698,0.8102849,0.6948584,0.84742916,0.66851676,0.8342584,0.6476408,0.8238204,0.62848246,0.81424123,0.7531735,0.87658674,0.7248363,0.8624182,0.6661768,0.8330884
98339,0.51138204,0.75569105,0.5166763,0.75833815,0.4745595,0.7372798,0.51954764,0.75977385,0.52380157,0.7619008,0.61735654,0.80867827,0.5688932,0.7844466,0.6204385,0.8102193,0.62545455,0.8127273,0.67734873,0.83867437
98340,0.6848762,0.8424381,0.66079503,0.8303975,0.5957127,0.79785633,0.656731,0.8283655,0.69933665,0.8496683,0.8049823,0.90249115,0.77190536,0.8859527,0.7810154,0.8905077,0.76038647,0.88019323,0.8216149,0.9108075
98341,0.6586255,0.82931274,0.62741226,0.81370616,0.56908685,0.7845434,0.65120226,0.8256011,0.65823877,0.8291194,0.76832664,0.8841633,0.6740568,0.8370284,0.79060006,0.89530003,0.7361727,0.86808634,0.752402,0.87620103
98342,0.7830274,0.8915137,0.7151862,0.85759306,0.65336776,0.8266839,0.6388911,0.81944555,0.7849972,0.8924986,0.8712481,0.93562406,0.7761816,0.8880908,0.8181139,0.90905696,0.78930825,0.89465415,0.8525549,0.92627746
98343,0.47743854,0.7387193,0.47101527,0.7355076,0.41432095,0.7071605,0.47993082,0.73996544,0.46552682,0.7327634,0.56575584,0.7828779,0.52406514,0.76203257,0.56822914,0.7841146,0.6102035,0.80510175,0.6185174,0.8092587
98344,0.6683276,0.8341638,0.66481435,0.8324072,0.58939224,0.7946961,0.6512961,0.82564807,0.6527999,0.8263999,0.7476145,0.87380725,0.6764152,0.8382076,0.73135126,0.8656756,0.7279599,0.86397994,0.74861294,0.87430644
98345,0.7115574,0.8557787,0.66694605,0.833473,0.63315773,0.81657887,0.5974663,0.7987331,0.7120152,0.8560076,0.81296265,0.9064813,0.69431865,0.8471593,0.7409549,0.87047744,0.7309888,0.8654944,0.8018566,0.90092826
98346,0.67167485,0.8358374,0.6424992,0.8212496,0.60297245,0.80148625,0.63619494,0.8180975,0.6673693,0.8336847,0.77987695,0.8899385,0.67558974,0.8377949,0.7786641,0.88933206,0.7313499,0.865675,0.7464353,0.87321764
98347,0.5799853,0.7899927,0.6235583,0.81177914,0.556499,0.7782495,0.61507905,0.8075395,0.61078024,0.8053901,0.6684902,0.8342451,0.6526562,0.8263281,0.68938416,0.8446921,0.73418593,0.86709297,0.6910212,0.8455106
98348,0.63721704,0.8186085,0.5861921,0.79309607,0.5621129,0.78105646,0.5748565,0.78742826,0.64083445,0.8204172,0.78043944,0.8902197,0.70636964,0.8531848,0.7274378,0.86371887,0.7769363,0.88846815,0.79427147,0.89713573
98349,0.70024693,0.85012347,0.6631207,0.8315604,0.61123747,0.80561876,0.6289767,0.81448835,0.7208574,0.8604287,0.8270426,0.9135213,0.72680384,0.8634019,0.7915578,0.8957789,0.78877723,0.8943886,0.8079671,0.9039836
98350,0.66083014,0.83041507,0.6239643,0.81198215,0.583436,0.791718,0.64927197,0.824636,0.6915918,0.84579587,0.79221565,0.8961078,0.71639705,0.8581985,0.765504,0.882752,0.7540448,0.8770224,0.79187864,0.89593935
98351,0.58982825,0.7949141,0.62309223,0.8115461,0.52813673,0.76406837,0.5642986,0.7821493,0.6257839,0.81289196,0.66249526,0.8312476,0.6672148,0.83360744,0.65606976,0.8280349,0.6918066,0.8459033,0.6817187,0.84085935
98352,0.5513608,0.7756804,0.5568747,0.7784374,0.46174234,0.7308712,0.5525957,0.7762978,0.5862205,0.79311025,0.723434,0.861717,0.6985469,0.84927344,0.69945335,0.8497267,0.7422452,0.8711226,0.7592474,0.8796237
98353,0.66641533,0.83320767,0.6049554,0.8024777,0.5789667,0.7894833,0.56788266,0.7839413,0.6715734,0.8357867,0.81327254,0.90663624,0.75027907,0.87513953,0.74914885,0.8745744,0.7498151,0.87490755,0.81878644,0.9093932
98354,0.47039828,0.73519915,0.5465497,0.77327484,0.5003681,0.75018406,0.441902,0.720951,0.4993259,0.74966294,0.43505707,0.7175285,0.46391988,0.73195994,0.48759902,0.7437995,0.47196335,0.7359817,0.42507276,0.7125364
98355,0.670866,0.835433,0.6604915,0.83024573,0.62007976,0.8100399,0.59227335,0.7961367,0.68366206,0.841831,0.7223788,0.86118937,0.6915004,0.8457502,0.6994853,0.84974265,0.73696077,0.8684804,0.7591769,0.8795885
98356,0.6331352,0.8165676,0.6456569,0.8228284,0.55706483,0.7785324,0.5824474,0.7912237,0.66069114,0.8303456,0.7201891,0.86009455,0.7129901,0.856495,0.72763526,0.86381763,0.7307211,0.86536056,0.73635566,0.86817783
98357,0.57451046,0.7872552,0.6184702,0.8092351,0.5376835,0.76884174,0.562601,0.7813005,0.5417596,0.7708798,0.46839526,0.7341976,0.51160854,0.7558043,0.53049093,0.76524544,0.5371784,0.7685892,0.48409343,0.7420467
98358,0.7318127,0.86590636,0.7011882,0.8505941,0.65139383,0.82569695,0.64565885,0.8228294,0.7727269,0.88636345,0.84477407,0.922387,0.76034,0.88017,0.835104,0.917552,0.81836313,0.9091816,0.82944083,0.9147204
98359,0.69021547,0.84510773,0.6543679,0.82718396,0.6252105,0.81260526,0.61796904,0.8089845,0.71089697,0.8554485,0.77042514,0.88521254,0.7263763,0.86318815,0.7662711,0.88313556,0.78530264,0.8926513,0.78276044,0.8913802
98360,0.5026924,0.75134623,0.5432129,0.77160645,0.48507684,0.74253845,0.63189244,0.8159462,0.45154622,0.7257731,0.4563408,0.7281704,0.44053715,0.7202686,0.5241946,0.7620973,0.56749856,0.7837493,0.4856329,0.74281645
98361,0.7495618,0.8747809,0.7439985,0.87199926,0.6614727,0.83073634,0.69652736,0.8482637,0.75408447,0.87704223,0.81074893,0.90537447,0.75016665,0.8750833,0.8506975,0.92534876,0.7863782,0.8931891,0.82532704,0.9126635
98362,0.5981606,0.7990803,0.6105548,0.8052774,0.58353937,0.7917697,0.56970954,0.78485477,0.6180502,0.8090251,0.6815495,0.8407748,0.68481994,0.84240997,0.6679381,0.83396906,0.69588816,0.8479441,0.71140707,0.85570353
98363,0.68147266,0.8407363,0.68295586,0.84147793,0.6200448,0.8100224,0.63496447,0.81748223,0.687463,0.8437315,0.75611913,0.87805957,0.68608326,0.84304166,0.786673,0.89333653,0.76050895,0.8802545,0.7571436,0.8785718
98364,0.5973837,0.79869187,0.60954833,0.80477417,0.58909583,0.7945479,0.57122403,0.785612,0.63447726,0.8172386,0.70689225,0.8534461,0.6284543,0.81422716,0.72111213,0.86055607,0.67673767,0.83836883,0.7053733,0.85268664
98365,0.61137456,0.8056873,0.6424022,0.8212011,0.56604856,0.7830243,0.60037017,0.8001851,0.5779694,0.78898466,0.6322963,0.81614816,0.60181034,0.80090517,0.710369,0.8551845,0.6711929,0.83559644,0.6790719,0.83953595
98366,0.57465214,0.7873261,0.58945227,0.79472613,0.5352128,0.7676064,0.5294975,0.76474875,0.5674361,0.78371805,0.56058496,0.7802925,0.5411767,0.77058834,0.6175673,0.80878365,0.57078636,0.7853932,0.54845095,0.7742255
98367,0.6981351,0.84906757,0.63962793,0.81981397,0.6210439,0.81052196,0.59617025,0.7980851,0.6915425,0.84577125,0.83068776,0.9153439,0.7275642,0.8637821,0.7318439,0.865922,0.7579919,0.87899595,0.7985071,0.89925355
98368,0.6039045,0.80195224,0.6478015,0.82390076,0.5546917,0.77734584,0.6009433,0.80047166,0.60820436,0.8041022,0.72172844,0.8608642,0.65311134,0.82655567,0.69515187,0.8475759,0.73428273,0.86714137,0.7350787,0.86753935
98369,0.5486288,0.7743144,0.57457423,0.7872871,0.50815666,0.7540783,0.55850947,0.77925473,0.61426425,0.8071321,0.7326485,0.86632425,0.67031,0.835155,0.7247977,0.86239886,0.70440936,0.8522047,0.74480486,0.8724024
98370,0.6997355,0.84986776,0.68313575,0.8415679,0.58611095,0.7930555,0.61921805,0.80960906,0.7221168,0.8610584,0.8321313,0.9160657,0.75078243,0.87539124,0.7905209,0.89526045,0.7668733,0.8834367,0.8016871,0.90084356
98371,0.70910794,0.85455394,0.7063434,0.8531717,0.65564376,0.82782185,0.7330519,0.86652595,0.7065748,0.8532874,0.7578436,0.8789218,0.6999681,0.84998405,0.7938988,0.8969494,0.761955,0.8809775,0.7566886,0.8783443
98372,0.7085571,0.85427856,0.6399741,0.81998706,0.566203,0.7831015,0.60735226,0.8036761,0.70788515,0.8539426,0.80613565,0.9030678,0.74529994,0.87264997,0.78769684,0.8938484,0.72969925,0.8648496,0.7970692,0.8985346
98373,0.6888153,0.8444077,0.6767724,0.8383862,0.62230206,0.811151,0.712564,0.856282,0.65702474,0.8285124,0.7121446,0.8560723,0.64100134,0.8205007,0.7124442,0.8562221,0.7128836,0.8564418,0.71129036,0.8556452
98374,0.746522,0.873261,0.70299304,0.8514965,0.6386039,0.81930196,0.6792042,0.8396021,0.71976274,0.8598814,0.7781478,0.8890739,0.69234115,0.84617054,0.76607174,0.8830359,0.7480974,0.8740487,0.73872197,0.869361
98375,0.70217264,0.8510863,0.73365915,0.8668296,0.68097645,0.8404882,0.696524,0.848262,0.7009066,0.85045326,0.7476332,0.8738166,0.69347686,0.84673846,0.7513448,0.8756724,0.76751554,0.88375777,0.7663223,0.8831612
98376,0.766346,0.883173,0.6768564,0.8384282,0.62780035,0.8139002,0.6539552,0.8269776,0.7374759,0.86873794,0.85498476,0.9274924,0.7349751,0.86748755,0.7752628,0.8876314,0.7498368,0.8749184,0.79705,0.898525
98377,0.64308167,0.82154083,0.63039064,0.8151953,0.58411586,0.79205793,0.63323337,0.81661665,0.6487732,0.8243866,0.7475275,0.87376374,0.70567584,0.8528379,0.77803403,0.889017,0.78908956,0.8945448,0.7940669,0.89703345
98378,0.7038952,0.8519476,0.66118985,0.8305949,0.5945128,0.7972564,0.62126875,0.8106344,0.7243623,0.8621812,0.84066814,0.9203341,0.7711613,0.88558066,0.78098595,0.890493,0.77224845,0.88612425,0.82803106,0.91401553
98379,0.7177911,0.85889554,0.67032874,0.83516437,0.621984,0.810992,0.62888145,0.8144407,0.7499817,0.8749908,0.86169696,0.9308485,0.7869133,0.89345664,0.79374444,0.8968722,0.7760993,0.88804966,0.8514765,0.9257382
98380,0.71254146,0.85627073,0.67990434,0.8399522,0.6027156,0.8013578,0.6786019,0.839301,0.7151406,0.8575703,0.8227385,0.91136926,0.75012624,0.8750631,0.78780234,0.89390117,0.78628814,0.8931441,0.8021105,0.9010552
98381,0.6953491,0.84767455,0.68114835,0.84057415,0.59521973,0.79760987,0.6471455,0.82357275,0.6689832,0.8344916,0.7375106,0.86875534,0.6894432,0.84472156,0.76806056,0.8840303,0.74596405,0.872982,0.7330451,0.86652255
98382,0.65920615,0.8296031,0.6437671,0.82188356,0.5618699,0.78093493,0.61057496,0.8052875,0.7039594,0.85197973,0.7893137,0.89465684,0.7477202,0.8738601,0.79213786,0.89606893,0.7709075,0.88545376,0.8055259,0.90276295
98383,0.68097895,0.8404895,0.65786994,0.82893497,0.5971506,0.7985753,0.62439346,0.81219673,0.7077646,0.8538823,0.7821716,0.8910858,0.6874086,0.84370434,0.73670745,0.8683537,0.74686545,0.87343276,0.7612926,0.8806463
98384,0.67988414,0.8399421,0.6712793,0.83563966,0.6194908,0.80974543,0.7152064,0.8576032,0.6754457,0.83772284,0.69130826,0.84565413,0.6606606,0.8303303,0.7268746,0.8634373,0.7310941,0.86554706,0.7224721,0.86123604
98385,0.6043228,0.8021614,0.6023512,0.8011756,0.5297359,0.76486796,0.58123654,0.7906183,0.6275066,0.8137533,0.7338487,0.86692435,0.6547998,0.8273999,0.71667653,0.85833824,0.7154602,0.8577301,0.7548342,0.8774171
98386,0.69726956,0.8486348,0.69187135,0.8459357,0.6208724,0.8104362,0.67287546,0.8364377,0.73347694,0.86673844,0.7793929,0.8896965,0.7299658,0.8649829,0.77765644,0.8888282,0.76622474,0.8831124,0.8046515,0.90232575
98387,0.6744504,0.8372252,0.6989765,0.84948826,0.6118375,0.80591875,0.689733,0.8448665,0.7200459,0.86002296,0.74563515,0.8728176,0.713308,0.856654,0.7645155,0.88225776,0.70955354,0.85477674,0.74378157,0.8718908
98388,0.7557322,0.8778661,0.69338214,0.8466911,0.6585684,0.8292842,0.68693674,0.84346837,0.750996,0.875498,0.85181856,0.9259093,0.761016,0.880508,0.80208397,0.901042,0.75251985,0.8762599,0.8322716,0.9161358
98389,0.7392851,0.86964256,0.69578505,0.8478925,0.64480954,0.82240474,0.6632588,0.8316294,0.75460815,0.8773041,0.84962034,0.9248102,0.75975204,0.879876,0.8221989,0.91109943,0.776186,0.888093,0.8488967,0.9244484
98390,0.6413159,0.82065797,0.6199063,0.80995315,0.544739,0.7723695,0.6737964,0.8368982,0.6416209,0.82081044,0.7383473,0.86917365,0.6707431,0.83537155,0.70348215,0.8517411,0.6993903,0.84969515,0.7358854,0.8679427
98391,0.60651994,0.80325997,0.5912495,0.79562473,0.5415603,0.77078015,0.570732,0.785366,0.6592586,0.8296293,0.7876231,0.8938116,0.73832566,0.8691628,0.7226057,0.86130285,0.76590097,0.8829505,0.8077432,0.9038716
98392,0.63176495,0.81588244,0.5838562,0.7919281,0.5409627,0.77048135,0.6589223,0.82946116,0.5777906,0.7888953,0.68790174,0.84395087,0.604243,0.8021215,0.71963966,0.8598198,0.7231929,0.86159647,0.72564703,0.8628235
98393,0.5684892,0.7842446,0.5704307,0.7852154,0.49120235,0.7456012,0.55912626,0.7795631,0.57317924,0.7865896,0.6450162,0.8225081,0.6166944,0.8083472,0.6485349,0.82426745,0.67033166,0.83516586,0.654863,0.8274315
98394,0.5546961,0.77734804,0.5353832,0.7676916,0.46417224,0.7320861,0.49768978,0.74884486,0.5916562,0.7958281,0.70578617,0.8528931,0.69047856,0.8452393,0.6632681,0.83163404,0.70810986,0.8540549,0.7387409,0.86937046
98395,0.7003161,0.85015804,0.64412796,0.822064,0.62841046,0.8142052,0.57584393,0.78792197,0.7386172,0.8693086,0.87918806,0.93959403,0.7541466,0.8770733,0.8107265,0.90536326,0.7731292,0.8865646,0.8236692,0.9118346
98396,0.6323125,0.81615627,0.62497914,0.81248957,0.5616652,0.7808326,0.6141536,0.8070768,0.6902056,0.8451028,0.7776699,0.88883495,0.75637066,0.87818533,0.76309663,0.8815483,0.76185864,0.88092935,0.8147229,0.90736145
98397,0.65763074,0.82881534,0.6337472,0.8168736,0.55572766,0.77786386,0.58173233,0.79086614,0.6850415,0.8425207,0.78094435,0.8904722,0.75035334,0.87517667,0.736989,0.8684945,0.7843418,0.8921709,0.79413503,0.89706755
98398,0.65243864,0.8262193,0.61846715,0.80923355,0.5746588,0.78732944,0.56890595,0.784453,0.7126415,0.85632074,0.8008007,0.90040034,0.7198646,0.8599323,0.7470199,0.87350994,0.74631816,0.87315905,0.75907254,0.8795363
98399,0.57267904,0.7863395,0.5603999,0.78019994,0.50535005,0.75267506,0.52273417,0.7613671,0.59716195,0.798581,0.6450063,0.82250315,0.6402736,0.8201368,0.63172,0.81586003,0.6422191,0.82110953,0.6328457,0.8164228
98400,0.6417973,0.82089865,0.61921716,0.8096086,0.5432054,0.7716027,0.6401855,0.82009274,0.6537274,0.8268637,0.65852326,0.82926166,0.6466297,0.82331485,0.68734676,0.84367335,0.71875906,0.85937953,0.6885698,0.8442849
98401,0.67743844,0.83871925,0.7030845,0.85154223,0.62472594,0.81236297,0.65003777,0.8250189,0.63994825,0.8199741,0.692763,0.8463815,0.657238,0.828619,0.7882704,0.89413524,0.746596,0.873298,0.7223613,0.86118066
98402,0.7499571,0.87497854,0.7168518,0.85842586,0.6613928,0.8306964,0.6663403,0.8331702,0.7365284,0.8682642,0.84464365,0.9223218,0.7675051,0.8837526,0.8051616,0.9025808,0.7956405,0.89782023,0.8548492,0.9274246
1747,0.74822366,0.87411183,0.6795973,0.8397987,0.641682,0.820841,0.6779322,0.83896613,0.712736,0.856368,0.7094114,0.8547057,0.6765995,0.83829975,0.7221862,0.8610931,0.72619677,0.8630984,0.7154447,0.85772234
1784,0.6447177,0.82235885,0.6634201,0.83171004,0.5860539,0.7930269,0.60824645,0.8041232,0.69521946,0.84760976,0.65749097,0.8287455,0.70348793,0.85174394,0.6907841,0.84539205,0.7380328,0.8690164,0.657851,0.8289255
2476,0.7463679,0.87318397,0.6374917,0.81874585,0.65813226,0.82906616,0.5799961,0.78999805,0.70524496,0.8526225,0.7405272,0.8702636,0.63858473,0.81929237,0.69996184,0.84998095,0.6220926,0.8110463,0.6804459,0.84022295
2515,0.78871405,0.894357,0.7218799,0.86094,0.7104442,0.8552221,0.64624095,0.8231205,0.7459378,0.8729689,0.7174759,0.85873795,0.66428447,0.83214223,0.71538126,0.85769063,0.686686,0.843343,0.70231324,0.8511566
2517,0.7287248,0.86436236,0.6830317,0.84151584,0.7097806,0.8548903,0.59048873,0.79524434,0.704988,0.852494,0.63562953,0.81781477,0.5559569,0.7779784,0.67797744,0.8389887,0.6074299,0.803715,0.6039009,0.80195045
2529,0.68029237,0.8401462,0.600902,0.80045104,0.61833274,0.8091664,0.5479801,0.77399004,0.6557853,0.82789266,0.6821048,0.8410524,0.6374588,0.8187294,0.6615566,0.8307783,0.6023935,0.80119675,0.65322244,0.8266112
2538,0.67831874,0.83915937,0.62197685,0.8109884,0.5915699,0.79578495,0.5917759,0.79588795,0.607862,0.803931,0.62903535,0.8145177,0.5692657,0.78463286,0.64999557,0.8249978,0.60177857,0.80088925,0.5993024,0.7996512
2551,0.7530242,0.8765121,0.73441327,0.86720663,0.6881304,0.8440652,0.60130787,0.80065393,0.7304538,0.86522686,0.7332203,0.86661017,0.6727207,0.83636034,0.7341399,0.86706996,0.69763994,0.84882,0.7131418,0.8565709
2553,0.77959394,0.889797,0.69314563,0.8465728,0.6845254,0.8422627,0.6102423,0.8051212,0.72922003,0.86461,0.7483002,0.8741501,0.69366944,0.8468347,0.72251546,0.86125773,0.6769126,0.8384563,0.7163236,0.8581618
2554,0.6630076,0.8315038,0.65054655,0.8252733,0.5932195,0.79660976,0.6461346,0.8230673,0.60575247,0.80287623,0.6094824,0.8047412,0.5630044,0.7815022,0.6474327,0.82371634,0.6205885,0.8102943,0.6111224,0.8055612
2555,0.60727274,0.8036364,0.60369635,0.8018482,0.5434314,0.7717157,0.57952225,0.7897611,0.55818236,0.7790912,0.5393438,0.7696719,0.52754295,0.7637715,0.57638407,0.78819203,0.6083452,0.80417264,0.5548295,0.77741474
2556,0.7548096,0.8774048,0.7545751,0.8772875,0.74226105,0.8711305,0.70333934,0.85166967,0.7018606,0.85093033,0.68203664,0.8410183,0.61642313,0.80821157,0.7385459,0.86927295,0.69704497,0.8485225,0.68583596,0.842918
2577,0.7711321,0.88556606,0.742205,0.8711025,0.6874849,0.8437425,0.64703625,0.82351816,0.69567776,0.8478389,0.73291314,0.86645657,0.7051723,0.85258615,0.71801984,0.8590099,0.7103684,0.8551842,0.72290707,0.86145353
2582,0.71172905,0.8558645,0.6513587,0.82567936,0.67798376,0.8389919,0.5866679,0.79333395,0.6644944,0.8322472,0.7187487,0.85937434,0.61247027,0.80623513,0.6989323,0.84946615,0.63051856,0.8152593,0.65210724,0.8260536
2583,0.715183,0.8575915,0.7432245,0.87161225,0.7130253,0.85651267,0.6460402,0.8230201,0.7086998,0.8543499,0.71910185,0.85955095,0.66170776,0.8308539,0.73387784,0.86693895,0.7074978,0.8537489,0.70049787,0.85024893
2584,0.7859558,0.8929779,0.69275546,0.84637773,0.6488962,0.8244481,0.6097878,0.8048939,0.6961988,0.8480994,0.7185251,0.8592626,0.6497377,0.82486886,0.7127925,0.85639626,0.6205238,0.8102619,0.6729207,0.83646035
2585,0.6779802,0.8389901,0.6583403,0.8291701,0.5937016,0.7968508,0.58814293,0.79407144,0.6474185,0.82370925,0.6932856,0.8466428,0.64952576,0.8247629,0.69446325,0.8472316,0.6665931,0.83329654,0.6929904,0.8464952
2586,0.7746824,0.8873412,0.7238475,0.86192375,0.65162253,0.82581127,0.6307009,0.8153504,0.713935,0.8569675,0.7388711,0.86943555,0.6569664,0.8284832,0.715557,0.8577785,0.6965171,0.84825855,0.69713104,0.8485655
2587,0.6459634,0.8229817,0.6318772,0.8159386,0.62974083,0.8148704,0.5881655,0.79408276,0.6079272,0.8039636,0.60017633,0.80008817,0.57028294,0.78514147,0.6396287,0.8198143,0.6047907,0.80239534,0.5700568,0.7850284
2588,0.7867996,0.89339983,0.7331793,0.86658967,0.67407,0.837035,0.6626236,0.8313118,0.7090825,0.85454124,0.7010075,0.85050374,0.63676596,0.818383,0.73003507,0.86501753,0.6794363,0.83971816,0.6647048,0.8323524
2589,0.7619132,0.8809566,0.68865263,0.8443263,0.6896615,0.84483075,0.6040645,0.80203223,0.70563364,0.8528168,0.74205375,0.8710269,0.64306784,0.8215339,0.7165833,0.8582916,0.6428643,0.8214321,0.68993694,0.84496844
2590,0.7357719,0.86788595,0.70067424,0.85033715,0.67436063,0.8371803,0.6163616,0.8081808,0.6791259,0.83956295,0.67263377,0.8363169,0.6264131,0.81320655,0.6887338,0.8443669,0.6421323,0.82106614,0.6602336,0.8301168
2591,0.7595632,0.8797816,0.6972059,0.84860295,0.6656942,0.8328471,0.60939544,0.80469775,0.72037053,0.86018527,0.73558545,0.8677927,0.6307082,0.8153541,0.7014428,0.85072136,0.6482581,0.82412905,0.703599,0.8517995
2592,0.72875273,0.86437637,0.6732499,0.836625,0.66735166,0.83367586,0.6206043,0.81030214,0.6769446,0.8384723,0.65042174,0.82521087,0.5773195,0.78865975,0.6455896,0.8227948,0.5870087,0.79350436,0.63687885,0.8184394
2594,0.7032105,0.85160524,0.64961606,0.824808,0.63944167,0.81972086,0.64812076,0.8240604,0.66909546,0.83454776,0.65078914,0.8253946,0.57531434,0.78765714,0.65767753,0.82883877,0.5916983,0.79584914,0.5891503,0.79457515
2595,0.6521627,0.82608134,0.6452029,0.82260144,0.61198485,0.8059924,0.59694964,0.7984748,0.59489375,0.79744685,0.6059828,0.8029914,0.57697123,0.78848565,0.6454514,0.8227257,0.60591143,0.80295575,0.59859335,0.7992967
2597,0.7947203,0.89736015,0.67319864,0.83659935,0.74041456,0.8702073,0.60294175,0.8014709,0.7206956,0.8603478,0.7762636,0.8881318,0.6567298,0.8283649,0.7315441,0.865772,0.6523409,0.82617044,0.7067027,0.85335135
2645,0.6916412,0.8458206,0.68413734,0.8420687,0.7067124,0.85335624,0.6364008,0.8182004,0.649519,0.8247595,0.66712844,0.8335642,0.61129713,0.80564857,0.6756464,0.8378232,0.6712962,0.83564806,0.660354,0.830177
2654,0.73738956,0.8686948,0.7011571,0.85057855,0.6832525,0.8416263,0.7043723,0.85218614,0.70013595,0.850068,0.6726752,0.83633757,0.6447755,0.82238775,0.713833,0.8569165,0.6421532,0.82107663,0.66604817,0.8330241
2655,0.7543024,0.8771512,0.7117369,0.85586846,0.69189894,0.8459495,0.6433007,0.8216504,0.7040359,0.85201794,0.72522706,0.86261356,0.6745753,0.83728766,0.73050463,0.8652523,0.67898136,0.83949065,0.7024138,0.8512069
2656,0.7554654,0.8777327,0.7371745,0.86858726,0.6863466,0.84317327,0.64128006,0.82064,0.6882323,0.84411615,0.70410764,0.8520538,0.661185,0.8305925,0.70933414,0.85466707,0.66954017,0.8347701,0.6472582,0.82362914
2657,0.6515771,0.82578856,0.6626849,0.83134246,0.61347663,0.8067383,0.5996943,0.7998471,0.6625924,0.8312962,0.71091706,0.8554585,0.64823353,0.82411677,0.757447,0.8787235,0.7652533,0.88262665,0.7401854,0.8700927
