,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98301,0.62163126,0.81081563,0.5926521,0.79632604,0.5383276,0.7691638,0.53567445,0.7678372,0.66060126,0.8303006,0.77650094,0.88825047,0.7279358,0.8639679,0.72388536,0.86194265,0.73842263,0.8692113,0.7756547,0.88782734
98302,0.7450049,0.87250245,0.69398177,0.8469909,0.63370097,0.8168505,0.6457146,0.82285726,0.76492673,0.88246334,0.8558978,0.9279489,0.75583756,0.8779188,0.81925774,0.90962887,0.7610501,0.88052505,0.82960117,0.9148006
98303,0.713193,0.85659647,0.6458837,0.82294184,0.58648306,0.7932415,0.57172966,0.78586483,0.74113035,0.8705652,0.8890228,0.9445114,0.77834046,0.8891702,0.78991187,0.89495593,0.7572909,0.8786454,0.8637467,0.9318733
98304,0.76824725,0.8841236,0.6882198,0.8441099,0.63225514,0.81612754,0.6110717,0.80553585,0.72416294,0.86208147,0.84342146,0.9217107,0.73724353,0.86862177,0.7947993,0.89739966,0.7458013,0.87290066,0.79757583,0.8987879
98305,0.7181848,0.8590924,0.6951083,0.84755415,0.5915552,0.79577756,0.66525173,0.83262587,0.6970303,0.84851515,0.7899798,0.8949899,0.7248803,0.8624401,0.7687144,0.8843572,0.7578614,0.8789307,0.7725457,0.88627285
98306,0.6588768,0.8294384,0.62565887,0.81282943,0.56796026,0.78398013,0.6033325,0.80166626,0.6772278,0.83861387,0.7602986,0.8801493,0.69505787,0.84752893,0.7287439,0.86437196,0.726863,0.8634315,0.72882766,0.86441386
98307,0.6890991,0.84454954,0.6710889,0.83554447,0.6185738,0.8092869,0.64334166,0.82167083,0.701497,0.85074854,0.8066672,0.9033336,0.73061013,0.86530507,0.8002193,0.90010965,0.7472785,0.8736392,0.7895793,0.89478964
98308,0.6613714,0.83068573,0.6775603,0.83878016,0.5721384,0.7860692,0.62871027,0.81435513,0.66985595,0.834928,0.7271827,0.8635913,0.73931223,0.8696561,0.7442316,0.8721158,0.7447214,0.8723607,0.7543184,0.87715924
98309,0.70573664,0.8528683,0.65283364,0.82641685,0.6016445,0.80082226,0.5957691,0.7978846,0.71337914,0.8566896,0.8313154,0.9156577,0.74479955,0.8723998,0.8035354,0.90176773,0.80088645,0.9004432,0.81257,0.906285
98310,0.7544274,0.8772137,0.7100963,0.8550482,0.689376,0.844688,0.636166,0.818083,0.7383806,0.86919034,0.8178314,0.9089157,0.72614366,0.8630718,0.77738166,0.8886908,0.71075773,0.85537887,0.7857958,0.8928979
98311,0.7287882,0.86439407,0.7005305,0.85026526,0.60730636,0.8036532,0.60483783,0.80241895,0.7551476,0.8775738,0.8134043,0.90670216,0.80876684,0.9043834,0.7545637,0.87728184,0.75725204,0.878626,0.82142246,0.9107112
98312,0.67878675,0.8393934,0.70886457,0.8544323,0.6418084,0.8209042,0.67488307,0.83744156,0.7228191,0.86140954,0.7545587,0.87727934,0.7534903,0.87674516,0.82440925,0.9122046,0.7186229,0.85931146,0.7871867,0.8935933
98313,0.69608176,0.8480409,0.65138316,0.8256916,0.6039467,0.80197334,0.62058246,0.81029123,0.7030634,0.85153174,0.8177992,0.9088996,0.69129974,0.84564984,0.7928457,0.89642286,0.7530292,0.8765146,0.7807009,0.89035046
98314,0.76425165,0.88212585,0.7053872,0.85269356,0.6551688,0.8275844,0.6861907,0.84309536,0.77218693,0.8860935,0.86106443,0.9305322,0.7515328,0.8757664,0.83246744,0.9162337,0.7953968,0.8976984,0.83469605,0.917348
98315,0.63432795,0.81716394,0.6584915,0.82924575,0.57716143,0.7885807,0.61468494,0.80734247,0.688988,0.844494,0.7764503,0.88822514,0.7132541,0.85662705,0.74187994,0.87093997,0.77084017,0.8854201,0.7640632,0.88203156
98316,0.8025099,0.90125495,0.7626448,0.8813224,0.7046821,0.85234106,0.69010377,0.8450519,0.7908327,0.8954164,0.87198645,0.9359932,0.77763927,0.88881963,0.8223831,0.9111916,0.7848389,0.89241946,0.84172064,0.9208603
98317,0.6830585,0.84152925,0.6857548,0.8428774,0.61309,0.806545,0.61523765,0.80761886,0.72925925,0.8646296,0.8255229,0.91276145,0.7691227,0.88456136,0.7942058,0.8971029,0.7500001,0.87500006,0.80806494,0.90403247
98318,0.7399799,0.86999,0.69521964,0.8476098,0.6348592,0.8174296,0.6680747,0.83403736,0.73234653,0.86617327,0.83162266,0.9158113,0.76381636,0.8819082,0.79383063,0.8969153,0.79216385,0.8960819,0.8365865,0.91829324
98319,0.674394,0.837197,0.65262294,0.82631147,0.6204946,0.8102473,0.6662692,0.8331346,0.6484827,0.82424134,0.743101,0.8715505,0.6807256,0.8403628,0.7278819,0.86394095,0.73299026,0.86649513,0.74847543,0.8742377
98320,0.7285171,0.8642585,0.6887415,0.8443707,0.6468023,0.82340115,0.6306765,0.81533825,0.77500904,0.8875045,0.8943252,0.9471626,0.779078,0.889539,0.814826,0.907413,0.7667614,0.8833807,0.8429655,0.92148274
98321,0.7554458,0.87772286,0.67604744,0.8380237,0.6568147,0.82840735,0.672607,0.8363035,0.7368322,0.8684161,0.8706788,0.9353394,0.7320807,0.86604035,0.8085799,0.90428996,0.77926564,0.8896328,0.82097906,0.91048956
98322,0.73045707,0.86522853,0.677099,0.8385495,0.60399777,0.80199885,0.60932183,0.8046609,0.74456346,0.87228173,0.86999035,0.9349952,0.7493427,0.87467134,0.8018198,0.9009099,0.7959379,0.89796895,0.845041,0.9225205
98323,0.72033,0.860165,0.6779598,0.8389799,0.6192475,0.8096237,0.6019225,0.80096126,0.7374712,0.8687356,0.81280196,0.906401,0.75712764,0.8785638,0.8021939,0.90109694,0.74617845,0.8730892,0.8022624,0.9011312
98324,0.70068693,0.85034347,0.68567884,0.8428394,0.65157014,0.82578504,0.6646867,0.83234334,0.73552704,0.8677635,0.8395067,0.9197533,0.7672955,0.88364774,0.82499474,0.9124974,0.77293235,0.88646615,0.82128876,0.9106444
98325,0.6887977,0.84439886,0.63475645,0.8173782,0.60736847,0.80368423,0.62912154,0.8145608,0.710284,0.855142,0.84313923,0.9215696,0.7512038,0.8756019,0.8083518,0.9041759,0.78632677,0.8931634,0.831404,0.915702
98326,0.6393728,0.8196864,0.65362906,0.82681453,0.5694591,0.78472954,0.6059527,0.80297637,0.61187416,0.80593705,0.711435,0.85571754,0.6185379,0.80926895,0.7450042,0.8725021,0.7343035,0.86715174,0.71115136,0.8555757
98327,0.5757613,0.78788066,0.61423904,0.8071195,0.52784526,0.76392263,0.5716362,0.7858181,0.5781276,0.7890638,0.6754577,0.83772886,0.6561249,0.8280624,0.6827854,0.8413927,0.73403084,0.8670154,0.7203431,0.86017156
98328,0.73600894,0.86800444,0.65206367,0.8260318,0.6327057,0.81635284,0.70460945,0.8523047,0.7350279,0.86751395,0.79844034,0.89922017,0.7364639,0.86823195,0.78560555,0.8928028,0.7697767,0.88488835,0.78848946,0.89424473
98329,0.67220163,0.8361008,0.67263615,0.8363181,0.57309914,0.78654957,0.6629601,0.83148,0.6961923,0.84809613,0.72074074,0.8603704,0.7120104,0.8560052,0.7476316,0.8738158,0.73506993,0.867535,0.74912274,0.87456137
98330,0.5388106,0.7694053,0.58164,0.79082,0.47215933,0.7360797,0.541003,0.7705015,0.5523753,0.77618766,0.5833992,0.7916996,0.60960424,0.8048021,0.5952705,0.79763526,0.6466872,0.82334363,0.6223824,0.8111912
98331,0.66088927,0.83044463,0.6043633,0.80218166,0.61035466,0.80517733,0.6189115,0.80945575,0.60448694,0.8022435,0.7127729,0.8563864,0.5570971,0.77854854,0.66876584,0.8343829,0.7129791,0.85648954,0.6601584,0.8300792
98332,0.62754095,0.8137705,0.61901915,0.8095096,0.5736252,0.7868126,0.5949577,0.79747885,0.675897,0.8379485,0.7750788,0.8875394,0.7486576,0.8743288,0.76260877,0.8813044,0.7445922,0.8722961,0.7899915,0.89499575
98333,0.57663816,0.7883191,0.5737959,0.78689796,0.53584063,0.7679203,0.5426044,0.7713022,0.5845027,0.79225135,0.693647,0.8468235,0.6627852,0.8313926,0.6735442,0.8367721,0.7014323,0.8507161,0.7149273,0.85746366
98334,0.74792004,0.87396,0.68687356,0.8434368,0.69645584,0.8482279,0.6529199,0.82645994,0.66446006,0.83223003,0.64945555,0.8247278,0.5481833,0.77409166,0.6706222,0.8353111,0.62271595,0.811358,0.61696434,0.80848217
98335,0.7352891,0.86764455,0.72964585,0.8648229,0.6704005,0.83520025,0.69339865,0.84669936,0.7314575,0.86572874,0.81156415,0.9057821,0.7656745,0.88283724,0.8321619,0.91608095,0.8097515,0.90487576,0.8200957,0.9100479
98336,0.5775653,0.78878266,0.58822775,0.7941139,0.5818482,0.7909241,0.6013004,0.80065024,0.58970314,0.79485154,0.6684335,0.8342167,0.57091177,0.7854559,0.6833793,0.84168965,0.6570922,0.8285461,0.6414071,0.8207035
98337,0.66099954,0.83049977,0.618526,0.809263,0.5616375,0.78081876,0.63883907,0.8194195,0.6375271,0.81876355,0.6655365,0.83276826,0.66010135,0.8300507,0.65782493,0.8289125,0.69843745,0.8492187,0.6890055,0.84450275
98338,0.62342095,0.8117105,0.66243607,0.831218,0.57343286,0.78671646,0.6086948,0.8043474,0.60683537,0.8034177,0.5591421,0.77957106,0.5718368,0.7859184,0.6543052,0.8271526,0.6440954,0.8220477,0.59040046,0.7952002
98339,0.533689,0.7668445,0.5409596,0.7704798,0.49987513,0.74993753,0.5246955,0.76234776,0.5630131,0.78150654,0.67524016,0.8376201,0.6233338,0.8116669,0.6708461,0.83542305,0.6871104,0.8435552,0.7228604,0.86143017
98340,0.59729373,0.79864687,0.59719944,0.7985997,0.514397,0.7571985,0.5847235,0.79236174,0.6284934,0.8142467,0.7088309,0.8544154,0.71174026,0.8558701,0.67064506,0.8353225,0.71564853,0.85782427,0.7403599,0.87017995
98341,0.69618964,0.8480948,0.67534727,0.83767366,0.626644,0.813322,0.64684033,0.82342017,0.6919817,0.84599084,0.8134787,0.90673935,0.72189176,0.8609459,0.8102493,0.90512466,0.784776,0.892388,0.8060045,0.90300226
98342,0.7072157,0.8536079,0.64190423,0.8209521,0.5958289,0.79791445,0.60100746,0.80050373,0.7113353,0.85566765,0.7888154,0.8944077,0.72147584,0.8607379,0.7573266,0.8786633,0.76507276,0.8825364,0.7848758,0.89243793
98343,0.5184483,0.7592242,0.5432267,0.77161336,0.4744922,0.7372461,0.5142516,0.7571258,0.563381,0.7816905,0.6369426,0.8184713,0.6357801,0.81789005,0.62893593,0.81446797,0.6969788,0.8484894,0.6947852,0.84739256
98344,0.7217055,0.8608527,0.72352576,0.8617629,0.62272155,0.8113608,0.69882673,0.8494134,0.70509505,0.8525475,0.76302195,0.881511,0.71431327,0.85715663,0.7694427,0.88472134,0.75530666,0.87765336,0.75100434,0.87550217
98345,0.70258105,0.8512905,0.69184583,0.84592295,0.6530944,0.8265472,0.643818,0.821909,0.7043589,0.8521794,0.7737926,0.8868963,0.68413246,0.8420662,0.75725687,0.87862843,0.7514524,0.8757262,0.77580404,0.887902
98346,0.54416645,0.7720832,0.58407736,0.7920387,0.51220655,0.7561033,0.5863844,0.7931922,0.586287,0.7931435,0.65537,0.827685,0.61473304,0.8073665,0.69651216,0.8482561,0.67538,0.83769,0.66947794,0.83473897
98347,0.5995292,0.79976463,0.6167095,0.80835474,0.55200434,0.77600217,0.5785016,0.7892508,0.6296356,0.8148178,0.70936215,0.8546811,0.69294095,0.8464705,0.694556,0.847278,0.7506821,0.87534106,0.7404363,0.87021816
98348,0.50749964,0.75374985,0.56388617,0.7819431,0.5232928,0.7616464,0.53110814,0.7655541,0.5166951,0.7583475,0.57247657,0.7862383,0.5693033,0.78465164,0.6021312,0.80106556,0.6546511,0.8273256,0.6333273,0.8166636
98349,0.69788504,0.8489425,0.6626353,0.83131766,0.59252024,0.7962601,0.62137383,0.81068695,0.6687653,0.83438265,0.7777215,0.88886076,0.6776155,0.83880776,0.76511276,0.8825564,0.76246315,0.88123155,0.75088143,0.8754407
98350,0.7064264,0.8532132,0.6808543,0.84042716,0.6518338,0.8259169,0.6741495,0.83707476,0.7278652,0.8639326,0.84209824,0.9210491,0.7554451,0.87772256,0.81480527,0.90740263,0.7907896,0.8953948,0.8272604,0.9136302
98351,0.68805075,0.8440254,0.682833,0.8414165,0.61054075,0.8052704,0.5956322,0.7978161,0.72756034,0.86378014,0.79594684,0.8979734,0.75162417,0.87581205,0.78314245,0.8915712,0.76020956,0.8801048,0.77560085,0.88780046
98352,0.54034275,0.7701714,0.54303396,0.771517,0.44528365,0.7226418,0.52065307,0.7603265,0.5633483,0.78167415,0.7121117,0.85605586,0.6744663,0.8372332,0.67809296,0.8390465,0.72802603,0.864013,0.75579286,0.8778964
98353,0.6328453,0.81642264,0.6058259,0.80291295,0.55799866,0.7789993,0.54971224,0.7748561,0.658242,0.829121,0.7937989,0.89689946,0.74811673,0.87405837,0.72984827,0.86492413,0.75600207,0.87800103,0.8043525,0.90217626
98354,0.56671184,0.78335595,0.6236013,0.81180066,0.56044483,0.7802224,0.5612366,0.7806183,0.5833051,0.79165256,0.51875705,0.75937855,0.54635644,0.7731782,0.5820887,0.79104435,0.5655346,0.7827673,0.51991725,0.7599586
98355,0.6972179,0.848609,0.68252003,0.84126,0.64616346,0.82308173,0.64993536,0.8249677,0.70990646,0.8549532,0.7815297,0.89076483,0.7495436,0.87477183,0.74491143,0.8724557,0.7599554,0.8799777,0.8196696,0.9098348
98356,0.5458809,0.77294046,0.579252,0.789626,0.47622377,0.73811185,0.5239075,0.7619537,0.583923,0.7919615,0.61992526,0.80996263,0.6417048,0.8208524,0.64106333,0.82053167,0.658179,0.8290895,0.64705133,0.82352567
98357,0.54553527,0.77276766,0.6082226,0.8041113,0.51240104,0.75620055,0.50912195,0.75456095,0.5364474,0.7682237,0.45775226,0.7288761,0.4755112,0.7377556,0.52138746,0.7606937,0.5156656,0.75783277,0.4439388,0.72196937
98358,0.6813972,0.8406986,0.68865734,0.84432864,0.61405957,0.8070298,0.63545525,0.8177276,0.72183657,0.8609183,0.80426323,0.9021316,0.7615444,0.88077223,0.7906341,0.8953171,0.82006454,0.9100323,0.83935237,0.9196762
98359,0.6231801,0.8115901,0.53844154,0.76922077,0.5267211,0.76336056,0.5243037,0.76215184,0.5913321,0.79566604,0.71985316,0.8599266,0.6654253,0.83271265,0.6582024,0.8291012,0.7056092,0.8528046,0.73767453,0.86883724
98360,0.452918,0.726459,0.49331746,0.74665874,0.45508522,0.72754264,0.5935197,0.79675984,0.3869381,0.69346905,0.38996518,0.6949826,0.37443465,0.68721735,0.47559428,0.73779714,0.51449096,0.7572455,0.44067326,0.7203366
98361,0.7474954,0.8737477,0.7278472,0.8639236,0.6457596,0.8228798,0.6779231,0.83896154,0.74921036,0.8746052,0.8495977,0.92479885,0.791409,0.8957045,0.84402084,0.9220104,0.7985593,0.89927965,0.8529489,0.92647445
98362,0.59991425,0.79995716,0.6024051,0.80120254,0.56506455,0.7825323,0.543381,0.7716905,0.631924,0.81596196,0.6622513,0.8311256,0.68640614,0.84320307,0.65149903,0.8257495,0.7026619,0.85133094,0.6844531,0.84222656
98363,0.70838904,0.8541945,0.71421117,0.8571056,0.67240226,0.83620113,0.66415644,0.8320782,0.6951641,0.84758204,0.74569243,0.87284625,0.6836929,0.84184647,0.79354215,0.8967711,0.7789542,0.88947713,0.7855259,0.89276296
98364,0.5634683,0.7817341,0.56708443,0.7835422,0.55778676,0.77889335,0.48009747,0.74004877,0.55933964,0.7796698,0.6254282,0.8127141,0.5765493,0.78827465,0.63823104,0.8191155,0.62263477,0.8113174,0.63503766,0.81751883
98365,0.59712875,0.7985644,0.64035827,0.8201791,0.568485,0.7842425,0.5685794,0.7842897,0.5946895,0.79734474,0.6441705,0.82208526,0.6071869,0.80359346,0.6778793,0.83893967,0.67574584,0.8378729,0.66651714,0.83325857
98366,0.49161518,0.7458076,0.5370604,0.7685302,0.45240253,0.7262013,0.45165426,0.7258271,0.51540947,0.75770473,0.47829342,0.7391467,0.490923,0.74546146,0.5375588,0.7687794,0.5216932,0.7608466,0.47553936,0.73776966
98367,0.66519666,0.8325983,0.6506312,0.8253156,0.63474876,0.81737435,0.6192093,0.80960464,0.67549276,0.8377464,0.74144256,0.8707213,0.66637254,0.83318627,0.70855993,0.85428,0.7525041,0.87625206,0.72951674,0.8647584
98368,0.5149387,0.75746936,0.55714107,0.77857053,0.4899875,0.74499375,0.501976,0.750988,0.53618973,0.7680949,0.6185679,0.809284,0.58922493,0.79461247,0.58594704,0.7929735,0.6499876,0.8249938,0.62440693,0.81220347
98369,0.5358485,0.76792425,0.5479541,0.77397704,0.5117188,0.7558594,0.53186977,0.7659349,0.5921006,0.7960503,0.72175694,0.86087847,0.65999043,0.8299952,0.6948216,0.8474108,0.69580364,0.8479018,0.7210422,0.8605211
98370,0.7273427,0.86367136,0.6980194,0.8490097,0.6291474,0.8145737,0.659966,0.829983,0.7259451,0.86297256,0.8655399,0.93276995,0.77029586,0.8851479,0.8113124,0.9056562,0.7951373,0.89756864,0.8592062,0.9296031
98371,0.7363337,0.86816686,0.69398546,0.84699273,0.65424687,0.8271234,0.7123079,0.85615396,0.7287617,0.86438084,0.81757665,0.9087883,0.73739743,0.8686987,0.8120502,0.9060251,0.79209685,0.8960484,0.830842,0.915421
98372,0.7297841,0.864892,0.6681253,0.83406264,0.60790867,0.80395436,0.6266024,0.8133012,0.72643054,0.86321527,0.8342055,0.91710275,0.74574983,0.8728749,0.81531024,0.9076551,0.75962996,0.879815,0.8141295,0.90706474
98373,0.68560994,0.84280497,0.6052192,0.80260956,0.56542957,0.7827148,0.62659556,0.81329775,0.62115216,0.8105761,0.71071047,0.85535526,0.58948326,0.79474163,0.65591204,0.827956,0.66281176,0.8314059,0.66620165,0.8331008
98374,0.69437236,0.8471862,0.6582221,0.82911104,0.5857052,0.79285264,0.65448856,0.8272443,0.6769085,0.83845425,0.77377844,0.8868892,0.6930827,0.84654135,0.7493389,0.87466943,0.71640974,0.85820484,0.7430361,0.871518
98375,0.7072891,0.85364455,0.7183602,0.8591801,0.67486304,0.83743155,0.69058514,0.84529257,0.6819276,0.84096384,0.7571198,0.8785599,0.6911726,0.8455863,0.7625263,0.88126314,0.78328437,0.8916422,0.7932608,0.8966304
98376,0.7052752,0.8526376,0.67645323,0.8382266,0.63387954,0.8169398,0.6457717,0.8228859,0.7171486,0.8585743,0.81182307,0.90591156,0.7121712,0.8560856,0.7588109,0.87940544,0.76935494,0.88467747,0.78026927,0.89013463
98377,0.6174127,0.80870634,0.6290928,0.8145464,0.56681883,0.7834094,0.6090854,0.80454266,0.6526141,0.82630706,0.76409185,0.8820459,0.68977726,0.8448886,0.7612095,0.88060474,0.7750379,0.88751894,0.773721,0.8868605
98378,0.72393036,0.8619652,0.68556416,0.8427821,0.5946555,0.79732776,0.62253284,0.8112664,0.7493002,0.8746501,0.8610032,0.9305016,0.79564,0.89782,0.8046176,0.9023088,0.78314424,0.8915721,0.8656844,0.9328422
98379,0.7160796,0.8580398,0.6651398,0.8325699,0.60996586,0.8049829,0.6330507,0.81652534,0.7172158,0.8586079,0.8442767,0.92213833,0.7383757,0.86918783,0.7901938,0.8950969,0.7622408,0.88112044,0.80406326,0.90203166
98380,0.68615824,0.8430791,0.6819676,0.8409838,0.6162248,0.8081124,0.7139952,0.8569976,0.7164545,0.85822725,0.80967057,0.9048353,0.76100755,0.8805038,0.8034092,0.9017046,0.8036351,0.90181756,0.8180659,0.90903294
98381,0.5813043,0.79065216,0.59384006,0.79692006,0.49715942,0.74857974,0.5646144,0.7823072,0.5760493,0.78802466,0.6551954,0.82759774,0.634494,0.81724703,0.6637515,0.83187574,0.6790268,0.8395134,0.6585334,0.82926667
98382,0.6425662,0.8212831,0.61803365,0.8090168,0.52765965,0.7638298,0.58544147,0.79272074,0.6851799,0.84259,0.804901,0.9024505,0.75250065,0.8762503,0.7773448,0.8886724,0.7803449,0.8901725,0.8249243,0.9124621
98383,0.6518105,0.82590526,0.64313436,0.8215672,0.5780246,0.7890123,0.61236715,0.8061836,0.66491973,0.83245987,0.7273206,0.86366034,0.6548065,0.82740325,0.70111775,0.8505589,0.7109906,0.85549533,0.7138295,0.85691476
98384,0.7085953,0.85429764,0.7058295,0.85291475,0.6492523,0.82462615,0.7210653,0.86053264,0.69162834,0.84581417,0.7089087,0.85445434,0.67739916,0.8386996,0.7454686,0.8727343,0.7617595,0.88087976,0.7610948,0.8805474
98385,0.6351899,0.81759495,0.6249703,0.81248516,0.55266654,0.7763333,0.59595454,0.79797727,0.63350976,0.8167549,0.7654704,0.8827352,0.6823349,0.84116745,0.7508461,0.8754231,0.74293447,0.87146723,0.7857709,0.89288545
98386,0.70367426,0.85183716,0.71918917,0.8595946,0.66421896,0.83210945,0.7311031,0.8655516,0.7270192,0.8635096,0.75944555,0.8797228,0.7393184,0.8696592,0.8011548,0.9005774,0.803859,0.9019295,0.8046895,0.90234476
98387,0.7361834,0.8680917,0.73157763,0.8657888,0.6703583,0.83517915,0.6836412,0.8418206,0.77897996,0.88949,0.8141619,0.90708095,0.7402257,0.87011284,0.8104019,0.90520096,0.7475267,0.8737633,0.79697037,0.8984852
98388,0.72968954,0.8648448,0.67445314,0.83722657,0.655982,0.827991,0.67611575,0.8380579,0.7036453,0.8518226,0.8345996,0.9172998,0.71067345,0.8553367,0.8003104,0.9001552,0.76201355,0.8810068,0.8092762,0.9046381
98389,0.77008903,0.8850445,0.72660583,0.86330295,0.6980468,0.8490234,0.6750543,0.83752716,0.77568674,0.8878434,0.8618095,0.93090475,0.7834002,0.8917001,0.83668697,0.9183435,0.79714215,0.8985711,0.8592038,0.9296019
98390,0.62930715,0.8146536,0.587623,0.7938115,0.5630555,0.78152776,0.6887319,0.84436595,0.62426853,0.81213427,0.7125013,0.85625064,0.6468575,0.82342875,0.686332,0.843166,0.7127296,0.8563648,0.7410915,0.87054574
98391,0.6827323,0.8413662,0.6289682,0.8144841,0.60570943,0.8028547,0.5891198,0.7945599,0.723261,0.8616305,0.8406221,0.9203111,0.7646995,0.8823497,0.7544998,0.8772499,0.7647407,0.88237035,0.8160432,0.90802157
