,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98377,0.63714206,0.81857103,0.6295972,0.8147986,0.5800538,0.7900269,0.62976384,0.8148819,0.6463555,0.82317775,0.7524662,0.8762331,0.69569767,0.84784883,0.77428675,0.8871434,0.7762852,0.8881426,0.7888745,0.89443725
98378,0.7113743,0.85568714,0.6854029,0.84270144,0.59752625,0.79876316,0.61510694,0.80755347,0.74603534,0.87301767,0.85381424,0.9269071,0.7935523,0.89677614,0.83012193,0.915061,0.77786356,0.88893175,0.86293435,0.9314672
98379,0.629223,0.8146115,0.5763831,0.78819156,0.54747474,0.7737374,0.5541644,0.7770822,0.66835207,0.83417606,0.8194397,0.9097198,0.7197466,0.8598733,0.7237496,0.8618748,0.7214242,0.8607121,0.8073876,0.9036938
98380,0.7226997,0.8613498,0.7143743,0.85718715,0.6422708,0.8211354,0.73089826,0.86544913,0.7244426,0.8622213,0.8122312,0.9061156,0.7646305,0.8823153,0.8224088,0.9112044,0.8174053,0.9087026,0.82138884,0.9106944
98381,0.5378506,0.7689253,0.5706705,0.78533524,0.47834304,0.7391715,0.56549877,0.7827494,0.5143292,0.7571646,0.5839579,0.79197896,0.56457716,0.78228855,0.6287243,0.81436217,0.61008054,0.80504024,0.5752976,0.7876488
98382,0.65430003,0.82715,0.6271287,0.81356436,0.5616203,0.7808101,0.5960355,0.79801774,0.6962656,0.8481328,0.8008455,0.90042275,0.7504062,0.87520313,0.7869383,0.89346915,0.7488313,0.87441564,0.8108076,0.9054038
98383,0.6957373,0.8478687,0.68610895,0.8430545,0.617296,0.808648,0.6100537,0.8050269,0.7150703,0.8575351,0.7712783,0.8856392,0.6824267,0.84121335,0.7402825,0.87014127,0.75457263,0.8772863,0.7372527,0.86862636
98384,0.6713444,0.8356722,0.68205595,0.841028,0.61458933,0.80729467,0.69030845,0.8451542,0.6423538,0.8211769,0.67172897,0.8358645,0.6440687,0.82203436,0.699996,0.849998,0.7228185,0.86140925,0.70578957,0.8528948
98385,0.7007538,0.8503769,0.6890178,0.8445089,0.6174764,0.80873823,0.6354536,0.8177268,0.7131233,0.85656166,0.83169246,0.9158462,0.7494143,0.87470716,0.8195778,0.9097889,0.8025793,0.90128964,0.8433577,0.92167884
98386,0.69854134,0.8492707,0.70027006,0.850135,0.6372038,0.8186019,0.70326865,0.8516343,0.72709656,0.8635483,0.7978417,0.8989209,0.7653947,0.88269734,0.8167558,0.9083779,0.8132019,0.90660095,0.8299405,0.9149703
98387,0.65366787,0.82683396,0.6762645,0.83813226,0.6140202,0.8070101,0.6895277,0.8447639,0.7055713,0.85278565,0.7579011,0.87895054,0.69501,0.847505,0.7617257,0.88086283,0.7041248,0.8520624,0.7483124,0.87415624
98388,0.71597946,0.8579897,0.68548274,0.8427414,0.60677576,0.8033879,0.645104,0.82255197,0.73237586,0.86618793,0.83647966,0.91823983,0.7315093,0.86575466,0.79019344,0.8950967,0.73838615,0.8691931,0.79513526,0.89756763
98389,0.71475464,0.8573773,0.67099684,0.83549845,0.627511,0.8137555,0.63695455,0.8184773,0.7243555,0.8621777,0.8422541,0.9211271,0.76107615,0.8805381,0.79504,0.89752,0.78614247,0.89307123,0.8455147,0.9227574
98390,0.5899513,0.79497564,0.58157283,0.7907864,0.5248245,0.76241225,0.6990621,0.84953105,0.5837534,0.7918767,0.65400964,0.8270048,0.59062135,0.7953107,0.6451407,0.8225703,0.6544598,0.82722986,0.6619979,0.83099896
98391,0.6297996,0.8148998,0.5779676,0.7889838,0.55728066,0.77864033,0.5389953,0.76949763,0.684074,0.84203696,0.8352601,0.9176301,0.75828004,0.87914,0.73114973,0.86557484,0.749929,0.8749645,0.81454694,0.9072735
98392,0.57823545,0.7891177,0.5282924,0.7641462,0.49831617,0.7491581,0.590333,0.7951665,0.5324397,0.76621985,0.6004588,0.80022943,0.51969814,0.7598491,0.6466551,0.82332754,0.60787475,0.8039374,0.59246707,0.79623353
98393,0.5688859,0.78444296,0.57257867,0.78628933,0.480727,0.7403635,0.56932276,0.7846614,0.5743204,0.78716016,0.64316833,0.82158417,0.6241268,0.8120634,0.6508628,0.8254314,0.6784987,0.8392494,0.66764915,0.8338246
98394,0.6200204,0.8100102,0.6014477,0.80072385,0.5379099,0.768955,0.55715895,0.7785795,0.666955,0.8334775,0.7629907,0.88149536,0.7311875,0.8655938,0.73497015,0.86748505,0.7644518,0.8822259,0.7896026,0.89480126
98395,0.7238722,0.8619361,0.64284265,0.8214213,0.6369319,0.81846595,0.58191264,0.7909563,0.75130725,0.8756536,0.8835659,0.94178295,0.73625755,0.8681288,0.817387,0.9086935,0.7537517,0.8768759,0.8235657,0.91178286
98396,0.5972532,0.7986266,0.6169452,0.80847263,0.5293438,0.7646719,0.6068841,0.80344206,0.65013105,0.8250655,0.7487641,0.874382,0.7238175,0.8619088,0.74757683,0.8737884,0.77289176,0.8864459,0.7783244,0.8891622
98397,0.67848134,0.8392407,0.6401318,0.82006586,0.5577056,0.7788528,0.581824,0.79091203,0.7178146,0.85890734,0.809543,0.9047715,0.77292216,0.8864611,0.7469096,0.8734548,0.7928921,0.89644605,0.8157365,0.90786827
98398,0.7133199,0.85665995,0.6328166,0.8164083,0.6115955,0.80579776,0.5682961,0.78414804,0.74933565,0.8746678,0.8755941,0.93779707,0.7455437,0.87277186,0.7926551,0.89632756,0.7503598,0.8751799,0.82410043,0.91205025
98399,0.55522525,0.7776126,0.54947746,0.7747387,0.4638229,0.7319114,0.5011356,0.7505678,0.57489073,0.78744537,0.63279283,0.8163964,0.63223624,0.8161181,0.6134998,0.80674994,0.6367873,0.81839365,0.6220237,0.81101185
98400,0.6043931,0.80219656,0.57284117,0.7864206,0.5244926,0.7622463,0.593595,0.7967975,0.57923895,0.78961945,0.65396416,0.8269821,0.6175169,0.80875844,0.64035916,0.8201796,0.71289074,0.8564454,0.6745358,0.8372679
98401,0.61123514,0.8056176,0.6643154,0.83215773,0.56814426,0.78407216,0.5700075,0.7850038,0.6123673,0.80618364,0.6519418,0.8259709,0.6532314,0.8266157,0.7221245,0.8610623,0.72173584,0.8608679,0.6876302,0.8438151
98402,0.80701077,0.9035054,0.75926805,0.879634,0.7255912,0.8627956,0.690464,0.845232,0.80867994,0.90433997,0.86753285,0.9337664,0.76807314,0.88403654,0.85071576,0.9253579,0.78548706,0.8927435,0.85140544,0.9257027
1747,0.70770407,0.85385203,0.63995653,0.81997824,0.6033132,0.8016566,0.6453716,0.82268584,0.6642029,0.83210146,0.66729057,0.8336453,0.6300348,0.8150174,0.67709213,0.83854604,0.69392717,0.8469636,0.6715051,0.83575255
1784,0.6144031,0.80720156,0.63030255,0.8151513,0.5511769,0.77558845,0.57289314,0.7864466,0.64715254,0.8235763,0.59531367,0.79765683,0.6322557,0.81612784,0.6410476,0.8205238,0.6720768,0.8360384,0.5890844,0.7945422
2476,0.73854095,0.86927044,0.6613454,0.83067274,0.66255724,0.8312786,0.6001664,0.80008316,0.69986665,0.8499333,0.7306464,0.8653232,0.6598427,0.82992136,0.7163671,0.85818356,0.62790436,0.8139522,0.6754639,0.83773196
2515,0.7337149,0.8668574,0.670915,0.8354575,0.64835465,0.8241773,0.6267576,0.8133788,0.6812365,0.84061825,0.6760239,0.838012,0.6174924,0.8087462,0.65385306,0.8269265,0.6461079,0.82305396,0.6604955,0.83024776
2517,0.7432695,0.8716347,0.66935253,0.83467627,0.678252,0.839126,0.63086563,0.8154328,0.6522738,0.8261369,0.6357497,0.81787485,0.54429924,0.7721496,0.65881383,0.8294069,0.5960227,0.79801136,0.5948013,0.79740065
2529,0.79614115,0.8980706,0.6621405,0.83107024,0.63010776,0.8150539,0.5737359,0.786868,0.7466552,0.8733276,0.74455655,0.8722783,0.6806904,0.8403452,0.69130516,0.8456526,0.6274423,0.8137212,0.7094699,0.85473496
2538,0.73880744,0.8694037,0.699766,0.84988296,0.65812683,0.8290634,0.6596314,0.8298157,0.67118365,0.8355918,0.6721977,0.83609885,0.6270217,0.81351084,0.69885635,0.8494282,0.65934503,0.8296725,0.6576351,0.82881755
2551,0.71164036,0.8558202,0.6910981,0.84554905,0.62780225,0.8139011,0.5478902,0.7739451,0.68119276,0.8405964,0.7141094,0.8570547,0.6563658,0.82818294,0.6761977,0.8380989,0.6749917,0.83749586,0.6837305,0.84186524
2553,0.7813512,0.8906756,0.69753855,0.8487693,0.6833205,0.84166026,0.6406121,0.82030606,0.74770546,0.8738527,0.75490844,0.8774542,0.7154304,0.8577152,0.7388786,0.8694393,0.69668484,0.8483424,0.72672296,0.8633615
2554,0.6715125,0.83575624,0.67492545,0.8374627,0.5963683,0.79818416,0.62560815,0.8128041,0.669361,0.8346805,0.7324143,0.8662071,0.6676723,0.83383614,0.72835815,0.8641791,0.68537736,0.8426887,0.723237,0.8616185
2555,0.7144466,0.8572233,0.64113843,0.8205692,0.60879624,0.8043981,0.5993795,0.79968977,0.6209279,0.8104639,0.64820474,0.8241024,0.5747704,0.7873852,0.64650226,0.8232511,0.6107451,0.80537254,0.614428,0.807214
2556,0.7217382,0.8608691,0.7148558,0.8574279,0.7098919,0.85494596,0.6458244,0.8229122,0.6872922,0.8436461,0.6913481,0.84567404,0.6037992,0.8018996,0.70529395,0.85264695,0.66531533,0.8326577,0.6715697,0.83578485
2577,0.77460766,0.8873038,0.7295672,0.86478364,0.6875994,0.8437997,0.63407314,0.81703657,0.7180093,0.8590046,0.7180263,0.85901314,0.6750524,0.8375262,0.7032425,0.85162127,0.68172705,0.8408635,0.7142552,0.8571276
2582,0.7348136,0.8674068,0.7082597,0.85412985,0.6817938,0.8408969,0.60819304,0.8040965,0.7191591,0.85957956,0.7582245,0.87911224,0.6954541,0.84772706,0.75059533,0.87529767,0.69125617,0.8456281,0.7264567,0.8632283
2583,0.73398745,0.8669937,0.71525645,0.8576282,0.7064054,0.8532027,0.6146208,0.8073104,0.7000496,0.8500248,0.7451583,0.87257916,0.6776376,0.8388188,0.7243283,0.86216414,0.67394376,0.8369719,0.71705353,0.85852677
2584,0.7610065,0.88050324,0.6571578,0.8285789,0.6652621,0.83263105,0.5864956,0.7932478,0.70213103,0.8510655,0.72453505,0.8622675,0.6163708,0.8081854,0.71380866,0.8569043,0.6030605,0.80153024,0.6622019,0.83110094
2585,0.6732534,0.8366267,0.6485908,0.8242954,0.61193764,0.8059688,0.5782689,0.78913444,0.6334743,0.8167372,0.67064345,0.8353217,0.6188073,0.80940366,0.6808219,0.84041095,0.6573841,0.8286921,0.6693091,0.83465457
2586,0.74561036,0.8728052,0.69647276,0.8482364,0.6798489,0.83992445,0.64349616,0.8217481,0.6257583,0.81287915,0.67254925,0.8362746,0.5833901,0.79169506,0.68817234,0.84408617,0.6554517,0.8277259,0.63850415,0.8192521
2587,0.7147098,0.8573549,0.6722054,0.8361027,0.6935661,0.84678304,0.6269455,0.81347275,0.6297238,0.8148619,0.6341456,0.8170728,0.579742,0.789871,0.64804995,0.824025,0.62186086,0.81093043,0.60980964,0.8049048
2588,0.73038846,0.8651942,0.6978481,0.84892404,0.6377711,0.81888556,0.65091294,0.8254565,0.6284646,0.8142323,0.6222186,0.8111093,0.5704793,0.78523964,0.68906796,0.844534,0.6517035,0.82585174,0.6125876,0.8062938
2589,0.76526237,0.8826312,0.6722736,0.8361368,0.6842549,0.84212744,0.59200954,0.7960048,0.7013428,0.8506714,0.746268,0.873134,0.63241005,0.816205,0.7206446,0.8603223,0.6333627,0.8166814,0.69902694,0.8495135
2590,0.7335925,0.86679626,0.693433,0.8467165,0.6743176,0.8371588,0.64375937,0.8218797,0.67825913,0.83912957,0.72598124,0.8629906,0.665369,0.8326845,0.7070609,0.8535304,0.645003,0.82250154,0.6940015,0.8470007
2591,0.73125327,0.86562663,0.6263989,0.81319946,0.6207658,0.8103829,0.51515865,0.7575793,0.6981318,0.8490659,0.75052595,0.875263,0.6085587,0.8042793,0.6855059,0.84275293,0.5888026,0.7944013,0.67463684,0.8373184
2592,0.7789699,0.88948494,0.70687985,0.8534399,0.7074491,0.85372454,0.6505418,0.8252709,0.74609184,0.8730459,0.7127593,0.8563796,0.6270685,0.81353426,0.7131132,0.8565566,0.6192537,0.8096268,0.6769893,0.83849466
2594,0.7034253,0.85171264,0.6347199,0.8173599,0.63171685,0.8158584,0.6159608,0.8079804,0.66695964,0.8334798,0.69973046,0.8498652,0.6093865,0.8046932,0.65672743,0.8283637,0.6245395,0.81226975,0.6387688,0.8193844
2595,0.7117723,0.85588616,0.6429623,0.8214811,0.6094389,0.80471945,0.58536315,0.7926816,0.64918673,0.82459337,0.6750593,0.83752966,0.618407,0.8092035,0.666547,0.83327353,0.6174283,0.80871415,0.6557467,0.82787335
2597,0.7914313,0.89571565,0.68203515,0.8410176,0.7521711,0.8760855,0.6244997,0.81224984,0.72666657,0.8633333,0.77247095,0.8862355,0.64065725,0.8203286,0.73854685,0.8692734,0.65181947,0.82590973,0.7003082,0.8501541
2645,0.6625098,0.8312549,0.68671376,0.84335685,0.69938684,0.8496934,0.62643987,0.8132199,0.63104695,0.8155235,0.6360352,0.8180176,0.6182374,0.8091187,0.66240627,0.8312031,0.6704844,0.8352422,0.6667079,0.83335394
2654,0.7112373,0.85561866,0.6753754,0.83768773,0.6308017,0.81540084,0.6694759,0.83473796,0.6635143,0.8317572,0.6563298,0.82816494,0.62362146,0.81181073,0.67319775,0.8365989,0.6423479,0.8211739,0.63816917,0.8190846
2655,0.71563804,0.857819,0.67886543,0.8394327,0.645228,0.822614,0.58131456,0.7906573,0.67443335,0.8372167,0.7348318,0.8674159,0.66568214,0.83284104,0.712638,0.856319,0.6555648,0.8277824,0.7218833,0.86094165
2656,0.7313373,0.86566865,0.7326819,0.86634094,0.6887804,0.8443902,0.6159866,0.8079933,0.6634855,0.83174276,0.6924295,0.8462148,0.6096912,0.8048456,0.7063526,0.8531763,0.6470057,0.82350284,0.62295437,0.8114772
2657,0.63690734,0.81845367,0.6433191,0.82165956,0.59740126,0.79870063,0.5993953,0.79969764,0.64083576,0.8204179,0.691814,0.845907,0.6279094,0.8139547,0.73970836,0.8698542,0.7464322,0.8732161,0.7129848,0.8564924
2658,0.7364314,0.8682157,0.65376705,0.82688355,0.6558851,0.82794255,0.6342715,0.81713575,0.63720137,0.81860065,0.64693296,0.8234665,0.5295315,0.76476574,0.6595174,0.8297587,0.6376888,0.81884444,0.60731864,0.8036593
2659,0.71087044,0.85543525,0.6494287,0.82471436,0.62250435,0.8112522,0.55993104,0.7799655,0.6468144,0.8234072,0.6903353,0.84516764,0.63789326,0.8189466,0.6417015,0.82085073,0.65839046,0.82919526,0.6633641,0.8316821
2660,0.71533644,0.8576682,0.67902786,0.8395139,0.65075886,0.82537943,0.6124372,0.8062186,0.6460813,0.82304066,0.6639441,0.83197206,0.6464304,0.8232152,0.6661021,0.8330511,0.6599847,0.82999235,0.65875125,0.8293756
2741,0.60598695,0.8029935,0.5416426,0.77082133,0.50049603,0.750248,0.56508434,0.78254217,0.509669,0.75483453,0.46084234,0.7304212,0.44475296,0.72237647,0.47311604,0.736558,0.48437825,0.7421891,0.44844115,0.7242206
2766,0.7342371,0.86711854,0.7997019,0.89985096,0.6980409,0.8490205,0.62961996,0.81481,0.70069516,0.8503476,0.6791194,0.8395597,0.637692,0.818846,0.74791384,0.8739569,0.68290454,0.84145224,0.6457066,0.8228533
2793,0.7491999,0.87459993,0.76919013,0.88459504,0.6480201,0.82401,0.6221528,0.8110764,0.7235416,0.8617708,0.7354937,0.86774683,0.69920003,0.8496,0.7690363,0.88451815,0.7015643,0.85078216,0.7168974,0.85844874
2810,0.72238714,0.86119354,0.71171135,0.8558557,0.67330146,0.8366507,0.61294186,0.80647093,0.6322454,0.8161227,0.612919,0.8064595,0.542675,0.7713375,0.69808847,0.8490442,0.6195458,0.8097729,0.5660653,0.78303266
2824,0.7251561,0.86257803,0.7603147,0.88015735,0.71220636,0.8561032,0.68144,0.84072,0.73878074,0.86939037,0.6846818,0.8423409,0.67152053,0.83576024,0.7624041,0.88120204,0.7356764,0.8678382,0.7284553,0.86422765
3002,0.75816697,0.8790835,0.687655,0.8438275,0.678845,0.83942246,0.661827,0.83091354,0.68150353,0.84075177,0.6985154,0.8492577,0.6872983,0.84364915,0.6859995,0.84299976,0.6845913,0.84229565,0.70247245,0.8512362
3021,0.7308918,0.8654459,0.68410856,0.84205425,0.62263817,0.8113191,0.58353853,0.79176927,0.66099197,0.83049595,0.6165681,0.80828404,0.5705863,0.78529316,0.64522386,0.8226119,0.59617054,0.7980853,0.5816082,0.7908041
3093,0.78039,0.890195,0.7060281,0.85301405,0.6621603,0.83108014,0.641437,0.8207185,0.75864434,0.8793222,0.7648864,0.8824432,0.7282422,0.8641211,0.7264475,0.8632238,0.70448506,0.8522425,0.7433896,0.8716948
3105,0.805722,0.902861,0.7221205,0.86106026,0.71930164,0.85965085,0.6328088,0.8164044,0.7368455,0.86842275,0.75020325,0.8751016,0.6982434,0.8491217,0.7162821,0.85814106,0.689553,0.8447765,0.7467724,0.8733862
3113,0.6303786,0.8151893,0.58007437,0.79003716,0.5758804,0.7879402,0.53474605,0.767373,0.56824195,0.784121,0.65131825,0.82565916,0.56523424,0.7826171,0.62063396,0.810317,0.59086037,0.7954302,0.61445975,0.8072299
3118,0.73830825,0.8691541,0.71081805,0.855409,0.6360385,0.8180193,0.64079964,0.8203998,0.70800555,0.8540028,0.68287957,0.8414398,0.67316794,0.836584,0.6983777,0.84918886,0.6864116,0.8432058,0.7006825,0.85034126
3120,0.74122,0.87061,0.7077624,0.85388124,0.67370737,0.8368537,0.64770013,0.82385004,0.6925615,0.84628075,0.69566095,0.8478305,0.6536309,0.8268155,0.71050763,0.8552538,0.67093533,0.8354677,0.6938122,0.84690607
3122,0.78344756,0.89172375,0.7073126,0.8536563,0.6840161,0.84200805,0.59397423,0.7969871,0.7215867,0.86079335,0.76778865,0.8838943,0.6662326,0.8331163,0.7459742,0.8729871,0.6859118,0.8429559,0.7182328,0.85911644
3123,0.74307764,0.8715388,0.68525726,0.8426286,0.67884576,0.8394229,0.59482014,0.7974101,0.71511364,0.8575568,0.7737738,0.8868869,0.7023805,0.8511902,0.7479837,0.87399185,0.7047836,0.85239184,0.74897224,0.8744861
3133,0.76325536,0.8816277,0.647804,0.823902,0.67961097,0.8398055,0.6197947,0.80989736,0.69166636,0.8458332,0.77063406,0.885317,0.6576282,0.8288141,0.7323731,0.86618656,0.6615843,0.8307922,0.71379864,0.8568993
3134,0.7860462,0.89302313,0.7037965,0.85189825,0.72449106,0.86224556,0.6287695,0.81438476,0.73034406,0.865172,0.77641064,0.8882053,0.66280127,0.83140063,0.74330586,0.87165296,0.69293237,0.8464662,0.7156741,0.8578371
3135,0.75713205,0.878566,0.7040527,0.85202634,0.6994777,0.84973884,0.6235863,0.81179315,0.7067375,0.85336876,0.68957174,0.84478587,0.60566825,0.80283415,0.69939536,0.8496977,0.62783706,0.81391853,0.63630515,0.81815255
3136,0.7647528,0.88237643,0.7517689,0.8758844,0.6895808,0.8447904,0.6294842,0.8147421,0.729748,0.864874,0.7464068,0.8732034,0.6733424,0.83667123,0.771257,0.88562846,0.6947656,0.8473828,0.7191082,0.8595541
3137,0.75772345,0.8788617,0.6704123,0.83520615,0.66152185,0.83076096,0.5846194,0.7923097,0.7085187,0.8542594,0.74201393,0.87100697,0.62802327,0.81401163,0.7182362,0.8591181,0.64671195,0.823356,0.6861501,0.84307504
3138,0.7499954,0.87499774,0.6397294,0.8198647,0.6587674,0.82938373,0.6122006,0.8061003,0.66326797,0.831634,0.72967803,0.864839,0.62910557,0.8145528,0.6798037,0.83990186,0.6418183,0.82090914,0.69306016,0.8465301
3139,0.75621843,0.8781092,0.6695398,0.8347699,0.67429227,0.83714616,0.63225937,0.8161297,0.674549,0.8372745,0.71073174,0.8553659,0.59223545,0.7961177,0.709337,0.8546685,0.6517062,0.8258531,0.66729605,0.833648
3140,0.74426186,0.87213093,0.6254715,0.81273574,0.6249796,0.8124898,0.5414392,0.7707196,0.678497,0.83924854,0.73268175,0.8663409,0.65250796,0.826254,0.67607343,0.8380367,0.63785756,0.8189288,0.68677354,0.84338677
3141,0.57988894,0.78994447,0.59536994,0.79768497,0.5706235,0.78531176,0.51337004,0.756685,0.52594686,0.7629734,0.54225934,0.77112967,0.48418468,0.7420924,0.571297,0.78564847,0.5522871,0.77614355,0.54325736,0.7716287
3142,0.7800092,0.89000463,0.6954795,0.84773976,0.70756793,0.85378397,0.63990194,0.81995094,0.72393215,0.8619661,0.75842744,0.8792137,0.6664126,0.8332063,0.74379677,0.8718984,0.70051694,0.85025847,0.7244649,0.86223245
3143,0.753273,0.8766365,0.66103613,0.83051807,0.6317513,0.81587565,0.5810629,0.79053146,0.6956147,0.84780735,0.76036173,0.88018084,0.6893685,0.84468424,0.70862776,0.85431385,0.67001003,0.83500504,0.72402966,0.86201483
3144,0.76752305,0.8837615,0.6769006,0.8384503,0.70734274,0.8536714,0.5982255,0.79911274,0.7161048,0.8580524,0.7578722,0.8789361,0.65603685,0.8280184,0.7522253,0.87611264,0.6598377,0.82991886,0.7019156,0.8509578
3145,0.7437916,0.8718958,0.65510917,0.8275546,0.652928,0.826464,0.5867461,0.79337305,0.6624495,0.83122474,0.69403934,0.8470197,0.6066788,0.80333936,0.65117705,0.8255885,0.6309431,0.81547153,0.6482818,0.8241409
3146,0.7279174,0.8639587,0.6126152,0.8063076,0.64128613,0.82064307,0.5591552,0.7795776,0.66384,0.83192,0.70860773,0.85430384,0.5682487,0.7841244,0.66644603,0.833223,0.58362293,0.79181147,0.6296989,0.81484944
3147,0.7948992,0.8974496,0.708669,0.8543345,0.69703233,0.84851617,0.67345834,0.83672917,0.7036462,0.8518231,0.73099744,0.8654987,0.64980114,0.82490057,0.73994887,0.86997443,0.68334526,0.84167266,0.72137564,0.86068785
