,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98320,0.706367,0.8531835,0.6974608,0.8487304,0.6442178,0.82210886,0.6307736,0.8153868,0.7420175,0.87100875,0.8402792,0.9201396,0.7467091,0.87335455,0.8144787,0.9072393,0.77378714,0.8868936,0.81645423,0.9082271
98321,0.68185127,0.84092563,0.67196137,0.83598065,0.61793697,0.8089685,0.688153,0.8440765,0.68501234,0.8425062,0.7742107,0.88710535,0.69563997,0.84782,0.76357114,0.8817856,0.75976694,0.87988347,0.78120613,0.89060307
98322,0.69851923,0.8492596,0.6743632,0.83718157,0.588866,0.794433,0.60639584,0.8031979,0.72646797,0.863234,0.83140224,0.91570115,0.7256744,0.8628372,0.779595,0.8897975,0.7973664,0.8986832,0.8192563,0.90962815
98323,0.67042327,0.83521163,0.63628066,0.8181403,0.57255113,0.78627557,0.57608473,0.78804237,0.6867059,0.8433529,0.74757564,0.8737878,0.6989254,0.8494627,0.76089096,0.8804455,0.7051338,0.8525669,0.71771026,0.8588551
98324,0.69884646,0.8494232,0.6468853,0.82344264,0.62047327,0.81023663,0.7074547,0.85372734,0.67656165,0.8382808,0.75519586,0.8775979,0.6902572,0.8451286,0.75419116,0.8770956,0.7702418,0.88512087,0.7946605,0.8973303
98325,0.72396255,0.8619813,0.69789535,0.84894764,0.6385951,0.81929755,0.6615368,0.8307684,0.7596243,0.8798121,0.82732755,0.91366374,0.7729356,0.8864678,0.830662,0.915331,0.7991824,0.8995912,0.81330657,0.9066533
98326,0.62828493,0.81414247,0.6419374,0.8209687,0.53716755,0.7685838,0.6010484,0.80052423,0.6398605,0.81993026,0.74761945,0.8738097,0.683777,0.8418885,0.7526158,0.8763079,0.76894766,0.8844738,0.7571453,0.87857264
98327,0.5820241,0.79101205,0.6092483,0.80462414,0.5141253,0.7570627,0.57577777,0.7878889,0.575829,0.7879145,0.6630815,0.83154076,0.64664507,0.82332253,0.67022705,0.8351135,0.698025,0.8490125,0.7030912,0.8515456
98328,0.71719164,0.85859585,0.6436616,0.8218308,0.602673,0.8013365,0.69611347,0.84805673,0.70121914,0.85060954,0.7788908,0.8894454,0.71084917,0.8554246,0.77916145,0.8895807,0.7291037,0.86455184,0.7566352,0.8783176
98329,0.6840916,0.8420458,0.66833335,0.83416665,0.5807583,0.79037917,0.64908814,0.8245441,0.67425823,0.8371291,0.7478837,0.87394184,0.68920064,0.8446003,0.7741021,0.88705105,0.7706462,0.8853231,0.762959,0.8814795
98330,0.67835087,0.83917546,0.6696946,0.83484733,0.59555113,0.79777557,0.6303883,0.81519413,0.68809164,0.8440458,0.7436263,0.8718132,0.669217,0.8346085,0.730508,0.86525404,0.72869885,0.8643494,0.74340296,0.8717015
98331,0.7148526,0.8574263,0.6397113,0.8198557,0.6341188,0.8170594,0.65945446,0.82972723,0.6863104,0.8431552,0.8058771,0.90293854,0.647606,0.823803,0.7305894,0.8652947,0.7318508,0.86592543,0.7351849,0.86759245
98332,0.65265954,0.82632977,0.63554,0.81777,0.58001804,0.790009,0.6025068,0.80125344,0.668975,0.8344875,0.7494143,0.87470716,0.72761285,0.8638064,0.7681282,0.8840641,0.74316156,0.8715808,0.7672578,0.8836289
98333,0.5213693,0.7606846,0.48133504,0.7406675,0.44171706,0.7208585,0.52805763,0.7640288,0.5079613,0.75398064,0.5952054,0.7976027,0.5934608,0.7967304,0.5576534,0.7788267,0.61791945,0.8089597,0.6336132,0.8168066
98334,0.7719137,0.8859569,0.73172385,0.8658619,0.71133906,0.8556695,0.7191887,0.85959435,0.7199291,0.85996455,0.72375697,0.8618785,0.6427501,0.821375,0.7581745,0.8790872,0.71024895,0.8551245,0.70667106,0.8533355
98335,0.710888,0.855444,0.70664644,0.8533232,0.64915264,0.8245763,0.6906922,0.8453461,0.71790826,0.85895413,0.77754974,0.8887749,0.71228623,0.8561431,0.7997365,0.89986825,0.77631736,0.8881587,0.7858609,0.89293045
98336,0.6183113,0.80915564,0.6006061,0.80030304,0.60087657,0.8004383,0.5990404,0.7995202,0.63120615,0.8156031,0.7131518,0.8565759,0.56123024,0.7806151,0.7214478,0.8607239,0.6375363,0.81876814,0.6486604,0.8243302
98337,0.6137589,0.80687946,0.6071139,0.8035569,0.5161455,0.75807273,0.6195161,0.80975807,0.6146215,0.80731076,0.6333803,0.81669015,0.6596272,0.8298136,0.64612913,0.82306457,0.6672001,0.83360004,0.6568465,0.82842326
98338,0.6773509,0.83867544,0.6743147,0.83715737,0.61655426,0.80827713,0.6331184,0.8165592,0.6624834,0.8312417,0.6882577,0.84412885,0.64534205,0.82267106,0.7237066,0.8618533,0.7154193,0.85770965,0.6750568,0.8375284
98339,0.5657741,0.78288704,0.5674075,0.78370374,0.52133465,0.7606673,0.52882606,0.764413,0.60949624,0.8047481,0.71757305,0.8587865,0.6406031,0.82030153,0.6923491,0.84617454,0.6885601,0.84428006,0.7203125,0.86015624
98340,0.7042203,0.85211015,0.6671159,0.83355796,0.61706376,0.8085319,0.6314828,0.8157414,0.74703413,0.87351704,0.845732,0.922866,0.80643785,0.9032189,0.8058605,0.90293026,0.7621532,0.8810766,0.8330586,0.9165293
98341,0.674075,0.8370375,0.6758647,0.83793235,0.60041857,0.8002093,0.6477797,0.82388985,0.67775965,0.8388798,0.7958692,0.89793456,0.7254405,0.86272025,0.79010034,0.89505017,0.75853217,0.8792661,0.7891639,0.8945819
98342,0.76961374,0.8848069,0.7326745,0.86633724,0.66158146,0.83079076,0.6444918,0.8222459,0.7847218,0.8923609,0.82523155,0.9126158,0.7436006,0.8718003,0.8160791,0.90803957,0.7575928,0.8787964,0.7974882,0.8987441
98343,0.46258605,0.731293,0.46210164,0.73105085,0.41614622,0.70807314,0.462001,0.7310005,0.48697537,0.7434877,0.5592443,0.77962214,0.54289407,0.77144706,0.5621052,0.7810526,0.59169114,0.79584557,0.5875678,0.7937839
98344,0.6944827,0.84724134,0.6869504,0.8434752,0.5998515,0.79992574,0.65573204,0.827866,0.67613566,0.8380678,0.7712488,0.8856244,0.7188233,0.85941166,0.7393607,0.86968035,0.73456675,0.86728334,0.7542883,0.87714416
98345,0.6866364,0.8433182,0.631364,0.815682,0.60542774,0.8027139,0.61116934,0.80558467,0.6799878,0.8399939,0.8262837,0.91314185,0.6750343,0.83751714,0.7671362,0.8835681,0.7176815,0.85884076,0.7947578,0.8973789
98346,0.6863381,0.8431691,0.65281564,0.8264078,0.6084616,0.8042308,0.66235167,0.8311758,0.68701696,0.8435085,0.7780188,0.88900936,0.6849599,0.84247994,0.8018925,0.90094626,0.73493636,0.8674682,0.7549926,0.8774963
98347,0.562422,0.781211,0.57513964,0.7875698,0.51821005,0.759105,0.5170037,0.7585019,0.5957923,0.79789615,0.6971878,0.8485939,0.651056,0.825528,0.6447815,0.82239074,0.712831,0.8564155,0.69197,0.845985
98348,0.6156703,0.80783516,0.62996787,0.81498396,0.57174265,0.7858713,0.6215472,0.8107736,0.62322783,0.8116139,0.6779922,0.8389961,0.6586008,0.8293004,0.7216847,0.86084235,0.7352569,0.86762846,0.7106662,0.8553331
98349,0.6984259,0.84921294,0.70983183,0.8549159,0.6196605,0.80983025,0.660802,0.830401,0.7334949,0.86674744,0.78384113,0.89192057,0.73806596,0.869033,0.7889898,0.8944949,0.7948354,0.89741766,0.78397703,0.8919885
98350,0.68646324,0.8432316,0.6624673,0.8312336,0.6095244,0.80476224,0.6469301,0.82346505,0.7081765,0.85408825,0.82335424,0.9116771,0.74184215,0.8709211,0.787068,0.893534,0.7879848,0.8939924,0.816022,0.90801096
98351,0.6649093,0.8324547,0.65386724,0.8269336,0.59944785,0.7997239,0.62369514,0.81184757,0.70827675,0.8541384,0.8009115,0.9004557,0.7448879,0.8724439,0.77114385,0.88557196,0.77257144,0.8862857,0.7953932,0.8976966
98352,0.53606844,0.7680342,0.53783613,0.76891804,0.47045523,0.7352276,0.5469998,0.7734999,0.5704359,0.78521794,0.70948285,0.85474145,0.68106693,0.8405335,0.68273056,0.8413653,0.7262641,0.86313206,0.7398493,0.86992466
98353,0.5960105,0.7980052,0.58246887,0.79123443,0.524485,0.7622425,0.5294451,0.7647226,0.63197106,0.81598556,0.72877353,0.8643868,0.72160447,0.86080223,0.67873794,0.83936894,0.70993364,0.8549668,0.7508122,0.8754061
98354,0.55674255,0.7783713,0.64073837,0.8203692,0.5652457,0.7826228,0.5301096,0.7650548,0.6013489,0.80067444,0.5021391,0.75106955,0.5359163,0.76795816,0.5686764,0.78433824,0.5411727,0.7705864,0.505195,0.7525975
98355,0.7180066,0.8590033,0.6890509,0.84452546,0.6432698,0.8216349,0.6555904,0.8277952,0.711264,0.855632,0.74018914,0.87009454,0.7089876,0.8544938,0.7251121,0.86255604,0.75279653,0.87639827,0.76370716,0.8818536
98356,0.70687556,0.8534378,0.6788648,0.83943236,0.62390256,0.8119513,0.63130414,0.8156521,0.7176293,0.85881466,0.799562,0.899781,0.74980485,0.8749024,0.7822654,0.8911327,0.779374,0.889687,0.7941735,0.89708674
98357,0.7295392,0.8647696,0.7378539,0.86892694,0.6408009,0.8204005,0.6437954,0.8218977,0.7109139,0.85545695,0.6823653,0.84118265,0.671968,0.835984,0.6916616,0.8458308,0.6696532,0.8348266,0.66555375,0.8327769
98358,0.69690263,0.8484513,0.6851214,0.8425607,0.6281191,0.81405956,0.6305643,0.8152821,0.72444177,0.8622209,0.83569515,0.9178476,0.76701266,0.8835063,0.809374,0.904687,0.8296539,0.914827,0.8401011,0.92005056
98359,0.6110952,0.8055476,0.5290649,0.76453245,0.50470376,0.7523519,0.49106812,0.74553406,0.6431601,0.82158005,0.7439095,0.87195474,0.6966646,0.8483323,0.66660035,0.8333002,0.68850887,0.84425443,0.7365999,0.86829996
98360,0.51590466,0.75795233,0.56414044,0.7820702,0.5072781,0.75363904,0.6041919,0.80209595,0.46407175,0.7320359,0.4674328,0.73371637,0.426548,0.713274,0.53912723,0.7695636,0.5605637,0.78028184,0.5065961,0.75329804
98361,0.7159139,0.85795695,0.70730925,0.8536546,0.63185596,0.815928,0.66700387,0.83350194,0.7208127,0.86040634,0.76741475,0.8837074,0.720523,0.8602615,0.81910825,0.9095541,0.7552769,0.87763846,0.791376,0.895688
98362,0.66224766,0.8311238,0.6225128,0.8112564,0.56418973,0.78209484,0.58900285,0.7945014,0.6604849,0.83024246,0.73660874,0.8683044,0.72013843,0.8600692,0.70509976,0.8525499,0.71104836,0.8555242,0.7416924,0.8708462
98363,0.69758415,0.8487921,0.684362,0.84218097,0.63694835,0.8184742,0.6399776,0.8199888,0.6960665,0.84803325,0.7743318,0.8871659,0.70812476,0.8540624,0.78614986,0.8930749,0.7754191,0.88770956,0.7850878,0.8925439
98364,0.59000313,0.79500157,0.57123816,0.7856191,0.5366127,0.7683064,0.55682164,0.7784108,0.5804361,0.79021806,0.66096306,0.8304815,0.5862726,0.7931363,0.670269,0.8351345,0.63447976,0.8172399,0.63078284,0.8153914
98365,0.65006244,0.8250312,0.6707567,0.83537835,0.59033036,0.7951652,0.6055525,0.8027762,0.63192,0.81596,0.68473196,0.842366,0.635897,0.81794846,0.7336233,0.86681163,0.70834464,0.85417235,0.70796955,0.8539848
98366,0.5984671,0.79923356,0.6052838,0.80264187,0.51761127,0.75880563,0.52550673,0.76275337,0.58963424,0.7948171,0.5921016,0.7960508,0.57389414,0.7869471,0.624264,0.812132,0.5992885,0.79964423,0.5902799,0.7951399
98367,0.7280884,0.8640442,0.6535432,0.8267716,0.62650263,0.8132513,0.629476,0.81473804,0.6893291,0.8446646,0.81922525,0.90961266,0.6925008,0.8462504,0.722201,0.8611005,0.7639023,0.88195115,0.7869846,0.89349234
98368,0.53452015,0.7672601,0.6073326,0.8036663,0.5156552,0.75782764,0.538151,0.7690755,0.5753907,0.78769535,0.6269758,0.8134879,0.6272683,0.81363416,0.6171271,0.8085636,0.6826864,0.84134316,0.6590911,0.82954556
98369,0.6242021,0.812101,0.632234,0.816117,0.561175,0.7805875,0.5953287,0.79766434,0.6883601,0.84418005,0.7832186,0.8916093,0.7170684,0.8585342,0.76798034,0.88399017,0.73721445,0.8686072,0.76732266,0.8836613
98370,0.6952214,0.8476107,0.6819277,0.84096384,0.57782596,0.788913,0.649829,0.82491446,0.70893526,0.85446763,0.8167927,0.90839636,0.7738825,0.88694125,0.78857267,0.89428633,0.78004086,0.89002043,0.8403261,0.92016304
98371,0.72044015,0.8602201,0.69193465,0.8459673,0.6451651,0.82258254,0.7316781,0.86583906,0.69703174,0.84851587,0.77764714,0.88882357,0.71282196,0.856411,0.79186654,0.8959333,0.7681272,0.8840636,0.78025424,0.8901271
98372,0.72350097,0.8617505,0.6856959,0.84284794,0.60952115,0.8047606,0.665163,0.8325815,0.6944932,0.8472466,0.759861,0.8799305,0.7253649,0.86268246,0.78346515,0.8917326,0.73778814,0.8688941,0.79738116,0.8986906
98373,0.7766818,0.8883409,0.7147207,0.85736036,0.650421,0.8252105,0.69101536,0.8455077,0.7479573,0.8739786,0.81969464,0.9098473,0.70628226,0.8531411,0.8115161,0.905758,0.78216326,0.89108163,0.786796,0.893398
98374,0.74833775,0.8741689,0.7148073,0.85740364,0.6467678,0.8233839,0.7045019,0.85225093,0.7288271,0.86441356,0.7669101,0.88345504,0.6829331,0.84146655,0.77999675,0.8899984,0.7440722,0.8720361,0.73089564,0.8654478
98375,0.6975018,0.8487509,0.67882293,0.8394115,0.638974,0.819487,0.6847413,0.8423706,0.6838558,0.8419279,0.7809074,0.8904537,0.69556403,0.847782,0.78282684,0.89141345,0.7676815,0.88384074,0.7755593,0.88777965
98376,0.7697423,0.8848711,0.7027353,0.85136765,0.63278043,0.8163902,0.6521944,0.8260972,0.739872,0.869936,0.84219193,0.92109597,0.7229644,0.8614822,0.7887217,0.89436084,0.7745867,0.88729334,0.8215226,0.9107613
98377,0.6282336,0.81411684,0.6181419,0.80907094,0.5597675,0.77988374,0.62248194,0.811241,0.63422054,0.8171103,0.7588228,0.8794114,0.7061303,0.85306513,0.7559083,0.8779541,0.7881936,0.8940968,0.8047576,0.9023788
98378,0.7417979,0.87089896,0.69368774,0.84684384,0.6093484,0.8046742,0.62466156,0.8123308,0.7595844,0.8797922,0.86967623,0.9348381,0.7902527,0.89512634,0.8076679,0.903834,0.7955625,0.89778125,0.8457936,0.9228968
98379,0.69078004,0.84539,0.62863153,0.8143158,0.60561943,0.8028097,0.619004,0.809502,0.6902423,0.84512115,0.80808926,0.9040446,0.7303121,0.86515605,0.74093926,0.8704696,0.7467917,0.87339586,0.7980489,0.8990245
98380,0.7278708,0.8639354,0.7057067,0.85285336,0.6365284,0.8182642,0.6985786,0.8492893,0.7202598,0.8601299,0.8237704,0.9118852,0.75644106,0.87822056,0.81890357,0.9094518,0.818254,0.909127,0.8290796,0.9145398
98381,0.63725966,0.81862986,0.6572438,0.82862186,0.5611849,0.78059244,0.6223619,0.81118095,0.63078034,0.81539017,0.6697125,0.8348563,0.6308427,0.81542134,0.70677483,0.8533874,0.68368673,0.84184337,0.6634097,0.83170485
98382,0.7156482,0.8578241,0.6901671,0.8450836,0.61901355,0.8095068,0.6385971,0.8192985,0.7194139,0.85970694,0.7993048,0.89965236,0.730299,0.8651495,0.8179786,0.9089893,0.7764511,0.88822556,0.80167663,0.9008383
98383,0.72372913,0.86186457,0.70950246,0.8547512,0.6173309,0.80866545,0.6356227,0.81781137,0.7471384,0.8735692,0.7923293,0.89616466,0.7210705,0.86053526,0.76218104,0.8810905,0.7426064,0.8713032,0.7640469,0.88202345
98384,0.6651379,0.83256894,0.6631284,0.8315642,0.5967194,0.7983597,0.69191015,0.8459551,0.6422886,0.82114434,0.66600174,0.8330009,0.6537537,0.8268769,0.716325,0.8581625,0.726049,0.8630245,0.71969485,0.8598474
98385,0.6428883,0.82144415,0.6357242,0.8178621,0.5514842,0.7757421,0.58323,0.791615,0.6603918,0.8301959,0.7814215,0.8907107,0.7019855,0.85099274,0.7475443,0.87377214,0.7455481,0.87277406,0.7918807,0.89594036
98386,0.71702415,0.85851204,0.69430184,0.8471509,0.6437306,0.8218653,0.7202983,0.86014915,0.71443975,0.8572199,0.7754019,0.8877009,0.73999476,0.8699974,0.7977202,0.8988601,0.79444444,0.8972222,0.8057338,0.9028669
98387,0.6868032,0.8434016,0.69569623,0.8478481,0.5929313,0.79646564,0.6830759,0.84153795,0.7449688,0.8724844,0.77413297,0.8870665,0.7290168,0.8645084,0.7711717,0.88558584,0.70605266,0.85302633,0.76738584,0.8836929
98388,0.76321685,0.8816084,0.70110077,0.8505504,0.65150356,0.8257518,0.6732183,0.8366091,0.7342223,0.86711115,0.849934,0.924967,0.736593,0.8682965,0.8086451,0.90432256,0.7748641,0.88743204,0.8344428,0.9172214
98389,0.69262064,0.8463103,0.6591524,0.8295762,0.5950074,0.7975037,0.6293863,0.81469315,0.69237304,0.8461865,0.7748011,0.8874005,0.71839774,0.85919887,0.7607055,0.88035274,0.7475533,0.8737767,0.7891968,0.89459836
98390,0.69813216,0.8490661,0.66319215,0.8315961,0.5844551,0.7922275,0.7244363,0.86221814,0.6907542,0.8453771,0.76333374,0.8816669,0.70988756,0.85494375,0.7475465,0.8737732,0.75842845,0.8792142,0.7798579,0.88992894
98391,0.63603413,0.81801707,0.5738369,0.78691846,0.5583683,0.77918416,0.55370927,0.77685463,0.68714166,0.8435708,0.82497334,0.9124867,0.7562852,0.8781426,0.72665596,0.863328,0.7562467,0.87812334,0.8094866,0.9047433
98392,0.66125715,0.8306286,0.61968124,0.8098406,0.5816237,0.79081184,0.6569642,0.8284821,0.61718565,0.8085928,0.66070056,0.8303503,0.59655,0.798275,0.71598196,0.857991,0.7065214,0.8532607,0.6816869,0.84084344
98393,0.63152623,0.8157631,0.60158277,0.8007914,0.5275645,0.76378226,0.595122,0.797561,0.6000057,0.8000028,0.6708032,0.8354016,0.6526387,0.82631934,0.6625123,0.83125615,0.71556276,0.8577814,0.67011464,0.8350573
98394,0.600104,0.800052,0.58413815,0.7920691,0.5227009,0.76135045,0.54342204,0.771711,0.6588934,0.8294467,0.7388586,0.8694293,0.7086245,0.85431224,0.71669984,0.8583499,0.74330807,0.87165403,0.76254004,0.88127005
98395,0.723259,0.8616295,0.6638454,0.8319227,0.6292765,0.81463826,0.58424723,0.7921236,0.74791616,0.8739581,0.875185,0.9375925,0.75186646,0.87593323,0.79991364,0.8999568,0.74584424,0.8729221,0.82144094,0.91072047
98396,0.69127893,0.84563947,0.67890906,0.83945453,0.62770057,0.8138503,0.6549153,0.82745767,0.71760595,0.858803,0.80619675,0.90309834,0.7540926,0.8770463,0.7935935,0.89679676,0.80693054,0.9034653,0.8234672,0.9117336
98397,0.66168714,0.83084357,0.65303147,0.82651573,0.57400966,0.7870048,0.59676003,0.79838,0.7069607,0.85348034,0.78925,0.894625,0.7661973,0.88309866,0.7737055,0.88685274,0.7877598,0.8938799,0.81579584,0.90789795
98398,0.68497515,0.8424876,0.60622203,0.803111,0.5510658,0.7755329,0.5780543,0.78902715,0.72265404,0.86132705,0.80541027,0.90270513,0.71438164,0.85719085,0.7625867,0.88129336,0.7300079,0.86500394,0.7695725,0.88478625
98399,0.5869787,0.79348934,0.58383334,0.79191667,0.5120092,0.7560046,0.53758574,0.76879287,0.6010864,0.8005432,0.648576,0.824288,0.65628135,0.8281407,0.6330109,0.81650543,0.642195,0.8210975,0.6423745,0.82118726
98400,0.6603505,0.8301753,0.6332319,0.81661594,0.55616164,0.7780808,0.6636056,0.8318028,0.6340674,0.8170337,0.64756596,0.823783,0.63612014,0.81806004,0.67889285,0.8394464,0.7070878,0.8535439,0.66849375,0.8342469
98401,0.72080755,0.8604038,0.7431108,0.8715554,0.6769948,0.8384974,0.6794139,0.83970696,0.70664907,0.85332453,0.7661193,0.8830596,0.7112659,0.85563296,0.83379334,0.9168967,0.7970893,0.89854467,0.7763586,0.8881793
98402,0.76889044,0.8844452,0.7241053,0.8620527,0.6870141,0.84350705,0.6684098,0.8342049,0.7621521,0.88107604,0.8432027,0.92160136,0.74348736,0.8717437,0.8256947,0.91284734,0.7973237,0.89866185,0.823393,0.9116965
1747,0.75924444,0.8796222,0.6822043,0.8411021,0.65843,0.829215,0.67105544,0.8355277,0.7260468,0.8630234,0.7271085,0.86355424,0.6981882,0.8490941,0.7288649,0.86443245,0.727433,0.8637165,0.73033947,0.86516976
1784,0.66000974,0.8300049,0.6728016,0.8364008,0.5866575,0.79332876,0.6045532,0.8022766,0.69099176,0.8454959,0.64107686,0.8205384,0.6647246,0.8323623,0.6809344,0.8404672,0.69155717,0.8457786,0.6066264,0.8033132
2476,0.77379704,0.8868985,0.69281197,0.846406,0.7124399,0.85621995,0.6124622,0.80623114,0.75452006,0.87726,0.75081205,0.875406,0.6631251,0.8315625,0.7411626,0.87058127,0.6534627,0.8267313,0.7061975,0.85309875
2515,0.7906028,0.8953014,0.7040279,0.85201395,0.6975244,0.8487622,0.64756006,0.82378006,0.7261206,0.8630603,0.7434335,0.87171674,0.6779282,0.8389641,0.71074283,0.8553714,0.6978012,0.84890056,0.73135877,0.8656794
2517,0.72697735,0.8634887,0.66581106,0.83290553,0.6816474,0.8408237,0.5803109,0.7901554,0.6854841,0.8427421,0.62738,0.81369,0.55345875,0.77672935,0.661518,0.830759,0.5942048,0.7971024,0.5858723,0.79293615
2529,0.7226569,0.8613285,0.64768386,0.8238419,0.58487684,0.7924384,0.56864846,0.7843242,0.68467903,0.8423395,0.6522194,0.8261097,0.6450318,0.8225159,0.62191373,0.81095684,0.6304055,0.8152027,0.66142815,0.8307141
2538,0.72083735,0.8604187,0.66934085,0.8346704,0.63370764,0.8168538,0.65185237,0.8259262,0.6518518,0.8259259,0.65117204,0.825586,0.6011451,0.8005725,0.67681754,0.83840877,0.6363369,0.81816846,0.63232225,0.81616116
2551,0.7658839,0.88294196,0.7063927,0.8531964,0.63787663,0.8189383,0.5761225,0.78806126,0.7170446,0.8585223,0.72900414,0.8645021,0.6664829,0.83324146,0.69613075,0.8480654,0.6992322,0.8496161,0.6898222,0.8449111
2553,0.7982187,0.89910936,0.74092495,0.8704625,0.7057893,0.85289466,0.6907569,0.84537846,0.73347354,0.86673677,0.71491265,0.8574563,0.6872722,0.8436361,0.7341579,0.86707896,0.6920915,0.84604573,0.7031813,0.85159063
2554,0.6338849,0.81694245,0.66302025,0.8315101,0.5856564,0.7928282,0.6369089,0.81845444,0.6183148,0.8091574,0.67580354,0.8379018,0.644608,0.822304,0.70101416,0.8505071,0.7116437,0.85582185,0.70564437,0.8528222
2555,0.65101165,0.82550585,0.6376171,0.81880856,0.5819094,0.7909547,0.61053044,0.8052652,0.5871143,0.79355717,0.57332164,0.7866608,0.5478973,0.77394867,0.59686744,0.7984337,0.63373077,0.8168654,0.5922364,0.7961182
2556,0.70338833,0.85169417,0.71364725,0.8568236,0.67733717,0.8386686,0.6168955,0.8084477,0.6496735,0.82483673,0.6564772,0.8282386,0.57482505,0.7874125,0.68890595,0.844453,0.63333154,0.81666577,0.6239362,0.8119681
2577,0.7724494,0.8862247,0.75570154,0.8778508,0.7002139,0.85010695,0.6214894,0.8107447,0.72324646,0.8616232,0.73301053,0.86650527,0.68655014,0.84327507,0.7202758,0.86013794,0.6980117,0.8490058,0.71727085,0.8586354
2582,0.7471098,0.8735549,0.71225214,0.85612607,0.7007364,0.8503682,0.5975112,0.7987556,0.72711325,0.8635566,0.7633699,0.88168496,0.673038,0.836519,0.7339847,0.86699235,0.69386196,0.846931,0.6950963,0.8475481
2583,0.7583729,0.87918645,0.77502394,0.88751197,0.75147814,0.8757391,0.66646445,0.8332322,0.73626316,0.8681316,0.7368382,0.8684191,0.68650913,0.84325457,0.749109,0.8745545,0.7153829,0.8576914,0.7222677,0.8611338
