,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
98349,0.69101906,0.8455095,0.65567154,0.8278358,0.5829389,0.79146945,0.62835276,0.8141764,0.6525034,0.8262517,0.7590444,0.8795222,0.66238534,0.8311927,0.76096696,0.8804835,0.7623315,0.88116574,0.742436,0.87121797
98350,0.70155436,0.85077715,0.70159084,0.8507954,0.64423525,0.8221176,0.669013,0.8345065,0.7344911,0.86724555,0.8474077,0.92370385,0.7709427,0.88547134,0.8163266,0.9081633,0.8012222,0.9006111,0.8364823,0.91824114
98351,0.65443027,0.82721514,0.6846546,0.8423273,0.59457535,0.7972877,0.5919953,0.7959976,0.7193699,0.85968494,0.76842356,0.8842118,0.7680002,0.88400006,0.7696584,0.88482916,0.7684314,0.8842157,0.7754086,0.8877043
98352,0.5720955,0.78604776,0.5682573,0.78412867,0.49688694,0.7484435,0.55558974,0.77779484,0.59732795,0.798664,0.7299441,0.86497205,0.7003651,0.85018253,0.7257037,0.86285186,0.7581831,0.87909156,0.78600836,0.8930042
98353,0.57628185,0.7881409,0.5817976,0.7908988,0.52739185,0.76369596,0.510848,0.755424,0.6241436,0.8120718,0.7440198,0.8720099,0.7301103,0.86505514,0.6967564,0.8483782,0.71346724,0.8567336,0.75593734,0.87796867
98354,0.4820081,0.74100405,0.54820406,0.77410203,0.49860528,0.7493026,0.50800693,0.75400347,0.5035371,0.7517686,0.4355613,0.71778065,0.4790402,0.7395201,0.51354814,0.75677407,0.48771185,0.74385595,0.4302243,0.71511215
98355,0.7063507,0.85317534,0.6810027,0.8405013,0.6502615,0.82513076,0.67691815,0.8384591,0.7034524,0.8517262,0.7609558,0.8804779,0.7390168,0.8695084,0.74902666,0.8745133,0.76511526,0.88255763,0.8124077,0.90620387
98356,0.5458809,0.77294046,0.579252,0.789626,0.47622377,0.73811185,0.5239075,0.7619537,0.583923,0.7919615,0.61992526,0.80996263,0.6417048,0.8208524,0.64106333,0.82053167,0.658179,0.8290895,0.64705133,0.82352567
98357,0.46551335,0.7327567,0.5211332,0.7605666,0.4623708,0.73118544,0.42239773,0.71119887,0.46146518,0.73073256,0.39486495,0.69743246,0.42804104,0.7140205,0.4238207,0.71191037,0.45871237,0.72935617,0.4001058,0.7000529
98358,0.6761706,0.8380853,0.6888751,0.84443754,0.61225605,0.806128,0.6261585,0.81307924,0.71724224,0.8586211,0.80312765,0.9015638,0.7644795,0.88223976,0.79198277,0.8959914,0.8210304,0.9105152,0.83698845,0.9184942
98359,0.59336674,0.7966834,0.49941194,0.749706,0.5193968,0.7596984,0.49754733,0.7487737,0.5588206,0.7794103,0.6853953,0.8426976,0.6164108,0.80820537,0.6169349,0.80846745,0.6646877,0.8323438,0.71124285,0.85562146
98360,0.43393704,0.71696854,0.47974762,0.7398738,0.42945382,0.7147269,0.5922334,0.7961167,0.3935648,0.6967824,0.39887783,0.6994389,0.3880703,0.6940352,0.4789352,0.7394676,0.5132039,0.7566019,0.44752532,0.72376263
98361,0.7531748,0.8765874,0.7274019,0.863701,0.6530233,0.8265116,0.68962747,0.8448137,0.7475523,0.87377614,0.83832705,0.9191635,0.77874035,0.8893702,0.84556675,0.9227834,0.7937807,0.89689034,0.8475287,0.92376435
98362,0.59286106,0.7964305,0.59302986,0.7965149,0.5623212,0.7811606,0.52785397,0.763927,0.62949216,0.8147461,0.6667838,0.8333919,0.6840149,0.84200746,0.6462598,0.8231299,0.71379244,0.8568962,0.69333243,0.8466662
98363,0.6797849,0.83989245,0.6748295,0.83741474,0.63810086,0.81905043,0.6506886,0.8253443,0.6479603,0.82398015,0.6842148,0.8421074,0.6290107,0.81450534,0.7460723,0.87303615,0.76507497,0.8825375,0.7340368,0.8670184
98364,0.51369756,0.7568488,0.528654,0.764327,0.50146556,0.7507328,0.44997117,0.7249856,0.5137784,0.7568892,0.55843,0.779215,0.53838325,0.7691916,0.5822774,0.7911387,0.57481515,0.7874076,0.5826756,0.7913378
98365,0.5775088,0.7887544,0.6176673,0.80883366,0.54645604,0.77322805,0.54824954,0.77412474,0.56809354,0.78404677,0.6100537,0.8050269,0.5735233,0.78676164,0.6580535,0.82902676,0.6571604,0.8285802,0.63560796,0.817804
98366,0.4696648,0.7348324,0.52448833,0.76224416,0.4419841,0.720992,0.43873852,0.7193693,0.50741345,0.7537067,0.46013027,0.7300651,0.46984118,0.7349206,0.5110866,0.7555433,0.51118195,0.755591,0.45905337,0.7295267
98367,0.66034114,0.8301706,0.659165,0.8295825,0.6332563,0.81662816,0.6351732,0.8175866,0.69264436,0.8463222,0.7420812,0.8710406,0.6911453,0.84557265,0.72137284,0.8606864,0.7563891,0.8781946,0.74493957,0.8724698
98368,0.51850903,0.7592545,0.56216455,0.7810823,0.49013147,0.74506575,0.5054107,0.75270534,0.54135984,0.77067995,0.6254933,0.81274664,0.5941297,0.79706484,0.59233856,0.7961693,0.6519934,0.8259967,0.62671626,0.8133581
98369,0.5208231,0.76041156,0.5357816,0.7678908,0.4954871,0.74774355,0.5278103,0.76390517,0.55978644,0.7798932,0.6786264,0.8393132,0.62744975,0.8137249,0.6615752,0.8307876,0.6615805,0.8307903,0.6952139,0.84760696
98370,0.70998704,0.8549935,0.7166709,0.85833544,0.6331922,0.8165961,0.67293096,0.8364655,0.72048783,0.8602439,0.83699286,0.91849643,0.7760143,0.88800716,0.8055451,0.90277255,0.81222165,0.9061108,0.8600429,0.93002146
98371,0.7389331,0.86946654,0.70624787,0.8531239,0.66520923,0.83260465,0.72195315,0.8609766,0.716523,0.85826147,0.800122,0.900061,0.72433835,0.86216915,0.80630004,0.90315,0.78351504,0.8917575,0.814582,0.907291
98372,0.68020713,0.84010357,0.6228087,0.81140435,0.5490334,0.7745167,0.5821856,0.7910928,0.6709859,0.83549297,0.8024423,0.90122116,0.72817147,0.86408573,0.7449952,0.87249756,0.7248254,0.8624127,0.7848685,0.89243424
98373,0.68411815,0.8420591,0.6060943,0.8030472,0.5659597,0.78297985,0.62727207,0.81363606,0.6194835,0.80974174,0.7072859,0.85364294,0.5869996,0.7934998,0.65467083,0.8273354,0.66124785,0.8306239,0.66340625,0.8317031
98374,0.6429727,0.82148635,0.61756015,0.8087801,0.5557623,0.77788115,0.6562316,0.8281158,0.6102992,0.8051496,0.6932277,0.8466139,0.619762,0.809881,0.700396,0.85019803,0.70089924,0.8504496,0.6940539,0.84702694
98375,0.69748616,0.8487431,0.7037101,0.85185504,0.6770427,0.83852136,0.6942754,0.8471377,0.66369545,0.8318477,0.7522026,0.87610126,0.68495667,0.84247833,0.7597758,0.87988794,0.77680683,0.8884034,0.7880814,0.8940407
98376,0.7140492,0.8570246,0.66158926,0.83079463,0.61232316,0.8061616,0.6234274,0.8117137,0.70599234,0.8529962,0.8171901,0.9085951,0.7196547,0.85982734,0.7361982,0.8680991,0.763603,0.8818015,0.7896539,0.89482695
98377,0.6278719,0.81393594,0.64200217,0.82100105,0.5733011,0.78665054,0.623611,0.8118055,0.66520333,0.83260167,0.76882493,0.88441247,0.7170413,0.8585206,0.7674649,0.88373244,0.7824019,0.89120096,0.7878441,0.8939221
98378,0.7167192,0.8583596,0.68490094,0.8424505,0.5986016,0.7993008,0.62596905,0.8129845,0.73727596,0.868638,0.83758456,0.91879225,0.79900694,0.89950347,0.7936558,0.89682794,0.78655237,0.8932762,0.8574702,0.92873514
98379,0.71724635,0.85862315,0.6357664,0.8178832,0.6185292,0.8092646,0.6529296,0.8264648,0.7070678,0.85353386,0.8470562,0.9235281,0.7306637,0.8653319,0.76908886,0.88454443,0.75408685,0.8770434,0.8169822,0.90849113
98380,0.6997322,0.8498661,0.68419933,0.84209967,0.634986,0.81749296,0.70545393,0.85272694,0.7264161,0.86320806,0.82736146,0.91368073,0.7652055,0.88260275,0.8024418,0.9012209,0.8086314,0.9043157,0.818128,0.909064
98381,0.58526736,0.79263365,0.5963274,0.7981637,0.5036614,0.7518307,0.5767648,0.7883824,0.5801395,0.79006976,0.65830886,0.82915443,0.6396347,0.81981736,0.6708307,0.83541536,0.6851593,0.84257966,0.6663399,0.83316994
98382,0.6027193,0.80135965,0.5841563,0.79207814,0.505445,0.7527225,0.5659342,0.7829671,0.6509271,0.82546353,0.7681523,0.8840761,0.71995145,0.8599757,0.74018717,0.8700936,0.7409929,0.87049645,0.80074394,0.90037197
98383,0.65639687,0.82819843,0.64483404,0.822417,0.5848199,0.79240996,0.61660755,0.8083038,0.6657026,0.8328513,0.7451776,0.8725888,0.6698448,0.83492243,0.71268237,0.8563412,0.7254923,0.8627461,0.73824894,0.8691245
98384,0.681896,0.840948,0.6576546,0.82882726,0.6101171,0.80505854,0.70390964,0.8519548,0.65798247,0.82899123,0.6710939,0.835547,0.632652,0.816326,0.7093888,0.85469437,0.7290441,0.86452204,0.7208961,0.86044806
98385,0.6097938,0.8048969,0.5986557,0.79932785,0.53251255,0.7662563,0.5862184,0.7931092,0.61028075,0.8051404,0.7393032,0.86965156,0.65663695,0.8283185,0.7346563,0.86732817,0.71327436,0.8566372,0.7614651,0.88073254
98386,0.70486784,0.8524339,0.68964934,0.8448247,0.6496429,0.8248215,0.693468,0.846734,0.6909512,0.8454756,0.7443176,0.87215877,0.68837637,0.8441882,0.77730066,0.8886503,0.7731608,0.8865804,0.7718252,0.8859126
98387,0.7239442,0.8619721,0.7347493,0.86737466,0.66288286,0.8314414,0.6710341,0.83551705,0.7819663,0.89098316,0.79971933,0.89985967,0.7393793,0.86968964,0.7922312,0.8961156,0.72833705,0.8641685,0.7902253,0.89511263
98388,0.7560724,0.8780362,0.7099239,0.854962,0.67905444,0.83952725,0.68887514,0.8444376,0.7319888,0.8659944,0.8469207,0.92346036,0.74528134,0.87264067,0.8098719,0.90493596,0.78187585,0.8909379,0.8268055,0.91340274
98389,0.7449962,0.8724981,0.70927054,0.85463524,0.66814536,0.8340727,0.6643573,0.83217865,0.76708925,0.8835446,0.85433125,0.9271656,0.7756412,0.8878206,0.8282493,0.9141246,0.7937468,0.8968734,0.8567264,0.9283632
98390,0.63322043,0.8166102,0.58615863,0.7930793,0.5641623,0.7820811,0.6873586,0.8436793,0.6193056,0.8096528,0.7081711,0.85408556,0.64311934,0.82155967,0.6773827,0.83869135,0.70991826,0.85495913,0.738482,0.869241
98391,0.6641489,0.83207446,0.61309785,0.80654895,0.58580565,0.7929028,0.5862003,0.7931001,0.70850956,0.8542548,0.82931095,0.91465545,0.76252294,0.88126147,0.7431389,0.87156945,0.76607835,0.8830392,0.8180527,0.9090264
98392,0.6310729,0.81553644,0.61383605,0.806918,0.58371395,0.791857,0.66431177,0.8321559,0.5713611,0.78568053,0.6180899,0.80904496,0.5487727,0.77438635,0.6875366,0.8437683,0.6888969,0.84444845,0.66311395,0.831557
98393,0.56892574,0.78446287,0.5720743,0.78603715,0.4883975,0.74419874,0.5578298,0.7789149,0.57751405,0.788757,0.6699611,0.83498055,0.6413194,0.8206597,0.6622356,0.8311178,0.7051393,0.85256964,0.6956054,0.8478027
98394,0.5450398,0.7725199,0.5436828,0.7718414,0.4699182,0.7349591,0.50737125,0.7536856,0.60809374,0.80404687,0.68916243,0.84458125,0.6801772,0.8400886,0.6803181,0.84015906,0.7117057,0.85585284,0.7184605,0.8592303
98395,0.7260154,0.86300766,0.6741671,0.8370836,0.63699013,0.81849504,0.626305,0.8131525,0.7562133,0.87810665,0.878891,0.9394455,0.76234937,0.8811747,0.8298719,0.91493595,0.7658924,0.8829462,0.8314128,0.9157064
98396,0.547879,0.7739395,0.5522976,0.7761488,0.4978481,0.748924,0.60216403,0.801082,0.5637629,0.78188145,0.6438762,0.8219381,0.60800797,0.80400395,0.6747935,0.83739674,0.6798473,0.8399236,0.6856674,0.8428337
98397,0.5569595,0.77847975,0.5583894,0.7791947,0.495395,0.7476975,0.5423714,0.7711857,0.58026946,0.7901347,0.6863848,0.8431924,0.64575046,0.82287526,0.6680192,0.8340096,0.6931445,0.8465723,0.7348014,0.8674007
98398,0.7010761,0.850538,0.64865476,0.82432735,0.6097969,0.80489844,0.5824356,0.7912178,0.7368492,0.8684246,0.8230043,0.9115021,0.75658494,0.87829244,0.7706156,0.8853078,0.7635059,0.88175297,0.80521894,0.90260947
98399,0.46860403,0.73430204,0.47442776,0.73721385,0.41292882,0.7064644,0.42039543,0.7101977,0.50817126,0.75408566,0.5290414,0.7645207,0.54643095,0.7732155,0.52729505,0.76364756,0.52548695,0.7627435,0.5232742,0.7616371
98400,0.54852235,0.7742612,0.5627404,0.78137016,0.4822434,0.7411217,0.58280826,0.7914041,0.52827567,0.76413786,0.5265142,0.7632571,0.54476285,0.7723814,0.56838524,0.7841926,0.6504993,0.8252497,0.578431,0.7892155
98401,0.6332474,0.8166237,0.6711607,0.83558035,0.5692628,0.7846314,0.59473264,0.7973663,0.62185216,0.8109261,0.6491307,0.82456535,0.6494086,0.8247043,0.73123,0.865615,0.71111417,0.8555571,0.6933607,0.84668034
98402,0.7248641,0.86243206,0.6623361,0.83116806,0.65566146,0.82783073,0.6234249,0.81171244,0.6922989,0.84614944,0.8009636,0.9004818,0.6746084,0.83730423,0.7621294,0.8810647,0.7069131,0.85345656,0.7639469,0.88197345
1747,0.7151091,0.85755455,0.6463116,0.82315576,0.64481527,0.8224076,0.64510655,0.8225533,0.6674587,0.8337294,0.7075343,0.85376716,0.6603445,0.83017224,0.69991773,0.8499589,0.7362187,0.86810935,0.7242189,0.8621094
1784,0.6291019,0.81455094,0.6361239,0.81806195,0.59177387,0.79588693,0.582744,0.791372,0.66597366,0.83298683,0.66147804,0.830739,0.6839924,0.8419962,0.6753508,0.8376754,0.7261081,0.86305404,0.6584987,0.8292494
2476,0.75078404,0.875392,0.67213154,0.83606577,0.69937634,0.8496882,0.617841,0.8089205,0.7156492,0.85782456,0.735463,0.8677315,0.6561401,0.82807004,0.71782535,0.8589127,0.64395607,0.82197803,0.68271357,0.84135675
2515,0.76357096,0.8817855,0.7212448,0.8606224,0.7327998,0.8663999,0.6622832,0.8311416,0.7122596,0.85612977,0.7103189,0.85515946,0.6471549,0.82357746,0.7306036,0.8653018,0.7122284,0.8561142,0.7179891,0.85899454
2517,0.72275734,0.86137867,0.68002707,0.8400135,0.68154,0.84077,0.5919695,0.79598475,0.6705532,0.8352766,0.63139164,0.8156958,0.5491494,0.7745747,0.66574395,0.832872,0.62066317,0.8103316,0.5900144,0.7950072
2529,0.70960224,0.8548011,0.6602935,0.8301468,0.6253464,0.8126732,0.5939401,0.79697,0.6827021,0.84135103,0.63195646,0.8159782,0.6651597,0.83257985,0.64281625,0.82140815,0.6059956,0.8029978,0.67012584,0.8350629
2538,0.7230339,0.86151695,0.6691716,0.8345858,0.6430485,0.82152426,0.62694424,0.81347215,0.66114044,0.8305702,0.6337409,0.81687045,0.5877106,0.7938553,0.66180277,0.8309014,0.63681716,0.8184086,0.6152629,0.8076315
2551,0.6911609,0.84558046,0.66671264,0.8333563,0.64158154,0.82079077,0.5346565,0.76732826,0.6420339,0.8210169,0.6672174,0.8336087,0.59711486,0.7985574,0.65509593,0.82754797,0.62469125,0.8123456,0.6330249,0.81651247
2553,0.75720924,0.87860465,0.6951927,0.84759635,0.66574657,0.8328733,0.623951,0.8119755,0.6865548,0.8432774,0.68387985,0.8419399,0.6465951,0.82329756,0.6923041,0.84615207,0.6678673,0.83393365,0.6723248,0.8361624
2554,0.658851,0.8294255,0.6598573,0.82992864,0.5948452,0.7974226,0.62246525,0.8112326,0.64882165,0.8244108,0.71527207,0.85763603,0.6653849,0.83269244,0.6996398,0.8498199,0.71445864,0.85722935,0.7388822,0.8694411
2555,0.5690076,0.7845038,0.58560324,0.7928016,0.531071,0.7655355,0.5581015,0.7790507,0.5108975,0.75544876,0.5076637,0.75383186,0.5076095,0.75380474,0.5512879,0.77564394,0.5699394,0.7849697,0.5252551,0.76262754
2556,0.6731349,0.83656746,0.71183825,0.8559191,0.70547426,0.8527371,0.67009383,0.8350469,0.6326342,0.8163171,0.5961218,0.7980609,0.5607546,0.78037727,0.68734246,0.8436712,0.6540968,0.8270484,0.61090463,0.80545235
2577,0.7429458,0.8714729,0.7213397,0.86066985,0.6572342,0.8286171,0.6644388,0.83221936,0.67390597,0.836953,0.7029792,0.8514896,0.6854301,0.842715,0.705557,0.8527785,0.6964501,0.84822506,0.698245,0.8491225
2582,0.68504655,0.8425233,0.6307219,0.81536096,0.62702656,0.8135133,0.56886524,0.78443265,0.6307097,0.8153548,0.67404246,0.83702123,0.5999099,0.79995495,0.65108025,0.8255401,0.6237937,0.81189686,0.62494683,0.8124734
2583,0.6872361,0.84361804,0.7299428,0.8649714,0.690091,0.8450455,0.63692784,0.8184639,0.6702685,0.83513427,0.6465361,0.82326806,0.62086666,0.8104333,0.69194186,0.8459709,0.6540662,0.8270331,0.6292579,0.81462896
2584,0.7334397,0.86671984,0.64138734,0.8206937,0.64627063,0.8231353,0.56715417,0.7835771,0.6801169,0.84005845,0.68425286,0.8421264,0.6000451,0.80002254,0.6634073,0.83170366,0.57517695,0.7875885,0.62362206,0.81181103
2585,0.67100334,0.8355017,0.6457977,0.82289886,0.6115526,0.8057763,0.59878325,0.7993916,0.60736215,0.8036811,0.6391333,0.8195666,0.5893525,0.79467624,0.67177176,0.8358859,0.63259065,0.8162953,0.63488644,0.81744325
2586,0.7330291,0.86651456,0.6936292,0.84681463,0.6792423,0.8396212,0.6358237,0.81791186,0.6164599,0.8082299,0.6740071,0.8370036,0.57523024,0.7876151,0.6810734,0.8405367,0.65963614,0.82981807,0.6345021,0.8172511
2587,0.6508821,0.82544106,0.6439705,0.82198524,0.67165196,0.835826,0.59514725,0.7975736,0.5786283,0.78931415,0.5654756,0.7827378,0.5368191,0.76840955,0.6173703,0.8086852,0.5919194,0.7959597,0.55199695,0.7759985
2588,0.7323607,0.86618036,0.68042076,0.8402104,0.6388109,0.81940544,0.65959525,0.8297976,0.63118887,0.81559443,0.63348955,0.8167448,0.5889243,0.79446214,0.6721222,0.8360611,0.67090166,0.8354508,0.63030034,0.81515014
2589,0.75053394,0.87526697,0.6982264,0.8491132,0.7047732,0.8523866,0.6336527,0.81682634,0.6825985,0.84129924,0.6881633,0.84408164,0.6206955,0.81034774,0.7030664,0.8515332,0.6373911,0.81869555,0.6586059,0.8293029
2590,0.7217739,0.86088693,0.6461649,0.82308245,0.636695,0.8183475,0.6009229,0.8004614,0.6728749,0.83643746,0.7132325,0.85661626,0.63892144,0.81946075,0.6721039,0.83605194,0.6163142,0.8081571,0.6772913,0.83864564
2591,0.69195616,0.8459781,0.6443941,0.8221971,0.64115137,0.8205757,0.5683081,0.78415406,0.65245724,0.8262286,0.7170965,0.8585483,0.6056161,0.80280805,0.6776428,0.8388214,0.6514523,0.82572615,0.6861057,0.84305286
2592,0.7602136,0.8801068,0.6830136,0.84150684,0.69619656,0.8480983,0.67110515,0.8355526,0.68445677,0.8422284,0.6723395,0.8361697,0.576705,0.7883525,0.68802106,0.84401053,0.62153715,0.8107686,0.6310649,0.81553245
2594,0.68261826,0.84130913,0.630901,0.8154505,0.60667086,0.8033354,0.62141925,0.8107096,0.64559126,0.8227956,0.63105035,0.8155252,0.5931242,0.7965621,0.6317684,0.81588423,0.5827621,0.79138106,0.5909536,0.7954768
2595,0.6474004,0.8237002,0.6419509,0.8209754,0.605129,0.8025645,0.60559285,0.8027964,0.5979377,0.79896885,0.6234632,0.8117316,0.5975388,0.7987694,0.6492177,0.82460886,0.61881167,0.8094058,0.6268967,0.8134483
2597,0.8063661,0.90318304,0.7150693,0.85753465,0.7610578,0.8805289,0.6458789,0.82293946,0.75741136,0.8787057,0.789961,0.8949805,0.67494273,0.83747137,0.7648693,0.8824346,0.67832255,0.8391613,0.72476465,0.8623823
2645,0.6644932,0.8322466,0.6749731,0.8374865,0.6821687,0.84108436,0.6134664,0.8067332,0.6292449,0.81462246,0.64666414,0.8233321,0.61422455,0.8071123,0.65726256,0.8286313,0.66438264,0.83219135,0.6615094,0.8307547
2654,0.7103348,0.8551674,0.68119246,0.8405962,0.67221344,0.8361067,0.68747604,0.843738,0.6453155,0.82265776,0.6115725,0.80578625,0.5794932,0.78974664,0.6676705,0.83383524,0.60025954,0.8001298,0.6014739,0.80073696
2655,0.6321529,0.81607646,0.6128276,0.80641377,0.57587975,0.7879399,0.62486196,0.812431,0.58186984,0.7909349,0.60586023,0.8029301,0.58196026,0.7909801,0.6088034,0.8044017,0.6166485,0.8083242,0.60453594,0.80226797
2656,0.67964613,0.83982307,0.7002285,0.8501142,0.63226706,0.8161335,0.61980736,0.8099037,0.6145093,0.8072547,0.6194988,0.80974936,0.5785782,0.7892891,0.6670006,0.83350027,0.6257099,0.81285495,0.6010883,0.80054414
2657,0.64324987,0.82162493,0.62424564,0.8121228,0.5877795,0.79388976,0.57859945,0.7892997,0.6390936,0.8195468,0.69260246,0.8463012,0.6046452,0.8023226,0.7260013,0.86300063,0.7278299,0.86391497,0.69551766,0.8477588
2658,0.67265147,0.83632576,0.61034733,0.80517364,0.6241006,0.81205034,0.5873279,0.793664,0.5823176,0.7911588,0.5429479,0.77147394,0.44011015,0.7200551,0.60427094,0.80213547,0.5611617,0.7805809,0.5094868,0.7547434
2659,0.60509187,0.8025459,0.62109244,0.8105462,0.5726048,0.7863024,0.55009866,0.7750493,0.5879469,0.79397345,0.6011073,0.8005537,0.6182489,0.80912447,0.60721993,0.80360997,0.6468449,0.82342243,0.6463145,0.82315725
2660,0.65447366,0.82723683,0.6435046,0.8217523,0.5970123,0.79850614,0.5798402,0.7899201,0.6293174,0.8146587,0.62822,0.81411004,0.64878225,0.8243911,0.6429945,0.82149726,0.6324576,0.8162288,0.64388835,0.8219442
2741,0.7066535,0.85332674,0.60364044,0.8018202,0.5938728,0.7969364,0.6400472,0.8200236,0.60693437,0.80346715,0.5772257,0.78861284,0.5342491,0.76712453,0.58393866,0.7919693,0.59757805,0.798789,0.5728853,0.78644264
2766,0.70924747,0.85462373,0.77523124,0.8876156,0.7039157,0.85195786,0.6318706,0.8159353,0.6844189,0.84220946,0.6723906,0.8361953,0.62302244,0.8115112,0.7455221,0.872761,0.69437313,0.84718657,0.6686486,0.8343243
2793,0.6814144,0.8407072,0.7133319,0.85666597,0.60927945,0.8046397,0.60287964,0.8014398,0.6544672,0.8272336,0.6624572,0.8312286,0.6649319,0.83246595,0.7159989,0.85799944,0.66011906,0.8300595,0.68061674,0.84030837
2810,0.6829796,0.8414898,0.67023396,0.835117,0.66454124,0.8322706,0.5868796,0.7934398,0.5913391,0.79566956,0.56834185,0.7841709,0.4720624,0.7360312,0.661395,0.83069754,0.5618292,0.7809146,0.51518476,0.7575924
2824,0.7000339,0.85001695,0.74183416,0.8709171,0.65908384,0.8295419,0.67502165,0.8375108,0.7116963,0.8558482,0.64465743,0.8223287,0.6554252,0.8277126,0.7363062,0.8681531,0.71860075,0.8593004,0.68132365,0.8406618
3002,0.66981685,0.8349084,0.6948776,0.8474388,0.6591116,0.8295558,0.6464386,0.8232193,0.6339388,0.8169694,0.5910591,0.79552954,0.644176,0.822088,0.63339305,0.8166965,0.65780354,0.82890177,0.6335211,0.81676054
3021,0.66999584,0.8349979,0.69101155,0.8455058,0.60690737,0.8034537,0.59468687,0.79734343,0.62512934,0.8125647,0.55537206,0.777686,0.5667769,0.78338844,0.626347,0.81317353,0.6014185,0.80070925,0.5643978,0.7821989
3093,0.71069276,0.8553464,0.70837873,0.8541894,0.6506405,0.82532024,0.6602679,0.8301339,0.7022219,0.85111094,0.70661896,0.8533095,0.68260974,0.8413049,0.71624625,0.8581231,0.67941844,0.8397092,0.7005359,0.85026795
3105,0.77414477,0.8870724,0.75856745,0.8792837,0.7031729,0.85158646,0.6744888,0.8372444,0.751842,0.875921,0.7259096,0.8629548,0.7221427,0.86107135,0.7356374,0.8678187,0.7086247,0.85431236,0.7358198,0.8679099
3113,0.6304773,0.81523865,0.572859,0.7864295,0.5752431,0.78762156,0.5330034,0.76650167,0.5693666,0.7846833,0.65734434,0.8286722,0.57018197,0.785091,0.6134789,0.80673945,0.6062915,0.80314577,0.6197338,0.8098669
3118,0.6101636,0.80508184,0.638955,0.8194775,0.56351966,0.78175986,0.60160017,0.8008001,0.59919727,0.79959863,0.58635503,0.7931775,0.5866626,0.79333127,0.6399159,0.819958,0.6599276,0.8299638,0.6420325,0.82101625
3120,0.6719099,0.83595496,0.6619197,0.83095986,0.6196115,0.80980575,0.62878203,0.814391,0.6294694,0.8147347,0.65130275,0.8256514,0.61115634,0.8055782,0.66842914,0.83421457,0.6735089,0.83675444,0.6704429,0.8352214
3122,0.79552364,0.8977618,0.72505164,0.8625258,0.6882558,0.8441279,0.618507,0.8092535,0.7390665,0.86953324,0.7435318,0.8717659,0.65870285,0.8293514,0.7590461,0.87952304,0.6975143,0.84875715,0.7101915,0.85509574
3123,0.65407544,0.8270377,0.6221626,0.8110813,0.58430713,0.7921536,0.58003,0.790015,0.62640834,0.81320417,0.66506124,0.8325306,0.6202536,0.8101268,0.6700829,0.83504146,0.6533391,0.8266696,0.6574029,0.82870144
3133,0.7611946,0.8805973,0.6806334,0.8403167,0.6560874,0.8280437,0.62340444,0.81170225,0.68768764,0.8438438,0.755487,0.8777435,0.6675791,0.8337896,0.75495577,0.8774779,0.68189114,0.8409456,0.738837,0.8694185
3134,0.8028455,0.90142274,0.7350485,0.86752427,0.73193973,0.8659699,0.63657826,0.81828916,0.7486262,0.8743131,0.7619407,0.88097036,0.6736405,0.83682024,0.7451116,0.8725558,0.7103826,0.8551913,0.7066877,0.85334384
3135,0.7465402,0.8732701,0.68271893,0.8413595,0.6831659,0.84158295,0.60210377,0.80105186,0.6951585,0.84757924,0.689832,0.844916,0.6079576,0.8039788,0.6593723,0.82968616,0.6297054,0.8148527,0.64011264,0.8200563
3136,0.720579,0.8602895,0.73021686,0.86510843,0.6729053,0.83645266,0.624161,0.8120805,0.6897471,0.84487355,0.673303,0.8366515,0.6331401,0.81657004,0.72703207,0.86351603,0.6685262,0.8342631,0.6555446,0.82777226
