,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
2645,0.6734704,0.8367352,0.6794716,0.8397358,0.6968025,0.84840125,0.6230484,0.8115242,0.6239815,0.81199074,0.6430773,0.8215387,0.59858626,0.79929316,0.6557409,0.8278705,0.6611364,0.8305682,0.64832175,0.8241609
2654,0.7497083,0.87485415,0.7001004,0.8500502,0.70458686,0.85229343,0.69744843,0.84872425,0.7027298,0.8513649,0.6705061,0.83525306,0.6125947,0.80629736,0.7040312,0.8520156,0.6214417,0.81072086,0.63483477,0.8174174
2655,0.7598049,0.8799025,0.7103623,0.85518116,0.6853838,0.8426919,0.66660535,0.8333027,0.68450576,0.84225285,0.7073995,0.85369974,0.6466776,0.8233388,0.71052945,0.8552647,0.67184615,0.8359231,0.6889359,0.84446794
2656,0.7352228,0.8676114,0.7027408,0.8513704,0.63973176,0.8198659,0.6280798,0.8140399,0.6704805,0.83524024,0.7008164,0.8504082,0.63970006,0.81985,0.70930547,0.85465276,0.6588948,0.8294474,0.64897263,0.8244863
2657,0.671988,0.835994,0.6489577,0.82447886,0.63097966,0.8154898,0.5944967,0.79724836,0.64840364,0.8242018,0.71308696,0.8565435,0.59728765,0.7986438,0.7330029,0.86650145,0.7339278,0.86696386,0.7090291,0.85451454
2658,0.7005172,0.8502586,0.64282215,0.8214111,0.638741,0.8193705,0.604318,0.802159,0.62116337,0.8105817,0.6139325,0.80696625,0.49139553,0.74569774,0.65716976,0.8285849,0.59860575,0.7993029,0.5635046,0.7817523
2659,0.6301861,0.81509304,0.6389736,0.8194868,0.58219886,0.7910994,0.5694802,0.7847401,0.6045195,0.80225974,0.59773093,0.79886544,0.61644125,0.8082206,0.5997906,0.7998953,0.6365945,0.81829727,0.60813993,0.80407
2660,0.75753933,0.87876964,0.68831396,0.844157,0.658969,0.82948446,0.64522845,0.8226142,0.7000906,0.8500453,0.7232222,0.8616111,0.6838112,0.8419056,0.7108284,0.8554142,0.68869543,0.8443477,0.70792514,0.85396254
2741,0.62638915,0.8131946,0.5129827,0.75649136,0.49341732,0.74670863,0.55187273,0.77593637,0.52362186,0.7618109,0.51807064,0.75903535,0.46108568,0.73054284,0.5025998,0.75129986,0.515844,0.757922,0.4818192,0.7409096
2766,0.75227296,0.8761365,0.7985215,0.89926076,0.7045667,0.85228336,0.6462783,0.8231392,0.72061634,0.8603082,0.68026674,0.84013337,0.6406126,0.8203063,0.7474748,0.8737374,0.67559147,0.83779573,0.6467756,0.8233878
2793,0.6941359,0.84706795,0.7180568,0.8590284,0.58450985,0.7922549,0.6241779,0.81208897,0.6629762,0.83148813,0.6498922,0.8249461,0.65779215,0.82889605,0.69695926,0.8484796,0.70105934,0.8505297,0.6881325,0.84406626
2810,0.76443934,0.8822197,0.74632597,0.873163,0.69122744,0.8456137,0.64070994,0.82035494,0.6953211,0.84766054,0.6533868,0.8266934,0.5650563,0.78252816,0.7017388,0.8508694,0.6271832,0.8135916,0.59101224,0.7955061
2824,0.70917404,0.854587,0.74098325,0.8704916,0.6692898,0.8346449,0.65168273,0.82584137,0.7227008,0.8613504,0.6524582,0.8262291,0.6578422,0.8289211,0.7433219,0.87166095,0.69835234,0.84917617,0.6681504,0.8340752
3002,0.7282244,0.8641122,0.6941664,0.8470832,0.6771233,0.83856165,0.62929744,0.81464875,0.6910091,0.8455045,0.6765156,0.8382578,0.6852383,0.8426192,0.6857081,0.842854,0.6709792,0.83548963,0.67985207,0.839926
3021,0.697158,0.848579,0.681968,0.840984,0.595799,0.7978995,0.58612865,0.79306436,0.6444329,0.82221645,0.60551584,0.8027579,0.5935086,0.7967543,0.6312933,0.81564665,0.5955305,0.79776525,0.5688508,0.7844254
3093,0.7821299,0.89106494,0.7428765,0.87143826,0.69618607,0.84809303,0.649047,0.8245235,0.7958311,0.89791554,0.77809536,0.8890477,0.74153626,0.87076813,0.75817895,0.8790895,0.7277739,0.86388695,0.7635822,0.8817911
3105,0.78830814,0.8941541,0.75265336,0.8763267,0.68375015,0.8418751,0.64288473,0.82144237,0.7495618,0.8747809,0.7632247,0.88161236,0.7464912,0.8732456,0.7306217,0.86531085,0.71699286,0.8584964,0.76924217,0.8846211
3113,0.64126396,0.820632,0.58310497,0.7915525,0.58027923,0.7901396,0.54181576,0.7709079,0.5860505,0.79302526,0.6569372,0.82846856,0.5833713,0.79168564,0.6153587,0.80767936,0.5888206,0.7944103,0.6212736,0.81063676
3118,0.72406876,0.8620344,0.6711289,0.8355645,0.60613537,0.8030677,0.6059195,0.80295974,0.68552065,0.8427603,0.71549094,0.85774547,0.67068475,0.8353424,0.69516176,0.8475809,0.68231165,0.8411558,0.6961894,0.8480947
3120,0.6367899,0.81839496,0.6603198,0.8301599,0.59120095,0.7956005,0.6188282,0.8094141,0.59406835,0.79703414,0.5992781,0.79963905,0.59031266,0.79515636,0.640893,0.8204465,0.6364479,0.81822395,0.61615765,0.8080788
3122,0.7812507,0.89062536,0.71892697,0.85946345,0.6952032,0.8476016,0.62292063,0.8114603,0.7055552,0.8527776,0.7410674,0.8705337,0.628616,0.814308,0.7312784,0.8656392,0.68766916,0.8438346,0.69763136,0.8488157
3123,0.72550863,0.86275434,0.642002,0.821001,0.63289136,0.8164457,0.5761914,0.7880957,0.6838428,0.8419214,0.7297275,0.86486375,0.64167726,0.82083863,0.6812791,0.8406396,0.6589713,0.82948565,0.6561785,0.82808924
3133,0.7838075,0.89190376,0.70591426,0.8529571,0.70499504,0.8524975,0.6463485,0.82317424,0.7132789,0.85663944,0.7658318,0.8829159,0.69012564,0.84506285,0.7658526,0.8829263,0.6964756,0.8482378,0.73868465,0.8693423
3134,0.81373256,0.9068663,0.7218734,0.8609367,0.7195331,0.85976654,0.6342823,0.8171412,0.765167,0.8825835,0.7940705,0.89703524,0.6958525,0.84792626,0.75158197,0.87579095,0.7244523,0.8622261,0.7457173,0.87285864
3135,0.7143434,0.8571717,0.6604164,0.8302082,0.6169707,0.8084854,0.5743555,0.78717774,0.6612258,0.8306129,0.6412581,0.82062906,0.5996544,0.7998272,0.6311062,0.81555307,0.5878094,0.79390466,0.6079211,0.80396056
3136,0.7425824,0.87129116,0.76907265,0.8845363,0.6675942,0.8337971,0.637603,0.8188015,0.729071,0.8645355,0.70789933,0.85394967,0.6913327,0.84566635,0.74654543,0.8732727,0.7119441,0.85597205,0.71243244,0.8562162
3137,0.7032218,0.8516109,0.5904835,0.7952417,0.5838335,0.7919167,0.5342805,0.76714027,0.6201345,0.81006724,0.70657,0.853285,0.5784668,0.7892334,0.6417416,0.82087076,0.5899948,0.7949974,0.6295882,0.81479406
3138,0.73952335,0.8697617,0.6632388,0.8316194,0.7016908,0.8508454,0.62514246,0.8125712,0.6782719,0.83913594,0.68863547,0.84431773,0.6026499,0.80132496,0.6767441,0.83837205,0.63319653,0.8165983,0.64811766,0.82405883
3139,0.75405145,0.8770257,0.6765075,0.83825374,0.68658316,0.8432916,0.6257701,0.81288505,0.68280995,0.841405,0.7019516,0.8509758,0.5856387,0.7928194,0.71108454,0.8555423,0.65525144,0.82762575,0.66564107,0.83282053
3140,0.7146176,0.8573088,0.6135318,0.8067659,0.60857487,0.80428743,0.5489956,0.7744978,0.6530324,0.8265162,0.7169313,0.8584657,0.6304981,0.8152491,0.6573421,0.82867104,0.6072391,0.80361956,0.65279925,0.8263996
3141,0.69700825,0.8485041,0.71017224,0.8550861,0.6238433,0.81192166,0.5865084,0.7932542,0.66282153,0.83141077,0.6742977,0.83714885,0.61065817,0.8053291,0.6697266,0.8348633,0.6641468,0.8320734,0.6788055,0.83940274
3142,0.76894975,0.8844749,0.6712198,0.8356099,0.70992535,0.8549627,0.61075765,0.8053788,0.72470367,0.86235183,0.76519996,0.88259995,0.6540079,0.82700396,0.74554384,0.8727719,0.6841023,0.84205115,0.72447526,0.86223763
3143,0.778023,0.8890115,0.71358466,0.85679233,0.71376234,0.85688114,0.6598156,0.8299078,0.712942,0.856471,0.73744214,0.86872107,0.6767483,0.83837414,0.7259383,0.86296916,0.6850364,0.8425182,0.70259655,0.8512983
3144,0.7102252,0.8551126,0.6640506,0.8320253,0.6843916,0.8421958,0.57612693,0.78806347,0.6911583,0.84557915,0.6714207,0.83571035,0.58711195,0.793556,0.7125499,0.85627496,0.6165737,0.80828685,0.6085583,0.80427915
3145,0.685893,0.8429465,0.6383834,0.8191917,0.6026998,0.8013499,0.590773,0.7953865,0.63103265,0.81551635,0.62736213,0.81368107,0.59904635,0.7995232,0.61010253,0.80505127,0.60344243,0.8017212,0.59636116,0.7981806
3146,0.7129249,0.8564625,0.611252,0.80562603,0.6390867,0.81954336,0.56137604,0.78068805,0.65986776,0.8299339,0.71181273,0.85590637,0.5838711,0.79193556,0.66160333,0.83080167,0.6093739,0.80468696,0.6464658,0.8232329
3147,0.73263514,0.8663176,0.67577505,0.8378875,0.6551664,0.8275832,0.6531502,0.8265751,0.6591301,0.82956505,0.6894051,0.84470254,0.59664583,0.7983229,0.7019061,0.85095304,0.6629511,0.83147556,0.66119224,0.8305961
3148,0.71810436,0.8590522,0.68663466,0.84331733,0.67320627,0.83660316,0.6007153,0.80035764,0.6891879,0.84459394,0.689731,0.8448655,0.65110165,0.8255508,0.70876956,0.8543848,0.6650112,0.8325056,0.6969446,0.8484723
3149,0.74750316,0.8737516,0.6950776,0.8475388,0.671548,0.835774,0.6486431,0.8243215,0.6887282,0.8443641,0.6795863,0.83979315,0.6372886,0.8186443,0.6783611,0.8391806,0.6352848,0.8176424,0.6513534,0.8256767
3150,0.7861097,0.89305484,0.65243304,0.8262165,0.6855122,0.8427561,0.6314919,0.81574595,0.6981807,0.84909034,0.7525246,0.8762623,0.62332255,0.81166124,0.71779215,0.8588961,0.63595706,0.8179785,0.6986295,0.84931475
3153,0.71451366,0.8572568,0.6571115,0.82855576,0.66038406,0.830192,0.60348976,0.8017449,0.679389,0.8396945,0.6747204,0.8373602,0.6311115,0.81555575,0.6757766,0.8378883,0.63449,0.817245,0.64680254,0.8234013
3155,0.6889845,0.84449226,0.6361395,0.81806976,0.6020603,0.80103016,0.5213526,0.76067626,0.63015115,0.8150756,0.6006964,0.80034816,0.5541148,0.7770574,0.6029967,0.80149835,0.5428306,0.7714153,0.5645026,0.7822513
3156,0.75809324,0.8790466,0.6068135,0.8034067,0.65556455,0.8277823,0.57043827,0.78521913,0.65870726,0.82935363,0.6874629,0.84373146,0.544184,0.772092,0.6530139,0.826507,0.5718529,0.78592646,0.6271428,0.8135714
3157,0.75904727,0.87952363,0.7006679,0.8503339,0.72028667,0.8601433,0.6707294,0.8353647,0.7177323,0.85886616,0.725453,0.8627265,0.6445012,0.8222506,0.72075117,0.8603756,0.6775392,0.8387696,0.69563276,0.84781635
3158,0.67644894,0.8382245,0.5988643,0.79943216,0.54503685,0.7725184,0.5340437,0.7670219,0.59958816,0.7997941,0.6357138,0.8178569,0.5886054,0.7943027,0.61359537,0.8067977,0.56880635,0.7844032,0.58535117,0.7926756
3159,0.7006372,0.8503186,0.64030707,0.82015353,0.6890509,0.84452546,0.5471571,0.7735785,0.6758293,0.83791465,0.7016896,0.8508448,0.6139586,0.8069793,0.692014,0.846007,0.6111872,0.8055936,0.6452264,0.82261324
3160,0.7729157,0.88645786,0.70425296,0.8521265,0.6875384,0.8437692,0.62200904,0.8110045,0.72114336,0.8605717,0.752854,0.876427,0.69598603,0.847993,0.74381435,0.8719072,0.6900653,0.8450327,0.7313858,0.8656929
3161,0.8046447,0.90232235,0.7565291,0.87826455,0.74208105,0.8710405,0.65094614,0.82547307,0.7740376,0.8870188,0.73719174,0.86859584,0.659318,0.829659,0.74977225,0.87488616,0.67663413,0.83831704,0.7240359,0.862018
3162,0.7309613,0.86548066,0.6118238,0.8059119,0.6291834,0.8145917,0.59363496,0.7968175,0.65434146,0.8271707,0.70856273,0.85428137,0.6054573,0.80272865,0.69502723,0.8475136,0.6253983,0.81269914,0.6599953,0.82999766
3186,0.80578864,0.9028943,0.7120165,0.8560083,0.6538501,0.82692504,0.6189812,0.80949056,0.7599262,0.8799631,0.74951136,0.8747557,0.6821785,0.84108925,0.7151363,0.85756814,0.65939766,0.8296988,0.71911526,0.8595576
3225,0.6851971,0.84259856,0.73841727,0.86920863,0.6383275,0.81916374,0.6273267,0.81366336,0.6764519,0.83822596,0.6142782,0.8071391,0.6165507,0.80827534,0.64872515,0.8243626,0.6433457,0.82167286,0.60615546,0.8030777
3315,0.721475,0.8607375,0.6631203,0.83156013,0.6804162,0.8402081,0.5999849,0.79999244,0.6518645,0.82593226,0.7245543,0.86227715,0.62362677,0.81181335,0.7017215,0.8508607,0.6832088,0.8416044,0.6822003,0.84110016
3321,0.74422985,0.8721149,0.68914187,0.84457093,0.66247123,0.83123565,0.5991312,0.7995656,0.70181966,0.8509098,0.71242404,0.856212,0.6265149,0.81325746,0.7051559,0.8525779,0.62760675,0.8138034,0.64991915,0.8249596
3332,0.72518337,0.8625917,0.68090296,0.8404515,0.7322079,0.86610395,0.63592005,0.81796,0.65844405,0.829222,0.6628139,0.83140695,0.55662894,0.7783145,0.68439555,0.8421978,0.62847114,0.81423557,0.6048597,0.80242985
5877,0.6673914,0.8336957,0.72566175,0.8628309,0.6193293,0.8096646,0.6036709,0.8018354,0.66243124,0.8312156,0.6430179,0.82150894,0.65097356,0.8254868,0.65995705,0.8299785,0.6772288,0.8386144,0.6601144,0.8300572
5981,0.78611326,0.89305663,0.7110262,0.8555131,0.75365585,0.87682796,0.66043603,0.830218,0.72329247,0.86164623,0.6804657,0.84023285,0.5974772,0.7987386,0.7175783,0.85878915,0.65872824,0.8293641,0.64521277,0.8226064
6043,0.72559196,0.86279595,0.6346331,0.81731653,0.59330994,0.79665494,0.6089625,0.80448127,0.6711912,0.8355956,0.68991816,0.8449591,0.63768244,0.8188412,0.62982655,0.8149133,0.6789475,0.8394737,0.6622771,0.83113855
6078,0.75079054,0.8753953,0.66935956,0.8346798,0.6611992,0.8305996,0.58196515,0.7909826,0.7256831,0.86284155,0.7448518,0.8724259,0.66244656,0.83122325,0.6868521,0.84342605,0.69437265,0.8471863,0.7178595,0.85892975
6081,0.77919686,0.8895984,0.6946168,0.8473084,0.6803651,0.84018254,0.6811596,0.8405798,0.739897,0.8699485,0.7733423,0.8866712,0.7292285,0.86461425,0.73047423,0.8652371,0.7382295,0.86911476,0.72668874,0.8633444
6082,0.73850465,0.8692523,0.6178214,0.8089107,0.6245476,0.8122738,0.5852932,0.7926466,0.7022676,0.8511338,0.76108944,0.8805447,0.6837082,0.8418541,0.68431604,0.842158,0.6929295,0.84646475,0.70384103,0.8519205
6090,0.6847206,0.84236026,0.6261774,0.81308866,0.61937463,0.8096873,0.63112986,0.81556493,0.62231934,0.8111597,0.6247717,0.81238586,0.58992636,0.7949632,0.6489792,0.8244896,0.5963733,0.79818666,0.60945314,0.8047266
6127,0.7658955,0.88294774,0.7796267,0.88981336,0.7623972,0.88119864,0.64293826,0.8214691,0.7655369,0.88276845,0.7744051,0.88720256,0.6834464,0.8417232,0.7903031,0.89515156,0.67597955,0.8379898,0.73014545,0.8650727
6211,0.6775195,0.8387598,0.6473727,0.82368636,0.62148845,0.8107442,0.5509388,0.7754694,0.62837934,0.8141897,0.6787026,0.8393513,0.640051,0.8200255,0.66273487,0.83136743,0.67120683,0.8356034,0.67632174,0.8381609
6213,0.7475095,0.87375474,0.6223783,0.8111892,0.6084852,0.8042426,0.55904114,0.7795206,0.675936,0.837968,0.68773395,0.84386694,0.6141615,0.80708075,0.6374573,0.8187287,0.653643,0.8268215,0.6537117,0.82685584
6214,0.6981869,0.84909344,0.6494976,0.8247488,0.58886003,0.79443,0.5698668,0.7849334,0.65720993,0.82860494,0.67277324,0.8363866,0.65295553,0.82647777,0.6338491,0.8169246,0.6594581,0.8297291,0.6765594,0.8382797
6231,0.73326564,0.8666328,0.65222526,0.8261126,0.6256249,0.81281245,0.55386245,0.7769312,0.6651883,0.83259416,0.6457671,0.82288355,0.58161384,0.7908069,0.6386795,0.81933975,0.6141652,0.8070826,0.61882883,0.8094144
6232,0.7726999,0.8863499,0.68125594,0.84062797,0.7096721,0.85483605,0.59484637,0.7974232,0.7073026,0.8536513,0.747184,0.873592,0.6285224,0.8142612,0.71941113,0.85970557,0.65354466,0.82677233,0.6973693,0.84868467
6233,0.75294966,0.87647486,0.7009252,0.85046256,0.69245887,0.84622943,0.58881825,0.79440916,0.69709146,0.84854573,0.6899301,0.84496504,0.5885916,0.7942958,0.6863123,0.84315616,0.64121103,0.8206055,0.6178535,0.80892676
6239,0.77149117,0.8857456,0.68567383,0.8428369,0.69882905,0.8494145,0.6425047,0.82125235,0.73750794,0.86875397,0.7908187,0.89540935,0.7071656,0.8535828,0.75384885,0.8769244,0.7524531,0.87622654,0.78009856,0.8900493
6240,0.7490258,0.8745129,0.6665639,0.833282,0.6532986,0.8266493,0.5772983,0.78864914,0.7072041,0.85360205,0.7281036,0.8640518,0.6650487,0.83252436,0.66492444,0.8324622,0.6764654,0.8382327,0.6999779,0.84998894
6254,0.69282365,0.8464118,0.7249057,0.86245286,0.60933137,0.8046657,0.6389028,0.8194514,0.6938721,0.84693605,0.6897803,0.8448901,0.67472094,0.8373605,0.7203209,0.86016047,0.6750641,0.83753204,0.71427274,0.85713637
6255,0.68468094,0.84234047,0.5974371,0.7987186,0.6319035,0.81595176,0.56838727,0.78419363,0.60560393,0.80280197,0.62517095,0.8125855,0.5681491,0.78407454,0.61755455,0.8087773,0.6136596,0.8068298,0.6023865,0.80119324
6342,0.63609505,0.8180475,0.63239634,0.81619817,0.55761683,0.7788084,0.5464513,0.77322567,0.61385274,0.80692637,0.59246266,0.7962313,0.575927,0.7879635,0.59904677,0.79952335,0.556955,0.7784775,0.54976976,0.7748849
7630,0.64139485,0.8206974,0.6758398,0.8379199,0.5415628,0.7707814,0.6224784,0.81123924,0.6352894,0.8176447,0.62481356,0.8124068,0.6457319,0.82286596,0.6746495,0.83732474,0.6659875,0.83299375,0.71546865,0.8577343
7654,0.7070068,0.8535034,0.6441448,0.8220724,0.62608635,0.8130432,0.54415375,0.77207685,0.6347479,0.817374,0.67721546,0.8386077,0.58429927,0.79214966,0.63285136,0.8164257,0.6226076,0.8113038,0.6080233,0.80401164
8890,0.59918284,0.7995914,0.6225159,0.81125796,0.5916834,0.7958417,0.65066504,0.8253325,0.59645903,0.7982295,0.5979893,0.79899466,0.59222865,0.7961143,0.6633954,0.8316977,0.6706561,0.83532804,0.66539764,0.8326988
8916,0.59208095,0.7960405,0.5957407,0.79787034,0.58335066,0.7916753,0.5146687,0.75733435,0.55073833,0.77536917,0.48858032,0.7442902,0.4734804,0.73674023,0.52753663,0.7637683,0.5358639,0.76793194,0.47849035,0.7392452
9028,0.67313075,0.8365654,0.64955544,0.8247777,0.6082758,0.8041379,0.6150791,0.8075396,0.60988176,0.8049409,0.63203216,0.8160161,0.6194104,0.8097052,0.66053295,0.8302665,0.6261406,0.8130703,0.64585865,0.8229293
9066,0.7292429,0.86462146,0.6393448,0.8196724,0.6035316,0.8017658,0.5636202,0.7818101,0.6670885,0.83354425,0.6988151,0.84940755,0.59147537,0.7957377,0.66244745,0.8312237,0.6353644,0.8176822,0.6469872,0.8234936
9445,0.67120826,0.83560413,0.66367817,0.8318391,0.62143534,0.8107177,0.64303553,0.82151777,0.6265704,0.81328523,0.63534784,0.8176739,0.6075916,0.8037958,0.67824817,0.8391241,0.676445,0.8382225,0.6439833,0.8219917
9542,0.77183545,0.8859177,0.72924936,0.8646247,0.67238545,0.8361927,0.654853,0.8274265,0.7549194,0.8774597,0.70161045,0.8508052,0.62106043,0.8105302,0.7250024,0.8625012,0.6795895,0.83979475,0.65722895,0.8286145
9546,0.7348729,0.8674364,0.6847591,0.84237957,0.61679864,0.8083993,0.59689164,0.7984458,0.64694965,0.8234748,0.6361463,0.81807315,0.59811157,0.7990558,0.6785573,0.83927864,0.62169147,0.81084573,0.60367787,0.80183893
9547,0.6757406,0.8378703,0.6391089,0.81955445,0.62679195,0.813396,0.6288314,0.8144157,0.59615254,0.7980763,0.59299016,0.7964951,0.5737082,0.7868541,0.6166742,0.8083371,0.62315416,0.8115771,0.59495574,0.79747784
9583,0.6644038,0.8322019,0.63637614,0.8181881,0.58387876,0.7919394,0.6263989,0.81319946,0.5859877,0.79299384,0.55214167,0.77607083,0.54075223,0.7703761,0.5939084,0.7969542,0.616405,0.8082025,0.54227394,0.771137
9587,0.6075687,0.8037844,0.5848495,0.79242474,0.5572016,0.7786008,0.48823255,0.7441163,0.54345375,0.77172685,0.628809,0.8144045,0.5563283,0.77816415,0.58265376,0.7913269,0.6118407,0.80592036,0.6102785,0.80513924
12037,0.7015375,0.85076874,0.7079923,0.85399616,0.6770436,0.83852184,0.62390554,0.81195277,0.67486995,0.837435,0.7173358,0.8586679,0.6725663,0.83628315,0.72808826,0.86404413,0.7220329,0.86101645,0.73637104,0.8681855
12116,0.6934633,0.84673166,0.6434159,0.82170796,0.65505046,0.82752526,0.568514,0.784257,0.6591407,0.82957035,0.7362808,0.8681404,0.65858114,0.82929057,0.6955509,0.84777546,0.66926146,0.8346307,0.71983093,0.8599155
12122,0.76299757,0.8814988,0.6663532,0.8331766,0.6737244,0.8368622,0.57828045,0.7891402,0.68914175,0.8445709,0.7321882,0.8660941,0.61220926,0.80610466,0.686596,0.84329796,0.65736294,0.82868147,0.67396605,0.836983
12124,0.70947945,0.8547397,0.66190636,0.8309532,0.6719042,0.8359521,0.59976804,0.799884,0.6363504,0.8181752,0.69786984,0.8489349,0.61472154,0.80736077,0.6626794,0.8313397,0.6545478,0.8272739,0.6711757,0.83558786
12141,0.6335255,0.81676275,0.59898233,0.79949117,0.5601188,0.7800594,0.50770336,0.75385165,0.60367155,0.8018358,0.6425992,0.8212996,0.6173335,0.8086667,0.604748,0.802374,0.6028418,0.8014209,0.61487234,0.80743617
12143,0.72535247,0.86267626,0.7180484,0.85902417,0.7012501,0.85062504,0.5995501,0.79977506,0.69018817,0.8450941,0.7451025,0.87255126,0.6438243,0.82191217,0.7354628,0.8677314,0.68972945,0.8448647,0.72268164,0.8613408
12149,0.6940198,0.8470099,0.7168255,0.85841274,0.7285389,0.86426944,0.6008494,0.8004247,0.65861654,0.8293083,0.6454633,0.8227316,0.64021343,0.82010674,0.676702,0.838351,0.6583644,0.8291822,0.6618696,0.83093476
12161,0.6660899,0.83304495,0.6173208,0.8086604,0.5987719,0.79938596,0.55226666,0.7761333,0.64694643,0.8234732,0.6872956,0.84364784,0.6257641,0.81288207,0.6311321,0.81556606,0.6358277,0.8179139,0.6369885,0.81849426
12252,0.6911124,0.8455562,0.68242335,0.8412117,0.63853204,0.819266,0.6468092,0.8234046,0.66263056,0.8313153,0.6632509,0.83162546,0.60847795,0.804239,0.70053595,0.850268,0.66673,0.83336496,0.6621053,0.83105266
12408,0.6185061,0.80925304,0.63054526,0.8152726,0.57142264,0.7857113,0.5568173,0.77840865,0.5833929,0.7916964,0.6279556,0.81397784,0.5849065,0.7924533,0.610067,0.8050335,0.6240312,0.8120156,0.6436726,0.8218363
12409,0.6987629,0.84938145,0.64701945,0.8235097,0.58759665,0.7937983,0.58420086,0.7921004,0.6171895,0.80859476,0.64742553,0.82371277,0.6119851,0.80599254,0.6420287,0.82101434,0.60868776,0.8043439,0.6396009,0.81980044
12410,0.71569103,0.85784554,0.73469985,0.8673499,0.7042474,0.85212374,0.6005486,0.8002743,0.69397724,0.8469886,0.6839302,0.8419651,0.65969366,0.82984686,0.72362167,0.8618108,0.6635425,0.83177125,0.6614586,0.8307293
12418,0.7024645,0.8512323,0.657121,0.8285605,0.63842213,0.81921107,0.6192259,0.809613,0.63639814,0.81819904,0.68070424,0.8403521,0.64619523,0.8230976,0.6860997,0.8430499,0.664806,0.832403,0.6810036,0.8405018
12422,0.6472095,0.82360476,0.5895183,0.79475915,0.5690546,0.7845273,0.5133351,0.75666755,0.6303364,0.8151682,0.64956427,0.82478213,0.6104846,0.8052423,0.589388,0.794694,0.6130029,0.80650145,0.6375687,0.81878436
12435,0.6321504,0.8160752,0.5791259,0.78956294,0.5480756,0.77403784,0.5476097,0.77380484,0.57955223,0.7897761,0.5935222,0.7967611,0.5858407,0.79292035,0.5657968,0.7828984,0.5692582,0.7846291,0.57885313,0.78942657
12436,0.7391077,0.86955386,0.65346867,0.8267343,0.63574374,0.81787187,0.61219597,0.806098,0.66369176,0.8318459,0.66287243,0.8314362,0.5944431,0.79722154,0.6829549,0.84147745,0.6338109,0.81690544,0.6338259,0.81691295
12437,0.65871584,0.8293579,0.6539749,0.82698745,0.6349328,0.8174664,0.55146635,0.7757332,0.64621884,0.8231094,0.69696015,0.8484801,0.63771474,0.8188574,0.69204736,0.8460237,0.65646785,0.82823396,0.6747569,0.83737844
