,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98320,0.73262084,0.8663104,0.7000876,0.8500438,0.64775336,0.8238767,0.6273649,0.81368244,0.76153517,0.8807676,0.87382245,0.9369112,0.77093935,0.8854697,0.82822627,0.91411316,0.79141426,0.89570713,0.84393203,0.921966
98321,0.7011392,0.8505696,0.68854153,0.84427077,0.6297698,0.8148849,0.6741373,0.8370687,0.7021484,0.8510742,0.8000729,0.90003645,0.71282756,0.8564138,0.7723784,0.8861892,0.75931674,0.87965834,0.79526305,0.8976315
98322,0.7009809,0.85049045,0.6863986,0.8431993,0.58516335,0.7925817,0.60230374,0.8011519,0.7562895,0.87814474,0.8416638,0.9208319,0.75131845,0.8756592,0.78810596,0.894053,0.79271054,0.8963553,0.83093387,0.9154669
98323,0.65411794,0.827059,0.6080441,0.8040221,0.53243774,0.7662189,0.5673964,0.7836982,0.66493595,0.832468,0.7448691,0.87243456,0.6961463,0.8480731,0.7467903,0.87339514,0.6926459,0.84632295,0.7290598,0.8645299
98324,0.686929,0.8434645,0.65684044,0.8284202,0.6024463,0.80122316,0.7081139,0.85405695,0.6563488,0.8281744,0.7414334,0.8707167,0.6782527,0.83912635,0.73960805,0.869804,0.7590907,0.87954533,0.7661487,0.88307434
98325,0.661984,0.830992,0.6049037,0.80245185,0.5799901,0.7899951,0.5959298,0.79796493,0.6827093,0.8413546,0.79661614,0.89830804,0.7179532,0.8589766,0.7700186,0.8850093,0.75137806,0.875689,0.78813446,0.8940672
98326,0.67031795,0.83515894,0.6593969,0.82969844,0.5743581,0.78717905,0.609269,0.8046345,0.6729864,0.8364932,0.77714634,0.88857317,0.7055736,0.8527868,0.7775978,0.8887989,0.7870701,0.893535,0.7638957,0.8819479
98327,0.5623145,0.78115726,0.5861467,0.79307336,0.4739983,0.73699915,0.5648497,0.7824248,0.57516325,0.7875816,0.6584313,0.82921565,0.6485785,0.82428926,0.6709769,0.83548844,0.6873543,0.84367716,0.70471764,0.8523588
98328,0.71216077,0.8560804,0.6590072,0.8295036,0.6112305,0.80561525,0.7181115,0.85905576,0.7059251,0.85296255,0.75550616,0.8777531,0.70786166,0.85393083,0.78362024,0.8918101,0.7344389,0.86721945,0.75059736,0.8752987
98329,0.61003053,0.80501527,0.6307145,0.8153572,0.5227342,0.7613671,0.6252986,0.8126493,0.6155166,0.80775833,0.67403567,0.83701783,0.661479,0.8307395,0.7109844,0.85549223,0.71743447,0.8587172,0.72092664,0.8604633
98330,0.7034564,0.8517282,0.6713278,0.8356639,0.6271235,0.81356174,0.6538569,0.82692844,0.71804225,0.8590211,0.76795435,0.8839772,0.70293903,0.8514695,0.76719815,0.88359904,0.7320912,0.8660456,0.7646617,0.8823309
98331,0.6786569,0.8393284,0.61002415,0.8050121,0.58647645,0.7932382,0.6639433,0.83197165,0.65569687,0.82784843,0.75824165,0.8791208,0.62564445,0.8128222,0.70503306,0.85251653,0.6988318,0.8494159,0.70940506,0.85470253
98332,0.54308707,0.7715435,0.5421481,0.77107406,0.4624653,0.73123264,0.54386663,0.7719333,0.5704928,0.7852464,0.6388152,0.8194076,0.6429192,0.8214596,0.6617377,0.83086884,0.648668,0.824334,0.66008955,0.83004475
98333,0.55737376,0.7786869,0.5204486,0.76022434,0.49759877,0.7487994,0.5340709,0.7670355,0.5634802,0.78174007,0.6933007,0.84665036,0.643196,0.821598,0.60441774,0.8022089,0.6960421,0.84802103,0.7078762,0.8539381
98334,0.65494996,0.82747495,0.64376736,0.8218837,0.64358544,0.8217927,0.62319255,0.8115963,0.5818503,0.79092515,0.58857566,0.7942878,0.5099618,0.7549809,0.6277181,0.81385905,0.60955155,0.8047758,0.58799845,0.7939992
98335,0.73676944,0.8683847,0.7220937,0.86104685,0.6509863,0.82549316,0.6764063,0.8382032,0.7530242,0.8765121,0.8259833,0.91299164,0.76419824,0.88209915,0.8175267,0.90876335,0.7815175,0.89075875,0.8098936,0.9049468
98336,0.6658195,0.83290976,0.6290339,0.81451696,0.61680424,0.8084021,0.61027735,0.8051387,0.6362275,0.81811374,0.7149157,0.8574579,0.56886953,0.7844348,0.7097245,0.8548622,0.6290784,0.8145392,0.6387726,0.8193863
98337,0.51736474,0.75868237,0.50622165,0.7531108,0.4420032,0.7210016,0.50412637,0.75206316,0.529024,0.764512,0.5777186,0.7888593,0.6057961,0.80289805,0.55157363,0.7757868,0.57883704,0.7894185,0.60027486,0.8001374
98338,0.6335208,0.8167604,0.6476827,0.82384133,0.56343377,0.7817169,0.67100817,0.83550406,0.6182798,0.8091399,0.6266711,0.81333554,0.6199267,0.80996335,0.7173041,0.85865206,0.6961565,0.84807825,0.6646651,0.83233255
98339,0.59905934,0.7995297,0.60522926,0.8026146,0.55975664,0.7798783,0.5930052,0.7965026,0.62070465,0.8103523,0.7176008,0.8588004,0.6867913,0.84339565,0.7232739,0.86163694,0.70655644,0.8532782,0.7507154,0.8753577
98340,0.70704204,0.853521,0.6821785,0.84108925,0.62209,0.811045,0.66086954,0.8304348,0.7309909,0.86549544,0.8133904,0.9066952,0.78646356,0.89323175,0.80141044,0.9007052,0.7761352,0.8880676,0.82981217,0.9149061
98341,0.6676392,0.8338196,0.6557298,0.8278649,0.5800588,0.7900294,0.64981246,0.82490623,0.66203064,0.83101535,0.7618066,0.8809033,0.711704,0.855852,0.7747247,0.88736236,0.7420261,0.87101305,0.77618885,0.8880944
98342,0.7471144,0.8735572,0.71525776,0.8576289,0.63609076,0.8180454,0.6535619,0.8267809,0.75637424,0.8781871,0.8188128,0.9094064,0.76185787,0.88092893,0.81827134,0.9091357,0.7763195,0.88815975,0.81682223,0.90841115
98343,0.47395724,0.73697865,0.4683969,0.73419845,0.4288928,0.7144464,0.47299686,0.7364984,0.5060691,0.7530346,0.57121027,0.78560513,0.5416614,0.7708307,0.57918525,0.7895926,0.58807784,0.7940389,0.58655226,0.79327613
98344,0.7228292,0.8614146,0.6851234,0.8425617,0.610771,0.8053855,0.67754227,0.8387711,0.6828501,0.84142506,0.7596853,0.87984264,0.6833132,0.84165657,0.74311817,0.8715591,0.7420951,0.87104756,0.7553946,0.8776973
98345,0.68586797,0.842934,0.6595472,0.8297736,0.6183101,0.80915505,0.6106988,0.8053494,0.7139052,0.8569526,0.7980177,0.89900887,0.6984898,0.8492449,0.7771323,0.88856614,0.7323175,0.8661587,0.80395406,0.90197706
98346,0.6614231,0.83071154,0.6401576,0.8200788,0.5966212,0.79831064,0.6153892,0.8076946,0.67755663,0.8387783,0.78748083,0.8937404,0.69730645,0.8486532,0.78445506,0.89222753,0.7309675,0.86548376,0.7676911,0.88384557
98347,0.5124831,0.75624156,0.5139533,0.75697666,0.46891445,0.73445725,0.4996292,0.7498146,0.5356007,0.76780033,0.6270938,0.8135469,0.6035495,0.80177474,0.5855428,0.7927714,0.6788409,0.83942044,0.6494879,0.824744
98348,0.5915833,0.7957916,0.61120117,0.8056006,0.5325637,0.76628184,0.5767046,0.7883523,0.6007829,0.80039144,0.6745745,0.83728725,0.6520858,0.8260429,0.6862173,0.84310865,0.70420074,0.8521004,0.7008858,0.8504429
98349,0.72952235,0.8647612,0.7207472,0.8603736,0.62666273,0.81333137,0.64785945,0.8239297,0.7592504,0.8796252,0.82645774,0.91322887,0.751078,0.875539,0.81519264,0.90759635,0.80027485,0.9001374,0.80506194,0.90253097
98350,0.7114886,0.8557443,0.67465305,0.8373265,0.60124415,0.8006221,0.6617886,0.8308943,0.7540412,0.8770206,0.8276467,0.91382337,0.750898,0.875449,0.79916435,0.89958215,0.7642269,0.88211346,0.8168348,0.9084174
98351,0.6784966,0.8392483,0.6850424,0.8425212,0.6191012,0.80955064,0.61336136,0.8066807,0.72758424,0.8637921,0.7674742,0.8837371,0.7133719,0.85668594,0.7645973,0.88229865,0.7343874,0.8671937,0.7509612,0.8754806
98352,0.5565905,0.7782953,0.56455755,0.7822788,0.48586792,0.742934,0.55451775,0.7772589,0.59106,0.79552996,0.7058816,0.8529408,0.6797068,0.8398534,0.69487166,0.84743583,0.7288466,0.8644233,0.7455198,0.87275994
98353,0.56408966,0.7820448,0.5320927,0.76604635,0.47296876,0.7364844,0.49540597,0.74770296,0.5911452,0.79557264,0.68150616,0.8407531,0.68249094,0.8412455,0.64221084,0.8211054,0.66549414,0.8327471,0.7129013,0.8564507
98354,0.5615956,0.78079784,0.64480877,0.8224044,0.5786408,0.7893204,0.5364318,0.7682159,0.6076711,0.8038355,0.5355942,0.7677971,0.55684036,0.7784202,0.5803715,0.79018575,0.55451345,0.7772567,0.52879864,0.7643993
98355,0.62753373,0.81376684,0.59234935,0.79617465,0.57218516,0.7860926,0.57631624,0.7881581,0.6132071,0.80660355,0.6069468,0.8034734,0.5998231,0.79991156,0.6084719,0.80423594,0.625638,0.812819,0.63508564,0.8175428
98356,0.7079696,0.85398483,0.6766783,0.83833915,0.62174654,0.81087327,0.6310095,0.8155048,0.7289959,0.86449796,0.8017733,0.90088665,0.74907005,0.874535,0.7780362,0.88901806,0.76549506,0.88274753,0.7793598,0.8896799
98357,0.72069037,0.8603452,0.7587697,0.8793849,0.64168864,0.8208443,0.66965365,0.8348268,0.7208892,0.8604446,0.63760793,0.81880397,0.6525252,0.8262626,0.6961088,0.8480544,0.69569105,0.84784555,0.6422503,0.82112515
98358,0.70421475,0.8521074,0.7093077,0.85465384,0.6470926,0.8235463,0.6448272,0.82241356,0.75345033,0.8767252,0.8304943,0.91524714,0.77626395,0.888132,0.815869,0.9079345,0.8277896,0.9138948,0.83183515,0.9159176
98359,0.68555474,0.8427774,0.6252079,0.81260395,0.6012504,0.8006252,0.6173378,0.8086689,0.68016726,0.8400836,0.7844371,0.8922186,0.7203093,0.8601546,0.7565974,0.8782987,0.7741115,0.88705575,0.8045762,0.9022881
98360,0.5332187,0.7666093,0.5840917,0.79204583,0.5352895,0.76764476,0.6564206,0.8282103,0.49258286,0.7462914,0.48624748,0.74312377,0.4677918,0.7338959,0.5703922,0.78519607,0.6112474,0.8056237,0.5416129,0.77080643
98361,0.7082237,0.85411185,0.7432681,0.871634,0.63991094,0.81995547,0.7077158,0.8538579,0.7257141,0.86285704,0.7564998,0.8782499,0.7230803,0.86154014,0.82795936,0.91397965,0.7710637,0.88553184,0.7774718,0.8887359
98362,0.60819876,0.8040994,0.5952437,0.79762185,0.51835394,0.75917697,0.5665475,0.78327376,0.64120805,0.820604,0.7340515,0.86702573,0.71116626,0.85558313,0.70665944,0.8533297,0.71546656,0.85773325,0.7460544,0.8730272
98363,0.6880163,0.84400815,0.6835403,0.8417702,0.6430911,0.82154554,0.6191485,0.80957425,0.70035267,0.85017633,0.7599225,0.87996125,0.6923373,0.84616864,0.7658018,0.8829009,0.76127744,0.8806387,0.76271963,0.8813598
98364,0.61216295,0.8060815,0.60722613,0.80361307,0.55160826,0.77580416,0.5560143,0.77800715,0.6211312,0.8105656,0.69137084,0.8456854,0.63003206,0.81501603,0.6820643,0.84103215,0.67405784,0.8370289,0.6859105,0.84295523
98365,0.6426101,0.82130504,0.6741767,0.83708835,0.593513,0.7967565,0.628428,0.814214,0.62673867,0.81336933,0.6815064,0.8407532,0.6478003,0.82390016,0.7237271,0.86186355,0.7037906,0.85189533,0.6832564,0.8416282
98366,0.5544096,0.7772048,0.58731705,0.7936585,0.48508298,0.7425415,0.50570834,0.75285417,0.5676675,0.78383374,0.5503505,0.7751752,0.54751253,0.77375627,0.5853573,0.79267865,0.58501655,0.79250824,0.5548843,0.77744216
98367,0.70594907,0.85297453,0.66853595,0.834268,0.6558471,0.82792354,0.6443088,0.8221544,0.7009031,0.8504516,0.79952896,0.8997645,0.6758349,0.83791745,0.73426914,0.8671346,0.7705357,0.88526785,0.77319133,0.88659567
98368,0.5524876,0.7762438,0.6000804,0.8000402,0.51124954,0.7556248,0.5541487,0.77707434,0.59070206,0.795351,0.6659775,0.83298874,0.6279309,0.81396544,0.6481211,0.82406056,0.68956685,0.8447834,0.6805555,0.8402778
98369,0.55790573,0.77895284,0.58340085,0.7917004,0.5194373,0.75971866,0.5502458,0.7751229,0.6211666,0.8105833,0.7377515,0.86887574,0.6808381,0.84041905,0.71648455,0.8582423,0.6829573,0.84147865,0.73522866,0.8676143
98370,0.69137657,0.8456883,0.68645036,0.8432252,0.6153522,0.8076761,0.6444949,0.82224745,0.71515715,0.8575786,0.8206726,0.91033626,0.77670026,0.8883501,0.79591113,0.89795554,0.7726327,0.88631636,0.8293239,0.91466194
98371,0.69270945,0.8463547,0.6277633,0.81388164,0.6124836,0.8062418,0.68887824,0.84443915,0.64628804,0.823144,0.7762951,0.8881476,0.68871343,0.8443567,0.7659691,0.8829845,0.7555682,0.87778413,0.78284585,0.8914229
98372,0.7226812,0.86134064,0.6852095,0.84260476,0.61147094,0.80573547,0.63569367,0.81784683,0.73009795,0.865049,0.8103068,0.9051534,0.77521384,0.8876069,0.8104827,0.9052414,0.77318,0.88659,0.8144071,0.90720356
98373,0.7646249,0.8823124,0.72102153,0.86051077,0.6606443,0.83032215,0.6980884,0.8490442,0.748093,0.8740465,0.8090776,0.9045388,0.7061431,0.8530716,0.781888,0.890944,0.74997497,0.8749875,0.7512741,0.87563705
98374,0.74367297,0.8718365,0.71052796,0.85526395,0.6338308,0.8169154,0.689188,0.844594,0.7378372,0.8689186,0.7738633,0.88693166,0.69790137,0.8489507,0.7683551,0.88417757,0.7542969,0.87714845,0.7398118,0.8699059
98375,0.6905464,0.8452732,0.6703383,0.83516914,0.6226232,0.8113116,0.6762036,0.8381018,0.66752183,0.8337609,0.7235572,0.8617786,0.67714256,0.8385713,0.73936665,0.8696833,0.7347683,0.86738414,0.73707926,0.86853963
98376,0.7438718,0.8719359,0.6625088,0.83125436,0.62008595,0.810043,0.6391381,0.81956905,0.69814456,0.8490723,0.79754317,0.8987716,0.66483915,0.8324196,0.7372713,0.86863565,0.74215376,0.8710769,0.75650173,0.87825084
98377,0.66634226,0.8331711,0.6504234,0.8252117,0.60116744,0.8005837,0.64482456,0.82241225,0.6830565,0.84152824,0.82054114,0.9102706,0.7419635,0.87098175,0.7933313,0.8966657,0.81374717,0.9068736,0.8486484,0.9243242
98378,0.6502967,0.82514834,0.6076138,0.8038069,0.53826493,0.7691325,0.5945135,0.7972567,0.67212504,0.83606255,0.7942865,0.89714324,0.71425277,0.85712636,0.741152,0.870576,0.7228243,0.86141217,0.76919186,0.88459593
98379,0.726709,0.8633545,0.6838256,0.8419128,0.64925975,0.8246299,0.650191,0.82509553,0.7369477,0.8684739,0.8362262,0.9181131,0.7420982,0.8710491,0.8017347,0.90086734,0.7822997,0.8911499,0.82128507,0.9106425
98380,0.6933539,0.84667695,0.6739934,0.8369967,0.61333966,0.80666983,0.68241405,0.841207,0.70592755,0.8529638,0.81007373,0.90503687,0.7611464,0.8805732,0.79420674,0.89710337,0.8139202,0.9069601,0.8264617,0.91323084
98381,0.6181276,0.8090638,0.6491165,0.82455826,0.55110884,0.7755544,0.6238917,0.81194586,0.62500906,0.81250453,0.6558651,0.82793254,0.65510124,0.82755065,0.7069245,0.8534622,0.6904519,0.84522593,0.6664482,0.83322406
98382,0.70227253,0.85113627,0.6767242,0.8383621,0.5958637,0.79793185,0.64200836,0.82100415,0.73221076,0.8661054,0.8112457,0.90562284,0.767087,0.8835435,0.82209766,0.9110488,0.7982533,0.89912665,0.82436454,0.9121823
98383,0.68926764,0.8446338,0.6664386,0.8332193,0.6053683,0.8026842,0.6365135,0.81825674,0.703887,0.8519435,0.75866723,0.8793336,0.6699586,0.8349793,0.72933626,0.86466813,0.72696877,0.8634844,0.71658623,0.8582931
98384,0.70767814,0.85383904,0.6968764,0.8484382,0.63863826,0.8193191,0.6796653,0.83983266,0.7001902,0.8500951,0.7554531,0.87772655,0.7184228,0.8592114,0.79868335,0.8993417,0.77420175,0.8871009,0.79136187,0.8956809
98385,0.6475297,0.82376486,0.64897203,0.824486,0.56318325,0.78159165,0.63073814,0.81536907,0.66474545,0.8323727,0.73433137,0.8671657,0.69750214,0.84875107,0.7560859,0.87804294,0.74273807,0.871369,0.76783115,0.88391554
98386,0.70836544,0.8541827,0.71254396,0.856272,0.6550183,0.82750916,0.7167881,0.858394,0.7292279,0.86461395,0.7590604,0.8795302,0.740899,0.87044954,0.7950032,0.8975016,0.79676425,0.8983821,0.7959367,0.89796835
98387,0.67949164,0.8397458,0.7187805,0.85939026,0.65110105,0.82555056,0.6942524,0.8471262,0.75511277,0.8775564,0.79129666,0.89564836,0.7439034,0.8719517,0.78464234,0.89232117,0.74791634,0.8739582,0.7914016,0.8957008
98388,0.74545157,0.8727258,0.71068466,0.8553423,0.63319266,0.8165963,0.6771582,0.83857906,0.7534911,0.8767456,0.8327811,0.91639054,0.7496774,0.8748387,0.806527,0.9032635,0.76899153,0.88449574,0.80129504,0.9006475
98389,0.74255186,0.8712759,0.68336,0.84168,0.638345,0.8191725,0.64151037,0.8207552,0.7414313,0.8707156,0.8549917,0.92749584,0.7693422,0.8846711,0.80832046,0.90416026,0.7855574,0.8927787,0.85912156,0.9295608
98390,0.6521972,0.82609856,0.6154714,0.8077357,0.5636156,0.7818078,0.7364352,0.8682176,0.618827,0.8094135,0.68879354,0.84439677,0.63407624,0.8170381,0.69414663,0.8470733,0.715242,0.857621,0.7099714,0.8549857
98391,0.6331496,0.8165748,0.58451355,0.7922568,0.56465095,0.7823255,0.52753603,0.763768,0.68709743,0.8435487,0.82616603,0.913083,0.75733,0.878665,0.7327976,0.8663988,0.76459825,0.8822991,0.8217919,0.91089594
98392,0.7250285,0.86251426,0.6791015,0.83955073,0.61344504,0.8067225,0.65084314,0.8254216,0.72581434,0.8629072,0.8037479,0.90187395,0.7252811,0.86264056,0.7896219,0.8948109,0.7742026,0.8871013,0.8056814,0.90284073
98393,0.59900653,0.79950327,0.6023235,0.80116177,0.49563718,0.7478186,0.5782915,0.7891457,0.61176676,0.8058834,0.68208134,0.8410407,0.67477405,0.837387,0.6830659,0.84153295,0.6895007,0.84475034,0.6802839,0.84014195
98394,0.5833526,0.7916763,0.5604362,0.7802181,0.48625377,0.74312687,0.5194074,0.7597037,0.6158136,0.8079068,0.719206,0.859603,0.6952847,0.84764236,0.6798793,0.83993965,0.7170981,0.85854906,0.7415066,0.8707533
98395,0.70207804,0.85103905,0.6417737,0.82088685,0.6154996,0.8077498,0.58935916,0.7946796,0.73088205,0.865441,0.87830764,0.9391538,0.7469456,0.8734728,0.8116511,0.90582556,0.7551325,0.8775662,0.8191466,0.9095733
98396,0.66918635,0.8345932,0.67594707,0.83797354,0.61426234,0.8071312,0.6734421,0.83672106,0.6934447,0.84672236,0.7588954,0.8794477,0.74424964,0.8721248,0.7789594,0.8894797,0.8167417,0.90837085,0.80756533,0.90378267
98397,0.65199697,0.8259985,0.62950784,0.8147539,0.5705377,0.78526884,0.59144026,0.7957201,0.7023078,0.8511539,0.7767126,0.8883563,0.75793004,0.878965,0.7604692,0.8802346,0.77275586,0.88637793,0.82034385,0.9101719
98398,0.6602261,0.83011305,0.6180588,0.8090294,0.5809767,0.79048836,0.56951165,0.7847558,0.7017759,0.85088795,0.78370845,0.8918542,0.7041929,0.85209644,0.7320585,0.86602926,0.7499989,0.87499946,0.7481804,0.8740902
98399,0.6096033,0.80480164,0.5952035,0.79760176,0.5223615,0.76118076,0.5403255,0.77016276,0.62462485,0.8123124,0.689441,0.8447205,0.6858565,0.8429283,0.65415907,0.82707953,0.67748046,0.8387402,0.6742347,0.8371173
98400,0.61764765,0.8088238,0.61758184,0.8087909,0.5248818,0.7624409,0.6428151,0.82140756,0.6226996,0.8113498,0.62141013,0.81070507,0.6388496,0.8194248,0.6628062,0.83140314,0.7027502,0.8513751,0.66001296,0.8300065
98401,0.71399117,0.8569956,0.7501321,0.87506604,0.6390225,0.8195113,0.6647367,0.8323684,0.7089203,0.8544601,0.7548131,0.87740654,0.7145342,0.85726714,0.83184946,0.9159247,0.7726356,0.8863178,0.7778034,0.8889017
98402,0.77268815,0.8863441,0.7200036,0.8600018,0.6889553,0.84447765,0.67253387,0.83626693,0.74909747,0.87454873,0.8365394,0.9182697,0.72324204,0.861621,0.8090601,0.90453005,0.7916527,0.89582634,0.81639564,0.9081978
1747,0.75680006,0.8784,0.688195,0.8440975,0.65386736,0.8269337,0.68196857,0.8409843,0.7104806,0.8552403,0.7031485,0.85157424,0.66637516,0.8331876,0.71413636,0.8570682,0.72065663,0.8603283,0.699063,0.84953153
1784,0.6256877,0.81284386,0.64559305,0.8227965,0.5582007,0.77910036,0.58221114,0.79110557,0.685899,0.8429495,0.6503197,0.82515985,0.67005897,0.8350295,0.6722592,0.8361296,0.6951661,0.84758306,0.6211874,0.8105937
2476,0.7448977,0.87244886,0.6516957,0.82584786,0.6628208,0.8314104,0.5821117,0.79105586,0.7445251,0.87226254,0.7357911,0.86789554,0.67652494,0.83826244,0.7154099,0.85770494,0.6289244,0.8144622,0.66918826,0.83459413
2515,0.7785124,0.88925624,0.70631146,0.85315573,0.6821741,0.84108704,0.6402916,0.8201458,0.7299632,0.8649816,0.7091381,0.8545691,0.6477598,0.8238799,0.68921447,0.84460723,0.6837659,0.84188294,0.68888885,0.8444444
2517,0.7317356,0.8658678,0.6502218,0.8251109,0.66867995,0.83434,0.57012486,0.78506243,0.69433033,0.84716517,0.64214027,0.82107013,0.5654687,0.7827344,0.66371953,0.83185977,0.59985346,0.79992676,0.5984242,0.7992121
2529,0.67884517,0.8394226,0.6485535,0.82427675,0.61219496,0.8060975,0.5809164,0.7904582,0.6857466,0.84287333,0.67357314,0.83678657,0.6886891,0.84434456,0.66749626,0.8337481,0.65665793,0.82832897,0.6903541,0.84517705
2538,0.7052797,0.85263985,0.6569255,0.8284627,0.6269058,0.8134529,0.63359666,0.8167983,0.635237,0.8176185,0.60384995,0.80192494,0.57155454,0.7857773,0.6485078,0.8242539,0.61138487,0.80569243,0.578019,0.7890095
2551,0.72250235,0.8612512,0.6965841,0.84829205,0.62115276,0.8105764,0.55281645,0.7764082,0.6845531,0.8422766,0.69598854,0.84799427,0.617613,0.80880654,0.67361426,0.83680713,0.6368811,0.81844056,0.6645961,0.83229804
2553,0.7599913,0.87999564,0.73226,0.86613,0.6930907,0.84654534,0.6490481,0.82452404,0.7250514,0.8625257,0.70224255,0.8511213,0.6856359,0.84281796,0.70783925,0.8539196,0.69672537,0.8483627,0.7029218,0.85146093
2554,0.67345214,0.83672607,0.68786323,0.8439316,0.60782087,0.80391043,0.6507313,0.82536566,0.6704532,0.8352266,0.74055755,0.8702788,0.6897892,0.8448946,0.7426702,0.8713351,0.7442944,0.8721472,0.75685847,0.87842923
2555,0.673651,0.8368255,0.6644682,0.83223414,0.6176778,0.8088389,0.63633454,0.81816727,0.6288208,0.8144104,0.64046735,0.8202337,0.6259117,0.81295586,0.6464793,0.8232397,0.66333544,0.8316677,0.64942586,0.82471293
2556,0.67168903,0.8358445,0.7279604,0.8639802,0.683555,0.8417775,0.65399975,0.8269999,0.6157248,0.8078624,0.58065146,0.79032576,0.5575746,0.7787873,0.66150665,0.8307533,0.61432886,0.80716443,0.5860379,0.79301894
2577,0.76248735,0.8812437,0.7411214,0.8705607,0.6733935,0.83669674,0.61845237,0.80922616,0.7314654,0.86573267,0.72882056,0.8644103,0.7016732,0.85083663,0.7016228,0.85081136,0.6906497,0.8453249,0.7212789,0.86063945
2582,0.75465465,0.8773273,0.71893466,0.8594673,0.7026683,0.85133415,0.61003935,0.8050197,0.72803605,0.864018,0.76449156,0.8822458,0.6833775,0.84168875,0.7341106,0.8670553,0.6992002,0.8496001,0.7074766,0.8537383
