,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98334,0.75147223,0.8757361,0.69068396,0.845342,0.6976487,0.8488244,0.655076,0.827538,0.66649985,0.8332499,0.6530131,0.82650656,0.5528667,0.77643335,0.67384243,0.8369212,0.6263953,0.8131976,0.6217922,0.8108961
98335,0.722057,0.8610285,0.7247678,0.8623839,0.6612313,0.83061564,0.67975616,0.8398781,0.72635984,0.8631799,0.8040174,0.9020087,0.7575104,0.8787552,0.8282101,0.91410506,0.801473,0.9007365,0.8094609,0.90473044
98336,0.6234331,0.81171656,0.61474884,0.8073744,0.617261,0.80863047,0.6049073,0.80245364,0.6309825,0.81549126,0.7171985,0.85859925,0.61369795,0.806849,0.72222584,0.86111295,0.69240415,0.8462021,0.6795676,0.8397838
98337,0.6540519,0.82702595,0.6157836,0.8078918,0.55503154,0.77751577,0.6419691,0.82098454,0.64000666,0.82000333,0.6631503,0.83157516,0.6606988,0.8303494,0.6578889,0.82894444,0.6907542,0.8453771,0.6896527,0.84482634
98338,0.6307095,0.81535476,0.66536534,0.83268267,0.57825315,0.7891266,0.6095574,0.8047787,0.6125591,0.80627954,0.5608755,0.7804377,0.5666404,0.7833202,0.65349424,0.8267471,0.64395344,0.8219767,0.5882027,0.79410136
98339,0.55210674,0.77605337,0.55696356,0.7784818,0.496257,0.74812853,0.52893865,0.7644693,0.5793412,0.7896706,0.70897865,0.8544893,0.65280527,0.82640266,0.6845705,0.8422853,0.69773406,0.84886706,0.74118376,0.8705919
98340,0.59729373,0.79864687,0.59719944,0.7985997,0.514397,0.7571985,0.5847235,0.79236174,0.6284934,0.8142467,0.7088309,0.8544154,0.71174026,0.8558701,0.67064506,0.8353225,0.71564853,0.85782427,0.7403599,0.87017995
98341,0.6795099,0.83975494,0.6592189,0.82960945,0.6028068,0.8014034,0.62539583,0.8126979,0.6723212,0.8361606,0.79751575,0.8987579,0.70479023,0.8523951,0.794839,0.8974195,0.7687848,0.8843924,0.78730226,0.8936511
98342,0.7072157,0.8536079,0.64190423,0.8209521,0.5958289,0.79791445,0.60100746,0.80050373,0.7113353,0.85566765,0.7888154,0.8944077,0.72147584,0.8607379,0.7573266,0.8786633,0.76507276,0.8825364,0.7848758,0.89243793
98343,0.4979802,0.7489901,0.51864356,0.7593218,0.45044047,0.7252202,0.49617344,0.7480867,0.5330287,0.76651436,0.6117418,0.8058709,0.60570294,0.80285144,0.59764445,0.7988222,0.6672809,0.83364046,0.66844743,0.83422375
98344,0.72768015,0.8638401,0.7280172,0.8640086,0.6309377,0.81546885,0.697695,0.8488475,0.7075746,0.8537873,0.7590538,0.8795269,0.70318973,0.85159487,0.76890624,0.8844531,0.75291705,0.8764585,0.7451165,0.87255824
98345,0.70733494,0.8536675,0.694997,0.84749854,0.6526428,0.82632136,0.638914,0.819457,0.7101179,0.8550589,0.78347945,0.8917397,0.6954968,0.8477484,0.77002835,0.8850142,0.75204545,0.8760227,0.7801924,0.8900962
98346,0.53009045,0.7650452,0.56039476,0.7801974,0.5087413,0.7543707,0.5744573,0.78722864,0.56039345,0.7801967,0.65145874,0.82572937,0.5909928,0.7954964,0.67818904,0.8390945,0.66344965,0.8317248,0.6603987,0.83019936
98347,0.60005873,0.8000294,0.6130722,0.8065361,0.55130744,0.7756537,0.57680166,0.7884008,0.631783,0.8158915,0.71791303,0.8589565,0.69798493,0.84899247,0.69841945,0.8492097,0.7517142,0.8758571,0.7491518,0.8745759
98348,0.50749964,0.75374985,0.56388617,0.7819431,0.5232928,0.7616464,0.53110814,0.7655541,0.5166951,0.7583475,0.57247657,0.7862383,0.5693033,0.78465164,0.6021312,0.80106556,0.6546511,0.8273256,0.6333273,0.8166636
98349,0.69788504,0.8489425,0.6626353,0.83131766,0.59252024,0.7962601,0.62137383,0.81068695,0.6687653,0.83438265,0.7777215,0.88886076,0.6776155,0.83880776,0.76511276,0.8825564,0.76246315,0.88123155,0.75088143,0.8754407
98350,0.7095992,0.8547996,0.68221915,0.8411096,0.65576464,0.8278823,0.672032,0.836016,0.7312804,0.86564016,0.84510356,0.92255175,0.7555498,0.8777749,0.8147479,0.90737396,0.78946245,0.8947312,0.82778394,0.913892
98351,0.6587944,0.8293972,0.6627345,0.83136725,0.586166,0.793083,0.56710804,0.783554,0.7087463,0.85437316,0.7585776,0.8792888,0.7320584,0.8660292,0.7449645,0.87248224,0.72455394,0.862277,0.74187887,0.87093943
98352,0.5531987,0.77659935,0.546402,0.773201,0.46403283,0.73201644,0.5425032,0.77125156,0.5800048,0.7900024,0.7320065,0.8660033,0.6930138,0.8465069,0.6959034,0.8479517,0.7503574,0.8751787,0.77408886,0.8870444
98353,0.60149515,0.8007476,0.589087,0.7945435,0.5364061,0.768203,0.5220517,0.76102585,0.6383332,0.8191666,0.7542845,0.87714225,0.73593676,0.8679684,0.7050122,0.8525061,0.73234034,0.86617017,0.7692194,0.8846097
98354,0.57122505,0.7856125,0.62203324,0.8110166,0.56107986,0.78053993,0.5504136,0.7752068,0.5854924,0.7927462,0.51677716,0.7583886,0.5393709,0.76968545,0.5832759,0.79163796,0.561454,0.780727,0.5149412,0.7574706
98355,0.7063507,0.85317534,0.6810027,0.8405013,0.6502615,0.82513076,0.67691815,0.8384591,0.7034524,0.8517262,0.7609558,0.8804779,0.7390168,0.8695084,0.74902666,0.8745133,0.76511526,0.88255763,0.8124077,0.90620387
98356,0.5458809,0.77294046,0.579252,0.789626,0.47622377,0.73811185,0.5239075,0.7619537,0.583923,0.7919615,0.61992526,0.80996263,0.6417048,0.8208524,0.64106333,0.82053167,0.658179,0.8290895,0.64705133,0.82352567
98357,0.48320293,0.74160147,0.53968537,0.7698427,0.47574365,0.7378718,0.44086963,0.7204348,0.47754386,0.7387719,0.4146195,0.7073097,0.45061293,0.72530645,0.4429036,0.7214518,0.48354822,0.7417741,0.4202652,0.7101326
98358,0.67050695,0.8352535,0.67760783,0.8388039,0.60266006,0.80133003,0.62577796,0.812889,0.71070635,0.8553532,0.7971885,0.89859426,0.76222193,0.88111097,0.78245836,0.89122915,0.8163011,0.90815055,0.8313167,0.91565835
98359,0.587355,0.7936775,0.4938699,0.74693495,0.50939035,0.7546952,0.49059567,0.74529785,0.5559603,0.77798015,0.68489957,0.8424498,0.61534035,0.8076702,0.6149904,0.80749524,0.6600989,0.83004946,0.7082842,0.85414207
98360,0.43353584,0.7167679,0.47264326,0.7363216,0.43354267,0.71677136,0.5664964,0.7832482,0.38993958,0.6949698,0.39342237,0.6967112,0.3713132,0.6856566,0.46702382,0.7335119,0.51056594,0.755283,0.43715423,0.71857715
98361,0.7473854,0.8736927,0.7282586,0.8641293,0.64587665,0.8229383,0.6785419,0.83927095,0.7491786,0.8745893,0.84902483,0.9245124,0.79133797,0.895669,0.8437722,0.9218861,0.7988322,0.8994161,0.85250866,0.92625433
98362,0.59342545,0.79671276,0.59095407,0.79547703,0.5622126,0.7811063,0.5244584,0.7622292,0.6297379,0.8148689,0.66645104,0.8332255,0.6807517,0.84037584,0.6439462,0.8219731,0.7097722,0.8548861,0.6898776,0.8449388
98363,0.70446014,0.8522301,0.7180736,0.8590368,0.6657263,0.83286315,0.6613835,0.83069175,0.69657636,0.8482882,0.74396646,0.87198323,0.6902164,0.8451082,0.7899636,0.8949818,0.7774938,0.88874686,0.7875105,0.89375526
98364,0.5133834,0.7566917,0.5287429,0.76437145,0.50172675,0.7508634,0.4411502,0.7205751,0.51211566,0.75605786,0.55883545,0.77941775,0.5368596,0.76842976,0.5801005,0.79005027,0.57794225,0.7889711,0.5791843,0.78959215
98365,0.59712875,0.7985644,0.64035827,0.8201791,0.568485,0.7842425,0.5685794,0.7842897,0.5946895,0.79734474,0.6441705,0.82208526,0.6071869,0.80359346,0.6778793,0.83893967,0.67574584,0.8378729,0.66651714,0.83325857
98366,0.49161518,0.7458076,0.5370604,0.7685302,0.45240253,0.7262013,0.45165426,0.7258271,0.51540947,0.75770473,0.47829342,0.7391467,0.490923,0.74546146,0.5375588,0.7687794,0.5216932,0.7608466,0.47553936,0.73776966
98367,0.6505432,0.8252716,0.6450335,0.82251674,0.6235393,0.81176966,0.6124871,0.80624354,0.6692293,0.83461463,0.73060596,0.865303,0.6638348,0.8319174,0.69887877,0.8494394,0.73826134,0.8691307,0.71588194,0.857941
98368,0.5149387,0.75746936,0.55714107,0.77857053,0.4899875,0.74499375,0.501976,0.750988,0.53618973,0.7680949,0.6185679,0.809284,0.58922493,0.79461247,0.58594704,0.7929735,0.6499876,0.8249938,0.62440693,0.81220347
98369,0.5146342,0.75731707,0.5314317,0.76571584,0.49179998,0.7459,0.5188903,0.7594452,0.5523592,0.7761796,0.6681948,0.8340974,0.616738,0.80836904,0.65197355,0.82598674,0.6490426,0.8245213,0.6826967,0.84134835
98370,0.7309369,0.86546844,0.7153206,0.8576603,0.6416209,0.82081044,0.67571056,0.8378553,0.7310312,0.8655156,0.8557941,0.92789704,0.7827127,0.89135635,0.81664217,0.9083211,0.8188337,0.90941685,0.8666422,0.9333211
98371,0.7338913,0.8669456,0.7037995,0.85189974,0.6595776,0.8297888,0.7170582,0.8585291,0.7302015,0.86510074,0.8131968,0.9065984,0.740609,0.87030447,0.81419814,0.90709907,0.7933403,0.89667016,0.8263648,0.9131824
98372,0.6953813,0.84769064,0.6362501,0.818125,0.55612385,0.7780619,0.6114012,0.8057006,0.6831686,0.8415843,0.79122365,0.8956118,0.7142532,0.8571266,0.7664057,0.88320285,0.73236495,0.86618245,0.77487767,0.88743883
98373,0.68411815,0.8420591,0.6060943,0.8030472,0.5659597,0.78297985,0.62727207,0.81363606,0.6194835,0.80974174,0.7072859,0.85364294,0.5869996,0.7934998,0.65467083,0.8273354,0.66124785,0.8306239,0.66340625,0.8317031
98374,0.6751889,0.83759445,0.6480036,0.8240018,0.57016456,0.7850823,0.66670483,0.83335245,0.65586275,0.8279314,0.7459583,0.87297916,0.66784555,0.83392274,0.7349229,0.86746144,0.7007637,0.85038185,0.7302718,0.8651359
98375,0.7072891,0.85364455,0.7183602,0.8591801,0.67486304,0.83743155,0.69058514,0.84529257,0.6819276,0.84096384,0.7571198,0.8785599,0.6911726,0.8455863,0.7625263,0.88126314,0.78328437,0.8916422,0.7932608,0.8966304
98376,0.71215534,0.8560777,0.68502855,0.8425143,0.63439083,0.8171954,0.62839144,0.81419575,0.7189083,0.85945415,0.821053,0.9105265,0.7188158,0.8594079,0.76205444,0.8810272,0.77910465,0.88955235,0.7883363,0.89416814
98377,0.61418486,0.8070924,0.6237931,0.81189656,0.56498414,0.78249204,0.6152675,0.80763376,0.66189945,0.8309497,0.76559126,0.88279563,0.692253,0.8461265,0.76809406,0.88404703,0.7727376,0.8863688,0.77720773,0.88860387
98378,0.7243564,0.8621782,0.7066275,0.85331374,0.6199571,0.80997854,0.6453704,0.82268524,0.74750525,0.8737526,0.8373939,0.91869694,0.7978456,0.8989228,0.8192858,0.90964293,0.79538476,0.8976924,0.863279,0.9316395
98379,0.7199021,0.859951,0.6816876,0.8408438,0.63539517,0.8176976,0.66290176,0.8314509,0.7315141,0.86575705,0.83145267,0.9157263,0.7662604,0.8831302,0.80018103,0.9000905,0.78461516,0.8923076,0.82589746,0.9129487
98380,0.6997322,0.8498661,0.68419933,0.84209967,0.634986,0.81749296,0.70545393,0.85272694,0.7264161,0.86320806,0.82736146,0.91368073,0.7652055,0.88260275,0.8024418,0.9012209,0.8086314,0.9043157,0.818128,0.909064
98381,0.59592324,0.7979616,0.6042025,0.80210125,0.51490706,0.75745356,0.5800885,0.79004425,0.58687806,0.79343903,0.67283547,0.83641773,0.645221,0.8226105,0.68429095,0.84214544,0.6937109,0.84685546,0.6809884,0.84049416
98382,0.6422333,0.8211167,0.6214106,0.8107053,0.53731096,0.7686555,0.59338677,0.7966934,0.68873656,0.8443683,0.7961085,0.89805424,0.746621,0.8733105,0.7730067,0.88650334,0.7635362,0.8817681,0.814494,0.907247
98383,0.6772251,0.83861256,0.6553347,0.82766736,0.60259044,0.8012952,0.6222128,0.81110644,0.6823621,0.84118104,0.74319035,0.87159514,0.6661012,0.8330506,0.72116154,0.8605808,0.7208679,0.86043394,0.726524,0.863262
98384,0.70467955,0.85233974,0.70234394,0.851172,0.64405,0.822025,0.7184607,0.85923034,0.6899042,0.8449521,0.7062304,0.8531152,0.67597127,0.83798563,0.74229044,0.87114525,0.75968903,0.87984455,0.7560946,0.8780473
98385,0.62385726,0.81192863,0.6151961,0.80759805,0.54347193,0.77173597,0.5920892,0.7960446,0.62043613,0.8102181,0.753595,0.8767975,0.6687466,0.8343733,0.74131393,0.87065697,0.7299245,0.8649622,0.7704842,0.8852421
98386,0.7109165,0.85545826,0.7233943,0.86169714,0.67184556,0.8359228,0.73011035,0.8650552,0.7319766,0.8659883,0.7624625,0.88123125,0.73752,0.86876,0.80530894,0.90265447,0.80434203,0.902171,0.80671954,0.9033598
98387,0.7361834,0.8680917,0.73157763,0.8657888,0.6703583,0.83517915,0.6836412,0.8418206,0.77897996,0.88949,0.8141619,0.90708095,0.7402257,0.87011284,0.8104019,0.90520096,0.7475267,0.8737633,0.79697037,0.8984852
98388,0.7290056,0.8645028,0.67484415,0.8374221,0.6580685,0.8290342,0.68160844,0.8408042,0.70304906,0.85152453,0.8302804,0.9151402,0.70875955,0.8543798,0.7976141,0.89880705,0.7622388,0.8811194,0.8062329,0.90311646
98389,0.743219,0.8716095,0.7133155,0.85665774,0.6766532,0.8383266,0.67168695,0.83584344,0.7659632,0.8829816,0.85274106,0.9263705,0.77004725,0.8850236,0.83238256,0.9161913,0.796638,0.898319,0.8587512,0.9293756
98390,0.63322043,0.8166102,0.58615863,0.7930793,0.5641623,0.7820811,0.6873586,0.8436793,0.6193056,0.8096528,0.7081711,0.85408556,0.64311934,0.82155967,0.6773827,0.83869135,0.70991826,0.85495913,0.738482,0.869241
98391,0.68107074,0.8405354,0.6270921,0.81354606,0.5999208,0.7999604,0.5943927,0.7971964,0.7249489,0.86247444,0.83960617,0.9198031,0.77010536,0.8850527,0.754671,0.8773355,0.77468014,0.88734007,0.8249301,0.91246504
98392,0.6310729,0.81553644,0.61383605,0.806918,0.58371395,0.791857,0.66431177,0.8321559,0.5713611,0.78568053,0.6180899,0.80904496,0.5487727,0.77438635,0.6875366,0.8437683,0.6888969,0.84444845,0.66311395,0.831557
98393,0.56027806,0.780139,0.5623599,0.78117996,0.4752729,0.73763645,0.55293477,0.7764674,0.56647503,0.7832375,0.65927124,0.8296356,0.63691777,0.8184589,0.65153235,0.8257662,0.69465905,0.8473295,0.685274,0.842637
98394,0.54503983,0.77251995,0.5436828,0.7718414,0.46991822,0.7349591,0.5073713,0.75368565,0.60809374,0.80404687,0.6891624,0.8445812,0.68017733,0.84008867,0.6803181,0.84015906,0.71170557,0.8558528,0.71846056,0.8592303
98395,0.7267238,0.8633619,0.6707955,0.8353977,0.6314751,0.81573755,0.6215155,0.81075776,0.75685585,0.8784279,0.8759222,0.9379611,0.76189035,0.8809452,0.82773983,0.9138699,0.7655306,0.8827653,0.8301084,0.9150542
98396,0.5084842,0.75424206,0.523067,0.7615335,0.45684534,0.72842264,0.57208705,0.7860435,0.52746916,0.7637346,0.5936084,0.7968042,0.5731776,0.7865888,0.6305337,0.81526685,0.63774335,0.8188717,0.6380107,0.81900537
98397,0.5349989,0.76749945,0.5393461,0.76967305,0.47969744,0.73984873,0.5299803,0.76499015,0.5595743,0.7797872,0.6646484,0.8323242,0.62049574,0.8102479,0.65303856,0.82651925,0.6806358,0.8403179,0.7195747,0.85978734
98398,0.7057613,0.85288066,0.6511769,0.82558846,0.6123015,0.8061508,0.57757795,0.788789,0.7323438,0.8661719,0.8175765,0.90878826,0.74184334,0.8709217,0.7618693,0.88093466,0.7569746,0.8784873,0.7897959,0.89489794
98399,0.58917046,0.7945852,0.5848096,0.7924048,0.50277066,0.75138533,0.5107862,0.7553931,0.60084236,0.8004212,0.63517046,0.81758523,0.64307,0.821535,0.63466704,0.8173335,0.64061075,0.82030535,0.6320863,0.81604314
98400,0.60319525,0.8015976,0.6114359,0.80571795,0.5479021,0.77395105,0.6206122,0.8103061,0.601408,0.800704,0.6343698,0.8171849,0.62097466,0.81048733,0.6595386,0.8297693,0.71462506,0.85731256,0.66973174,0.83486587
98401,0.61421394,0.807107,0.67401665,0.83700836,0.5677675,0.78388375,0.59719515,0.7985976,0.6069522,0.8034761,0.6272638,0.8136319,0.6335105,0.81675524,0.72170955,0.86085474,0.7040939,0.85204697,0.67529285,0.8376464
98402,0.7252541,0.862627,0.69900835,0.8495042,0.6924554,0.8462277,0.6432178,0.8216089,0.70472276,0.8523614,0.7705714,0.88528574,0.66713953,0.83356977,0.770668,0.885334,0.7213268,0.8606634,0.75426805,0.877134
1747,0.7281152,0.8640576,0.66951215,0.8347561,0.6519091,0.82595456,0.66366255,0.8318313,0.6786217,0.8393109,0.70841634,0.8542082,0.66835505,0.8341775,0.7015567,0.85077834,0.7389506,0.8694753,0.7236215,0.86181074
1784,0.6022115,0.80110574,0.6124743,0.80623716,0.5622591,0.78112954,0.5602324,0.7801162,0.63857603,0.819288,0.6284744,0.81423724,0.6551595,0.82757974,0.6497848,0.8248924,0.69161415,0.8458071,0.61580426,0.8079021
2476,0.7521483,0.87607414,0.6532397,0.82661986,0.6943527,0.8471763,0.59928286,0.79964143,0.7262312,0.8631156,0.743327,0.8716635,0.65102476,0.8255124,0.7198304,0.8599152,0.6423594,0.8211797,0.6885427,0.84427136
2515,0.7644383,0.88221914,0.721552,0.860776,0.72815126,0.86407566,0.6542777,0.82713884,0.7129115,0.85645574,0.69779396,0.848897,0.6382643,0.81913215,0.72325796,0.861629,0.7023213,0.85116065,0.7097609,0.85488045
2517,0.71010697,0.8550535,0.66342354,0.83171177,0.67107975,0.8355399,0.5791791,0.7895895,0.65980214,0.8299011,0.638124,0.819062,0.5320712,0.76603556,0.6594733,0.82973665,0.59945947,0.7997297,0.5767599,0.7883799
2529,0.7141932,0.8570966,0.6681006,0.8340503,0.631773,0.8158865,0.59454906,0.79727453,0.6952122,0.84760606,0.6459261,0.82296306,0.68037856,0.8401893,0.6518242,0.8259121,0.6146203,0.80731016,0.6820512,0.8410256
2538,0.6966431,0.84832156,0.6557113,0.82785565,0.6176202,0.8088101,0.621001,0.8105005,0.64065874,0.82032937,0.6062369,0.80311847,0.57016027,0.78508013,0.6409435,0.82047176,0.61895937,0.8094797,0.5919997,0.7959999
2551,0.70219564,0.8510978,0.67037904,0.8351895,0.6400593,0.8200296,0.53042084,0.7652104,0.65317255,0.82658625,0.6879858,0.8439929,0.6095968,0.80479836,0.6585299,0.82926494,0.6410215,0.82051075,0.65409684,0.8270484
2553,0.7600162,0.8800081,0.70108104,0.8505405,0.6730752,0.8365376,0.6321285,0.81606424,0.6915165,0.84575826,0.6851969,0.84259844,0.6519358,0.8259679,0.6988975,0.84944874,0.671141,0.8355705,0.67643845,0.8382192
2554,0.6665914,0.8332957,0.6640986,0.8320493,0.60175955,0.8008798,0.62863195,0.814316,0.65580285,0.8279014,0.7211578,0.8605789,0.6689905,0.83449525,0.7021651,0.85108256,0.71727014,0.85863507,0.7410016,0.8705008
2555,0.565315,0.7826575,0.5752755,0.7876377,0.5211108,0.7605554,0.5474745,0.77373725,0.50689536,0.75344765,0.5032652,0.7516326,0.5022385,0.75111926,0.5420212,0.77101064,0.56153744,0.78076875,0.5173074,0.7586537
2556,0.69038594,0.84519297,0.7160188,0.8580094,0.7155106,0.8577553,0.67148817,0.8357441,0.64651275,0.8232564,0.6260786,0.8130393,0.58033675,0.7901684,0.69607234,0.84803617,0.6631,0.83155,0.6360416,0.8180208
2577,0.7429458,0.8714729,0.7213397,0.86066985,0.6572342,0.8286171,0.6644388,0.83221936,0.67390597,0.836953,0.7029792,0.8514896,0.6854301,0.842715,0.705557,0.8527785,0.6964501,0.84822506,0.698245,0.8491225
2582,0.68504655,0.8425233,0.6307219,0.81536096,0.62702656,0.8135133,0.56886524,0.78443265,0.6307097,0.8153548,0.67404246,0.83702123,0.5999099,0.79995495,0.65108025,0.8255401,0.6237937,0.81189686,0.62494683,0.8124734
2583,0.6794798,0.8397399,0.7219686,0.8609843,0.680797,0.8403985,0.62731427,0.81365716,0.66293657,0.8314683,0.6382086,0.8191043,0.6126751,0.80633754,0.67678237,0.8383912,0.6443666,0.8221833,0.61744225,0.8087211
2584,0.7334397,0.86671984,0.64138734,0.8206937,0.64627063,0.8231353,0.56715417,0.7835771,0.6801169,0.84005845,0.68425286,0.8421264,0.6000451,0.80002254,0.6634073,0.83170366,0.57517695,0.7875885,0.62362206,0.81181103
2585,0.6677065,0.83385324,0.6445733,0.8222866,0.6034337,0.80171686,0.59432954,0.7971648,0.60212564,0.8010628,0.6309589,0.81547946,0.58593786,0.7929689,0.66419667,0.83209836,0.63262284,0.8163114,0.6319661,0.81598306
2586,0.73546815,0.8677341,0.6945163,0.84725815,0.6740047,0.83700234,0.64560163,0.8228008,0.6253562,0.8126781,0.6759622,0.8379811,0.58271366,0.7913568,0.68595064,0.8429753,0.6580094,0.8290047,0.6342976,0.8171488
2587,0.66571224,0.8328561,0.64926624,0.8246331,0.6764697,0.83823484,0.5998306,0.7999153,0.59536266,0.79768133,0.57531774,0.7876589,0.5429134,0.7714567,0.62351215,0.8117561,0.5957073,0.79785365,0.5578648,0.7789324
2588,0.7294413,0.86472064,0.6553371,0.82766855,0.62130857,0.8106543,0.6590104,0.8295052,0.6189741,0.80948704,0.6144818,0.8072409,0.5546908,0.7773454,0.6500206,0.8250103,0.6480379,0.82401896,0.6022774,0.8011387
2589,0.7513056,0.8756528,0.6987177,0.84935886,0.7038636,0.8519318,0.6327554,0.8163777,0.6839459,0.84197295,0.6884817,0.84424084,0.62138987,0.81069493,0.7034698,0.8517349,0.6381731,0.81908655,0.6593267,0.82966334
2590,0.75124645,0.8756232,0.6554837,0.82774186,0.66735864,0.8336793,0.59126145,0.7956307,0.6872289,0.84361446,0.7512524,0.8756262,0.6447486,0.82237434,0.6864049,0.8432025,0.62261647,0.81130826,0.7026298,0.8513149
2591,0.7066422,0.8533211,0.65422875,0.82711434,0.64722407,0.82361203,0.56755435,0.7837772,0.6772402,0.83862007,0.7334998,0.8667499,0.6189848,0.8094924,0.688638,0.844319,0.65119624,0.8255981,0.6978196,0.8489098
2592,0.7602136,0.8801068,0.6830136,0.84150684,0.69619656,0.8480983,0.67110515,0.8355526,0.68445677,0.8422284,0.6723395,0.8361697,0.576705,0.7883525,0.68802106,0.84401053,0.62153715,0.8107686,0.6310649,0.81553245
2594,0.66673017,0.8333651,0.6145997,0.80729985,0.59451807,0.79725903,0.6126286,0.8063143,0.62990475,0.8149524,0.61500174,0.80750084,0.57266366,0.78633183,0.61316895,0.8065845,0.56704605,0.783523,0.5705509,0.78527546
2595,0.6612834,0.8306417,0.6191252,0.80956256,0.5957147,0.79785734,0.58625865,0.7931293,0.60197115,0.8009856,0.65035903,0.8251795,0.6091144,0.8045572,0.650092,0.825046,0.6082479,0.80412394,0.63755465,0.8187773
2597,0.80073,0.900365,0.6996753,0.84983766,0.7686583,0.88432914,0.6396013,0.8198006,0.7500942,0.8750471,0.7856463,0.89282316,0.6619878,0.8309939,0.7648812,0.88244057,0.67008346,0.83504176,0.7155037,0.85775185
2645,0.66480595,0.83240294,0.67465734,0.8373287,0.6778532,0.8389266,0.60623556,0.80311775,0.6357317,0.81786585,0.65312874,0.8265644,0.6231556,0.8115778,0.6566175,0.82830876,0.6691985,0.83459926,0.66804075,0.8340204
2654,0.7108702,0.85543513,0.68668205,0.843341,0.66608787,0.83304393,0.6919296,0.8459648,0.6534116,0.8267058,0.61045516,0.8052276,0.58787185,0.7939359,0.67878133,0.83939064,0.6162579,0.80812895,0.6086741,0.804337
2655,0.6500406,0.8250203,0.6238473,0.8119236,0.5901863,0.7950932,0.6280151,0.8140075,0.5942835,0.7971418,0.6325319,0.81626594,0.5790914,0.7895457,0.6181481,0.80907404,0.6294948,0.8147474,0.61297107,0.80648553
2656,0.66911745,0.8345587,0.68994755,0.8449738,0.6227876,0.8113938,0.6122608,0.8061304,0.6059816,0.8029908,0.60696524,0.80348265,0.5666378,0.7833189,0.6554627,0.8277314,0.6160556,0.8080278,0.5840208,0.7920104
2657,0.6385901,0.81929505,0.62438047,0.81219023,0.5842823,0.79214114,0.5815348,0.79076743,0.64403975,0.8220199,0.69565654,0.84782827,0.6122577,0.80612886,0.72424835,0.8621242,0.73058534,0.86529267,0.70300525,0.85150266
2658,0.6704767,0.83523834,0.6092821,0.804641,0.6228508,0.8114254,0.58608794,0.793044,0.57970554,0.78985274,0.53969496,0.7698475,0.43736064,0.7186803,0.60214174,0.80107087,0.5593557,0.77967787,0.50592995,0.752965
