,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_Modelclaude-haiku-4-5_google_ux_Score
98302,0.7366303,0.86831516,0.6555164,0.8277582,0.6167114,0.8083557,0.64212084,0.8210604,0.74480987,0.87240493,0.8525555,0.92627776,0.7368437,0.86842185,0.8074727,0.90373635,0.7444099,0.87220496,0.8038945,0.90194726
98303,0.6982166,0.84910834,0.61989737,0.8099487,0.57775223,0.7888761,0.57120466,0.78560233,0.7103857,0.85519284,0.86702204,0.933511,0.7392647,0.86963236,0.7705235,0.8852618,0.7449837,0.87249184,0.82919633,0.91459817
98304,0.76673365,0.8833668,0.72118664,0.8605933,0.6685523,0.83427614,0.6305214,0.8152607,0.74264085,0.8713204,0.8504795,0.92523974,0.7533752,0.8766876,0.8233036,0.9116518,0.7841785,0.89208925,0.8376118,0.9188059
98305,0.70886713,0.85443354,0.6866782,0.8433391,0.5984757,0.79923785,0.6536025,0.82680124,0.685719,0.8428595,0.7643143,0.88215715,0.68737066,0.8436853,0.753106,0.876553,0.74256396,0.871282,0.73288465,0.8664423
98306,0.5811956,0.7905978,0.5737057,0.78685284,0.52111274,0.76055634,0.5622827,0.78114134,0.57352746,0.7867637,0.66786444,0.8339322,0.6137788,0.8068894,0.6836139,0.84180695,0.6487028,0.82435143,0.65371,0.826855
98307,0.7413008,0.8706504,0.7331092,0.8665546,0.64398515,0.8219926,0.6575278,0.8287639,0.76837754,0.8841888,0.86914647,0.93457323,0.7908582,0.89542913,0.8621553,0.93107766,0.78297186,0.8914859,0.8342527,0.91712636
98308,0.6198421,0.809921,0.64541227,0.8227061,0.5186908,0.7593454,0.59423554,0.79711777,0.66145176,0.8307259,0.74329287,0.8716464,0.7575628,0.87878144,0.72037953,0.8601898,0.7222377,0.86111885,0.76384485,0.8819224
98309,0.7330388,0.8665194,0.67621577,0.8381079,0.61982656,0.8099133,0.6165158,0.80825794,0.7550773,0.8775387,0.84010047,0.92005026,0.7697594,0.8848797,0.8263714,0.9131857,0.81376153,0.90688074,0.83664954,0.91832477
98310,0.75254774,0.8762739,0.6838951,0.84194756,0.67700005,0.8385,0.63981426,0.8199071,0.7390436,0.8695218,0.8359644,0.9179822,0.74760383,0.87380195,0.78718656,0.8935933,0.71191275,0.8559564,0.7973623,0.89868116
98311,0.6930165,0.84650826,0.65095866,0.8254793,0.58637273,0.79318637,0.62083316,0.8104166,0.6865243,0.84326214,0.7863155,0.8931577,0.7501639,0.87508196,0.7391621,0.86958104,0.75797176,0.8789859,0.8137032,0.9068516
98312,0.6800486,0.8400243,0.6954296,0.8477148,0.6348609,0.81743044,0.66314083,0.8315704,0.70997024,0.8549851,0.7616164,0.88080823,0.74138904,0.8706945,0.8114362,0.9057181,0.70865744,0.85432875,0.7900356,0.8950178
98313,0.7138894,0.8569447,0.6159915,0.80799574,0.59658587,0.79829293,0.60231483,0.8011574,0.6903615,0.84518075,0.85220194,0.92610097,0.68553925,0.8427696,0.7906606,0.8953303,0.712542,0.856271,0.77509797,0.887549
98314,0.7579175,0.87895876,0.70655805,0.853279,0.66582096,0.8329105,0.6921679,0.84608394,0.76117885,0.8805894,0.850018,0.925009,0.73693395,0.868467,0.8332815,0.91664076,0.7898134,0.8949067,0.8387275,0.91936374
98315,0.5896679,0.79483396,0.61859787,0.80929893,0.54336786,0.77168393,0.6151017,0.80755085,0.602239,0.8011195,0.7054597,0.85272986,0.64689183,0.8234459,0.70433426,0.8521671,0.71322465,0.8566123,0.7072215,0.85361075
98316,0.8021232,0.9010616,0.74976176,0.8748809,0.71663576,0.85831785,0.67267656,0.8363383,0.78039336,0.8901967,0.8718054,0.9359027,0.7444404,0.87222016,0.83413815,0.9170691,0.76665354,0.88332677,0.82818377,0.9140919
98317,0.6864772,0.8432386,0.6661106,0.83305526,0.59799135,0.7989957,0.5830052,0.7915026,0.74578387,0.8728919,0.8384364,0.9192182,0.8127651,0.90638256,0.7633678,0.8816839,0.7499942,0.87499714,0.83265495,0.9163275
98318,0.7236642,0.86183214,0.7057991,0.85289955,0.616414,0.80820704,0.6802665,0.84013325,0.7448236,0.8724118,0.7997079,0.89985394,0.7739959,0.88699794,0.7895843,0.89479214,0.794832,0.897416,0.81987655,0.9099383
98319,0.70269567,0.8513478,0.67486954,0.83743477,0.61600375,0.8080019,0.6800775,0.8400388,0.6770793,0.83853966,0.77942705,0.8897135,0.6966417,0.84832084,0.78832084,0.8941604,0.73176396,0.865882,0.7713765,0.88568825
98320,0.7252452,0.8626226,0.6832742,0.84163713,0.6497134,0.8248567,0.6310286,0.8155143,0.7542552,0.8771276,0.88011193,0.94005597,0.75269467,0.8763473,0.83266807,0.91633403,0.7678487,0.88392437,0.8331238,0.9165619
98321,0.74124837,0.8706242,0.6846094,0.8423047,0.6390499,0.81952494,0.6302798,0.8151399,0.7295135,0.86475676,0.8742306,0.9371153,0.7562946,0.8781473,0.7851054,0.89255273,0.7953103,0.8976551,0.8478714,0.9239357
98322,0.67855585,0.8392779,0.6759558,0.8379779,0.5917566,0.7958783,0.6060393,0.80301964,0.73715174,0.8685759,0.8451201,0.92256004,0.7473118,0.8736559,0.8095839,0.90479195,0.79448277,0.89724135,0.84721273,0.9236064
98323,0.69946635,0.8497332,0.6573938,0.8286969,0.591169,0.7955845,0.58454907,0.79227453,0.72815865,0.86407936,0.8126981,0.90634906,0.77177703,0.8858885,0.79682064,0.8984103,0.7238624,0.8619312,0.7932048,0.8966024
98324,0.73591816,0.8679591,0.7073531,0.85367656,0.655457,0.8277285,0.7292894,0.8646447,0.74325,0.871625,0.7735584,0.8867792,0.73439693,0.86719847,0.7940597,0.8970299,0.76801157,0.8840058,0.79669464,0.8983473
98325,0.69942856,0.8497143,0.66446733,0.83223367,0.61843526,0.80921763,0.6447224,0.82236123,0.7135165,0.85675824,0.84557664,0.9227883,0.7654279,0.8827139,0.8202213,0.91011065,0.816177,0.9080885,0.84719497,0.92359746
98326,0.57583857,0.7879193,0.6087253,0.80436265,0.5023253,0.75116265,0.57214105,0.7860705,0.5612207,0.7806103,0.63724923,0.8186246,0.59120524,0.7956026,0.6844531,0.84222656,0.70860314,0.8543016,0.6721015,0.83605075
98327,0.626947,0.81347346,0.64970165,0.8248508,0.5585865,0.77929324,0.621995,0.8109975,0.6151791,0.80758953,0.71540403,0.857702,0.6684358,0.8342179,0.72459996,0.8623,0.74041986,0.87020993,0.7566054,0.8783027
98328,0.72880244,0.8644012,0.65158105,0.8257905,0.6265565,0.81327826,0.7074898,0.85374486,0.7292491,0.86462456,0.8061984,0.9030992,0.7427118,0.8713559,0.788545,0.8942725,0.7754937,0.8877468,0.8053256,0.9026628
98329,0.654768,0.827384,0.64235675,0.8211784,0.57437533,0.7871877,0.642923,0.8214615,0.64186144,0.8209307,0.7198183,0.8599092,0.6719861,0.83599305,0.75153446,0.87576723,0.7569541,0.87847704,0.76576746,0.8828837
98330,0.5392672,0.7696336,0.5847324,0.7923662,0.46698833,0.73349416,0.5366949,0.76834744,0.5556479,0.7778239,0.5937544,0.7968772,0.61881274,0.8094064,0.6054972,0.80274856,0.655126,0.827563,0.6247785,0.81238925
98331,0.63621294,0.8181065,0.5902494,0.7951247,0.604138,0.802069,0.615192,0.80759597,0.6087952,0.8043976,0.7058845,0.8529422,0.55836016,0.77918005,0.6709497,0.83547485,0.72113,0.860565,0.6631174,0.8315587
98332,0.6366911,0.81834555,0.6292906,0.8146453,0.59217894,0.7960895,0.60242546,0.8012127,0.6700134,0.8350067,0.76975614,0.88487804,0.75475895,0.8773795,0.76165974,0.8808299,0.7460029,0.87300146,0.78298235,0.8914912
98333,0.54668427,0.77334213,0.5109102,0.75545514,0.46505144,0.7325257,0.51778483,0.7588924,0.5537765,0.77688825,0.6961317,0.84806585,0.67041206,0.83520603,0.6289866,0.8144933,0.68975794,0.844879,0.73527175,0.86763585
98334,0.6540438,0.8270219,0.62584543,0.8129227,0.6391932,0.8195966,0.6116681,0.80583405,0.57476777,0.7873839,0.5856635,0.7928318,0.4881575,0.74407876,0.6028768,0.8014384,0.56803584,0.7840179,0.5601077,0.78005385
98335,0.73799497,0.86899745,0.71758497,0.8587925,0.6741179,0.83705896,0.6768794,0.8384397,0.74833095,0.8741655,0.84413195,0.922066,0.7668642,0.8834321,0.83907175,0.9195359,0.79770684,0.8988534,0.8392235,0.91961175
98336,0.6719861,0.83599305,0.65417093,0.8270855,0.6496855,0.82484275,0.6382867,0.81914335,0.65654236,0.82827115,0.7214771,0.8607385,0.6132982,0.8066491,0.75205797,0.876029,0.6837566,0.8418783,0.6741777,0.8370888
98337,0.5099826,0.7549913,0.49339098,0.7466955,0.41335535,0.7066777,0.54418445,0.7720922,0.5273619,0.76368093,0.58100814,0.7905041,0.5875308,0.7937654,0.5412353,0.77061766,0.60814697,0.80407345,0.5958433,0.79792166
98338,0.5938449,0.79692245,0.63175046,0.81587523,0.5686597,0.7843299,0.5762661,0.788133,0.55620384,0.7781019,0.5192138,0.7596069,0.52273154,0.7613658,0.60809416,0.8040471,0.6129986,0.8064993,0.5339174,0.7669587
98339,0.48550424,0.74275213,0.5068971,0.75344855,0.45550215,0.7277511,0.47241354,0.73620677,0.5439447,0.77197236,0.6581238,0.82906187,0.6135253,0.80676264,0.6268592,0.8134296,0.6615937,0.83079684,0.6872082,0.8436041
98340,0.5900321,0.79501605,0.596254,0.798127,0.5224496,0.7612248,0.5806655,0.7903328,0.6076859,0.80384296,0.6991948,0.8495974,0.67979896,0.8398995,0.6742347,0.8371173,0.70009625,0.8500481,0.72768605,0.863843
98341,0.6499275,0.82496375,0.6432291,0.82161456,0.5782229,0.78911144,0.6198033,0.80990165,0.6533048,0.8266524,0.77933204,0.889666,0.7023671,0.85118353,0.7572837,0.87864184,0.76839614,0.88419807,0.7887005,0.8943503
98342,0.71485305,0.8574265,0.6736164,0.8368082,0.6150746,0.8075373,0.6606486,0.8303243,0.6945416,0.8472708,0.7777723,0.88888615,0.7151803,0.85759014,0.7786173,0.8893087,0.77229273,0.88614637,0.78344095,0.8917205
98343,0.43717742,0.7185887,0.45094627,0.72547317,0.37101185,0.6855059,0.43703067,0.71851534,0.49026698,0.7451335,0.5603388,0.78016937,0.5333487,0.76667434,0.5454797,0.7727399,0.60270375,0.8013519,0.5944172,0.7972086
98344,0.7098856,0.8549428,0.6688362,0.83441806,0.61819386,0.80909693,0.6585494,0.8292747,0.69042003,0.84521,0.81900024,0.9095001,0.72086,0.86043,0.7757155,0.88785774,0.7684423,0.88422114,0.802135,0.9010675
98345,0.7211442,0.8605721,0.68079686,0.84039843,0.6375416,0.81877077,0.63366175,0.8168309,0.7031175,0.85155874,0.7832075,0.8916037,0.6850989,0.84254944,0.7604394,0.8802197,0.7276858,0.8638429,0.770989,0.8854945
98346,0.63550264,0.8177513,0.6437681,0.82188404,0.5893817,0.79469085,0.627272,0.813636,0.66212165,0.8310608,0.7170814,0.8585407,0.6510934,0.82554674,0.7559851,0.8779925,0.7098391,0.85491955,0.71437657,0.8571883
98347,0.57047063,0.7852353,0.58455276,0.7922764,0.552567,0.7762835,0.56216866,0.7810843,0.56955695,0.7847785,0.7002648,0.8501324,0.6525444,0.8262722,0.6801423,0.84007114,0.7399419,0.8699709,0.7310844,0.8655422
98348,0.462254,0.731127,0.5079323,0.75396615,0.48117095,0.74058545,0.48858196,0.74429095,0.4743434,0.7371717,0.53985935,0.76992965,0.53559583,0.76779795,0.53370583,0.7668529,0.64861643,0.8243082,0.6143398,0.8071699
98349,0.7319356,0.8659678,0.72698146,0.8634907,0.6402508,0.8201254,0.66168,0.83084,0.7312635,0.86563176,0.8108205,0.9054103,0.7255728,0.8627864,0.8396304,0.9198152,0.7914239,0.89571196,0.79738367,0.89869183
98350,0.67664564,0.8383228,0.68550944,0.8427547,0.62109697,0.8105485,0.676198,0.838099,0.694187,0.84709346,0.7940211,0.89701056,0.74037904,0.87018955,0.7872238,0.8936119,0.79611975,0.89805984,0.8134711,0.90673554
98351,0.65943867,0.8297193,0.6464043,0.82320213,0.56533706,0.78266853,0.59395576,0.7969779,0.6798724,0.8399362,0.7576438,0.8788219,0.71611416,0.8580571,0.7385365,0.86926824,0.7338644,0.8669322,0.7576026,0.8788013
98352,0.57387817,0.7869391,0.5833117,0.79165584,0.4854532,0.74272656,0.54874265,0.7743713,0.62016433,0.8100822,0.73516804,0.867584,0.7241501,0.8620751,0.7240714,0.8620357,0.7418339,0.87091696,0.77126944,0.8856347
98353,0.55778456,0.7788923,0.5625253,0.78126264,0.49236143,0.7461807,0.4937538,0.7468769,0.57949173,0.78974587,0.695001,0.8475005,0.6878637,0.84393185,0.657799,0.8288995,0.6818968,0.8409484,0.71937966,0.85968983
98354,0.5478326,0.7739163,0.61131877,0.8056594,0.5441513,0.77207565,0.5332855,0.76664275,0.563372,0.781686,0.51027024,0.7551351,0.5581579,0.77907896,0.58155763,0.7907788,0.5671388,0.7835694,0.5361583,0.76807916
98355,0.7447858,0.8723929,0.7098049,0.85490245,0.6567267,0.82836336,0.67584,0.83792,0.71088016,0.8554401,0.75759864,0.8787993,0.7223252,0.8611626,0.745788,0.872894,0.76561165,0.8828058,0.78364027,0.89182013
98356,0.5502611,0.7751305,0.57846373,0.7892319,0.48320678,0.7416034,0.53141916,0.7657096,0.5909498,0.7954749,0.6214124,0.8107062,0.6336912,0.8168456,0.6593112,0.8296556,0.6406319,0.82031596,0.6353873,0.81769365
98357,0.66614985,0.8330749,0.71333563,0.8566678,0.60768807,0.80384403,0.6344379,0.81721896,0.66474944,0.8323747,0.5642351,0.78211755,0.6155913,0.80779564,0.6375753,0.8187877,0.63627446,0.8181372,0.58505917,0.7925296
98358,0.73696065,0.8684803,0.7116523,0.85582614,0.6677213,0.83386064,0.6518992,0.8259496,0.7781879,0.88909394,0.8449122,0.9224561,0.7604739,0.880237,0.83386326,0.9169316,0.81360865,0.9068043,0.8397043,0.91985214
98359,0.6405349,0.82026744,0.6453533,0.82267666,0.5733297,0.78666484,0.5758546,0.78792727,0.68312806,0.84156406,0.76197934,0.8809897,0.7488503,0.8744252,0.7307335,0.86536676,0.7859421,0.89297104,0.8060761,0.903038
98360,0.5230733,0.76153666,0.59212685,0.7960634,0.540113,0.7700565,0.6520201,0.82601005,0.498707,0.7493535,0.48618776,0.74309385,0.4895805,0.74479026,0.57027626,0.78513813,0.61183894,0.80591947,0.540968,0.770484
98361,0.77878267,0.8893913,0.7479814,0.8739907,0.67318267,0.83659136,0.69116634,0.8455832,0.7652248,0.8826124,0.8459469,0.92297345,0.7904351,0.89521754,0.8538104,0.9269052,0.80321836,0.9016092,0.8539912,0.92699564
98362,0.57963336,0.7898167,0.59267735,0.7963387,0.56964475,0.78482234,0.54895616,0.7744781,0.63343376,0.8167169,0.63223255,0.8161163,0.6805933,0.8402966,0.6321163,0.81605816,0.68871427,0.84435713,0.668833,0.8344165
98363,0.68510747,0.84255373,0.68300986,0.84150493,0.63446176,0.8172309,0.66342247,0.83171123,0.66211104,0.8310555,0.687356,0.843678,0.64539784,0.82269895,0.74191546,0.87095773,0.753973,0.8769865,0.72770536,0.8638527
98364,0.49961662,0.7498083,0.5344659,0.76723295,0.50694007,0.75347006,0.45668086,0.72834045,0.5667076,0.7833538,0.6034486,0.8017243,0.55251735,0.7762587,0.62044156,0.8102208,0.57886326,0.78943163,0.5802681,0.7901341
98365,0.6055094,0.8027547,0.6202022,0.8101011,0.5553706,0.7776853,0.556888,0.778444,0.57341313,0.78670657,0.6245475,0.81227374,0.56850886,0.78425443,0.6612003,0.83060014,0.6430764,0.8215382,0.62630796,0.813154
98366,0.61824715,0.8091236,0.65086365,0.8254318,0.58844435,0.7942222,0.5454961,0.77274805,0.60831875,0.8041594,0.6075929,0.8037964,0.5550502,0.77752507,0.64558434,0.8227922,0.60132957,0.8006648,0.57258934,0.7862947
98367,0.6648618,0.8324309,0.63089967,0.81544983,0.6186309,0.80931544,0.60947293,0.8047365,0.6589097,0.82945484,0.7527636,0.8763818,0.6483591,0.82417953,0.7011234,0.85056174,0.73885685,0.8694284,0.727955,0.8639775
98368,0.53225946,0.76612973,0.60189927,0.80094963,0.53234696,0.7661735,0.5686424,0.7843212,0.5425169,0.7712585,0.5872112,0.79360557,0.56935894,0.7846795,0.62390596,0.81195295,0.65511274,0.8275564,0.6140084,0.8070042
98369,0.5474614,0.7737307,0.5561125,0.77805626,0.5224495,0.76122475,0.54375017,0.7718751,0.5923761,0.79618806,0.7026335,0.85131675,0.6361426,0.8180713,0.6853404,0.8426702,0.6733794,0.8366897,0.71341497,0.85670745
98370,0.6741667,0.83708334,0.6689558,0.8344779,0.6066397,0.8033198,0.614101,0.80705047,0.70561767,0.85280883,0.8471985,0.92359924,0.76793736,0.8839687,0.7977309,0.89886546,0.7972832,0.8986416,0.8413186,0.9206593
98371,0.7364422,0.8682211,0.6977292,0.84886456,0.6483506,0.8241753,0.72152984,0.8607649,0.71458995,0.857295,0.8014159,0.90070796,0.7382121,0.86910605,0.81140375,0.9057019,0.78254116,0.8912706,0.80756366,0.90378183
98372,0.7019062,0.8509531,0.6249805,0.8124902,0.5521227,0.77606136,0.6023096,0.8011548,0.67230254,0.83615124,0.79637146,0.89818573,0.705444,0.852722,0.75909615,0.8795481,0.72609633,0.8630482,0.77886343,0.8894317
98373,0.7805194,0.89025974,0.7104551,0.8552276,0.6624594,0.8312297,0.70681036,0.8534052,0.7251677,0.8625839,0.763562,0.881781,0.6633395,0.83166975,0.75231117,0.8761556,0.7392043,0.86960214,0.7359382,0.8679691
98374,0.7071816,0.8535908,0.66888225,0.8344411,0.59348786,0.7967439,0.6678699,0.83393496,0.70454454,0.8522723,0.7769915,0.88849574,0.70249736,0.8512487,0.7529127,0.8764564,0.7359976,0.86799884,0.73748255,0.8687413
98375,0.6970895,0.8485447,0.71004313,0.8550216,0.6579748,0.82898736,0.693102,0.846551,0.68059886,0.8402994,0.75840354,0.87920177,0.6865678,0.8432839,0.7699353,0.8849677,0.7642462,0.8821231,0.7562398,0.8781199
98376,0.6875485,0.84377426,0.6284838,0.8142419,0.58916986,0.79458493,0.60405076,0.8020254,0.6765075,0.83825374,0.7905569,0.89527845,0.6808018,0.84040093,0.69853604,0.849268,0.73209596,0.866048,0.7622542,0.8811271
98377,0.6742635,0.83713174,0.6632184,0.8316092,0.6111306,0.8055653,0.635237,0.8176185,0.7103766,0.8551883,0.82819676,0.9140984,0.765798,0.882899,0.8148719,0.90743595,0.82076406,0.91038203,0.8577306,0.9288653
98378,0.74035347,0.87017673,0.7134348,0.8567174,0.622429,0.8112145,0.6499527,0.8249763,0.7531314,0.8765657,0.8778174,0.9389087,0.80874616,0.90437305,0.8264555,0.91322774,0.7993014,0.8996507,0.88597953,0.94298977
98379,0.69235593,0.84617794,0.632224,0.81611204,0.60159135,0.8007957,0.63681346,0.8184067,0.70243084,0.8512154,0.8249234,0.9124617,0.698861,0.8494305,0.7482402,0.8741201,0.7261529,0.86307645,0.782921,0.89146054
98380,0.6972954,0.8486477,0.67887354,0.83943677,0.6044827,0.8022413,0.71157193,0.85578597,0.71826154,0.85913074,0.81940305,0.9097015,0.7716603,0.88583016,0.79913986,0.8995699,0.7923229,0.89616144,0.8261175,0.91305876
98381,0.5581403,0.77907014,0.56552225,0.7827611,0.47937444,0.7396872,0.5646453,0.78232265,0.53575975,0.76787984,0.60595286,0.8029764,0.58404714,0.79202354,0.64132,0.82066,0.6411379,0.8205689,0.6127534,0.8063767
98382,0.6343999,0.81719995,0.6294577,0.81472886,0.5486823,0.7743411,0.58517176,0.79258585,0.683241,0.8416205,0.80197096,0.9009855,0.7429279,0.87146395,0.7744889,0.88724446,0.76358855,0.8817943,0.8258109,0.91290545
98383,0.6514833,0.82574165,0.64667094,0.82333547,0.5770794,0.7885397,0.59815204,0.799076,0.65919775,0.8295989,0.7440232,0.8720116,0.66741556,0.8337078,0.7044831,0.8522415,0.72744614,0.86372304,0.7406935,0.8703468
98384,0.6937332,0.8468666,0.6592561,0.82962805,0.60133624,0.8006681,0.6888882,0.8444441,0.68915516,0.84457755,0.7048476,0.8524238,0.66878563,0.8343928,0.72946703,0.8647335,0.7535399,0.87676996,0.74492145,0.8724607
98385,0.6060072,0.8030036,0.5761711,0.7880856,0.5204086,0.7602043,0.57770497,0.78885245,0.6084832,0.8042416,0.7368802,0.8684401,0.655517,0.8277585,0.708483,0.8542415,0.69902366,0.84951186,0.7463292,0.8731646
98386,0.7243612,0.8621806,0.7184658,0.8592329,0.6744248,0.83721244,0.7275781,0.8637891,0.72277427,0.86138713,0.75840473,0.87920237,0.73465216,0.8673261,0.80121326,0.90060663,0.7954341,0.89771706,0.8012114,0.9006057
98387,0.69552505,0.8477625,0.70834744,0.8541737,0.6445998,0.8222999,0.70113444,0.8505672,0.7507564,0.8753782,0.75840855,0.8792043,0.71757233,0.85878617,0.78763956,0.8938198,0.710256,0.855128,0.7662687,0.88313437
98388,0.73226833,0.86613417,0.6642078,0.8321039,0.64489424,0.8224471,0.6806463,0.84032315,0.6966667,0.84833336,0.82083786,0.9104189,0.7077761,0.85388803,0.78265166,0.89132583,0.7440902,0.8720451,0.79447025,0.89723516
98389,0.75043565,0.8752178,0.7085946,0.8542973,0.66205627,0.8310281,0.66203725,0.8310186,0.7726253,0.88631266,0.86644304,0.9332215,0.77561957,0.88780975,0.8256252,0.9128126,0.77810514,0.88905257,0.8516463,0.92582315
98390,0.6599132,0.8299566,0.5869589,0.79347944,0.56854546,0.78427273,0.68153614,0.8407681,0.61339307,0.80669653,0.7188808,0.8594404,0.6456845,0.82284224,0.6792371,0.83961856,0.7102442,0.8551221,0.7394104,0.8697052
98391,0.5893213,0.7946607,0.54799384,0.77399695,0.52848727,0.7642436,0.4988584,0.7494292,0.64236236,0.8211812,0.80954397,0.904772,0.7495445,0.87477225,0.6991279,0.84956396,0.7445688,0.8722844,0.813573,0.9067865
98392,0.6411228,0.8205614,0.63444924,0.8172246,0.5945114,0.7972557,0.6647366,0.8323683,0.59680605,0.798403,0.62682843,0.8134142,0.5718577,0.78592885,0.7072127,0.85360634,0.7076881,0.85384405,0.67799616,0.8389981
