,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98305,0.7197052,0.8598526,0.68820953,0.84410477,0.6103493,0.80517465,0.64828384,0.8241419,0.72035134,0.86017567,0.81641936,0.9082097,0.72687745,0.8634387,0.79227066,0.89613533,0.759919,0.87995946,0.78352606,0.89176303
98306,0.69845855,0.8492293,0.6524689,0.82623446,0.6088723,0.80443615,0.63218397,0.816092,0.69837224,0.8491861,0.8271878,0.9135939,0.7251362,0.86256814,0.7841738,0.89208686,0.7846298,0.8923149,0.7991893,0.89959466
98307,0.7598525,0.87992626,0.7357414,0.8678707,0.6876559,0.84382796,0.67488897,0.8374445,0.77071035,0.8853552,0.8650874,0.9325437,0.77978456,0.8898923,0.8432558,0.9216279,0.8084924,0.9042462,0.836711,0.91835546
98308,0.6623017,0.8311509,0.66588604,0.832943,0.54546714,0.77273357,0.61997837,0.8099892,0.65493435,0.8274672,0.6829984,0.8414992,0.7215009,0.86075044,0.69205034,0.84602517,0.71674156,0.8583708,0.7125903,0.8562951
98309,0.7437899,0.87189496,0.69240296,0.8462015,0.6160649,0.80803245,0.6363867,0.8181933,0.72306573,0.86153287,0.8018121,0.9009061,0.72624135,0.8631207,0.7842041,0.89210206,0.7652494,0.8826247,0.7890014,0.89450073
98310,0.71104294,0.85552144,0.6672683,0.83363414,0.6314822,0.81574106,0.5882169,0.79410845,0.7257595,0.86287975,0.8218671,0.91093355,0.74516296,0.8725815,0.7587851,0.87939256,0.67886305,0.8394315,0.7764416,0.8882208
98311,0.6825853,0.8412926,0.65638113,0.82819057,0.59492826,0.79746413,0.61855793,0.80927896,0.68761456,0.8438073,0.7700591,0.88502955,0.70309186,0.85154593,0.73662186,0.8683109,0.72634256,0.8631713,0.7740737,0.88703686
98312,0.6655998,0.8327999,0.6875251,0.8437625,0.60622084,0.8031104,0.64566684,0.8228334,0.6923563,0.8461782,0.75300884,0.8765044,0.74150735,0.87075365,0.76902664,0.8845133,0.7167976,0.8583988,0.7776842,0.8888421
98313,0.73570293,0.8678515,0.6860471,0.84302354,0.6343404,0.8171702,0.6190605,0.80953026,0.74269676,0.8713484,0.86419857,0.9320993,0.7264999,0.86324996,0.82976955,0.9148848,0.7482456,0.8741228,0.81940365,0.9097018
98314,0.7684901,0.88424504,0.6701692,0.83508456,0.6502218,0.8251109,0.6869372,0.8434686,0.73953533,0.86976767,0.8601288,0.93006444,0.7188176,0.8594088,0.7983845,0.8991922,0.77425504,0.8871275,0.8162968,0.9081484
98315,0.6825131,0.84125656,0.6473572,0.8236786,0.60747725,0.8037386,0.64146996,0.820735,0.70603085,0.8530154,0.8533546,0.9266773,0.72558784,0.8627939,0.7940389,0.89701945,0.78366804,0.891834,0.82636654,0.9131833
98316,0.79150295,0.8957515,0.72928894,0.86464447,0.67717254,0.8385863,0.63958985,0.8197949,0.7980089,0.89900446,0.88139915,0.9406996,0.75137436,0.8756872,0.81374156,0.9068708,0.7751819,0.88759094,0.82955384,0.9147769
98317,0.67108977,0.8355449,0.6484296,0.8242148,0.56837165,0.7841858,0.58146423,0.79073215,0.72492343,0.8624617,0.8454509,0.92272544,0.77914596,0.889573,0.7588358,0.8794179,0.7471962,0.8735981,0.8292376,0.9146188
98318,0.763161,0.8815805,0.728344,0.864172,0.66177106,0.8308855,0.71223736,0.8561187,0.7537858,0.8768929,0.81476223,0.9073811,0.7458874,0.8729437,0.8061541,0.903077,0.79731524,0.8986576,0.8294786,0.9147393
98319,0.6432251,0.82161254,0.62370634,0.8118532,0.565555,0.7827775,0.6798544,0.8399272,0.62036693,0.81018347,0.72399545,0.8619977,0.6474477,0.82372385,0.72151065,0.8607553,0.7094618,0.8547309,0.7178507,0.85892534
98320,0.6998104,0.8499052,0.6958096,0.8479048,0.64700603,0.823503,0.63712984,0.8185649,0.7315849,0.86579245,0.8262023,0.91310114,0.72704613,0.86352307,0.79972184,0.8998609,0.7657732,0.8828866,0.7973219,0.89866096
98321,0.70751977,0.8537599,0.68643475,0.8432174,0.6321752,0.8160876,0.70265734,0.8513287,0.6861779,0.843089,0.768244,0.884122,0.7057851,0.8528925,0.7648109,0.88240546,0.7751775,0.88758874,0.7632069,0.8816035
98322,0.7034609,0.85173047,0.67542404,0.83771205,0.592319,0.7961595,0.60935766,0.8046788,0.7293639,0.86468196,0.833946,0.916973,0.7264786,0.8632393,0.7814723,0.89073616,0.7980005,0.8990003,0.8198799,0.90993994
98323,0.6927196,0.8463598,0.665529,0.8327645,0.5888841,0.79444206,0.58784246,0.79392123,0.7095969,0.85479844,0.754416,0.877208,0.71288216,0.8564411,0.76893526,0.8844676,0.7115735,0.85578674,0.723562,0.861781
98324,0.69660807,0.84830403,0.6463965,0.82319826,0.62130845,0.8106542,0.71310854,0.85655427,0.66656274,0.8332814,0.7552701,0.87763506,0.6971092,0.8485546,0.7518814,0.8759407,0.77788126,0.88894063,0.8001118,0.9000559
98325,0.7090808,0.8545404,0.6793992,0.8396996,0.6184752,0.8092376,0.6505937,0.8252969,0.7497922,0.8748961,0.8352392,0.9176196,0.7793094,0.8896547,0.8305922,0.9152961,0.8026738,0.9013369,0.8267262,0.9133631
98326,0.65539706,0.8276985,0.65137494,0.82568747,0.5525161,0.77625805,0.6086017,0.80430084,0.66436243,0.8321812,0.7776811,0.88884056,0.7010186,0.8505093,0.768888,0.884444,0.7855277,0.89276385,0.7764981,0.88824904
98327,0.6093695,0.80468476,0.63161206,0.81580603,0.5339941,0.76699704,0.5960088,0.7980044,0.601884,0.800942,0.6781925,0.83909625,0.66318464,0.8315923,0.6850521,0.8425261,0.71037763,0.85518885,0.7147428,0.8573714
98328,0.7351364,0.8675682,0.65759647,0.82879823,0.62024903,0.8101245,0.6972797,0.84863985,0.72525644,0.8626282,0.8033124,0.9016562,0.7246692,0.8623346,0.79034543,0.8951727,0.73612225,0.8680611,0.7798456,0.8899228
98329,0.68594825,0.8429741,0.6822249,0.8411125,0.58441806,0.792209,0.6629783,0.83148915,0.68527436,0.8426372,0.74875546,0.8743777,0.6936601,0.84683,0.78877926,0.8943896,0.78193426,0.89096713,0.76388407,0.88194203
98330,0.66546476,0.8327324,0.6600071,0.83000356,0.5825238,0.7912619,0.6211505,0.81057525,0.6757541,0.83787704,0.7311859,0.86559296,0.66455543,0.8322777,0.72162366,0.8608118,0.7197941,0.859897,0.7335235,0.86676174
98331,0.6971775,0.84858876,0.62208915,0.8110446,0.60100555,0.8005028,0.65550864,0.8277543,0.664227,0.8321135,0.76488495,0.8824425,0.6205331,0.81026655,0.7116953,0.85584766,0.7030002,0.8515001,0.7095641,0.85478204
98332,0.64904964,0.8245248,0.62359136,0.8117957,0.5665757,0.7832879,0.5992367,0.79961836,0.6610059,0.830503,0.7499286,0.8749643,0.72903216,0.8645161,0.7548075,0.87740374,0.73542,0.86771,0.7684598,0.8842299
98333,0.52098715,0.7604936,0.4858176,0.74290884,0.44148418,0.7207421,0.5306034,0.7653017,0.511864,0.755932,0.59658766,0.7982938,0.59810936,0.7990547,0.5632508,0.7816254,0.623419,0.8117095,0.6401897,0.8200948
98334,0.749542,0.874771,0.7267758,0.86338794,0.70434654,0.85217327,0.68946135,0.8447307,0.7042593,0.85212964,0.70888686,0.85444343,0.62834114,0.8141706,0.7425363,0.87126815,0.704096,0.85204804,0.6830704,0.8415352
98335,0.7111388,0.85556936,0.70763755,0.8538188,0.6502343,0.8251171,0.69058573,0.84529287,0.71738124,0.8586906,0.7765024,0.8882512,0.71178687,0.85589343,0.8001979,0.9000989,0.7759042,0.8879521,0.7847724,0.8923862
98336,0.6290424,0.8145212,0.604532,0.802266,0.60524565,0.8026228,0.59962916,0.7998146,0.6382153,0.81910765,0.7130568,0.8565284,0.558471,0.7792355,0.72374815,0.8618741,0.63679594,0.818398,0.6467954,0.8233977
98337,0.58278394,0.79139197,0.56752443,0.7837622,0.49075246,0.7453762,0.6065911,0.80329555,0.5643399,0.78216994,0.6000095,0.8000047,0.62015116,0.8100756,0.60383666,0.8019183,0.65250695,0.8262535,0.6233932,0.8116966
98338,0.72014713,0.86007357,0.7162914,0.8581457,0.6457505,0.82287526,0.6653524,0.8326762,0.7103143,0.85515714,0.7577528,0.8788764,0.71520483,0.8576024,0.7910583,0.89552915,0.77417433,0.88708717,0.7678516,0.8839258
98339,0.5744194,0.7872097,0.5946921,0.79734606,0.5240104,0.7620052,0.54512596,0.772563,0.6198892,0.8099446,0.7181323,0.8590661,0.6758764,0.8379382,0.7144413,0.85722065,0.7025752,0.8512876,0.7310435,0.8655218
98340,0.7079652,0.85398257,0.6787313,0.83936566,0.6234926,0.8117463,0.6464753,0.82323766,0.75265217,0.8763261,0.84421027,0.92210513,0.80663186,0.9033159,0.82120144,0.9106007,0.7755617,0.88778085,0.84424484,0.9221224
98341,0.6991427,0.84957135,0.67892766,0.83946383,0.6133019,0.80665094,0.66419846,0.8320992,0.70882905,0.8544145,0.826004,0.913002,0.745136,0.872568,0.81154203,0.905771,0.7710502,0.8855251,0.79961544,0.8998077
98342,0.76995087,0.88497543,0.7296257,0.86481285,0.6648164,0.8324082,0.6396806,0.8198403,0.7876293,0.8938147,0.83747584,0.9187379,0.7488693,0.87443465,0.82160556,0.9108028,0.7635325,0.88176626,0.8046566,0.9023283
98343,0.46258605,0.731293,0.46210164,0.73105085,0.41614622,0.70807314,0.462001,0.7310005,0.48697537,0.7434877,0.5592443,0.77962214,0.54289407,0.77144706,0.5621052,0.7810526,0.59169114,0.79584557,0.5875678,0.7937839
98344,0.70033544,0.85016775,0.68400085,0.8420004,0.6022093,0.80110466,0.656718,0.828359,0.671913,0.8359565,0.7842517,0.89212584,0.7081114,0.8540557,0.74905515,0.8745276,0.7460941,0.87304705,0.76293856,0.88146925
98345,0.6817429,0.84087145,0.64149755,0.8207488,0.5961042,0.7980521,0.5984201,0.7992101,0.6800909,0.84004545,0.81234574,0.9061729,0.66572356,0.8328618,0.76092994,0.880465,0.7108296,0.8554148,0.7684823,0.88424116
98346,0.6955123,0.84775615,0.6445826,0.8222913,0.612152,0.806076,0.6372534,0.8186267,0.7021918,0.8510959,0.808787,0.9043935,0.7015276,0.8507638,0.80407983,0.9020399,0.7375364,0.8687682,0.77524865,0.8876243
98347,0.566231,0.7831155,0.58469856,0.7923493,0.52086246,0.76043123,0.4940583,0.7470292,0.59383106,0.79691553,0.7204805,0.8602402,0.6645442,0.8322721,0.6483089,0.82415444,0.72362435,0.8618122,0.7036208,0.8518104
98348,0.66057086,0.83028543,0.67017233,0.83508617,0.60679436,0.8033972,0.6396384,0.8198192,0.6823822,0.8411911,0.72481215,0.8624061,0.70772946,0.8538647,0.768378,0.884189,0.77037686,0.88518846,0.76280445,0.88140225
98349,0.6984259,0.84921294,0.70983183,0.8549159,0.6196605,0.80983025,0.660802,0.830401,0.7334949,0.86674744,0.78384113,0.89192057,0.73806596,0.869033,0.7889898,0.8944949,0.7948354,0.89741766,0.78397703,0.8919885
98350,0.6916973,0.8458487,0.6648382,0.8324191,0.606145,0.8030725,0.64915484,0.82457745,0.71658576,0.8582929,0.8322774,0.9161387,0.74751735,0.8737587,0.79743445,0.8987172,0.7884871,0.89424354,0.82182777,0.9109139
98351,0.6669512,0.8334756,0.65364814,0.82682407,0.5996907,0.79984534,0.6183528,0.8091764,0.70679593,0.85339797,0.80681014,0.9034051,0.74653184,0.8732659,0.7724271,0.88621354,0.77386975,0.8869349,0.79816234,0.8990812
98352,0.5685837,0.78429186,0.5742483,0.78712416,0.49209228,0.7460461,0.56134915,0.7806746,0.5954378,0.7977189,0.730016,0.865008,0.70410854,0.85205424,0.7054615,0.85273075,0.7470914,0.8735457,0.7563125,0.87815624
98353,0.6028609,0.80143046,0.5810716,0.7905358,0.52832633,0.76416314,0.5348045,0.7674023,0.636002,0.81800103,0.73836386,0.86918193,0.72299564,0.8614978,0.68457997,0.84229,0.711256,0.855628,0.7582883,0.8791442
98354,0.55295503,0.7764775,0.64002717,0.8200136,0.56427944,0.7821397,0.52533925,0.7626696,0.59735394,0.79867697,0.50209916,0.7510496,0.53728616,0.7686431,0.5706419,0.78532094,0.5392677,0.7696339,0.50586265,0.75293136
98355,0.72453606,0.86226803,0.69240564,0.84620285,0.64853615,0.8242681,0.66347516,0.8317376,0.71927726,0.85963863,0.75538445,0.8776922,0.7194145,0.85970724,0.73355,0.86677504,0.7587005,0.87935024,0.7747693,0.88738465
98356,0.7144768,0.8572384,0.68240845,0.8412042,0.6090591,0.80452955,0.6265899,0.81329495,0.7311481,0.86557406,0.8206076,0.91030383,0.78229177,0.8911459,0.79123044,0.8956152,0.75603247,0.87801623,0.8086633,0.9043317
98357,0.7295392,0.8647696,0.7378539,0.86892694,0.6408009,0.8204005,0.6437954,0.8218977,0.7109139,0.85545695,0.6823653,0.84118265,0.671968,0.835984,0.6916616,0.8458308,0.6696532,0.8348266,0.66555375,0.8327769
98358,0.69320416,0.8466021,0.68888104,0.8444405,0.6237512,0.8118756,0.6332209,0.81661046,0.7186696,0.8593348,0.8166748,0.9083374,0.7565588,0.8782794,0.80001223,0.9000061,0.8271818,0.9135909,0.82757115,0.9137856
98359,0.60939443,0.8046972,0.53952634,0.7697632,0.50771165,0.7538558,0.5038135,0.75190675,0.6420869,0.8210435,0.72963166,0.86481583,0.6966959,0.84834796,0.6697497,0.83487487,0.6966824,0.8483412,0.73733807,0.86866903
98360,0.52842844,0.7642142,0.57302934,0.78651464,0.51496786,0.75748396,0.60812104,0.8040605,0.47984302,0.7399215,0.48319513,0.74159753,0.44221196,0.721106,0.553877,0.7769385,0.57407135,0.7870357,0.52251595,0.761258
98361,0.7174449,0.85872245,0.7122297,0.85611486,0.6362655,0.81813276,0.6701629,0.83508146,0.7226391,0.86131954,0.7695564,0.8847782,0.72469157,0.8623458,0.81958133,0.90979064,0.76239437,0.8811972,0.7965733,0.89828664
98362,0.6652423,0.83262116,0.6156063,0.80780315,0.56129336,0.7806467,0.5836005,0.79180026,0.66023606,0.83011806,0.7532262,0.87661314,0.7250962,0.8625481,0.70646906,0.8532345,0.7087775,0.8543887,0.7512148,0.8756074
98363,0.7160792,0.8580396,0.7103752,0.8551876,0.65716875,0.8285844,0.62987196,0.814936,0.74506533,0.87253267,0.79506546,0.8975327,0.7190677,0.85953385,0.81511915,0.9075596,0.7704129,0.88520646,0.801538,0.900769
98364,0.6060331,0.80301654,0.58754146,0.79377073,0.55892205,0.779461,0.57411873,0.78705937,0.6043793,0.80218965,0.6880301,0.84401506,0.6192139,0.8096069,0.69885254,0.84942627,0.648703,0.8243515,0.658196,0.829098
98365,0.65793955,0.8289698,0.6736082,0.8368041,0.5972644,0.7986322,0.6130284,0.8065142,0.63614434,0.8180722,0.6925276,0.84626377,0.64237416,0.8211871,0.74370897,0.8718545,0.72139215,0.8606961,0.7171187,0.85855937
98366,0.63481927,0.81740963,0.63094145,0.8154707,0.5559596,0.7779798,0.5638087,0.78190434,0.6219059,0.81095296,0.62094736,0.8104737,0.59379303,0.7968965,0.654513,0.8272565,0.6133075,0.80665374,0.6177829,0.8088914
98367,0.7674181,0.8837091,0.6917013,0.84585065,0.6502024,0.8251012,0.64969355,0.82484674,0.73671746,0.86835873,0.8608484,0.9304242,0.73645836,0.86822915,0.7684084,0.8842042,0.7749752,0.8874876,0.81828195,0.90914094
98368,0.58699524,0.7934976,0.6328007,0.81640035,0.5516027,0.77580136,0.57802594,0.78901297,0.6171702,0.8085851,0.68439627,0.84219813,0.6502966,0.82514834,0.66562253,0.83281124,0.70796895,0.8539845,0.7103192,0.85515964
98369,0.6666225,0.83331126,0.6375263,0.81876314,0.5999647,0.7999823,0.5995555,0.79977775,0.708476,0.85423803,0.81035924,0.9051796,0.702356,0.851178,0.79017484,0.8950874,0.7490119,0.87450594,0.7747091,0.88735455
98370,0.70075977,0.8503799,0.6778281,0.83891404,0.58230114,0.79115057,0.6487156,0.8243578,0.70254195,0.851271,0.82415915,0.9120796,0.77419174,0.88709587,0.79245657,0.8962283,0.7816955,0.89084774,0.84578216,0.9228911
98371,0.7152872,0.8576436,0.6933765,0.8466883,0.6451348,0.8225674,0.71926117,0.8596306,0.7018069,0.85090345,0.78448784,0.8922439,0.7206412,0.86032057,0.79718035,0.8985902,0.76686174,0.88343084,0.7855538,0.8927769
98372,0.7155547,0.85777736,0.6712837,0.83564186,0.61234635,0.8061732,0.65598774,0.82799387,0.685914,0.842957,0.7635118,0.8817559,0.7196477,0.8598238,0.78027713,0.89013857,0.73950475,0.8697524,0.79839075,0.8991954
98373,0.7746263,0.8873131,0.73141825,0.8657091,0.66787535,0.83393764,0.70585227,0.85292614,0.75381196,0.876906,0.823867,0.91193354,0.7243221,0.86216104,0.816932,0.908466,0.783805,0.8919025,0.79653734,0.8982687
98374,0.7518071,0.87590355,0.713771,0.8568855,0.64564025,0.8228201,0.7076282,0.8538141,0.72843885,0.8642194,0.7664982,0.8832491,0.6832772,0.84163857,0.779508,0.889754,0.74483526,0.8724176,0.73051924,0.86525965
98375,0.6721461,0.83607304,0.65132296,0.8256615,0.6045667,0.80228335,0.6734136,0.83670676,0.6593783,0.82968915,0.76267266,0.88133633,0.69358754,0.8467938,0.76075613,0.88037807,0.744626,0.872313,0.76878345,0.8843917
98376,0.7730622,0.8865311,0.68893933,0.84446967,0.63524747,0.81762373,0.6534337,0.82671684,0.73803544,0.8690177,0.8455859,0.9227929,0.71668637,0.8583432,0.7790303,0.88951516,0.77302504,0.8865125,0.8127936,0.9063968
98377,0.629292,0.814646,0.62031925,0.8101596,0.5619652,0.7809826,0.63112813,0.81556404,0.6328409,0.81642044,0.75668836,0.8783442,0.7149218,0.85746086,0.75307465,0.8765373,0.8040602,0.9020301,0.8102398,0.9051199
98378,0.72338444,0.8616922,0.68153524,0.8407676,0.5928837,0.79644185,0.6230097,0.81150484,0.74517906,0.8725895,0.86593246,0.93296623,0.7872573,0.89362866,0.80440986,0.90220493,0.7842453,0.8921226,0.85083675,0.9254184
98379,0.7166628,0.85833144,0.6554542,0.8277271,0.61607313,0.80803657,0.6382215,0.81911075,0.7307976,0.86539876,0.8291881,0.91459405,0.76437116,0.8821856,0.77242005,0.88621,0.76035774,0.88017887,0.8191887,0.90959436
98380,0.70781267,0.85390633,0.70897585,0.8544879,0.6196889,0.8098445,0.69286823,0.8464341,0.7324215,0.86621076,0.8156946,0.9078473,0.7668804,0.8834402,0.8174871,0.90874356,0.81444275,0.9072214,0.8266407,0.91332036
98381,0.6356539,0.817827,0.6541054,0.8270527,0.559927,0.7799635,0.62326527,0.81163263,0.6360304,0.8180152,0.6743188,0.8371594,0.63497484,0.8174874,0.70942986,0.85471493,0.68147916,0.8407396,0.6691271,0.83456355
98382,0.7225462,0.8612731,0.69943714,0.8497186,0.62853646,0.81426823,0.65375113,0.82687557,0.7232859,0.86164296,0.80310625,0.90155315,0.72894704,0.8644735,0.8215084,0.9107542,0.77820784,0.8891039,0.80245197,0.901226
98383,0.7306749,0.8653375,0.7097933,0.85489666,0.6249847,0.8124924,0.64119387,0.82059693,0.7403537,0.87017685,0.80482566,0.90241283,0.71552396,0.857762,0.7651086,0.8825543,0.7474712,0.8737356,0.7600733,0.88003665
98384,0.66249526,0.8312476,0.6602323,0.83011615,0.595588,0.797794,0.6918426,0.8459213,0.6440028,0.8220014,0.66785383,0.8339269,0.6590464,0.8295232,0.71793103,0.8589655,0.73218656,0.8660933,0.7275615,0.86378074
98385,0.6596158,0.8298079,0.64137286,0.82068646,0.56028247,0.78014123,0.593529,0.7967645,0.67233086,0.8361654,0.79258454,0.89629227,0.71121323,0.8556066,0.75850165,0.8792508,0.7463092,0.87315464,0.7988218,0.8994109
98386,0.7354031,0.86770153,0.69197595,0.845988,0.64461726,0.82230866,0.71790284,0.85895145,0.7108631,0.85543156,0.7956213,0.89781064,0.7388246,0.8694123,0.7907589,0.8953794,0.7875056,0.8937528,0.81341493,0.90670747
98387,0.71998465,0.8599923,0.7266231,0.8633115,0.64248633,0.82124317,0.6869917,0.84349585,0.7864679,0.89323395,0.82371783,0.9118589,0.7592366,0.8796183,0.81033385,0.9051669,0.74522465,0.87261236,0.810856,0.905428
98388,0.7680294,0.8840147,0.7166091,0.85830456,0.6578016,0.8289008,0.67693484,0.8384674,0.73874545,0.8693727,0.8460536,0.9230268,0.7445588,0.8722794,0.807425,0.9037125,0.7873025,0.89365125,0.8340304,0.9170152
98389,0.67922425,0.8396121,0.66492796,0.832464,0.5933522,0.7966761,0.62803495,0.8140175,0.70121026,0.85060513,0.77210546,0.8860527,0.7270151,0.8635075,0.75858605,0.879293,0.74747825,0.8737391,0.79218876,0.8960944
98390,0.6976104,0.8488052,0.66494226,0.83247113,0.58848137,0.7942407,0.73273456,0.8663673,0.6924708,0.8462354,0.76577604,0.882888,0.70151997,0.85076,0.748129,0.8740645,0.7547504,0.8773752,0.78662026,0.8933101
98391,0.6269861,0.813493,0.5725028,0.7862514,0.5487334,0.77436674,0.5417414,0.7708707,0.6780798,0.8390399,0.8231394,0.9115697,0.75954974,0.87977487,0.71729386,0.8586469,0.7516008,0.8758004,0.81334126,0.90667063
98392,0.68747014,0.8437351,0.6350001,0.81750005,0.6013231,0.80066156,0.6601649,0.8300824,0.6351724,0.8175862,0.6952987,0.84764934,0.61502755,0.8075138,0.7437079,0.87185395,0.72737086,0.8636854,0.7130692,0.8565346
98393,0.70300406,0.85150206,0.6740205,0.83701026,0.5986418,0.79932094,0.6361369,0.81806844,0.7003826,0.8501913,0.7771392,0.8885696,0.7461417,0.87307084,0.7526204,0.8763102,0.77674377,0.8883719,0.77399254,0.88699627
98394,0.5904948,0.79524744,0.5767838,0.7883919,0.51268375,0.7563419,0.5406374,0.7703187,0.64928746,0.82464373,0.7303479,0.86517394,0.7000855,0.85004276,0.70602894,0.85301447,0.7419132,0.8709566,0.7583275,0.87916374
98395,0.7240553,0.86202765,0.66082805,0.83041406,0.61562073,0.80781037,0.59826714,0.79913354,0.73890096,0.86945045,0.86648905,0.9332445,0.7451496,0.8725748,0.79117084,0.8955854,0.7478664,0.8739332,0.8182391,0.90911955
98396,0.68172944,0.8408647,0.66689444,0.8334472,0.61091197,0.805456,0.64889395,0.824447,0.7107277,0.85536385,0.8075535,0.90377676,0.7509112,0.8754556,0.78551614,0.8927581,0.7957371,0.8978685,0.8276975,0.91384876
