,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98314,0.7228967,0.86144835,0.6842474,0.8421237,0.64450943,0.8222547,0.6814264,0.8407132,0.7364985,0.86824924,0.8289938,0.9144969,0.72193325,0.8609666,0.79253125,0.8962656,0.7737092,0.8868546,0.8261783,0.91308916
98315,0.6703577,0.83517885,0.63333297,0.8166665,0.58686614,0.79343307,0.6015255,0.8007628,0.6685448,0.8342724,0.81592095,0.9079605,0.7024634,0.8512317,0.74303985,0.8715199,0.76966393,0.88483196,0.79326546,0.89663273
98316,0.772351,0.8861755,0.72551334,0.86275667,0.657714,0.828857,0.65542,0.82771003,0.7708733,0.88543665,0.8669076,0.9334538,0.7838141,0.89190704,0.8250582,0.9125291,0.7730692,0.8865346,0.81906205,0.909531
98317,0.6480531,0.8240266,0.61459935,0.8072997,0.55813795,0.77906895,0.5748887,0.78744435,0.68255967,0.84127986,0.8109474,0.9054737,0.74401176,0.8720059,0.7424247,0.87121236,0.73503923,0.8675196,0.81953144,0.9097657
98318,0.70852697,0.8542635,0.7002287,0.85011435,0.6215904,0.8107952,0.6937647,0.84688234,0.70853883,0.8542694,0.7527488,0.87637436,0.73234177,0.8661709,0.7513075,0.87565374,0.7685262,0.8842631,0.78201634,0.89100814
98319,0.7040669,0.85203344,0.6691374,0.83456874,0.6004919,0.80024594,0.7022829,0.85114145,0.65688384,0.8284419,0.740756,0.870378,0.6687267,0.83436334,0.74380827,0.87190413,0.7386503,0.86932516,0.74903446,0.8745172
98320,0.7337425,0.86687124,0.67046964,0.8352348,0.62808037,0.8140402,0.5867046,0.7933523,0.7773198,0.8886599,0.89253753,0.9462688,0.7718664,0.88593316,0.82344556,0.9117228,0.77208644,0.8860432,0.8401052,0.9200526
98321,0.7038264,0.8519132,0.65585744,0.8279287,0.60632336,0.8031617,0.6383728,0.8191864,0.7078066,0.8539033,0.86024547,0.93012273,0.75346476,0.87673235,0.79944706,0.89972353,0.7712816,0.8856408,0.83094704,0.9154735
98322,0.67736256,0.8386813,0.6455163,0.82275814,0.58556306,0.79278153,0.57518375,0.7875919,0.7068833,0.85344166,0.85925126,0.92962563,0.73939896,0.8696995,0.783223,0.89161146,0.7711439,0.88557196,0.83483136,0.9174157
98323,0.6546086,0.8273043,0.6082907,0.80414534,0.5433884,0.7716942,0.54652727,0.77326363,0.6659124,0.8329562,0.7543897,0.8771949,0.698391,0.8491955,0.7485969,0.87429845,0.68389046,0.84194523,0.7393689,0.86968446
98324,0.719401,0.8597005,0.68837464,0.8441873,0.6390179,0.8195089,0.7014545,0.85072726,0.70469356,0.8523468,0.82295346,0.91147673,0.74653965,0.8732698,0.79064894,0.89532447,0.78657484,0.8932874,0.8228222,0.9114111
98325,0.6960511,0.84802556,0.6334368,0.8167184,0.60203516,0.8010176,0.59570503,0.7978525,0.73250175,0.8662509,0.88226295,0.9411315,0.7790197,0.88950986,0.8016492,0.9008246,0.7713679,0.88568395,0.85314804,0.926574
98326,0.631921,0.8159605,0.6347644,0.8173822,0.55708265,0.7785413,0.5906311,0.79531556,0.6140474,0.8070237,0.74120015,0.8706001,0.66053027,0.83026516,0.7350824,0.8675412,0.7657954,0.88289773,0.7404995,0.87024975
98327,0.62152064,0.8107603,0.67410266,0.83705133,0.57940376,0.7897019,0.6407504,0.8203752,0.6207522,0.8103761,0.687114,0.843557,0.67881626,0.83940816,0.7450895,0.87254477,0.7401599,0.87008,0.7271131,0.86355656
98328,0.73222166,0.8661108,0.6532856,0.8266428,0.64127326,0.82063663,0.69558185,0.84779096,0.7173277,0.85866386,0.81359947,0.90679973,0.7384701,0.86923504,0.7945659,0.89728296,0.77632,0.88816,0.81910884,0.9095544
98329,0.6981452,0.8490726,0.69189525,0.8459476,0.60158837,0.8007942,0.6728758,0.83643794,0.6963953,0.84819764,0.7593502,0.8796751,0.7402241,0.87011206,0.7811688,0.8905844,0.78090656,0.8904533,0.79956746,0.89978373
98330,0.6792058,0.8396029,0.70477694,0.8523885,0.6245663,0.81228316,0.65781796,0.828909,0.7195513,0.85977566,0.7690534,0.8845267,0.720698,0.860349,0.7939118,0.8969559,0.74633217,0.8731661,0.7833514,0.8916757
98331,0.6062863,0.80314314,0.548149,0.7740745,0.53969646,0.7698482,0.6079942,0.8039971,0.5788896,0.7894448,0.68579483,0.8428974,0.54426503,0.7721325,0.6292287,0.81461436,0.68094957,0.8404748,0.6216099,0.81080496
98332,0.6156732,0.8078366,0.6105742,0.8052871,0.5521229,0.7760614,0.60601485,0.8030074,0.6354342,0.8177171,0.7483913,0.87419564,0.72451,0.862255,0.7516458,0.8758229,0.75527143,0.8776357,0.77154815,0.8857741
98333,0.5755503,0.78777516,0.5442175,0.7721088,0.51526207,0.75763106,0.557112,0.778556,0.5610522,0.7805261,0.6904424,0.84522116,0.65655565,0.8282778,0.644336,0.822168,0.70437914,0.85218954,0.71291983,0.8564599
98334,0.72010684,0.8600534,0.69118464,0.8455923,0.6719315,0.83596575,0.6720247,0.83601236,0.6624809,0.8312404,0.6588902,0.8294451,0.604712,0.802356,0.69335127,0.84667563,0.6634767,0.83173835,0.65011114,0.8250556
98335,0.69021475,0.8451074,0.69545364,0.8477268,0.6438731,0.82193655,0.7022575,0.85112876,0.68558526,0.84279263,0.75611913,0.87805957,0.7011924,0.8505962,0.7945103,0.8972552,0.75784516,0.8789226,0.7726897,0.88634485
98336,0.60255504,0.8012775,0.57617384,0.7880869,0.5839948,0.79199743,0.587023,0.7935115,0.6307559,0.81537795,0.7375584,0.8687792,0.6069124,0.8034562,0.71297264,0.8564863,0.6729586,0.8364793,0.68074214,0.8403711
98337,0.4851588,0.7425794,0.46853763,0.7342688,0.42255843,0.7112792,0.50558746,0.7527937,0.5092145,0.75460726,0.6006634,0.8003317,0.5939373,0.79696864,0.5509645,0.77548224,0.6237999,0.81189996,0.6087003,0.80435014
98338,0.58386844,0.79193425,0.6319046,0.8159523,0.56243527,0.78121763,0.5854946,0.79274726,0.5664122,0.7832061,0.5177715,0.75888574,0.5281917,0.76409584,0.6035153,0.8017577,0.6356297,0.8178148,0.5614442,0.78072214
98339,0.61729217,0.8086461,0.6222924,0.8111462,0.5507162,0.7753581,0.6078413,0.8039206,0.6507845,0.82539225,0.7785292,0.8892646,0.7087637,0.85438186,0.76119107,0.88059556,0.7489685,0.87448424,0.79614574,0.89807284
98340,0.61137116,0.8056856,0.61117995,0.80559,0.53703517,0.7685176,0.5986662,0.7993331,0.65916383,0.8295819,0.76252794,0.881264,0.7262728,0.8631364,0.7193488,0.8596744,0.7385131,0.86925656,0.7634102,0.8817051
98341,0.6397615,0.8198807,0.63894814,0.8194741,0.55926734,0.77963364,0.6348238,0.8174119,0.6439303,0.82196516,0.7713765,0.88568825,0.6999966,0.8499983,0.7649923,0.8824961,0.73019516,0.8650976,0.76861405,0.884307
98342,0.75301075,0.8765054,0.66797847,0.83398926,0.6284629,0.81423146,0.6166412,0.80832064,0.7484572,0.8742286,0.8356882,0.91784406,0.7356961,0.86784804,0.79071987,0.89535993,0.7674188,0.88370943,0.80112016,0.9005601
98343,0.53018296,0.7650915,0.50472534,0.75236267,0.4544621,0.727231,0.5086919,0.75434595,0.57672083,0.7883604,0.66633916,0.8331696,0.6172762,0.8086381,0.63677317,0.81838655,0.675724,0.837862,0.6659159,0.832958
98344,0.7490882,0.87454414,0.6987039,0.84935194,0.6534499,0.82672495,0.67311835,0.8365592,0.73599005,0.867995,0.83877283,0.9193864,0.73896486,0.8694824,0.80136573,0.90068287,0.7878332,0.8939166,0.8422634,0.92113173
98345,0.6724962,0.8362481,0.65150666,0.82575333,0.6142906,0.8071453,0.61626065,0.8081303,0.70044225,0.85022116,0.82063603,0.910318,0.733317,0.8666585,0.77316964,0.8865848,0.74343956,0.8717198,0.80824053,0.90412027
98346,0.6215764,0.8107882,0.6184236,0.8092118,0.57070035,0.7853502,0.6037122,0.8018561,0.6593363,0.82966816,0.7373056,0.8686528,0.6587508,0.8293754,0.74817216,0.8740861,0.7061576,0.85307884,0.7169777,0.85848886
98347,0.66539556,0.83269775,0.626613,0.8133065,0.5965384,0.7982692,0.58969593,0.79484797,0.6664543,0.83322716,0.7747531,0.88737655,0.690216,0.84510803,0.71973443,0.8598672,0.7665256,0.8832628,0.7637632,0.8818816
98348,0.67252487,0.83626246,0.62901115,0.8145056,0.58347654,0.7917383,0.6018081,0.80090404,0.69641125,0.8482056,0.80791885,0.9039594,0.7608765,0.8804382,0.7679389,0.8839694,0.8070473,0.9035237,0.8267317,0.91336584
98349,0.75284785,0.87642395,0.72011924,0.8600596,0.6404432,0.8202216,0.6561112,0.8280556,0.7606578,0.8803289,0.84056103,0.9202805,0.7517499,0.87587494,0.8296452,0.9148226,0.8092971,0.90464854,0.841087,0.9205435
98350,0.68570846,0.84285426,0.6546788,0.8273394,0.5921564,0.7960782,0.6448765,0.82243824,0.71448016,0.8572401,0.82158744,0.9107937,0.7502494,0.8751247,0.78253055,0.8912653,0.78306997,0.891535,0.82315075,0.9115754
98351,0.6464544,0.82322717,0.63083225,0.8154161,0.5891255,0.79456276,0.58716524,0.7935826,0.6748861,0.83744305,0.78147566,0.89073783,0.72661173,0.86330587,0.7331934,0.8665967,0.75272894,0.87636447,0.78677577,0.8933879
98352,0.55541956,0.7777098,0.5608628,0.7804314,0.47601157,0.73800576,0.56723356,0.7836168,0.5779481,0.78897405,0.7004998,0.8502499,0.6842779,0.84213895,0.6991776,0.8495888,0.74324995,0.87162495,0.739712,0.869856
98353,0.526091,0.7630455,0.52437544,0.7621877,0.45157015,0.7257851,0.46217662,0.7310883,0.5703993,0.78519964,0.66625357,0.8331268,0.67582774,0.8379139,0.61482793,0.80741394,0.6459743,0.82298714,0.6720339,0.83601695
98354,0.5915135,0.79575676,0.6556219,0.82781094,0.59040475,0.7952024,0.54663277,0.7733164,0.5940592,0.7970296,0.5320798,0.7660399,0.55514276,0.7775714,0.59523857,0.7976193,0.56280774,0.7814039,0.5345038,0.7672519
98355,0.65981334,0.8299067,0.65006506,0.82503253,0.6303214,0.8151607,0.6243384,0.8121692,0.6688005,0.83440024,0.7145289,0.85726446,0.7174474,0.8587237,0.70546937,0.8527347,0.7448622,0.8724311,0.76910377,0.8845519
98356,0.6277119,0.81385595,0.63062954,0.81531477,0.55458975,0.7772949,0.5788043,0.7894021,0.64937246,0.8246862,0.71501666,0.8575083,0.6940183,0.8470092,0.71556854,0.8577843,0.7105755,0.8552878,0.7221261,0.86106306
98357,0.6957125,0.8478563,0.7385396,0.8692698,0.6450277,0.8225138,0.6407733,0.82038665,0.661163,0.8305815,0.6185845,0.80929226,0.60740924,0.8037046,0.683321,0.8416605,0.6490754,0.8245377,0.6118629,0.80593145
98358,0.71020067,0.85510033,0.6921923,0.84609616,0.6598712,0.8299356,0.6261728,0.8130864,0.76240635,0.8812032,0.84587634,0.92293817,0.7947147,0.89735734,0.83286357,0.9164318,0.83288115,0.9164406,0.8509028,0.9254514
98359,0.5970957,0.79854786,0.55995053,0.7799753,0.53574777,0.7678739,0.54046094,0.7702305,0.61000025,0.8050001,0.7116457,0.85582286,0.6649968,0.83249843,0.66115165,0.8305758,0.7332935,0.86664677,0.72946846,0.86473423
98360,0.48905504,0.7445275,0.54222524,0.7711126,0.47797847,0.73898923,0.5893253,0.79466265,0.4223288,0.7111644,0.43315476,0.7165774,0.41702402,0.708512,0.52592456,0.7629623,0.57826936,0.7891347,0.48633632,0.7431682
98361,0.69049203,0.845246,0.7069532,0.85347664,0.6323621,0.81618106,0.6847317,0.84236586,0.71274406,0.856372,0.76445043,0.8822252,0.71082115,0.8554106,0.8066445,0.9033222,0.7842035,0.89210176,0.7919629,0.89598143
98362,0.6265248,0.8132624,0.5990603,0.79953015,0.56620157,0.7831008,0.56636256,0.7831813,0.64414763,0.8220738,0.70102024,0.8505101,0.6948683,0.84743416,0.67412484,0.8370624,0.68794,0.84397,0.7151605,0.85758024
98363,0.68162894,0.8408145,0.65903175,0.8295159,0.6206177,0.8103088,0.6359627,0.81798136,0.65224576,0.8261229,0.6799662,0.8399831,0.6044022,0.8022011,0.7214692,0.8607346,0.71411324,0.8570566,0.6998769,0.84993845
98364,0.6240252,0.8120126,0.6352017,0.81760085,0.6230788,0.8115394,0.5787843,0.7893921,0.65761507,0.82880753,0.7711185,0.88555926,0.6745117,0.83725584,0.75558484,0.8777924,0.70521927,0.85260963,0.7416309,0.87081546
98365,0.6039283,0.80196416,0.6625312,0.83126557,0.5920702,0.7960351,0.6073678,0.8036839,0.58114034,0.79057014,0.61043984,0.8052199,0.582456,0.791228,0.69958377,0.8497919,0.688396,0.844198,0.64954436,0.8247722
98366,0.56133974,0.78066987,0.59849787,0.79924893,0.5245526,0.7622763,0.51039696,0.7551985,0.57575047,0.78787524,0.5741991,0.78709954,0.57130224,0.7856511,0.6274402,0.8137201,0.61065876,0.8053294,0.58232534,0.79116267
98367,0.6634684,0.8317342,0.6317783,0.8158891,0.5989423,0.79947114,0.636134,0.818067,0.6707964,0.8353982,0.7603914,0.88019574,0.6750337,0.83751684,0.71853554,0.8592678,0.74477804,0.872389,0.74355495,0.8717775
98368,0.5723659,0.78618294,0.60605747,0.8030287,0.54061604,0.770308,0.5516536,0.7758268,0.59421563,0.7971078,0.710569,0.8552845,0.6500124,0.8250062,0.65741026,0.82870513,0.69944155,0.8497208,0.7159407,0.85797036
98369,0.5424009,0.7712004,0.5421656,0.77108276,0.4917062,0.74585307,0.51334786,0.75667393,0.6098324,0.8049162,0.7563418,0.8781709,0.67635167,0.83817583,0.70885706,0.8544285,0.67505854,0.8375293,0.7688792,0.8844396
98370,0.6471659,0.82358295,0.6280833,0.8140416,0.5398478,0.7699239,0.5966063,0.7983031,0.6646428,0.8323214,0.79304045,0.89652026,0.7397479,0.86987394,0.74590015,0.8729501,0.7328954,0.8664477,0.78924334,0.8946217
98371,0.6804633,0.84023166,0.6464964,0.8232482,0.60595316,0.8029766,0.68117416,0.8405871,0.62950146,0.81475073,0.7510246,0.8755123,0.67675567,0.83837783,0.7524642,0.8762321,0.74170053,0.87085027,0.7658527,0.88292634
98372,0.7671512,0.88357556,0.6878995,0.84394974,0.6257241,0.81286204,0.6318892,0.8159446,0.742103,0.8710515,0.83935976,0.9196799,0.73534864,0.86767435,0.8247675,0.91238374,0.74514574,0.8725729,0.8218978,0.9109489
98373,0.7343992,0.8671996,0.6760734,0.83803666,0.6372576,0.8186288,0.70054567,0.85027283,0.6720805,0.83604026,0.7517763,0.8758881,0.6316988,0.8158494,0.71754384,0.8587719,0.7253202,0.8626601,0.7118462,0.85592306
98374,0.74015546,0.8700777,0.704103,0.8520515,0.6521025,0.82605124,0.7064712,0.8532356,0.7306618,0.86533093,0.7791294,0.8895647,0.694257,0.8471285,0.78560936,0.8928047,0.7400834,0.8700417,0.74397504,0.8719875
98375,0.6828258,0.8414129,0.7023792,0.8511896,0.6635891,0.83179456,0.69699615,0.8484981,0.67390615,0.83695304,0.72019684,0.8600984,0.66825926,0.83412963,0.731758,0.865879,0.7480842,0.8740421,0.74111503,0.87055755
98376,0.7557541,0.87787706,0.6777156,0.83885777,0.6345272,0.8172636,0.6364564,0.8182282,0.7543446,0.8771723,0.86007655,0.9300383,0.73891073,0.86945534,0.7799665,0.88998324,0.7607634,0.8803817,0.8035103,0.90175515
98377,0.6330235,0.81651175,0.62409675,0.8120484,0.5717367,0.78586835,0.6215029,0.81075144,0.64353454,0.8217673,0.75209963,0.8760498,0.69767,0.848835,0.76822233,0.88411117,0.77843785,0.8892189,0.79073143,0.8953657
98378,0.7113743,0.85568714,0.6854029,0.84270144,0.59752625,0.79876316,0.61510694,0.80755347,0.74603534,0.87301767,0.85381424,0.9269071,0.7935523,0.89677614,0.83012193,0.915061,0.77786356,0.88893175,0.86293435,0.9314672
98379,0.629223,0.8146115,0.5763831,0.78819156,0.54747474,0.7737374,0.5541644,0.7770822,0.66835207,0.83417606,0.8194397,0.9097198,0.7197466,0.8598733,0.7237496,0.8618748,0.7214242,0.8607121,0.8073876,0.9036938
98380,0.72710097,0.8635505,0.71044135,0.8552207,0.63497317,0.8174866,0.7196084,0.8598042,0.72957706,0.86478853,0.822894,0.911447,0.76695323,0.8834766,0.8249694,0.9124847,0.81475556,0.9073778,0.8232293,0.91161466
98381,0.5378506,0.7689253,0.5706705,0.78533524,0.47834304,0.7391715,0.56549877,0.7827494,0.5143292,0.7571646,0.5839579,0.79197896,0.56457716,0.78228855,0.6287243,0.81436217,0.61008054,0.80504024,0.5752976,0.7876488
98382,0.62415236,0.8120762,0.6121657,0.80608284,0.5380988,0.7690494,0.5811238,0.7905619,0.6708393,0.83541965,0.76943284,0.8847164,0.73365337,0.86682665,0.763713,0.8818565,0.7403426,0.8701713,0.7923275,0.89616376
98383,0.7058566,0.8529283,0.6926508,0.8463254,0.62029743,0.8101487,0.62673247,0.81336623,0.7199506,0.85997534,0.77451515,0.8872576,0.6921278,0.8460639,0.7448742,0.8724371,0.76747274,0.8837364,0.7495029,0.87475145
98384,0.6713444,0.8356722,0.68205595,0.841028,0.61458933,0.80729467,0.69030845,0.8451542,0.6423538,0.8211769,0.67172897,0.8358645,0.6440687,0.82203436,0.699996,0.849998,0.7228185,0.86140925,0.70578957,0.8528948
98385,0.7007538,0.8503769,0.6890178,0.8445089,0.6174764,0.80873823,0.6354536,0.8177268,0.7131233,0.85656166,0.83169246,0.9158462,0.7494143,0.87470716,0.8195778,0.9097889,0.8025793,0.90128964,0.8433577,0.92167884
98386,0.69854134,0.8492707,0.70027006,0.850135,0.6372038,0.8186019,0.70326865,0.8516343,0.72709656,0.8635483,0.7978417,0.8989209,0.7653947,0.88269734,0.8167558,0.9083779,0.8132019,0.90660095,0.8299405,0.9149703
98387,0.66148555,0.8307428,0.6746341,0.83731705,0.6116072,0.8058036,0.67783415,0.8389171,0.72039735,0.8601987,0.76324993,0.88162494,0.68939066,0.8446953,0.76811004,0.884055,0.7071992,0.8535996,0.74495924,0.8724796
98388,0.7041921,0.8520961,0.6935402,0.8467701,0.60218763,0.8010938,0.69112754,0.84556377,0.7058699,0.85293496,0.7898346,0.8949173,0.7330538,0.8665269,0.78771544,0.8938577,0.75669366,0.8783468,0.7978424,0.8989212
98389,0.71475464,0.8573773,0.67099684,0.83549845,0.627511,0.8137555,0.63695455,0.8184773,0.7243555,0.8621777,0.8422541,0.9211271,0.76107615,0.8805381,0.79504,0.89752,0.78614247,0.89307123,0.8455147,0.9227574
98390,0.5899513,0.79497564,0.58157283,0.7907864,0.5248245,0.76241225,0.6990621,0.84953105,0.5837534,0.7918767,0.65400964,0.8270048,0.59062135,0.7953107,0.6451407,0.8225703,0.6544598,0.82722986,0.6619979,0.83099896
98391,0.6297996,0.8148998,0.5779676,0.7889838,0.55728066,0.77864033,0.5389953,0.76949763,0.684074,0.84203696,0.8352601,0.9176301,0.75828004,0.87914,0.73114973,0.86557484,0.749929,0.8749645,0.81454694,0.9072735
98392,0.58295035,0.7914752,0.5362203,0.76811016,0.5042928,0.75214636,0.6085278,0.8042639,0.53668654,0.76834327,0.6085272,0.8042636,0.5521494,0.7760747,0.64428747,0.82214373,0.62077254,0.8103863,0.6178035,0.8089018
98393,0.6171152,0.8085576,0.59748924,0.7987446,0.5301888,0.7650944,0.5909648,0.7954824,0.61849,0.809245,0.7056267,0.85281336,0.6609112,0.8304556,0.69597197,0.847986,0.72181094,0.86090547,0.71364266,0.8568213
98394,0.6246084,0.8123042,0.6022413,0.80112064,0.54382765,0.7719138,0.55186605,0.775933,0.672575,0.8362875,0.7672106,0.8836053,0.73646677,0.8682334,0.7378454,0.8689227,0.7700446,0.8850223,0.7953831,0.89769155
98395,0.72734714,0.86367357,0.66352737,0.8317637,0.6463736,0.8231868,0.59814346,0.7990717,0.76925147,0.88462573,0.8912475,0.94562376,0.7630158,0.8815079,0.826762,0.913381,0.7617536,0.8808768,0.8417809,0.92089045
98396,0.5963877,0.7981938,0.60573936,0.8028697,0.527852,0.763926,0.62069,0.810345,0.6342472,0.8171236,0.73033476,0.8651674,0.7167343,0.85836715,0.73498017,0.86749005,0.75660574,0.8783029,0.7617074,0.8808537
98397,0.6878978,0.8439489,0.6469316,0.8234658,0.5627428,0.7813714,0.5776644,0.7888322,0.7281588,0.86407936,0.8225932,0.9112966,0.7784788,0.88923943,0.7515237,0.87576187,0.7900696,0.8950348,0.819819,0.9099095
98398,0.7035519,0.85177594,0.6281784,0.8140892,0.60829705,0.80414855,0.56504536,0.7825227,0.7446498,0.87232494,0.8759055,0.93795276,0.75038445,0.8751922,0.7936468,0.8968234,0.760296,0.880148,0.82383823,0.9119191
98399,0.55522525,0.7776126,0.54947746,0.7747387,0.4638229,0.7319114,0.5011356,0.7505678,0.57489073,0.78744537,0.63279283,0.8163964,0.63223624,0.8161181,0.6134998,0.80674994,0.6367873,0.81839365,0.6220237,0.81101185
98400,0.6041336,0.8020668,0.5700722,0.7850361,0.529521,0.7647605,0.5950811,0.79754055,0.5759446,0.78797233,0.6606286,0.8303143,0.61404455,0.8070223,0.6485956,0.8242978,0.7210129,0.8605064,0.6839019,0.84195095
98401,0.629387,0.8146935,0.6694709,0.83473545,0.5783664,0.7891832,0.576364,0.788182,0.61937803,0.80968904,0.66446817,0.8322341,0.66101044,0.83050525,0.7294922,0.8647461,0.72567534,0.8628377,0.70427716,0.8521386
98402,0.7641834,0.8820917,0.7296003,0.86480016,0.7094573,0.85472864,0.6666496,0.8333248,0.75131077,0.8756554,0.8253362,0.9126681,0.7250318,0.8625159,0.8246764,0.9123382,0.7712109,0.88560545,0.8175447,0.90877235
1747,0.72107977,0.8605399,0.6452366,0.8226183,0.6095548,0.8047774,0.66128516,0.8306426,0.6695625,0.8347813,0.66879153,0.83439577,0.63618696,0.8180935,0.6794561,0.83972806,0.6950462,0.8475231,0.6730171,0.8365085
1784,0.5798472,0.7899236,0.61573374,0.8078669,0.535105,0.7675525,0.5617223,0.78086114,0.6172992,0.8086496,0.558556,0.77927804,0.6072475,0.80362374,0.6164652,0.8082326,0.65027386,0.8251369,0.547748,0.77387404
2476,0.73854095,0.86927044,0.6613454,0.83067274,0.66255724,0.8312786,0.6001664,0.80008316,0.69986665,0.8499333,0.7306464,0.8653232,0.6598427,0.82992136,0.7163671,0.85818356,0.62790436,0.8139522,0.6754639,0.83773196
2515,0.73371494,0.86685747,0.670915,0.8354575,0.6483547,0.8241774,0.6267576,0.8133788,0.6812365,0.84061825,0.67602384,0.8380119,0.61749244,0.8087462,0.653853,0.82692647,0.64610803,0.823054,0.6604955,0.83024776
2517,0.7432695,0.8716347,0.66935253,0.83467627,0.678252,0.839126,0.63086563,0.8154328,0.6522738,0.8261369,0.6357497,0.81787485,0.54429924,0.7721496,0.65881383,0.8294069,0.5960227,0.79801136,0.5948013,0.79740065
2529,0.7632656,0.8816328,0.6559799,0.82798994,0.6348494,0.8174247,0.59836537,0.79918265,0.7223257,0.86116284,0.72555625,0.8627781,0.68391955,0.8419598,0.69980097,0.8499005,0.6451653,0.82258266,0.6965915,0.84829575
