CV_doordash_pm_Score,gemini_flash_doordash_pm_Score,gemini_pro_doordash_pm_Score,gemini_flash_lite_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,twice_gemini_flash_doordash_pm_Score,twice_gemini_pro_doordash_pm_Score,twice_gemini_flash_lite_doordash_pm_Score,twice_gemini_flash_pro_doordash_pm_Score,twice_gemini_flash_lite_pro_doordash_pm_Score,True Label,Will Manipulate
0.8347032,0.8682466,0.8810501,0.8396902,0.8459781,0.8620266,0.878494,0.8720509,0.88343346,0.87470496,0.87851226,0.87003934,0.84256667,0.870611,0.8482646,1,True
0.8289002,0.8709267,0.8875825,0.8915758,0.8801068,0.88931483,0.85029167,0.8763287,0.885509,0.88536054,0.87908524,0.8577019,0.8906636,0.8718183,0.8968218,1,True
0.8294232,0.84716976,0.85028255,0.8546984,0.84130913,0.8383557,0.86406106,0.8436109,0.86601174,0.8434475,0.86221933,0.8398845,0.8529011,0.5821111,0.8547199,1,True
0.77076805,0.80986357,0.79034305,0.7864007,0.8237002,0.80076617,0.82773507,0.84762186,0.83174056,0.8403736,0.83327633,0.8230806,0.77468866,0.856343,0.7962521,1,True
0.9040507,0.87818635,0.89367193,0.8987528,0.90318304,0.8923634,0.89600253,0.8967708,0.89783084,0.8990634,0.89994913,0.90109706,0.8987528,0.8843088,0.8982935,1,True
0.8376616,0.8360972,0.8422376,0.8269322,0.8322466,0.83361083,0.8323127,0.85025203,0.8466781,0.8367352,0.8416814,0.85505843,0.8304158,0.5821112,0.8435966,1,True
0.85553414,0.87404305,0.87454325,0.83496934,0.8551674,0.88119847,0.8583601,0.8947865,0.8683411,0.87485415,0.8809078,0.8858037,0.8480108,0.87047493,0.87969255,1,True
0.87124294,0.85679543,0.86234707,0.8479389,0.81607646,0.86954594,0.86220556,0.8480161,0.8739942,0.8799025,0.86398447,0.87268424,0.8513322,0.8576802,0.868384,1,True
0.82107806,0.8364398,0.8689516,0.831086,0.83982307,0.8486965,0.82399356,0.866953,0.85479546,0.8676114,0.85622585,0.86095715,0.83041745,0.87049943,0.8765749,1,True
0.786547,0.8297126,0.83203,0.8107877,0.82162493,0.8157554,0.82044446,0.8243171,0.8149299,0.835994,0.84365714,0.83788335,0.80979496,0.8503822,0.81774956,1,True
0.8342012,0.8780959,0.8314182,0.84344214,0.83632576,0.8552377,0.8350855,0.8530897,0.8776559,0.8502586,0.88077766,0.8470611,0.8468,0.87818515,0.84889114,1,True
0.8048557,0.8602105,0.8312171,0.78322756,0.8025459,0.8108727,0.79523706,0.8599287,0.867195,0.81509304,0.8702053,0.8577688,0.7878969,0.5821112,0.8420887,1,True
0.8132871,0.83499885,0.84301883,0.8252347,0.82723683,0.8354668,0.83491045,0.8628839,0.86139715,0.87876964,0.83628684,0.85126925,0.8111684,0.850904,0.8545085,1,True
0.81387657,0.82107496,0.8276499,0.83693427,0.85332674,0.8040185,0.80633664,0.84634274,0.8184258,0.8131946,0.8553881,0.82135034,0.83258605,0.8535589,0.84070945,1,True
0.83081454,0.87079096,0.86913216,0.85732734,0.85462373,0.8663151,0.8671185,0.8561026,0.87853616,0.8761365,0.8634141,0.892161,0.85932136,0.88263965,0.8899889,1,True
0.867027,0.89299023,0.8456413,0.84106064,0.8407072,0.8203912,0.85664874,0.8711879,0.86827207,0.84706795,0.8928251,0.85633814,0.8461803,0.8866922,0.85806054,1,True
0.8344412,0.8667926,0.86292934,0.84229904,0.8414898,0.8462264,0.8433018,0.87241703,0.87773484,0.8822197,0.88042694,0.877964,0.8461676,0.8957206,0.89304143,1,True
0.84722483,0.83505344,0.87002265,0.84617376,0.85001695,0.8490591,0.87432706,0.8621082,0.86899185,0.854587,0.83781946,0.8592946,0.84617376,0.5821112,0.85404444,1,True
0.8165206,0.8494538,0.8530221,0.839766,0.8349084,0.8546444,0.86931735,0.8530929,0.87254333,0.8641122,0.8554199,0.8731449,0.84090734,0.879987,0.85584974,1,True
0.8377304,0.84081334,0.84355426,0.82597953,0.8349979,0.8139106,0.8250977,0.84208894,0.854857,0.848579,0.82198906,0.856048,0.8173307,0.5821112,0.8727417,1,True
0.8622755,0.8829458,0.8699043,0.878811,0.8553464,0.89341587,0.8860877,0.872383,0.8816565,0.89106494,0.88697577,0.85565513,0.87307066,0.8838426,0.8806756,1,True
0.90316683,0.88730025,0.87857515,0.89846253,0.8870724,0.8941551,0.9031947,0.886819,0.9009764,0.8941541,0.89215624,0.888852,0.90013635,0.88471985,0.8661413,1,True
0.80617887,0.84905946,0.80478394,0.82616675,0.81523865,0.8203205,0.810553,0.83051306,0.818358,0.820632,0.86106133,0.8066508,0.8198955,0.85253716,0.85830736,1,True
0.82301414,0.86076397,0.86118346,0.8413172,0.80508184,0.8426875,0.8339911,0.80927825,0.8596272,0.8620344,0.8834842,0.88197416,0.83972037,0.85598755,0.8565923,1,True
0.7711218,0.7991402,0.8172512,0.8392197,0.83595496,0.81509423,0.8469581,0.8592048,0.848848,0.81839496,0.8383376,0.82182777,0.84410465,0.7999427,0.8455907,1,True
0.8959418,0.8643919,0.8862193,0.8803277,0.8977618,0.8925567,0.8958529,0.8878513,0.86765707,0.89062536,0.86946964,0.8839642,0.8852705,0.8669144,0.8632371,1,True
0.8228147,0.8577781,0.8472374,0.87128156,0.8270377,0.8464062,0.87010205,0.8772016,0.88034654,0.86275434,0.8754747,0.85728854,0.87427574,0.8646046,0.84789944,1,True
0.8692981,0.87613463,0.8777604,0.878176,0.8805973,0.8913034,0.8636313,0.8797018,0.88151836,0.89190376,0.8752754,0.8817397,0.88097817,0.8665694,0.8790766,1,True
0.8787253,0.8824477,0.8882934,0.87412524,0.90142274,0.91385114,0.90214527,0.90065795,0.9017943,0.9068663,0.8879515,0.8749429,0.870063,0.87559783,0.8955838,1,True
0.87871623,0.8653989,0.88270664,0.877896,0.8732701,0.8492975,0.8699802,0.8457532,0.87331223,0.8571717,0.8684164,0.8790647,0.882268,0.8721815,0.87633735,1,True
0.81823766,0.8640214,0.87152237,0.859971,0.8602895,0.87422895,0.84811676,0.8838495,0.85755116,0.87129116,0.875993,0.87951785,0.85616076,0.8872999,0.8617579,1,True
0.87268054,0.8686774,0.89063257,0.86955625,0.8700461,0.8673665,0.8769034,0.8776355,0.87133944,0.8516109,0.86689454,0.88973665,0.8787683,0.8819349,0.88102007,1,True
0.8263556,0.8667985,0.8604862,0.8305645,0.8283051,0.85865927,0.8677139,0.85138667,0.8679445,0.8697617,0.8768933,0.8793173,0.82620955,0.8786005,0.8663982,1,True
0.86727273,0.8574536,0.873425,0.88118064,0.85151,0.87830013,0.8569792,0.8712271,0.8734636,0.8770257,0.8655719,0.8785461,0.88284814,0.8517428,0.87358594,1,True
0.88344514,0.8802006,0.8662036,0.87320244,0.87203366,0.8555979,0.8706714,0.86318696,0.8862112,0.8573088,0.87625384,0.88283974,0.87486535,0.8620361,0.87513494,1,True
0.80440986,0.8625685,0.8354606,0.8254399,0.7927522,0.84916866,0.77947426,0.80154246,0.8384156,0.8485041,0.8746597,0.84632254,0.81993383,0.8671444,0.8354136,1,True
0.8750624,0.8550359,0.87368953,0.8394836,0.88508254,0.87363845,0.8834212,0.8832438,0.8935841,0.8844749,0.86116874,0.87769186,0.8394836,0.5821112,0.8496408,1,True
0.87675196,0.8657907,0.8768303,0.8658429,0.8914552,0.8867698,0.8911162,0.8880228,0.8904366,0.8890115,0.8770589,0.88061225,0.86662984,0.87340117,0.87696356,1,True
0.8072184,0.842623,0.87795585,0.86215967,0.86162555,0.84464717,0.8214092,0.87453276,0.8544281,0.8551126,0.8654361,0.8781887,0.85932094,0.8709532,0.8939519,1,True
0.8266345,0.82987684,0.82892716,0.82076573,0.81562597,0.8495307,0.82944894,0.8456729,0.82427007,0.8429465,0.83113515,0.8690573,0.78877103,0.8337976,0.8557945,1,True
0.8721714,0.85021675,0.8519298,0.85549676,0.85263896,0.8626019,0.8638121,0.8659988,0.86257386,0.8564625,0.8683591,0.8532899,0.8547015,0.84720427,0.86863893,1,True
0.84753644,0.8804259,0.8671356,0.87529653,0.8552314,0.8549897,0.8688931,0.8826069,0.87448156,0.8663176,0.88727844,0.8890396,0.8678373,0.8723514,0.8858708,1,True
0.85311085,0.87225544,0.8720195,0.8427232,0.8692418,0.86240727,0.8675591,0.8473526,0.8726698,0.8590522,0.8647644,0.87877226,0.84367555,0.87867594,0.8812543,1,True
0.86844766,0.8609758,0.86521536,0.83978516,0.8716386,0.8565704,0.85467625,0.8813151,0.8759058,0.8737516,0.8610995,0.8791871,0.841612,0.8682044,0.87510705,1,True
0.8601192,0.87524873,0.89647806,0.88404846,0.87420493,0.8894594,0.86339265,0.883896,0.88902664,0.89305484,0.8791666,0.881825,0.8846189,0.5821112,0.87536323,1,True
0.82057106,0.8496914,0.85770303,0.8431171,0.8593334,0.85177934,0.850718,0.8574176,0.850718,0.8572568,0.850189,0.8578851,0.8354006,0.8603529,0.84598345,1,True
0.7183062,0.8104832,0.8283944,0.78711134,0.81793606,0.80621004,0.7572894,0.8314164,0.8323671,0.84449226,0.83053434,0.8360498,0.80275214,0.5821112,0.8081547,1,True
0.88945204,0.9044101,0.9006167,0.88500345,0.8868184,0.87814254,0.8916129,0.9047523,0.89801097,0.8790466,0.8985667,0.87330556,0.8849589,0.9019165,0.9042978,1,True
0.857635,0.88323164,0.88446605,0.8678771,0.8695133,0.8796369,0.86647916,0.8769431,0.8725971,0.87952363,0.8920761,0.8917227,0.86537915,0.89040256,0.88059855,1,True
0.84789824,0.87432605,0.87149626,0.85964143,0.85500044,0.8398818,0.85455143,0.8581471,0.82003427,0.8382245,0.8674048,0.87590224,0.8517341,0.88163054,0.83868325,1,True
0.8232134,0.88323104,0.871499,0.847328,0.87223417,0.8581978,0.869888,0.85773647,0.8789369,0.8503186,0.87749827,0.8707042,0.8336626,0.87559223,0.85489917,1,True
0.86725646,0.8710414,0.8726684,0.84399664,0.8711515,0.87480724,0.87305117,0.86217225,0.8855905,0.88645786,0.87726206,0.8811099,0.8452818,0.8739839,0.87759906,1,True
0.86030626,0.90820885,0.9044177,0.881958,0.8792766,0.88715196,0.9112042,0.88113326,0.9088797,0.90232235,0.8837729,0.8745563,0.88700473,0.87189305,0.9024074,1,True
0.8516009,0.82941884,0.8479649,0.85491854,0.8285829,0.8509847,0.8568404,0.8667866,0.8724085,0.86548066,0.83641005,0.8407314,0.85491854,0.854177,0.8259238,1,True
0.89190596,0.8905238,0.8644799,0.8962517,0.8925715,0.9046126,0.9093478,0.8962183,0.9033463,0.9028943,0.8795075,0.8744397,0.9056753,0.9000665,0.89989364,1,True
0.79387325,0.8034735,0.82242745,0.8434152,0.86589485,0.8246506,0.78097856,0.8750083,0.8255434,0.84259856,0.8006396,0.82252693,0.84215903,0.77822757,0.8840523,1,True
0.803627,0.82711613,0.83772254,0.8181144,0.8329706,0.83782387,0.84074163,0.83035463,0.8312156,0.8607375,0.8425547,0.83565485,0.8144008,0.82763684,0.82550263,1,True
0.8171251,0.85064584,0.84199595,0.81394213,0.8575332,0.82133514,0.8153808,0.8618342,0.86471057,0.8721149,0.8498688,0.8754122,0.8021031,0.86113995,0.8393836,1,True
0.7954789,0.84985226,0.850703,0.8217504,0.8236239,0.82742393,0.82908297,0.85239065,0.852795,0.8625917,0.85238755,0.8658267,0.81515145,0.8670987,0.8531224,1,True
0.8263602,0.80784386,0.82746327,0.81542957,0.8186466,0.83413994,0.8006183,0.82528865,0.83920485,0.8336957,0.8015814,0.8392493,0.8280628,0.80318105,0.81888616,1,True
0.87756526,0.8943766,0.88562,0.8942441,0.88261914,0.88105464,0.87043095,0.9001523,0.8946284,0.89305663,0.903971,0.88244843,0.89799434,0.8693622,0.88295364,1,True
0.86164045,0.86985505,0.8759213,0.8594254,0.8644094,0.86351377,0.8745557,0.8786049,0.8734906,0.86279595,0.8706591,0.87464756,0.8556874,0.86948156,0.88604385,1,True
0.85087144,0.8549197,0.864272,0.87601143,0.8492894,0.87628436,0.8476462,0.8742372,0.8716694,0.8753953,0.8792485,0.87858105,0.872576,0.8595998,0.88076186,1,True
0.8562356,0.8719946,0.8866823,0.8752414,0.88666666,0.8923583,0.8846239,0.87567365,0.8925463,0.8895984,0.87396693,0.87361425,0.87578213,0.8505758,0.8872682,1,True
0.8470831,0.83993715,0.83852786,0.8568292,0.86401105,0.8580435,0.86540645,0.86276627,0.8551236,0.8692523,0.8535866,0.84773135,0.85879076,0.8765002,0.86019945,1,True
0.8467526,0.8281001,0.8564744,0.7836974,0.83821666,0.8441589,0.82347023,0.84608036,0.8306735,0.84236026,0.8503238,0.82738996,0.79288274,0.86868906,0.8084599,1,True
0.8665401,0.87529445,0.877672,0.86171025,0.8731257,0.8839682,0.8724203,0.8754976,0.88589054,0.88294774,0.87905425,0.8727992,0.86512005,0.87562835,0.8811944,1,True
0.8724283,0.8827003,0.8811706,0.83015525,0.8683177,0.84019446,0.8655809,0.84218496,0.84332025,0.8387598,0.8745627,0.8411441,0.8309307,0.85259783,0.8778162,1,True
0.8614832,0.8752229,0.88054746,0.8377224,0.85712767,0.8647969,0.84399277,0.868713,0.8793432,0.87375474,0.8965667,0.89204323,0.8362826,0.8739418,0.84160215,1,True
0.81894183,0.85023326,0.83925045,0.80714726,0.81329596,0.83137524,0.84643394,0.8382746,0.8597796,0.84909344,0.8738184,0.86908007,0.80464387,0.8438665,0.8591355,1,True
0.8255758,0.8535272,0.8228121,0.80736303,0.8355894,0.8281797,0.83210963,0.8473064,0.87120533,0.8666328,0.8538696,0.8224038,0.8323896,0.5821111,0.824471,1,True
0.88748217,0.86707366,0.8863581,0.89847213,0.8867552,0.8832004,0.89067554,0.88296056,0.89941347,0.8863499,0.880487,0.87426823,0.89109015,0.5821112,0.87661767,1,True
0.87056446,0.8791287,0.8763015,0.88043815,0.8656175,0.85322773,0.87453485,0.89010954,0.8867669,0.87647486,0.8772177,0.86945534,0.88043815,0.88062,0.8857856,1,True
0.8235125,0.85422194,0.846645,0.8015484,0.7786907,0.8432813,0.84314394,0.8172053,0.8372983,0.8857456,0.8544851,0.8539186,0.8015484,0.8577877,0.8500612,1,True
0.86700875,0.85806274,0.8849247,0.83497524,0.8593899,0.8467537,0.83463156,0.8633933,0.883647,0.8745129,0.8789556,0.88825744,0.8367178,0.8733813,0.8665213,1,True
0.8251339,0.86397946,0.8397225,0.8150138,0.8327507,0.85163623,0.87614894,0.84263355,0.8845093,0.8464118,0.8634401,0.8499373,0.81276816,0.5821112,0.85619277,1,True
0.8171914,0.86728084,0.8420268,0.8032188,0.8223107,0.8078877,0.81979823,0.81656146,0.8442261,0.84234047,0.8662229,0.8592867,0.79107517,0.8453404,0.8514215,1,True
0.8308965,0.85109293,0.82502246,0.7934396,0.79246795,0.8233051,0.8278044,0.8214422,0.80419093,0.8180475,0.86620945,0.8311208,0.7934396,0.5821112,0.8469888,1,True
0.80359954,0.8321806,0.8348037,0.7775862,0.81276125,0.8241043,0.8220843,0.812125,0.8477292,0.8206974,0.8382935,0.8398353,0.7891576,0.87250507,0.7719618,1,True
0.8508226,0.8436459,0.8292449,0.8308866,0.81120914,0.8349128,0.8555119,0.824915,0.8530422,0.8535034,0.84577125,0.8160178,0.83248234,0.8387109,0.85665476,1,True
0.74895525,0.80090356,0.7907378,0.78534293,0.787663,0.79254246,0.8305212,0.79310375,0.8220708,0.7995914,0.8133778,0.78927267,0.8013113,0.82666767,0.8073557,1,True
0.72840434,0.7812708,0.81828344,0.79387164,0.80880535,0.7671468,0.8066577,0.8166254,0.8285037,0.7960405,0.8097645,0.79823244,0.79091454,0.83065367,0.8126204,1,True
0.8308677,0.8144697,0.85351473,0.80794597,0.8205351,0.82419074,0.8252901,0.8168855,0.8372232,0.8365654,0.8122928,0.8533657,0.80794597,0.5821112,0.81015754,1,True
0.8443363,0.8504494,0.86199594,0.8708203,0.84721,0.8689844,0.84772325,0.8656309,0.85861427,0.86462146,0.85626185,0.8576844,0.87062705,0.85561174,0.86831224,1,True
0.86507416,0.8184072,0.82258344,0.8505014,0.83875215,0.842269,0.83983636,0.8535151,0.8548969,0.83560413,0.85184306,0.8097621,0.8423722,0.5821112,0.8746557,1,True
0.83278036,0.87132984,0.8555094,0.8530621,0.8386247,0.85356647,0.84286195,0.8583341,0.8878863,0.8859177,0.8802417,0.86749357,0.8530621,0.5821112,0.87831825,1,True
0.84526294,0.87485117,0.8515999,0.8854025,0.8647354,0.8432939,0.86648214,0.88388073,0.8783866,0.8674364,0.8759038,0.8691603,0.886218,0.86735,0.87988263,1,True
0.7864922,0.84622747,0.8393805,0.8300726,0.7992594,0.8287659,0.8162597,0.8146502,0.8325404,0.8378703,0.8422582,0.8835099,0.82088023,0.8762346,0.83128166,1,True
0.7972942,0.8543056,0.8594594,0.8532539,0.81527096,0.82782847,0.8018676,0.8535985,0.87768316,0.8322019,0.8743848,0.8744376,0.8582295,0.8918998,0.87235975,1,True
0.8249047,0.8207258,0.8205332,0.8445085,0.82937276,0.8037844,0.82692885,0.8286946,0.8442398,0.8037844,0.82806045,0.8289068,0.8508602,0.8192734,0.8301264,1,True
0.8601822,0.8453735,0.85794926,0.85829055,0.82777816,0.8622316,0.83160603,0.85048366,0.8448971,0.85076874,0.84327227,0.83559227,0.8466666,0.8505895,0.84080034,1,True
0.8247259,0.8252611,0.8014932,0.81604266,0.83011484,0.82969695,0.8137393,0.83640873,0.83177805,0.84673166,0.82821393,0.81329274,0.82189155,0.8124658,0.8178632,1,True
0.8648567,0.8654069,0.8551592,0.8583367,0.8583125,0.84763765,0.8498057,0.85969853,0.8915159,0.8814988,0.8870492,0.880177,0.8413166,0.8763581,0.8784982,1,True
0.7830934,0.8148687,0.8110513,0.7979772,0.8428097,0.8356278,0.8186493,0.85423005,0.83503604,0.8547397,0.81692874,0.83120745,0.7979772,0.81189597,0.8304993,1,True
0.8065652,0.8432372,0.8514579,0.8559269,0.8503621,0.81857014,0.83836913,0.8631328,0.8573835,0.81676275,0.8423057,0.884211,0.8525455,0.8556073,0.8479412,1,True
0.8440236,0.83435595,0.8385804,0.8396045,0.84603685,0.8373141,0.82845026,0.85623866,0.8360095,0.86267626,0.8404443,0.8463157,0.8553911,0.81465137,0.8335331,1,True
0.8351863,0.88663423,0.83116466,0.816324,0.8568543,0.850189,0.8472215,0.87006617,0.8549992,0.8470099,0.8843085,0.86114454,0.8146855,0.8557572,0.8656431,1,True
0.7679222,0.816197,0.80286795,0.7916167,0.76012784,0.81747437,0.7894332,0.81206197,0.7918148,0.83304495,0.8223348,0.8428809,0.8020394,0.84919155,0.8289297,1,True
0.8113075,0.85866505,0.85353476,0.8596184,0.79306436,0.85319495,0.83620536,0.7915547,0.8592868,0.8455562,0.867246,0.87119865,0.8579481,0.8895755,0.80260956,1,True
0.82491493,0.83967733,0.8434074,0.82702875,0.8096893,0.814981,0.83023095,0.81739604,0.8467469,0.80925304,0.8510413,0.8147581,0.8194263,0.5821112,0.8031003,1,True
0.8578761,0.8608097,0.86007345,0.82718647,0.81711304,0.8500433,0.86476296,0.8596911,0.8595288,0.84938145,0.8604864,0.8347204,0.8267553,0.85809165,0.8486017,1,True
0.8721597,0.87062246,0.87062293,0.8672914,0.8586234,0.87455916,0.8667308,0.883782,0.8821765,0.85784554,0.867119,0.8772208,0.86500186,0.84882116,0.871833,1,True
0.8682589,0.8669398,0.8584648,0.8601008,0.8531111,0.8539327,0.8416194,0.8548274,0.85574925,0.8512323,0.861563,0.8569894,0.8601008,0.85739386,0.8313068,1,True
0.8286647,0.8247347,0.85092485,0.8468792,0.84326535,0.82472855,0.8531538,0.8155438,0.85544646,0.82360476,0.82822824,0.84916854,0.8501438,0.7985428,0.8609663,1,True
0.76910895,0.82178354,0.80023193,0.7996936,0.76916957,0.7828214,0.7941761,0.78213966,0.7911484,0.8160752,0.84968746,0.8416381,0.79551905,0.5821112,0.84713745,1,True
0.8436675,0.83568716,0.8389541,0.8326994,0.82275903,0.8516921,0.82837003,0.8436626,0.83346295,0.86955386,0.83455247,0.85713613,0.8305196,0.84306127,0.8533783,1,True
0.75273037,0.8162989,0.81537473,0.8039875,0.8034229,0.83286726,0.79613626,0.8226332,0.794612,0.8293579,0.8516686,0.8418491,0.81043196,0.5821112,0.82224315,1,True
0.86654127,0.8945599,0.84687847,0.89057934,0.8657094,0.8780704,0.8602468,0.8797368,0.87200797,0.88091457,0.9009512,0.8620292,0.88349146,0.8985828,0.8943056,1,True
0.89462125,0.8971653,0.9202524,0.89706033,0.88936615,0.88209623,0.898125,0.90315425,0.8910593,0.8886578,0.88404214,0.90566605,0.89706033,0.8822972,0.8924886,1,False
0.84469485,0.8440895,0.8479027,0.85369194,0.8516453,0.8622031,0.85265225,0.85382515,0.8729372,0.8663685,0.8482121,0.8592252,0.8479432,0.84288275,0.8732941,1,False
0.78859484,0.842685,0.8399515,0.7963613,0.82110846,0.84718823,0.842174,0.8622556,0.8606888,0.85833234,0.8383465,0.8375373,0.80024093,0.8494539,0.8434664,1,False
0.853368,0.8735079,0.85440165,0.85955346,0.8411204,0.841698,0.84421587,0.8539046,0.86485887,0.8516321,0.8746382,0.86871123,0.84725827,0.8676556,0.86535287,1,False
0.7562582,0.8626926,0.86476797,0.8585206,0.85672134,0.86691296,0.85750014,0.8759013,0.8826083,0.8933236,0.8605217,0.8801722,0.85669434,0.5821112,0.87209797,1,False
0.7978387,0.8530041,0.8767197,0.858055,0.8319775,0.8150822,0.82573307,0.8712729,0.8591609,0.8574273,0.8743049,0.8843563,0.856755,0.86697185,0.87881804,1,False
0.8361125,0.8862974,0.87334627,0.84949166,0.8181764,0.86291885,0.86455727,0.850449,0.87087804,0.8750306,0.892148,0.86910963,0.84507495,0.8776843,0.8793028,1,False
0.8560313,0.87633765,0.8684473,0.8433395,0.856658,0.8693909,0.8458265,0.8778975,0.8642223,0.8649843,0.87867415,0.88075286,0.85160613,0.5821112,0.87899894,1,False
0.87720513,0.8867607,0.88912904,0.8864125,0.8775105,0.88232857,0.88693696,0.8909482,0.8904388,0.88524157,0.889084,0.8847768,0.8924541,0.88969195,0.8888204,1,False
0.8550555,0.8682263,0.8631454,0.8714632,0.8440591,0.8517917,0.86762047,0.8427573,0.87063146,0.86194587,0.87210655,0.8780435,0.863827,0.87240356,0.87393963,1,False
0.8695786,0.8556564,0.87752146,0.8549351,0.8783928,0.85751545,0.88145524,0.8788717,0.8804463,0.8734406,0.8739562,0.8644885,0.8582969,0.86616284,0.88222045,1,False
0.8370085,0.87209004,0.85502756,0.8390784,0.86753815,0.8369475,0.84894127,0.8802678,0.86816204,0.8655777,0.8676533,0.84846026,0.8341331,0.86936706,0.8783811,1,False
0.8817624,0.8852975,0.8781322,0.85939944,0.8720995,0.8646997,0.8235797,0.8856422,0.871424,0.8902458,0.8751291,0.8575091,0.86129946,0.85693294,0.8739896,1,False
0.8702887,0.8658133,0.8753711,0.8571471,0.87755823,0.87002736,0.862951,0.8792496,0.8590952,0.87275463,0.8600374,0.872218,0.86065686,0.8638873,0.87444496,1,False
0.8393404,0.8603404,0.86221105,0.85040283,0.85883546,0.8388088,0.83654726,0.84512234,0.8572736,0.8513935,0.86207837,0.8618775,0.84474266,0.8501392,0.8373605,1,False
0.79178816,0.8329045,0.8392866,0.8412627,0.8258178,0.82103044,0.8059906,0.8431634,0.8413183,0.85920644,0.8360957,0.8402604,0.84096825,0.83355707,0.8329962,1,False
0.8687967,0.8750872,0.8736845,0.87508655,0.8634132,0.8757958,0.8633569,0.88892543,0.885393,0.88039577,0.8841763,0.87864614,0.8783057,0.8885925,0.88271797,1,False
0.8112127,0.8322244,0.8380122,0.8075073,0.8503604,0.8730782,0.87741333,0.87108386,0.87397575,0.86855125,0.8310156,0.864922,0.80487055,0.8343391,0.82631177,1,False
0.8140123,0.82488334,0.82462615,0.8315873,0.7944339,0.7884572,0.80769295,0.8083099,0.8029682,0.80529344,0.8248457,0.8275617,0.83450854,0.81345785,0.811308,1,False
0.8064508,0.84400827,0.8396158,0.82190365,0.8196232,0.8140155,0.80757797,0.83867127,0.8517934,0.81829107,0.84608275,0.8400502,0.81590176,0.85490465,0.8295851,1,False
0.80680215,0.8443152,0.84590745,0.7917398,0.8403703,0.84092915,0.8503628,0.8575072,0.8561277,0.8372228,0.84660894,0.84315526,0.790623,0.86308014,0.8283806,1,False
0.69812965,0.72561437,0.7363732,0.73319435,0.7563507,0.7693199,0.7129628,0.77708066,0.7716341,0.7758963,0.7310719,0.7570294,0.7293024,0.7997732,0.8146726,1,False
0.83054507,0.8877496,0.9034072,0.83489805,0.8953075,0.89983594,0.86722475,0.89029396,0.89072484,0.8985583,0.8885987,0.921136,0.85032874,0.9105109,0.8360434,1,False
0.85621697,0.857861,0.83610094,0.8458114,0.8673386,0.89001215,0.85879433,0.866498,0.85607755,0.9174196,0.8556211,0.84846705,0.8517464,0.86666137,0.8438903,1,False
0.803887,0.877182,0.8693378,0.85042304,0.83469456,0.8562348,0.8795287,0.8749641,0.8900372,0.87612784,0.84266204,0.8648573,0.8398054,0.8592147,0.8537298,1,False
0.83709764,0.8396452,0.8627334,0.8519242,0.86059743,0.84662944,0.8468729,0.86612236,0.8496406,0.8556566,0.8628889,0.8664997,0.8644837,0.8600128,0.85109484,1,False
0.7743483,0.8210238,0.8014417,0.7702504,0.7896907,0.79341084,0.80245006,0.8077711,0.81744117,0.80272925,0.8030524,0.81027395,0.7702504,0.5821112,0.80611336,1,False
0.8652705,0.86317647,0.8582406,0.8489146,0.8508928,0.82763475,0.82901645,0.8186675,0.8329674,0.8388518,0.86317647,0.863557,0.8472781,0.5821112,0.8818855,1,False
0.83497024,0.8315927,0.8252245,0.8532275,0.8250686,0.8330027,0.8385182,0.8504473,0.85572445,0.8480615,0.8363937,0.8348923,0.8495834,0.81782603,0.8455161,1,False
0.82803357,0.80084467,0.8489393,0.8388121,0.8393588,0.826853,0.8442615,0.8485422,0.8663039,0.80463374,0.85499716,0.8634875,0.8417379,0.8573427,0.88584745,1,False
0.8045817,0.8834764,0.8504169,0.8494164,0.85526776,0.8131832,0.8772324,0.87135065,0.88398623,0.8229765,0.8764429,0.8513521,0.85308826,0.8696043,0.86535907,1,False
0.81422186,0.80973905,0.84236413,0.8132322,0.81601906,0.78296524,0.81479657,0.8244843,0.8427168,0.8083186,0.8111187,0.8673194,0.81464237,0.83493143,0.8378227,1,False
0.8704195,0.8666187,0.87494576,0.85336447,0.8653173,0.87766725,0.8665764,0.85686404,0.8830534,0.8711676,0.86880964,0.8774915,0.86129105,0.8841976,0.86884403,1,False
0.79064596,0.8656685,0.8632695,0.8266602,0.716263,0.8648953,0.8769287,0.7252995,0.88589936,0.87890494,0.86937433,0.86226475,0.8191964,0.85491717,0.8652647,1,False
0.8441304,0.84347665,0.85943687,0.88101774,0.8598021,0.8722607,0.8645811,0.8909968,0.88589984,0.8824532,0.85593545,0.87322533,0.88155985,0.86567605,0.8833805,1,False
0.83386683,0.8490401,0.828921,0.83625215,0.8483804,0.8225682,0.85747164,0.8618889,0.8596785,0.8340349,0.8587911,0.825038,0.8344561,0.5821112,0.83782583,1,False
