,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score
98334,0.74680436,0.8734022,0.70720816,0.8536041,0.7132827,0.85664135,0.70139587,0.85069793,0.67535734,0.8376787,0.67130136,0.8356507,0.57566804,0.78783405,0.71974826,0.8598741,0.6560888,0.8280444,0.6388339,0.81941694
98335,0.74045813,0.87022907,0.72776103,0.8638805,0.6650796,0.8325398,0.6895269,0.84476346,0.73216856,0.8660843,0.7919689,0.8959844,0.7291626,0.8645813,0.81419563,0.9070978,0.7771336,0.8885668,0.79501146,0.89750576
98336,0.6238129,0.81190646,0.6259937,0.81299686,0.6174394,0.8087197,0.5982069,0.79910344,0.6227895,0.81139475,0.6827719,0.84138596,0.5909978,0.7954989,0.69680834,0.84840417,0.68521535,0.8426077,0.6519942,0.8259971
98337,0.5867295,0.79336476,0.56479245,0.7823962,0.48739457,0.7436973,0.6208048,0.8104024,0.6026052,0.8013026,0.6320385,0.81601924,0.6197748,0.8098874,0.61658347,0.80829173,0.6651435,0.83257174,0.6396489,0.81982446
98338,0.6046252,0.8023126,0.61534816,0.80767405,0.57243794,0.786219,0.563317,0.78165853,0.58359796,0.79179895,0.5824938,0.7912469,0.57155883,0.7857794,0.6608174,0.8304087,0.63538265,0.8176913,0.59893906,0.79946953
98339,0.5504266,0.7752133,0.5726964,0.7863482,0.5064894,0.7532447,0.5571935,0.77859676,0.59459543,0.7972977,0.6796774,0.83983874,0.64207715,0.8210386,0.6852561,0.84262806,0.679147,0.8395735,0.70763296,0.8538165
98340,0.5218559,0.7609279,0.50689423,0.7534471,0.429384,0.714692,0.52048016,0.7602401,0.53447664,0.7672383,0.63416356,0.8170818,0.6266651,0.81333256,0.58887863,0.7944393,0.62756395,0.813782,0.65664893,0.82832444
98341,0.6839652,0.8419826,0.6817796,0.8408898,0.6258757,0.81293786,0.67529607,0.83764803,0.68182087,0.84091043,0.7748263,0.88741314,0.72266364,0.8613318,0.79457545,0.8972877,0.778214,0.889107,0.7837701,0.89188504
98342,0.73847437,0.8692372,0.69211864,0.8460593,0.6268446,0.8134223,0.6677623,0.83388114,0.7505623,0.87528116,0.83616114,0.91808057,0.761763,0.8808815,0.8150302,0.9075151,0.7752958,0.88764787,0.8235934,0.9117967
98343,0.45401198,0.72700596,0.46983236,0.7349162,0.39199018,0.6959951,0.4607191,0.73035955,0.5051167,0.75255835,0.5682714,0.7841357,0.54911214,0.77455604,0.56533915,0.78266954,0.61446524,0.8072326,0.60448575,0.8022429
98344,0.71037626,0.85518813,0.67235696,0.8361785,0.5975336,0.7987668,0.658098,0.829049,0.6832479,0.84162396,0.7873561,0.89367807,0.70418024,0.8520901,0.7684877,0.88424385,0.7581159,0.87905794,0.7789516,0.8894758
98345,0.7023476,0.85117376,0.6855395,0.84276974,0.64261144,0.82130575,0.6153475,0.80767375,0.72052073,0.86026037,0.8045632,0.90228164,0.7064878,0.8532439,0.77322954,0.8866148,0.7469404,0.8734702,0.7941066,0.8970533
98346,0.6351634,0.8175817,0.6091861,0.8045931,0.5486555,0.77432775,0.59570086,0.79785043,0.64755934,0.8237797,0.74330664,0.8716533,0.6449475,0.82247376,0.74596083,0.8729804,0.68292403,0.841462,0.70750535,0.8537527
98347,0.58063865,0.7903193,0.6005288,0.80026436,0.5735279,0.7867639,0.58078116,0.7903906,0.59181607,0.79590803,0.693761,0.8468805,0.6437819,0.82189095,0.70202863,0.8510143,0.7424941,0.87124705,0.73726296,0.8686315
98348,0.5300298,0.7650149,0.5420275,0.77101374,0.5002428,0.7501214,0.5278827,0.76394135,0.5614126,0.7807063,0.6477493,0.82387465,0.6287661,0.81438303,0.62625945,0.8131297,0.68893135,0.8444657,0.6836871,0.84184355
98349,0.71151936,0.8557597,0.70432436,0.8521622,0.6271359,0.81356794,0.66705894,0.8335295,0.746015,0.87300754,0.8068738,0.9034369,0.73705965,0.8685298,0.82172704,0.9108635,0.7851237,0.89256185,0.81818074,0.9090904
98350,0.6456876,0.8228438,0.64677453,0.82338727,0.5976876,0.7988438,0.62955725,0.8147786,0.6636945,0.83184725,0.7870108,0.8935054,0.7165335,0.8582667,0.7548871,0.87744355,0.7748949,0.8874475,0.7945051,0.89725256
98351,0.6283549,0.81417745,0.613872,0.806936,0.5399078,0.7699539,0.5706737,0.78533685,0.653259,0.8266295,0.7131773,0.85658866,0.687406,0.84370303,0.6921754,0.8460877,0.7103763,0.85518813,0.72201276,0.8610064
98352,0.51949394,0.75974697,0.54273266,0.77136636,0.43711197,0.718556,0.5347997,0.76739985,0.55458814,0.77729404,0.65569335,0.82784665,0.66400826,0.83200413,0.6505259,0.82526296,0.7050918,0.85254586,0.7016925,0.8508463
98353,0.5683752,0.78418756,0.545399,0.7726995,0.5040248,0.7520124,0.5158473,0.75792366,0.5797498,0.7898749,0.70631623,0.8531581,0.6734549,0.83672744,0.65741014,0.8287051,0.67279,0.836395,0.724668,0.862334
98354,0.48460096,0.7423005,0.56198543,0.78099275,0.48966834,0.7448342,0.45549965,0.7277498,0.51679647,0.75839823,0.44650912,0.72325456,0.49691415,0.7484571,0.50943947,0.75471973,0.48858017,0.7442901,0.4586034,0.7293017
98355,0.7143796,0.8571898,0.70472306,0.85236156,0.66369677,0.8318484,0.66751814,0.83375907,0.71690774,0.85845387,0.7374649,0.86873245,0.72040445,0.8602022,0.7419834,0.8709917,0.7614939,0.88074696,0.77748847,0.88874424
98356,0.6598823,0.82994115,0.6524054,0.8262027,0.5693065,0.78465325,0.5785695,0.7892847,0.6844473,0.84222364,0.7497826,0.8748913,0.72241056,0.8612053,0.7387285,0.86936426,0.735205,0.86760247,0.74591416,0.8729571
98357,0.6911129,0.84555644,0.75031304,0.8751565,0.6614964,0.8307482,0.6801424,0.8400712,0.679271,0.8396355,0.5657468,0.7828734,0.5853933,0.79269665,0.6726024,0.8363012,0.6417502,0.8208751,0.59014636,0.79507315
98358,0.71702003,0.85851,0.71189094,0.85594547,0.64712715,0.8235636,0.65098834,0.82549417,0.76240516,0.8812026,0.832241,0.9161205,0.767488,0.883744,0.8203322,0.91016614,0.8272006,0.9136003,0.83405495,0.9170275
98359,0.6473531,0.8236766,0.62629014,0.81314504,0.5592293,0.7796147,0.56957436,0.7847872,0.672874,0.836437,0.76222265,0.8811113,0.7368511,0.86842555,0.7222446,0.8611223,0.7755041,0.88775206,0.79055214,0.89527607
98360,0.5040044,0.75200224,0.5708238,0.7854119,0.51679146,0.75839573,0.6460952,0.82304764,0.48650932,0.74325466,0.4780428,0.7390214,0.47890723,0.7394536,0.5610287,0.78051436,0.61321694,0.80660844,0.5289662,0.7644831
98361,0.78840625,0.8942031,0.7662399,0.88311994,0.69405866,0.8470293,0.7117311,0.85586554,0.7736114,0.8868057,0.836728,0.918364,0.794824,0.897412,0.8602917,0.93014586,0.8132107,0.90660536,0.85686696,0.9284335
98362,0.5773506,0.7886753,0.5882806,0.79414034,0.5532738,0.7766369,0.55049694,0.77524847,0.6305672,0.8152836,0.6432222,0.8216111,0.68136746,0.8406837,0.6390734,0.8195367,0.6830479,0.84152395,0.6787274,0.8393637
98363,0.6973264,0.8486632,0.7034341,0.85171705,0.6482267,0.82411337,0.6728717,0.83643585,0.6831938,0.8415969,0.7186184,0.8593092,0.6660639,0.83303195,0.7701109,0.8850554,0.77578497,0.8878925,0.7614329,0.88071644
98364,0.64095795,0.820479,0.63316643,0.8165832,0.61436,0.80718,0.56905997,0.78453,0.6427038,0.8213519,0.7096107,0.85480535,0.6184144,0.8092072,0.70605594,0.85302794,0.6586893,0.82934463,0.67520803,0.83760405
98365,0.63891387,0.81945693,0.6589453,0.82947266,0.5857687,0.79288435,0.5955627,0.79778135,0.5936383,0.79681915,0.6420655,0.82103276,0.59786326,0.7989316,0.6859594,0.84297967,0.66072166,0.83036083,0.6491447,0.8245723
98366,0.6463235,0.8231617,0.67420316,0.8371016,0.6065332,0.80326664,0.57418036,0.7870902,0.64945626,0.82472813,0.6346628,0.81733143,0.5767151,0.78835756,0.6816056,0.8408028,0.6339272,0.8169636,0.609295,0.8046475
98367,0.66283953,0.83141977,0.607116,0.803558,0.6018472,0.8009236,0.59305245,0.7965262,0.6526828,0.8263414,0.7565564,0.8782782,0.6471728,0.8235864,0.69331086,0.8466554,0.73503375,0.8675169,0.72712016,0.8635601
98368,0.54648525,0.7732426,0.59246564,0.7962328,0.51966596,0.759833,0.55484766,0.77742386,0.57174885,0.7858744,0.65736437,0.8286822,0.62453246,0.81226623,0.6545454,0.8272727,0.66932935,0.8346647,0.66802657,0.8340133
98369,0.5591061,0.77955306,0.560736,0.780368,0.5152886,0.7576443,0.5498862,0.7749431,0.58558595,0.792793,0.7278335,0.86391675,0.6455158,0.8227579,0.68747866,0.84373933,0.67299306,0.83649653,0.74819636,0.8740982
98370,0.64902866,0.8245143,0.669152,0.834576,0.58184934,0.79092467,0.64157116,0.8207856,0.6674328,0.8337164,0.77753985,0.8887699,0.7133795,0.85668975,0.7731354,0.8865677,0.7761737,0.88808686,0.8010957,0.90054786
98371,0.7243659,0.862183,0.6790251,0.8395126,0.62725306,0.8136265,0.724422,0.862211,0.68490493,0.84245247,0.78236324,0.8911816,0.711558,0.855779,0.7837806,0.8918903,0.77456737,0.8872837,0.792476,0.89623797
98372,0.71918184,0.8595909,0.63674015,0.8183701,0.56168306,0.7808415,0.62393653,0.81196827,0.6856203,0.84281015,0.8019484,0.9009742,0.72784394,0.863922,0.7803371,0.89016855,0.7329751,0.86648756,0.7905015,0.89525074
98373,0.7658466,0.8829233,0.7175673,0.85878366,0.64123464,0.8206173,0.7116895,0.85584474,0.7343124,0.8671562,0.7781117,0.88905585,0.7050234,0.8525117,0.7874485,0.89372426,0.7756281,0.88781404,0.7734552,0.8867276
98374,0.7117826,0.8558913,0.6869874,0.8434937,0.5892117,0.79460585,0.6663401,0.83317006,0.7286602,0.8643301,0.80233127,0.9011656,0.7255845,0.86279225,0.76993704,0.8849685,0.7695556,0.8847778,0.7745683,0.88728416
98375,0.69320464,0.8466023,0.68323004,0.841615,0.6431031,0.82155156,0.6789185,0.83945924,0.6718162,0.83590806,0.757759,0.8788795,0.6759012,0.8379506,0.7692636,0.8846318,0.7580502,0.8790251,0.7644801,0.88224006
98376,0.75404,0.87702,0.68760073,0.84380037,0.6579144,0.8289572,0.6638291,0.83191454,0.7339474,0.8669737,0.8291227,0.9145614,0.7138636,0.8569318,0.76028943,0.8801447,0.76734734,0.88367367,0.7925862,0.8962931
98377,0.6803608,0.8401804,0.66270494,0.8313525,0.6145605,0.80728024,0.64202905,0.8210145,0.70997685,0.85498846,0.8286786,0.9143393,0.7580836,0.8790418,0.81885874,0.9094294,0.81441534,0.90720767,0.8513429,0.92567146
98378,0.71571076,0.8578554,0.6878067,0.84390336,0.59625685,0.7981284,0.61382145,0.80691075,0.7490746,0.8745373,0.885,0.9425,0.7986852,0.8993426,0.80481696,0.9024085,0.7966072,0.8983036,0.88391316,0.9419566
98379,0.7246013,0.86230063,0.6650623,0.83253115,0.6354371,0.8177185,0.65684897,0.82842445,0.7308266,0.8654133,0.8447317,0.92236584,0.7331989,0.86659944,0.8158922,0.9079461,0.7819865,0.89099324,0.84114504,0.9205725
98380,0.7177285,0.85886425,0.68918896,0.8445945,0.6225208,0.8112604,0.6967644,0.84838223,0.73638624,0.86819315,0.8471377,0.92356884,0.7808906,0.8904453,0.81694293,0.90847147,0.8158914,0.9079457,0.85132635,0.9256632
98381,0.56999195,0.784996,0.58134794,0.790674,0.4971075,0.74855375,0.5793189,0.78965944,0.55243075,0.7762154,0.63705933,0.81852967,0.591986,0.795993,0.6732378,0.8366189,0.646685,0.8233425,0.6293863,0.81469315
98382,0.6979265,0.84896326,0.6641767,0.83208835,0.59503984,0.7975199,0.6157167,0.80785835,0.73174286,0.8658714,0.85426366,0.92713183,0.7739097,0.88695484,0.8289417,0.91447085,0.78787726,0.89393866,0.83725667,0.91862833
98383,0.64732015,0.8236601,0.6433574,0.8216787,0.5718844,0.7859422,0.6009145,0.80045724,0.6585087,0.8292544,0.7204831,0.86024153,0.67756975,0.8387849,0.6877323,0.8438661,0.72026527,0.86013263,0.72573936,0.8628697
98384,0.6786293,0.83931464,0.6815045,0.84075224,0.6164546,0.8082273,0.73251843,0.8662592,0.68745935,0.8437297,0.71346533,0.85673267,0.69491446,0.84745723,0.72833574,0.86416787,0.7761626,0.8880813,0.77027035,0.8851352
98385,0.6035132,0.8017566,0.60142756,0.8007138,0.5279003,0.7639501,0.57553184,0.7877659,0.61534536,0.8076727,0.72235787,0.86117893,0.65540373,0.82770187,0.71046567,0.85523283,0.71794367,0.85897183,0.7445827,0.8722913
98386,0.7200242,0.8600121,0.7242795,0.86213976,0.67585886,0.8379294,0.71865594,0.859328,0.70606595,0.85303295,0.7411534,0.87057674,0.72165143,0.8608257,0.7839465,0.89197326,0.7926186,0.89630926,0.7875323,0.89376616
98387,0.6868313,0.8434156,0.7170956,0.8585478,0.63559777,0.81779885,0.6943331,0.84716654,0.7640978,0.8820489,0.77510357,0.8875518,0.74144113,0.87072057,0.7964668,0.8982334,0.73464143,0.8673207,0.77604055,0.8880203
98388,0.7498472,0.8749236,0.6849053,0.84245265,0.6542942,0.8271471,0.6764662,0.8382331,0.7133448,0.8566724,0.82760805,0.91380405,0.72263694,0.86131847,0.7832415,0.89162076,0.75596905,0.8779845,0.7978351,0.89891756
98389,0.7149733,0.8574866,0.6954271,0.8477136,0.63372594,0.81686294,0.6420655,0.82103276,0.74828976,0.8741449,0.85496366,0.92748183,0.7812123,0.89060616,0.81351703,0.90675855,0.77518237,0.8875912,0.84667635,0.9233382
98390,0.68554854,0.8427743,0.6302939,0.8151469,0.59179723,0.7958986,0.7393205,0.86966026,0.63107204,0.815536,0.7182443,0.85912216,0.6503556,0.8251778,0.7097876,0.8548938,0.72494644,0.86247325,0.74170935,0.8708547
98391,0.6159607,0.80798036,0.57541025,0.7877051,0.5462352,0.7731176,0.55122435,0.7756122,0.66695875,0.8334794,0.80086446,0.9004322,0.7661458,0.8830729,0.71141005,0.855705,0.76379704,0.8818985,0.811357,0.9056785
98392,0.6619845,0.8309922,0.62099254,0.8104963,0.5936824,0.7968412,0.6653843,0.83269215,0.58928573,0.79464287,0.65978897,0.8298945,0.56958735,0.7847937,0.7076768,0.85383844,0.70856416,0.8542821,0.6833695,0.84168476
98393,0.53546333,0.76773167,0.5454788,0.7727394,0.4550978,0.7275489,0.5444355,0.77221775,0.5546799,0.77733994,0.6295798,0.8147899,0.6259295,0.81296474,0.63025856,0.8151293,0.6644685,0.83223426,0.66361487,0.83180743
98394,0.5952666,0.7976333,0.5923606,0.7961803,0.5312035,0.76560175,0.54044604,0.770223,0.64301133,0.82150567,0.7278586,0.8639293,0.7179398,0.8589699,0.7116275,0.85581374,0.73308754,0.86654377,0.7613046,0.8806523
98395,0.6866475,0.8433237,0.61527956,0.8076398,0.6118983,0.80594915,0.5921676,0.7960838,0.69761884,0.8488094,0.8522787,0.92613935,0.71786594,0.858933,0.78296936,0.8914847,0.7651468,0.88257337,0.8064443,0.90322214
98396,0.61199015,0.8059951,0.60475516,0.8023776,0.5458962,0.7729481,0.60747623,0.8037381,0.62565553,0.81282777,0.70913196,0.854566,0.6878226,0.8439113,0.70799863,0.8539993,0.73182976,0.8659149,0.744466,0.87223303
98397,0.5820801,0.79104006,0.60133386,0.8006669,0.5008683,0.75043416,0.547457,0.7737285,0.631539,0.8157695,0.69901276,0.8495064,0.6932238,0.84661186,0.68590856,0.8429543,0.7145302,0.8572651,0.7506122,0.8753061
98398,0.7103878,0.8551939,0.640002,0.820001,0.6215356,0.81076777,0.5755546,0.7877773,0.7273727,0.8636863,0.8158002,0.9079001,0.71242595,0.856213,0.7733418,0.8866709,0.7501949,0.87509745,0.7692156,0.8846078
98399,0.5987214,0.7993607,0.5957163,0.7978581,0.53173614,0.76586807,0.5472026,0.7736013,0.6266204,0.8133102,0.66802645,0.8340132,0.66486025,0.8324301,0.6643553,0.83217764,0.6629381,0.83146906,0.6569896,0.8284948
98400,0.52256894,0.7612845,0.52213347,0.76106673,0.45131165,0.7256558,0.5289254,0.7644627,0.5098472,0.7549236,0.5567498,0.7783749,0.5586955,0.7793478,0.56801105,0.7840055,0.6565571,0.82827854,0.62656,0.81328
98401,0.658428,0.829214,0.6892716,0.84463584,0.6158569,0.80792844,0.6433052,0.8216526,0.6530626,0.8265313,0.70700955,0.8535048,0.66312283,0.83156145,0.7763164,0.8881582,0.757956,0.878978,0.72675073,0.86337537
98402,0.75717956,0.87858975,0.7143997,0.85719985,0.69093865,0.84546936,0.65717965,0.8285898,0.74929595,0.874648,0.82288086,0.91144043,0.737701,0.86885047,0.819106,0.909553,0.78625554,0.8931278,0.8067441,0.90337205
1747,0.69923055,0.8496153,0.6274953,0.81374764,0.6029319,0.801466,0.6417731,0.82088655,0.641145,0.8205725,0.6596637,0.82983184,0.61694086,0.8084704,0.6668198,0.8334099,0.68751085,0.8437554,0.6602781,0.83013904
1784,0.6331201,0.81656003,0.6167668,0.8083834,0.5764854,0.7882427,0.577675,0.7888375,0.6641829,0.83209145,0.6658319,0.83291596,0.68124163,0.8406208,0.6654061,0.83270305,0.7109014,0.8554507,0.65374196,0.826871
2476,0.78433514,0.89216757,0.66532993,0.83266497,0.6987407,0.84937036,0.6227077,0.81135386,0.7356941,0.8678471,0.7386129,0.86930645,0.66334134,0.83167064,0.7258929,0.86294645,0.64216137,0.8210807,0.6865429,0.8432715
2515,0.75461733,0.87730867,0.72953147,0.86476576,0.70902026,0.8545101,0.65445995,0.82723,0.73055726,0.8652786,0.7085955,0.85429776,0.67090964,0.8354548,0.73533905,0.8676695,0.71246576,0.8562329,0.7045555,0.85227776
2517,0.7348972,0.86744857,0.68781036,0.8439052,0.69248354,0.8462418,0.62610286,0.81305146,0.6812311,0.8406155,0.6294204,0.8147102,0.5703894,0.7851947,0.67852736,0.8392637,0.61836505,0.8091825,0.5909045,0.79545224
2529,0.733371,0.8666855,0.6197536,0.8098768,0.58514476,0.7925724,0.54695505,0.77347755,0.6941223,0.84706116,0.652246,0.826123,0.6197405,0.80987024,0.62635314,0.8131766,0.57871175,0.7893559,0.63670087,0.81835043
2538,0.65804726,0.8290236,0.58145285,0.7907264,0.56072044,0.7803602,0.551113,0.7755565,0.5932247,0.7966124,0.57971,0.789855,0.517768,0.758884,0.59011793,0.79505897,0.5535635,0.77678174,0.5391918,0.76959586
2551,0.76055956,0.8802798,0.7186805,0.85934025,0.6442486,0.8221243,0.57648623,0.7882431,0.7248572,0.8624286,0.7147778,0.8573889,0.67501473,0.83750737,0.6844691,0.84223455,0.6745298,0.8372649,0.6787399,0.83936995
2553,0.7430216,0.8715108,0.6615406,0.8307703,0.6329921,0.816496,0.5938911,0.7969456,0.6890899,0.84454495,0.71713835,0.85856915,0.65605783,0.8280289,0.6886684,0.8443342,0.65153265,0.8257663,0.68045187,0.84022593
2554,0.7079058,0.8539529,0.7116382,0.8558191,0.63757944,0.8187897,0.67063254,0.8353163,0.704545,0.8522725,0.7496209,0.87481046,0.70974743,0.8548737,0.7647381,0.88236904,0.735358,0.867679,0.7544683,0.87723416
2555,0.6311953,0.81559765,0.61109596,0.80554795,0.5684067,0.78420335,0.60960126,0.8048006,0.55626607,0.77813303,0.55511993,0.77756,0.51903343,0.7595167,0.58039486,0.79019743,0.60564005,0.80282,0.556733,0.7783665
2556,0.71934354,0.8596718,0.7652118,0.8826059,0.7417404,0.87087023,0.68404746,0.84202373,0.6931653,0.84658265,0.6649834,0.8324917,0.61731124,0.8086556,0.72501665,0.8625083,0.6862633,0.84313166,0.67977345,0.8398867
2577,0.7758093,0.88790464,0.75661325,0.8783066,0.71340406,0.856702,0.66693187,0.83346593,0.7022536,0.8511268,0.7391964,0.8695982,0.6820406,0.8410203,0.7309052,0.8654526,0.72984767,0.86492383,0.7260947,0.86304736
2582,0.7567575,0.87837875,0.68147546,0.8407377,0.7056924,0.8528462,0.62065053,0.81032526,0.7076285,0.85381424,0.75812984,0.8790649,0.6636526,0.8318263,0.7112292,0.8556146,0.664525,0.8322625,0.6892095,0.84460473
2583,0.73680586,0.86840296,0.78368735,0.8918437,0.7573155,0.87865776,0.69261587,0.84630793,0.73544693,0.86772346,0.69896996,0.849485,0.6644915,0.8322457,0.764214,0.882107,0.7251109,0.86255544,0.69557667,0.84778833
2584,0.78407,0.892035,0.69678587,0.84839296,0.69236636,0.8461832,0.6109979,0.80549896,0.724083,0.8620415,0.7081091,0.8540546,0.6189959,0.80949795,0.71924317,0.8596216,0.6021862,0.8010931,0.62826633,0.81413317
2585,0.64843404,0.824217,0.66110635,0.8305532,0.57136494,0.78568244,0.6065129,0.80325645,0.595715,0.7978575,0.5882403,0.7941202,0.5959352,0.7979676,0.6333309,0.8166654,0.61780417,0.8089021,0.60080147,0.80040073
2586,0.77660894,0.8883045,0.72926795,0.864634,0.6692674,0.8346337,0.6294054,0.8147027,0.7005464,0.8502732,0.7327677,0.86638385,0.65285176,0.8264259,0.7227756,0.8613878,0.69054407,0.84527206,0.70229244,0.8511462
2587,0.6861274,0.8430637,0.6721879,0.83609396,0.6946535,0.84732676,0.61687136,0.8084357,0.6233448,0.8116724,0.62197196,0.810986,0.56121945,0.7806097,0.65858704,0.8292935,0.6098944,0.8049472,0.6022588,0.8011294
2588,0.7631276,0.8815638,0.7060568,0.8530284,0.65651095,0.8282555,0.6630584,0.8315292,0.6601255,0.83006275,0.7139324,0.8569662,0.63945985,0.8197299,0.7286123,0.86430615,0.674186,0.837093,0.698927,0.84946346
2589,0.7679006,0.8839503,0.7095455,0.85477275,0.6892021,0.84460104,0.63784724,0.8189236,0.70144904,0.8507245,0.73018056,0.86509025,0.6742672,0.8371336,0.72163993,0.86081994,0.6595186,0.8297593,0.7066129,0.8533064
2590,0.7421813,0.87109065,0.662567,0.8312835,0.6621944,0.8310972,0.5806711,0.79033554,0.7031622,0.8515811,0.7341847,0.8670924,0.65826654,0.8291333,0.69317186,0.8465859,0.62698865,0.8134943,0.7014668,0.8507334
2591,0.7438054,0.8719027,0.7155286,0.8577643,0.6794954,0.83974767,0.6603744,0.8301872,0.68744934,0.84372467,0.687883,0.8439415,0.68157125,0.8407856,0.7025728,0.8512864,0.6894297,0.8447149,0.696762,0.84838104
2592,0.736048,0.868024,0.67585856,0.83792925,0.69107944,0.8455397,0.6331446,0.8165723,0.71112895,0.8555645,0.65279365,0.8263968,0.5670773,0.78353864,0.6633291,0.83166456,0.59482956,0.7974148,0.6241387,0.81206936
2594,0.746392,0.873196,0.7062603,0.85313016,0.6506643,0.82533216,0.71164894,0.8558245,0.70364165,0.8518208,0.660845,0.8304225,0.6517744,0.8258872,0.68969095,0.8448455,0.65807927,0.82903963,0.64403754,0.82201874
2595,0.6937296,0.8468648,0.68775964,0.8438798,0.65571284,0.8278564,0.6263898,0.8131949,0.6701766,0.8350883,0.6783384,0.8391692,0.6534357,0.82671785,0.7039846,0.8519923,0.6662818,0.8331409,0.68222445,0.84111226
2597,0.8008289,0.90041447,0.6979481,0.84897405,0.7383303,0.8691652,0.6472195,0.8236097,0.73685116,0.8684256,0.7682736,0.8841368,0.6533652,0.82668257,0.7500421,0.87502104,0.6751927,0.83759636,0.70214415,0.8510721
2645,0.6734748,0.8367374,0.6735898,0.8367949,0.69440424,0.8472021,0.62456405,0.812282,0.63462925,0.8173146,0.65949917,0.8297496,0.6050312,0.8025156,0.6609996,0.83049977,0.674971,0.8374855,0.6593193,0.82965964
2654,0.7467742,0.8733871,0.7320844,0.8660422,0.71581936,0.8579097,0.7173318,0.85866594,0.7240418,0.8620209,0.7053379,0.85266894,0.65233475,0.82616735,0.753744,0.876872,0.67589533,0.83794767,0.6936084,0.8468042
2655,0.72742784,0.8637139,0.6592304,0.82961524,0.634049,0.81702447,0.56048036,0.7802402,0.6805824,0.8402912,0.73558044,0.8677902,0.62311816,0.8115591,0.69020706,0.8451035,0.60822946,0.8041147,0.6680098,0.8340049
2656,0.7025958,0.85129786,0.71659905,0.8582995,0.6648034,0.8324017,0.6242454,0.8121227,0.62013274,0.81006634,0.6372304,0.8186152,0.5555136,0.7777568,0.66867805,0.834339,0.60603666,0.80301833,0.5759057,0.78795284
2657,0.64312744,0.8215637,0.64774907,0.82387453,0.6415988,0.8207994,0.5459005,0.7729503,0.6755041,0.83775204,0.7328303,0.86641514,0.65257263,0.8262863,0.7267604,0.8633802,0.7344173,0.86720866,0.71153986,0.85576993
2658,0.7653507,0.88267535,0.7066269,0.85331345,0.67808694,0.8390435,0.65200007,0.82600003,0.69444895,0.8472245,0.6777481,0.83887404,0.5781971,0.78909856,0.71371067,0.85685533,0.67029583,0.8351479,0.6434313,0.82171565
