,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_Modelclaude-opus-4-5_google_ux_Score
98334,0.7608373,0.88041866,0.6966192,0.84830964,0.7013788,0.8506894,0.6792937,0.8396468,0.6726642,0.8363321,0.6748534,0.83742666,0.5588863,0.77944314,0.68701684,0.8435084,0.6564138,0.8282069,0.6589831,0.82949156
98335,0.7207813,0.86039066,0.7273905,0.86369526,0.6629869,0.83149344,0.68686795,0.843434,0.72046435,0.8602322,0.79130054,0.89565027,0.74859834,0.87429917,0.82478505,0.9123925,0.79953146,0.89976573,0.79961586,0.89980793
98336,0.6282965,0.81414825,0.6299111,0.8149556,0.62267375,0.8113369,0.5941402,0.7970701,0.62388647,0.81194323,0.693833,0.8469165,0.5709327,0.7854663,0.7068814,0.8534407,0.66384315,0.8319216,0.6503415,0.82517076
98337,0.615344,0.807672,0.5552204,0.7776102,0.4932559,0.7466279,0.564909,0.7824545,0.6019563,0.8009782,0.65245163,0.8262258,0.6403123,0.82015616,0.614763,0.8073815,0.657567,0.8287835,0.66858387,0.83429193
98338,0.6910037,0.84550184,0.70950675,0.8547534,0.628054,0.814027,0.6483711,0.82418555,0.6747589,0.83737946,0.6414463,0.8207232,0.6399921,0.81999606,0.71951747,0.85975873,0.6971054,0.8485527,0.6624551,0.83122754
98339,0.5472692,0.7736346,0.54437923,0.7721896,0.5140479,0.75702393,0.5559815,0.77799076,0.5635352,0.7817676,0.67262983,0.8363149,0.6191029,0.8095515,0.6677414,0.8338707,0.6856985,0.84284925,0.7093638,0.8546819
98340,0.54405266,0.7720263,0.5459665,0.77298325,0.46093336,0.73046666,0.56399786,0.78199893,0.5668427,0.78342134,0.6330882,0.81654406,0.6419958,0.8209979,0.61345893,0.80672944,0.64692914,0.8234646,0.6564357,0.82821786
98341,0.6614932,0.8307466,0.6598952,0.8299476,0.5950166,0.7975083,0.65452516,0.8272626,0.65662956,0.8283148,0.77353954,0.8867698,0.7052828,0.8526414,0.7962253,0.89811265,0.76539266,0.88269633,0.7875506,0.89377534
98342,0.74720645,0.8736032,0.6914413,0.84572065,0.61436373,0.80718184,0.6225703,0.81128514,0.7742206,0.8871103,0.85345984,0.9267299,0.78632915,0.8931646,0.80745184,0.9037259,0.7855811,0.89279056,0.83999205,0.919996
98343,0.47519785,0.7375989,0.47684532,0.73842263,0.41207582,0.7060379,0.47877043,0.73938525,0.5104715,0.7552358,0.56822467,0.78411233,0.551389,0.7756945,0.5604676,0.7802338,0.62978685,0.8148934,0.60809946,0.80404973
98344,0.6658069,0.83290344,0.66038364,0.83019185,0.58225685,0.7911284,0.6611098,0.8305549,0.6479523,0.82397616,0.73642546,0.8682127,0.6791109,0.83955544,0.746865,0.8734325,0.734631,0.86731553,0.75223625,0.8761181
98345,0.69728345,0.84864175,0.6812448,0.8406224,0.63800836,0.8190042,0.64351743,0.82175875,0.69834363,0.8491718,0.7902433,0.8951217,0.69991744,0.8499587,0.7675036,0.8837518,0.74940556,0.8747028,0.8049958,0.9024979
98346,0.5743748,0.7871874,0.6044737,0.80223686,0.5439811,0.77199054,0.5939312,0.7969656,0.6069126,0.8034563,0.6972624,0.8486312,0.6367328,0.8183664,0.71394575,0.8569729,0.70511436,0.8525572,0.7102616,0.8551308
98347,0.65951204,0.829756,0.6555475,0.82777375,0.5855346,0.7927673,0.6225444,0.8112722,0.67718345,0.8385917,0.78069663,0.8903483,0.73755634,0.86877817,0.7632087,0.8816043,0.7946647,0.8973323,0.8080089,0.90400445
98348,0.5432014,0.7716007,0.5582551,0.77912754,0.5288359,0.76441795,0.56001186,0.78000593,0.58573556,0.7928678,0.6557869,0.82789344,0.63479364,0.8173968,0.6209781,0.81048906,0.7166219,0.85831094,0.6966247,0.8483124
98349,0.71586275,0.8579314,0.71093655,0.8554683,0.6155573,0.80777866,0.6791289,0.83956444,0.75526685,0.87763345,0.81093895,0.9054695,0.74930716,0.8746536,0.8135134,0.9067567,0.80044216,0.9002211,0.8167423,0.90837115
98350,0.68026924,0.8401346,0.65801275,0.8290064,0.6290002,0.8145001,0.6456119,0.82280594,0.7027146,0.85135734,0.85154295,0.9257715,0.75337005,0.876685,0.79506624,0.8975331,0.7919027,0.8959514,0.8383744,0.9191872
98351,0.6869587,0.84347934,0.68287385,0.8414369,0.61241657,0.80620825,0.6041799,0.8020899,0.720927,0.8604635,0.79016083,0.89508045,0.7410454,0.87052274,0.7702209,0.88511044,0.76290846,0.8814542,0.77758324,0.8887916
98352,0.56056523,0.7802826,0.5665457,0.78327286,0.48211047,0.74105525,0.5585385,0.7792692,0.59315914,0.7965796,0.71041036,0.8552052,0.6991676,0.8495838,0.7042529,0.8521265,0.7424355,0.8712177,0.7514839,0.87574196
98353,0.6764178,0.8382089,0.6359408,0.8179704,0.57363915,0.7868196,0.59127426,0.79563713,0.6877663,0.84388316,0.81196594,0.905983,0.7428434,0.8714217,0.74363124,0.8718156,0.7667092,0.8833546,0.8099526,0.9049763
98354,0.59629655,0.7981483,0.63812304,0.8190615,0.5694752,0.7847376,0.5452119,0.77260596,0.598866,0.799433,0.53910124,0.7695506,0.5475636,0.7737818,0.58803296,0.7940165,0.5738512,0.7869256,0.5325966,0.7662983
98355,0.7153183,0.85765916,0.6847141,0.84235704,0.64865077,0.8243254,0.6534605,0.82673025,0.7138033,0.85690165,0.77182794,0.88591397,0.7489947,0.87449735,0.74233675,0.8711684,0.75981665,0.8799083,0.8077618,0.9038809
98356,0.6513812,0.8256906,0.6626301,0.83131504,0.5739658,0.7869829,0.5870118,0.7935059,0.67675793,0.83837897,0.7414088,0.8707044,0.72373825,0.8618691,0.73306346,0.8665317,0.75339806,0.87669903,0.74808836,0.8740442
98357,0.5876095,0.79380476,0.6548631,0.82743156,0.5496975,0.77484876,0.560801,0.7804005,0.5854933,0.79274666,0.48273274,0.7413664,0.52021414,0.76010704,0.55719364,0.7785968,0.54156625,0.7707831,0.48143718,0.7407186
98358,0.6793146,0.8396573,0.6919754,0.8459877,0.61632884,0.8081644,0.6447345,0.82236725,0.7061229,0.85306144,0.77270365,0.8863518,0.7506088,0.8753044,0.7883363,0.89416814,0.8065518,0.9032759,0.8078141,0.90390706
98359,0.6230359,0.81151795,0.5605117,0.78025585,0.53405476,0.7670274,0.5307285,0.7653643,0.6104491,0.80522454,0.71760404,0.858802,0.6683494,0.8341747,0.67518896,0.8375945,0.6978663,0.84893316,0.7405968,0.8702984
98360,0.4305491,0.7152746,0.49075425,0.7453771,0.43521217,0.71760607,0.5644825,0.7822412,0.3891785,0.69458926,0.3862292,0.6931146,0.38455737,0.6922787,0.4811424,0.7405712,0.5261442,0.76307213,0.44281152,0.72140574
98361,0.7377173,0.86885864,0.71737313,0.85868657,0.63581383,0.8179069,0.6808886,0.8404443,0.73859274,0.8692964,0.83084077,0.9154204,0.777405,0.8887025,0.83834517,0.9191726,0.7878133,0.89390665,0.84876025,0.9243801
98362,0.6128936,0.8064468,0.6117866,0.8058933,0.56844276,0.7842214,0.5510948,0.7755474,0.64555883,0.8227794,0.6870935,0.84354675,0.7084012,0.8542006,0.66557413,0.83278704,0.71891594,0.85945797,0.714929,0.8574645
98363,0.73516226,0.8675811,0.7325498,0.8662749,0.66626096,0.8331305,0.67258584,0.8362929,0.736828,0.86841404,0.7624017,0.88120085,0.69268227,0.84634113,0.80828047,0.90414023,0.7786266,0.88931334,0.77487135,0.8874357
98364,0.52376354,0.76188177,0.55811507,0.7790575,0.52614313,0.76307154,0.4817211,0.7408606,0.54185843,0.7709292,0.5856257,0.7928128,0.5580837,0.7790419,0.62885386,0.8144269,0.5866674,0.7933337,0.5785028,0.7892514
98365,0.6748638,0.8374319,0.6872664,0.8436332,0.63146436,0.8157322,0.62724066,0.8136203,0.64865804,0.824329,0.7205305,0.86026525,0.6468809,0.82344043,0.76113343,0.8805667,0.71003234,0.8550162,0.7267424,0.8633712
98366,0.48618546,0.7430927,0.53987217,0.7699361,0.472646,0.736323,0.44627967,0.7231398,0.50648093,0.75324047,0.5065639,0.75328195,0.50286466,0.7514323,0.54917866,0.7745893,0.5311229,0.76556146,0.48950458,0.7447523
98367,0.6724731,0.83623654,0.66428864,0.8321443,0.62285167,0.8114258,0.63047236,0.8152362,0.68414897,0.8420745,0.7425294,0.8712647,0.6772549,0.83862746,0.70891404,0.854457,0.74908614,0.8745431,0.7348014,0.8674007
98368,0.5557953,0.77789766,0.5845593,0.79227966,0.51923966,0.75961983,0.54101145,0.7705057,0.5762131,0.78810656,0.68355703,0.8417785,0.6384466,0.8192233,0.6507199,0.82535994,0.6812837,0.84064186,0.70448333,0.85224164
98369,0.51591414,0.7579571,0.5267885,0.76339424,0.46328646,0.7316432,0.51793367,0.7589668,0.5277438,0.7638719,0.6824663,0.84123313,0.59678876,0.7983944,0.65499085,0.82749546,0.6512214,0.8256107,0.70003945,0.8500197
98370,0.67751753,0.83875877,0.66159034,0.83079517,0.60212874,0.8010644,0.6287962,0.8143981,0.696205,0.8481025,0.84040046,0.9202002,0.75815505,0.87907755,0.7904655,0.89523274,0.7709392,0.88546956,0.8327799,0.91638994
98371,0.73118794,0.86559397,0.70583284,0.8529164,0.65845466,0.8292273,0.7174172,0.8587086,0.7197751,0.85988754,0.8235333,0.91176665,0.74456805,0.87228405,0.81861997,0.90931,0.78575516,0.8928776,0.8302688,0.91513443
98372,0.7130379,0.856519,0.63881564,0.8194078,0.57336736,0.7866837,0.58807826,0.79403913,0.7144029,0.85720146,0.8221595,0.91107976,0.7472545,0.87362725,0.77116084,0.8855804,0.74713385,0.8735669,0.8149426,0.9074713
98373,0.7211618,0.8605809,0.6174114,0.8087057,0.5913886,0.7956943,0.63692033,0.81846017,0.6622343,0.83111715,0.76364166,0.8818208,0.6245204,0.8122602,0.6975233,0.8487617,0.6846336,0.8423168,0.7072231,0.8536116
98374,0.6645944,0.8322972,0.6234901,0.81174505,0.5607463,0.78037316,0.6699238,0.8349619,0.6258415,0.81292075,0.720967,0.8604835,0.6342811,0.8171406,0.7218007,0.86090034,0.7220355,0.86101776,0.7094797,0.85473984
98375,0.720858,0.860429,0.7146256,0.8573128,0.6832684,0.8416342,0.67801714,0.83900857,0.69490695,0.8474535,0.7965627,0.89828134,0.70906866,0.8545343,0.77576154,0.8878808,0.78392684,0.8919634,0.8079702,0.90398514
98376,0.7786286,0.8893143,0.70158446,0.8507922,0.66179645,0.8308982,0.6623429,0.83117145,0.7318821,0.86594105,0.8614948,0.9307474,0.71406186,0.8570309,0.7918382,0.8959191,0.77288663,0.8864433,0.8153657,0.90768284
98377,0.6321262,0.8160631,0.646193,0.8230965,0.57949674,0.7897484,0.6280514,0.8140257,0.67402816,0.8370141,0.7789794,0.8894897,0.7201125,0.8600563,0.7761657,0.88808286,0.7852961,0.89264804,0.79565966,0.89782983
98378,0.7005191,0.85025954,0.65545785,0.8277289,0.5753939,0.78769696,0.592699,0.7963495,0.728347,0.86417353,0.8524997,0.92624986,0.7844925,0.89224625,0.7773129,0.88865644,0.76927185,0.8846359,0.85480165,0.9274008
98379,0.7207135,0.86035675,0.6911186,0.8455593,0.6196177,0.80980885,0.6564807,0.8282404,0.715301,0.8576505,0.82484794,0.91242397,0.7446947,0.87234735,0.8018357,0.9009179,0.7808589,0.89042944,0.8002304,0.9001152
98380,0.7191321,0.8595661,0.689289,0.8446445,0.63134,0.81567,0.69790673,0.84895337,0.73349094,0.8667455,0.83820176,0.9191009,0.77532196,0.887661,0.8089492,0.9044746,0.8163529,0.9081764,0.8432328,0.92161644
98381,0.6400006,0.8200003,0.66831744,0.8341587,0.57570726,0.7878536,0.62741876,0.8137094,0.63492775,0.8174639,0.69629765,0.8481488,0.658476,0.829238,0.7310334,0.86551666,0.70401263,0.8520063,0.70333296,0.85166645
98382,0.6900226,0.8450113,0.66422135,0.83211064,0.5876104,0.79380524,0.6094553,0.8047277,0.7466301,0.87331504,0.8548845,0.92744225,0.79535615,0.8976781,0.8180022,0.9090011,0.7896241,0.89481205,0.8436247,0.92181236
98383,0.6867149,0.84335744,0.6613226,0.8306613,0.60751,0.803755,0.6163444,0.8081722,0.67801815,0.83900905,0.7729956,0.8864978,0.66437125,0.8321856,0.7293212,0.8646606,0.7410726,0.8705363,0.7350035,0.86750174
98384,0.71637446,0.8581872,0.6990785,0.8495393,0.6310916,0.8155458,0.6963132,0.8481566,0.7126623,0.8563311,0.7261436,0.8630718,0.6921036,0.8460518,0.7456559,0.87282795,0.77106774,0.88553387,0.7761716,0.88808584
98385,0.5829615,0.7914808,0.6013673,0.8006836,0.5000451,0.75002253,0.5977686,0.7988843,0.5888848,0.7944424,0.68835366,0.8441768,0.6448616,0.8224308,0.7059366,0.85296834,0.687291,0.8436455,0.7153599,0.85767996
98386,0.72041285,0.8602064,0.735574,0.867787,0.68584144,0.8429207,0.7352768,0.8676384,0.7273139,0.86365694,0.74959856,0.87479925,0.7290405,0.86452025,0.7957084,0.8978542,0.7984477,0.89922386,0.7915369,0.89576846
98387,0.7315532,0.8657766,0.7145897,0.85729486,0.65387833,0.82693917,0.68575096,0.8428755,0.763914,0.881957,0.80100656,0.9005033,0.72954106,0.86477053,0.7898347,0.89491737,0.7351556,0.8675778,0.78655076,0.8932754
98388,0.74898434,0.87449217,0.7104072,0.8552036,0.66988385,0.8349419,0.6855335,0.84276676,0.7446383,0.87231916,0.8553884,0.9276942,0.7528014,0.8764007,0.8144585,0.90722924,0.78373975,0.8918699,0.83597034,0.9179852
98389,0.72337943,0.8616897,0.6955869,0.84779346,0.654006,0.827003,0.65407526,0.82703763,0.74449337,0.8722467,0.85573745,0.9278687,0.7646674,0.8823337,0.80820835,0.9041042,0.79211587,0.89605796,0.8571778,0.92858887
98390,0.69808906,0.84904456,0.6498672,0.8249336,0.6335622,0.8167811,0.72991145,0.8649557,0.68335336,0.8416767,0.73581696,0.8679085,0.65643466,0.8282173,0.7283037,0.86415184,0.7356737,0.86783683,0.7471404,0.8735702
98391,0.6711534,0.8355767,0.62091875,0.8104594,0.5948645,0.79743224,0.59828097,0.79914045,0.71603674,0.8580184,0.8313771,0.9156885,0.76531374,0.8826569,0.7395521,0.869776,0.76034456,0.88017225,0.8127098,0.9063549
98392,0.6484529,0.82422644,0.6210504,0.8105252,0.5919741,0.795987,0.6723006,0.8361503,0.58362037,0.79181015,0.6346822,0.8173411,0.5654179,0.78270894,0.69674647,0.84837323,0.6965724,0.8482862,0.67892873,0.83946437
98393,0.56475574,0.78237784,0.5710998,0.7855499,0.45878208,0.72939104,0.5489787,0.77448934,0.5815027,0.79075134,0.6580363,0.8290181,0.65117556,0.82558775,0.64102995,0.820515,0.6795962,0.8397981,0.6775924,0.8387962
98394,0.59707195,0.79853594,0.5734471,0.78672355,0.506661,0.75333047,0.5253209,0.76266044,0.6399204,0.81996024,0.7375474,0.8687737,0.72650576,0.8632529,0.70658934,0.8532947,0.7512492,0.8756246,0.77084005,0.88542
98395,0.7268262,0.8634131,0.65187734,0.8259387,0.6308243,0.81541216,0.59907246,0.7995362,0.7419035,0.8709518,0.8788373,0.9394187,0.75690114,0.8784506,0.81457514,0.9072876,0.7789837,0.88949186,0.8495018,0.9247509
98396,0.596353,0.7981765,0.5966824,0.7983412,0.5483432,0.7741716,0.62705743,0.8135287,0.6147368,0.8073684,0.6860624,0.84303117,0.6655551,0.83277756,0.70489025,0.8524451,0.7271087,0.86355436,0.7255533,0.86277664
98397,0.5555389,0.77776945,0.5462419,0.77312094,0.47381127,0.73690563,0.5212407,0.76062036,0.581944,0.790972,0.6882001,0.84410006,0.6510589,0.82552946,0.6596024,0.8298012,0.6819669,0.84098345,0.7305046,0.86525226
98398,0.6804966,0.8402483,0.6239588,0.8119794,0.5894488,0.7947244,0.5735532,0.7867766,0.70337033,0.85168517,0.8084831,0.90424156,0.734396,0.867198,0.7386827,0.8693414,0.7564275,0.87821376,0.78530526,0.89265263
98399,0.57400733,0.78700364,0.552636,0.776318,0.50067616,0.7503381,0.51066124,0.7553306,0.58081615,0.7904081,0.63718337,0.8185917,0.63144195,0.815721,0.6285461,0.81427306,0.6323694,0.8161847,0.63091826,0.81545913
98400,0.56871116,0.7843556,0.57003367,0.78501683,0.49173555,0.7458678,0.60133857,0.8006693,0.5650481,0.78252405,0.5832008,0.7916004,0.57396674,0.7869834,0.61429554,0.80714774,0.6714971,0.83574855,0.64397275,0.8219864
98401,0.6885016,0.8442508,0.73435783,0.8671789,0.6368273,0.8184136,0.6646725,0.83233625,0.66476244,0.83238125,0.70669454,0.8533473,0.67406964,0.8370348,0.8055336,0.9027668,0.76825196,0.88412595,0.74216545,0.8710827
98402,0.7610494,0.8805247,0.6771296,0.8385648,0.67037535,0.8351877,0.64526063,0.8226303,0.7246109,0.86230546,0.8345549,0.91727746,0.70052797,0.85026395,0.7907585,0.89537925,0.7567858,0.87839293,0.78891504,0.8944575
1747,0.7220311,0.86101556,0.6693838,0.8346919,0.64924836,0.8246242,0.6608198,0.8304099,0.6750154,0.8375077,0.69653356,0.8482668,0.66170067,0.83085036,0.7093081,0.8546541,0.7278192,0.8639096,0.7083825,0.85419124
1784,0.62707806,0.813539,0.6181431,0.80907154,0.5833049,0.79165244,0.57919955,0.7895998,0.6650634,0.8325317,0.66278565,0.8313928,0.68836796,0.844184,0.66441786,0.83220893,0.7216493,0.86082464,0.658119,0.8290595
2476,0.75756377,0.8787819,0.6586058,0.8293029,0.6958922,0.8479461,0.61317956,0.8065898,0.7208762,0.8604381,0.721745,0.8608725,0.63871086,0.8193554,0.70995796,0.854979,0.63289994,0.81645,0.66475683,0.8323784
2515,0.7733198,0.88665986,0.71987736,0.8599387,0.72785056,0.8639253,0.64397156,0.8219858,0.7290355,0.86451775,0.7076359,0.85381794,0.6402046,0.82010233,0.70577955,0.8528898,0.67469394,0.837347,0.685608,0.842804
2517,0.7670723,0.88353616,0.70638996,0.85319495,0.6810472,0.8405236,0.6206233,0.8103117,0.72184193,0.86092097,0.6819264,0.84096324,0.60247815,0.8012391,0.6975483,0.84877414,0.6375929,0.81879646,0.64182895,0.8209145
2529,0.7163441,0.85817206,0.66324425,0.8316221,0.6318461,0.81592304,0.5903702,0.7951851,0.670764,0.835382,0.61911374,0.80955684,0.6439328,0.8219664,0.64173174,0.82086587,0.6038244,0.8019122,0.6452861,0.82264304
2538,0.7205961,0.86029804,0.637031,0.81851554,0.61997384,0.80998695,0.59920233,0.7996012,0.65306145,0.8265307,0.6267092,0.8133546,0.56539345,0.7826967,0.6459371,0.82296854,0.6014367,0.8007183,0.5989414,0.79947066
2551,0.702993,0.85149646,0.6688106,0.8344053,0.6340572,0.81702864,0.537521,0.7687605,0.64838827,0.82419413,0.67830485,0.83915246,0.60376894,0.8018845,0.645669,0.8228345,0.63244826,0.8162241,0.6474105,0.82370526
2553,0.77781725,0.8889086,0.6878417,0.8439208,0.66739446,0.8336972,0.61322224,0.8066111,0.7312881,0.86564404,0.7380558,0.8690279,0.6652878,0.83264387,0.70703375,0.8535169,0.66492105,0.8324605,0.6954007,0.84770036
2554,0.6903691,0.84518456,0.6805775,0.84028876,0.6158669,0.80793345,0.6473442,0.82367206,0.667665,0.8338325,0.7304751,0.8652376,0.6788343,0.83941716,0.719519,0.8597595,0.70097876,0.8504894,0.720373,0.86018646
2555,0.6318997,0.81594986,0.60211176,0.8010559,0.5578035,0.77890176,0.6044875,0.8022437,0.56786394,0.783932,0.5934628,0.7967314,0.5536329,0.7768165,0.59060013,0.79530007,0.61022294,0.80511147,0.5886332,0.7943166
2556,0.7364695,0.86823475,0.7486157,0.8743079,0.7504495,0.8752247,0.69565475,0.8478274,0.7008591,0.85042953,0.6767267,0.83836335,0.6141162,0.8070581,0.73363256,0.8668163,0.6941892,0.8470946,0.68106705,0.8405335
2577,0.78760505,0.8938025,0.73230493,0.86615247,0.6900917,0.84504586,0.6584048,0.8292024,0.70858526,0.85429263,0.7537998,0.8768999,0.69393396,0.846967,0.7289151,0.86445755,0.7176586,0.85882926,0.7321652,0.8660826
2582,0.7191871,0.8595935,0.62959534,0.81479764,0.680393,0.8401965,0.5956193,0.79780966,0.64267063,0.8213353,0.689529,0.8447645,0.5714081,0.785704,0.67014045,0.83507025,0.61537004,0.807685,0.61957747,0.8097887
2583,0.68033457,0.8401673,0.7186463,0.85932314,0.67612135,0.8380607,0.6139358,0.8069679,0.6673037,0.83365184,0.64688873,0.82344437,0.6232451,0.81162256,0.6736539,0.8368269,0.6468928,0.8234464,0.6359837,0.81799185
2584,0.70843333,0.8542167,0.58732295,0.7936615,0.5974139,0.79870695,0.5302722,0.7651361,0.6319722,0.8159861,0.6384863,0.8192432,0.54579824,0.77289915,0.620695,0.8103475,0.53385794,0.766929,0.5929407,0.79647034
2585,0.6868954,0.8434477,0.6816218,0.8408109,0.62190676,0.8109534,0.61454225,0.8072711,0.6510459,0.82552296,0.6611434,0.8305717,0.63649297,0.8182465,0.692278,0.846139,0.6628846,0.8314423,0.6650816,0.8325408
2586,0.7454326,0.8727163,0.70749485,0.8537474,0.695042,0.847521,0.62222743,0.8111137,0.6324187,0.8162093,0.66370916,0.8318546,0.5652683,0.78263414,0.6735915,0.83679575,0.62379324,0.8118966,0.6120963,0.80604815
2587,0.65280336,0.8264017,0.6038859,0.80194294,0.6203692,0.8101846,0.5656655,0.78283274,0.5809548,0.7904774,0.5977682,0.7988841,0.5265507,0.7632754,0.612205,0.8061025,0.57262254,0.78631127,0.5566429,0.77832144
2588,0.799782,0.899891,0.7203078,0.8601539,0.67848223,0.83924115,0.66258854,0.8312943,0.6949798,0.8474899,0.7243481,0.86217403,0.6424117,0.82120585,0.7356893,0.86784464,0.6992276,0.8496138,0.69944906,0.84972453
2589,0.7387818,0.8693909,0.6825181,0.84125906,0.6901188,0.8450594,0.6119039,0.80595195,0.6705831,0.83529156,0.6900344,0.8450172,0.6193805,0.80969024,0.6917031,0.84585154,0.62634695,0.8131735,0.6656668,0.8328334
2590,0.7518187,0.8759093,0.67174345,0.8358717,0.6606639,0.8303319,0.6248243,0.81241214,0.6971636,0.8485818,0.7328553,0.86642766,0.65557975,0.8277899,0.695781,0.8478905,0.6300986,0.8150493,0.7001238,0.8500619
2591,0.74410176,0.8720509,0.64944714,0.8247236,0.66620624,0.8331031,0.56159925,0.7807996,0.71692735,0.85846364,0.7747247,0.88736236,0.64324176,0.8216209,0.71625274,0.8581264,0.6564859,0.82824296,0.73356724,0.8667836
2592,0.7526574,0.8763287,0.69284415,0.8464221,0.7066476,0.8533238,0.67282605,0.836413,0.68834597,0.84417295,0.6547991,0.82739955,0.570925,0.7854625,0.69484043,0.8474202,0.6065095,0.8032547,0.6224273,0.8112136
2594,0.6872217,0.8436109,0.62693405,0.813467,0.59733677,0.7986684,0.6572834,0.8286417,0.6282077,0.81410384,0.6132931,0.8066466,0.56144667,0.78072333,0.62948513,0.81474257,0.56938195,0.784691,0.5605974,0.7802987
2595,0.6952437,0.84762186,0.67238414,0.8361921,0.63438195,0.817191,0.6279696,0.8139848,0.6534177,0.82670885,0.6617236,0.8308618,0.63605845,0.8180292,0.675125,0.8375625,0.6394286,0.8197143,0.66190004,0.83095
2597,0.79354155,0.8967708,0.68266743,0.84133375,0.7375498,0.8687749,0.62693465,0.8134673,0.72036433,0.86018217,0.76277214,0.88138604,0.63588434,0.81794214,0.7352655,0.86763275,0.63914305,0.8195715,0.67992926,0.8399646
2645,0.7005041,0.85025203,0.7034982,0.85174906,0.71598244,0.8579912,0.64326245,0.8216312,0.6745496,0.8372748,0.6862023,0.84310114,0.6377144,0.8188572,0.6881553,0.84407765,0.6877155,0.84385777,0.6888242,0.8444121
2654,0.78957295,0.8947865,0.71904194,0.859521,0.7333194,0.8666597,0.70738995,0.853695,0.75098616,0.87549305,0.7521157,0.87605786,0.68244696,0.8412235,0.76897836,0.8844892,0.6956157,0.8478079,0.72781336,0.8639067
2655,0.69603217,0.8480161,0.658458,0.829229,0.61693573,0.80846786,0.61642295,0.80821145,0.62945783,0.8147289,0.6431081,0.82155406,0.6016756,0.8008378,0.63624907,0.81812453,0.62962264,0.81481135,0.6265542,0.8132771
2656,0.733906,0.866953,0.7145076,0.8572538,0.6569333,0.82846665,0.62540984,0.8127049,0.6362046,0.8181023,0.7050704,0.8525352,0.61860454,0.8093023,0.69242465,0.8462123,0.66708404,0.833542,0.6700642,0.8350321
2657,0.64863414,0.8243171,0.6384118,0.8192059,0.59872484,0.7993624,0.5888829,0.79444146,0.6622732,0.8311366,0.70838344,0.8541917,0.6199673,0.8099836,0.7364828,0.8682414,0.7520789,0.87603945,0.7147125,0.85735625
2658,0.7061794,0.8530897,0.6411337,0.8205669,0.6554992,0.8277496,0.6185852,0.8092926,0.61224675,0.8061234,0.58402,0.79201,0.48046744,0.7402337,0.6539704,0.82698524,0.59593093,0.79796547,0.55440557,0.7772028
