,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
98305,0.75132954,0.8756648,0.70807004,0.854035,0.62921673,0.81460834,0.68644273,0.84322137,0.7512573,0.87562865,0.8255561,0.912778,0.75207686,0.87603843,0.8085412,0.9042706,0.78935313,0.89467657,0.8129579,0.90647894
98306,0.73857886,0.8692894,0.71083045,0.8554152,0.6451819,0.82259095,0.6704815,0.8352407,0.7508452,0.8754226,0.855466,0.927733,0.7639504,0.8819752,0.82900333,0.91450167,0.80993164,0.9049658,0.8265743,0.91328716
98307,0.7203362,0.8601681,0.7192435,0.85962176,0.6377867,0.8188933,0.65855587,0.82927793,0.74606454,0.8730323,0.8444234,0.9222117,0.76862776,0.8843139,0.83785367,0.91892684,0.794049,0.8970245,0.8063784,0.9031892
98308,0.63741076,0.8187054,0.67097205,0.83548605,0.5299938,0.7649969,0.6185404,0.8092702,0.6331544,0.8165772,0.64648837,0.8232442,0.69054425,0.8452721,0.67817795,0.839089,0.6976501,0.84882504,0.673928,0.836964
98309,0.7282789,0.86413944,0.6640433,0.83202165,0.61344063,0.8067203,0.6329372,0.8164686,0.7278594,0.8639297,0.7962662,0.8981331,0.7119702,0.8559851,0.79472667,0.8973633,0.7727923,0.88639617,0.77013385,0.8850669
98310,0.72744036,0.8637202,0.6667612,0.8333806,0.64855623,0.8242781,0.5976211,0.79881054,0.726516,0.863258,0.8415855,0.92079276,0.75285053,0.87642527,0.7620723,0.88103616,0.6865869,0.8432934,0.7955915,0.89779574
98311,0.7236748,0.8618374,0.70113647,0.85056823,0.64180964,0.82090485,0.6397233,0.81986165,0.7349477,0.86747384,0.8152869,0.90764344,0.74851596,0.874258,0.777716,0.88885796,0.7670458,0.88352287,0.8117559,0.90587795
98312,0.72397655,0.8619883,0.7012552,0.8506276,0.61751294,0.8087565,0.6442345,0.8221172,0.75448465,0.8772423,0.8473016,0.9236508,0.801412,0.900706,0.78264254,0.8913213,0.76484394,0.882422,0.84637237,0.9231862
98313,0.744827,0.8724135,0.70938486,0.85469246,0.62603533,0.81301767,0.616925,0.8084625,0.76466304,0.8823315,0.8636235,0.93181175,0.7712096,0.8856048,0.83705467,0.91852736,0.7457728,0.8728864,0.82279706,0.91139853
98314,0.7357508,0.8678754,0.6737941,0.836897,0.61460584,0.80730295,0.6592711,0.82963556,0.72402734,0.8620137,0.8145622,0.9072811,0.68767715,0.8438386,0.77199256,0.8859963,0.7416202,0.8708101,0.77205396,0.886027
98315,0.6905138,0.8452569,0.70051104,0.8502555,0.61717904,0.8085895,0.6658351,0.8329176,0.7225315,0.8612658,0.80651206,0.90325606,0.74790823,0.8739541,0.7911467,0.8955734,0.7933042,0.8966521,0.80594313,0.90297157
98316,0.7671077,0.88355386,0.74293387,0.87146693,0.66069293,0.83034647,0.6637254,0.8318627,0.7624965,0.88124824,0.834172,0.917086,0.7418419,0.87092096,0.8178398,0.90891993,0.75541115,0.8777056,0.8011575,0.90057874
98317,0.64024687,0.82012343,0.63392305,0.8169615,0.565952,0.78297603,0.5698954,0.7849477,0.7186656,0.8593328,0.82624876,0.9131244,0.7721368,0.8860684,0.75176316,0.87588155,0.7438216,0.8719108,0.8307996,0.9153998
98318,0.7237486,0.86187434,0.7196958,0.8598479,0.64056474,0.82028234,0.7180948,0.8590474,0.72998005,0.86499,0.7772666,0.8886333,0.77448714,0.88724357,0.7825017,0.89125085,0.79195595,0.895978,0.81675696,0.9083785
98319,0.66348577,0.8317429,0.6524782,0.8262391,0.5805055,0.79025275,0.68449116,0.8422456,0.6382509,0.8191254,0.68981695,0.8449085,0.6510129,0.82550645,0.71171916,0.8558596,0.70476186,0.85238093,0.6928071,0.84640354
98320,0.7406448,0.8703224,0.7061725,0.85308623,0.662979,0.8314895,0.6287162,0.8143581,0.76738536,0.8836927,0.874141,0.9370705,0.7631022,0.8815511,0.8207195,0.91035974,0.7817637,0.89088184,0.83787763,0.9189388
98321,0.7108256,0.85541284,0.6931786,0.8465893,0.6328366,0.8164183,0.67808783,0.8390439,0.73121184,0.86560595,0.8236049,0.9118024,0.73211956,0.8660598,0.7839066,0.8919533,0.7771804,0.8885902,0.8183217,0.90916085
98322,0.69471157,0.8473558,0.67617226,0.8380861,0.5804081,0.79020405,0.6050138,0.8025069,0.7492492,0.8746246,0.8370782,0.9185391,0.7399117,0.86995584,0.7828343,0.89141715,0.78545165,0.8927258,0.82463396,0.912317
98323,0.6534345,0.82671726,0.6072966,0.8036483,0.5325184,0.7662592,0.56913924,0.7845696,0.6644813,0.83224064,0.7446629,0.87233144,0.6965244,0.8482622,0.7469176,0.8734588,0.69377184,0.8468859,0.72972167,0.86486083
98324,0.68594265,0.8429713,0.64611536,0.82305765,0.60804117,0.8040206,0.69471216,0.8473561,0.6536697,0.82683486,0.74639904,0.8731995,0.6722932,0.8361466,0.7454611,0.87273055,0.7672974,0.8836487,0.766447,0.88322353
98325,0.6590935,0.82954675,0.62391734,0.8119587,0.584138,0.79206896,0.6071144,0.80355716,0.69800687,0.84900343,0.7863934,0.8931967,0.7261301,0.86306506,0.7774891,0.8887446,0.7512017,0.8756008,0.79050076,0.8952504
98326,0.6497053,0.82485265,0.654851,0.8274255,0.56412214,0.7820611,0.5978836,0.7989418,0.6482458,0.8241229,0.7514785,0.8757392,0.6800537,0.84002686,0.76869965,0.8843498,0.7677169,0.88385844,0.73899597,0.869498
98327,0.6276939,0.81384695,0.66493773,0.83246887,0.5544213,0.77721065,0.62351,0.811755,0.6417175,0.8208587,0.72442955,0.8622148,0.70386994,0.85193497,0.7465242,0.8732621,0.75283986,0.8764199,0.7753575,0.88767874
98328,0.71216077,0.8560804,0.6590072,0.8295036,0.6112305,0.80561525,0.7181115,0.85905576,0.7059251,0.85296255,0.75550616,0.8777531,0.70786166,0.85393083,0.78362024,0.8918101,0.7344389,0.86721945,0.75059736,0.8752987
98329,0.61543345,0.8077167,0.63441,0.817205,0.5261312,0.7630656,0.6282922,0.8141461,0.62217075,0.81108534,0.6809485,0.84047425,0.6683363,0.83416814,0.7164365,0.85821825,0.72188056,0.8609403,0.72381425,0.8619071
98330,0.6905376,0.8452688,0.6415437,0.8207718,0.6234242,0.8117121,0.62518334,0.8125917,0.70833206,0.85416603,0.7540633,0.8770317,0.6759494,0.83797467,0.73999894,0.86999947,0.71387875,0.8569394,0.733471,0.86673546
98331,0.71555376,0.8577769,0.6631506,0.8315753,0.62640595,0.813203,0.66268694,0.8313435,0.6976159,0.84880793,0.81365836,0.9068292,0.68086255,0.8404313,0.74873006,0.87436503,0.73287964,0.8664398,0.7550156,0.8775078
98332,0.53411144,0.76705575,0.5241983,0.76209915,0.4526533,0.72632664,0.52514994,0.762575,0.55728483,0.7786424,0.62692845,0.8134642,0.62443584,0.81221795,0.64203656,0.8210183,0.62684953,0.81342477,0.64339435,0.8216972
98333,0.5814208,0.7907104,0.540256,0.770128,0.5095149,0.75475746,0.5708585,0.78542924,0.5715611,0.78578055,0.6901865,0.84509325,0.65879905,0.8293995,0.62624747,0.8131237,0.70789677,0.85394835,0.72434145,0.8621707
98334,0.6546388,0.8273194,0.64378804,0.82189405,0.6422361,0.82111806,0.6255455,0.81277275,0.5814214,0.7907107,0.5858706,0.7929353,0.5085653,0.75428265,0.62806517,0.81403255,0.6087202,0.8043601,0.58567494,0.7928375
98335,0.7340666,0.8670333,0.71213675,0.8560684,0.6476825,0.8238412,0.6796025,0.83980125,0.7432373,0.8716186,0.8243072,0.9121536,0.7660749,0.88303745,0.8117002,0.9058501,0.78078437,0.8903922,0.8109226,0.9054613
98336,0.64797294,0.8239865,0.6233093,0.8116547,0.6090069,0.80450344,0.60745394,0.803727,0.6273848,0.8136924,0.704436,0.85221803,0.5650542,0.7825271,0.7046158,0.8523079,0.6262721,0.81313604,0.6295546,0.8147773
98337,0.52135885,0.7606794,0.49726945,0.7486347,0.44052714,0.7202636,0.50864756,0.7543238,0.53432536,0.7671627,0.59027886,0.79513943,0.60878485,0.80439246,0.5516351,0.7758175,0.59158635,0.7957932,0.6120089,0.80600446
98338,0.66268826,0.8313441,0.65470475,0.8273524,0.5825765,0.79128826,0.67524505,0.8376225,0.63891405,0.81945705,0.6957717,0.84788585,0.6747347,0.83736736,0.7603067,0.88015336,0.7322085,0.86610425,0.732843,0.86642146
98339,0.59482324,0.7974116,0.6074592,0.8037296,0.55997926,0.7799896,0.6000029,0.80000144,0.6249368,0.8124684,0.71005386,0.85502696,0.6828097,0.84140486,0.7244199,0.8622099,0.70240724,0.8512036,0.7477224,0.8738612
98340,0.72784674,0.8639234,0.7121043,0.85605216,0.63480794,0.817404,0.6632365,0.83161825,0.7610729,0.88053644,0.839825,0.91991246,0.80815005,0.904075,0.81993425,0.9099671,0.78585094,0.8929255,0.8429309,0.92146546
98341,0.68050134,0.8402507,0.68262947,0.84131473,0.5971495,0.79857475,0.6692186,0.83460927,0.6867509,0.84337544,0.7706677,0.88533384,0.7180033,0.85900164,0.7971136,0.8985568,0.75976074,0.87988037,0.7871717,0.89358586
98342,0.7509033,0.8754517,0.7187426,0.8593713,0.63798475,0.8189924,0.6540407,0.82702035,0.75283825,0.8764191,0.8157604,0.9078802,0.7506714,0.8753357,0.81645167,0.90822583,0.77292854,0.88646424,0.81235063,0.9061753
98343,0.47395724,0.73697865,0.4683969,0.73419845,0.4288928,0.7144464,0.47299686,0.7364984,0.5060691,0.7530346,0.57121027,0.78560513,0.5416614,0.7708307,0.57918525,0.7895926,0.58807784,0.7940389,0.58655226,0.79327613
98344,0.7228292,0.8614146,0.6851234,0.8425617,0.610771,0.8053855,0.67754227,0.8387711,0.6828501,0.84142506,0.7596853,0.87984264,0.6833132,0.84165657,0.74311817,0.8715591,0.7420951,0.87104756,0.7553946,0.8776973
98345,0.7096039,0.85480195,0.6743321,0.8371661,0.6360385,0.8180193,0.6154547,0.80772734,0.7340265,0.8670132,0.828352,0.914176,0.7217564,0.8608782,0.79219174,0.8960959,0.7434855,0.8717427,0.8210759,0.91053796
98346,0.6644769,0.83223844,0.6543156,0.8271578,0.6035297,0.80176485,0.6078905,0.80394524,0.7146282,0.8573141,0.8115158,0.9057579,0.7220584,0.8610292,0.80226517,0.9011326,0.73346853,0.86673427,0.7849358,0.89246786
98347,0.51752406,0.758762,0.51576656,0.7578833,0.4602772,0.7301386,0.5022708,0.7511354,0.53584737,0.7679237,0.61932254,0.80966127,0.6030372,0.80151856,0.59070575,0.7953529,0.6754662,0.8377331,0.6460706,0.8230353
98348,0.5906056,0.7953028,0.61032236,0.8051612,0.528463,0.7642315,0.5844557,0.79222786,0.5948196,0.7974098,0.6581855,0.82909274,0.63199306,0.8159965,0.6880603,0.84403014,0.6985955,0.84929776,0.690495,0.8452475
98349,0.759673,0.8798365,0.7314445,0.86572224,0.66711366,0.83355683,0.65170515,0.8258526,0.77192897,0.8859645,0.8475571,0.92377853,0.75709546,0.8785477,0.8328444,0.9164222,0.79176146,0.8958807,0.8294256,0.9147128
98350,0.71350014,0.8567501,0.66732156,0.8336608,0.59776956,0.79888475,0.6664758,0.8332379,0.75064385,0.8753219,0.8258127,0.91290635,0.7445514,0.8722757,0.7949444,0.8974722,0.7589005,0.87945026,0.8109405,0.90547025
98351,0.7398613,0.8699306,0.70583975,0.8529199,0.6641991,0.83209956,0.64385784,0.8219289,0.76128125,0.8806406,0.81802464,0.9090123,0.73442996,0.867215,0.7954755,0.89773774,0.7632549,0.88162744,0.79726034,0.89863014
98352,0.57107425,0.7855371,0.57513213,0.78756607,0.49671346,0.7483567,0.56625545,0.7831277,0.6047859,0.80239296,0.7227196,0.86135983,0.6939031,0.84695154,0.71594155,0.8579708,0.7466757,0.87333786,0.764726,0.88236296
98353,0.5687662,0.78438306,0.52395487,0.76197743,0.48483953,0.7424198,0.50420856,0.7521043,0.5923983,0.79619914,0.70904666,0.8545233,0.68641853,0.84320927,0.65432507,0.8271625,0.6771511,0.83857554,0.7338006,0.8669003
98354,0.60292983,0.8014649,0.66780615,0.8339031,0.6045592,0.8022796,0.56445414,0.78222704,0.6256416,0.8128208,0.557777,0.77888846,0.56335986,0.7816799,0.60967314,0.8048366,0.58080447,0.79040223,0.55624604,0.778123
98355,0.57865375,0.7893269,0.5825167,0.79125834,0.5270115,0.76350576,0.5769618,0.7884809,0.5839788,0.7919894,0.59214765,0.7960738,0.6042814,0.8021407,0.60855824,0.8042791,0.62652916,0.8132646,0.62020653,0.8101033
98356,0.7005649,0.85028243,0.6680878,0.83404386,0.6048702,0.8024351,0.6037359,0.80186796,0.7172606,0.8586303,0.8031243,0.90156215,0.7462844,0.87314224,0.7651184,0.8825592,0.7544005,0.87720025,0.780756,0.890378
98357,0.69154227,0.84577113,0.7316935,0.86584675,0.6238297,0.81191486,0.6458597,0.82292986,0.6885569,0.84427845,0.6249346,0.81246734,0.63702416,0.8185121,0.6802851,0.84014255,0.6764567,0.83822834,0.620144,0.810072
98358,0.71209276,0.8560464,0.6960108,0.8480054,0.64954954,0.82477474,0.6429363,0.8214681,0.75599194,0.87799597,0.8478051,0.9239025,0.77960527,0.88980263,0.82402015,0.9120101,0.82295847,0.91147923,0.8450165,0.92250824
98359,0.65202993,0.826015,0.6062739,0.80313694,0.56397647,0.78198826,0.5953301,0.79766506,0.6552654,0.82763267,0.76255846,0.88127923,0.7186451,0.85932255,0.7372943,0.86864716,0.7668021,0.88340104,0.78117955,0.8905898
98360,0.5272827,0.76364136,0.58803654,0.79401827,0.5329053,0.76645267,0.65894747,0.82947373,0.49368817,0.74684405,0.4834814,0.7417407,0.46949044,0.7347452,0.5700667,0.78503335,0.6105815,0.80529076,0.5403447,0.77017236
98361,0.70833635,0.8541682,0.7436564,0.8718282,0.6395104,0.8197552,0.7072277,0.85361385,0.72617704,0.8630885,0.75737345,0.8786867,0.7239624,0.8619812,0.8288504,0.9144252,0.7715738,0.8857869,0.7783892,0.8891946
98362,0.62846684,0.8142334,0.6145223,0.8072611,0.53582287,0.76791143,0.58192843,0.79096425,0.6610139,0.8305069,0.74667645,0.8733382,0.72334373,0.86167186,0.7188962,0.8594481,0.7283163,0.86415815,0.7618419,0.88092095
98363,0.6880163,0.84400815,0.6835403,0.8417702,0.6430911,0.82154554,0.6191485,0.80957425,0.70035267,0.85017633,0.7599225,0.87996125,0.6923373,0.84616864,0.7658018,0.8829009,0.76127744,0.8806387,0.76271963,0.8813598
98364,0.6071418,0.80357087,0.61182475,0.8059124,0.5754384,0.7877192,0.5638393,0.78191966,0.6167376,0.8083688,0.67530674,0.8376534,0.6199433,0.8099717,0.69044256,0.8452213,0.68182224,0.84091115,0.67446935,0.8372347
98365,0.6599218,0.82996094,0.69312173,0.84656084,0.59875417,0.7993771,0.6505933,0.82529664,0.64677036,0.8233852,0.6882409,0.84412044,0.65685034,0.82842517,0.74796796,0.873984,0.7200313,0.86001563,0.6990609,0.84953046
98366,0.62172246,0.81086123,0.6405684,0.8202842,0.5443579,0.77217895,0.57097757,0.7854888,0.62759566,0.81379783,0.6031121,0.80155605,0.5952841,0.79764205,0.6462576,0.8231288,0.6218374,0.8109187,0.6077945,0.80389726
98367,0.70241696,0.85120845,0.67205465,0.8360273,0.6441828,0.8220914,0.64388555,0.8219428,0.7071104,0.8535552,0.80429894,0.90214944,0.7036679,0.85183394,0.73748803,0.868744,0.78891003,0.894455,0.7836633,0.89183164
98368,0.54620653,0.77310324,0.5816678,0.7908339,0.5038667,0.75193334,0.5369061,0.76845306,0.5738193,0.78690964,0.6732,0.8366,0.6089165,0.80445826,0.6304922,0.8152461,0.6542356,0.8271178,0.6814333,0.84071666
98369,0.5995678,0.7997839,0.62739646,0.81369823,0.56998664,0.7849933,0.5742701,0.78713506,0.65710306,0.82855153,0.78191614,0.8909581,0.71550274,0.85775137,0.7604979,0.88024896,0.72246206,0.861231,0.7823084,0.89115417
98370,0.70758975,0.8537949,0.69594204,0.847971,0.6310942,0.8155471,0.64638096,0.82319045,0.72748625,0.8637431,0.82590735,0.9129537,0.7753607,0.88768035,0.8023527,0.90117633,0.7860958,0.8930479,0.83388275,0.9169414
98371,0.69981194,0.84990597,0.6339313,0.81696564,0.61013293,0.80506647,0.6813021,0.84065104,0.6454983,0.82274914,0.7837082,0.8918541,0.6995975,0.84979874,0.7648446,0.8824223,0.7549572,0.8774786,0.78410566,0.8920528
98372,0.71450955,0.85725474,0.6834856,0.8417428,0.5917573,0.79587865,0.6280476,0.8140238,0.7330942,0.8665471,0.80348754,0.90174377,0.7705175,0.8852588,0.80243266,0.9012163,0.7636522,0.8818261,0.80955446,0.9047772
98373,0.7803006,0.8901503,0.71419585,0.8570979,0.6614287,0.83071434,0.6938333,0.8469167,0.73783964,0.86891985,0.7998896,0.8999448,0.69391036,0.8469552,0.7761182,0.88805914,0.7452011,0.87260056,0.7424029,0.87120146
98374,0.73549926,0.86774963,0.7159737,0.8579868,0.629891,0.81494546,0.6972122,0.8486061,0.7289046,0.8644523,0.75227654,0.87613827,0.6899252,0.8449626,0.7623822,0.88119113,0.75081897,0.8754095,0.72770256,0.8638513
98375,0.72249436,0.8612472,0.6883813,0.84419066,0.6427504,0.8213752,0.6821971,0.84109855,0.69101936,0.84550965,0.76687074,0.88343537,0.69834876,0.8491744,0.77132845,0.8856642,0.7647991,0.88239956,0.7647929,0.88239646
98376,0.73381245,0.8669062,0.6606561,0.83032805,0.6152892,0.8076446,0.6316158,0.81580794,0.7159089,0.85795444,0.83030653,0.91515326,0.71598727,0.8579936,0.7485693,0.8742846,0.7765706,0.8882853,0.8029276,0.9014638
98377,0.6658884,0.8329442,0.6504929,0.82524645,0.6012081,0.80060405,0.6435901,0.82179505,0.68185806,0.84092903,0.8204535,0.91022676,0.7410438,0.8705219,0.792308,0.896154,0.81417954,0.90708977,0.8478521,0.92392606
98378,0.70619285,0.8530964,0.6764704,0.8382352,0.58184004,0.79092,0.6284634,0.8142317,0.74540377,0.8727019,0.826907,0.91345346,0.76636124,0.8831806,0.79430276,0.89715135,0.7606094,0.8803047,0.8084389,0.90421945
98379,0.7226335,0.86131674,0.68462723,0.84231365,0.6617497,0.83087486,0.6521574,0.8260787,0.72045064,0.8602253,0.82949245,0.9147462,0.74521255,0.8726063,0.802763,0.9013815,0.7821698,0.8910849,0.826929,0.9134645
98380,0.6926607,0.84633034,0.6744356,0.8372178,0.61962795,0.809814,0.6817307,0.8408654,0.7135688,0.8567844,0.8113846,0.90569234,0.762504,0.881252,0.797897,0.8989485,0.81203103,0.9060155,0.8279618,0.9139809
98381,0.67288256,0.8364413,0.7075636,0.8537818,0.5825975,0.79129875,0.63549,0.817745,0.6779901,0.83899504,0.735366,0.867683,0.70690155,0.8534508,0.77694726,0.88847363,0.74869406,0.87434703,0.7344005,0.86720026
98382,0.6973679,0.84868395,0.67332923,0.8366646,0.59699476,0.7984974,0.6359879,0.81799394,0.7299566,0.8649783,0.8125842,0.9062921,0.7646111,0.88230556,0.821028,0.910514,0.7977924,0.8988962,0.8302403,0.9151201
98383,0.6975504,0.8487752,0.6782454,0.8391227,0.6122986,0.8061493,0.63911164,0.8195558,0.71968836,0.8598442,0.7664617,0.8832308,0.6835221,0.84176105,0.74423766,0.87211883,0.73528004,0.86764,0.73023546,0.8651177
98384,0.6971035,0.84855175,0.6802219,0.84011096,0.61693984,0.8084699,0.6618389,0.83091944,0.6907376,0.8453688,0.7627898,0.88139486,0.7194022,0.8597011,0.790516,0.895258,0.7683673,0.88418365,0.79136765,0.8956838
98385,0.6532357,0.82661784,0.65744257,0.8287213,0.57557875,0.78778934,0.64523435,0.8226172,0.6596562,0.82982814,0.7326068,0.86630344,0.69430876,0.8471544,0.75818956,0.8790948,0.7483718,0.8741859,0.7703505,0.8851752
98386,0.7178341,0.85891706,0.71739054,0.85869527,0.66278577,0.8313929,0.7183315,0.8591658,0.73331773,0.86665887,0.7590141,0.87950706,0.7386735,0.8693367,0.79349506,0.8967475,0.7972503,0.89862514,0.79116905,0.8955845
98387,0.6994929,0.84974647,0.7375703,0.86878514,0.6521762,0.8260881,0.7181579,0.85907894,0.77229214,0.88614607,0.79817927,0.89908963,0.7645253,0.88226265,0.79890954,0.8994548,0.7604227,0.88021135,0.81306314,0.9065316
98388,0.7379322,0.8689661,0.7063786,0.8531893,0.62711394,0.81355697,0.67453146,0.83726573,0.7482965,0.87414825,0.8304373,0.91521865,0.75050175,0.8752509,0.80166054,0.90083027,0.7707896,0.8853948,0.8020505,0.90102524
98389,0.7448833,0.87244165,0.69172376,0.8458619,0.642938,0.821469,0.64989936,0.8249497,0.7447064,0.8723532,0.85016155,0.9250808,0.7693265,0.8846632,0.80730534,0.90365267,0.793346,0.89667296,0.86018497,0.93009245
98390,0.66029835,0.8301492,0.62551165,0.8127558,0.57315284,0.7865764,0.7372135,0.86860675,0.6310572,0.81552863,0.7213571,0.86067855,0.65979093,0.8298955,0.7227919,0.86139596,0.72639495,0.86319745,0.73352325,0.8667616
98391,0.626822,0.813411,0.58511984,0.7925599,0.57482606,0.787413,0.52276194,0.761381,0.68475497,0.8423775,0.8219733,0.91098666,0.7590335,0.8795167,0.73679435,0.8683972,0.7703152,0.8851576,0.8303412,0.9151706
98392,0.73134744,0.8656737,0.67939925,0.8396996,0.6193839,0.8096919,0.67051566,0.8352578,0.71812093,0.85906047,0.801612,0.900806,0.7145162,0.8572581,0.799605,0.8998025,0.77008736,0.8850437,0.8040339,0.90201694
98393,0.58246976,0.79123485,0.5907998,0.7953999,0.48668993,0.74334496,0.56330776,0.7816539,0.6182723,0.80913615,0.6972881,0.848644,0.6967057,0.84835285,0.6795243,0.83976215,0.6899562,0.8449781,0.7048175,0.85240877
98394,0.5548216,0.7774108,0.5353087,0.76765436,0.45167953,0.72583973,0.488625,0.7443125,0.5962584,0.7981292,0.691959,0.8459795,0.68640465,0.84320235,0.64575434,0.82287717,0.7018207,0.8509103,0.7215824,0.8607912
98395,0.69977987,0.84988993,0.6389855,0.81949276,0.61467636,0.8073382,0.58761257,0.7938063,0.7294922,0.8647461,0.8720393,0.93601966,0.73949015,0.8697451,0.80900437,0.90450215,0.74811375,0.8740569,0.8120357,0.90601784
98396,0.67100406,0.835502,0.68139946,0.84069973,0.61297596,0.806488,0.6799035,0.83995175,0.6911038,0.8455519,0.75936747,0.87968373,0.7407022,0.8703511,0.7791527,0.8895763,0.81568575,0.9078429,0.80744696,0.9037235
