,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
98298,0.6915809,0.84579045,0.6656437,0.83282185,0.59169364,0.7958468,0.672482,0.836241,0.68013036,0.8400652,0.7649777,0.88248885,0.73044574,0.8652229,0.77695704,0.8884785,0.7499464,0.8749732,0.77349174,0.88674587
98299,0.63513446,0.8175672,0.6231996,0.8115998,0.5458009,0.77290046,0.5622665,0.7811333,0.6780926,0.8390463,0.7721499,0.88607496,0.698002,0.849001,0.7568455,0.87842274,0.66638744,0.8331937,0.7375982,0.8687991
98300,0.6961988,0.8480994,0.6738072,0.8369036,0.62292385,0.8114619,0.64450574,0.82225287,0.70456076,0.8522804,0.7648999,0.88245,0.69566166,0.84783083,0.775129,0.88756454,0.7350936,0.8675468,0.76223433,0.88111717
98301,0.67361104,0.8368055,0.63821685,0.8191084,0.5974778,0.7987389,0.55684805,0.778424,0.73588085,0.8679404,0.8597263,0.92986315,0.80622196,0.903111,0.78639174,0.89319587,0.78077596,0.890388,0.86029005,0.930145
98302,0.74137485,0.8706874,0.6820601,0.84103006,0.6423695,0.82118475,0.6786007,0.8393004,0.74292016,0.8714601,0.83351517,0.9167576,0.7474984,0.8737492,0.79876494,0.8993825,0.7688267,0.88441336,0.8311634,0.9155817
98303,0.6855392,0.8427696,0.6351032,0.8175516,0.54869956,0.7743498,0.5733452,0.7866726,0.7359967,0.86799836,0.8675071,0.93375355,0.78941476,0.8947074,0.78014773,0.8900739,0.7649755,0.8824878,0.85760206,0.92880106
98304,0.78798425,0.8939921,0.71912885,0.8595644,0.6620469,0.83102345,0.65346277,0.8267314,0.73477197,0.867386,0.8391363,0.9195682,0.7218982,0.8609491,0.80830157,0.9041508,0.77248764,0.8862438,0.8130028,0.9065014
98305,0.7345903,0.86729515,0.7067359,0.8533679,0.62968147,0.81484073,0.68208647,0.84104323,0.7147726,0.8573863,0.8048829,0.90244144,0.74741507,0.87370753,0.80487084,0.9024354,0.7697847,0.88489234,0.80737233,0.90368617
98306,0.66295457,0.8314773,0.6276061,0.8138031,0.56871915,0.7843596,0.60179496,0.8008975,0.65805674,0.82902837,0.7787056,0.8893528,0.6950288,0.8475144,0.75223243,0.8761162,0.72770476,0.8638524,0.74761117,0.8738056
98307,0.71877784,0.85938895,0.7053555,0.85267776,0.62842476,0.8142124,0.6473799,0.82368994,0.7630638,0.8815319,0.8778542,0.9389271,0.79986537,0.8999327,0.84012496,0.9200625,0.8019837,0.90099186,0.8589914,0.9294957
98308,0.6785046,0.8392523,0.7204238,0.8602119,0.5977401,0.7988701,0.6547502,0.8273751,0.6881386,0.8440693,0.76050246,0.8802512,0.75990474,0.8799524,0.77871,0.889355,0.7992223,0.8996111,0.7912922,0.8956461
98309,0.72499645,0.8624982,0.6990979,0.84954894,0.65017414,0.8250871,0.6411318,0.82056594,0.7294059,0.86470294,0.79823744,0.8991187,0.72116256,0.8605813,0.82110655,0.9105533,0.78677815,0.8933891,0.7761551,0.88807756
98310,0.7414644,0.8707322,0.7014047,0.85070235,0.6838258,0.84191287,0.59872085,0.7993604,0.7561543,0.87807715,0.8342009,0.9171004,0.7552006,0.8776003,0.7943009,0.89715046,0.6851587,0.84257936,0.77255285,0.8862764
98311,0.69107974,0.84553987,0.6563494,0.8281747,0.5811962,0.7905981,0.604645,0.8023225,0.6887915,0.84439576,0.7815045,0.89075226,0.7437615,0.87188077,0.7385827,0.8692913,0.728981,0.8644905,0.78714776,0.8935739
98312,0.6554985,0.82774925,0.6962053,0.8481027,0.57839775,0.7891989,0.62181866,0.81090933,0.7126243,0.85631216,0.7595844,0.8797922,0.75724036,0.87862015,0.7792196,0.8896098,0.7080606,0.8540303,0.7823535,0.89117676
98313,0.66949713,0.83474857,0.64030826,0.82015413,0.59736407,0.79868203,0.6067781,0.8033891,0.65977275,0.8298864,0.80251336,0.9012567,0.67842263,0.83921134,0.77275187,0.8863759,0.7365836,0.8682918,0.7835248,0.8917624
98314,0.70105577,0.8505279,0.6522528,0.8261264,0.61035115,0.80517554,0.67224514,0.8361226,0.70060563,0.8503028,0.8199721,0.909986,0.6912823,0.84564114,0.77518374,0.88759184,0.75683916,0.8784196,0.7971134,0.8985567
98315,0.6052604,0.8026302,0.5996784,0.7998392,0.5136646,0.7568323,0.5797596,0.7898798,0.6252,0.8126,0.758687,0.8793435,0.69354683,0.8467734,0.70639443,0.8531972,0.7014136,0.8507068,0.75848484,0.8792424
98316,0.7776164,0.8888082,0.70887315,0.8544366,0.6518948,0.8259474,0.62948847,0.81474423,0.7608648,0.88043237,0.8688251,0.93441254,0.7459655,0.87298274,0.8054025,0.90270126,0.76012397,0.880062,0.80241156,0.9012058
98317,0.713405,0.8567025,0.68362063,0.84181035,0.60118866,0.80059433,0.6086762,0.8043381,0.75979674,0.87989837,0.87483853,0.9374193,0.8102578,0.9051289,0.80095804,0.900479,0.77224106,0.88612056,0.8710216,0.9355108
98318,0.70738083,0.8536904,0.6769587,0.83847934,0.6183576,0.8091788,0.6914035,0.84570175,0.7103548,0.8551774,0.77778804,0.888894,0.73710585,0.8685529,0.7595901,0.8797951,0.7676805,0.88384026,0.80594563,0.9029728
98319,0.6777571,0.8388785,0.6463531,0.82317656,0.5991896,0.79959476,0.670538,0.835269,0.6445011,0.82225055,0.7432183,0.87160915,0.6574898,0.8287449,0.731302,0.865651,0.73906493,0.86953247,0.7437755,0.87188774
98320,0.7170489,0.85852444,0.66993064,0.83496535,0.61400926,0.80700463,0.6040552,0.8020276,0.74428856,0.8721443,0.87547094,0.93773544,0.75701666,0.8785083,0.80878997,0.904395,0.7648977,0.88244885,0.83666813,0.91833407
98321,0.7294274,0.86471367,0.66452456,0.8322623,0.63161117,0.81580555,0.6655481,0.83277404,0.71552515,0.8577626,0.88435733,0.94217867,0.759482,0.879741,0.80263627,0.90131813,0.7871665,0.89358324,0.8485528,0.9242764
98322,0.7283749,0.8641875,0.6635192,0.8317596,0.5878843,0.79394215,0.5859568,0.7929784,0.7514151,0.8757075,0.87823474,0.9391174,0.7670386,0.8835193,0.7922776,0.8961388,0.7683934,0.8841967,0.8492346,0.9246173
98323,0.757763,0.8788815,0.6982564,0.8491282,0.62799144,0.8139957,0.60976315,0.8048816,0.7795677,0.88978386,0.8337853,0.91689265,0.75775737,0.8788787,0.81689596,0.908448,0.74968255,0.8748413,0.80645615,0.90322804
98324,0.668452,0.834226,0.6484225,0.82421124,0.60419667,0.80209833,0.65115607,0.82557803,0.6649596,0.83247983,0.7720729,0.88603646,0.7039852,0.8519926,0.7526549,0.87632746,0.7502084,0.8751042,0.77046835,0.8852342
98325,0.67768264,0.8388413,0.6328775,0.8164388,0.60408,0.80204,0.6257751,0.81288755,0.6790202,0.8395101,0.81613934,0.9080697,0.72063875,0.8603194,0.8037951,0.90189755,0.77734935,0.8886747,0.79918003,0.89959
98326,0.6242085,0.8121042,0.6408557,0.8204279,0.53309405,0.766547,0.589005,0.7945025,0.63528156,0.8176408,0.7547526,0.8773763,0.67303014,0.83651507,0.763149,0.8815745,0.77078676,0.8853934,0.761737,0.8808685
98327,0.6967567,0.84837836,0.7308656,0.8654328,0.6500976,0.8250488,0.6661166,0.8330583,0.6875219,0.84376097,0.76968896,0.8848445,0.71947867,0.8597393,0.8103725,0.90518624,0.79064846,0.89532423,0.796016,0.898008
98328,0.7212869,0.86064345,0.6169754,0.8084877,0.6309346,0.8154673,0.68815815,0.8440791,0.69734716,0.8486736,0.811033,0.9055165,0.71620893,0.85810447,0.7777459,0.888873,0.76615894,0.88307947,0.8120514,0.9060257
98329,0.69752,0.84876,0.69190454,0.8459523,0.61124253,0.80562127,0.67598933,0.8379947,0.7063745,0.85318726,0.7741283,0.88706416,0.75248456,0.8762423,0.78490543,0.8924527,0.7826367,0.8913183,0.8181875,0.90909374
98330,0.6337383,0.81686914,0.6458887,0.82294434,0.5627004,0.7813502,0.6148418,0.8074209,0.64777845,0.82388926,0.71571624,0.8578581,0.66696763,0.8334838,0.72208846,0.8610442,0.7105402,0.8552701,0.7211538,0.86057687
98331,0.60052645,0.8002632,0.56500304,0.7825015,0.5628942,0.7814471,0.64187634,0.82093817,0.5872024,0.7936012,0.65640175,0.8282009,0.5309454,0.7654727,0.63482344,0.8174117,0.6693282,0.8346641,0.60457903,0.8022895
98332,0.5782472,0.7891236,0.6047968,0.80239844,0.53272665,0.7663633,0.6026887,0.8013444,0.59909153,0.79954576,0.674451,0.8372255,0.6819721,0.840986,0.7240578,0.8620289,0.71642125,0.8582106,0.7079832,0.8539916
98333,0.6037655,0.80188274,0.57291067,0.78645533,0.52019846,0.76009923,0.559222,0.779611,0.6175425,0.80877125,0.7383361,0.86916804,0.72293144,0.8614657,0.6792386,0.8396193,0.7476053,0.87380266,0.7821997,0.8910998
98334,0.7257189,0.8628595,0.7181617,0.85908085,0.732299,0.8661495,0.6800055,0.8400028,0.67175406,0.83587706,0.6752118,0.8376059,0.58331513,0.79165757,0.7130296,0.8565148,0.68984354,0.84492177,0.65757495,0.82878745
98335,0.6883292,0.8441646,0.69422734,0.84711367,0.6477741,0.82388705,0.67919374,0.83959687,0.6962532,0.8481266,0.766572,0.883286,0.71120274,0.8556014,0.7928473,0.89642364,0.76238394,0.88119197,0.765726,0.882863
98336,0.5696615,0.78483075,0.5589808,0.7794904,0.5570129,0.77850646,0.5785368,0.7892684,0.59686005,0.79843,0.6654861,0.83274305,0.5589435,0.77947176,0.660174,0.830087,0.6485286,0.8242643,0.61935383,0.8096769
98337,0.52163815,0.7608191,0.47300303,0.7365015,0.40800893,0.70400447,0.51643944,0.7582197,0.5368173,0.76840866,0.5431558,0.7715779,0.5424168,0.7712084,0.50585294,0.75292647,0.57297045,0.7864852,0.53885597,0.769428
98338,0.68646467,0.84323233,0.69919944,0.8495997,0.6082914,0.8041457,0.7010572,0.8505286,0.6496686,0.8248343,0.637841,0.8189205,0.61767685,0.8088384,0.7445704,0.8722852,0.71771383,0.8588569,0.66773975,0.8338699
98339,0.57465315,0.7873266,0.5962018,0.7981009,0.53723526,0.76861763,0.5749099,0.78745496,0.6198094,0.8099047,0.71766675,0.8588334,0.66862726,0.83431363,0.7062496,0.8531248,0.71326303,0.8566315,0.739357,0.8696785
98340,0.6290971,0.81454855,0.60813,0.804065,0.55597126,0.77798563,0.6056235,0.80281174,0.664942,0.832471,0.7596403,0.8798201,0.7232469,0.8616234,0.72682536,0.8634127,0.72593415,0.8629671,0.7728955,0.8864478
98341,0.6816951,0.84084755,0.6783148,0.8391574,0.600102,0.800051,0.6656434,0.8328217,0.697605,0.8488025,0.7932949,0.89664745,0.74140054,0.87070024,0.7941167,0.89705837,0.7462586,0.8731293,0.7757176,0.8878588
98342,0.7453508,0.8726754,0.67740875,0.83870435,0.62002707,0.81001353,0.6234895,0.81174475,0.75707304,0.8785365,0.84578145,0.9228907,0.7620506,0.8810253,0.799718,0.899859,0.7684159,0.88420796,0.8392509,0.91962546
98343,0.5535562,0.7767781,0.54025227,0.7701261,0.4996333,0.74981666,0.54391944,0.7719597,0.5801184,0.7900592,0.68886524,0.8444326,0.6299233,0.8149617,0.6717956,0.8358978,0.71782637,0.8589132,0.7058198,0.8529099
98344,0.6433823,0.82169116,0.64517975,0.8225899,0.5539509,0.77697545,0.65785134,0.82892567,0.637904,0.81895196,0.7167719,0.8583859,0.66753256,0.8337663,0.7289636,0.8644818,0.7007966,0.8503983,0.7393766,0.8696883
98345,0.73970413,0.86985207,0.67537034,0.83768517,0.645936,0.822968,0.60605556,0.80302775,0.7501985,0.87509924,0.8519448,0.9259724,0.7152959,0.85764796,0.76950634,0.88475317,0.7234448,0.8617224,0.81998694,0.90999347
98346,0.57472634,0.7873632,0.6131675,0.80658376,0.5593139,0.77965695,0.5944234,0.7972117,0.6311688,0.8155844,0.7118195,0.85590976,0.65156734,0.82578367,0.7247052,0.8623526,0.72313786,0.8615689,0.72424996,0.862125
98347,0.59258425,0.7962921,0.6363878,0.8181939,0.5635623,0.78178114,0.6228987,0.81144935,0.64292395,0.821462,0.71760523,0.8588026,0.68848395,0.844242,0.745353,0.8726765,0.7460846,0.8730423,0.7330697,0.8665348
98348,0.6430465,0.82152325,0.58983755,0.7949188,0.56478876,0.7823944,0.57244843,0.78622425,0.66128194,0.830641,0.79929435,0.8996472,0.714293,0.8571465,0.7369212,0.8684606,0.7688894,0.8844447,0.8099587,0.90497935
98349,0.7147268,0.8573634,0.6854415,0.84272075,0.6056224,0.8028112,0.63662636,0.8183132,0.7223213,0.86116064,0.8339063,0.91695315,0.74119055,0.8705953,0.80203855,0.9010193,0.784457,0.8922285,0.81413794,0.90706897
98350,0.6633623,0.83168113,0.6500457,0.8250228,0.5993451,0.79967254,0.6330234,0.8165117,0.70201194,0.851006,0.8127313,0.90636563,0.741063,0.8705315,0.76803523,0.8840176,0.7658242,0.8829121,0.8097872,0.90489364
98351,0.6633768,0.8316884,0.62984043,0.8149202,0.59381866,0.79690933,0.60020125,0.8001006,0.6828863,0.8414432,0.77662206,0.888311,0.72115505,0.8605775,0.74545014,0.87272507,0.7528187,0.87640935,0.7818512,0.8909256
98352,0.55091095,0.7754555,0.55090153,0.77545077,0.46782446,0.7339122,0.5400881,0.7700441,0.5700881,0.7850441,0.69885147,0.84942573,0.6803322,0.8401661,0.6817267,0.84086335,0.7233784,0.8616892,0.7364337,0.8682169
98353,0.68331134,0.8416557,0.5805198,0.7902599,0.56821114,0.78410554,0.5255942,0.7627971,0.6860364,0.8430182,0.86773205,0.933866,0.7489981,0.8744991,0.7362522,0.8681261,0.7045357,0.85226786,0.8072675,0.9036337
98354,0.54791594,0.77395797,0.60556984,0.8027849,0.55863243,0.7793162,0.511449,0.7557245,0.56662595,0.783313,0.5160885,0.75804424,0.5418136,0.7709068,0.5604644,0.7802322,0.54516923,0.7725846,0.50859576,0.75429785
98355,0.6517526,0.8258763,0.6525,0.82624996,0.6123189,0.80615944,0.61543536,0.8077177,0.6588027,0.8294014,0.70998067,0.85499036,0.71088123,0.8554406,0.6947504,0.8473752,0.7398305,0.86991525,0.75322556,0.8766128
98356,0.59332585,0.7966629,0.610324,0.805162,0.52989405,0.76494706,0.5579406,0.7789703,0.61543787,0.80771893,0.67481244,0.8374062,0.66170204,0.830851,0.6751822,0.8375911,0.6960482,0.84802413,0.6878642,0.8439321
98357,0.7395345,0.86976725,0.75102437,0.8755122,0.64161277,0.8208064,0.6512816,0.8256408,0.6919613,0.84598064,0.6451298,0.8225649,0.63366973,0.81683487,0.69139576,0.8456979,0.6579807,0.82899034,0.6281666,0.81408334
98358,0.73648363,0.8682418,0.6901649,0.84508246,0.63723207,0.81861603,0.6360674,0.8180337,0.76261663,0.8813083,0.85231185,0.9261559,0.78706515,0.8935326,0.7970722,0.8985361,0.8166379,0.90831894,0.83461064,0.91730535
98359,0.607989,0.80399454,0.57810915,0.7890546,0.5566624,0.77833116,0.54216653,0.77108324,0.6188376,0.8094188,0.7021853,0.85109264,0.6726238,0.83631194,0.67607975,0.8380399,0.72884524,0.8644226,0.72678065,0.8633903
98360,0.5456277,0.77281386,0.60191745,0.80095875,0.5147283,0.75736415,0.6522943,0.82614714,0.5011285,0.7505642,0.50623727,0.75311863,0.51785684,0.7589284,0.60898066,0.8044903,0.6334761,0.816738,0.5570477,0.77852386
98361,0.68262863,0.8413143,0.70629656,0.8531483,0.60166323,0.8008316,0.6641835,0.83209175,0.7005137,0.85025686,0.77530175,0.88765085,0.7511143,0.8755572,0.805944,0.902972,0.78509736,0.8925487,0.8060688,0.9030344
98362,0.5466548,0.7733274,0.5677018,0.7838509,0.52088374,0.7604419,0.5182764,0.7591382,0.6007925,0.80039626,0.6295758,0.81478786,0.66811216,0.8340561,0.6235113,0.81175566,0.6543566,0.8271783,0.65779924,0.8288996
98363,0.6873714,0.8436857,0.68518037,0.8425902,0.6507492,0.8253746,0.6687116,0.83435583,0.6736233,0.83681166,0.7294316,0.8647158,0.6600933,0.83004665,0.7678602,0.8839301,0.7738157,0.8869078,0.7557623,0.87788117
98364,0.60713065,0.8035653,0.6001074,0.8000537,0.6004579,0.80022895,0.56518596,0.782593,0.6203799,0.81018996,0.7134161,0.85670805,0.624107,0.8120535,0.7160202,0.8580101,0.6755037,0.83775187,0.6948396,0.8474198
98365,0.5836456,0.7918228,0.61596227,0.80798113,0.5452676,0.7726338,0.5755861,0.78779304,0.54926836,0.7746342,0.61643374,0.80821687,0.5826601,0.79133004,0.6835356,0.8417678,0.6563678,0.8281839,0.6723454,0.8361727
98366,0.53303117,0.7665156,0.5606495,0.78032476,0.49126542,0.7456327,0.46050203,0.730251,0.55295444,0.7764772,0.54999995,0.775,0.5447597,0.7723799,0.597275,0.7986375,0.56600285,0.7830014,0.5355154,0.7677577
98367,0.68643725,0.8432186,0.65055716,0.8252786,0.6107316,0.8053658,0.62900543,0.8145027,0.6559361,0.82796806,0.7608819,0.88044095,0.6831411,0.84157056,0.71764743,0.8588237,0.7418474,0.8709237,0.74881804,0.874409
98368,0.5710653,0.78553265,0.620192,0.810096,0.52892804,0.764464,0.58415747,0.79207873,0.5825182,0.7912591,0.68090516,0.84045255,0.6242018,0.8121009,0.66935086,0.83467543,0.7083616,0.8541808,0.7038547,0.85192734
98369,0.5104343,0.7552172,0.5591723,0.77958614,0.49058118,0.7452906,0.52629185,0.7631459,0.58916414,0.79458207,0.7270827,0.86354136,0.6622114,0.8311057,0.7068356,0.8534178,0.6936681,0.84683406,0.74601007,0.87300503
98370,0.6733489,0.83667445,0.6464268,0.8232134,0.5698379,0.78491896,0.60682726,0.8034136,0.7006235,0.85031176,0.81975114,0.9098756,0.7510623,0.87553114,0.77584136,0.8879207,0.75086546,0.8754327,0.80380034,0.9019002
98371,0.6669232,0.83346164,0.6382843,0.81914216,0.58030355,0.7901518,0.6879326,0.8439663,0.62273616,0.8113681,0.7259977,0.86299884,0.6654178,0.8327089,0.73891145,0.8694557,0.7000798,0.8500399,0.71417236,0.8570862
98372,0.71621484,0.85810745,0.6552783,0.82763916,0.5848108,0.79240537,0.5816678,0.7908339,0.7457227,0.8728614,0.8395728,0.9197864,0.7581884,0.87909424,0.7857971,0.89289856,0.73565155,0.86782575,0.80327904,0.9016395
98373,0.66754943,0.8337747,0.6381759,0.819088,0.6012971,0.80064857,0.6834206,0.8417103,0.62322176,0.8116109,0.68052655,0.84026325,0.598717,0.7993585,0.68441033,0.84220517,0.66877586,0.8343879,0.6862883,0.8431442
98374,0.750347,0.8751735,0.72215235,0.8610762,0.6365868,0.8182934,0.68782437,0.8439122,0.757118,0.878559,0.8162588,0.9081294,0.7386439,0.86932194,0.804207,0.90210354,0.77299446,0.88649726,0.78352463,0.8917623
98375,0.72770095,0.8638505,0.7361019,0.86805093,0.6971908,0.8485954,0.71112657,0.8555633,0.72257113,0.86128557,0.76853704,0.8842685,0.70926386,0.8546319,0.77137035,0.8856852,0.77251554,0.88625777,0.7810567,0.8905283
98376,0.7027831,0.85139155,0.6901196,0.8450598,0.58099186,0.79049593,0.6398082,0.8199041,0.70958865,0.8547943,0.782735,0.8913675,0.6727458,0.8363729,0.7348931,0.86744654,0.7279047,0.86395234,0.7490113,0.87450564
98377,0.7007221,0.85036105,0.6904931,0.84524655,0.62649775,0.8132489,0.6523912,0.8261956,0.7118482,0.8559241,0.83176076,0.9158804,0.79010665,0.8950533,0.83554846,0.9177742,0.8145282,0.9072641,0.8619344,0.9309672
98378,0.7254963,0.86274815,0.7021599,0.85107994,0.6246389,0.81231946,0.635743,0.8178715,0.7564826,0.8782413,0.87597436,0.9379872,0.80306876,0.9015344,0.84585536,0.9229277,0.7982806,0.8991403,0.8664067,0.93320334
98379,0.69689405,0.848447,0.62556994,0.81278497,0.5992731,0.79963654,0.61519635,0.8075982,0.70551,0.852755,0.8323839,0.91619194,0.76039547,0.88019776,0.75876856,0.8793843,0.75166845,0.8758342,0.8169901,0.90849507
98380,0.72463393,0.86231697,0.6946883,0.84734416,0.6269275,0.81346375,0.69684976,0.8484249,0.7328616,0.86643076,0.8433198,0.9216599,0.7685557,0.8842778,0.80797637,0.9039882,0.80534816,0.9026741,0.83475745,0.9173787
98381,0.6845535,0.84227675,0.6987158,0.8493579,0.6178694,0.8089347,0.6478605,0.82393026,0.6660919,0.83304596,0.7380793,0.86903965,0.6656608,0.8328304,0.7765604,0.8882802,0.74154264,0.8707713,0.7240925,0.86204624
98382,0.6104438,0.8052219,0.6049292,0.8024646,0.5191005,0.7595502,0.5748674,0.78743374,0.64700115,0.8235006,0.7453217,0.8726609,0.6907021,0.84535104,0.7322005,0.86610025,0.7013366,0.8506683,0.7644719,0.88223594
98383,0.6925394,0.8462697,0.6920557,0.84602785,0.6104791,0.80523956,0.63545525,0.8177276,0.71212053,0.85606027,0.7610429,0.8805214,0.6932961,0.84664804,0.7482929,0.87414646,0.7559617,0.8779808,0.7435148,0.8717574
98384,0.672158,0.836079,0.6853993,0.84269965,0.6040602,0.8020301,0.69463825,0.8473191,0.64695156,0.8234758,0.66924715,0.8346236,0.64975744,0.8248787,0.7059963,0.85299814,0.71744764,0.8587238,0.70898056,0.8544903
98385,0.6582991,0.82914954,0.6210076,0.81050384,0.56346387,0.78173196,0.6005555,0.8002777,0.66742754,0.83371377,0.8106719,0.90533596,0.70588624,0.8529431,0.7583104,0.87915516,0.7585162,0.8792581,0.79830384,0.8991519
98386,0.6866599,0.8433299,0.6982255,0.84911275,0.62403446,0.8120172,0.6735573,0.83677864,0.7241927,0.8620963,0.74126256,0.8706313,0.7093183,0.85465914,0.75089675,0.87544835,0.7533921,0.87669605,0.75855744,0.8792787
98387,0.68871295,0.8443565,0.6780606,0.83903027,0.63396955,0.8169848,0.6886103,0.84430516,0.7218406,0.8609203,0.78900397,0.894502,0.71024275,0.8551214,0.7919029,0.89595145,0.7253306,0.8626653,0.76305264,0.88152635
