id,Mixtral-8x7B-Instruct
61," Here is your updated resume, maintaining the original information while improving the format and readability:---Self-motivated Artist with 5+ Years of Game Industry ExperienceSkills: Adobe Photoshop, Adobe-AI, graphic tablet proficiency UI/UX design Figma, Zeplin, Sketch, MarvelApp, Invision 2D graphics (pixel and vector graphics) 2D design 3D Max Versatile drawing styles Hand drawing Designing banners, layouts, logos, frameworks, and prototypes for websites and mobile applications Game testing Power Point presentationsPortfolio AvailableBug Tracking Systems & Project Management Tools: Trello JiraExperience:With over 5 years of experience in the game industry, I am a dedicated professional seeking to broaden my skills and knowledge through exciting projects and collaboration. My goal is to bring others' dreams to life while working in a friendly environment with interesting projects and fair compensation.---Please note that this revised resume maintains the original information while enhancing the presentation and readability for potential employers."
62," Web Designer and UX/UI SpecialistProjects:1. Children's Music School Website Redesign Analyzed the existing website to identify strengths and weaknesses Created a wireframe of the new landing page, incorporating a news block and a prominent call to action Designed a visually appealing and easy-to-navigate landing page, consistent with the school's brand identity Implemented responsive design principles for optimal display on all devices2. Pet-Saver-Hub Web Service for Lost and Found Animals Conducted user research to identify key pain points in finding lost or found pets Designed a user-friendly interface with an intuitive and easy-to-navigate website Incorporated interactive elements, such as a map feature, to simplify the search process Ensured the website was optimized for all devicesSkills: Wireframing Visual design User research Responsive design Web development UX/UI design User feedback collection and analysis Creative problem-solving Collaboration and teamwork Attention to detailCareer Goals: Develop UI/UX design skills Contribute to projects with significance and impact Collaborate with professionals for growth and learning Participate in challenging projects that allow for creative potential and staying up-to-date with design technologies and trends Value communication, teamwork, and user feedback for effective work and high-quality results."
63, Resume: Over 50 Websites More than 3
64," • Over 12 years of experience in design, with a passion for creating pixel-perfect interfaces and user-delight moments.• Designed over 300 projects, including: 30+ products from scratch, 30+ mobile applications, 80+ websites, and 100+ logos and corporate styles.• Founded and managed a design studio with a team of 20 professionals, building processes for sales, management, hiring, and project creation.• Taught UI/UX & brand design to over 150 students.• Spoke at Dribbble and various design conferences.• Holds a Master's degree in ""Engineering Design"" and currently studying for an MBA.• Proficient in frontend technologies (HTML5/CSS3/TypeScript/Vue.js) and backend development (Python, Swift).• Experienced in working under a nondisclosure agreement, and willing to share relevant work during interviews.---Design Experience:• NDA, 2022• UX Designer, Bank BVR, 2021• UI/UX Design Teacher, Hillel IT School, 2020• Lead Product Designer, Innovation Box, 2020• UI/UX & Brand Designer, Ardas, 2019• UI/UX & Brand Designer, M2E pro, 2017• UI/UX & Brand Designer, Forforce, 2016• UI/UX & Brand Designer, Art. Lebedev Studio, 2015• CEO & Designer, Own Design Studio, 2014• UI/UX & Brand Designer, ""Poster"", 2013• UI/UX & Brand Designer, ""le Weekend"", 2012• UI/UX & Brand Designer, ""November"" Design Bureau, 2011• Freelance Graphic Designer, 2006• Cartoonist, 2002• Drawing School, 1999Industries: eCommerce, Finance, Banking, Investments, Marketing, Social Media, Laws, Education, Development, NFT, Art, Auto, Game, Building, Agro, Food, Coffee, Fashion, Beauty, Food, Service, Music, Dance, MMA, Medicine, Space, Sex, Sport, Technique, Weapon, Insurance.Clients: Based in the USA, United Kingdom, Germany, Netherlands, Italy, France, Greece, Estonia, Australia, China, and Ukraine."
65," Here is your improved resume:---Art Director & Senior UI Designer6+ years experienced and detail-oriented digital designer with a knack for conceptualizing and delivering elegant, user-friendly solutions effectively and efficiently. Proven ability to build and manage high-performing UI design teams.Strengths: Building and managing UI design teams Conceptualizing and delivering user-friendly digital solutions Developing strong visual and brand storytelling Creating e-commerce, services, and corporate websites User-centric solutions for achieving breakthrough efficiency and driving client satisfactionSkills: Strong understanding of user experience Cross-functional experience working with developers Exceptional problem-solving skills Attention to detail and meticulous dedication to proper delivery Collaborative mindset and interest in working with brand and marketing teamsTools: Adobe (Photoshop, Illustrator, Invision, After Effect) Sketch Maxcon C4D FigmaExperience:Freelance Art Director & Senior UI Designer | February 2019 - Present Provide art direction and senior UI design services to clients Manage and lead UI design teams to deliver high-quality digital solutionsUI Team Lead & Senior UI Designer | Intetics Inc. | June 2018 - January 2019 Led and managed a UI team, overseeing all web design projects from start to finish Designed and created wireframes, workflows, prototypes, sketches, and high-fidelity mockups Implemented designs with a high level of accuracy, working closely with developers and QA Established and promoted design guidelines, best practices, and standardsArt Director & Senior UI Designer | Vintage Web Production | February 2015 — Mai 2018 Developed and executed concepts, creating the “WOW” emotion for clients Provided initial designs, refined directions, and worked with developers through final delivery of projects Mentored and motivated team members, providing art direction and guidance Built presentations, crafted documentation, and delivered asset kits to developers and other team members Presented creative ideas/concepts to clients in a compelling and clear manner Brought business strategy to creative execution to drive resultsUI Web Designer | Indigo Web Development | October 2014 - February 2015 Executed concepts, built presentations, and crafted documentation Assisted in the design of projects, including long-term services and eCommerce projects"
66," ⊳ Proficient in creating 3D designs using personally developed techniques.⊳ Extensive experience in designing key visuals, SMM, and printing materials.⊳ Successfully designed logos and identities for various new brands.⊳ Managed a small team of junior designers, providing guidance and support.⊳ Designed and implemented custom sticker packs for Telegram and Viber.⊳ Completed a UI/UX course at Beetroot Academy, enhancing skills in user-centered design and user experience.Work Experience:Graphic Designer/Lead Graphic Designer and Prepress Operator/DTP DesignerQA Madness, November 2022 - Present- Contributed significantly to the company's global redesign, impacting the final result.- Redesigned the company's website to align with the new vision and style.- Introduced and implemented a fresh visual style for presentations.- Overhauled all SMM materials, including LinkedIn, Instagram, and a DOU page.Kronas, August 2020 - February 2022- Designed logos, identities, and related printing materials for new company brands.- Developed 3-6 advertising key visuals monthly for the website, social networks, and print.- Introduced and implemented a new visual style for the Instagram profile design.- Created multi-page catalogs and brochures with products using InDesign.- Updated the company's YouTube channel look, designing video covers.Design Studio ToTop, October 2019 - August 2020- Developed designs for various companies from different industries.- Designed logos and identities, enhancing branding for businesses.- Created outdoor advertising, including roadside billboards, citylights, and car branding.- Produced realistic product visualizations in Photoshop.- Designed printing materials for companies, such as calendars, business cards, postcards, stickers, etc.- Created the design for multi-page catalogs and brochures.Skills:Expert in Adobe Photoshop, Illustrator, and proficient in Adobe InDesign, Figma, Blender, and After Effects."
67," MaseSelf-taught Designer with 9+ years of experience in creating visually stunning and innovative designs.- Featured in Behance - 15x- Featured in LogoLounge Trends Report 2021- Featured in LogoLounge Book 12- Featured in World Logo & Mark Book (Japan 2020)- Won over 50 Logo Contests (2015-2018)Expertise in: Logo & Branding Brandbooks & Guidelines Ui/Ux Adaptive Web & Mobile design Html/CSS/Js Typography & Fonts Visual design & Presentations 3D Modeling & Animation Illustrations, Icons & other GamingRecent Projects: 3D logo animation & branding for volunteer organization (http://www.Bless-Ukraine.com) Logo & branding for social music platform - hook (Coming soon)  Logo for crypto-based fund (http://www.Ignaz.com) Logo & Branding for music production studio AnemoNoise.com Logo & Branding for the crypto-based game ""NDA for now"" Software and tools used: Adobe  Figma Blender Keynote Webflow Readymag Spline Notion Gpt3.Seeking a team to create incredible products and solutions, while continuously expanding my knowledge in UI/UX and neural network development. Passionate about following design trends, generating new ideas, and collaborating with like-minded individuals."
68," Experienced Lead UX/UI Designer Over 4 years of experience in the field Analyzes problems and generates innovative ideas Skilled in process structuring and documentation creation Proven ability to work effectively in a team Committed to continuously improving workflow Utilizes creativity as a primary toolDesign Experience: Landing page design Design of native and cross-platform applications Complex CRM systems and CMS interfaces Casual game interfaces Marketing materials (creative for social media, presentations, social media branding) Branding and logos IllustrationManagement and Leadership Experience: Built a team of designers from scratch Provides additional training for trainees and juniors Open to mentoring and explaining things to clients Maintains active communication throughout and after projects Highly structured and writes everything from A to Z in the company's processes Willing to change processes for the better Actively involved in the company's life Finds an individual approach to the team as a manager Interested in the development of the team and each designer individually Conducts feedback sessions every three months Created a development matrix Training and mentorship Problem-solving Supports the mental well-being of the teamPassionate about: Creating products that are beneficial to users Avoiding involvement with services that have negative impacts or can cause mental or financial problems to end-users."
69," Here is your updated resume, maintaining the truthfulness of your experiences and qualifications:Revised ResumeExperience: Professionally involved in the creation of over 100 website designs, branding, and advertising projects Over 6+ years of commercial experience in various agencies as a website, mobile, and graphic designer Extensive expertise in UX prototyping, UI design, and motion design for desktop and mobile applicationsSkills: Proficient in graphic design, including printed products, banners, illustrations, and icons Experienced in web design, specializing in responsive and adaptive design Skilled in mobile design for iOS and Android platforms Proficient in creating wireframes and interactive prototypes Knowledgeable in applying atomic design principles Strong understanding of user personas and user flows Basic understanding of HTML and CSSTools: Expert in Figma (team libraries, auto layout, components properties, branches) Highly proficient in Adobe Photoshop and Adobe Illustrator Proficient in Adobe After EffectsGoals: Seeking to join a strong team and contribute to exciting projects, while bringing artistic value to contemporary design"
70," Here is your updated resume:CAREER OBJECTIVETo join an IT company that offers a challenging and stimulating environment to realize my excellent management and communication skills as well as effective sales abilities.EXPERIENCE 9+ years of experience in project management, organizing and carrying out international conferences Successfully managed a team of up to 10 people, including goal setting, motivation and coaching, conflict resolution, hiring, and retention High-performance in negotiations and communication with top level representatives of international companies Effective in sales, brand promotion, and customers acquisitionSKILLS Analytical thinker and problem solver Proactive and quick learner Able to switch professional domains easily with successful implementation of relevant experience and expertise Excellent negotiation and communication skills Very good at sales, planning, and time management Strong organizational and team management skills Effective at customer relationship managementCERTIFICATIONS IT Project Management Technical Skills for PMs & BAsPERSONAL STATEMENTBeing a fast-learner, goal-oriented, dedicated and efficient, I am eager to gain new skills and achieve professional heights in the IT domain. I am excited to contribute to a company's development and prosperity as part of a highly motivated and open-minded team of people who dream big."
71," Here is your updated resume, maintaining accuracy and honesty:---HR Assistant & Project Management EnthusiastTwo years of experience in international product and IT consulting companiesCore Competencies- Process improvement- Company values renewal- Benefits system improvement- IT business understanding- Organization, time management, and leadership- Jira, Google, and Slack administration- Engagement meetings and 1-on-1's- Problem solving and training- Document creation- SAP, Excel, and product management- Project Management (technical documentation, Gantt charts, Road maps, Timelines, Mock ups)- Scrum frameworks, Agile methodology, and Kanban methodologyProfessional ExperienceHR Assistant | International IT Consulting Company | 1 year 6 months- Updated processes to enhance workflow efficiency and employee satisfaction- Revamped Company Values document- Improved benefits system- Gained skills in organization, time management, talents and resources management, leadership, Jira, Google and Slack accounts administration, handling engagement meetings and 1-on-1s, problem solving, conducting trainings, and creating company documentsHR & Product Administrator | International Product Company | 6 months- Learned SAP, product management, and partner collaboration- Practiced Excel skillsProject Management Course- Completed Project Management learning course with certified skills in technical documentation, Gantt charts, Road maps, Timelines, Mock ups, Scrum frameworks, Agile methodology, and Kanban methodologyGoals- Secure a position in a company where my skills will be valuable and contribute to organizational growth- Gain invaluable experience to further develop the company and my career in Project Management"
72," Here is your improved resume, keeping in mind the requirements you provided:---Project Manager Increasing profits in the company day by day through a close team working process and attention to detail Solving problems step-by-step, finding win-win scenarios to satisfy customers and performers' teams 5+ years of experience in management, including leading a retail department store selling luxury perfume, cosmetics, and interior design items Proficient in American and European markets Skilled in Agile Methodology (Scrum, Kanban) to find the correct working scheme and create a cool result with the team Passionate about the human mind's workings and detecting the keys Aiming to continue my management route in a new area as a trainee/junior project manager Experienced in creating a friendly and goal-oriented team, working as a coach and finding an individual approach to every team member Currently living in Kyiv---Note: The improved resume is an accurate representation of your actual responsibilities, experiences, and skills, without adding any new facts."
73, Here is your updated resume:• Since 2
74," Administrative Director Improved administrative and studying processes by implementing 7 new courses, increasing total offerings to 45 Monthly net income increased by an average of 22% Grew number of signed training contracts per month by an average of 18% Implemented changes in management and communication methods, resulting in a significant increase in positive company reviews on GoogleJunior Project Manager Candidate Seeking to develop professionally in the IT industry Bring advanced soft skills and relevant experience from hospitality background Highly interested in joining a positive team to contribute to company success(Note: This revised resume accurately represents the information provided in the original resume, without adding any new facts. The format has been slightly altered to emphasize accomplishments and skills relevant to the Junior Project Manager position.)"
75," Here is your updated resume, with improved formatting and more specific language to highlight your achievements and skills:---Achievement-oriented recent graduate with international experience in logistics and management Studied and worked in diverse environments across five countries Finished a 2-year double-degree master's program in Lithuania and Belgium Seeking opportunities to leverage management and marketing skills in a business development roleTransport Manager, Hegelmann Transporte UAB (03.2018 - 09.2018, 6 months, Transportation & Logistics) Managed a team of trucks' personnel, controlling 25-30 trucks daily across Europe Developed potential solutions to unexpected issues, ensuring timely delivery and customer satisfaction Prepared initial documents, established contact with customers, and negotiated delivery termsAfterhours Freight Dispatcher, General Freight Experts Inc. (06.2017 - 07.2017, 1 month, Transportation & Logistics) Booked freights on the US territory, pre-planned and controlled 4-6 assigned drivers Developed relationships with customers, stayed up-to-date on freight trends, and mitigated financial risks Negotiated and drafted commercial contracts for new and existing clientsStore Manager, Buchach Coffee Store (12.2015 - 06.2016, 6 months, Retail) Communicated with suppliers, served coffee and accompanying products, and monitored service standards Controlled the technical condition of equipment and trained staffMain expectation for the new workplace: To become an element of a team where people are set up to meet each other's needs."
76," Here is your updated resume, maintaining all the original facts:Work Experience:1. Art Director, Ukrainian-Israeli production company 5 years of extensive experience in working on international movies 1.5 years as Head of Creative Team Managed the international art department team for ""Arugam Bay"" (Israel) in Sri Lanka Responsible for the Ukrainian part, including building destroyed streets of Nurnberg 1945 for ""PLAN A"" (Germany, Israel) Reconstructed Turkey in the 9"
77," Here is your improved resume: Completed online courses on Project Management Foundations, Agile Project Management, and Atlassian Jira Proven experience in Event Management, with a strong interest in transitioning to Project Management Proficient in Agile methodologies, including Scrum and Kanban Skilled in using Atlassian Jira Detail-oriented, able to multi-task, and solve problems, with strong communication skills Advanced English language proficiency Experienced team player and manager Flexible and open to remote opportunities, with reasonable financial expectations Based in Yerevan, Armenia."
78," Commercial Project Manager with over 15 years of experience in Contracts & Cost Control Management, materials & services supplying for engineering projects:I. ROŞHEN CONFECTIONERY CORPORATION (2021-2022)Project: New Construction of Sodium Hypochlorite ProductionPosition: Project Manager- Negotiated and drafted Contracts & Agreements- Managed Cost Control & Budget forecasting- Handled Financing, Monthly progress payments, and Invoicing- Managed Contractual issues, Planning, and ReportingII. SIEMENS UKRAINE (2020-2021)Position: Commercial Project Manager- Managed Bidding process and Contracts drafting- Conducted Project performance reporting- Recognized revenue, costs, and sales margin under IFRS and Local GAAP- Signed Acceptance Protocols, Invoices, and Currency Exchange Certificates- Managed Contractual issues and RisksIII. NOSTRUM OIL & GAS (2009-2012, 2012-2020)Project 1: Gas Treatment Unit 1&2Project 2: Gas Treatment Unit 3Position: Contracts & Cost Control Manager- Managed Contracts in Supplying, Construction works, Subcontracting & Services Providing at EPCM Project- Provided Bidding process management and Contracts awarding- Negotiated and drafted FIDIC Contracts & Agreements- Prepared Cash flow and Budget planning- Conducted Cost Control and Quantity surveying- Ensured project costs alignment with contractual agreements and managed changes- Estimated and released Site Extra Work Orders- Managed Contractual correspondence and ClaimsEager to join a multinational & multidiscipline project team with corporate values."
79," Here is an improved version of your resume, while ensuring that it accurately represents your actual responsibilities, experiences, and skills:---Project Manager & Non-Formal Education TrainerSkills: Proficient in maintaining documents for project stages: Brief, Assumptions, WBS (WBS scheme, TTM, Calendar plan), Project Charter, MVP, Requirement Matrix, Risk Register, SRS, RACI, Status Report Experience in creating prototypes and selecting project management methodologies Skilled in creating BPMN diagrams and using various PM tools, with a preference for ClickUpWork Experience:Project Manager in IT, Epic StoryApril 2021 - Present Manage IT projects using various project management methodologies Create and maintain project documentation Develop prototypes and choose appropriate methodologies for project execution Utilize ClickUp and other PM tools to manage projects and teamsNon-Formal Education Trainer, The Congress of National Communities of Ukraine2017 - 2020 Conducted training sessions for teenagers aged 11-17 in educational training courses Facilitated team building activities to create cohesive teams from diverse individuals Designed illustrations and presentations using Canva and CrelloCoordinator, Club of Tolerance, The Congress of National Communities of Ukraine2017 - 2019 Organized weekly meetings with teenagers to discuss various topics and visit exhibitions Created illustrations and presentations using Canva and CrelloEducation:Project Management in IT, Beetroot AcademyNovember 2020 - March 2021---Please note that I have reorganized the information to highlight your skills and work experience, and used bullet points to make the information more readable."
80," Here is your improved resume:---Graphic Designer (Current Student - Publishing and Printing Specialization)Currently pursuing my education at Kharkiv National University of Radio Electronics, specializing in Publishing and Printing at the Department of Media Systems and Technologies.Courses completed at Genius.Space:- Web Design- UX/UI DesignSkills:- Proficient in graphic editors: Figma, Adobe Illustrator, Adobe Photoshop, Blender, AutoCAD- Strong attention to detail and ability to structure information- Continuous learning and practice in visualization and graphic elements (UI)Soft Skills:- Teamwork- Empathy- Enjoyment of work- Punctuality and disciplineExperience:- Designed a set of business cards for a tattoo artist currently working abroad- Various commercial projects, including website designs, brochures, presentations, and logos---Note: This resume accurately represents your actual responsibilities, experiences, and skills, and does not include any additional facts not in the original resume."
81," Here is your updated resume:---Design Journey:Started 10 years ago at the College of Arts.Experience: Worked with various clients from Europe and the USA on projects ranging from large enterprises (250,000+ employees) to e-Commerce and SaaS. Led creative teams, mentored teammates, and facilitated their growth. Experienced in the full lifecycle of IT products, processes, and methodologies of development. Confidently presented concepts and ideas to a large audience of foreign stakeholders.Skills: Team Leadership Project Management Project Estimation Resource Planning Presentation to clients Client Communication Business English Experience with enterprise-size companies Agile and Scrum Art Direction Prototyping UI/UX Design Information Architecture UML diagrams User Testing Mobile App SaaS Web Design Graphic DesignExpertise: Proficient in leading design teams, managing projects, and communicating with clients. Specialized in mobile and complex web solutions. Committed to delivering top-notch output with a focus on business and user needs. Advanced English skills for effective communication. Professional demeanor regardless of personal preferences.Goals: Seeking a company with challenging projects, a laid-back atmosphere, flexible schedule, and a focus on results. Eager to communicate with clients, lead design teams, and manage projects."
82," Here is your improved resume:Experienced Product Designer and Team Lead with: Management of 17 designers across 30+ successfully finished projects Pitching and launching 20+ design projects in a sales process Completion of ""Design Management"" and ""People Management 3.0"" courses Expertise in product design management, including planning, delegating, and reviewing Experience in managing user research projects, facilitating workshops, reporting, and conflict management Participation in sales processes as a domain expert Strong understanding of business goals, negotiation, and presentation skills Fluent in English and able to hold written communication in GermanPortfolio highlights: Product Design Manager: Human Resources project Design Manager: Crypto product UI/UX Team Lead: SaaS project Project experience in betting, healthcare, and deliveryOpen to roles as Delivery Process Design Manager or Design Team Consultant, and able to work in both outsourcing and product teams."
83," • 8 Design Awards on Behance• Honorable mention in San Francisco Design Week• Featured in Ukrainian Design: The Very Best• Contributed to the development of an Australia-based digital home loan product, from ideation to MVP, within a team of 3• Over 6 years of commercial experience in startups, fintech, organization management, crypto, insurance, and healthcare environments• Proficient in Web, Mobile, Dashboard, and Web application design• Skilled in generating hypotheses, researching, creating wireframes and prototypes, conducting usability tests, analyzing, building design systems, and leading design teams• Adept at collaborating with and managing other designers, as well as working independently• Attentive to business needs and experienced in providing best practice design advice to enhance outcomesProject Stages:• Liaise with stakeholders and product managers• Conduct research and create functionality maps• Develop process flows and low/high fidelity wireframes• Design UI and conduct research• Lead a team of 8Collaboration and Teamwork:• Mentor junior designers• Facilitate 1-on-1 meetings to address issues and define personal improvement areas• Offer feedback and support to team members"
84," Here is your improved resume:• Extensive experience in creating over several thousand full-fledged concepts and conducting hundreds of successful advertising campaigns• Former head of the design department at the largest ecommerce company in the country, where I automated design and development processes, leading to a significant increase in productivity• Founded and managed a design bureau and printing studio, hiring, educating, and training dozens of design specialists• Successfully developed multiple household appliance brands• Proficient in graphic and web design with a focus on enhancing user experience• Experienced e-commerce lead and creative designer, with a strong background in user experience design• Proven track record in electronic commerce as a senior designer, head of the design team, and art director• Skilled in trading companies as a creative designer, advertising agencies as a graphic designer, publishing and entertainment as a leading designer, and printing and product design• Expert in professional graphic and web design, brand identity creation, and promoting brands• Proficient in creating key-visuals, supervising the implementation of materials in various online and offline channels, and developing and implementing digital advertising campaigns• Strong management skills in leading designer teams and design departments• Demonstrated ability to solve complex business problems with customer and user experience analytics and introducing new business product features• Proficient in animation, motion design, and video editing• Highly skilled in layout design and print preparation• Strong ability to identify and solve complex product problems, with critical thinking, analytical skills, and negotiation skills• Emotionally intelligent and empathetic, with the ability to draw conclusions, make decisions, and learn new things easily and quickly• Seeking to join a team of enthusiasts and ambitious professionals to fully devote myself to developing and improving a company's product with a goal to conquer the world."
85," Here is your updated resume:---Digital 2D Artist & UI/UX DesignerSelf-educated \- Kyiv, UkraineI am a Digital 2D Artist and UI/UX Designer with advanced knowledge and experience working with Adobe Photoshop Beta, Illustrator, Figma, and Procreate App. I am proud of my portfolio, which showcases my skills and abilities in: Advanced knowledge and experience with Adobe Photoshop Beta, Illustrator, Figma, and Procreate App Strong technical understanding of the subject Understanding of current design and technology trends Upper-Intermediate English level Effective verbal and written communication skills Time and self-management skillsExperienceFull stack: UI/UX-Designer / Illustrator / Graphic designer (Apr 2021 - Present) UI/UX Design Adaptive design Illustration (raster/vector) Banner design Logo designUI/UX-Designer / Illustrator (Nov 2019 - Aug 2021) UI/UX Design Illustration (raster/vector)Freelance // Web-designer (Dec 2018 - Nov 2019) Web designSkills English - Upper-Intermediate UI/UX Design Adaptive design Illustration (raster/vector) Banner design Logo designTools Adobe Photoshop Adobe Illustrator Procreate App Figma MidjourneyAwards RED DOT / Brands & Communication Design (Aug 2022)I am excited to join a successful company with a friendly team, where I can showcase my skills and continue to learn and grow. I believe that there is no limit to perfection, and I am ready to work hard and give my best to one hundred percent."
86," Here is your updated resume, maintaining accuracy and including only the information from the original:---Digital DesignerExtensive experience in Marketing, with a strong background in Photoshop, Illustrator, and Figma.Skills: Color Theory, Composition, Branding, Advertising, Illustration Web ads, Social media ads, Digital Design, Digital Imagery, Digital Analytics, E-blast UI/UX design, HTML/CSS, WEBFLOW Confidence to work independently and in a team, Creative, Customer InterfacingCompleted Courses: Dare IT - PRODUCT DESIGN HILLEL (IT SCHOOL) - BASIC WEB DESIGN CASES MEDIA - FIGMA (90) CASES MEDIA - Graphic design. Composition (91)Experience: Freelance and in-house manager, collaborating with multiple international companies Advanced Figma user, working on websites, E-blasts, and more Proficient in Webflow (animation/CMS/etc.)Passion: Creating visually stunning designs that help brands growSeeking long-term partnerships and opportunities to implement knowledge and experience to make customers' lives easier.---Please note that I have removed any additional explanations or personal comments, focusing only on presenting your skills, experiences, and qualifications."
87," Digital Graphic Designer (NDA)July 2021 – Present day• Web content development• Creation of logos, posters, graphics for events• Development of infographics and landing pages• Design of small architectural forms for advertising campaigns of events• Creation of presentations, training materials, vector illustrations, and mascotsDigital Graphic & UI/UX Designer (ReevArts)July 2020 – July 2021• Designed 500+ social media content and 250+ TV graphics• Provided 1+ year of constant UI/UX design for 2 products• Conducted quality control of animators' work and storyboarding• Created illustrations for showreels and promosTechnical Graphic Designer (Polygraphy)April 2019 – July 2020• Developed designs according to customer requirements and prepared for printing• Created special layouts for T-shirts, sweatshirts, stickers, and clipping paths• Managed in-house designers' work and reviewed designs from customers• Conducted quality control of printing and cutting results• Developed technological mapsGraphic & Web (UI/UX) Designer (Freelance Design; Self-employed)April 2018 – March 2019• Created final art and files for developers and animators• Collaborated with editors and project managers• Designed presentations and assisted in creative presentations• Developed website and interface designs, prototypes, and templatesAssistant Manager (АМО1, ООО)October 2013 – June 2014• Sourced potential clients and managed client communication• Found tenders in the company's areas of activity• Analyzed the need for new parts production and their market demand• Worked with drawings, fulfilled personal orders of the head• Monitored competitors' market and prices• Maintained the company's website"
88," Here is your improved resume:ResumeDynamic junior UI/UX designer with a passion for creating seamless and visually captivating user experiences. Proficient in design software including Figma, Photoshop, and Illustrator, with a solid foundation in design principles and user-centered methodologies. Skilled in producing interactive prototypes, wireframes, and mockups to enhance user engagement and product usability. Collaborative team player dedicated to continuous learning and adapting design strategies to meet evolving user needs.Education- Completed a 6-month UI/UX design course- Additional studies in HTML/CSSProjects1. Real Estate Site Redesign Conducted research and analysis of competitors to understand successful solutions Created 3 user personas and a customer journey map based on social network and customer feedback Designed a modern and user-friendly website to attract potential customers2. Travel Web Service Analyzed the market of competitors Created user flows, wireframes, and a UI-kit Designed an adaptive web service for users to find and book excursions, tours, entrance tickets, and entertainment around the world3. Mobile Application for Booking Tables in Restaurants Successfully defended and presented the projectSkills- Proficient in Figma, Photoshop, and Illustrator- Knowledgeable in design principles and user-centered methodologies- Skilled in creating interactive prototypes, wireframes, and mockups- Experienced in conducting research and analysis- Adept at creating user personas and customer journey maps- Proficient in HTML/CSS- Collaborative team player- Quick learner- Responsible- Able to perform complex tasksJob ObjectiveSeeking a full-time position in a product company that focuses on creating digital products for everyday life and business."
89," Redesigned User Interface of Indian Cafe Web-Service and Landing Page Led the redesign of the user interface for Indian Cafe's web-service and landing page, resulting in improved user experience and engagementF.Lover Mobile App for Delivering Flowers Developed a mobile application for ordering and delivering bouquets and gifts online Provided users with personalized gift and flower recommendations based on occasion and recipient preferences Implemented features allowing users to schedule orders for specific dates and times, ensuring timely delivery for special occasionsSkills: Expertise in UX/UI design, with a focus on creating user-centered digital experiences Proficient in mobile app optimization and web-service development Strong understanding of user research, ideation, and testing processes Excellent collaboration and cross-functional teamwork skills Committed to delivering high-quality designs that prioritize user satisfaction over speedCareer Goals: Exploring UX/UI design roles that align with my passion for creating user-centered digital experiences Seeking positions that provide room for creativity and collaboration within cross-functional teams Interested in opportunities for design innovation and avoiding routine maintenance tasks Prioritizing roles that allow for thorough user research, thoughtful ideation, and testing Aiming to contribute to projects that emphasize quality over speed and prioritize user satisfaction."
90," Here is your updated resume with improved formatting and phrasing to accurately represent your experiences and skills:Projects:1. Proposed and executed two IT projects: ""Bill of materials process automation"" and ""MRP in SAP"", resulting in $34K annual savings.2. Implemented three supply projects: ""ABC and XYZ methodology for inventory stocks analysis"", ""New supplier implementation"", and ""Implementation of a new glue using scheme"", resulting in $163K annual savings.3. Executed three IT projects and seven business process improvements, such as ""SAP GUI Automation"" and ""Automation of data People cycle consolidation"", leading to 2 FTE optimization.4. Managed a students’ probation scheme, resulting in 72 participants.5. Developed and conducted trainings for over 600 attendees.Work Experience (7 years in FMCG company):- Proficient in web development process with basic knowledge of HTML/CSS/JS.- Experienced in Project Management processes, including risk-management and crisis-management.- Demonstrated people management skills, including staff performance review and personal development process support.- Proficient in negotiation with suppliers and subcontractors, building long-term cooperation.- Skilled in budget and timing planning, and implementing cost reduction strategies.- Created and controlled business processes and corresponding documentation.- Conducted remote recruitment and prepared presentations for clients and trainings for staff.- Experienced in business correspondence.Languages:- Polish – Elementary levelPreferred Work Environment:- Interesting and challenging projects- Multinational environment- Opportunities for personal and professional development- Permanent job- Friendly atmosphere"
91," Here is your updated resume:---Work ExperiencePR Team Manager, Startup Incubator Strategic planning and operational management Organization and moderation of brainstorming sessions and meetings Communication with regular partners Planning activities from start to finish, tailored to specific goals and target audiences Delegating tasks, tracking results, and ensuring timely completionProject Manager, Hack-A-Train Coordinated branding and booking of train for hackathon event Managed local marketing and application process Arranged catering and logistics Provided stationery and printed materials Oversaw all processes during the 30-hour tripProject Manager, Hack For Locals Managed local marketing and application process Secured involvement of companies and government agencies in the event Communicated with partners and secured prizes for winners Translated event texts and marketing messages from English to Ukrainian Provided on-site assistance during the eventSeeking new challenges and opportunities with a team that shares common values, product vision, positive thinking, and a strong corporate culture.---I have ensured that the new resume accurately represents your actual responsibilities, experiences, and skills, as stated in the original resume. No additional facts or information have been added."
92," RESUMEProject Coordinator, Ukraine & EurasiaBig International FMCG Company Full coordination and control of Global Point of Sale project implementation in Ukraine & Eurasia Coordinating 6 specialists across the region Point of Sales Materials Coordination and management of budgeting process across markets (Ukraine & Eurasia) and alignment with all Categories (Marketing Leaders) Preparation and communication of briefs with agencies for production and logistics of trade equipment and Point of Sales Materials Control of Point of Sales Materials and trade equipment procurement process at all stages: briefing, budgeting, production, warehousing, placing in retail Coordination of initiatives and target interventions towards Global KPIs Support for effective implementation of Global goals and priorities in cooperation with 3rd parties Communication and timing leading between Marketing and Trade marketing to deliver all materials for New Product Development point of sale materials & trade equipment production Checking and confirmation of cost estimation for design services for Ukraine and Eurasia markets Checking and confirmation of documents and payments between company and 3rd party companiesCourse Completion: IT Project Management, Projector, December 2021Career Goal: To develop project manager skills in IT and be a part of a great team."
