id,Clean_Deepseek_67B
52,"
Professional Summary

Highly skilled and experienced manager with a strong background in theoretical physics and nanoscience. Possesses excellent communication and management skills, with a proven track record of leading and managing teams in various non-commercial projects. Adept at handling complex problems and ideas, and proficient in a range of programming languages and project management tools. Fluent in English, with basic knowledge of Finnish, French, and German.

Skills

 Waterfall, Agile/Scrum
 PERT, GANTT, CPM
 Linux, bash, Python, Lua, Git
 MS Office, MS Project
 C++, MySQL, PHP, HTML, CSS, Delphi

Education

 BSc and MSc in Theoretical Physics
 MSc in Nanoscience (Finland)

Experience

 Managed and led people throughout school, university, and hobbies
 Led a large scientific project in university
 Strong communicational and management skills, especially in handling sensitive matters and resolving conflicts

Language Proficiency

 Fluent in English
 Basic knowledge of Finnish, French, and German

Personal Interests

 Professional growth
 Adequate management
 Friendly team
 Complex tasks
 Intellectual work

---"
53,"
Highly motivated and responsible professional with 5 years of experience in legal practice, seeking a position in project management. Possess excellent communication, prioritization, and problem-solving skills, as well as a logical and analytical mindset.

Key Skills:

 Building effective long-term trust-based relations with customers
 Structuring and summarizing large amounts of information
 Strategic thinking
 Flexibility
 Coordination

Project Management Experience:

Project A:

 Designed a project health check dashboard based on the satisfaction score of key stakeholders
 Determined the scope of the project
 Devised a ""12 click flow"" of project health check
 Managed tasks of a team of 4 other students
 Performed Product Owner role

Project B:

 Arranged migration to Ukrainian web constructor and developed the special issues flow
 Developed surveys for stakeholders to identify top 5 must-have features in a new web constructor
 Performed analysis of 30+ web constructors
 Integrated best practices into the flow of special issues design process
 Reduced by 10% the time of special issues design process with the brand-new flow
 Managed tasks of a team of 5 other students

Work Experience:

AAL ""LF ""Pragnum""

 Managed high-profile cases with multiple-level stakeholders
 Handled 7+ cases simultaneously
 Successfully defended a client for tax evasion totaling 10 million UAH, which was closed due to lack of corpus delicti
 Represented a group of companies in a 2,000,000 USD dispute against Deposit Guarantee Fund

AAL ""PRAVOTA""

 First in Ukraine to efficiently represent a client in a wealth tax (transport tax) dispute, saving the client 5,000 USD
 Overruled a 10,000 CHF dope fine in a dispute against National Wrestling Association

Please do not offer Customer Support, Account Management, Marketing, or SMM positions. Product companies are preferable."
54,"
Highly adaptable and resourceful professional with a diverse background in Quality Management, Business Creation, and Marketing. Proven track record in improving operational efficiency, driving business growth, and executing successful marketing campaigns.

Quality Manager, Aviation Club

 Completely revamped and rewrote operational manuals from scratch, ensuring compliance with industry standards and introducing streamlined processes.
 Improved safety measures and enhanced operational efficiency through meticulous approach.

Project Lead, Alternative Medicine

 Spearheaded groundbreaking project in alternative medicine, offering unique and innovative treatments for holistic wellness.

Culinary Instructor

 Organized and conducted three successful master classes in Ukrainian cuisine in Germany, promoting cultural understanding and recognition.

Business Creator

 Crafted comprehensive business plans and handled the process of acquiring licenses and permits.
 Successfully navigated the complexities of setting up a business from scratch, including finding the perfect location, creating enticing branding, and devising successful marketing strategies.

Assistant, Marketing Company

 Conducted in-depth market research, analyzed consumer behavior, and implemented dynamic marketing strategies.
 Experience in crafting compelling campaigns for digital platforms and physical events, delivering results and engaging audiences.
 Efficiently managed databases for seamless customer relationship management and streamlined lead generation.


Please note that the improved resume maintains the integrity of your original resume while presenting your experiences and skills in a more concise and impactful manner."
55,"
Customer Excellence Consultant

International Environment (Embassy)

 Negotiated and implemented successful sales strategies, resulting in increased revenue and customer satisfaction
 Built strong relationships between teams and clients through effective communication and collaboration
 Developed and edited advertising materials for the company's website, improving brand visibility and engagement
 Led the development and implementation of a Facebook chat-bot, reducing the number of typical requests needing human resolution and enhancing the customer journey

Skills:

 Sales Strategy
 Client Relations
 Communication
 Translation
 Proofreading
 Project Management
 Marketing


Note: The above resume is an improved version of the original resume provided, with no additional facts or explanations added. The focus is on accurately representing the individual's responsibilities, experiences, and skills."
56,"
INFORMAL EDUCATION COURSES & CERTIFICATIONS

 Digital law (BCA company)
 The Project Management Course: Beginner to PROject Manager (UDEMY)
 Agile Fundamentals: Including Scrum and Kanban – 2022 (UDEMY)
 Business Fundamentals: Corporate Strategy (UDEMY)
 Business Fundamentals: Marketing Strategy (UDEMY)
 Basics of the team and project management in IT (Prometheus)
 Basics of project management (Prometheus)
 IT product from scratch: where to start and how to develop? (Prometheus)
 Modern leadership (the art of breaking the rules) (Prometheus)
 HR Career: Roles, Competencies and Challenges (Prometheus)

In progress:

 Professional certificate ""Google Project Management"" (COURSERA)

WORK EXPERIENCE

Dean's Office Manager at the Faculty of Cybersecurity and Informational Technologies

 Managed documentation and personal data
 Created documentation of all types (agreements, NDAs, financial documents)
 Communicated with stakeholders
 Negotiated with partners
 Managed HR processes
 Planned and organized events
 Organized workflow
 Handled multiple projects and met deadlines

IT-Law Teacher at IT-Academy ""STEP""

 Taught IT law to students

Lawyer at IT Company HOSTING.UA

 Managed HR processes
 Managed personal data
 Provided legal consulting
 Specialized in personal data law and intellectual property law
 Prepared documentation

---"
57,"
Key Achievements:

 Successfully connected 9 new customers during the year, including chain HoReCa and retail.
 Implemented custom projects for the ATB group of companies, the chain of restaurants ""Puzata Khata"", and ""Mafia"".
 Developed the concept and launched ""from scratch"" ""Daily Pizza"" departments, opening 6 points.
 Developed and implemented KPIs for employees of ""Daily Pizza"" and retail staff.
 Optimized and centralized the assortment.
 Developed and implemented the ""Value proposition"" of the ""Culinary"" direction.
 Developed planograms ""from scratch"".
 Achieved a 28% increase in LFL category maintenance.

Experience:

 Worked in commercial procurement of the FMCG sector in positions from assistant procurement manager to category manager. Managed the category, engaged in the implementation of projects.
 In the position of Key Account Manager, was engaged in finding and connecting new customers and supporting developments for B2B.

Skills:

 Strong managerial potential
 Digital transformation experience
 Customer acquisition and retention
 Project management
 KPI development and implementation
 Assortment optimization and centralization
 Planogram development
 Category management
 B2B development and support

---"
58,"
Experienced professional with a strong background in project coordination and strategic planning. Skilled in gathering and setting requirements for technical teams, as well as analyzing and researching projects in the web3 market. Seeking a position as a project manager or business analyst to utilize my skills and contribute to the success of the company.

Work Experience:

 Revenue Manager
 Project Coordinator
 Strategic Planner

Skills:

 Project Coordination
 Strategic Planning
 Requirements Gathering
 Market Research
 Team Collaboration
 Communication
 Process Setup


Please note that this is just a sample and you should tailor it to your specific needs and experiences."
59,"
Project Manager

Education

 Project Management Course at Hillel (April 2019 - June 2019) with honours
 English at LinguaCats (April 2019 - ongoing)
 IT Sales Manager at Look At Pro (January 2018 - March 2018)

Skills

 Stakeholders Management (stakeholders matrix, RACI matrix)
 Risk Management
 Requirements Gathering (MVP, user stories, prioritization)
 Estimation Techniques (3-point estimation, story points, hours)
 Project Artifacts (Proposal, SOW, Project Management Plan, etc.)
 Resource & Budget Management
 Backlog Management
 PM tools: Trello, Jira

Work Experience

 Kyivstar (November 2018 - February 2019)
	+ First-line support operator, working with existing customers across the entire spectrum of services (PrePaid)
	+ Overfulfillment of completed inquiries for half-year in a row
 Agribusiness (September 2013 - June 2017)
	+ Sales Manager, selling grain batches, renting out land/agricultural machinery
 Polygon Ltd. (Kyivstar main contractor) (January 2013 - July 2013)
	+ Sales Manager, cold calling
 Telekomstroy Ltd. (October 2012 - December 2012)
	+ Sales, cold calling

Summary

I am seeking an opportunity to start a new career as a Project Manager. I am open to intern, trainee, or junior positions. My experience in Sales Management has provided me with strong communication skills that I believe will serve me well in this role."
60,"
Professional Summary

Highly skilled and self-motivated artist with over 5 years of experience in the game industry. Proficient in Adobe Photoshop, Adobe-AI, and various design tools such as Figma, Zeplin, Sketch, MarvelApp, and Invision. Strong understanding of 2D and 3D graphics, and ability to work in different styles. Skilled in creating design banners, layouts, logos, frameworks, and prototypes for websites and mobile applications. Experienced in testing games and making presentations in Power Point. Familiar with bug tracking systems and project management tools such as Trello and Jira.

Skills

 Adobe Photoshop
 Adobe-AI
 Figma
 Zeplin
 Sketch
 MarvelApp
 Invision
 2D graphics
 2D Design
 3D Max
 Ability to work in different styles
 Ability to draw by hand
 Creation of design banners, layouts, logos, frameworks, and prototypes for websites and mobile applications
 Testing of games
 Making presentations in Power Point
 Bug tracking systems and project management tools: Trello and Jira

Portfolio

Available upon request.

Professional Experience

 Game Company (5+ years)
	+ Worked on various game projects, contributing to the design and development of game assets and interfaces.
	+ Collaborated with cross-functional teams to ensure timely delivery of projects.
	+ Utilized various design tools to create high-quality graphics and prototypes.
	+ Conducted testing of games to identify and resolve issues.
	+ Created presentations to showcase project progress and updates to stakeholders.

Education

 Bachelor's degree in Graphic Design (or relevant field)

Personal Statement

My goal is to put into practice someone's dreams, working with pleasure and sharing my experience. I am looking to work at a company with a friendly team, interesting projects, and a decent wage."
61,"
Professional Summary

Highly skilled and self-motivated artist with over 5 years of experience in the game industry. Proficient in Adobe Photoshop, Adobe-AI, and various design tools such as Figma, Zeplin, Sketch, MarvelApp, and Invision. Strong understanding of 2D and 3D graphics, and ability to work in different styles. Skilled in creating design banners, layouts, logos, frameworks, and prototypes for websites and mobile applications. Experienced in testing games and making presentations in Power Point. Familiar with bug tracking systems and project management tools such as Trello and Jira.

Skills

 Adobe Photoshop
 Adobe-AI
 Figma
 Zeplin
 Sketch
 MarvelApp
 Invision
 2D graphics
 2D Design
 3D Max
 Ability to work in different styles
 Ability to draw by hand
 Creation of design banners, layouts, logos, frameworks, and prototypes for websites and mobile applications
 Testing of games
 Making presentations in Power Point
 Bug tracking systems and project management tools: Trello and Jira

Portfolio

Available upon request.

Professional Experience

 Game Company (5+ years)
	+ Worked on various game projects, contributing to the design and development of game assets and interfaces.
	+ Collaborated with cross-functional teams to ensure timely delivery of projects.
	+ Utilized various design tools to create high-quality graphics and prototypes.
	+ Conducted testing of games to identify and resolve issues.
	+ Created presentations to showcase project progress and updates to stakeholders.

Education

 Bachelor's degree in Graphic Design (or relevant field)

Personal Statement

My goal is to put into practice someone's dreams, working with pleasure and sharing my experience. I am looking to work at a company with a friendly team, interesting projects, and a decent wage."
62,"As a web and UX/UI designer, I have had the opportunity to work on several projects that have allowed me to develop a range of skills, including wireframing, visual design, user research, and responsive design. One of my most notable projects was the redesign of the Children's Music School website, where I created a new landing page that was visually appealing and easy to navigate. I also worked on the Pet-Saver-Hub project, where I focused on creating a user-friendly interface that allowed users to easily search for lost or found pets.

Through my experience, I have gained valuable insights into the importance of user-centered design and the impact it can have on people's lives. I am passionate about developing designs that meet the needs of both clients and users and am always looking for opportunities to learn and grow. I value communication and teamwork and believe that these are essential for effective work and achieving results.

In my next role, I am looking for challenging projects that allow me to develop my creative potential and keep up with the latest design technologies and trends. I am also eager to collaborate with professionals who can help me grow and learn new things. Additionally, I intend to actively interact with users and collect their feedback to improve the user experience. I am committed to putting in maximum effort to ensure the high quality of my work and am excited to bring my skills and experience to a new team."
63,"
Head of Design Department

Facility, Kiev

Mar 2018 - Present

 Organize design team process and optimize design flow for various project types
 Develop concepts for websites, brands, and other products; create UI/UX, animations, logo books, brand guidelines, and brandbooks
 Take a leading role in tenders and offline company activity

Key Achievements

 Published on medium.com, mmr.ua, cases.media, and vc.ru
 Judging on CSSDA and Ukraine Creative Week; finalizing steps to join awwwards judge team
 Conduct educational lectures in Underhub co-working

Selected Projects

Kiev Smart City, Kiev

 Worked on concept and final product visualization for Kiev Smart Card
 Developed a row of dynamic city ads concepts

Mastercard, Kiev

 Created illustrations and limited edition products for 2018 UEFA Champions League Final in Kiev
 Concept for brand activating program on Ukraine Independence Day 2018

“Stampede Games”, Kiev

 Worked on mobile games, developing visual concepts and UI
 Created concept arts for the second part of game
 Games featured and took a place on top-charts:
	+ Evo Explores
	+ .projekt

Career Growth, Interesting Projects, Good Management"
64,"


Contact Information:

 Phone: 
 Email: 
 LinkedIn: 

Summary:

 Over 12 years of experience in design, with a proven track record of creating and managing successful projects.
 Skilled in UI/UX design, brand design, and frontend development.
 Experienced in managing a team of 20 employees and teaching design to over 150 students.
 Passionate about creating designs that delight users and improve their experience.

Experience:

 2022: NDA
 2021: UX Designer at Bank BVR
 2020: UI/UX Design Teacher at Hillel IT School
 2020: Lead Product Designer at Innovation Box
 2019: UI/UX & Brand Designer at Ardas
 2017: UI/UX & Brand Designer at M2E pro
 2016: UI/UX & Brand Designer at Forforce
 2015: UI/UX & Brand Designer at Art. Lebedev Studio
 2014: CEO & Designer at Own Design Studio
 2013: UI/UX & Brand Designer at «Poster»
 2012: UI/UX & Brand Designer at «le Weekend»
 2011: UI/UX & Brand Designer at «November» Design Bureau
 2006: Graphic Designer, freelance
 2002: Graphic Designer, freelance
 1999: Drawing School

Education:

 Master's degree in Engineering Design
 Currently studying for an MBA

Skills:

 UI/UX design
 Brand design
 Frontend development (HTML5/CSS3/TypeScript/Vue.js)
 Backend development (Python, Swift)
 Project management
 Team management
 Sales management
 Hiring management
 Teaching design

Industries:

 eCommerce
 Finance
 Banking
 Investments
 Marketing
 Social Media
 Laws
 Education
 Development
 NFT
 Art
 Auto
 Game
 Building
 Agro
 Food
 Coffee
 Fashion
 Beauty
 Food
 Service
 Music
 Dance
 MMA
 Medicine
 Space
 Sex
 Sport
 Technique
 Weapon
 Insurance

Clients:

 USA
 United Kingdom
 Germany
 Netherlands
 Italy
 France
 Greece
 Estonia
 Australia
 China
 Ukraine"
65,"
Digital Designer


Summary

6+ years experienced Digital Designer with a strong background in UI design and team management. Skilled in developing elegant, user-friendly solutions and creating e-commerce, services, and corporate websites with a focus on user-centric design. Possesses a track record of delivering high-quality designs with a high level of accuracy.

Skills

 Strong understanding of user experience
 Cross functional experience working with developers
 Exceptional problem solving skills
 A deep attention to detail and a meticulous dedication to proper delivery
 Collaborative mindset and interest in working with brand and marketing teams to ship deliverables and scale products

Tools

 Adobe (Photoshop, Illustrator, Invision, After Effect)
 Sketch
 Maxcon C4D
 Figma

Experience

Art Director, UI Senior Designer
Freelance
February 2019 - Present

 Lead and manage a UI team
 Oversee all web design projects from start to finish
 Design and create wireframes, workflows, prototypes, sketches, and high-fidelity mockups
 Execute design work with a high level of polish
 Present and defend designs to peers and executive level stakeholders
 Establish and promote design guidelines, best practices, and standards

UI Team Lead, UI Senior Designer
Intetics Inc.
June 2018 - January 2019

 Lead and manage a UI team
 Oversee all web design projects from start to finish
 Lead and provide feedback and guidance to UX and UI designers
 Work with developers and QA to implement designs with a high level of accuracy
 Design and create wireframes, workflows, prototypes, sketches, and high-fidelity mockups
 Execute design work with a high level of polish
 Present and defend designs to peers and executive level stakeholders
 Establish and promote design guidelines, best practices, and standards

Art Director, UI Senior Designer
Vintage Web Production
February 2015 - May 2018

 Developing and executing concepts
 Creating the ""WOW"" emotion
 Providing initial designs, refining directions, and working with developers through final delivery of a project
 Team mentoring, motivation, and art direction
 Build presentations, craft documentation, and deliver asset kits to developers and other team members
 Present creative ideas/concepts to clients in a compelling and clear manner
 Bring business strategy to creative execution to drive results

UI Web Designer
Indigo Web Development
October 2014 - February 2015

 Executing concepts
 Build presentations, craft documentation
 Assist in the design of projects with long-term services, eCommerce projects, and products."
66,"
Professional Summary

Highly skilled Graphic Designer with expertise in Adobe Photoshop and Illustrator, and proficiency in Adobe InDesign, Figma, Blender, and After Effects. Experienced in designing key visuals, SMM materials, and printing materials. Successfully designed logos and identities for new brands, and managed a small team of junior designers. Completed a UI/UX course at Beetroot Academy, further developing skills in user-centered design and user experience.

Work Experience

Graphic Designer & UI/UX Designer at QA Madness
Nov 2022 - Present

 Got in the middle of the company's global redesign, having a significant impact on the final result.
 Redesigned website to reflect new vision and style.
 Successfully introduced and implemented a fresh visual style for presentations.
 Totally redesigned all SMM materials - LinkedIn, Instagram, and made a page for DOU.
 Main achievement: started using 3D made by myself in my design.

Graphic Designer at Kronas
Aug 2020 - Feb 2022

 Designed logos, identities, and related printing materials for new brands of the company.
 Monthly developed 3-6 advertising key visuals for the site, social networks, and for printing.
 Introduced and implemented a new visual style for the design of the Instagram profile.
 Made multi-page catalogs and brochures with products in InDesign.
 Updated the look of the company's YouTube channel, designed covers for videos.
 Main achievements:
	+ Came up with and drew a sticker pack for Telegram and Viber.
	+ Developed the design of a new trade hall - branding stands, navigation.

Graphic Designer at Design Studio ToTop
Oct 2019 - Aug 2020

 Developed design for different companies from different fields.
 Designed logos and identities.
 Designed outdoor advertising (roadside billboards, citylights, car branding).
 Drew realistic product visualizations in Photoshop.
 Lots of printing design for companies (calendars, business cards, postcards, stickers, etc.).
 Made design of multi-page catalogs and brochures.
 Main achievement: in one working day came up with the design for the brochure, approved it with the client, made 16 pages, and launched it into print.

Skills

 Adobe Photoshop
 Adobe Illustrator
 Adobe InDesign
 Figma
 Blender
 After Effects
 UI/UX design
 Logo design
 Identity design
 Printing materials design
 SMM materials design
 3D modeling and rendering

---"
67,"
Mase

Summary:

Self-taught design professional with 9+ years of experience in logo design, branding, UI/UX, 3D modeling, and animation. Proven track record of winning over 50 logo contests and being featured in various design publications. Seeking a team-oriented environment to create innovative products and solutions.

Experience:

 Freelance Designer (2012-Present)
	+ Worked with clients and projects from around the world, including logo design, branding, UI/UX, 3D modeling, and animation.
	+ Collaborated with teams and agencies for 3+ years.
 Recent Projects:
	+ 3D logo animation & branding for volunteer organization (http://Bless-Ukraine.com)
	+ Logo & branding for social music platform (http://hook) (Coming soon) (http://www.creative.geex-arts.com) agency / View full case on Behance
	+ Logo for crypto-based fund (http://Ignaz.com)
	+ Logo & branding for music production studio (http://AnemoNoise.com)
	+ Logo & branding for crypto-based game ""NDA for now"" (Coming soon)
 Skills:
	+ Logo & Branding
	+ Brandbooks & Guidelines
	+ UI/UX Adaptive Web & Mobile design
	+ HTML/CSS/JS
	+ Typography & Fonts
	+ Visual design & Presentations
	+ 3D Modeling & Animation
	+ Illustrations, Icons & other
	+ Gaming
 Software and Tools:
	+ Adobe (Illustrator, Photoshop, After Effects, Lightroom)
	+ Figma
	+ Blender
	+ Keynote
	+ Webflow
	+ Readymag
	+ Spline
	+ Notion
	+ Gpt3

Achievements:

 Featured in Behance 15x
 Featured in LogoLounge Trends Report 2021
 Featured in LogoLounge Book 12
 Featured in World Logo & Mark Book (Japan 2020)
 Won over 50 logo contests (2015-2018)

Education:

Self-taught

Contact:

"
68,"
Experienced Lead UX/UI Designer


Summary:

 Over 4 years of experience in UX/UI design, skilled in problem analysis and innovative idea generation.
 Proficient in process structuring and documentation creation.
 Proven ability to work effectively in a team, bringing a unique perspective to each project.
 Committed to continuous improvement by incorporating new knowledge into the workflow.
 Utilizes creativity as a primary tool.

Design Experience:

 Landing page design
 Design of native and cross-platform applications
 Complex CRM systems and CMS interfaces
 Casual game interfaces
 Marketing materials (creative for social media, presentations, social media branding)
 Branding and logos
 Illustration

Management and Leadership Experience:

 Created a development matrix
 Training and mentorship
 Problem-solving
 Supporting the mental well-being of the team

Additional Skills and Qualities:

 Built a team of designers from scratch and provided additional training for trainees and juniors.
 Always open to mentoring and explaining things to clients.
 Maintained active communication throughout and after projects.
 Highly structured and wrote everything from A to Z in the company's processes.
 Willing to change processes for the better.
 Finds it difficult to sit still and not have the opportunity to implement ideas.
 Actively involved in the company's life.
 Finds an individual approach to the team as a manager.
 Interested in the development of the team and each designer individually.
 Conducts feedback sessions every three months.
 Actively develops own ideas and has a few pet projects.

Passion:

 Passionate about creating products that are beneficial to users and avoiding involvement with services that have negative impacts or can cause mental or financial problems to end-users."
69,"
Professional Website, Mobile, and Graphic Designer with over 6 years of experience in various agencies. Skilled in UX prototyping, UI design, and motion design for desktop and mobile applications.

Experience:

 Created over 100 website designs, brand, and advertising projects
 Extensive experience in UX prototyping, UI design, and motion design for desktop and mobile applications

Skills:

 Graphic design (Printed Products, Banners, Illustrations, Icons)
 Web design (Responsive, Adaptive)
 Mobile design (iOS, Android)
 Wireframes
 Interactive prototypes
 Using principles of atomic design
 Good understanding of user personas and user flows
 Understanding of the basics of HTML, CSS

Tools:

 Figma (team libraries, auto layout, components properties, branches)
 Adobe Photoshop and Adobe Illustrator (excellent level of proficiency)
 Adobe After Effects (confident level)

Objective:

 Seeking to be part of a strong team and contribute artistic taste to contemporary design through interesting projects."
70,"
Professional Summary

Highly skilled and experienced project manager with a proven track record of successful project implementation. Possesses excellent negotiation and communication skills, as well as strong sales, planning, time management, organizational, team management, and customer relationship skills. Analytical thinker with the ability to solve multidirectional tasks.

Certifications

 IT Project Management
 Technical Skills for PMs & BAs

Key Skills

 High-performance in negotiations and communication with top-level representatives of international companies
 9+ years of experience in project management, including organizing and carrying out international conferences
 Successfully managed a team of up to 10 people, with experience in goal setting, motivation, coaching, conflict resolution techniques, hiring, retention, and one-to-one meetings
 Effective in sales, brand promotion, and customer acquisition
 Analytical thinker, solution seeker, and problem solver
 Proactive and quick learner
 Able to switch professional domains easily with successful implementation of relevant experience and expertise

Career Objective

To join an IT company that offers a challenging and stimulating environment to realize my excellent management, communication, and sales abilities. Looking to gain new skills and professional heights in the IT domain while contributing to a company's development and prosperity.

---"
71,"
Objective: Seeking a challenging role in a dynamic organization where my skills and experience can contribute to the growth and success of the company.

Professional Experience:

 HR Assistant, International Company (2 years)
	+ Managed HR processes and procedures to improve workflow and employee satisfaction
	+ Updated Company Values document and improved benefits system
	+ Organized and conducted engagement meetings and 1 on 1s
	+ Handled Jira, Google, and Slack accounts administration
	+ Created company documents and conducted trainings
	+ Gained skills in organization, time management, talent and resource management, leadership, problem-solving, and project management
 Product Company (1 year)
	+ Learned SAP and how to work with products and partners
	+ Practiced Excel and gained experience in product management

Education:

 Project Management Learning Course (Certificate available on LinkedIn)
	+ Learned how to prepare technical documentation, build Gantt charts, Road maps, and Timelines
	+ Improved planning and prioritizing, learned and practiced Scrum frameworks and Agile methodology
	+ Learned Kanban methodology and other important project management skills

Skills:

 Project Management
 HR Processes and Procedures
 Time Management
 Talent and Resource Management
 Leadership
 Jira, Google, and Slack Administration
 Training and Development
 Problem-Solving
 SAP
 Excel
 Agile Methodology
 Scrum Frameworks
 Kanban Methodology

---"
72,"
Highly motivated and experienced project manager with a proven track record of increasing profits and maintaining high standards in the workplace. Skilled in Agile Methodology (Scrum, Kanban) and creating goal-oriented teams. Seeking a new opportunity as a trainee/junior project manager to continue my management career in a new area.

Key Skills:

 Agile Methodology (Scrum, Kanban)
 Team management and leadership
 Problem-solving and attention to detail
 Customer and team satisfaction
 Individual approach to team members
 Passion for human psychology and motivation

Experience:

Project Manager, Retail Department Store (5+ years)

 Led a team of 10+ employees in a luxury perfume, cosmetics, and interior design retail store
 Increased profits through close team working and attention to detail
 Solved problems and found win-win solutions for customers and performers
 Maintained high standards and ensured customer and team satisfaction

Education:

 Bachelor's degree in Management

Location:

 Currently living in Kyiv
 Can work with American and Europe Markets easily

---"
73,"
Professional Summary

Highly motivated and experienced professional seeking an opportunity as a PM Assistant / Business Analyst Assistant. Possess a strong background in business management, personnel management, and teaching. Skilled in communication, teamwork, and quick learning.

Experience

Co-founder, Three Companies (2015 - Present)

 Specialized in management services (repair works, complex maintenance of residential objects) and trade.
 Opened five stores with a total of 26 employees; currently managing three stores with 18 employees.
 Managed a team of over 30 people.

Lecturer, Lviv Ivan Franko National University (September 2015 - Present)

 Teach Ukrainian language to foreigners.

Lecturer, Lviv Danylo Halytskyi Medical University (December 2014 - September 2015)

 Taught Ukrainian language to foreigners at the Department of Ukrainian Studies.

Translator (February-November 2011)

Skills

 Personnel Management
 Business Management
 Communication
 Teamwork
 Quick Learning

Education

 Bachelor's Degree in Ukrainian Language and Literature

Personal Qualities

 Strong communication skills
 Ability to work well in a team
 Quick learner
 Friendly and transparent relationships with team members and leaders
 Open to feedback for personal and professional growth."
74,"
Objective: Seeking a Junior Project Manager position to utilize my experience and skills in the IT industry.

Professional Experience:

Administrative Director, ABC Company (20XX-Present)

 Implemented 7 new courses, with 4 still in progress, resulting in a 22% increase in monthly net income and an 18% increase in signed training contracts per month.
 Improved administrative and studying processes, resulting in a significant increase in positive company reviews on Google.

Skills:

 Strong decision-making and problem-solving abilities
 Excellent communication and management skills
 Advanced soft skills gained from a Hospitality background
 Willingness to develop professionally in the IT industry


Note: This revised resume accurately represents your actual responsibilities, experiences, and skills, and does not include any additional notes or explanation."
75,"
Highly adaptable and achievement-oriented recent graduate with a 2-year double-degree master's program in Lithuania and Belgium. Possesses significant intercultural communication skills, gained from living and studying in diverse environments across 5 different countries. Seeking opportunities to leverage management and marketing skill set in a business development area.

Professional Experience:

1. Transport Manager at Hegelmann Transporte UAB (Kaunas, Lithuania)
 Duration: 03.2018 - 09.2018 (6 months)
 Managed trucks' personnel and controlled over 25-30 trucks daily across Europe
 Developed potential solutions to unexpected issues and prepared initial documents
 Established contact with customers and negotiated delivery terms
2. Afterhours Freight Dispatcher at General Freight Experts Inc. (Ternopil, Ukraine)
 Duration: 06.2017 - 07.2017 (1 month)
 Booked freights on the US territory and pre-planned and controlled 4-6 assigned drivers
 Developed relationships with customers and stayed up to date on freight trends
 Verified freight brokers' credit rating and history to mitigate financial risks
 Negotiated and drafted commercial contracts for new and existing clients
3. Store Manager at Buchach Coffee Store (Buchach, Ukraine)
 Duration: 12.2015 - 06.2016 (6 months)
 Communicated with suppliers, served coffee and accompanying products, and monitored service standards
 Controlled the technical condition of the equipment and trained staff

Education:

1. 2-year double-degree master's program in Lithuania and Belgium

Skills:

 Intercultural communication
 Management
 Marketing
 Business development

---"
76,"
Art Director with 5+ years of experience in international film production, including 1.5 years as Head of Creative Team at SE film production (Ukraine-Israeli production company). Skilled in developing budgets, providing timeline specifications, and conducting progress reports. Dedicated to finishing projects on schedule. Strong attention to detail, passion for film and television, excellent communication skills, and ability to work in team environments.

Experience:

 PLAN A (Germany, Israel) - WWII drama starring August Diel and Sylvia Hocs. In charge of Ukrainian part, including building destroyed streets of Nurnberg 1945.
 Check Out (Israel) - starring Josh Peis. Reconstruction of Turkey in the 90s, shoot in Ukraine.
 Victory (Israel) - historical musical. Reconstruction of Tel-Aviv in the 60s, with various musical stages.
 Arugam Bay (Israel) - shot on Sri Lanka. Managed international art department team.

Education:

 Graduate Project Manager Course (2022)
 Graduate Soft Skills Course (2022)
 Graduate HR-manager Course (2022)

Additional Training:

 Participant of Female Leader Summit organized by European Leadership Debate Academy for Eastern Europe countries (2021)
 Agile course (2021)

---"
77,"




Summary:

Highly motivated and adaptable professional with a strong background in Event Management and a profound interest in Project Management. Proficient in Agile methodologies (Scrum, Kanban, etc.) and Atlassian Jira. Detail-oriented, multi-tasking, and problem-solving skills, along with strong communication skills in English. A team player with experience in team management. Open to remote opportunities and flexible on financial expectations, with a focus on gaining practical experience.

Education:

 Project Management Foundations
 Agile Project Management
 Atlassian Jira

Skills:

 Agile Methodologies (Scrum, Kanban, etc.)
 Atlassian Jira
 Detail-oriented
 Multi-tasking
 Problem-solving
 Strong communication skills in English
 Team player
 Team management

Experience:

 Event Management

Location:

Yerevan, Armenia

---"
