id,CV
46,"Vogue Hotel Bodrum 2020-2022
Assistant Manager
Results – as a result of my team and my efforts, Vogue Hotel Bodrum Kids Club has been receiving the highest reviews and ranking at the top of TripAdvisor in comparison with the 2020 season.

Vogue Hotel Bodrum 2018-2019
Chief Kids Club
Results – the popularity of the Kids Club in the Hotel increased by 15% in 2019. 
Productivity of the animators I oversaw was increased by 20%. I got promoted to a supervisor position.
Vogue Hotel Supreme Bodrum, Turkey  Assistant Manager
2020 - 2022
Planning, organizing and managing all day-to-day administrative activities, including schedules, reports, surveys, performance reviews and staffing
The decision-making on methodological, administrative, and financial issues
Inventory of goods in a warehouse
Gathering, analyzing, and monitoring  attendance data;
Searching, attraction, selection, interviewing candidates.

Rainier Transportation Inc Logistic
HR Manager in American Logistic Company
2019 - 2020
Searching, attraction, selection of drivers for the transportation of goods;
Posting information about a vacant position in the media;
Interviewing candidates;
Collection of necessary documents, entering into the system;
Solving difficult situations during loading and unloading;
Telephone support.

Vogue Hotel Supreme Bodrum, Turkey 
Chief for Attendants
2015-2016; 2018-2019
Managed animator's duties;
Organized day-to-day activities and schedules;
Staff training and mentoring;
HR administration.

Beauty Salon, Ukraine
Director
2017 - 2018
Development of the name, logo, marketing;
Development of loyalty programs;
Search for suppliers of consumables;
Management accounting;
HR administration;
Maintaining the customer base;
Cash flow management;
Problem resolution.

StartUp «Babyliss», Ukraine
Project Manager
2016 - 2017
Keeping primary documentation;
Development of the name, logo, marketing;
Searching fabric suppliers;
Development of prints on clothes; 
Forming costs;
Control duties subordinates;
HR administration.

LLC «ERGOTEK», LLC «DREAM FOODS», «FISHMATIK», Ukraine  
Accountant
2012 - 2015
Compliance with director’s instructions;
possession of specialized accounting software package Microsoft Office;
 cash flow management;
 banking operations;
 HR administration;
preparation of financial reports for management;
 accounting and tax accounting;
 support of foreign trade activities;
reconciliation and settlements with suppliers and customers;
keeping primary documentation; 
analysis of accounts receivable and payable.
"
47,"Self-made business (hiring 7 people) - postal delivery.
*Volunteer during russian war against Ukraine: 
Feb 2022 - nowadays
Collecting funds for the UA army (40.000$ donated); production of trench candles; forwarding help for displaced people; sending postcards to global leaders by mail & active social networks for international followers to keep focus on helping Ukraine; etc.  

*Founder of 2 “Meest” postal-logistic departments in Netishyn & Slavuta:
June 2020 – nowadays

*Co-founder of “Eco-Farm” in Netishyn: 
Sep 2017 – Dec 2021

*Leader during Ukraine’s Presidential, Parliamentary & local elections in Netishyn: 
Feb 2019 - Oct 2020 

*Organized charity project between Finland and Ukraine: Apr 2012
Provided 15 tons of medical equipment for Ukrainian people with limited abilities and for the hospitals 

*Bachelor degree in “Environmental Engineering”
Tampere University of Applied Sciences, Finland (2011-2015)
*“Spatial Planning and Environmental Management”
Dublin Institute of Technology, Ireland (Erasmus exchange, 2013)
I am new to IT;  but I want to develop & learn. From experience - I am a project manager. I think I can implement my expertise into IT. 

I live in Netishyn; able to move to another city."
48,"Ensured open communication with the development team, management, users and other stakeholders to address their needs and wishes in the project. Implemented a number of effective measures to resolve the crisis situation, which led to the restoration of the project in a record time
VR Workplace
The project consisted in creating a virtual office for a global communications holding uniting employees from all over the world. The goal was to create an innovative way for distributed teams to communicate and collaborate. Implemented an effective project tracking and control system that improved understanding of project status and helped avoid delays and budget overruns.
Developed and implemented a project performance evaluation system, which allowed timely identification of problems and corrections.
Ensured a high level of customer or stakeholder satisfaction through a high standard of project execution and meeting their needs.
Identified and managed potential risks in the project, which helped to prevent problems and maintain good performance indicators.
Automated the monitoring and reporting process, which resulted in a 30% reduction in reporting time and increased data accuracy.
Exactly what I don't want to do is routine work without the possibility of creative expression. also not ready to work for low pay. I don't want to stay at the same level of career development"
49,"As Social Marketing Manager at Art and Health HUB by ZELO I developed and executed creative social media campaigns that led to a 30% increase in event registrations and participation. Also I Implemented a customer support system on social media, reducing response time to customer. 

My accomplishments as Head Of Branch at PrivatBank was a proactively addressed and resolved customer issues and concerns, resulting in a 90% customer satisfaction rate and improved retention of micro-business clients. Provided expert guidance and support to clients of micro-businesses, assisting them in making informed financial decisions and fostering long-term business relationships.
Was a team leader in the project ""BabyHealthyBite”. 
Description of the project: the goal of this project is to develop a user-friendly mobile application that offers valuable guidance and resources to parents and caregivers regarding healthy baby food choices and the introduction of complementary foods.
All services in one application.
- formation of the roadmap;
- organizational structure;
- project budgeting;
- mind map;
- project backlog creation;
- SOW of the project;
- value proposition;
- building customer journey map

Social Marketing Manager 
January 2023 - until now

- Develop and execute social media strategies across Facebook, Instagram
- Create and curate engaging social media content
- Analyze social media data to inform content and campaign
decisions
- Manage social media campaigns
- Build relationships with social media influencers and manage influencer partnerships
- Write copy for social media posts
- Monitor and moderate community conversations, addressing customer inquiries and concerns in a timely manner
- Stay up-to-date with social media trends and best practices, and continuously bring new ideas and suggestions to the team


Head Of Branch at a Bank
September 2015 - Dec 2022

- Organized the working flow of the branch, ensuring that all
operational processes were efficient and effective.
- Controlled the fulfillment of different standards, maintaining compliance with legal and regulatory requirements.
- Worked with legal bodies and individuals to resolve issues and address concerns.
- Consulted with clients of micro-businesses, providing guidance and support.
My expectations for the role of Project Manager:
I am not looking to be heavily involved in programming or software development aspects of the projects.
I prefer a role that focuses on project management, planning, and coordinating project teams effectively.
I expect to work collaboratively with cross-functional teams, fostering clear communication and efficient project delivery.
I am looking for a supportive environment that values professional growth and encourages learning opportunities for continuous improvement.

I offer as a Project Manager:
Strong leadership skills to effectively guide and motivate teams to achieve project goals. Excellent analytical and strategic abilities to address project challenges and make data-driven decisions. Effective communication and interpersonal skills, enabling seamless collaboration with stakeholders and clients. Organizational skills to manage multiple tasks and responsibilities, adhering to project timelines and objectives."
50,"
Was engaged in the creation of the web site – online resource for law consulting:
- participation in the creation of the web site in cooperation with the team of developers;
- participation in design making of the web site;
- participation in the development of the logical structure of the web site performance;
- administration of the clients of the resource;
- administration of the cases which are worked out on the website.

Pro Bono Lab manager (within Ukrainian Access to Justice School of Practice).
Responsible for managing the Pro Bono Lab platform. It includes gathering requests from non-governmental organizations and finding legal support from socially responsible pro bono partners (law and audit business).

Was responsible for creation of the Learning course for social initiatives and NGOs from law and audit business experts: 
- research for the most interesting and desirable for social initiatives topics;
- engaging experts from law and audit firms;
- development of the course modules structure;
- development of test cases;
- participation in the filming process;
- administrating of the first run of students (30 participants);
- transformation the learning course materials into SCORM-package in order to place the learning course on the Learning Management System.
"
51,"Created my own IT company and led it for 8 years. 
Now want to try something else. 
People working under my lead up to 15. 
Teams working together up to 3. Managers working in my company up to 3. 
Now my company has 1 manager and 5 full-time developers, and 1 product project.
Was practicing and learning scrum on the way. Other agile methodologies. We used also task tracking systems like Asana, Trello, and GitHub. 
Versioning systems like git. 

Was working from time to time with WebGL and three.js, babylong.js
Have not much experience with react.js and vue.js
3 years of experience with PHP, not much with PHP frameworks. 

I want to build and learn how to build successful teams. Motivate people. Create goals and plans together. Do reconciliation sessions on how to become better every next round.
I want to build and learn how to build successful teams. Motivate people. Create goals and plans together. Do reconciliation sessions on how to become better every next round. 

I can do project time and money estimation based on my experience. 
Can help the team to search for technical solutions in the most complicated cases during our workflow. 
Can lead scrum meetings and will teach another scrum muster among the group."
52,"I have a vast experience of managing people in non-commercial projects - I've managed and lead people throughout all my life: in school, university (managed a large scientific project), in my hobbies; all this experience makes me confident that I have very strong communicational and management skills, especially in handling sensitive matters and resolving conflicts. My education consists of earning BSc and MSc in Theoretical Physics and another MSc in Nanoscience (in Finland), where I've mainly focused on numerical modelling, so I'm pretty good at handling complex problems and ideas. Recently I've decided that my passion for managing people and for IT far outweigh my passion for science, hence the desire to switch.
Waterfall, Agile/Scrum, basics of PM (PERT, GANTT, CPM, etc.), Linux, bash, Python (vastly used for scientific purposes), Lua, Git,  MS Office, MS Project, very fluent, articulate English, basic Finnish and French, ~B1 level German, also have some experience with: C++, MySQL, PHP, HTML, CSS, Delphi
Профессиональный рост. Адекватный менеджмент. Дружелюбный коллектив. Сложные задачи. Определенно хочу заниматься интеллектуальной работой - мне нужны проблемы и задачи, к которым я бы мог находить красивые решения"
53,"• Result-focused, with a high level of personal motivation, responsibility, and self-organization.
• Building effective long-term trust-based relations with customers.
• Logical, analytical mindset, ability to structure and summarize large amounts of information.
With 5 years of excellent communication, prioritization, and problem-solving in legal practice, I`m excited to use these skills. I`m confident I can boost the quality of project management with strategic thinking, flexibility, and coordination.

PROJECT MANAGEMENT EXPERIENCE:

Project - A 
Problem - develop a solution for an outsourcing IT company to measure and trade against the client's and development team's satisfaction KPIs in a timely manner.
Solution – designed project health check dashboard based on the satisfaction score of key stakeholders.
- determine the scope of the project;
- devised “12 click flow” of project health check;
- designed a project health check dashboard based on the satisfaction score of key stakeholders;
- managed tasks of a team of 4 other students;
- performed Product Owner role.

Project - B
Problem – organize the development of special issues and migration from Tilda for the top 3 news agencies. 
Solution – arranged migration to Ukrainian web constructor and developed the special issues flow.
- developed surveys for stakeholders that allow us to find out the top 5 must-have features in a new web constructor;
- performed analysis of 30+ web constructors;
- integrated best practices into the flow of special issues design process;
- reduce by 10% the time of special issues design process with the brand-new flow;
- managed tasks of a team of 5 other students.

WORK EXPERIENCE:

AAL «LF “Pragnum” 
2019-Present 
- managed high-profile cases with multiple-level stakeholders;
- be in charge of 7+ cases simultaneously;
- defended client for tax evasion totaling 10 million UAH has been closed due to lack of corpus delicti;
- successfully represented a group of companies on 2, 000 000 USD dispute  against Deposit Guarantee Fund;

AAL “PRAVOTA” 
April 2016 – January 2019
- first in Ukraine efficiently represented the client in a wealth tax (transport tax) dispute, saved for the client 5, 000 USD;
- overruled a 10, 000 CHF dope fine in the dispute against National Wrestling Association.
Please do not offer Customer Support, Account Management, Marketing, or SMM positions.
Product companies are preferable."
54,"In my previous role as a Quality Manager at an Aviation Club, I completely revamped and rewrote the operational manuals from scratch, ensuring compliance with industry standards and introducing streamlined processes. This meticulous approach resulted in improved safety measures and enhanced operational efficiency.
Beyond the aviation realm, I embraced the opportunity to explore alternative medicine. I spearheaded a groundbreaking project in the field of alternative medicine, offering unique and innovative treatments to individuals seeking holistic wellness solution.
I managed to organize three successful master classes in Ukrainian cuisine in Germany. These workshops demonstrated the richness of Ukrainian culinary traditions, the ability for cultural understanding and recognition. The overwhelming response from my positive attendees strengthened the commitment to developing intercultural connections.
With a background as a Quality Manager at an Aviation Club, I honed my skills in ensuring compliance with safety standards and aviation regulations. From developing quality control processes to conducting inspections and audits, I thrived in creating and implementing strategies to improve operational efficiency while prioritizing the utmost safety for all.

But my journey doesn't stop there. I also have a remarkable track record in Human Resources and Business Creation. From crafting comprehensive business plans to handling the intricate process of acquiring licenses and permits, I have successfully navigated the complexities of setting up a business from scratch. My strategic mindset and attention to detail have been instrumental in finding the perfect location, creating enticing branding, and devising successful marketing strategies. I love the challenge of building something meaningful and watching it come to life.

As an Assistant in a Marketing Company, I seamlessly transitioned into the realm of marketing. Working closely with a talented team, together we conducted in-depth market research, analyzed consumer behavior, and implemented dynamic marketing strategies. From digital platforms to physical events, I have experience in crafting compelling campaigns that grab attention, engage audiences, and deliver results. With a keen eye for detail and exceptional organizational skills, I efficiently managed databases, ensuring seamless customer relationship management and streamlined lead generation.

My diverse experiences have equipped me with a unique set of skills that can be invaluable in various roles. I am adaptable, resourceful, and always ready to take on new challenges. Whether it's ensuring quality control, driving business growth, or executing successful marketing campaigns, I am dedicated to delivering excellence.
"
55,"
Worked as a customer excellence consultant in the international environment (embassy), I found myself more confident in negotiating, creating and implementing successful sales strategies along with exams registration and building a strong relations between teams. My job was mostly about fruitful communication with clients, besides, I was always eager to develop my skills in translating and proofreading. As a result, I was responsible for creating and editing advertising materials for the company’s website. Other than that, the project I have developed and implemented was Facebook chat-bot. This deliverable I have done with the help of Marketing team. The launch of this product significantly improved the customer’s journey, it helped to decrease the number of typical requests needed to be resolved by a person. 
As for now, my goal is to join friendly and creative team, where I would be able to obtain and develop my skills in Project Management, learn new tactics and tools in order to build a strong and proactive liaison with client helping company to grow.
"
56,"INFORMAL EDUCATION COURSES SERTIFICATION

· Digital law (BCA company)
· The Project Management Course: Beginner to PROject Manager (UDEMY)
· Agile Fundamentals: Including Scram and Kanban – 2022 (UDEMY)
· Business Fundamentals: Corporate Strategy (UDEMY)
· Business Fundamentals: Marketing Strategy (UDEMY)
· Basics of the team and project management in IT (Prometheus)
· Basics of project management (Prometheus)
· IT product from scratch: where to start and how to develop? (Prometheus)
· Modern leadership (the art of breaking the rules) (Prometheus)
· HR Career: Roles, Competencies and Challenges (Prometheus)

In progress:
Profesional certificate ""Google Project Management"" (COURSERA)
Worked at the faculty of cybersecurity and informational technologies as a dean`s office manager, my responsibilities were:
 - Working with documentation and personal data
 - Creation of documentation of all types (agreement, nda, financial documents)
 - Communication with stakeholders
 - Negotiation with partners
 - HR management
 - Event planning and organization
 - Organization of the workflow
 - Ability to handle multiple projects and meet deadlines

Also worked as an IT-law teacher in IT-academy ""STEP""

Before starting the work at the faculty, I worked as a lawyer at IT company HOSTING.UA, my responsibilities were:
 - HR management
 - Personal data management
 - Legal consulting
 - Personal data law
 - Intellectual property law
 - Preparing of the documentation
"
57,"Key achievements:
Connection of 9 new customers during the year, including chain HoReCa and retail.
Implementation of custom projects for the ATB group of companies, the chain of restaurants ""Puzata Khata"", ""Mafia"".
Development of the concept and launch ""from scratch"" of ""Daily Pizza"" departments (opened 6 points).
Development and implementation of kpi for employees of ""Daily Pizza"" and retail staff.
Optimization/centralization of assortment.
Development and implementation of the ""Value proposition"" of the ""Culinary"" direction.
Development of planograms ""from scratch"";
28% increase in LFL category maintenance
Worked in commercial procurement of the FMCG sector in positions from assistant procurement manager to category manager. Managed the category, engaged in the implementation of projects.

In the position of Key Account Manager, was engaged in finding and connecting new customers and supporting developments for B2B.
I want to transform the experience of the fmcg sector into digital and fully reveal my managerial potential."
58,"
Worked on a variety of projects that required close cooperation with the team. For a long time I was part of a team that searched and analyzed projects on the web3 market. During this period of time I gathered and set requirements for the technical team for further implementation of the project. Also had experience in strategic planning of project development in different foreign markets. 
The last position I held was a revenue manager. 
I want to develop in the direction of management. Interested in the position of project manager or business analyst.
Of course, I was not a project manager or a business analyst, I did not use trend techniques in my work, and I did not use the techniques that are needed to work in these specialties, but be sure that if you hire me, I will quickly learn all the relevant tools and bring benefits to the company
I expect from this work a direct impact on the welfare of the company and the stand myself as a professional. Im interesting to communicate with people, set up processes and create something new that will have a global impact on people's lives and help them"
59,"Finished Project Manager course at Hillel with honours.

Overfulfillment of completed inquiries for half-year in a row while working in Kyivstar.
Work Experience:

1. Kyivstar (November 2018 - February 2019)
First-line support operator: working with existing customers across the entire spectrum of services (PrePaid)

2. Agribusiness (September 2013 - June 2017)
Sales Manager (selling grain batches, renting out land/agricultural machinery)

3. Polygon Ltd. (Kyivstar main contractor) (January 2013 - July 2013)
Sales Manager (сold сalling)

4. Telekomstroy Ltd. (October 2012 - December 2012)
Sales (сold сalling)

Related Additional Education:

- English at LinguaCats (April 2019 - goes on)

- Project Management at Hillel (April 2019 - June 2019)
Obtained knowledge:
1. Software development models, methodologies, frameworks.
2. Stakeholders Management (stakeholders matrix, RACI matrix).
3. Risk Management.
4. Requirements Gathering (MVP, user stories, prioritization)
5. Estimation Techniques (3-point estimation, story points, hours)
6. Project Artifacts (Proposal, SOW, Project Management Plan, etc.)
7. Resource & Budget Management.
8. Backlog Management.
9. PM tools: Trello, Jira.

- IT Sales Manager at Look At Pro (January 2018 - March 2018)
I am looking for an opportunity to start new career as Project Manager. Either intern, trainee or junior position is fine for me.

I have sufficient experience in Sales Management, which hopefully would serve me well in communications."
60,"
•   Possession of Adobe Photoshop, Adobe-AI, skills of working with a graphic tablet;
•   UI/UX ;
•.  Figma, Zeplin, Sketch, MarvelApp, Invision;
•   2D graphics (understanding of pixel and vector graphics and their specifics);
•.  2D Design;
•.  3D Max;
•   Ability to work in different styles;
•   Ability to draw by hand;
•   Creation of design banners, layouts, logos, frameworks and prototypes for websites and mobile applications;
•   Testing of games;
•   Making presentations in Power Point;
Availability of portfolio;
Bug tracking systems and project management tools: Trello and Jira.
I'm self-motivated artist with a strong skills at game industry. I have more 5 years experience in game company, and now, I want to broaden my world with interesting projects, to share own experience and to acquire new skills and knowledge.
So, my goal is putting into practice somebody's dreams, in so doing, working with pleasure.
I would like to work at company with friendly team, interesting projects and a decent wage."
61,"
•   Possession of Adobe Photoshop, Adobe-AI, skills of working with a graphic tablet;
•   UI/UX ;
•.  Figma, Zeplin, Sketch, MarvelApp, Invision;
•   2D graphics (understanding of pixel and vector graphics and their specifics);
•.  2D Design;
•.  3D Max;
•   Ability to work in different styles;
•   Ability to draw by hand;
•   Creation of design banners, layouts, logos, frameworks and prototypes for websites and mobile applications;
•   Testing of games;
•   Making presentations in Power Point;
Availability of portfolio;
Bug tracking systems and project management tools: Trello and Jira.
I'm self-motivated artist with a strong skills at game industry. I have more 5 years experience in game company, and now, I want to broaden my world with interesting projects, to share own experience and to acquire new skills and knowledge.
So, my goal is putting into practice somebody's dreams, in so doing, working with pleasure.
I would like to work at company with friendly team, interesting projects and a decent wage."
62,"
As a web designer, I had the opportunity to work on several projects that involved both website redesign and UX/UI design. One of the projects that I worked on was the redesign of the Children's Music School website. The main goal of this project was to create a new landing page for the website that would be visually appealing and easy to navigate.

To achieve this goal, I first conducted a thorough analysis of the existing website to identify its strengths and weaknesses. Based on my findings, I created a detailed wireframe of the new landing page, which included a news block and a prominent call to action. I also paid close attention to the color scheme and typography of the new design, ensuring that they were both consistent with the school's brand identity.

Once the wireframe was approved, I began working on the visual design of the landing page, paying close attention to the user experience. I made sure that the page was easy to navigate and that all the important information was easily accessible to the user. I also incorporated responsive design principles to ensure that the page looked great on all devices.

Another project that I worked on as a UX/UI designer was Pet-Saver-Hub, a web service project for rescuing lost and found animals. In this project, my main focus was on creating a user-friendly interface that would allow users to easily search for lost or found pets.

To achieve this, I conducted user research to identify the key pain points that users experienced when trying to find lost or found pets. Based on this research, I created a detailed user flow and wireframe of the website, ensuring that the user interface was intuitive and easy to navigate. I also incorporated interactive elements, such as a map feature, to make it easier for users to find lost or found pets in their area.

Overall, my experience as a web and UX/UI designer has allowed me to develop a range of skills, including wireframing, visual design, user research, and responsive design. Through my work on projects such as the Children's Music School website redesign and Pet-Saver-Hub, I have gained valuable experience in developing user-friendly designs that meet the needs of both clients and users.
I would like to have the opportunity to develop my skills in UI/UX design and contribute to projects that have significance and impact people's lives. I am expecting to collaborate with professionals who can help me grow and learn new things. I would be delighted to participate in challenging projects that allow me to develop my creative potential and keep up with the latest design technologies and trends. I value communication and teamwork, which ensure effective work and achieve results.
Furthermore, I intend to actively interact with users and collect their feedback to improve the user experience. I understand that creativity and attention to detail play a crucial role in the design process and I am ready to put in maximum effort to ensure the high quality of my work."
63,"Over 50 Websites
More than 30 Logotypes
4 Mobile Apps
3 Games
1 Social Network
Facility, Kiev — Head of Design Department
Mar  2018 - Present
Organising design team process, optimisation of design flow for different project types. Developing concepts for websites, brands and other products; creating UI/UX, animations, logo books, brand guidelines and brandbooks. Taking a leading role in tenders and offline company activity.
- Publications on medium.com, mmr.ua, cases.media, vc.ru;
- Judging on CSSDA, Ukraine Creative Week. Now on the final stones to joining awwwards judge team;
- Educational lectures in Underhub co-working.

Kiev Smart City, Kiev 
Work on concept and final product visualisation for Kiev Smart Card. Developing a row of dynamic city ads concepts.

Mastercard, Kiev
Creating illustrations and limited edition products for 2018 UEFA Champions League Final  in Kiev, concept for brand activating program on Ukraine Independence Day 2018.

“Stampede Games”, Kiev
Worked on mobile games, developing visual concepts and UI. Creating concept arts for the second part of game. 
Games that were featured and took a place on top-charts:
- Evo Explores
- .projekt
Возможность карьерного и финансового роста, интересные проекты, хороший менеджмент."
64,"• More than 12 years of experience in design.
• In total, more than 300 projects have been created, including:
• More than 30 products from scratch.
• More than 30 mobile applications.
• More than 80 websites.
• More than 100 logos and corporate styles.
• Creating and managing my own studio (20 people).
• Taught more than 150 students in UI/UX & brand design.
• Speaking at a Dribble & etc. conferences.
• Master's degree in “Engineering Design”.
• Studying for MBA Now.
Hi,

Design is my life.
I enjoy every pixel I create, every user delight and ah-ah moments. My dream is that design is taught in schools. If you need someone who will take your project apart, find the weak points, and improve it to perfection – that's me.

I had my own studio with 20 employees, with built processes for sales, management, hiring, and project creation. But I closed it in order to do what I loved: creating designs on my own.

I try not to do development, but to better understand how design works and understand that I took courses in frontend (HTML5/CSS3/TypeScript/Vue.js) and backend (Python, Swift).

Unfortunately, the lion's share of my best work is under a nondisclosure contract. But at an interview I am willing to show some of them (in the direction you are interested in).

2022 — NDA
2021 — UX Designer in Bank BVR
2020 — UI/UX Design Teacher in Hillel IT School
2020 — Lead Product Designer in Innovation Box
2019 — UI/UX & Brand Designer in Ardas
2017 — UI/UX & Brand Designer in M2E pro
2016 — UI/UX & Brand Designer in Forforce
2015 — UI/UX & Brand Designer in Art. Lebedev Studio
2014 — CEO & Designer in Own Design Studio
2013 — UI/UX & Brand Designer in «Poster» 
2012 — UI/UX & Brand Designer in «le Weekend»
2011 — UI/UX & Brand Designer in «November» Design Bureau
2006 — Graphic Designer, freelance
2002 — Make Cartoons in Paint :)
1999 — Drawing School

The industries I worked with: eCommerce, Finance, Banking, Investments, Marketing, Social Media, Laws, Education, Development, NFT, Art, Auto, Game, Building, Agro, Food, Coffee, Fashion, Beauty, Food, Service, Music, Dance, MMA, Medicine, Space, Sex, Sport, Technique, Weapon, Insurance

I was creating design for a clients from: USA, United Kingdom, Germany, Netherlands, Italy, France, Greece, Estonia, Australia, China & Ukraine.
"
65,"My strength is to build and manage the UI design team. At my previous job as a lead I builded strong UI team with good result. The whole team in one year has been implementing designs with a high level of accuracy.
6+ years experienced and detail-oriented Digital designer with a knack for conceptualizing and delivering elegant, user-friendly solutions effectively and efficiently. Highly skilled in developing WOW websites with strong visual and brand storytelling. Possesses a track record of creating e-commerce, services and corporate websites with user-centric solutions for achieving breakthrough efficiency and driving client satisfaction.

My skills
- Strong understanding of user experience
- Cross functional experience working with developers
- Exceptional problem solving skills
- A deep attention to detail and a meticulous dedication to proper delivery
- Have collaborative mindset and interest in working with brand and marketing teams to ship deliverables and scale products

Tools
- Adobe (Photoshop, Illustrator, Invision, After Effect)
- Sketch
- Maxcon C4D
- Figma

EXPERIENCE
Art Director, UI senior designer | Freelance February 2019 - Present

UI team lead, UI senior designer | Intetics Inc.
June 2018 - January 2019
 - Lead and manage a UI team
- Oversee all web design projects from start to finish; lead and provide feedback and guidance to UX and UI designers; work with developers and QA to implement designs with a high level of accuracy
- Design and create wireframes, workflows, prototypes, sketches and high-fidelity mockups
- Execute design work with a high level of polish, creating production level assets sized appropriately to desktop, tablet, and mobile screens
- Present and defend designs and key milestone deliverables to peers and executive level stakeholders
- Establish and promote design guidelines, best practices and standards


February 2015 — Mai 2018
Art Director, UI Senior designer | Vintage Web Production
Main responsibilities:
- Developing and executing concepts
- Creating  the “WOW” emotion 
- Providing initial designs, refining directions and working with developers through final delivery of a project
- team mentoring, motivation, art-direction
- Build presentations, craft documentation, and deliver asset kits to developers and other team members
- Present creative ideas/concepts to clients in a compelling and clear manner
- Bring business strategy to creative execution to drive results

UI Web designer | Indigo Web Development
October 2014 - February 2015
Main responsibilities:
- Executing concepts
- Build presentations, craft documentation
- Assist in the design
- projects with long term
- services, eCommerce projects 
- products"
66,"⊳ Started using 3D made by myself in my design.
⊳ Have a loooot of experience designing key visuals, SMM and printing materials.
⊳ Successfully designed logos and identities for new brands.
⊳ Managed a small team of two junior designers.
⊳ Created custom sticker pack for Telegram and Viber.
⊳ Completed a UI/UX course at Beetroot Academy, further developing skills in user-centered design and user experience.
Worked as Graphic Designer/Lead Graphic Designer and Prepress Operator/DTP Designer.

Expert in Adobe Photoshop and Illustrator. Good in Adobe InDesign and Figma. Some skill in Blender and After Effects.

Last three jobs:
1. Graphic designer & UI/UX designer at QA Madness
nov 2022 - now
- I got in the middle of the companies global redesign, so I was able to have a lot of impact to final result.
- Redesigned website to reflect new vision and style.
- Successfully introduced and implemented a fresh visual style for presentations.
- Totaly redesigned all SMM materials - LinkedIn, Instagram. Made page fot DOU.
Main achievements: started using 3D made by myself in my design.

2. Graphic Designer at Kronas
aug 2020 - feb 2022
- I designed logos, identities and related printing materials for new brands of the company.
- Monthly developed 3-6 advertising key visuals for the site, social networks and for printing.
- Introduced and implemented a new visual style for the design of the Instagram profile.
- Made multi-page catalogs and brochures with products in InDesign.
- Updated the look of the company's YouTube channel, designed covers for videos.
Main achievements:
• came up with and drew a sticker pack for Telegram and Viber
• developed the design of a new trade hall - branding stands, navigation.

3. Graphic Designer at Design Studio ToTop
oct 2019 - aug 2020
- Developed design for different companies from different fields.
- Designed logos and identities.
- Designed outdoor advertising (roadside billboards, citylights, car branding).
- Drawn realistic product visualizations in Photoshop.
- Lots of printing design for companies (calendars, business cards, postcards, stickers, etc.)
- Made design of multi-page catalogs and brochures.
Main achievement: in one working day came up with the design for the brochure, approved it with the client, made 16 pages and launched it into print.
"
67,"-15x Featured in Behance
-Featured in LogoLounge Trends Report 2021
-Featured in LogoLounge Book 12
-Featured in World Logo & Mark Book (Japan 2020)
-50+ Logo Contests won (2015-2018)
So hello, I'm Mase. Self-taught geek, who loves to be at the forefront of creative ways, follow design trends and generate new ideas. During my 9+ years of experience in design, I've grown from ordinary logo contests (which I've won more than 50 times) to fonts, 3D, branding, interfaces, and much more.

I worked mostly on freelance with completely different clients and projects all over the world, but also have 3+ years of experience in teams and agencies. 
Now I am looking for a team to create incredible products and solutions that can make the world a better place. Or at least more beautiful.

 I want to learn more & expand my knowledge in UI/UX and neural network development. And I understand that success is not a destination, but a journey, and requires constant effort and hard work. That's why I'm looking forward to collaborating with like-minded people who share my passion and approach problem-solving with creativity.

 Recent projects:
-3D logo animation & branding for volunteer organization  www.Bless-Ukraine.com
-Logo & branding for social music platform - hook (Coming soon) [ Created Together with www.creative.geex-arts.com agency / View full case on Behance ] 
-Logo for crypto-based fund www.Ignaz.com
-Logo & Branding for music production studio AnemoNoise.com
-Logo & Branding for the crypto-based game ""NDA for now"" [Coming soon]

🦾 Experience and knowledge in the areas: 
Logo & Branding / Brandbooks & Guidelines
Ui/Ux Adaptive Web & Mobile design 
Html/CSS/Js 
Typography & Fonts 
Visual design & Presentations 
3D Modeling & Animation 
Illustrations, Icons & other
Gaming

 Software and tools used:
Adobe [ Illustrator, Photoshop, After Effects, Lightroom ], Figma, Blender, Keynote, Webflow, Readymag, Spline, Notion, Gpt3.
"
68,"- Built a team of designers from scratch and provided additional training for trainees and juniors
- Always open to mentoring and explaining things to clients
- Maintained active communication throughout and after projects
- Highly structured and wrote everything from A to Z in the company's processes
- Willing to change processes for the better
- Finds it difficult to sit still and not have the opportunity to implement ideas
- Actively involved in the company's life
- Finds an individual approach to the team as a manager
- Interested in the development of the team and each designer individually
- Conducts feedback sessions every three months
Actively develops own ideas and has a few pet projects
Summary:
- Experienced Lead UX/UI Designer with over 4 years in the field, adept at analyzing problems and generating innovative ideas. 
- Skilled in process structuring and documentation creation. 
- Proven ability to work effectively in a team, while also bringing a unique perspective to each project. 
- Committed to continuously improving by regularly incorporating new knowledge into the workflow.
- Utilizing creativity as a primary tool

 Design Experience:
- Landing page design
- Design of native and cross-platform applications
- Complex CRM systems and CMS interfaces
- Casual game interfaces
- Marketing materials (creative for social media, presentations, social media branding)
- Branding and logos
- Illustration

 Management and Leadership Experience:
- Created a development matrix
- Training and mentorship
- Problem-solving
- Supporting the mental well-being of the team
Passionate about creating products that are beneficial to users and avoiding involvement with services that have negative impacts or can cause mental or financial problems to end-users."
