,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
98349,0.70775723,0.8538786,0.69273496,0.8463675,0.60206974,0.80103487,0.6389442,0.8194721,0.68690515,0.8434526,0.76874053,0.88437027,0.6684923,0.83424616,0.7847434,0.8923717,0.7583517,0.87917584,0.73768747,0.86884373
98350,0.6810988,0.8405494,0.69821036,0.8491052,0.63170075,0.8158504,0.68486583,0.8424329,0.6916276,0.8458138,0.78838515,0.8941926,0.7365086,0.8682543,0.78714514,0.89357257,0.7922215,0.8961108,0.8032035,0.9016018
98351,0.64702153,0.82351077,0.65880084,0.8294004,0.5733267,0.78666335,0.60155106,0.8007755,0.6945255,0.84726274,0.7391968,0.8695984,0.72904587,0.86452293,0.7432765,0.87163824,0.736707,0.8683535,0.7450883,0.87254417
98352,0.5757766,0.7878883,0.58774674,0.79387337,0.48305744,0.74152875,0.5527904,0.7763952,0.60999304,0.8049965,0.73369896,0.8668495,0.7207427,0.86037135,0.7238093,0.8619046,0.75190914,0.87595457,0.78835976,0.8941799
98353,0.53389627,0.7669481,0.55097497,0.7754875,0.49065685,0.7453284,0.48797584,0.7439879,0.5630177,0.78150886,0.6700133,0.83500665,0.6770765,0.8385383,0.63691676,0.8184584,0.6717062,0.8358531,0.6992413,0.84962064
98354,0.491063,0.7455315,0.55974776,0.77987385,0.500129,0.7500645,0.48146725,0.7407336,0.51071,0.755355,0.45048952,0.72524476,0.50320256,0.7516013,0.51541865,0.7577093,0.5106653,0.75533265,0.46982932,0.73491466
98355,0.7336603,0.8668301,0.70605063,0.8530253,0.66349983,0.8317499,0.67708874,0.83854437,0.7179023,0.85895115,0.7489352,0.8744676,0.7193028,0.8596514,0.7396469,0.86982346,0.7587862,0.8793931,0.7822486,0.8911243
98356,0.5460743,0.77303714,0.5746653,0.78733265,0.4779189,0.73895943,0.52871865,0.76435935,0.58540034,0.7927002,0.61882126,0.80941063,0.6323973,0.81619865,0.6544596,0.8272298,0.6423868,0.8211934,0.6366183,0.8183092
98357,0.56625414,0.78312707,0.6040963,0.80204815,0.53188354,0.76594174,0.5248047,0.76240236,0.5476876,0.77384377,0.49250233,0.74625117,0.5371495,0.7685747,0.5220525,0.76102626,0.563756,0.781878,0.51198804,0.755994
98358,0.7133436,0.8566718,0.7042386,0.8521193,0.6513699,0.82568496,0.6548995,0.82744974,0.7517837,0.87589186,0.8271952,0.9135976,0.7662866,0.8831433,0.81023705,0.9051185,0.8262959,0.9131479,0.83608633,0.91804314
98359,0.63278246,0.8163912,0.6255702,0.8127851,0.5556251,0.77781254,0.56398916,0.7819946,0.66982883,0.83491445,0.7524878,0.8762439,0.73501694,0.8675085,0.7193594,0.8596797,0.7737879,0.886894,0.7982296,0.8991148
98360,0.47798598,0.738993,0.5487291,0.7743646,0.47505915,0.7375296,0.64021885,0.8201094,0.45552263,0.7277613,0.44133878,0.7206694,0.4496015,0.72480077,0.52107537,0.7605377,0.57459044,0.7872952,0.4932946,0.7466473
98361,0.7576277,0.87881386,0.7412146,0.87060726,0.6680419,0.834021,0.70151997,0.85076,0.7437568,0.8718784,0.81241393,0.90620697,0.76503396,0.882517,0.84330666,0.92165333,0.79522,0.89761,0.836004,0.918002
98362,0.5881163,0.79405814,0.60525477,0.8026274,0.56667817,0.7833391,0.5583528,0.7791764,0.64418304,0.8220915,0.658504,0.829252,0.6970076,0.8485038,0.65994316,0.82997155,0.70927775,0.8546389,0.6972226,0.8486113
98363,0.6933098,0.8466549,0.6879848,0.8439924,0.6501766,0.82508826,0.6648826,0.83244133,0.6631287,0.8315643,0.6982161,0.84910804,0.6510818,0.8255409,0.7494079,0.87470394,0.7611375,0.88056874,0.73919743,0.86959875
98364,0.5325043,0.76625216,0.5474037,0.77370185,0.5420049,0.7710024,0.48317665,0.74158835,0.5505018,0.7752509,0.6066202,0.8033101,0.55765486,0.7788274,0.6353638,0.8176819,0.609958,0.80497897,0.6106266,0.8053133
98365,0.57225466,0.7861273,0.6077546,0.8038773,0.5448756,0.7724378,0.54459476,0.7722974,0.5445789,0.77228945,0.59531426,0.79765713,0.562238,0.781119,0.64064765,0.8203238,0.6529213,0.82646066,0.622856,0.811428
98366,0.5542227,0.77711135,0.59915715,0.79957855,0.524225,0.7621125,0.5068984,0.7534492,0.57914704,0.78957355,0.5335094,0.7667547,0.51964724,0.7598236,0.5939903,0.79699516,0.5738691,0.78693455,0.5214296,0.76071477
98367,0.6230422,0.8115211,0.6038688,0.80193436,0.59718263,0.7985913,0.58220494,0.79110247,0.6418487,0.82092434,0.7362499,0.86812496,0.65877473,0.82938737,0.691339,0.8456695,0.729072,0.864536,0.7199807,0.85999036
98368,0.4950075,0.74750376,0.54603684,0.7730184,0.4778213,0.7389107,0.51240724,0.75620365,0.51012814,0.7550641,0.58420134,0.79210067,0.567086,0.783543,0.58407617,0.7920381,0.64865994,0.82433,0.6268868,0.8134434
98369,0.55207086,0.7760354,0.55805284,0.7790264,0.52029777,0.7601489,0.5328964,0.7664482,0.594296,0.797148,0.7277496,0.8638748,0.6632048,0.8316024,0.6905997,0.84529984,0.6899191,0.84495956,0.74079347,0.87039673
98370,0.63719195,0.818596,0.65592873,0.82796437,0.5559297,0.77796483,0.6311112,0.8155556,0.6647351,0.83236754,0.7766819,0.88834095,0.734145,0.86707246,0.75739866,0.8786993,0.7541597,0.87707984,0.7928903,0.89644516
98371,0.72382647,0.8619132,0.6955187,0.84775937,0.6440604,0.8220302,0.7239783,0.86198914,0.7025381,0.851269,0.7848047,0.89240235,0.7217179,0.8608589,0.79737675,0.8986884,0.7790519,0.88952595,0.79392844,0.8969642
98372,0.69684947,0.84842473,0.62239695,0.8111985,0.54925144,0.7746257,0.6101154,0.8050577,0.6686867,0.8343433,0.7865996,0.8932998,0.7101245,0.85506225,0.7537191,0.87685955,0.72988284,0.8649414,0.77202135,0.88601065
98373,0.7832648,0.89163244,0.71122813,0.85561407,0.6634655,0.83173275,0.7057505,0.85287523,0.7279117,0.86395586,0.7678621,0.88393104,0.6670966,0.8335483,0.7542315,0.8771157,0.74184906,0.87092453,0.73908746,0.86954373
98374,0.6585759,0.82928795,0.64722383,0.8236119,0.5708946,0.7854473,0.65765464,0.8288273,0.6713505,0.83567524,0.7320575,0.8660288,0.6765491,0.83827454,0.7299981,0.86499906,0.73411644,0.8670582,0.7203182,0.8601591
98375,0.69890356,0.8494518,0.7038609,0.85193044,0.6744136,0.83720684,0.6979859,0.84899294,0.6609051,0.83045256,0.7413014,0.8706507,0.68027484,0.8401374,0.7518152,0.8759076,0.7770586,0.8885293,0.7736019,0.88680094
98376,0.6835204,0.84176016,0.6311959,0.81559795,0.5863534,0.7931767,0.61210454,0.80605227,0.67589927,0.83794963,0.78521097,0.8926055,0.68881273,0.84440637,0.7047739,0.85238695,0.7316734,0.86583674,0.7512645,0.8756323
98377,0.6742635,0.83713174,0.6632184,0.8316092,0.6111306,0.8055653,0.635237,0.8176185,0.7103766,0.8551883,0.82819676,0.9140984,0.765798,0.882899,0.8148719,0.90743595,0.82076406,0.91038203,0.8577306,0.9288653
98378,0.6909985,0.8454993,0.6967245,0.8483622,0.5940584,0.7970292,0.6299324,0.8149662,0.7216482,0.8608241,0.8183389,0.90916944,0.78024006,0.89012,0.79309,0.896545,0.7864488,0.89322436,0.85496944,0.92748475
98379,0.68711627,0.84355813,0.63110447,0.81555223,0.60772014,0.80386007,0.6443033,0.82215166,0.68850005,0.84425,0.8112227,0.90561134,0.69107807,0.84553903,0.7416191,0.87080956,0.7403281,0.87016404,0.77869296,0.8893465
98380,0.6972954,0.8486477,0.67887354,0.83943677,0.6044827,0.8022413,0.71157193,0.85578597,0.71826154,0.85913074,0.81940305,0.9097015,0.7716603,0.88583016,0.79913986,0.8995699,0.7923229,0.89616144,0.8261175,0.91305876
98381,0.5505239,0.77526194,0.5592376,0.7796188,0.47403526,0.73701763,0.5623294,0.7811647,0.5278351,0.76391757,0.59582627,0.79791313,0.57742965,0.7887148,0.6370965,0.81854826,0.6339222,0.8169611,0.60351235,0.80175614
98382,0.61168855,0.8058443,0.59963226,0.79981613,0.51782286,0.75891143,0.5746811,0.7873405,0.6541668,0.8270834,0.7654787,0.8827393,0.716349,0.8581745,0.7548674,0.87743366,0.7426001,0.87130004,0.7969785,0.89848924
98383,0.66359484,0.8317974,0.65751344,0.8287567,0.58895373,0.79447687,0.6032466,0.80162334,0.66755533,0.83377767,0.74268925,0.8713446,0.66061807,0.83030903,0.7145058,0.8572529,0.73184997,0.86592495,0.7276909,0.86384547
98384,0.69184643,0.8459232,0.6586263,0.82931316,0.6157693,0.8078847,0.71654177,0.8582709,0.6606387,0.83031934,0.68226826,0.84113413,0.6386386,0.8193193,0.7191589,0.85957944,0.73720646,0.8686032,0.7245394,0.8622697
98385,0.6259961,0.81299806,0.6219177,0.81095886,0.55374485,0.7768724,0.60812616,0.8040631,0.6364882,0.8182441,0.74242246,0.87121123,0.67483044,0.8374152,0.7310519,0.86552596,0.73485017,0.8674251,0.7698007,0.88490033
98386,0.7163459,0.85817295,0.72889495,0.8644475,0.66525453,0.8326273,0.7261577,0.86307883,0.7039565,0.85197824,0.73369104,0.8668455,0.71890974,0.8594549,0.7881919,0.89409596,0.7974224,0.8987112,0.78547895,0.8927395
98387,0.72272223,0.86136115,0.7465745,0.87328726,0.6647882,0.8323941,0.70766133,0.8538307,0.76003313,0.88001657,0.7750815,0.88754076,0.735298,0.86764896,0.80620515,0.9031026,0.7473178,0.8736589,0.7766938,0.8883469
98388,0.73762405,0.868812,0.67760646,0.83880323,0.6562598,0.8281299,0.6822313,0.84111565,0.70061076,0.8503054,0.8194263,0.90971315,0.7074514,0.8537257,0.7845481,0.892274,0.74550533,0.87275267,0.7932494,0.8966247
98389,0.7479429,0.87397146,0.68696094,0.84348047,0.6735598,0.8367799,0.6676949,0.83384746,0.7341187,0.86705935,0.843744,0.921872,0.73956156,0.8697808,0.8112571,0.90562856,0.76778525,0.88389266,0.82766026,0.91383016
98390,0.6502547,0.82512736,0.5901323,0.7950661,0.5724591,0.78622955,0.6844202,0.8422101,0.60751903,0.8037595,0.69522095,0.8476105,0.6270299,0.81351495,0.67112076,0.8355604,0.70257425,0.8512871,0.7191187,0.85955936
98391,0.5949689,0.79748446,0.5678699,0.78393495,0.5379845,0.76899225,0.5417226,0.77086127,0.6542103,0.82710516,0.7923659,0.89618295,0.74766576,0.8738329,0.7135892,0.8567946,0.7709849,0.88549244,0.802286,0.901143
98392,0.6054429,0.80272144,0.5964908,0.79824543,0.562137,0.7810685,0.65369415,0.8268471,0.54475754,0.7723788,0.58677685,0.7933884,0.5167965,0.7583983,0.66405714,0.83202857,0.66528445,0.8326422,0.6316416,0.8158208
98393,0.54287684,0.7714384,0.5578238,0.7789119,0.48275667,0.7413783,0.5521656,0.7760828,0.5386384,0.7693192,0.6213623,0.81068116,0.59530675,0.7976534,0.6304796,0.8152398,0.65242183,0.8262109,0.65325916,0.8266296
98394,0.5653411,0.78267056,0.557575,0.7787875,0.5012011,0.7506006,0.5166883,0.7583442,0.60922253,0.80461127,0.7029238,0.8514619,0.6736627,0.83683133,0.68884844,0.84442425,0.71979904,0.8598995,0.743796,0.871898
98395,0.7107626,0.8553813,0.66053414,0.8302671,0.63606673,0.81803334,0.63815975,0.8190799,0.7324753,0.86623764,0.8397794,0.9198897,0.7245847,0.86229235,0.81306267,0.90653133,0.76383036,0.8819152,0.80183375,0.9009169
98396,0.51877075,0.75938535,0.52649784,0.7632489,0.4642006,0.7321003,0.55983984,0.7799199,0.52379113,0.76189554,0.60189116,0.8009456,0.5857165,0.79285824,0.61469996,0.80735,0.6531422,0.8265711,0.65289295,0.8264465
98397,0.5330726,0.7665363,0.5616245,0.78081226,0.4884007,0.74420035,0.53307533,0.76653767,0.582001,0.7910005,0.64162624,0.8208131,0.6330685,0.8165343,0.66241246,0.8312062,0.67908883,0.8395444,0.7190085,0.8595042
98398,0.7157582,0.8578791,0.6620977,0.83104885,0.6202977,0.81014884,0.57631207,0.78815603,0.7518188,0.8759094,0.83047104,0.9152355,0.73932004,0.86966,0.7940489,0.89702445,0.7620723,0.88103616,0.7879071,0.89395356
98399,0.4870503,0.74352515,0.520041,0.7600205,0.4436525,0.72182626,0.44842207,0.72421104,0.5334312,0.7667156,0.5378371,0.7689185,0.5651871,0.78259355,0.5526108,0.77630544,0.56148994,0.78074497,0.53438795,0.767194
98400,0.5438823,0.7719412,0.5496173,0.77480865,0.4697693,0.7348846,0.55800533,0.77900267,0.52903366,0.76451683,0.54596853,0.77298427,0.5554134,0.77770674,0.5647529,0.7823764,0.64743304,0.8237165,0.592553,0.7962765
98401,0.60037285,0.8001864,0.6494269,0.82471347,0.55808353,0.77904177,0.56915843,0.7845792,0.6061865,0.80309325,0.6647782,0.8323891,0.64948004,0.82474005,0.7262857,0.86314285,0.73381543,0.8669077,0.7074023,0.8537011
98402,0.7484039,0.87420195,0.7024832,0.8512416,0.6755466,0.8377733,0.65384465,0.8269223,0.73753786,0.86876893,0.8339742,0.91698706,0.73830146,0.86915076,0.81859213,0.90929604,0.76522183,0.8826109,0.82022417,0.9101121
1747,0.7055755,0.85278773,0.6497295,0.82486475,0.6439024,0.8219512,0.64957976,0.8247899,0.6585076,0.8292538,0.69011486,0.8450574,0.64584625,0.8229231,0.6937748,0.8468874,0.7338022,0.8669011,0.70615935,0.8530797
1784,0.62553155,0.8127658,0.63658535,0.8182927,0.5719728,0.7859864,0.5630912,0.78154564,0.6585563,0.8292781,0.6549084,0.8274542,0.66042113,0.83021057,0.67700297,0.83850145,0.6885769,0.84428847,0.6280097,0.81400484
2476,0.762539,0.8812695,0.67098993,0.835495,0.7079302,0.8539651,0.6297082,0.8148541,0.711699,0.8558495,0.72043145,0.8602157,0.6419229,0.8209615,0.7221346,0.8610673,0.63835394,0.819177,0.6770787,0.83853936
2515,0.7451551,0.87257755,0.72044235,0.86022115,0.69906306,0.84953153,0.6577369,0.82886845,0.7175864,0.8587932,0.694741,0.8473705,0.6644008,0.8322004,0.7115862,0.8557931,0.7080261,0.8540131,0.69465333,0.84732664
2517,0.74010515,0.8700526,0.68840444,0.8442022,0.6928057,0.8464029,0.631095,0.81554747,0.67747664,0.8387383,0.63831437,0.8191572,0.58093166,0.79046583,0.68465865,0.8423293,0.6395274,0.81976366,0.61590606,0.807953
2529,0.7255105,0.86275524,0.62106526,0.8105326,0.602753,0.80137646,0.55817074,0.7790854,0.6850722,0.8425361,0.652475,0.8262375,0.62008363,0.8100418,0.6297225,0.81486124,0.56724024,0.7836201,0.63267815,0.8163391
2538,0.6867472,0.8433736,0.6240108,0.8120054,0.6052208,0.8026104,0.57735825,0.7886791,0.6322049,0.81610245,0.61314785,0.8065739,0.5520402,0.7760201,0.62426996,0.812135,0.5986474,0.7993237,0.5828974,0.7914487
2551,0.7586721,0.87933606,0.7037422,0.85187113,0.65931416,0.8296571,0.5931225,0.79656124,0.6945956,0.8472978,0.7252599,0.86262995,0.6633254,0.8316627,0.6870047,0.84350234,0.6941809,0.8470905,0.6856166,0.8428083
2553,0.7724173,0.88620865,0.70565164,0.8528258,0.6770263,0.83851314,0.6108177,0.80540884,0.71553993,0.85776997,0.73682356,0.8684118,0.6849655,0.84248275,0.71628904,0.8581445,0.6747577,0.83737886,0.7101048,0.8550524
2554,0.70393276,0.8519664,0.7067143,0.85335714,0.6355563,0.8177781,0.6703373,0.83516866,0.6988497,0.84942484,0.7427623,0.87138116,0.70248926,0.8512446,0.75943744,0.8797187,0.72753596,0.863768,0.7439389,0.87196946
2555,0.6073174,0.8036587,0.59155154,0.7957758,0.55080986,0.77540493,0.5901886,0.7950943,0.5341842,0.7670921,0.53105617,0.7655281,0.5134956,0.75674784,0.557026,0.778513,0.5818262,0.7909131,0.53609216,0.7680461
2556,0.6701913,0.83509564,0.7343806,0.8671903,0.7047236,0.8523618,0.6750927,0.83754635,0.62642,0.81321,0.60104287,0.80052143,0.57213914,0.7860696,0.7030767,0.85153836,0.6798496,0.8399248,0.6348622,0.8174311
2577,0.75897217,0.8794861,0.73741853,0.86870927,0.6752319,0.83761597,0.67806023,0.83903015,0.6815436,0.8407718,0.70933354,0.85466677,0.6841483,0.84207416,0.7201043,0.8600521,0.7082341,0.85411704,0.7051519,0.85257596
2582,0.70965075,0.8548254,0.64557284,0.82278645,0.6573499,0.8286749,0.5885773,0.79428864,0.65186226,0.82593113,0.6939227,0.8469614,0.6173631,0.80868155,0.66966623,0.83483315,0.6382811,0.81914055,0.6389308,0.8194654
2583,0.6847828,0.8423914,0.74233145,0.87116575,0.7174388,0.8587194,0.65625906,0.82812953,0.6743504,0.8371752,0.6412507,0.82062536,0.6159061,0.80795306,0.70203274,0.8510164,0.6860944,0.8430472,0.6439562,0.8219781
2584,0.7702589,0.88512945,0.67814124,0.8390706,0.683978,0.84198904,0.5825805,0.7912903,0.7148198,0.8574099,0.72778547,0.86389273,0.6216001,0.8108001,0.7108432,0.8554216,0.6123902,0.80619514,0.66590977,0.8329549
2585,0.6698641,0.8349321,0.6397829,0.81989145,0.5914725,0.79573625,0.5895512,0.7947756,0.6124316,0.80621576,0.6559814,0.8279907,0.626069,0.81303453,0.6610853,0.8305427,0.64242923,0.8212146,0.64727134,0.8236357
2586,0.72801876,0.8640094,0.7275331,0.86376655,0.657928,0.828964,0.6395962,0.8197981,0.64080304,0.82040155,0.66567004,0.832835,0.6123984,0.8061992,0.701218,0.850609,0.68527555,0.8426378,0.65570486,0.8278524
2587,0.6446564,0.8223282,0.65806067,0.82903033,0.67260015,0.8363001,0.5848355,0.79241776,0.58015525,0.7900776,0.5701772,0.7850886,0.51534253,0.75767124,0.6242442,0.8121221,0.5808679,0.79043394,0.5467999,0.77339995
2588,0.7676424,0.8838212,0.7149431,0.8574716,0.6683713,0.83418566,0.6936083,0.84680414,0.6533383,0.82666916,0.64919746,0.8245987,0.59253335,0.7962667,0.70569503,0.8528475,0.69803333,0.84901667,0.66095984,0.8304799
2589,0.7612406,0.8806203,0.7156131,0.85780656,0.68546146,0.84273076,0.6385256,0.8192628,0.69306797,0.846534,0.71791863,0.8589593,0.67535025,0.8376751,0.70833886,0.8541694,0.6481353,0.82406765,0.6881126,0.8440563
2590,0.7070812,0.8535406,0.6546987,0.82734936,0.65555435,0.82777715,0.6169723,0.80848616,0.63808393,0.81904197,0.6635926,0.8317963,0.61186314,0.80593157,0.66696256,0.8334813,0.61451614,0.80725807,0.64652634,0.82326317
2591,0.7162197,0.85810983,0.69456124,0.8472806,0.63343215,0.8167161,0.63832414,0.8191621,0.6652453,0.83262265,0.69010115,0.8450506,0.68385845,0.8419292,0.69672984,0.84836495,0.6917602,0.8458801,0.6989146,0.84945726
2592,0.7250527,0.86252636,0.65030086,0.82515043,0.686573,0.8432865,0.6318003,0.81590015,0.6517309,0.82586545,0.61878836,0.8093942,0.5162165,0.75810826,0.6423023,0.82115114,0.56726176,0.78363085,0.58363223,0.7918161
2594,0.6978992,0.8489496,0.6774174,0.8387087,0.62148166,0.8107408,0.6783953,0.83919764,0.6744385,0.83721924,0.666337,0.8331685,0.64633024,0.8231651,0.67796147,0.83898073,0.6421144,0.8210572,0.64656246,0.8232812
2595,0.6350312,0.8175156,0.64541733,0.82270867,0.61251414,0.80625707,0.5845709,0.79228544,0.5952725,0.7976363,0.62548566,0.8127428,0.5963111,0.79815555,0.6503389,0.82516944,0.62471855,0.8123593,0.6413506,0.8206753
2597,0.7878717,0.89393586,0.68931645,0.84465826,0.7574042,0.8787021,0.6211393,0.81056964,0.71281993,0.85640997,0.74782145,0.8739107,0.60201186,0.80100596,0.72833776,0.8641689,0.65508676,0.8275434,0.676224,0.838112
2645,0.6642319,0.83211595,0.7011429,0.85057145,0.7066115,0.85330576,0.6385121,0.81925607,0.6345438,0.8172719,0.6304041,0.81520206,0.59836656,0.79918325,0.6728713,0.8364357,0.659111,0.8295555,0.6511369,0.82556844
2654,0.6765429,0.83827144,0.63744086,0.81872046,0.6324487,0.81622434,0.6475748,0.8237874,0.6085254,0.8042627,0.58500695,0.7925035,0.54732704,0.7736635,0.6295505,0.8147752,0.575642,0.787821,0.56943536,0.7847177
2655,0.705896,0.852948,0.6728966,0.8364483,0.6267042,0.8133521,0.58949316,0.7947466,0.6654563,0.83272815,0.7134378,0.8567189,0.6476053,0.82380265,0.69232154,0.84616077,0.6326399,0.81631994,0.68225414,0.84112704
2656,0.6479247,0.82396233,0.689605,0.8448025,0.6260414,0.8130207,0.61280036,0.8064002,0.59808964,0.79904485,0.57681215,0.7884061,0.5447136,0.7723568,0.6355841,0.81779206,0.5935608,0.7967804,0.5465983,0.77329916
2657,0.6017313,0.80086565,0.62862504,0.8143125,0.62631106,0.81315553,0.5495868,0.7747934,0.6301303,0.81506515,0.69130945,0.8456547,0.63631856,0.8181593,0.7088242,0.8544121,0.7460412,0.8730206,0.70117223,0.8505861
2658,0.6702579,0.83512896,0.6375101,0.81875503,0.62209785,0.8110489,0.6071677,0.80358386,0.6045432,0.8022716,0.5689274,0.7844637,0.478406,0.739203,0.64103585,0.8205179,0.60502434,0.80251217,0.5416591,0.77082956
2659,0.6196201,0.80981004,0.63388294,0.8169415,0.58764696,0.7938235,0.55350477,0.77675235,0.6092881,0.80464405,0.6212852,0.8106426,0.6406319,0.82031596,0.604287,0.8021435,0.6579544,0.8289772,0.6518781,0.82593906
2660,0.6908257,0.84541285,0.66962934,0.83481467,0.644809,0.8224045,0.61757684,0.8087884,0.6537152,0.82685757,0.6490958,0.8245479,0.66345096,0.8317255,0.670001,0.8350005,0.6590313,0.82951564,0.6781684,0.8390842
2741,0.6772589,0.8386295,0.59332293,0.7966615,0.569906,0.784953,0.63774216,0.8188711,0.56121063,0.7806053,0.5486648,0.7743324,0.49609983,0.7480499,0.5518315,0.77591574,0.57627,0.788135,0.552717,0.7763585
2766,0.72987443,0.8649372,0.7946289,0.8973144,0.7168186,0.8584093,0.64451754,0.8222588,0.6897062,0.8448531,0.6700949,0.8350475,0.61864865,0.8093243,0.75326663,0.8766333,0.6776798,0.8388399,0.65110433,0.82555217
2793,0.7250322,0.8625161,0.74255294,0.8712765,0.63551784,0.8177589,0.6078378,0.8039189,0.685367,0.8426835,0.71584,0.85792,0.6757588,0.8378794,0.74945915,0.8747296,0.6768576,0.8384288,0.71447957,0.8572398
2810,0.67755854,0.8387793,0.69041425,0.8452071,0.66514677,0.8325734,0.5832056,0.7916028,0.58605206,0.79302603,0.56051743,0.7802587,0.48038194,0.740191,0.65385723,0.8269286,0.5662662,0.7831331,0.5082238,0.7541119
2824,0.75050366,0.8752518,0.75442964,0.8772148,0.706475,0.8532375,0.66882414,0.8344121,0.7475811,0.87379056,0.7016645,0.8508322,0.6657691,0.83288455,0.7557949,0.87789744,0.7317349,0.86586744,0.70066166,0.8503308
3002,0.7335391,0.86676955,0.7181746,0.8590873,0.6813369,0.84066844,0.6491524,0.8245762,0.6933354,0.8466677,0.6729177,0.83645886,0.6950271,0.84751356,0.69207525,0.8460376,0.68239796,0.841199,0.69491947,0.84745973
3021,0.6747511,0.8373755,0.6816339,0.840817,0.61274415,0.80637205,0.596067,0.7980335,0.61845934,0.8092297,0.54561126,0.77280563,0.5417607,0.77088034,0.6138263,0.80691314,0.59809184,0.7990459,0.554379,0.7771895
3093,0.7700324,0.8850162,0.7513212,0.8756606,0.72312415,0.8615621,0.65508527,0.82754266,0.76633114,0.8831656,0.7738911,0.88694555,0.7106902,0.85534513,0.7520088,0.8760044,0.7253806,0.8626903,0.76064813,0.88032407
3105,0.7752541,0.887627,0.71950775,0.85975385,0.6889088,0.8444544,0.6426555,0.82132775,0.711365,0.8556825,0.72861,0.864305,0.69635165,0.8481758,0.7082295,0.8541148,0.69789815,0.8489491,0.73098195,0.865491
3113,0.63243735,0.8162187,0.5638052,0.7819026,0.56593835,0.7829692,0.53951395,0.769757,0.5702298,0.7851149,0.6491337,0.82456684,0.5593316,0.7796658,0.6134254,0.8067127,0.59046656,0.79523325,0.61257744,0.8062887
3118,0.6538528,0.8269264,0.6482941,0.82414705,0.59729147,0.79864573,0.603604,0.80180204,0.63580775,0.8179039,0.64320624,0.8216031,0.6370095,0.81850475,0.66685295,0.8334265,0.6831746,0.8415873,0.6691208,0.8345604
3120,0.61200285,0.8060014,0.6082206,0.8041103,0.57560766,0.7878038,0.5712063,0.78560317,0.57138634,0.78569317,0.6034207,0.80171037,0.55872774,0.7793639,0.62784463,0.8139223,0.6322994,0.8161497,0.65210736,0.8260537
3122,0.79080296,0.8954015,0.7338792,0.8669396,0.73379815,0.8668991,0.64892817,0.8244641,0.7131685,0.85658425,0.7251073,0.86255366,0.6379614,0.8189807,0.7514902,0.87574506,0.6981531,0.8490765,0.704569,0.8522845
3123,0.73598933,0.86799467,0.67436016,0.8371801,0.67077565,0.8353878,0.6033154,0.8016577,0.704944,0.852472,0.75388235,0.8769412,0.6679508,0.83397543,0.7408177,0.8704089,0.6840757,0.84203786,0.70423985,0.8521199
3133,0.78115505,0.89057755,0.71107745,0.8555387,0.69716215,0.8485811,0.6469017,0.82345086,0.7293267,0.86466336,0.7445204,0.8722602,0.6944984,0.8472492,0.75348747,0.87674373,0.68681145,0.8434057,0.71611524,0.8580576
3134,0.80857563,0.9042878,0.7225133,0.86125666,0.7414697,0.8707348,0.63893247,0.81946623,0.7546048,0.8773024,0.77287734,0.88643867,0.6812661,0.84063303,0.7541003,0.87705016,0.7148526,0.8574263,0.7394836,0.8697418
3135,0.7544436,0.8772218,0.68638843,0.84319425,0.6973374,0.8486687,0.59929717,0.7996486,0.70047903,0.8502395,0.68989,0.844945,0.6119785,0.80598927,0.6614677,0.83073384,0.63129604,0.815648,0.64744866,0.8237243
3136,0.76324654,0.88162327,0.7544502,0.8772251,0.6802269,0.84011346,0.6460993,0.82304966,0.7251078,0.8625539,0.7193608,0.8596804,0.6538968,0.8269484,0.7615595,0.88077974,0.7111812,0.8555906,0.6968854,0.8484427
