,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score
98347,0.54312307,0.7715615,0.57762396,0.788812,0.51445675,0.7572284,0.56216383,0.7810819,0.580866,0.790433,0.64074135,0.8203707,0.6317375,0.81586874,0.64464056,0.8223203,0.69324005,0.84662,0.6550764,0.8275382
98348,0.59958905,0.79979455,0.5488637,0.7744318,0.5353147,0.76765734,0.5516136,0.7758068,0.6064273,0.80321366,0.74504375,0.8725219,0.6815334,0.84076667,0.69557714,0.8477886,0.7433108,0.8716554,0.76523095,0.88261545
98349,0.6879072,0.8439536,0.6394678,0.81973386,0.5823262,0.7911631,0.60747766,0.80373883,0.70815754,0.85407877,0.8173462,0.9086731,0.7297973,0.8648987,0.76598644,0.8829932,0.7610017,0.88050085,0.80004317,0.90002155
98350,0.67157483,0.8357874,0.651816,0.825908,0.59833825,0.7991691,0.6444478,0.8222239,0.710398,0.855199,0.8243848,0.9121924,0.74998116,0.8749906,0.7868724,0.8934362,0.7592912,0.8796456,0.8091382,0.9045691
98351,0.61820745,0.8091037,0.63580763,0.8179038,0.56421745,0.7821087,0.5804321,0.7902161,0.6492715,0.82463574,0.7024909,0.85124546,0.6910493,0.84552467,0.69013834,0.84506917,0.7184696,0.8592348,0.7186668,0.8593334
98352,0.56398296,0.7819915,0.56957006,0.78478503,0.48705006,0.743525,0.5382636,0.7691318,0.600045,0.8000225,0.73022336,0.8651117,0.70890605,0.854453,0.71381575,0.85690784,0.7568504,0.87842524,0.77536565,0.8876828
98353,0.6474612,0.8237306,0.5930239,0.79651195,0.57142675,0.7857134,0.5503864,0.7751932,0.66312087,0.83156043,0.8099163,0.9049581,0.74106073,0.87053037,0.73528767,0.86764383,0.7413827,0.87069136,0.7923031,0.89615154
98354,0.50826496,0.7541325,0.56133354,0.78066677,0.52443755,0.7622188,0.46154577,0.73077285,0.5272969,0.76364845,0.4953593,0.74767965,0.5071471,0.75357354,0.5343609,0.76718044,0.5256456,0.7628228,0.47624242,0.7381212
98355,0.6541662,0.8270831,0.6410256,0.8205128,0.61280024,0.8064001,0.6197926,0.8098963,0.6649021,0.83245105,0.7247669,0.8623835,0.7150619,0.85753095,0.7006765,0.8503382,0.73656666,0.86828333,0.77166057,0.8858303
98356,0.5385752,0.7692876,0.57628834,0.7881442,0.47747388,0.7387369,0.53452694,0.7672635,0.56788087,0.78394043,0.60019684,0.8000984,0.6120751,0.80603755,0.6349628,0.8174814,0.6436928,0.82184637,0.6175029,0.80875146
98357,0.5138875,0.75694376,0.5662961,0.78314805,0.48388138,0.7419407,0.49636602,0.748183,0.49343303,0.7467165,0.43021333,0.71510667,0.47091717,0.7354586,0.47635972,0.73817986,0.48134238,0.74067116,0.43655846,0.71827924
98358,0.7236521,0.86182606,0.7278206,0.8639103,0.6670432,0.8335216,0.6732198,0.8366099,0.7710345,0.88551724,0.82464945,0.9123247,0.7814115,0.89070576,0.8399199,0.91995996,0.8330603,0.91653013,0.8319058,0.9159529
98359,0.6037673,0.80188364,0.5725517,0.78627586,0.5586591,0.77932954,0.54305834,0.7715292,0.6070339,0.803517,0.6858057,0.84290284,0.650251,0.82512546,0.667547,0.8337735,0.71154374,0.8557719,0.7027556,0.8513778
98360,0.41674364,0.7083718,0.45587164,0.7279358,0.39629567,0.69814783,0.5576896,0.77884483,0.37305576,0.68652785,0.37203294,0.68601644,0.3656879,0.6828439,0.44597527,0.72298765,0.49091512,0.74545753,0.4181179,0.70905894
98361,0.7220825,0.86104125,0.74377203,0.871886,0.6506119,0.82530594,0.68729603,0.843648,0.7382425,0.86912125,0.7982751,0.89913756,0.7439928,0.8719964,0.8311227,0.9155613,0.79571235,0.8978562,0.8179819,0.908991
98362,0.56514513,0.78257257,0.5718032,0.7859016,0.5406641,0.77033204,0.53825647,0.7691282,0.6028519,0.80142593,0.63949984,0.81974995,0.67370325,0.8368516,0.6343459,0.81717294,0.6698692,0.8349346,0.6790519,0.83952594
98363,0.6862688,0.8431344,0.68312776,0.8415639,0.6477121,0.82385606,0.6280253,0.81401265,0.69122005,0.84561,0.7412201,0.87061006,0.66258,0.83129,0.7565268,0.8782634,0.7518251,0.87591255,0.7538672,0.8769336
98364,0.5903287,0.79516435,0.60084856,0.8004243,0.59390986,0.79695493,0.5583771,0.7791885,0.62026995,0.810135,0.704196,0.852098,0.6268475,0.81342375,0.718397,0.8591985,0.6626047,0.83130234,0.686332,0.843166
98365,0.62663186,0.8133159,0.6695206,0.8347603,0.58931947,0.79465973,0.6240807,0.8120403,0.6207659,0.81038296,0.6806389,0.84031945,0.65269804,0.826349,0.7429302,0.8714651,0.7273226,0.8636613,0.7319367,0.86596835
98366,0.5395113,0.76975566,0.5533899,0.77669495,0.5045068,0.7522534,0.48789567,0.74394786,0.5360052,0.7680026,0.53746176,0.7687309,0.520097,0.7600485,0.59038305,0.7951915,0.55463064,0.7773153,0.53390765,0.7669538
98367,0.61109287,0.8055464,0.60266644,0.8013332,0.5876645,0.79383224,0.59447026,0.79723513,0.5951246,0.7975623,0.67240995,0.836205,0.6032871,0.80164355,0.65595067,0.82797533,0.6952454,0.8476227,0.6816684,0.8408342
98368,0.5154296,0.7577148,0.5559613,0.7779807,0.484802,0.742401,0.51943904,0.7597195,0.51853573,0.75926787,0.6033354,0.8016677,0.58428323,0.7921416,0.59451616,0.7972581,0.6515836,0.82579184,0.62370527,0.81185263
98369,0.5312844,0.76564217,0.54027534,0.77013767,0.49610057,0.7480503,0.5193218,0.7596609,0.6109259,0.80546296,0.729166,0.864583,0.68269277,0.8413464,0.69955707,0.84977853,0.70290965,0.85145485,0.7471936,0.8735968
98370,0.63822436,0.8191122,0.6318673,0.81593364,0.53857255,0.7692863,0.60964257,0.80482125,0.6833943,0.84169716,0.79683465,0.89841735,0.7542668,0.87713337,0.74920493,0.87460244,0.7422933,0.8711467,0.7940389,0.89701945
98371,0.7283703,0.86418515,0.701002,0.850501,0.6555222,0.8277611,0.72041214,0.86020607,0.70965403,0.85482705,0.7508184,0.8754092,0.6929593,0.84647965,0.7800212,0.8900106,0.7571404,0.8785702,0.7609715,0.8804858
98372,0.72853494,0.86426747,0.65181696,0.8259085,0.58563966,0.79281986,0.6055991,0.8027996,0.72959936,0.8647997,0.8293005,0.91465026,0.74762785,0.8738139,0.7958271,0.8979136,0.74916065,0.8745803,0.80825466,0.90412736
98373,0.7059751,0.8529875,0.6589354,0.8294677,0.62123334,0.8106167,0.7037203,0.85186017,0.63819635,0.8190982,0.6896227,0.8448113,0.59741616,0.7987081,0.7018585,0.85092926,0.6886073,0.8443036,0.6887219,0.84436095
98374,0.6923826,0.8461913,0.6724782,0.8362391,0.6122284,0.8061142,0.68939114,0.84469557,0.69829476,0.8491474,0.74545074,0.87272537,0.6796238,0.8398119,0.754825,0.8774125,0.7487132,0.8743566,0.73187625,0.8659381
98375,0.72204995,0.861025,0.7377954,0.8688977,0.6925405,0.84627026,0.70734054,0.85367024,0.7196019,0.85980093,0.76070535,0.8803527,0.714959,0.8574795,0.76303804,0.881519,0.7740422,0.88702106,0.78019655,0.8900983
98376,0.7152362,0.8576181,0.66003877,0.83001935,0.6197504,0.8098752,0.5990443,0.79952216,0.71135676,0.8556784,0.8173012,0.90865064,0.70893747,0.8544687,0.74235415,0.8711771,0.75773,0.878865,0.7742282,0.8871141
98377,0.6356583,0.81782913,0.64803064,0.8240153,0.59412634,0.7970632,0.63752705,0.8187635,0.65331084,0.8266554,0.7470465,0.87352324,0.7039815,0.85199076,0.79083765,0.8954188,0.79492676,0.8974634,0.795774,0.897887
98378,0.6917629,0.84588146,0.66796875,0.8339844,0.59037673,0.79518837,0.6325611,0.81628054,0.68375623,0.8418781,0.7947129,0.89735645,0.7279917,0.86399585,0.7681031,0.88405156,0.73420435,0.86710215,0.7756951,0.88784754
98379,0.69344044,0.8467202,0.6334009,0.81670046,0.6064911,0.80324554,0.64904755,0.8245238,0.7088685,0.85443425,0.8048526,0.9024263,0.70970243,0.85485125,0.7527866,0.8763933,0.74725354,0.87362677,0.7765067,0.88825333
98380,0.7271222,0.8635611,0.6922718,0.8461359,0.6449998,0.8224999,0.6967302,0.84836507,0.7640015,0.88200074,0.8675953,0.93379766,0.80282724,0.9014136,0.83944625,0.91972315,0.8087399,0.90436995,0.8529935,0.92649674
98381,0.6426674,0.8213337,0.66563547,0.83281773,0.57693326,0.78846663,0.62795424,0.8139771,0.629586,0.814793,0.6873904,0.84369516,0.65079534,0.8253977,0.73504364,0.8675218,0.7305633,0.86528164,0.6806286,0.84031427
98382,0.561725,0.7808625,0.55324626,0.77662313,0.4753862,0.7376931,0.5571914,0.7785957,0.59458226,0.79729116,0.6998482,0.8499241,0.6443795,0.82218975,0.70372075,0.8518604,0.6763232,0.8381616,0.7336854,0.8668427
98383,0.6803687,0.84018433,0.67326534,0.83663267,0.6094804,0.8047402,0.6293628,0.8146814,0.6877936,0.8438968,0.7398099,0.86990494,0.67120516,0.8356026,0.7312772,0.8656386,0.74394375,0.87197185,0.7255205,0.86276025
98384,0.6790832,0.8395416,0.693329,0.8466645,0.61475694,0.8073785,0.7013366,0.8506683,0.6500671,0.82503355,0.66544044,0.8327202,0.6384313,0.81921566,0.7070703,0.8535352,0.71920455,0.8596023,0.6973218,0.8486609
98385,0.62424743,0.8121237,0.59729517,0.7986476,0.5298778,0.7649389,0.57655823,0.7882791,0.62404424,0.8120221,0.76118344,0.88059175,0.6841316,0.8420658,0.7325144,0.8662572,0.723631,0.8618155,0.77067065,0.8853353
98386,0.6647002,0.83235013,0.65902245,0.8295112,0.6018433,0.8009217,0.6856636,0.8428318,0.6697674,0.8348837,0.69768137,0.8488407,0.6588391,0.82941955,0.7267897,0.86339486,0.73820055,0.8691003,0.7157067,0.85785335
98387,0.7233461,0.86167306,0.7329006,0.8664503,0.6588117,0.82940584,0.7030144,0.8515072,0.7552338,0.8776169,0.7804352,0.8902176,0.7314919,0.86574596,0.78923446,0.8946172,0.74072295,0.87036145,0.7710627,0.8855313
98388,0.74739677,0.87369835,0.6770328,0.8385164,0.6546035,0.82730174,0.668305,0.83415246,0.7062375,0.8531188,0.81306803,0.906534,0.70331275,0.8516564,0.7626376,0.8813188,0.74682295,0.8734115,0.7747502,0.8873751
98389,0.71989435,0.8599472,0.6908838,0.84544194,0.6559613,0.82798064,0.6731859,0.8365929,0.71082217,0.85541105,0.82722473,0.91361237,0.74206483,0.8710324,0.80973005,0.904865,0.7746743,0.88733715,0.8376355,0.91881776
98390,0.5914334,0.7957167,0.5856246,0.7928123,0.5109199,0.75545996,0.67109466,0.8355473,0.5894226,0.7947113,0.6876018,0.8438009,0.59702134,0.7985107,0.6729405,0.83647025,0.66014,0.83007,0.6726561,0.836328
98391,0.5507818,0.77539086,0.5213859,0.76069295,0.48765376,0.74382687,0.49869323,0.7493466,0.6157789,0.80788946,0.76819617,0.88409805,0.7105373,0.85526866,0.6811889,0.8405944,0.7315911,0.86579555,0.78115666,0.8905783
98392,0.60312223,0.8015611,0.5588985,0.7794492,0.5264254,0.7632127,0.63779235,0.8188962,0.5398298,0.76991487,0.6404679,0.82023394,0.55948204,0.77974105,0.6837976,0.8418988,0.67946786,0.83973396,0.67362785,0.8368139
98393,0.559526,0.779763,0.55807984,0.7790399,0.47559756,0.7377988,0.5660608,0.7830304,0.55365324,0.7768266,0.63903946,0.81951976,0.60700047,0.80350024,0.6469239,0.82346195,0.66819876,0.8340994,0.6567093,0.82835466
98394,0.52900755,0.7645038,0.53347695,0.7667385,0.4612298,0.7306149,0.48109663,0.7405483,0.57444465,0.7872223,0.6511787,0.82558936,0.65776885,0.8288844,0.6373017,0.81865084,0.6819243,0.8409622,0.6835387,0.84176934
98395,0.6758288,0.8379144,0.62824357,0.8141218,0.6055056,0.8027528,0.59394944,0.7969747,0.72284704,0.8614235,0.84718883,0.9235944,0.74754745,0.8737737,0.81345886,0.90672946,0.75666326,0.87833166,0.8121203,0.90606016
98396,0.6551455,0.82757276,0.6433362,0.8216681,0.5689209,0.7844604,0.6345005,0.81725025,0.7190007,0.85950035,0.80281496,0.9014075,0.77838165,0.8891908,0.78658724,0.8932936,0.78180873,0.89090437,0.83478653,0.91739327
98397,0.59021854,0.7951093,0.6013671,0.80068356,0.51520026,0.7576001,0.5599145,0.7799573,0.6465626,0.8232813,0.71588814,0.8579441,0.715001,0.8575005,0.7111763,0.85558814,0.7413233,0.8706616,0.7500974,0.8750487
98398,0.68994975,0.8449749,0.62984484,0.81492245,0.59195495,0.7959775,0.55870146,0.77935076,0.73729527,0.86864763,0.8109529,0.90547645,0.704178,0.852089,0.7543954,0.87719774,0.72202265,0.8610113,0.7451594,0.8725797
98399,0.5405199,0.77026,0.5241792,0.7620896,0.46004167,0.7300208,0.48378778,0.7418939,0.5565598,0.7782799,0.5999885,0.79999423,0.591959,0.7959795,0.58530617,0.7926531,0.60180473,0.80090237,0.586138,0.793069
98400,0.58131903,0.79065955,0.58267105,0.7913355,0.51782364,0.75891185,0.6027614,0.8013807,0.59437716,0.7971886,0.60199916,0.8009996,0.60314816,0.8015741,0.63763094,0.81881547,0.7028476,0.8514238,0.64784837,0.8239242
98401,0.6374357,0.81871784,0.6707628,0.8353814,0.5822313,0.79111564,0.5980394,0.7990197,0.6238533,0.81192666,0.6858348,0.84291744,0.6648988,0.83244944,0.75841975,0.8792099,0.72993076,0.8649654,0.71146905,0.8557345
98402,0.7191778,0.85958886,0.65715337,0.8285767,0.6318141,0.81590706,0.64576864,0.8228843,0.7096735,0.85483676,0.815948,0.907974,0.7302666,0.8651333,0.795979,0.8979895,0.7685345,0.8842672,0.81217694,0.9060885
1747,0.74714464,0.87357235,0.6787113,0.83935565,0.6463512,0.8231756,0.67621464,0.83810735,0.7061119,0.85305595,0.72235984,0.86117995,0.6823224,0.8411612,0.7307553,0.86537766,0.7413211,0.87066054,0.72564363,0.8628218
1784,0.61551595,0.807758,0.65609324,0.8280466,0.5787335,0.7893667,0.6061241,0.8030621,0.6569066,0.8284533,0.6207473,0.81037366,0.6641634,0.8320817,0.668188,0.834094,0.7182193,0.85910964,0.6250461,0.812523
2476,0.73432726,0.86716366,0.64019716,0.8200986,0.6637175,0.83185875,0.5921763,0.79608816,0.6918086,0.8459043,0.71732587,0.85866296,0.6221812,0.8110906,0.6996196,0.84980977,0.61875254,0.80937624,0.65715194,0.82857597
2515,0.7295085,0.86475426,0.6995703,0.84978515,0.71611214,0.85805607,0.65239435,0.82619715,0.6861322,0.8430661,0.6548213,0.82741064,0.60717607,0.80358803,0.6916151,0.84580755,0.68633014,0.84316504,0.6644485,0.83222425
2517,0.7404438,0.8702219,0.69273907,0.8463695,0.70289695,0.8514485,0.59029734,0.7951487,0.7125187,0.85625935,0.64602816,0.8230141,0.58044916,0.79022455,0.68060154,0.8403008,0.62608683,0.8130434,0.6289699,0.81448495
2529,0.67932844,0.8396642,0.59003925,0.7950196,0.6089565,0.8044783,0.5473999,0.77369994,0.64466673,0.82233334,0.6758412,0.8379206,0.63168067,0.81584036,0.6513525,0.82567626,0.5918392,0.7959196,0.6501833,0.82509166
2538,0.7370919,0.86854595,0.69267726,0.8463386,0.6630504,0.8315252,0.6395413,0.8197707,0.6750337,0.83751684,0.6863282,0.8431641,0.6270473,0.81352365,0.6983887,0.84919435,0.67070925,0.8353546,0.66433454,0.83216727
2551,0.71256816,0.8562841,0.6876912,0.8438456,0.6297116,0.8148558,0.55488193,0.77744097,0.6811954,0.8405977,0.70529675,0.8526484,0.65276915,0.82638454,0.6770843,0.83854216,0.66656584,0.83328295,0.6808925,0.84044623
2553,0.71766895,0.8588345,0.68333703,0.8416685,0.6562413,0.82812065,0.63401294,0.81700647,0.66551757,0.8327588,0.66906214,0.83453107,0.6677534,0.8338767,0.66782534,0.8339127,0.6748359,0.83741796,0.67006826,0.83503413
2554,0.6929671,0.8464836,0.67961866,0.8398093,0.6173775,0.80868876,0.6421604,0.8210802,0.6687448,0.8343724,0.75798297,0.8789915,0.67080915,0.8354046,0.7346387,0.86731935,0.74031734,0.8701587,0.75630087,0.87815046
2555,0.5698659,0.784933,0.5917809,0.79589045,0.5440705,0.77203524,0.55780196,0.778901,0.5348586,0.7674293,0.5284441,0.764222,0.5297111,0.76485556,0.5720016,0.7860008,0.61090046,0.8054502,0.55875313,0.77937657
2556,0.6864059,0.84320295,0.73187923,0.8659396,0.708436,0.854218,0.6861882,0.8430941,0.64278376,0.8213919,0.6054517,0.80272585,0.5772035,0.78860176,0.7059501,0.852975,0.67356074,0.83678037,0.62364054,0.81182027
2577,0.7516991,0.87584955,0.7267593,0.86337966,0.6623026,0.8311513,0.63641846,0.81820923,0.6795604,0.8397802,0.71376354,0.85688174,0.6830487,0.84152436,0.70302576,0.8515129,0.68525743,0.8426287,0.7036859,0.85184294
2582,0.7017545,0.8508773,0.64041007,0.82020503,0.64853656,0.8242683,0.60203105,0.8010155,0.6658274,0.8329137,0.69352996,0.846765,0.6505631,0.82528156,0.68921036,0.8446052,0.65657055,0.8282853,0.66911346,0.8345567
2583,0.6489862,0.8244931,0.7113403,0.85567015,0.67984986,0.83992493,0.62137866,0.81068933,0.64330757,0.8216538,0.62892413,0.81446207,0.5992512,0.79962564,0.66943103,0.8347155,0.64676213,0.82338107,0.61810297,0.8090515
2584,0.77816665,0.8890833,0.6772171,0.83860856,0.6690798,0.8345399,0.59641683,0.7982084,0.71488047,0.85744023,0.74442697,0.8722135,0.628003,0.8140015,0.72797996,0.86398995,0.623843,0.8119215,0.67544377,0.8377219
2585,0.6815185,0.8407593,0.659855,0.8299275,0.6106578,0.8053289,0.5895809,0.79479045,0.648382,0.824191,0.7005262,0.8502631,0.648313,0.8241565,0.69697464,0.8484873,0.66683424,0.8334171,0.69661236,0.8483062
2586,0.7323024,0.8661512,0.7221284,0.8610642,0.6804205,0.84021026,0.65444726,0.82722366,0.65077853,0.82538927,0.66529685,0.8326484,0.601187,0.8005935,0.7057808,0.8528904,0.68577427,0.84288716,0.64254135,0.8212707
2587,0.6549305,0.82746524,0.6256115,0.8128058,0.621176,0.810588,0.5824734,0.7912367,0.608127,0.8040635,0.57718587,0.78859293,0.54557323,0.7727866,0.62947196,0.814736,0.57885313,0.78942657,0.5485692,0.7742846
2588,0.76292586,0.88146293,0.7072246,0.8536123,0.6552086,0.8276043,0.6820935,0.84104675,0.6545925,0.82729626,0.64497375,0.8224869,0.5998337,0.79991686,0.7030178,0.85150886,0.7001588,0.8500794,0.65462667,0.8273133
2589,0.765002,0.882501,0.7003106,0.8501553,0.70010674,0.85005337,0.61305046,0.80652523,0.70834875,0.8541744,0.7477306,0.8738653,0.6510079,0.82550395,0.73421836,0.8671092,0.6522912,0.8261456,0.69996727,0.84998363
2590,0.71672714,0.85836357,0.6780368,0.8390184,0.6690495,0.83452475,0.648697,0.8243485,0.64700603,0.823503,0.67843986,0.8392199,0.62860835,0.8143042,0.6885649,0.84428245,0.6356877,0.81784385,0.66183805,0.830919
2591,0.7575693,0.87878466,0.69233114,0.84616554,0.6759096,0.83795476,0.632709,0.8163545,0.70023763,0.8501188,0.74045837,0.8702292,0.6407087,0.82035434,0.71009076,0.8550454,0.68289995,0.84145,0.71767044,0.8588352
2592,0.70628715,0.8531436,0.65473807,0.82736903,0.64646506,0.82323253,0.602231,0.8011155,0.6696745,0.83483726,0.6509471,0.82547355,0.5512029,0.77560145,0.63852704,0.8192635,0.56900734,0.7845037,0.6163571,0.80817854
2594,0.65677965,0.8283898,0.587752,0.793876,0.59301895,0.7965095,0.6385131,0.81925654,0.6160459,0.808023,0.61429024,0.8071451,0.5340378,0.7670189,0.61091465,0.80545735,0.5497646,0.7748823,0.552003,0.7760015
2595,0.61311996,0.80656,0.6311973,0.8155986,0.6074517,0.80372584,0.57995534,0.78997767,0.57033414,0.7851671,0.5832504,0.7916252,0.56019354,0.78009677,0.6289436,0.81447184,0.57492423,0.7874621,0.58073866,0.79036933
2597,0.78920627,0.89460313,0.6967324,0.8483662,0.7381464,0.8690732,0.61928326,0.8096416,0.7411313,0.87056565,0.77818394,0.88909197,0.66902983,0.8345149,0.73983836,0.8699192,0.6565218,0.8282609,0.699756,0.849878
2645,0.67779475,0.83889735,0.6957322,0.84786606,0.72953975,0.8647699,0.6373247,0.81866235,0.6527935,0.82639676,0.66997635,0.8349882,0.6230116,0.8115058,0.68218255,0.8410913,0.68017423,0.8400871,0.67986876,0.83993435
2654,0.7040287,0.85201436,0.6712657,0.83563286,0.64578164,0.8228908,0.67043406,0.835217,0.6390759,0.81953794,0.59741557,0.7987078,0.5667341,0.78336704,0.65401965,0.8270098,0.5959991,0.79799956,0.5924192,0.7962096
2655,0.7631272,0.8815636,0.71661913,0.85830957,0.7021107,0.8510554,0.6536691,0.82683456,0.70864254,0.85432124,0.7332332,0.8666166,0.6773336,0.8386668,0.73513746,0.86756873,0.6830757,0.84153783,0.70781815,0.8539091
2656,0.6671037,0.8335519,0.7142457,0.85712284,0.6341027,0.81705135,0.6123896,0.8061948,0.6022184,0.8011092,0.6193335,0.80966675,0.5796608,0.7898304,0.6755539,0.83777696,0.64624524,0.8231226,0.5961862,0.7980931
2657,0.64609396,0.823047,0.65629554,0.82814777,0.60257226,0.8012861,0.5871062,0.7935531,0.6616174,0.8308087,0.7030014,0.8515007,0.6422144,0.8211072,0.7490611,0.87453055,0.7549634,0.8774817,0.7253074,0.86265373
2658,0.71633255,0.8581663,0.6718333,0.83591664,0.660571,0.8302855,0.63018656,0.8150933,0.65491533,0.82745767,0.632748,0.816374,0.5279999,0.76399994,0.68403256,0.8420163,0.631205,0.81560254,0.60512304,0.8025615
2659,0.6150372,0.8075186,0.6107551,0.80537754,0.5688561,0.78442806,0.53263646,0.7663182,0.59002644,0.7950132,0.63298285,0.8164914,0.6208327,0.81041634,0.6044545,0.80222726,0.6249684,0.8124842,0.6405292,0.8202646
2660,0.6748396,0.8374198,0.6455952,0.8227976,0.6270046,0.8135023,0.5629081,0.7814541,0.6236795,0.81183976,0.6440707,0.8220353,0.610797,0.80539846,0.6458335,0.82291675,0.6225493,0.81127465,0.62282795,0.811414
2741,0.6386726,0.8193363,0.5675601,0.78378004,0.5474879,0.773744,0.5982398,0.7991199,0.5410571,0.77052855,0.5134812,0.75674057,0.49386802,0.746934,0.5160853,0.7580427,0.5413612,0.7706806,0.5074022,0.7537011
2766,0.75284106,0.8764205,0.79967904,0.8998395,0.7156892,0.8578446,0.632866,0.816433,0.7198184,0.8599092,0.7084826,0.8542413,0.65538704,0.8276935,0.7507995,0.8753997,0.6897937,0.84489685,0.6672431,0.83362156
2793,0.64949536,0.8247477,0.7210508,0.86052537,0.57532793,0.78766394,0.57279545,0.7863977,0.6204167,0.8102083,0.60467756,0.8023388,0.5992242,0.7996121,0.6761144,0.83805716,0.60544086,0.8027204,0.61346376,0.8067319
2810,0.6541914,0.8270957,0.68243706,0.84121853,0.6343628,0.8171814,0.56179184,0.78089595,0.56987953,0.78493977,0.53030413,0.7651521,0.45948452,0.7297423,0.6376885,0.81884426,0.5490117,0.77450585,0.4745617,0.73728085
2824,0.7195016,0.8597508,0.76129854,0.88064927,0.7051672,0.8525836,0.672256,0.836128,0.7479516,0.8739758,0.6501264,0.8250632,0.6464007,0.82320035,0.76481295,0.8824065,0.6992895,0.8496448,0.68535745,0.8426787
3002,0.659069,0.82953453,0.654441,0.8272205,0.6521215,0.8260608,0.6183209,0.8091605,0.5871497,0.7935748,0.5908378,0.79541886,0.61729467,0.80864733,0.6326984,0.8163492,0.64979446,0.8248972,0.63737345,0.8186867
3021,0.73425424,0.8671271,0.69208527,0.84604263,0.63412267,0.8170613,0.594152,0.797076,0.6805961,0.84029806,0.6227993,0.81139964,0.5927605,0.7963803,0.655952,0.827976,0.61159885,0.8057994,0.59971654,0.7998583
3093,0.7837759,0.89188796,0.78688383,0.8934419,0.7357,0.86785,0.70655036,0.8532752,0.78929317,0.8946466,0.7473397,0.87366986,0.7313523,0.86567616,0.7652167,0.88260835,0.7499111,0.87495553,0.75962275,0.8798114
3105,0.8169247,0.90846235,0.7611228,0.8805614,0.7147032,0.8573516,0.66235745,0.8311787,0.7642569,0.8821285,0.75473726,0.8773686,0.72157663,0.86078835,0.7408352,0.8704176,0.7015073,0.85075366,0.758149,0.8790745
3113,0.6252662,0.8126331,0.5690269,0.7845135,0.5683408,0.7841704,0.5358308,0.76791537,0.5622519,0.78112596,0.6390215,0.81951076,0.5546601,0.77733004,0.60858536,0.8042927,0.58613384,0.7930669,0.6115068,0.8057534
3118,0.63401467,0.8170073,0.6475171,0.82375854,0.5924741,0.79623705,0.60028446,0.8001422,0.63501483,0.8175074,0.6067939,0.80339694,0.6002966,0.8001483,0.65492374,0.82746184,0.66548073,0.83274037,0.63905126,0.8195256
3120,0.6562114,0.8281057,0.65151525,0.8257576,0.59916747,0.79958373,0.61242604,0.806213,0.6080289,0.80401444,0.63453686,0.81726843,0.59238136,0.7961907,0.657153,0.8285765,0.6336662,0.81683314,0.6335665,0.81678325
3122,0.7915564,0.8957782,0.751778,0.875889,0.7200494,0.8600247,0.6731473,0.83657366,0.73390007,0.86695004,0.7246617,0.86233085,0.6744443,0.83722216,0.7571237,0.87856185,0.7257852,0.8628926,0.7267407,0.86337036
3123,0.7032461,0.85162306,0.67551905,0.8377595,0.6484079,0.82420397,0.5914484,0.7957242,0.7066191,0.8533095,0.7690449,0.88452244,0.720284,0.860142,0.7290187,0.86450934,0.7285764,0.8642882,0.7643754,0.8821877
3133,0.7447697,0.87238485,0.65078664,0.8253933,0.6472386,0.8236193,0.57710195,0.788551,0.68976414,0.8448821,0.75836515,0.8791826,0.6798255,0.8399128,0.72128546,0.86064273,0.63456845,0.8172842,0.70747983,0.8537399
3134,0.78627443,0.8931372,0.7262806,0.86314034,0.7268675,0.8634337,0.6374408,0.8187204,0.73424816,0.8671241,0.7440134,0.8720067,0.6397005,0.8198502,0.73337376,0.8666869,0.67541057,0.83770525,0.686455,0.8432275
