,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_google_ux_Score
98350,0.66375184,0.8318759,0.64033675,0.8201684,0.5966817,0.79834086,0.6536945,0.82684726,0.67401665,0.83700836,0.79500914,0.89750457,0.71536285,0.8576814,0.7623203,0.88116014,0.7703505,0.8851752,0.7851614,0.8925807
98351,0.6169818,0.8084909,0.6351179,0.81755894,0.57129073,0.78564537,0.570456,0.785228,0.65772104,0.8288605,0.70482945,0.8524147,0.688618,0.844309,0.7038354,0.85191774,0.7245356,0.8622678,0.7227767,0.8613883
98352,0.5652375,0.78261876,0.57320267,0.7866013,0.49363965,0.74681985,0.55108845,0.7755442,0.60178804,0.800894,0.73858035,0.8692902,0.7171457,0.85857284,0.72180533,0.86090267,0.7680502,0.8840251,0.79199433,0.89599717
98353,0.5357772,0.7678886,0.5437725,0.7718862,0.46569288,0.73284644,0.47269285,0.7363464,0.57733715,0.7886686,0.6565281,0.82826406,0.6781169,0.83905846,0.6034454,0.8017227,0.6471211,0.82356054,0.6613367,0.83066833
98354,0.48090574,0.7404529,0.56034446,0.7801722,0.5043436,0.7521718,0.47264794,0.73632395,0.51620746,0.7581037,0.43240976,0.7162049,0.48218304,0.7410915,0.5040386,0.7520193,0.49449986,0.74724996,0.43472204,0.71736103
98355,0.71488184,0.85744095,0.6941176,0.8470588,0.6290611,0.81453055,0.6494827,0.82474136,0.71734667,0.85867333,0.74606526,0.8730326,0.7175548,0.8587774,0.7229966,0.8614983,0.7502271,0.87511355,0.7761824,0.8880912
98356,0.5895668,0.7947834,0.61337465,0.80668736,0.5316744,0.7658372,0.57614636,0.7880732,0.6123409,0.80617046,0.64576244,0.8228812,0.63826966,0.81913483,0.6720815,0.83604074,0.66869724,0.8343486,0.64597076,0.8229854
98357,0.67132103,0.8356605,0.70327246,0.85163623,0.5967161,0.7983581,0.6105279,0.80526394,0.6602187,0.83010936,0.5978425,0.7989212,0.60392797,0.801964,0.6337805,0.81689024,0.62634784,0.8131739,0.58463085,0.7923154
98358,0.68151295,0.8407565,0.69584143,0.8479207,0.60795623,0.8039781,0.64311427,0.82155716,0.71680653,0.85840327,0.7907257,0.89536285,0.75117564,0.8755878,0.79606324,0.8980316,0.8308461,0.91542304,0.8056418,0.9028209
98359,0.58928,0.79464,0.534587,0.7672935,0.51759565,0.7587978,0.49895304,0.74947655,0.5937884,0.7968942,0.6895993,0.84479964,0.64878076,0.8243904,0.6450336,0.8225168,0.6946283,0.8473141,0.71271914,0.8563596
98360,0.38981596,0.69490796,0.43819198,0.719096,0.39170587,0.69585294,0.5155967,0.7577983,0.34395075,0.6719754,0.33490205,0.667451,0.33089572,0.66544783,0.4136639,0.70683193,0.4565879,0.72829396,0.3912642,0.6956321
98361,0.7338774,0.8669387,0.7361764,0.8680882,0.64868087,0.82434046,0.6820431,0.84102154,0.7437563,0.87187815,0.7963886,0.8981943,0.7527725,0.8763863,0.84058166,0.9202908,0.78390217,0.8919511,0.81297266,0.90648633
98362,0.6084723,0.8042362,0.5968082,0.7984041,0.5376802,0.7688401,0.5561165,0.7780583,0.6340119,0.817006,0.70689785,0.8534489,0.7107997,0.85539985,0.6828834,0.8414417,0.7044462,0.8522231,0.6983254,0.8491627
98363,0.6808673,0.84043366,0.6864758,0.8432379,0.6401263,0.8200631,0.639485,0.8197425,0.68064046,0.8403202,0.73355055,0.8667753,0.6648896,0.8324448,0.7664552,0.8832276,0.76894796,0.884474,0.75562197,0.87781096
98364,0.61699516,0.80849755,0.58365506,0.79182756,0.5577233,0.77886164,0.5386753,0.76933765,0.6093246,0.8046623,0.6478884,0.8239442,0.5800469,0.79002345,0.6745119,0.83725595,0.60847867,0.80423933,0.6149882,0.8074941
98365,0.6321162,0.8160581,0.6657134,0.8328567,0.5933851,0.79669255,0.616704,0.808352,0.6019345,0.8009672,0.6501423,0.82507116,0.62657005,0.813285,0.7080759,0.85403794,0.71061146,0.85530573,0.69082206,0.84541106
98366,0.5618987,0.78094935,0.58657,0.793285,0.5228071,0.76140356,0.50740385,0.7537019,0.5580163,0.77900815,0.5624374,0.7812187,0.55759,0.778795,0.6121387,0.8060694,0.57346797,0.786734,0.5638087,0.78190434
98367,0.6654262,0.8327131,0.6397832,0.8198916,0.6092615,0.80463076,0.6260082,0.81300414,0.6395551,0.81977755,0.73448026,0.86724013,0.6610255,0.83051276,0.69428325,0.8471416,0.7539233,0.87696165,0.728583,0.8642915
98368,0.5048275,0.75241375,0.5756127,0.7878064,0.48810354,0.74405175,0.51154435,0.7557722,0.5400841,0.77004206,0.59045386,0.79522693,0.5904986,0.79524934,0.58143044,0.7907152,0.6517422,0.8258711,0.62239325,0.8111966
98369,0.5450284,0.7725142,0.5901953,0.79509765,0.5080198,0.7540099,0.5463636,0.7731818,0.6052669,0.80263346,0.7183293,0.85916466,0.6758551,0.8379276,0.70188296,0.8509415,0.6792518,0.8396259,0.7209159,0.86045796
98370,0.67096543,0.8354827,0.6663239,0.83316195,0.5745821,0.78729105,0.6425358,0.8212679,0.686695,0.8433475,0.8075011,0.90375054,0.75214845,0.8760742,0.7859509,0.89297545,0.7838595,0.89192975,0.8234863,0.91174316
98371,0.7127484,0.8563742,0.6939589,0.84697944,0.64354205,0.821771,0.73039544,0.8651977,0.6948153,0.84740764,0.7444576,0.8722288,0.7020178,0.8510089,0.7817024,0.8908512,0.7640101,0.88200504,0.7627579,0.88137895
98372,0.62613106,0.8130655,0.5776877,0.78884387,0.52951974,0.7647599,0.5935972,0.7967986,0.5935409,0.79677045,0.6862718,0.8431359,0.6438366,0.8219183,0.7027345,0.85136724,0.68497527,0.84248763,0.7117839,0.85589194
98373,0.7300015,0.8650007,0.6557098,0.8278549,0.60162485,0.8008124,0.6823469,0.8411734,0.69768435,0.84884214,0.7245865,0.86229324,0.62873507,0.81436753,0.72612596,0.863063,0.6854276,0.84271383,0.6863929,0.84319645
98374,0.66627884,0.8331394,0.6436228,0.82181144,0.58707255,0.7935363,0.6646807,0.83234036,0.67236936,0.8361847,0.72718894,0.8635945,0.67535675,0.8376784,0.7356038,0.8678019,0.73719984,0.8685999,0.71631217,0.8581561
98375,0.67788893,0.83894444,0.6668993,0.83344966,0.6321986,0.8160993,0.6680819,0.83404094,0.6638082,0.8319041,0.76029825,0.8801491,0.67618155,0.8380908,0.7570641,0.87853205,0.75087535,0.8754377,0.73886156,0.8694308
98376,0.7695055,0.88475275,0.69673145,0.8483657,0.6555075,0.8277538,0.649365,0.8246825,0.74531066,0.87265533,0.84387827,0.92193913,0.7112199,0.85560995,0.76729167,0.88364583,0.7766548,0.88832736,0.7941383,0.89706916
98377,0.63183594,0.81591797,0.64432865,0.8221643,0.56566095,0.7828305,0.6495822,0.8247911,0.64019895,0.8200995,0.75138146,0.8756907,0.7013182,0.85065913,0.7794976,0.8897488,0.7970662,0.8985331,0.7961573,0.8980787
98378,0.67398345,0.8369917,0.6470676,0.8235338,0.5835617,0.7917808,0.62892294,0.81446147,0.68189085,0.8409454,0.801928,0.900964,0.72155154,0.86077577,0.76759315,0.8837966,0.75063145,0.8753157,0.8051113,0.90255564
98379,0.6776979,0.83884895,0.62748086,0.81374043,0.5985583,0.79927915,0.6311333,0.81556666,0.68463886,0.8423194,0.78905886,0.89452946,0.72177505,0.8608875,0.7414553,0.87072766,0.7494558,0.8747279,0.7839861,0.89199305
98380,0.7260225,0.86301124,0.6850308,0.8425154,0.63113636,0.8155682,0.67886925,0.8394346,0.73325586,0.86662793,0.8398307,0.9199153,0.7747326,0.8873663,0.8125315,0.90626574,0.81752384,0.9087619,0.84537816,0.9226891
98381,0.6247778,0.8123889,0.6434148,0.82170737,0.54729265,0.77364635,0.6003835,0.80019176,0.61821896,0.80910945,0.6666615,0.83333075,0.6282048,0.8141024,0.69946456,0.8497323,0.6863097,0.84315485,0.6615491,0.83077455
98382,0.573145,0.78657246,0.5557071,0.77785355,0.49592477,0.74796236,0.57291114,0.7864556,0.5781694,0.7890847,0.6696589,0.83482945,0.6213571,0.81067854,0.6955156,0.8477578,0.6755588,0.8377794,0.7269548,0.8634774
98383,0.6700361,0.83501804,0.67519975,0.8375999,0.5897533,0.7948767,0.6297225,0.81486124,0.6878003,0.84390014,0.7285098,0.8642549,0.65940213,0.82970107,0.7156886,0.8578443,0.7358921,0.867946,0.7115767,0.85578835
98384,0.68782806,0.84391403,0.6695024,0.8347512,0.5988209,0.79941046,0.704371,0.8521855,0.64255965,0.8212798,0.64869153,0.82434577,0.6377114,0.8188557,0.68503106,0.8425155,0.7134586,0.85672927,0.68810785,0.8440539
98385,0.56718504,0.7835925,0.5582415,0.77912074,0.47890338,0.7394517,0.5508486,0.7754243,0.58014166,0.79007083,0.69938934,0.84969467,0.6286922,0.8143461,0.67609805,0.83804905,0.68419707,0.84209853,0.72063607,0.86031806
98386,0.7198335,0.85991675,0.700099,0.8500495,0.6459803,0.8229902,0.7108541,0.855427,0.7153028,0.8576514,0.7782154,0.8891077,0.74164426,0.87082213,0.7857771,0.89288855,0.7933596,0.89667976,0.7960366,0.8980183
98387,0.68455505,0.8422775,0.7117499,0.85587496,0.62402797,0.812014,0.67910373,0.83955187,0.7469686,0.8734843,0.786209,0.8931045,0.7355555,0.86777776,0.783185,0.8915925,0.7274995,0.86374974,0.7697091,0.88485456
98388,0.74966776,0.8748339,0.6852615,0.84263074,0.6273869,0.81369346,0.6793262,0.8396631,0.7217307,0.86086535,0.8229737,0.91148686,0.71836245,0.8591812,0.7879632,0.8939816,0.7762253,0.88811266,0.80628556,0.9031428
98389,0.6873278,0.84366393,0.6652427,0.83262134,0.5975914,0.7987957,0.63005674,0.81502837,0.6846658,0.8423329,0.77334046,0.88667023,0.7210369,0.86051846,0.7661261,0.8830631,0.753994,0.876997,0.79104084,0.89552045
98390,0.66864365,0.83432186,0.61737204,0.808686,0.567853,0.7839265,0.71302235,0.8565112,0.64784765,0.8239238,0.741736,0.87086797,0.66860247,0.83430123,0.71620613,0.85810304,0.72631717,0.8631586,0.7511531,0.87557656
98391,0.5642816,0.7821408,0.527538,0.76376903,0.52146226,0.7607311,0.4964709,0.74823546,0.61908066,0.80954033,0.75084585,0.87542295,0.69691944,0.8484597,0.6521307,0.82606536,0.70406836,0.8520342,0.7431983,0.87159914
98392,0.61006176,0.8050309,0.5822067,0.79110336,0.5349382,0.7674691,0.58843136,0.7942157,0.5724119,0.78620595,0.6200658,0.8100329,0.57266843,0.7863342,0.6440024,0.8220012,0.6650293,0.83251464,0.64232016,0.8211601
98393,0.54261005,0.771305,0.56366473,0.78183234,0.46733093,0.73366547,0.5514499,0.77572495,0.5576071,0.7788036,0.6238482,0.8119241,0.6169342,0.8084671,0.6381921,0.8190961,0.6676916,0.8338458,0.6428592,0.8214296
98394,0.52074534,0.76037264,0.50152516,0.7507626,0.4374039,0.71870196,0.46879137,0.7343957,0.5617555,0.7808777,0.6410469,0.82052344,0.6100502,0.8050251,0.6368932,0.81844664,0.6620647,0.83103234,0.6634313,0.83171564
98395,0.7340745,0.86703724,0.6754936,0.8377468,0.6413528,0.8206764,0.6038501,0.80192506,0.75433445,0.8771672,0.8717749,0.93588746,0.7516743,0.87583715,0.79562384,0.8978119,0.74742645,0.87371325,0.8141861,0.90709305
98396,0.62490904,0.8124545,0.62443686,0.8122184,0.5532924,0.7766462,0.631943,0.8159715,0.6416992,0.8208496,0.7182111,0.8591056,0.703727,0.8518635,0.72512865,0.8625643,0.7597654,0.8798827,0.76318526,0.88159263
98397,0.605203,0.80260146,0.625721,0.8128605,0.5474633,0.77373165,0.58121693,0.79060847,0.66110444,0.8305522,0.728977,0.8644885,0.71612185,0.85806096,0.7416822,0.8708411,0.75016475,0.8750824,0.7795435,0.88977176
98398,0.6808083,0.84040415,0.62573457,0.8128673,0.5915663,0.79578316,0.57835674,0.7891784,0.7099111,0.85495555,0.79513097,0.8975655,0.68487287,0.84243643,0.7548568,0.8774284,0.72729886,0.8636494,0.7503129,0.87515646
98399,0.45966765,0.72983384,0.47403628,0.7370181,0.40568075,0.7028404,0.42598057,0.7129903,0.4997118,0.7498559,0.5290158,0.7645079,0.5581633,0.77908164,0.5264416,0.7632208,0.54707927,0.77353966,0.5418036,0.7709018
98400,0.57626575,0.7881329,0.57589364,0.7879468,0.48641413,0.7432071,0.5818366,0.7909183,0.5841533,0.79207665,0.6078743,0.80393714,0.62916833,0.81458414,0.61051,0.805255,0.68902624,0.8445131,0.64490634,0.82245314
98401,0.631809,0.8159045,0.6676544,0.8338272,0.5695058,0.7847529,0.60053027,0.80026513,0.613806,0.806903,0.6567993,0.82839966,0.6485026,0.8242513,0.7396525,0.86982626,0.7126814,0.8563407,0.6811422,0.8405711
98402,0.7566738,0.8783369,0.7202516,0.8601258,0.6740006,0.8370003,0.6702469,0.8351234,0.7501614,0.8750807,0.8287741,0.91438705,0.7488367,0.8744184,0.8149286,0.90746427,0.7791939,0.88959694,0.8231548,0.9115774
1747,0.6890172,0.8445086,0.639513,0.8197565,0.61287487,0.80643743,0.64613307,0.82306653,0.65100765,0.8255038,0.66473514,0.83236754,0.6431963,0.8215982,0.6717041,0.835852,0.7170094,0.8585047,0.6845763,0.84228814
1784,0.5959513,0.79797566,0.6145015,0.80725074,0.5289783,0.7644892,0.58225405,0.791127,0.64442354,0.82221174,0.600217,0.8001085,0.64212745,0.82106376,0.6349852,0.8174926,0.6652969,0.83264846,0.57833433,0.78916717
2476,0.7822546,0.8911273,0.7034153,0.85170764,0.72182596,0.860913,0.65075046,0.8253752,0.74433935,0.8721697,0.74259186,0.8712959,0.6886399,0.84431994,0.7432798,0.8716399,0.69669807,0.84834903,0.7255753,0.86278766
2515,0.7704178,0.8852089,0.68784547,0.84392273,0.6834489,0.84172446,0.6259248,0.8129624,0.6966491,0.84832454,0.72124696,0.8606235,0.64606476,0.8230324,0.6832013,0.84160066,0.677348,0.838674,0.7037871,0.85189354
2517,0.7249711,0.8624855,0.67947483,0.8397374,0.688028,0.844014,0.6064406,0.8032203,0.6849327,0.84246635,0.6270728,0.8135364,0.57215834,0.78607917,0.6843618,0.8421809,0.6238401,0.81192005,0.6081245,0.80406225
2529,0.6817228,0.84086144,0.657096,0.828548,0.5859084,0.7929542,0.584566,0.792283,0.7072077,0.85360384,0.6426605,0.82133025,0.717035,0.8585175,0.65652597,0.828263,0.63863826,0.8193191,0.6765232,0.8382616
2538,0.73369205,0.866846,0.68592435,0.84296215,0.6440135,0.82200676,0.65235186,0.8261759,0.66652995,0.83326495,0.66171294,0.83085644,0.61201394,0.80600697,0.68736494,0.84368247,0.6487453,0.82437265,0.6467093,0.82335466
2551,0.79769194,0.898846,0.71559167,0.85779583,0.6730449,0.83652246,0.59816563,0.7990828,0.7440722,0.8720361,0.74560183,0.87280095,0.68182194,0.840911,0.7187661,0.85938305,0.7062181,0.85310906,0.7030767,0.85153836
2553,0.72696555,0.8634828,0.6999283,0.84996414,0.6692836,0.8346418,0.6569431,0.82847154,0.6699255,0.8349627,0.6653983,0.8326992,0.6619365,0.83096826,0.6837485,0.84187424,0.6755905,0.83779526,0.6721804,0.8360902
2554,0.6048794,0.8024397,0.65431935,0.82715964,0.55663764,0.7783188,0.6186876,0.8093438,0.60713005,0.803565,0.66675353,0.83337677,0.6265159,0.81325793,0.69469035,0.8473452,0.70010865,0.8500543,0.69845843,0.8492292
2555,0.6328771,0.81643856,0.61361766,0.8068088,0.56053007,0.78026503,0.5956347,0.79781735,0.5737184,0.7868592,0.58129466,0.7906473,0.55381167,0.77690583,0.58917487,0.79458743,0.6302004,0.8151002,0.58695245,0.7934762
2556,0.68781435,0.8439072,0.74284446,0.87142223,0.71001565,0.8550078,0.6545836,0.8272918,0.65807056,0.8290353,0.63012403,0.81506205,0.58698624,0.79349315,0.7079171,0.85395855,0.65275776,0.8263789,0.62595624,0.81297815
2577,0.7669065,0.88345325,0.74757123,0.8737856,0.6890664,0.8445332,0.653333,0.8266665,0.6954584,0.8477292,0.7280711,0.86403555,0.68180275,0.8409014,0.7169442,0.8584721,0.7028879,0.85144395,0.7082999,0.85414994
2582,0.71651363,0.8582568,0.684409,0.8422045,0.68047345,0.8402367,0.61097306,0.80548656,0.6738533,0.83692664,0.70385367,0.8519268,0.61367464,0.8068373,0.71876234,0.8593812,0.6610971,0.8305485,0.64071274,0.82035637
2583,0.6891282,0.8445641,0.7217774,0.8608887,0.70225036,0.8511252,0.629508,0.814754,0.666016,0.833008,0.6689352,0.8344676,0.63308394,0.81654197,0.68765616,0.8438281,0.6731583,0.83657914,0.64950335,0.8247517
2584,0.7359756,0.8679878,0.63406545,0.8170327,0.64868265,0.8243413,0.5540448,0.77702236,0.69183743,0.8459187,0.7014173,0.85070866,0.5888577,0.7944288,0.6892837,0.84464186,0.5775982,0.7887991,0.62802035,0.81401014
2585,0.6644769,0.83223844,0.65071297,0.8253565,0.5878063,0.7939031,0.5931821,0.79659104,0.6152858,0.80764294,0.6475323,0.8237661,0.6087853,0.80439264,0.66729426,0.83364713,0.629552,0.814776,0.64603376,0.8230169
2586,0.71810675,0.8590534,0.67913985,0.8395699,0.65688944,0.8284447,0.6238493,0.81192464,0.61773914,0.8088696,0.6494063,0.82470316,0.5673386,0.7836693,0.6830504,0.8415252,0.62616384,0.8130819,0.6015102,0.80075514
2587,0.618969,0.8094845,0.6114435,0.80572176,0.6306678,0.8153339,0.58591986,0.7929599,0.5535049,0.7767525,0.54212093,0.77106047,0.5272367,0.76361835,0.6065967,0.80329835,0.57608354,0.7880418,0.5264298,0.7632149
2588,0.75955755,0.87977874,0.71572053,0.85786027,0.65734774,0.82867384,0.68861204,0.844306,0.65499014,0.8274951,0.6330801,0.81654006,0.60057765,0.8002888,0.6931076,0.8465538,0.70153975,0.8507699,0.6524778,0.8262389
2589,0.77625656,0.8881283,0.70533735,0.85266864,0.6768756,0.8384378,0.6338321,0.81691605,0.7114429,0.8557215,0.7349669,0.86748344,0.6891829,0.84459144,0.721878,0.860939,0.6653819,0.83269095,0.71021867,0.85510933
2590,0.702587,0.8512935,0.66608435,0.83304214,0.6615021,0.83075106,0.6136749,0.80683744,0.6525814,0.8262907,0.6604304,0.8302152,0.6089952,0.8044976,0.66999733,0.83499867,0.608002,0.804001,0.6366273,0.81831366
2591,0.75566554,0.8778328,0.7078236,0.85391176,0.68142486,0.8407124,0.6190767,0.80953836,0.7207228,0.8603614,0.7507499,0.8753749,0.66547453,0.83273727,0.72939587,0.86469793,0.67060864,0.8353043,0.71185035,0.8559252
2592,0.7306851,0.86534256,0.66033,0.830165,0.67542005,0.83771,0.63167775,0.8158389,0.6905255,0.84526277,0.65848535,0.8292427,0.56218314,0.7810916,0.65880686,0.8294034,0.5917762,0.79588807,0.6344486,0.81722426
2594,0.7173394,0.8586697,0.67443204,0.837216,0.66004986,0.83002496,0.68110317,0.8405516,0.6849289,0.84246445,0.6736548,0.8368274,0.6455716,0.8227858,0.67658335,0.83829165,0.6369086,0.81845427,0.6396251,0.81981254
2595,0.5746242,0.7873121,0.6125802,0.8062901,0.54067755,0.7703388,0.5535128,0.7767564,0.52991503,0.76495755,0.5436642,0.7718321,0.5577881,0.77889407,0.5865342,0.79326713,0.54593647,0.77296823,0.55737484,0.7786874
2597,0.7771486,0.8885743,0.6974539,0.848727,0.7089215,0.8544607,0.6277015,0.81385076,0.7193439,0.85967195,0.76864016,0.8843201,0.6566597,0.82832986,0.73807967,0.86903983,0.67035246,0.8351762,0.7107593,0.85537964
2645,0.694169,0.8470845,0.706599,0.8532995,0.72021925,0.8601096,0.63714635,0.8185732,0.6506477,0.8253238,0.67635965,0.8381798,0.6290187,0.8145094,0.6848187,0.8424094,0.6908847,0.84544235,0.6822279,0.8411139
2654,0.71319556,0.8565978,0.65960884,0.8298044,0.66236293,0.83118147,0.68266773,0.84133387,0.6532401,0.82662004,0.6226198,0.81130993,0.56520605,0.782603,0.66541994,0.83270997,0.6004533,0.8002267,0.59162176,0.7958109
2655,0.7095177,0.85475886,0.64517903,0.8225895,0.6375304,0.81876516,0.6218281,0.81091404,0.6492894,0.8246447,0.68414295,0.8420715,0.5950136,0.7975068,0.66575575,0.8328779,0.6052398,0.80261993,0.6221976,0.8110988
2656,0.7018815,0.85094076,0.6942656,0.8471328,0.6401299,0.82006496,0.59170926,0.7958546,0.6430526,0.8215263,0.66799957,0.83399975,0.58507276,0.7925364,0.6947818,0.8473909,0.6313087,0.81565434,0.6057094,0.80285466
2657,0.6295811,0.81479055,0.6333185,0.8166592,0.5866548,0.7933274,0.5655615,0.78278077,0.63461506,0.81730753,0.68669367,0.84334683,0.60266376,0.8013319,0.72165716,0.8608286,0.73509467,0.86754733,0.698786,0.849393
2658,0.6925838,0.8462919,0.61355144,0.8067757,0.6216951,0.8108475,0.59411913,0.79705954,0.6133152,0.8066576,0.5918204,0.79591024,0.46327186,0.7316359,0.64098346,0.82049173,0.5650095,0.78250474,0.527885,0.7639425
2659,0.6592748,0.8296374,0.6616661,0.8308331,0.60278946,0.8013947,0.5940051,0.79700255,0.6460161,0.82300806,0.64138997,0.820695,0.6746665,0.83733326,0.6431571,0.82157856,0.6890409,0.84452045,0.6690801,0.83454
2660,0.64671,0.82335496,0.6264558,0.8132279,0.57280207,0.78640103,0.5539471,0.77697355,0.615163,0.80758154,0.6304339,0.81521696,0.6236139,0.8118069,0.6242577,0.81212884,0.6307626,0.8153813,0.6312028,0.8156014
2741,0.60643685,0.8032184,0.56406045,0.7820302,0.52917254,0.76458627,0.5671106,0.78355527,0.53968537,0.7698427,0.51539385,0.7576969,0.49999154,0.74999577,0.5065228,0.7532614,0.5375401,0.76877004,0.5074761,0.75373805
2766,0.7249155,0.86245775,0.7808373,0.89041865,0.70144093,0.85072047,0.6367387,0.8183694,0.68587226,0.84293616,0.6766231,0.83831155,0.61771774,0.8088589,0.74308866,0.87154436,0.683566,0.841783,0.6383991,0.81919956
2793,0.6641606,0.8320803,0.7187221,0.85936105,0.5760466,0.7880233,0.6109464,0.8054732,0.6486285,0.82431424,0.6209681,0.81048405,0.6522136,0.8261068,0.6847658,0.8423829,0.65926355,0.8296318,0.648268,0.824134
2810,0.6750761,0.83753806,0.6856671,0.8428335,0.6609614,0.8304807,0.5865971,0.79329854,0.5956708,0.7978354,0.5586272,0.77931356,0.48762947,0.7438147,0.6542929,0.8271464,0.56073874,0.7803694,0.49433196,0.747166
2824,0.64556515,0.8227826,0.67078847,0.83539426,0.6064385,0.80321926,0.66310215,0.8315511,0.64692134,0.8234607,0.59905756,0.7995288,0.5937527,0.7968763,0.6775416,0.8387708,0.6699424,0.8349712,0.63985366,0.81992686
3002,0.7106629,0.8553314,0.6714914,0.8357457,0.6487275,0.8243637,0.6055207,0.80276036,0.68234396,0.841172,0.66917807,0.834589,0.7038338,0.8519169,0.6704184,0.8352092,0.6444,0.8222,0.6739399,0.83697
3021,0.6482564,0.8241282,0.6764344,0.8382172,0.5844037,0.7922019,0.5735463,0.78677315,0.59843946,0.7992197,0.528824,0.764412,0.5540887,0.77704436,0.5940613,0.7970307,0.5817553,0.79087764,0.5400134,0.77000666
3093,0.76283497,0.8814175,0.7537474,0.87687373,0.7281758,0.86408794,0.66431284,0.8321564,0.75618446,0.8780922,0.7285826,0.8642913,0.70184755,0.8509238,0.749447,0.8747235,0.7306673,0.8653337,0.751949,0.87597454
3105,0.7809185,0.89045924,0.7473428,0.8736714,0.7087368,0.8543684,0.6766195,0.83830976,0.7369046,0.8684523,0.7194571,0.8597286,0.7335527,0.86677635,0.72414666,0.8620733,0.73569024,0.8678451,0.75071335,0.8753567
3113,0.66370976,0.8318549,0.61634815,0.8081741,0.6108897,0.80544484,0.57335424,0.7866771,0.5983364,0.7991682,0.66125166,0.83062583,0.5796017,0.7898009,0.62938404,0.814692,0.62106514,0.81053257,0.63515383,0.8175769
3118,0.6877395,0.84386975,0.70772505,0.8538625,0.6355631,0.81778157,0.637932,0.81896603,0.6846569,0.8423284,0.66054046,0.83027023,0.660735,0.8303675,0.6963583,0.84817916,0.72143596,0.860718,0.6768798,0.83843994
3120,0.6404368,0.82021844,0.6723821,0.83619106,0.60953414,0.8047671,0.62491596,0.812458,0.5991411,0.79957056,0.59915257,0.7995763,0.5784825,0.78924125,0.64998055,0.8249903,0.6363385,0.81816924,0.624475,0.8122375
3122,0.78580546,0.89290273,0.73675716,0.8683786,0.72202206,0.861011,0.6485675,0.8242837,0.7187541,0.859377,0.73403966,0.86701983,0.6481651,0.82408255,0.7483529,0.87417644,0.7126088,0.8563044,0.7116211,0.8558105
3123,0.70517945,0.8525897,0.6602907,0.83014536,0.6404958,0.8202479,0.5607955,0.7803978,0.7093744,0.8546872,0.76800084,0.8840004,0.69794625,0.84897316,0.7176801,0.85884005,0.7081719,0.8540859,0.73289,0.866445
3133,0.75309825,0.8765491,0.6709844,0.8354922,0.6642331,0.83211654,0.64485496,0.8224275,0.67032003,0.83516,0.69613194,0.848066,0.61983573,0.80991787,0.7040429,0.85202146,0.64377993,0.82189,0.6694436,0.8347218
3134,0.82757646,0.9137882,0.7308377,0.86541885,0.7245273,0.8622637,0.6324438,0.8162219,0.775675,0.8878375,0.7916622,0.8958311,0.7072171,0.85360855,0.75253046,0.8762652,0.71632516,0.8581626,0.7465558,0.8732779
3135,0.7608593,0.8804296,0.6784039,0.8392019,0.6970213,0.8485106,0.62449247,0.8122462,0.68428326,0.8421416,0.69467604,0.847338,0.6093215,0.80466074,0.6822398,0.8411199,0.6423192,0.8211596,0.6598002,0.8299001
3136,0.7643906,0.8821953,0.7641051,0.88205254,0.6946858,0.8473429,0.6516671,0.82583356,0.71516895,0.8575845,0.70595324,0.8529766,0.6417784,0.82088923,0.7585529,0.87927645,0.6907317,0.8453659,0.68992335,0.84496164
3137,0.79543245,0.8977162,0.69816995,0.849085,0.704955,0.8524775,0.6351452,0.8175726,0.71391046,0.85695523,0.74587363,0.87293684,0.6391443,0.81957215,0.7311188,0.8655594,0.6653063,0.83265316,0.71126306,0.85563153
